Date,IRELAND SMID GROWTH SMID (Small+Mid Cap)
1994-05-31,106.915
1994-06-30,101.477
1994-07-29,110.589
1994-08-31,115.884
1994-09-30,113.521
1994-10-31,115.207
1994-11-30,110.034
1994-12-30,111.642
1995-01-31,113.597
1995-02-28,116.303
1995-03-31,120.953
1995-04-28,122.592
1995-05-31,125.714
1995-06-30,133.569
1995-07-31,139.386
1995-08-31,139.004
1995-09-29,143.781
1995-10-31,142.405
1995-11-30,149.841
1995-12-29,156.015
1996-01-31,161.796
1996-02-29,169.609
1996-03-29,183.798
1996-04-30,189.591
1996-05-31,195.567
1996-06-28,195.262
1996-07-31,190.453
1996-08-30,197.458
1996-09-30,202.155
1996-10-31,197.398
1996-11-29,205.969
1996-12-31,210.998
1997-01-31,223.204
1997-02-28,221.386
1997-03-31,217.909
1997-04-30,210.173
1997-05-30,227.288
1997-06-30,240.934
1997-07-31,246.202
1997-08-29,245.235
1997-09-30,254.862
1997-10-31,257.05
1997-11-28,258.307
1997-12-31,255.064
1998-01-30,275.205
1998-02-27,310.582
1998-03-31,315.913
1998-04-30,336.156
1998-05-29,327.053
1998-06-30,299.657
1998-07-31,293.658
1998-08-31,246.099
1998-09-30,232.24
1998-10-30,233.948
1998-11-30,251.019
1998-12-31,262.899
1999-01-29,254.014
1999-02-26,254.344
1999-03-31,248.831
1999-04-30,249.121
1999-05-31,238.209
1999-06-30,240.24
1999-07-30,234.855
1999-08-31,224.225
1999-09-30,221.16
1999-10-29,212.339
1999-11-30,216.291
1999-12-31,234.731
2000-01-31,239.947
2000-02-29,255.578
2000-03-31,268.962
2000-04-28,230.283
2000-05-31,209.772
2000-06-30,198.439
2000-07-31,196.13
2000-08-31,185.956
2000-09-29,186.448
2000-10-31,195.656
2000-11-30,179.855
2000-12-29,206.64
2001-01-31,206.679
2001-02-28,200.988
2001-03-30,169.18
2001-04-30,186.075
2001-05-31,183.272
2001-06-29,184.468
2001-07-31,175.407
2001-08-31,172.969
2001-09-28,147.979
2001-10-31,155.24
2001-11-30,174.434
2001-12-31,181.796
2002-01-31,180.123
2002-02-28,178.959
2002-03-29,182.221
2002-04-30,183.397
2002-05-31,193.184
2002-06-28,199.948
2002-07-31,187.982
2002-08-30,187.891
2002-09-30,174.069
2002-10-31,187.268
2002-11-29,210.124
2002-12-31,204.869
2003-01-31,233.104
2003-02-28,208.743
2003-03-31,213.92
2003-04-30,230.48
2003-05-30,271.961
2003-06-30,269.268
2003-07-31,269.019
2003-08-29,278.068
2003-09-30,298.069
2003-10-31,325.497
2003-11-28,342.579
2003-12-31,383.224
2004-01-30,392.192
2004-02-27,427.518
2004-03-31,450.804
2004-04-30,470.114
2004-05-31,471.075
2004-06-30,491.203
2004-07-30,463.823
2004-08-31,485.416
2004-09-30,519.76
2004-10-29,545.349
2004-11-30,598.254
2004-12-31,633.297
2005-01-31,636.269
2005-02-28,573.529
2005-03-31,522.434
2005-04-29,512.797
2005-05-31,525.96
2005-06-30,533.596
2005-07-29,563.977
2005-08-31,566.765
2005-09-30,563.206
2005-10-31,536.735
2005-11-30,550.541
2005-12-30,607.501
2006-01-31,645.224
2006-02-28,653.946
2006-03-31,674.796
2006-04-28,698.02
2006-05-31,711.755
2006-06-30,689.028
2006-07-31,673.195
2006-08-31,743.334
2006-09-29,748.997
2006-10-31,802.102
2006-11-30,822.331
2006-12-29,894.427
2007-01-31,850.932
2007-02-28,881.732
2007-03-30,896.517
2007-04-30,952.845
2007-05-31,1000.0
2007-06-29,950.088
2007-07-31,841.909
2007-08-31,824.299
2007-09-28,844.713
2007-10-31,899.799
2007-11-30,803.361
2007-12-31,784.265
2008-01-31,754.051
2008-02-29,762.868
2008-03-31,748.196
2008-04-30,801.909
2008-05-30,771.335
2008-06-30,810.266
2008-07-31,638.384
2008-08-29,585.209
2008-09-30,464.985
2008-10-31,349.126
2008-11-28,281.067
2008-12-31,281.561
2009-01-30,289.24
2009-02-27,278.678
2009-03-31,287.651
2009-04-30,299.607
2009-05-29,354.728
2009-06-30,333.622
2009-07-31,356.558
2009-08-31,375.814
2009-09-30,398.231
2009-10-30,372.765
2009-11-30,393.544
2009-12-31,384.665
2010-01-29,400.288
2010-02-26,384.474
2010-03-31,410.078
2010-04-30,416.759
2010-05-31,353.07
2010-06-30,335.054
2010-07-30,372.188
2010-08-31,363.404
2010-09-30,411.382
2010-10-29,432.413
2010-11-30,384.676
2010-12-31,417.32
2011-01-31,423.738
2011-02-28,441.155
2011-03-31,449.053
2011-04-29,503.241
2011-05-31,530.267
2011-06-30,552.66
2011-07-29,530.323
2011-08-31,511.809
2011-09-30,493.378
2011-10-31,538.003
2011-11-30,521.309
2011-12-30,562.346
2012-01-31,558.253
2012-02-29,587.834
2012-03-30,642.405
2012-04-30,632.102
2012-05-31,617.326
2012-06-29,626.753
2012-07-31,596.471
2012-08-31,616.816
2012-09-28,638.183
2012-10-31,649.665
2012-11-30,650.295
2012-12-31,676.186
2013-01-31,688.186
2013-02-28,720.273
2013-03-29,757.105
2013-04-30,757.179
2013-05-31,766.284
2013-06-28,751.481
2013-07-31,797.85
2013-08-30,845.005
2013-09-30,834.274
2013-10-31,916.236
2013-11-29,938.302
2013-12-31,947.46
2014-01-31,964.166
2014-02-28,1134.505
2014-03-31,1049.39
2014-04-30,1025.635
2014-05-30,998.995
2014-06-30,943.166
2014-07-31,951.3
2014-08-29,985.798
2014-09-30,955.124
2014-10-31,936.898
2014-11-28,1007.832
2014-12-31,976.566
2015-01-30,938.09
2015-02-27,1024.99
2015-03-31,1014.402
2015-04-30,1065.276
2015-05-29,1083.907
2015-06-30,1094.698
2015-07-31,1147.099
2015-08-31,1132.61
2015-09-30,1117.02
2015-10-30,1154.538
2015-11-30,1160.003
2015-12-31,1174.744
2016-01-29,1130.509
2016-02-29,1141.027
2016-03-31,1166.621
2016-04-29,1144.875
2016-05-31,1160.797
2016-06-30,997.803
2016-07-29,1028.857
2016-08-31,1059.526
2016-09-30,1025.098
2016-10-31,933.575
2016-11-30,939.142
2016-12-30,962.012
2017-01-31,968.868
2017-02-28,1027.081
2017-03-31,1041.169
2017-04-28,1091.044
2017-05-31,1124.189
2017-06-30,1105.017
2017-07-31,1119.009
2017-08-31,1125.019
2017-09-29,1193.014
2017-10-31,1214.637
2017-11-30,1254.843
2017-12-29,1326.898
2018-01-31,1306.232
2018-02-28,1247.139
2018-03-30,1222.976
2018-04-30,1237.814
2018-05-31,1318.408
2018-06-29,1302.107
2018-07-31,1286.707
2018-08-31,1292.992
2018-09-28,1244.039
2018-10-31,1146.952
2018-11-30,1114.95
2018-12-31,1078.498
2019-01-31,1126.052
2019-02-28,1162.941
2019-03-29,1199.856
2019-04-30,1244.589
2019-05-31,1231.269
2019-06-28,1280.857
2019-07-31,1230.847
2019-08-30,1200.001
2019-09-30,1214.912
2019-10-31,1272.213
2019-11-29,1337.325
2019-12-31,1358.269
2020-01-31,1379.607
2020-02-28,1366.608
2020-03-31,1213.886
2020-04-30,1201.523
2020-05-29,1336.984
2020-06-30,1381.339
2020-07-31,1530.253
2020-08-31,1738.892
2020-09-30,1792.458
2020-10-30,1713.661
2020-11-30,1800.833
2020-12-31,1502.5
2021-01-29,1461.999
2021-02-26,1547.19
2021-03-31,1780.582
2021-04-30,1875.899
2021-05-31,1991.932
2021-06-30,1986.139
2021-07-30,2260.358
2021-08-31,2373.486
2021-09-30,2122.796
2021-10-29,2405.32
2021-11-30,2395.444
2021-12-31,2506.692
2022-01-31,2050.321
2022-02-28,2072.327
2022-03-31,2107.21
2022-04-29,2000.291
2022-05-31,1768.122
2022-06-30,1314.914
2022-07-29,1411.567
2022-08-31,1271.257
2022-09-30,1031.341
2022-10-31,1150.293
2022-11-30,1242.556
2022-12-30,1208.008
2023-01-31,1418.141
2023-02-28,1443.353
2023-03-31,1500.319
2023-04-28,1520.423
2023-05-31,1471.028
2023-06-30,1483.92
2023-07-31,1714.157
2023-08-31,1736.162
2023-09-29,1587.267
2023-10-31,1429.969
2023-11-30,1635.531
2023-12-29,1725.074
2024-01-31,1723.287
2024-02-29,1765.055
2024-03-29,1815.272
2024-04-30,1831.473
2024-05-31,1911.063
2024-06-28,1750.145
2024-07-31,1961.726
2024-08-30,1950.114
2024-09-30,2070.832
2024-10-31,1962.429
2024-11-29,1797.604
2024-12-31,1785.271
2025-01-31,1824.018
2025-02-28,1952.404
2025-03-31,1920.561
2025-04-30,2009.598
2025-05-30,2074.59
2025-06-30,2089.135
2025-07-31,1946.991
2025-08-29,1885.192
2025-09-30,1931.0
