Date,IRELAND SMID GROWTH SMID (Small+Mid Cap)
2001-12-18,178.348
2001-12-19,175.866
2001-12-20,179.665
2001-12-21,178.473
2001-12-24,176.693
2001-12-25,176.693
2001-12-26,176.843
2001-12-27,178.326
2001-12-28,180.168
2001-12-31,182.813
2002-01-01,182.813
2002-01-02,183.966
2002-01-03,184.309
2002-01-04,183.953
2002-01-07,185.746
2002-01-08,184.981
2002-01-09,182.745
2002-01-10,183.396
2002-01-11,183.15
2002-01-14,182.929
2002-01-15,182.855
2002-01-16,180.395
2002-01-17,179.831
2002-01-18,179.455
2002-01-21,177.908
2002-01-22,178.692
2002-01-23,178.389
2002-01-24,177.624
2002-01-25,176.501
2002-01-28,178.114
2002-01-29,179.489
2002-01-30,176.6
2002-01-31,181.13
2002-02-01,180.666
2002-02-04,182.125
2002-02-05,176.177
2002-02-06,174.157
2002-02-07,174.671
2002-02-08,177.089
2002-02-11,174.397
2002-02-12,176.485
2002-02-13,176.222
2002-02-14,175.689
2002-02-15,175.613
2002-02-18,177.524
2002-02-19,178.029
2002-02-20,177.642
2002-02-21,179.092
2002-02-22,180.137
2002-02-25,179.631
2002-02-26,181.309
2002-02-27,180.035
2002-02-28,179.959
2002-03-01,179.809
2002-03-04,183.774
2002-03-05,184.41
2002-03-06,184.318
2002-03-07,184.985
2002-03-08,184.523
2002-03-11,184.521
2002-03-12,183.248
2002-03-13,184.437
2002-03-14,184.226
2002-03-15,183.447
2002-03-18,184.903
2002-03-19,184.491
2002-03-20,185.622
2002-03-21,184.805
2002-03-22,185.674
2002-03-25,183.922
2002-03-26,182.916
2002-03-27,183.577
2002-03-28,183.239
2002-03-29,183.239
2002-04-01,184.741
2002-04-02,185.641
2002-04-03,185.004
2002-04-04,184.682
2002-04-05,182.053
2002-04-08,179.029
2002-04-09,177.578
2002-04-10,181.267
2002-04-11,183.598
2002-04-12,183.34
2002-04-15,184.629
2002-04-16,185.253
2002-04-17,184.428
2002-04-18,184.519
2002-04-19,182.9
2002-04-22,184.084
2002-04-23,184.469
2002-04-24,184.771
2002-04-25,185.209
2002-04-26,184.759
2002-04-29,184.605
2002-04-30,184.423
2002-05-01,186.456
2002-05-02,185.409
2002-05-03,187.601
2002-05-06,188.228
2002-05-07,185.933
2002-05-08,185.955
2002-05-09,185.924
2002-05-10,185.195
2002-05-13,185.948
2002-05-14,185.335
2002-05-15,188.554
2002-05-16,190.933
2002-05-17,194.196
2002-05-20,191.438
2002-05-21,190.189
2002-05-22,192.362
2002-05-23,191.174
2002-05-24,191.297
2002-05-27,191.609
2002-05-28,192.139
2002-05-29,193.942
2002-05-30,194.78
2002-05-31,194.264
2002-06-03,195.044
2002-06-04,198.332
2002-06-05,197.341
2002-06-06,199.897
2002-06-07,198.158
2002-06-10,203.437
2002-06-11,207.503
2002-06-12,206.633
2002-06-13,203.359
2002-06-14,197.812
2002-06-17,201.214
2002-06-18,201.984
2002-06-19,201.911
2002-06-20,200.442
2002-06-21,201.477
2002-06-24,199.653
2002-06-25,196.316
2002-06-26,197.331
2002-06-27,195.449
2002-06-28,201.065
2002-07-01,199.182
2002-07-02,196.944
2002-07-03,188.931
2002-07-04,191.247
2002-07-05,192.461
2002-07-08,197.113
2002-07-09,198.073
2002-07-10,196.012
2002-07-11,192.692
2002-07-12,192.336
2002-07-15,192.704
2002-07-16,188.895
2002-07-17,192.004
2002-07-18,193.212
2002-07-19,190.782
2002-07-22,182.396
2002-07-23,180.048
2002-07-24,173.645
2002-07-25,182.095
2002-07-26,181.623
2002-07-29,184.832
2002-07-30,189.18
2002-07-31,189.033
2002-08-01,189.777
2002-08-02,186.746
2002-08-05,189.69
2002-08-06,185.724
2002-08-07,187.23
2002-08-08,186.745
2002-08-09,186.685
2002-08-12,184.88
2002-08-13,190.84
2002-08-14,191.91
2002-08-15,195.001
2002-08-16,199.468
2002-08-19,196.332
2002-08-20,196.003
2002-08-21,197.403
2002-08-22,196.548
2002-08-23,196.002
2002-08-26,195.538
2002-08-27,198.122
2002-08-28,196.625
2002-08-29,191.19
2002-08-30,188.941
2002-09-02,192.041
2002-09-03,185.004
2002-09-04,184.988
2002-09-05,185.01
2002-09-06,183.131
2002-09-09,185.009
2002-09-10,184.721
2002-09-11,184.133
2002-09-12,182.088
2002-09-13,180.506
2002-09-16,177.988
2002-09-17,181.304
2002-09-18,178.955
2002-09-19,180.132
2002-09-20,180.477
2002-09-23,178.614
2002-09-24,175.84
2002-09-25,171.66
2002-09-26,170.847
2002-09-27,177.536
2002-09-30,175.042
2002-10-01,176.811
2002-10-02,179.936
2002-10-03,176.474
2002-10-04,172.411
2002-10-07,168.842
2002-10-08,168.676
2002-10-09,164.468
2002-10-10,165.022
2002-10-11,169.369
2002-10-14,169.408
2002-10-15,174.583
2002-10-16,174.528
2002-10-17,174.309
2002-10-18,175.698
2002-10-21,178.132
2002-10-22,181.916
2002-10-23,186.284
2002-10-24,185.333
2002-10-25,180.14
2002-10-28,184.271
2002-10-29,181.409
2002-10-30,184.979
2002-10-31,188.315
2002-11-01,193.539
2002-11-04,208.847
2002-11-05,206.431
2002-11-06,204.116
2002-11-07,204.101
2002-11-08,203.349
2002-11-11,205.352
2002-11-12,206.212
2002-11-13,205.323
2002-11-14,205.231
2002-11-15,206.271
2002-11-18,209.868
2002-11-19,211.543
2002-11-20,209.8
2002-11-21,214.406
2002-11-22,217.487
2002-11-25,218.001
2002-11-26,213.616
2002-11-27,209.436
2002-11-28,213.038
2002-11-29,211.299
2002-12-02,208.019
2002-12-03,207.829
2002-12-04,211.573
2002-12-05,209.055
2002-12-06,210.556
2002-12-09,212.227
2002-12-10,210.394
2002-12-11,211.247
2002-12-12,210.663
2002-12-13,205.917
2002-12-16,208.826
2002-12-17,208.57
2002-12-18,205.471
2002-12-19,207.522
2002-12-20,207.344
2002-12-23,206.869
2002-12-24,207.531
2002-12-25,207.531
2002-12-26,208.054
2002-12-27,208.134
2002-12-30,206.011
2002-12-31,206.014
2003-01-01,206.014
2003-01-02,212.122
2003-01-03,217.648
2003-01-06,219.022
2003-01-07,220.222
2003-01-08,217.924
2003-01-09,219.245
2003-01-10,222.53
2003-01-13,225.244
2003-01-14,228.752
2003-01-15,227.947
2003-01-16,224.798
2003-01-17,222.353
2003-01-20,221.985
2003-01-21,226.994
2003-01-22,226.896
2003-01-23,228.068
2003-01-24,225.869
2003-01-27,221.499
2003-01-28,221.375
2003-01-29,224.563
2003-01-30,236.759
2003-01-31,234.407
2003-02-03,237.352
2003-02-04,229.641
2003-02-05,227.079
2003-02-06,222.897
2003-02-07,221.143
2003-02-10,223.309
2003-02-11,224.6
2003-02-12,218.783
2003-02-13,218.035
2003-02-14,217.364
2003-02-17,219.694
2003-02-18,221.409
2003-02-19,221.9
2003-02-20,224.032
2003-02-21,222.654
2003-02-24,221.376
2003-02-25,214.496
2003-02-26,214.889
2003-02-27,203.398
2003-02-28,209.91
2003-03-03,212.608
2003-03-04,212.593
2003-03-05,210.39
2003-03-06,211.599
2003-03-07,209.567
2003-03-10,212.084
2003-03-11,210.313
2003-03-12,205.172
2003-03-13,208.65
2003-03-14,205.037
2003-03-17,205.824
2003-03-18,205.944
2003-03-19,205.875
2003-03-20,210.071
2003-03-21,214.928
2003-03-24,216.764
2003-03-25,216.583
2003-03-26,215.302
2003-03-27,214.804
2003-03-28,214.321
2003-03-31,215.116
2003-04-01,215.249
2003-04-02,214.169
2003-04-03,213.609
2003-04-04,215.191
2003-04-07,216.911
2003-04-08,217.699
2003-04-09,219.635
2003-04-10,219.688
2003-04-11,218.672
2003-04-14,219.375
2003-04-15,220.141
2003-04-16,224.503
2003-04-17,225.941
2003-04-18,225.97
2003-04-21,224.996
2003-04-22,227.505
2003-04-23,230.613
2003-04-24,231.562
2003-04-25,228.57
2003-04-28,231.009
2003-04-29,228.82
2003-04-30,231.768
2003-05-01,233.712
2003-05-02,237.769
2003-05-05,238.998
2003-05-06,245.1
2003-05-07,246.431
2003-05-08,249.03
2003-05-09,248.042
2003-05-12,250.54
2003-05-13,249.636
2003-05-14,247.733
2003-05-15,248.712
2003-05-16,250.438
2003-05-19,251.248
2003-05-20,253.195
2003-05-21,253.286
2003-05-22,257.028
2003-05-23,267.308
2003-05-26,272.401
2003-05-27,273.967
2003-05-28,276.761
2003-05-29,276.731
2003-05-30,273.481
2003-06-02,272.458
2003-06-03,277.676
2003-06-04,277.676
2003-06-05,288.66
2003-06-06,285.416
2003-06-09,282.688
2003-06-10,280.522
2003-06-11,283.029
2003-06-12,284.982
2003-06-13,286.499
2003-06-16,287.679
2003-06-17,288.882
2003-06-18,284.552
2003-06-19,283.885
2003-06-20,283.623
2003-06-23,279.595
2003-06-24,279.462
2003-06-25,279.469
2003-06-26,266.714
2003-06-27,266.86
2003-06-30,270.773
2003-07-01,275.051
2003-07-02,274.657
2003-07-03,274.767
2003-07-04,275.623
2003-07-07,274.319
2003-07-08,270.041
2003-07-09,271.273
2003-07-10,272.436
2003-07-11,272.679
2003-07-14,275.346
2003-07-15,276.841
2003-07-16,276.154
2003-07-17,275.753
2003-07-18,275.124
2003-07-21,276.201
2003-07-22,276.388
2003-07-23,277.362
2003-07-24,273.623
2003-07-25,273.428
2003-07-28,273.296
2003-07-29,272.217
2003-07-30,272.982
2003-07-31,270.523
2003-08-01,272.041
2003-08-04,275.163
2003-08-05,275.159
2003-08-06,275.29
2003-08-07,278.436
2003-08-08,274.462
2003-08-11,276.208
2003-08-12,276.748
2003-08-13,279.238
2003-08-14,277.262
2003-08-15,277.636
2003-08-18,276.717
2003-08-19,276.481
2003-08-20,276.957
2003-08-21,274.083
2003-08-22,272.06
2003-08-25,275.513
2003-08-26,271.082
2003-08-27,273.596
2003-08-28,273.181
2003-08-29,279.622
2003-09-01,282.077
2003-09-02,279.491
2003-09-03,281.337
2003-09-04,286.454
2003-09-05,292.329
2003-09-08,294.233
2003-09-09,296.524
2003-09-10,295.284
2003-09-11,291.958
2003-09-12,295.767
2003-09-15,297.74
2003-09-16,297.651
2003-09-17,300.74
2003-09-18,301.426
2003-09-19,299.985
2003-09-22,301.686
2003-09-23,300.76
2003-09-24,301.423
2003-09-25,299.326
2003-09-26,299.547
2003-09-29,299.678
2003-09-30,299.735
2003-10-01,302.033
2003-10-02,304.175
2003-10-03,304.387
2003-10-06,309.132
2003-10-07,312.495
2003-10-08,316.375
2003-10-09,319.218
2003-10-10,319.895
2003-10-13,319.48
2003-10-14,319.47
2003-10-15,320.505
2003-10-16,321.602
2003-10-17,320.596
2003-10-20,319.766
2003-10-21,323.834
2003-10-22,328.146
2003-10-23,322.628
2003-10-24,325.322
2003-10-27,325.286
2003-10-28,324.497
2003-10-29,327.339
2003-10-30,327.419
2003-10-31,327.316
2003-11-03,322.837
2003-11-04,321.564
2003-11-05,320.97
2003-11-06,319.327
2003-11-07,322.899
2003-11-10,323.701
2003-11-11,323.671
2003-11-12,325.897
2003-11-13,329.212
2003-11-14,332.402
2003-11-17,328.624
2003-11-18,330.271
2003-11-19,328.635
2003-11-20,327.745
2003-11-21,328.753
2003-11-24,325.469
2003-11-25,329.894
2003-11-26,337.758
2003-11-27,343.997
2003-11-28,344.494
2003-12-01,343.126
2003-12-02,347.727
2003-12-03,352.23
2003-12-04,354.364
2003-12-05,354.486
2003-12-08,358.506
2003-12-09,360.628
2003-12-10,356.678
2003-12-11,355.621
2003-12-12,363.26
2003-12-15,366.244
2003-12-16,366.245
2003-12-17,369.712
2003-12-18,376.358
2003-12-19,375.857
2003-12-22,376.299
2003-12-23,373.707
2003-12-24,374.76
2003-12-25,374.76
2003-12-26,374.609
2003-12-29,379.533
2003-12-30,384.437
2003-12-31,385.366
2004-01-01,385.366
2004-01-02,390.639
2004-01-05,391.926
2004-01-06,393.161
2004-01-07,396.877
2004-01-08,402.544
2004-01-09,406.926
2004-01-12,406.807
2004-01-13,404.611
2004-01-14,406.406
2004-01-15,406.341
2004-01-16,403.113
2004-01-19,408.83
2004-01-20,414.189
2004-01-21,416.004
2004-01-22,422.56
2004-01-23,420.599
2004-01-26,415.84
2004-01-27,414.062
2004-01-28,400.535
2004-01-29,396.27
2004-01-30,394.384
2004-02-02,393.328
2004-02-03,394.287
2004-02-04,391.511
2004-02-05,395.254
2004-02-06,404.002
2004-02-09,408.825
2004-02-10,403.017
2004-02-11,400.638
2004-02-12,402.605
2004-02-13,403.219
2004-02-16,401.311
2004-02-17,402.907
2004-02-18,414.92
2004-02-19,422.897
2004-02-20,414.043
2004-02-23,419.44
2004-02-24,421.067
2004-02-25,424.223
2004-02-26,421.421
2004-02-27,429.908
2004-03-01,437.625
2004-03-02,442.209
2004-03-03,439.584
2004-03-04,442.16
2004-03-05,451.596
2004-03-08,453.016
2004-03-09,452.122
2004-03-10,438.317
2004-03-11,428.351
2004-03-12,427.856
2004-03-15,427.498
2004-03-16,430.894
2004-03-17,431.179
2004-03-18,440.928
2004-03-19,447.708
2004-03-22,437.412
2004-03-23,441.421
2004-03-24,435.248
2004-03-25,443.101
2004-03-26,444.662
2004-03-29,444.727
2004-03-30,446.119
2004-03-31,453.324
2004-04-01,459.574
2004-04-02,464.181
2004-04-05,461.624
2004-04-06,462.665
2004-04-07,460.437
2004-04-08,459.601
2004-04-09,459.601
2004-04-12,457.662
2004-04-13,455.165
2004-04-14,453.801
2004-04-15,453.498
2004-04-16,456.467
2004-04-19,464.815
2004-04-20,466.489
2004-04-21,464.038
2004-04-22,468.548
2004-04-23,472.185
2004-04-26,475.884
2004-04-27,480.846
2004-04-28,472.252
2004-04-29,479.153
2004-04-30,472.742
2004-05-03,471.441
2004-05-04,470.338
2004-05-05,467.383
2004-05-06,463.168
2004-05-07,458.396
2004-05-10,433.85
2004-05-11,444.105
2004-05-12,439.24
2004-05-13,443.427
2004-05-14,441.568
2004-05-17,448.215
2004-05-18,451.696
2004-05-19,465.479
2004-05-20,454.487
2004-05-21,459.08
2004-05-24,456.939
2004-05-25,460.336
2004-05-26,468.09
2004-05-27,474.621
2004-05-28,476.189
2004-05-31,473.708
2004-06-01,472.359
2004-06-02,474.223
2004-06-03,476.465
2004-06-04,477.182
2004-06-07,480.366
2004-06-08,483.889
2004-06-09,476.658
2004-06-10,471.631
2004-06-11,473.154
2004-06-14,466.828
2004-06-15,469.082
2004-06-16,468.23
2004-06-17,471.618
2004-06-18,479.832
2004-06-21,473.826
2004-06-22,473.431
2004-06-23,471.954
2004-06-24,482.594
2004-06-25,482.991
2004-06-28,497.009
2004-06-29,491.339
2004-06-30,493.949
2004-07-01,494.0
2004-07-02,498.842
2004-07-05,495.79
2004-07-06,494.26
2004-07-07,499.335
2004-07-08,503.592
2004-07-09,502.654
2004-07-12,500.555
2004-07-13,496.302
2004-07-14,503.163
2004-07-15,501.849
2004-07-16,503.068
2004-07-19,503.04
2004-07-20,497.523
2004-07-21,494.262
2004-07-22,478.749
2004-07-23,475.296
2004-07-26,477.264
2004-07-27,460.013
2004-07-28,468.184
2004-07-29,463.297
2004-07-30,466.415
2004-08-02,466.561
2004-08-03,467.163
2004-08-04,462.163
2004-08-05,461.003
2004-08-06,458.503
2004-08-09,456.886
2004-08-10,451.675
2004-08-11,463.445
2004-08-12,475.851
2004-08-13,475.235
2004-08-16,479.751
2004-08-17,486.569
2004-08-18,482.806
2004-08-19,486.517
2004-08-20,488.164
2004-08-23,486.185
2004-08-24,483.287
2004-08-25,481.816
2004-08-26,485.312
2004-08-27,484.67
2004-08-30,484.433
2004-08-31,488.129
2004-09-01,499.301
2004-09-02,497.816
2004-09-03,497.608
2004-09-06,499.199
2004-09-07,501.364
2004-09-08,504.563
2004-09-09,503.819
2004-09-10,508.931
2004-09-13,508.786
2004-09-14,515.958
2004-09-15,513.019
2004-09-16,514.513
2004-09-17,517.358
2004-09-20,516.722
2004-09-21,524.947
2004-09-22,517.624
2004-09-23,517.891
2004-09-24,518.714
2004-09-27,519.244
2004-09-28,520.954
2004-09-29,522.448
2004-09-30,522.666
2004-10-01,528.334
2004-10-04,526.29
2004-10-05,523.484
2004-10-06,522.043
2004-10-07,521.53
2004-10-08,520.249
2004-10-11,521.933
2004-10-12,515.791
2004-10-13,513.791
2004-10-14,514.478
2004-10-15,520.096
2004-10-18,526.368
2004-10-19,533.288
2004-10-20,534.4
2004-10-21,537.068
2004-10-22,546.859
2004-10-25,549.296
2004-10-26,551.297
2004-10-27,553.006
2004-10-28,553.837
2004-10-29,548.397
2004-11-01,553.239
2004-11-02,557.439
2004-11-03,567.44
2004-11-04,567.772
2004-11-05,579.836
2004-11-08,591.694
2004-11-09,591.289
2004-11-10,593.383
2004-11-11,591.282
2004-11-12,597.509
2004-11-15,609.411
2004-11-16,604.905
2004-11-17,607.697
2004-11-18,603.09
2004-11-19,596.337
2004-11-22,595.759
2004-11-23,593.211
2004-11-24,601.391
2004-11-25,605.146
2004-11-26,608.567
2004-11-29,612.309
2004-11-30,601.598
2004-12-01,607.494
2004-12-02,610.531
2004-12-03,616.286
2004-12-06,616.811
2004-12-07,615.548
2004-12-08,610.615
2004-12-09,618.509
2004-12-10,620.764
2004-12-13,619.781
2004-12-14,619.139
2004-12-15,628.565
2004-12-16,623.446
2004-12-17,623.169
2004-12-20,627.933
2004-12-21,623.761
2004-12-22,624.916
2004-12-23,628.445
2004-12-24,630.073
2004-12-27,634.006
2004-12-28,633.099
2004-12-29,636.947
2004-12-30,638.238
2004-12-31,636.837
2005-01-03,630.675
2005-01-04,638.21
2005-01-05,638.008
2005-01-06,636.838
2005-01-07,640.161
2005-01-10,648.215
2005-01-11,651.039
2005-01-12,662.158
2005-01-13,663.352
2005-01-14,652.634
2005-01-17,662.694
2005-01-18,659.751
2005-01-19,664.893
2005-01-20,658.828
2005-01-21,652.102
2005-01-24,645.395
2005-01-25,642.783
2005-01-26,645.187
2005-01-27,649.346
2005-01-28,645.178
2005-01-31,639.825
2005-02-01,648.126
2005-02-02,648.831
2005-02-03,649.309
2005-02-04,653.33
2005-02-07,652.276
2005-02-08,646.764
2005-02-09,650.69
2005-02-10,654.313
2005-02-11,662.182
2005-02-14,672.339
2005-02-15,672.805
2005-02-16,674.285
2005-02-17,682.421
2005-02-18,679.028
2005-02-21,677.206
2005-02-22,682.581
2005-02-23,671.608
2005-02-24,668.663
2005-02-25,669.793
2005-02-28,576.735
2005-03-01,573.805
2005-03-02,568.449
2005-03-03,566.297
2005-03-04,564.745
2005-03-07,564.441
2005-03-08,572.623
2005-03-09,569.617
2005-03-10,570.173
2005-03-11,572.248
2005-03-14,567.861
2005-03-15,571.275
2005-03-16,571.591
2005-03-17,573.045
2005-03-18,566.437
2005-03-21,564.719
2005-03-22,566.173
2005-03-23,559.113
2005-03-24,555.602
2005-03-25,555.602
2005-03-28,551.703
2005-03-29,548.043
2005-03-30,541.675
2005-03-31,525.354
2005-04-01,527.072
2005-04-04,526.899
2005-04-05,529.873
2005-04-06,533.378
2005-04-07,536.217
2005-04-08,535.521
2005-04-11,538.741
2005-04-12,534.642
2005-04-13,540.128
2005-04-14,534.199
2005-04-15,533.585
2005-04-18,528.077
2005-04-19,534.919
2005-04-20,537.908
2005-04-21,538.4
2005-04-22,536.129
2005-04-25,527.151
2005-04-26,522.088
2005-04-27,514.602
2005-04-28,513.841
2005-04-29,515.663
2005-05-02,512.827
2005-05-03,519.807
2005-05-04,536.73
2005-05-05,545.17
2005-05-06,538.836
2005-05-09,533.776
2005-05-10,537.502
2005-05-11,530.448
2005-05-12,530.345
2005-05-13,529.81
2005-05-16,527.583
2005-05-17,528.103
2005-05-18,532.364
2005-05-19,536.252
2005-05-20,535.429
2005-05-23,539.635
2005-05-24,538.782
2005-05-25,540.244
2005-05-26,540.619
2005-05-27,538.616
2005-05-30,539.156
2005-05-31,528.9
2005-06-01,529.807
2005-06-02,525.242
2005-06-03,528.119
2005-06-06,528.506
2005-06-07,529.664
2005-06-08,528.444
2005-06-09,524.733
2005-06-10,527.405
2005-06-13,522.58
2005-06-14,520.975
2005-06-15,525.367
2005-06-16,523.911
2005-06-17,530.812
2005-06-20,525.976
2005-06-21,527.276
2005-06-22,527.26
2005-06-23,527.064
2005-06-24,529.482
2005-06-27,532.074
2005-06-28,529.384
2005-06-29,530.471
2005-06-30,536.579
2005-07-01,530.158
2005-07-04,527.962
2005-07-05,527.404
2005-07-06,532.717
2005-07-07,531.925
2005-07-08,531.657
2005-07-11,539.41
2005-07-12,548.982
2005-07-13,543.436
2005-07-14,541.553
2005-07-15,538.948
2005-07-18,543.504
2005-07-19,551.925
2005-07-20,554.274
2005-07-21,564.997
2005-07-22,566.698
2005-07-25,563.93
2005-07-26,559.25
2005-07-27,562.061
2005-07-28,562.758
2005-07-29,567.04
2005-08-01,574.883
2005-08-02,571.587
2005-08-03,575.796
2005-08-04,575.205
2005-08-05,576.302
2005-08-08,578.724
2005-08-09,586.56
2005-08-10,588.553
2005-08-11,588.758
2005-08-12,583.729
2005-08-15,577.53
2005-08-16,574.003
2005-08-17,570.832
2005-08-18,565.08
2005-08-19,562.4
2005-08-22,567.458
2005-08-23,566.984
2005-08-24,569.33
2005-08-25,570.418
2005-08-26,574.804
2005-08-29,571.32
2005-08-30,566.806
2005-08-31,569.843
2005-09-01,576.423
2005-09-02,586.926
2005-09-05,582.075
2005-09-06,587.119
2005-09-07,583.41
2005-09-08,581.676
2005-09-09,583.505
2005-09-12,569.688
2005-09-13,564.198
2005-09-14,566.536
2005-09-15,558.537
2005-09-16,554.85
2005-09-19,552.983
2005-09-20,556.521
2005-09-21,556.21
2005-09-22,548.073
2005-09-23,550.45
2005-09-26,553.28
2005-09-27,553.89
2005-09-28,560.045
2005-09-29,562.112
2005-09-30,566.199
2005-10-03,557.323
2005-10-04,561.824
2005-10-05,566.054
2005-10-06,571.278
2005-10-07,569.295
2005-10-10,562.45
2005-10-11,560.256
2005-10-12,560.605
2005-10-13,549.8
2005-10-14,554.121
2005-10-17,551.508
2005-10-18,548.382
2005-10-19,539.845
2005-10-20,545.753
2005-10-21,532.734
2005-10-24,535.538
2005-10-25,542.99
2005-10-26,542.088
2005-10-27,536.613
2005-10-28,537.045
2005-10-31,539.472
2005-11-01,546.542
2005-11-02,553.092
2005-11-03,557.461
2005-11-04,546.247
2005-11-07,544.45
2005-11-08,547.056
