Date,KOKUSAI INDEX (WORLD ex JP) SMALL GROWTH Small Cap
2002-11-06,340.109
2002-11-07,334.756
2002-11-08,331.029
2002-11-11,323.989
2002-11-12,327.925
2002-11-13,328.216
2002-11-14,334.75
2002-11-15,337.004
2002-11-18,336.896
2002-11-19,333.893
2002-11-20,338.179
2002-11-21,346.462
2002-11-22,347.615
2002-11-25,348.891
2002-11-26,342.839
2002-11-27,350.558
2002-11-28,352.539
2002-11-29,352.071
2002-12-02,353.24
2002-12-03,346.84
2002-12-04,344.456
2002-12-05,342.652
2002-12-06,343.582
2002-12-09,335.835
2002-12-10,339.529
2002-12-11,340.369
2002-12-12,340.723
2002-12-13,336.411
2002-12-16,341.047
2002-12-17,339.306
2002-12-18,334.142
2002-12-19,332.599
2002-12-20,335.725
2002-12-23,336.943
2002-12-24,336.35
2002-12-25,336.338
2002-12-26,337.107
2002-12-27,333.635
2002-12-30,333.32
2002-12-31,335.293
2003-01-01,335.283
2003-01-02,342.085
2003-01-03,342.518
2003-01-06,347.287
2003-01-07,345.565
2003-01-08,340.818
2003-01-09,346.241
2003-01-10,347.984
2003-01-13,348.347
2003-01-14,349.47
2003-01-15,347.312
2003-01-16,346.995
2003-01-17,342.862
2003-01-20,342.367
2003-01-21,338.662
2003-01-22,336.715
2003-01-23,339.539
2003-01-24,334.555
2003-01-27,328.071
2003-01-28,330.116
2003-01-29,330.95
2003-01-30,327.647
2003-01-31,329.519
2003-02-03,329.33
2003-02-04,327.749
2003-02-05,326.899
2003-02-06,324.348
2003-02-07,321.197
2003-02-10,321.985
2003-02-11,321.486
2003-02-12,317.534
2003-02-13,316.382
2003-02-14,318.838
2003-02-17,319.306
2003-02-18,323.85
2003-02-19,321.913
2003-02-20,322.098
2003-02-21,324.573
2003-02-24,320.481
2003-02-25,319.834
2003-02-26,317.849
2003-02-27,319.427
2003-02-28,321.537
2003-03-03,321.136
2003-03-04,317.82
2003-03-05,317.574
2003-03-06,316.005
2003-03-07,315.908
2003-03-10,310.711
2003-03-11,308.423
2003-03-12,306.35
2003-03-13,314.027
2003-03-14,314.882
2003-03-17,321.896
2003-03-18,324.881
2003-03-19,325.23
2003-03-20,326.95
2003-03-21,331.717
2003-03-24,324.188
2003-03-25,327.73
2003-03-26,326.977
2003-03-27,327.067
2003-03-28,327.259
2003-03-31,324.533
2003-04-01,325.846
2003-04-02,332.212
2003-04-03,331.647
2003-04-04,330.144
2003-04-07,332.979
2003-04-08,330.842
2003-04-09,329.19
2003-04-10,330.844
2003-04-11,331.088
2003-04-14,335.233
2003-04-15,337.41
2003-04-16,336.621
2003-04-17,340.959
2003-04-18,340.941
2003-04-21,341.232
2003-04-22,346.764
2003-04-23,351.106
2003-04-24,349.506
2003-04-25,346.37
2003-04-28,351.231
2003-04-29,353.342
2003-04-30,356.497
2003-05-01,357.633
2003-05-02,362.853
2003-05-05,365.487
2003-05-06,368.778
2003-05-07,367.362
2003-05-08,364.913
2003-05-09,368.432
2003-05-12,372.925
2003-05-13,373.292
2003-05-14,374.031
2003-05-15,376.382
2003-05-16,376.384
2003-05-19,369.99
2003-05-20,369.094
2003-05-21,370.318
2003-05-22,374.187
2003-05-23,376.678
2003-05-26,377.23
2003-05-27,383.229
2003-05-28,384.932
2003-05-29,386.904
2003-05-30,392.02
2003-06-02,394.486
2003-06-03,393.496
2003-06-04,399.172
2003-06-05,405.363
2003-06-06,404.75
2003-06-09,398.809
2003-06-10,401.141
2003-06-11,407.178
2003-06-12,408.761
2003-06-13,405.122
2003-06-16,411.093
2003-06-17,412.762
2003-06-18,411.61
2003-06-19,406.169
2003-06-20,404.761
2003-06-23,397.362
2003-06-24,396.256
2003-06-25,398.975
2003-06-26,401.269
2003-06-27,400.769
2003-06-30,400.345
2003-07-01,401.784
2003-07-02,407.974
2003-07-03,407.525
2003-07-04,407.062
2003-07-07,412.983
2003-07-08,417.047
2003-07-09,417.74
2003-07-10,412.62
2003-07-11,414.935
2003-07-14,419.764
2003-07-15,417.17
2003-07-16,414.67
2003-07-17,406.476
2003-07-18,409.566
2003-07-21,407.252
2003-07-22,410.58
2003-07-23,413.6
2003-07-24,413.678
2003-07-25,416.386
2003-07-28,419.312
2003-07-29,418.704
2003-07-30,417.07
2003-07-31,417.885
2003-08-01,415.682
2003-08-04,414.726
2003-08-05,410.931
2003-08-06,407.853
2003-08-07,408.355
2003-08-08,408.911
2003-08-11,411.893
2003-08-12,416.493
2003-08-13,418.407
2003-08-14,419.69
2003-08-15,421.065
2003-08-18,425.966
2003-08-19,429.366
2003-08-20,430.313
2003-08-21,433.192
2003-08-22,428.918
2003-08-25,426.995
2003-08-26,426.711
2003-08-27,429.748
2003-08-28,434.539
2003-08-29,438.077
2003-09-01,439.052
2003-09-02,442.853
2003-09-03,446.599
2003-09-04,448.329
2003-09-05,448.048
2003-09-08,453.193
2003-09-09,451.418
2003-09-10,443.414
2003-09-11,445.178
2003-09-12,447.557
2003-09-15,447.552
2003-09-16,451.795
2003-09-17,453.514
2003-09-18,457.049
2003-09-19,458.762
2003-09-22,454.775
2003-09-23,457.127
2003-09-24,451.199
2003-09-25,444.689
2003-09-26,437.725
2003-09-29,441.733
2003-09-30,439.738
2003-10-01,446.709
2003-10-02,450.354
2003-10-03,456.497
2003-10-06,459.952
2003-10-07,463.085
2003-10-08,462.185
2003-10-09,465.216
2003-10-10,465.893
2003-10-13,470.056
2003-10-14,471.663
2003-10-15,470.225
2003-10-16,472.825
2003-10-17,466.552
2003-10-20,467.335
2003-10-21,471.261
2003-10-22,465.874
2003-10-23,463.516
2003-10-24,462.691
2003-10-27,466.499
2003-10-28,472.771
2003-10-29,477.314
2003-10-30,477.255
2003-10-31,477.173
2003-11-03,481.1
2003-11-04,481.075
2003-11-05,481.141
2003-11-06,482.414
2003-11-07,484.669
2003-11-10,479.608
2003-11-11,476.317
2003-11-12,484.938
2003-11-13,486.887
2003-11-14,482.867
2003-11-17,477.215
2003-11-18,475.761
2003-11-19,476.986
2003-11-20,475.072
2003-11-21,476.192
2003-11-24,483.446
2003-11-25,486.527
2003-11-26,489.49
2003-11-27,490.006
2003-11-28,493.055
2003-12-01,498.996
2003-12-02,499.865
2003-12-03,496.134
2003-12-04,493.96
2003-12-05,491.137
2003-12-08,492.445
2003-12-09,487.545
2003-12-10,483.014
2003-12-11,489.269
2003-12-12,492.461
2003-12-15,487.742
2003-12-16,486.761
2003-12-17,487.37
2003-12-18,492.905
2003-12-19,492.265
2003-12-22,493.652
2003-12-23,496.877
2003-12-24,497.202
2003-12-25,497.207
2003-12-26,498.306
2003-12-29,504.261
2003-12-30,506.718
2003-12-31,505.559
2004-01-01,505.567
2004-01-02,507.938
2004-01-05,515.527
2004-01-06,518.571
2004-01-07,519.52
2004-01-08,523.993
2004-01-09,524.953
2004-01-12,527.542
2004-01-13,526.307
2004-01-14,528.429
2004-01-15,527.963
2004-01-16,531.554
2004-01-19,531.832
2004-01-20,538.084
2004-01-21,538.278
2004-01-22,536.868
2004-01-23,537.357
2004-01-26,538.672
2004-01-27,536.172
2004-01-28,529.009
2004-01-29,522.243
2004-01-30,524.988
2004-02-02,525.798
2004-02-03,526.671
2004-02-04,518.571
2004-02-05,521.873
2004-02-06,532.637
2004-02-09,536.068
2004-02-10,539.164
2004-02-11,542.414
2004-02-12,543.473
2004-02-13,540.369
2004-02-16,540.838
2004-02-17,547.086
2004-02-18,546.854
2004-02-19,540.939
2004-02-20,535.935
2004-02-23,529.936
2004-02-24,530.386
2004-02-25,533.242
2004-02-26,535.469
2004-02-27,538.12
2004-03-01,546.126
2004-03-02,543.648
2004-03-03,540.136
2004-03-04,545.04
2004-03-05,549.797
2004-03-08,545.394
2004-03-09,540.168
2004-03-10,528.633
2004-03-11,521.278
2004-03-12,527.841
2004-03-15,517.972
2004-03-16,519.897
2004-03-17,526.387
2004-03-18,526.538
2004-03-19,524.601
2004-03-22,515.143
2004-03-23,515.515
2004-03-24,512.999
2004-03-25,522.524
2004-03-26,523.248
2004-03-29,530.194
2004-03-30,534.358
2004-03-31,536.65
2004-04-01,542.789
2004-04-02,546.566
2004-04-05,549.204
2004-04-06,546.928
2004-04-07,548.926
2004-04-08,547.492
2004-04-09,547.493
2004-04-12,549.322
2004-04-13,540.014
2004-04-14,535.094
2004-04-15,533.01
2004-04-16,536.075
2004-04-19,539.147
2004-04-20,532.682
2004-04-21,533.519
2004-04-22,539.857
2004-04-23,539.704
2004-04-26,539.732
2004-04-27,539.306
2004-04-28,529.128
2004-04-29,522.107
2004-04-30,517.185
2004-05-03,520.656
2004-05-04,525.057
2004-05-05,527.436
2004-05-06,520.755
2004-05-07,510.577
2004-05-10,497.69
2004-05-11,504.125
2004-05-12,504.476
2004-05-13,504.164
2004-05-14,501.404
2004-05-17,495.346
2004-05-18,499.525
2004-05-19,503.75
2004-05-20,500.746
2004-05-21,505.355
2004-05-24,509.095
2004-05-25,517.904
2004-05-26,521.14
2004-05-27,525.195
2004-05-28,525.849
2004-05-31,526.18
2004-06-01,527.873
2004-06-02,529.228
2004-06-03,522.489
2004-06-04,526.822
2004-06-07,535.259
2004-06-08,534.762
2004-06-09,527.358
2004-06-10,527.354
2004-06-11,526.044
2004-06-14,520.464
2004-06-15,525.481
2004-06-16,527.15
2004-06-17,526.906
2004-06-18,528.707
2004-06-21,527.238
2004-06-22,528.972
2004-06-23,534.024
2004-06-24,535.426
2004-06-25,538.416
2004-06-28,537.093
2004-06-29,537.682
2004-06-30,541.341
2004-07-01,536.269
2004-07-02,535.95
2004-07-05,535.275
2004-07-06,528.766
2004-07-07,530.28
2004-07-08,524.518
2004-07-09,525.534
2004-07-12,524.331
2004-07-13,523.523
2004-07-14,522.02
2004-07-15,522.407
2004-07-16,521.133
2004-07-19,519.074
2004-07-20,522.304
2004-07-21,512.656
2004-07-22,511.13
2004-07-23,504.204
2004-07-26,499.042
2004-07-27,504.327
2004-07-28,502.436
2004-07-29,509.242
2004-07-30,510.69
2004-08-02,510.459
2004-08-03,506.045
2004-08-04,502.183
2004-08-05,495.11
2004-08-06,488.167
2004-08-09,485.82
2004-08-10,492.728
2004-08-11,488.276
2004-08-12,482.51
2004-08-13,483.981
2004-08-16,490.495
2004-08-17,492.577
2004-08-18,498.604
2004-08-19,499.516
2004-08-20,504.436
2004-08-23,502.488
2004-08-24,500.669
2004-08-25,504.273
2004-08-26,503.592
2004-08-27,506.044
2004-08-30,501.444
2004-08-31,504.053
2004-09-01,508.219
2004-09-02,512.234
2004-09-03,508.991
2004-09-06,510.039
2004-09-07,512.906
2004-09-08,511.563
2004-09-09,514.926
2004-09-10,520.145
2004-09-13,523.91
2004-09-14,524.445
2004-09-15,520.051
2004-09-16,523.561
2004-09-17,524.129
2004-09-20,522.77
2004-09-21,528.172
2004-09-22,522.779
2004-09-23,523.013
2004-09-24,523.606
2004-09-27,519.295
2004-09-28,523.719
2004-09-29,526.783
2004-09-30,530.238
2004-10-01,536.716
2004-10-04,539.269
2004-10-05,538.821
2004-10-06,541.9
2004-10-07,538.161
2004-10-08,535.32
2004-10-11,535.198
2004-10-12,531.561
2004-10-13,527.651
2004-10-14,526.702
2004-10-15,529.264
2004-10-18,531.089
2004-10-19,529.78
2004-10-20,532.109
2004-10-21,537.391
2004-10-22,534.077
2004-10-25,535.739
2004-10-26,538.959
2004-10-27,546.362
2004-10-28,545.801
2004-10-29,545.885
2004-11-01,548.118
2004-11-02,548.513
2004-11-03,556.379
2004-11-04,561.487
2004-11-05,565.72
2004-11-08,564.63
2004-11-09,566.308
2004-11-10,567.997
2004-11-11,572.522
2004-11-12,577.74
2004-11-15,578.062
2004-11-16,575.321
2004-11-17,580.352
2004-11-18,579.189
2004-11-19,575.422
2004-11-22,577.875
2004-11-23,581.148
2004-11-24,585.675
2004-11-25,587.535
2004-11-26,588.603
2004-11-29,589.429
2004-11-30,588.029
2004-12-01,594.444
2004-12-02,593.477
2004-12-03,595.545
2004-12-06,594.952
2004-12-07,588.284
2004-12-08,587.1
2004-12-09,586.596
2004-12-10,588.101
2004-12-13,593.191
2004-12-14,597.0
2004-12-15,602.683
2004-12-16,599.303
2004-12-17,598.944
2004-12-20,599.301
2004-12-21,602.876
2004-12-22,605.156
2004-12-23,607.52
2004-12-24,608.474
2004-12-27,607.163
2004-12-28,612.748
2004-12-29,612.681
2004-12-30,614.399
2004-12-31,614.217
2005-01-03,606.643
2005-01-04,596.742
2005-01-05,590.712
2005-01-06,591.516
2005-01-07,588.676
2005-01-10,593.337
2005-01-11,590.929
2005-01-12,594.041
2005-01-13,593.533
2005-01-14,596.087
2005-01-17,597.073
2005-01-18,600.945
2005-01-19,598.725
2005-01-20,594.804
2005-01-21,594.443
2005-01-24,590.751
2005-01-25,591.655
2005-01-26,599.454
2005-01-27,601.092
2005-01-28,598.707
2005-01-31,606.07
2005-02-01,609.843
2005-02-02,613.385
2005-02-03,612.103
2005-02-04,618.319
2005-02-07,616.992
2005-02-08,617.272
2005-02-09,611.162
2005-02-10,613.223
2005-02-11,618.729
2005-02-14,620.886
2005-02-15,621.724
2005-02-16,622.425
2005-02-17,620.962
2005-02-18,620.839
2005-02-21,620.625
2005-02-22,615.372
2005-02-23,615.881
2005-02-24,620.797
2005-02-25,627.725
2005-02-28,627.77
2005-03-01,628.727
2005-03-02,628.26
2005-03-03,628.702
2005-03-04,635.612
2005-03-07,635.576
2005-03-08,634.157
2005-03-09,629.737
2005-03-10,626.608
2005-03-11,628.463
2005-03-14,628.447
2005-03-15,626.69
2005-03-16,624.439
2005-03-17,624.562
2005-03-18,622.546
2005-03-21,619.707
2005-03-22,617.987
2005-03-23,608.863
2005-03-24,610.152
2005-03-25,610.145
2005-03-28,608.201
2005-03-29,602.214
2005-03-30,607.317
2005-03-31,610.633
2005-04-01,610.917
2005-04-04,608.78
2005-04-05,610.692
2005-04-06,612.626
2005-04-07,616.193
2005-04-08,612.107
2005-04-11,612.009
2005-04-12,612.31
2005-04-13,607.69
2005-04-14,598.682
2005-04-15,589.519
2005-04-18,588.299
2005-04-19,596.952
2005-04-20,592.314
2005-04-21,599.821
2005-04-22,596.436
2005-04-25,599.561
2005-04-26,593.683
2005-04-27,589.37
2005-04-28,580.402
2005-04-29,582.234
2005-05-02,585.066
2005-05-03,585.177
2005-05-04,591.123
2005-05-05,593.167
2005-05-06,593.696
2005-05-09,596.669
2005-05-10,592.711
2005-05-11,592.798
2005-05-12,587.444
2005-05-13,583.666
2005-05-16,587.072
2005-05-17,589.609
2005-05-18,597.871
2005-05-19,601.596
2005-05-20,599.984
2005-05-23,604.448
2005-05-24,605.613
2005-05-25,602.644
2005-05-26,608.324
2005-05-27,610.584
2005-05-30,610.654
2005-05-31,609.67
2005-06-01,612.873
2005-06-02,614.908
2005-06-03,613.472
2005-06-06,615.406
2005-06-07,616.979
2005-06-08,616.25
2005-06-09,617.8
2005-06-10,618.386
2005-06-13,620.084
2005-06-14,622.214
2005-06-15,624.936
2005-06-16,630.487
2005-06-17,632.976
2005-06-20,630.935
2005-06-21,630.153
2005-06-22,631.198
2005-06-23,626.282
2005-06-24,622.2
2005-06-27,621.193
2005-06-28,627.469
2005-06-29,628.836
2005-06-30,628.4
2005-07-01,628.853
2005-07-04,628.461
2005-07-05,633.219
2005-07-06,632.748
2005-07-07,631.875
2005-07-08,640.581
2005-07-11,649.223
2005-07-12,651.805
2005-07-13,648.773
2005-07-14,647.557
2005-07-15,646.468
2005-07-18,644.239
2005-07-19,648.426
2005-07-20,652.726
2005-07-21,650.818
2005-07-22,655.736
2005-07-25,652.515
2005-07-26,653.601
2005-07-27,656.023
2005-07-28,663.507
2005-07-29,663.97
2005-08-01,667.608
2005-08-02,671.726
2005-08-03,671.84
2005-08-04,667.599
2005-08-05,662.225
2005-08-08,661.704
2005-08-09,662.714
2005-08-10,665.217
2005-08-11,669.626
2005-08-12,667.393
2005-08-15,667.648
2005-08-16,660.935
2005-08-17,658.914
2005-08-18,654.103
2005-08-19,655.745
2005-08-22,659.859
2005-08-23,658.607
2005-08-24,658.228
2005-08-25,659.29
2005-08-26,656.301
2005-08-29,658.156
2005-08-30,656.773
2005-08-31,667.001
2005-09-01,673.713
2005-09-02,671.629
2005-09-05,671.557
2005-09-06,677.69
2005-09-07,681.263
2005-09-08,678.586
2005-09-09,683.289
2005-09-12,682.14
2005-09-13,677.129
2005-09-14,675.683
2005-09-15,673.947
2005-09-16,678.213
2005-09-19,676.502
2005-09-20,673.311
2005-09-21,668.001
2005-09-22,665.48
2005-09-23,666.518
2005-09-26,670.499
2005-09-27,669.621
2005-09-28,670.489
2005-09-29,676.538
2005-09-30,680.602
2005-10-03,682.278
2005-10-04,677.806
2005-10-05,664.653
2005-10-06,657.757
2005-10-07,660.241
2005-10-10,656.136
2005-10-11,652.098
2005-10-12,645.633
2005-10-13,638.962
2005-10-14,646.075
2005-10-17,647.512
2005-10-18,639.251
2005-10-19,640.764
2005-10-20,635.665
2005-10-21,637.247
2005-10-24,647.003
2005-10-25,649.198
2005-10-26,648.051
2005-10-27,637.714
2005-10-28,641.525
2005-10-31,650.598
2005-11-01,650.662
2005-11-02,661.281
2005-11-03,665.849
2005-11-04,661.895
