Date,KOKUSAI INDEX (WORLD ex JP) SMALL GROWTH Small Cap
2005-09-30,678.558
2005-10-31,648.693
2005-11-30,677.818
2005-12-30,692.478
2006-01-31,751.873
2006-02-28,751.722
2006-03-31,787.611
2006-04-28,813.561
2006-05-31,773.74
2006-06-30,764.931
2006-07-31,743.022
2006-08-31,761.778
2006-09-29,767.939
2006-10-31,807.884
2006-11-30,847.331
2006-12-29,860.63
2007-01-31,883.853
2007-02-28,889.739
2007-03-30,918.298
2007-04-30,960.113
2007-05-31,1000.0
2007-06-29,995.772
2007-07-31,969.885
2007-08-31,958.724
2007-09-28,999.16
2007-10-31,1057.352
2007-11-30,978.681
2007-12-31,972.233
2008-01-31,876.185
2008-02-29,891.512
2008-03-31,874.769
2008-04-30,924.774
2008-05-30,971.995
2008-06-30,914.067
2008-07-31,883.287
2008-08-29,877.531
2008-09-30,731.987
2008-10-31,549.114
2008-11-28,488.415
2008-12-31,514.01
2009-01-30,483.172
2009-02-27,444.644
2009-03-31,484.177
2009-04-30,562.887
2009-05-29,610.09
2009-06-30,615.433
2009-07-31,666.913
2009-08-31,692.285
2009-09-30,743.157
2009-10-30,718.649
2009-11-30,744.674
2009-12-31,787.223
2010-01-29,759.886
2010-02-26,779.439
2010-03-31,844.801
2010-04-30,878.788
2010-05-31,791.688
2010-06-30,752.772
2010-07-30,815.903
2010-08-31,777.748
2010-09-30,882.29
2010-10-29,925.783
2010-11-30,942.474
2010-12-31,1030.228
2011-01-31,1035.349
2011-02-28,1081.907
2011-03-31,1111.701
2011-04-29,1161.876
2011-05-31,1138.731
2011-06-30,1107.997
2011-07-29,1076.271
2011-08-31,983.932
2011-09-30,856.259
2011-10-31,980.787
2011-11-30,958.928
2011-12-30,938.376
2012-01-31,1016.786
2012-02-29,1069.658
2012-03-30,1074.318
2012-04-30,1069.788
2012-05-31,971.498
2012-06-29,1001.97
2012-07-31,1002.216
2012-08-31,1042.749
2012-09-28,1080.236
2012-10-31,1068.212
2012-11-30,1080.86
2012-12-31,1108.408
2013-01-31,1168.407
2013-02-28,1169.161
2013-03-29,1207.341
2013-04-30,1206.007
2013-05-31,1242.291
2013-06-28,1215.608
2013-07-31,1304.063
2013-08-30,1289.595
2013-09-30,1378.896
2013-10-31,1415.922
2013-11-29,1457.275
2013-12-31,1498.281
2014-01-31,1470.378
2014-02-28,1565.482
2014-03-31,1538.508
2014-04-30,1497.539
2014-05-30,1510.681
2014-06-30,1574.758
2014-07-31,1495.523
2014-08-29,1554.156
2014-09-30,1469.838
2014-10-31,1498.416
2014-11-28,1514.845
2014-12-31,1524.142
2015-01-30,1487.533
2015-02-27,1596.306
2015-03-31,1600.131
2015-04-30,1613.848
2015-05-29,1650.794
2015-06-30,1640.464
2015-07-31,1643.24
2015-08-31,1543.73
2015-09-30,1468.331
2015-10-30,1548.492
2015-11-30,1574.507
2015-12-31,1534.06
2016-01-29,1397.906
2016-02-29,1405.627
2016-03-31,1520.253
2016-04-29,1547.773
2016-05-31,1579.521
2016-06-30,1543.477
2016-07-29,1633.6
2016-08-31,1644.797
2016-09-30,1662.246
2016-10-31,1574.099
2016-11-30,1647.613
2016-12-30,1671.581
2017-01-31,1713.106
2017-02-28,1749.846
2017-03-31,1780.188
2017-04-28,1828.114
2017-05-31,1851.292
2017-06-30,1878.958
2017-07-31,1919.613
2017-08-31,1923.679
2017-09-29,2005.582
2017-10-31,2048.003
2017-11-30,2088.318
2017-12-29,2122.014
2018-01-31,2218.916
2018-02-28,2137.023
2018-03-30,2139.23
2018-04-30,2152.396
2018-05-31,2239.837
2018-06-29,2248.645
2018-07-31,2279.838
2018-08-31,2375.27
2018-09-28,2333.745
2018-10-31,2075.562
2018-11-30,2080.841
2018-12-31,1891.676
2019-01-31,2100.739
2019-02-28,2210.376
2019-03-29,2207.247
2019-04-30,2291.444
2019-05-31,2146.382
2019-06-28,2300.764
2019-07-31,2327.203
2019-08-30,2250.473
2019-09-30,2250.343
2019-10-31,2300.584
2019-11-29,2411.437
2019-12-31,2488.35
2020-01-31,2454.673
2020-02-28,2268.49
2020-03-31,1835.693
2020-04-30,2122.591
2020-05-29,2327.952
2020-06-30,2409.387
2020-07-31,2569.686
2020-08-31,2704.206
2020-09-30,2649.457
2020-10-30,2640.433
2020-11-30,3014.479
2020-12-31,3266.385
2021-01-29,3369.078
2021-02-26,3497.731
2021-03-31,3483.456
2021-04-30,3648.309
2021-05-31,3624.954
2021-06-30,3689.614
2021-07-30,3674.924
2021-08-31,3770.531
2021-09-30,3608.387
2021-10-29,3780.926
2021-11-30,3582.673
2021-12-31,3675.77
2022-01-31,3248.647
2022-02-28,3230.744
2022-03-31,3265.026
2022-04-29,2951.705
2022-05-31,2886.733
2022-06-30,2595.114
2022-07-29,2879.92
2022-08-31,2776.558
2022-09-30,2485.35
2022-10-31,2678.46
2022-11-30,2821.76
2022-12-30,2700.671
2023-01-31,2982.324
2023-02-28,2928.898
2023-03-31,2898.862
2023-04-28,2900.258
2023-05-31,2847.5
2023-06-30,3041.487
2023-07-31,3167.787
2023-08-31,3040.542
2023-09-29,2853.217
2023-10-31,2645.714
2023-11-30,2920.392
2023-12-29,3210.991
2024-01-31,3108.785
2024-02-29,3294.825
2024-03-29,3393.058
2024-04-30,3203.707
2024-05-31,3387.426
2024-06-28,3342.293
2024-07-31,3509.683
2024-08-30,3520.455
2024-09-30,3583.951
2024-10-31,3506.91
2024-11-29,3787.654
2024-12-31,3535.929
2025-01-31,3680.915
2025-02-28,3494.9
2025-03-31,3297.871
2025-04-30,3350.432
2025-05-30,3582.825
2025-06-30,3773.806
2025-07-31,3844.996
2025-08-29,3982.228
2025-09-30,4112.037
