Date,AUSTRALIA GROWTH Standard (Large+Mid Cap)
2001-12-20,687.387
2001-12-21,694.58
2001-12-24,703.18
2001-12-25,703.18
2001-12-26,702.696
2001-12-27,709.566
2001-12-28,712.795
2001-12-31,715.572
2002-01-01,715.572
2002-01-02,723.3
2002-01-03,719.973
2002-01-04,729.877
2002-01-07,733.469
2002-01-08,732.95
2002-01-09,730.894
2002-01-10,726.29
2002-01-11,724.725
2002-01-14,721.155
2002-01-15,716.236
2002-01-16,715.553
2002-01-17,707.645
2002-01-18,708.602
2002-01-21,717.927
2002-01-22,725.832
2002-01-23,726.669
2002-01-24,729.571
2002-01-25,726.177
2002-01-28,724.139
2002-01-29,723.407
2002-01-30,709.11
2002-01-31,713.502
2002-02-01,714.616
2002-02-04,722.829
2002-02-05,722.832
2002-02-06,720.226
2002-02-07,716.922
2002-02-08,725.056
2002-02-11,733.304
2002-02-12,731.687
2002-02-13,732.606
2002-02-14,747.039
2002-02-15,742.294
2002-02-18,741.26
2002-02-19,739.378
2002-02-20,733.798
2002-02-21,730.288
2002-02-22,726.521
2002-02-25,726.605
2002-02-26,728.603
2002-02-27,725.625
2002-02-28,725.98
2002-03-01,726.254
2002-03-04,734.702
2002-03-05,735.12
2002-03-06,737.922
2002-03-07,756.192
2002-03-08,748.26
2002-03-11,743.923
2002-03-12,741.335
2002-03-13,736.037
2002-03-14,738.502
2002-03-15,731.95
2002-03-18,739.132
2002-03-19,741.888
2002-03-20,754.431
2002-03-21,748.868
2002-03-22,747.25
2002-03-25,740.277
2002-03-26,726.628
2002-03-27,734.876
2002-03-28,746.214
2002-03-29,746.214
2002-04-01,747.542
2002-04-02,744.867
2002-04-03,742.149
2002-04-04,744.167
2002-04-05,743.729
2002-04-08,736.932
2002-04-09,734.935
2002-04-10,742.687
2002-04-11,744.297
2002-04-12,742.113
2002-04-15,740.916
2002-04-16,744.776
2002-04-17,756.535
2002-04-18,758.174
2002-04-19,758.964
2002-04-22,758.866
2002-04-23,754.977
2002-04-24,745.084
2002-04-25,748.247
2002-04-26,743.141
2002-04-29,728.867
2002-04-30,730.466
2002-05-01,734.807
2002-05-02,723.708
2002-05-03,728.459
2002-05-06,725.481
2002-05-07,719.781
2002-05-08,727.479
2002-05-09,731.28
2002-05-10,731.024
2002-05-13,726.209
2002-05-14,727.079
2002-05-15,741.665
2002-05-16,747.525
2002-05-17,755.988
2002-05-20,746.843
2002-05-21,745.852
2002-05-22,751.535
2002-05-23,746.139
2002-05-24,748.573
2002-05-27,749.033
2002-05-28,756.276
2002-05-29,757.318
2002-05-30,760.706
2002-05-31,759.925
2002-06-03,765.011
2002-06-04,765.059
2002-06-05,759.066
2002-06-06,763.178
2002-06-07,762.132
2002-06-10,757.081
2002-06-11,753.948
2002-06-12,756.546
2002-06-13,757.435
2002-06-14,738.122
2002-06-17,734.008
2002-06-18,747.158
2002-06-19,742.875
2002-06-20,747.507
2002-06-21,746.147
2002-06-24,744.587
2002-06-25,740.903
2002-06-26,726.618
2002-06-27,737.12
2002-06-28,735.875
2002-07-01,736.453
2002-07-02,739.215
2002-07-03,733.802
2002-07-04,730.388
2002-07-05,731.928
2002-07-08,745.987
2002-07-09,754.323
2002-07-10,743.006
2002-07-11,726.678
2002-07-12,729.347
2002-07-15,730.432
2002-07-16,718.067
2002-07-17,696.466
2002-07-18,707.608
2002-07-19,704.548
2002-07-22,699.349
2002-07-23,689.298
2002-07-24,661.663
2002-07-25,669.651
2002-07-26,653.272
2002-07-29,659.288
2002-07-30,678.192
2002-07-31,679.206
2002-08-01,669.016
2002-08-02,657.485
2002-08-05,640.382
2002-08-06,629.881
2002-08-07,657.132
2002-08-08,660.682
2002-08-09,668.675
2002-08-12,675.042
2002-08-13,671.323
2002-08-14,665.806
2002-08-15,678.641
2002-08-16,681.855
2002-08-19,680.577
2002-08-20,694.146
2002-08-21,690.459
2002-08-22,695.143
2002-08-23,694.215
2002-08-26,691.312
2002-08-27,699.756
2002-08-28,690.896
2002-08-29,689.02
2002-08-30,686.064
2002-09-02,690.927
2002-09-03,685.818
2002-09-04,670.642
2002-09-05,670.284
2002-09-06,671.913
2002-09-09,684.015
2002-09-10,682.551
2002-09-11,689.615
2002-09-12,695.273
2002-09-13,693.053
2002-09-16,691.77
2002-09-17,694.421
2002-09-18,685.545
2002-09-19,680.165
2002-09-20,673.84
2002-09-23,662.827
2002-09-24,659.459
2002-09-25,651.327
2002-09-26,648.955
2002-09-27,655.118
2002-09-30,645.671
2002-10-01,651.958
2002-10-02,656.386
2002-10-03,658.931
2002-10-04,657.696
2002-10-07,650.845
2002-10-08,648.689
2002-10-09,641.181
2002-10-10,636.061
2002-10-11,643.317
2002-10-14,650.877
2002-10-15,656.432
2002-10-16,660.381
2002-10-17,663.602
2002-10-18,667.5
2002-10-21,663.807
2002-10-22,663.384
2002-10-23,667.928
2002-10-24,672.474
2002-10-25,665.203
2002-10-28,676.858
2002-10-29,669.44
2002-10-30,661.406
2002-10-31,677.65
2002-11-01,671.652
2002-11-04,687.169
2002-11-05,688.598
2002-11-06,694.118
2002-11-07,696.926
2002-11-08,687.838
2002-11-11,672.941
2002-11-12,676.49
2002-11-13,670.147
2002-11-14,671.267
2002-11-15,681.489
2002-11-18,682.437
2002-11-19,676.646
2002-11-20,679.002
2002-11-21,678.754
2002-11-22,684.713
2002-11-25,676.614
2002-11-26,674.379
2002-11-27,666.371
2002-11-28,684.521
2002-11-29,690.824
2002-12-02,696.02
2002-12-03,691.579
2002-12-04,681.888
2002-12-05,688.121
2002-12-06,684.715
2002-12-09,684.416
2002-12-10,670.738
2002-12-11,662.394
2002-12-12,674.344
2002-12-13,668.303
2002-12-16,661.114
2002-12-17,675.91
2002-12-18,673.191
2002-12-19,672.068
2002-12-20,674.135
2002-12-23,683.205
2002-12-24,684.097
2002-12-25,684.097
2002-12-26,684.097
2002-12-27,680.623
2002-12-30,673.609
2002-12-31,677.998
2003-01-01,677.998
2003-01-02,681.03
2003-01-03,688.186
2003-01-06,704.345
2003-01-07,703.928
2003-01-08,701.04
2003-01-09,702.158
2003-01-10,707.48
2003-01-13,707.127
2003-01-14,711.975
2003-01-15,712.212
2003-01-16,709.484
2003-01-17,713.716
2003-01-20,712.024
2003-01-21,710.756
2003-01-22,704.526
2003-01-23,709.975
2003-01-24,712.884
2003-01-27,710.294
2003-01-28,694.416
2003-01-29,694.528
2003-01-30,689.992
2003-01-31,689.755
2003-02-03,681.333
2003-02-04,690.501
2003-02-05,685.683
2003-02-06,675.429
2003-02-07,680.649
2003-02-10,678.761
2003-02-11,670.718
2003-02-12,674.197
2003-02-13,666.38
2003-02-14,654.242
2003-02-17,662.195
2003-02-18,662.295
2003-02-19,669.277
2003-02-20,662.164
2003-02-21,663.927
2003-02-24,682.819
2003-02-25,672.602
2003-02-26,682.989
2003-02-27,675.236
2003-02-28,679.379
2003-03-03,692.732
2003-03-04,691.601
2003-03-05,684.587
2003-03-06,684.645
2003-03-07,675.626
2003-03-10,676.57
2003-03-11,660.682
2003-03-12,650.584
2003-03-13,646.009
2003-03-14,662.772
2003-03-17,662.938
2003-03-18,682.982
2003-03-19,686.364
2003-03-20,688.701
2003-03-21,684.479
2003-03-24,688.281
2003-03-25,691.072
2003-03-26,701.97
2003-03-27,708.342
2003-03-28,704.762
2003-03-31,707.649
2003-04-01,708.389
2003-04-02,703.504
2003-04-03,707.876
2003-04-04,716.307
2003-04-07,724.752
2003-04-08,726.612
2003-04-09,719.868
2003-04-10,727.988
2003-04-11,723.123
2003-04-14,718.214
2003-04-15,729.529
2003-04-16,741.656
2003-04-17,740.328
2003-04-18,740.328
2003-04-21,738.584
2003-04-22,753.819
2003-04-23,754.296
2003-04-24,751.203
2003-04-25,748.046
2003-04-28,744.76
2003-04-29,756.351
2003-04-30,759.138
2003-05-01,765.865
2003-05-02,753.621
2003-05-05,761.79
2003-05-06,762.106
2003-05-07,761.108
2003-05-08,763.987
2003-05-09,761.27
2003-05-12,772.399
2003-05-13,770.331
2003-05-14,767.253
2003-05-15,763.729
2003-05-16,769.478
2003-05-19,776.916
2003-05-20,771.797
2003-05-21,774.808
2003-05-22,781.965
2003-05-23,789.041
2003-05-26,791.579
2003-05-27,787.939
2003-05-28,782.032
2003-05-29,783.081
2003-05-30,786.662
2003-06-02,803.141
2003-06-03,798.825
2003-06-04,807.431
2003-06-05,815.761
2003-06-06,815.524
2003-06-09,812.439
2003-06-10,812.254
2003-06-11,823.406
2003-06-12,828.798
2003-06-13,831.327
2003-06-16,830.121
2003-06-17,841.924
2003-06-18,833.79
2003-06-19,830.335
2003-06-20,823.397
2003-06-23,818.399
2003-06-24,809.534
2003-06-25,818.616
2003-06-26,802.374
2003-06-27,807.588
2003-06-30,807.634
2003-07-01,817.273
2003-07-02,816.189
2003-07-03,824.064
2003-07-04,815.842
2003-07-07,820.298
2003-07-08,807.089
2003-07-09,794.977
2003-07-10,804.471
2003-07-11,805.045
2003-07-14,817.585
2003-07-15,809.55
2003-07-16,820.47
2003-07-17,813.16
2003-07-18,803.758
2003-07-21,811.957
2003-07-22,805.702
2003-07-23,821.862
2003-07-24,834.527
2003-07-25,839.724
2003-07-28,848.626
2003-07-29,844.376
2003-07-30,822.402
2003-07-31,823.685
2003-08-01,839.97
2003-08-04,829.655
2003-08-05,827.296
2003-08-06,831.174
2003-08-07,838.46
2003-08-08,843.24
2003-08-11,847.399
2003-08-12,845.724
2003-08-13,852.002
2003-08-14,849.401
2003-08-15,853.365
2003-08-18,855.589
2003-08-19,859.078
2003-08-20,865.532
2003-08-21,856.623
2003-08-22,857.161
2003-08-25,857.978
2003-08-26,851.285
2003-08-27,845.865
2003-08-28,851.394
2003-08-29,863.576
2003-09-01,868.056
2003-09-02,870.273
2003-09-03,866.487
2003-09-04,872.22
2003-09-05,871.443
2003-09-08,878.407
2003-09-09,893.582
2003-09-10,887.256
2003-09-11,878.316
2003-09-12,882.394
2003-09-15,883.0
2003-09-16,885.21
2003-09-17,897.155
2003-09-18,899.415
2003-09-19,906.096
2003-09-22,911.643
2003-09-23,902.424
2003-09-24,912.707
2003-09-25,903.84
2003-09-26,891.937
2003-09-29,889.312
2003-09-30,893.264
2003-10-01,892.686
2003-10-02,907.222
2003-10-03,907.921
2003-10-06,918.073
2003-10-07,930.016
2003-10-08,936.546
2003-10-09,942.606
2003-10-10,944.538
2003-10-13,948.68
2003-10-14,957.661
2003-10-15,954.39
2003-10-16,967.438
2003-10-17,965.604
2003-10-20,960.894
2003-10-21,975.256
2003-10-22,982.416
2003-10-23,957.167
2003-10-24,956.54
2003-10-27,957.229
2003-10-28,960.565
2003-10-29,964.717
2003-10-30,974.804
2003-10-31,982.901
2003-11-03,969.285
2003-11-04,967.809
2003-11-05,976.471
2003-11-06,978.197
2003-11-07,981.951
2003-11-10,990.357
2003-11-11,978.308
2003-11-12,979.428
2003-11-13,989.785
2003-11-14,978.219
2003-11-17,960.959
2003-11-18,969.851
2003-11-19,969.279
2003-11-20,971.534
2003-11-21,964.418
2003-11-24,953.134
2003-11-25,966.702
2003-11-26,973.957
2003-11-27,969.742
2003-11-28,975.952
2003-12-01,974.504
2003-12-02,991.27
2003-12-03,1002.143
2003-12-04,1002.467
2003-12-05,1001.148
2003-12-08,1004.555
2003-12-09,1000.207
2003-12-10,1004.697
2003-12-11,993.935
2003-12-12,1010.191
2003-12-15,1026.386
2003-12-16,1010.914
2003-12-17,1012.569
2003-12-18,1003.01
2003-12-19,1007.23
2003-12-22,1013.824
2003-12-23,1018.338
2003-12-24,1030.743
2003-12-25,1030.743
2003-12-26,1028.662
2003-12-29,1036.216
2003-12-30,1052.478
2003-12-31,1059.359
2004-01-01,1059.359
2004-01-02,1066.279
2004-01-05,1080.649
2004-01-06,1098.713
2004-01-07,1085.453
2004-01-08,1083.779
2004-01-09,1086.625
2004-01-12,1082.639
2004-01-13,1079.043
2004-01-14,1085.725
2004-01-15,1070.891
2004-01-16,1056.676
2004-01-19,1049.627
2004-01-20,1075.701
2004-01-21,1084.062
2004-01-22,1096.987
2004-01-23,1096.461
2004-01-26,1093.073
2004-01-27,1091.272
2004-01-28,1072.035
2004-01-29,1043.753
2004-01-30,1048.916
2004-02-02,1044.866
2004-02-03,1049.057
2004-02-04,1039.962
2004-02-05,1049.535
2004-02-06,1056.372
2004-02-09,1072.82
2004-02-10,1081.809
2004-02-11,1086.98
2004-02-12,1110.84
2004-02-13,1115.411
2004-02-16,1116.961
2004-02-17,1127.333
2004-02-18,1128.853
2004-02-19,1122.145
2004-02-20,1102.12
2004-02-23,1093.796
2004-02-24,1096.165
2004-02-25,1089.705
2004-02-26,1087.217
2004-02-27,1095.566
2004-03-01,1104.419
2004-03-02,1102.367
2004-03-03,1074.479
2004-03-04,1074.48
2004-03-05,1098.981
2004-03-08,1093.47
2004-03-09,1097.28
2004-03-10,1067.327
2004-03-11,1045.277
2004-03-12,1039.433
2004-03-15,1049.932
2004-03-16,1063.359
2004-03-17,1062.963
2004-03-18,1080.183
2004-03-19,1083.123
2004-03-22,1074.591
2004-03-23,1068.031
2004-03-24,1057.367
2004-03-25,1052.799
2004-03-26,1067.349
2004-03-29,1070.237
2004-03-30,1084.058
2004-03-31,1096.782
2004-04-01,1112.859
2004-04-02,1103.799
2004-04-05,1104.683
2004-04-06,1114.755
2004-04-07,1129.693
2004-04-08,1124.858
2004-04-09,1124.858
2004-04-12,1130.613
2004-04-13,1108.314
2004-04-14,1075.205
2004-04-15,1077.577
2004-04-16,1088.918
2004-04-19,1099.985
2004-04-20,1093.682
2004-04-21,1081.872
2004-04-22,1074.775
2004-04-23,1083.323
2004-04-26,1081.713
2004-04-27,1080.173
2004-04-28,1066.383
2004-04-29,1041.716
2004-04-30,1047.738
2004-05-03,1035.539
2004-05-04,1054.742
2004-05-05,1067.005
2004-05-06,1055.317
2004-05-07,1022.645
2004-05-10,989.812
2004-05-11,989.858
2004-05-12,1001.763
2004-05-13,992.124
2004-05-14,990.963
2004-05-17,980.43
2004-05-18,988.279
2004-05-19,1013.291
2004-05-20,998.255
2004-05-21,1013.89
2004-05-24,1011.182
2004-05-25,1017.604
2004-05-26,1028.962
2004-05-27,1049.12
2004-05-28,1038.41
2004-05-31,1045.102
2004-06-01,1039.556
2004-06-02,1028.802
2004-06-03,1011.27
2004-06-04,1016.694
2004-06-07,1039.775
2004-06-08,1035.5
2004-06-09,1015.96
2004-06-10,1025.733
2004-06-11,1024.004
2004-06-14,1023.487
2004-06-15,1014.716
2004-06-16,1016.689
2004-06-17,1017.194
2004-06-18,1032.276
2004-06-21,1040.365
2004-06-22,1028.3
2004-06-23,1033.085
2004-06-24,1039.612
2004-06-25,1039.265
2004-06-28,1043.498
2004-06-29,1025.924
2004-06-30,1038.965
2004-07-01,1049.892
2004-07-02,1062.586
2004-07-05,1060.99
2004-07-06,1071.311
2004-07-07,1083.97
2004-07-08,1082.387
2004-07-09,1079.071
2004-07-12,1087.448
2004-07-13,1083.995
2004-07-14,1075.214
2004-07-15,1076.69
2004-07-16,1092.649
2004-07-19,1097.973
2004-07-20,1084.35
2004-07-21,1067.556
2004-07-22,1062.628
2004-07-23,1047.419
2004-07-26,1045.145
2004-07-27,1036.36
2004-07-28,1037.135
2004-07-29,1036.497
2004-07-30,1055.081
2004-08-02,1061.447
2004-08-03,1067.072
2004-08-04,1063.717
2004-08-05,1054.707
2004-08-06,1065.554
2004-08-09,1061.138
2004-08-10,1055.712
2004-08-11,1053.961
2004-08-12,1044.72
2004-08-13,1049.932
2004-08-16,1052.208
2004-08-17,1052.827
2004-08-18,1050.213
2004-08-19,1066.471
2004-08-20,1069.137
2004-08-23,1074.432
2004-08-24,1060.138
2004-08-25,1054.623
2004-08-26,1051.349
2004-08-27,1062.703
2004-08-30,1054.408
2004-08-31,1066.197
2004-09-01,1069.308
2004-09-02,1060.4
2004-09-03,1051.793
2004-09-06,1055.195
2004-09-07,1060.921
2004-09-08,1061.291
2004-09-09,1051.777
2004-09-10,1075.796
2004-09-13,1072.874
2004-09-14,1092.778
2004-09-15,1086.366
2004-09-16,1094.235
2004-09-17,1095.217
2004-09-20,1103.04
2004-09-21,1105.354
2004-09-22,1118.33
2004-09-23,1126.909
2004-09-24,1116.527
2004-09-27,1118.424
2004-09-28,1129.202
2004-09-29,1139.926
2004-09-30,1155.769
2004-10-01,1150.707
2004-10-04,1161.216
2004-10-05,1166.882
2004-10-06,1167.276
2004-10-07,1175.415
2004-10-08,1180.878
2004-10-11,1183.452
2004-10-12,1180.806
2004-10-13,1167.089
2004-10-14,1175.124
2004-10-15,1177.488
2004-10-18,1164.68
2004-10-19,1168.687
2004-10-20,1171.687
2004-10-21,1177.105
2004-10-22,1180.626
2004-10-25,1182.269
2004-10-26,1193.735
2004-10-27,1210.736
2004-10-28,1212.891
2004-10-29,1208.627
2004-11-01,1213.161
2004-11-02,1217.008
2004-11-03,1247.414
2004-11-04,1254.142
2004-11-05,1255.074
2004-11-08,1240.6
2004-11-09,1248.045
2004-11-10,1254.792
2004-11-11,1269.027
2004-11-12,1279.027
2004-11-15,1294.699
2004-11-16,1293.148
2004-11-17,1307.673
2004-11-18,1303.382
2004-11-19,1315.351
2004-11-22,1300.154
2004-11-23,1321.581
2004-11-24,1334.103
2004-11-25,1354.855
2004-11-26,1354.601
2004-11-29,1354.508
2004-11-30,1338.48
2004-12-01,1321.827
2004-12-02,1338.477
2004-12-03,1336.635
2004-12-06,1338.843
2004-12-07,1326.734
2004-12-08,1276.372
2004-12-09,1265.843
2004-12-10,1272.147
2004-12-13,1288.67
2004-12-14,1299.471
2004-12-15,1312.531
2004-12-16,1310.818
2004-12-17,1320.467
2004-12-20,1335.347
2004-12-21,1346.745
2004-12-22,1352.614
2004-12-23,1356.018
2004-12-24,1370.452
2004-12-27,1379.783
2004-12-28,1380.494
2004-12-29,1371.847
2004-12-30,1380.849
2004-12-31,1390.609
2005-01-03,1378.103
2005-01-04,1361.309
2005-01-05,1348.331
2005-01-06,1337.331
2005-01-07,1345.983
2005-01-10,1350.372
2005-01-11,1358.058
2005-01-12,1367.838
2005-01-13,1363.538
2005-01-14,1353.202
2005-01-17,1359.688
2005-01-18,1350.103
2005-01-19,1358.068
2005-01-20,1348.863
2005-01-21,1359.979
2005-01-24,1369.196
2005-01-25,1368.034
2005-01-26,1385.568
2005-01-27,1407.189
2005-01-28,1400.496
2005-01-31,1405.513
2005-02-01,1410.446
2005-02-02,1416.838
2005-02-03,1414.169
2005-02-04,1416.919
2005-02-07,1429.174
2005-02-08,1411.985
2005-02-09,1407.833
2005-02-10,1427.116
2005-02-11,1433.259
2005-02-14,1440.934
2005-02-15,1433.417
2005-02-16,1437.227
2005-02-17,1460.728
2005-02-18,1464.764
2005-02-21,1472.733
2005-02-22,1472.92
2005-02-23,1458.672
2005-02-24,1455.42
2005-02-25,1467.046
2005-02-28,1513.291
2005-03-01,1506.847
2005-03-02,1495.284
2005-03-03,1506.36
2005-03-04,1526.542
2005-03-07,1536.066
2005-03-08,1547.299
2005-03-09,1541.995
2005-03-10,1531.408
2005-03-11,1527.662
2005-03-14,1531.365
2005-03-15,1529.9
2005-03-16,1541.815
2005-03-17,1538.578
2005-03-18,1547.104
2005-03-21,1551.227
2005-03-22,1539.941
2005-03-23,1485.684
2005-03-24,1464.055
2005-03-25,1464.055
2005-03-28,1458.839
2005-03-29,1447.328
2005-03-30,1447.66
2005-03-31,1454.505
2005-04-01,1465.901
2005-04-04,1448.955
2005-04-05,1457.365
2005-04-06,1445.017
2005-04-07,1458.041
2005-04-08,1476.28
2005-04-11,1469.055
2005-04-12,1470.134
2005-04-13,1477.003
2005-04-14,1435.854
2005-04-15,1400.56
2005-04-18,1366.696
2005-04-19,1398.412
2005-04-20,1411.985
2005-04-21,1408.573
2005-04-22,1426.671
2005-04-25,1419.288
2005-04-26,1411.666
2005-04-27,1403.526
2005-04-28,1395.532
2005-04-29,1393.074
2005-05-02,1404.652
2005-05-03,1386.101
2005-05-04,1375.466
2005-05-05,1387.541
2005-05-06,1386.771
2005-05-09,1388.09
2005-05-10,1391.455
2005-05-11,1392.385
2005-05-12,1382.344
2005-05-13,1361.702
2005-05-16,1333.011
2005-05-17,1331.342
2005-05-18,1346.467
2005-05-19,1367.931
2005-05-20,1358.592
2005-05-23,1378.123
2005-05-24,1396.179
2005-05-25,1393.528
2005-05-26,1389.781
2005-05-27,1404.263
2005-05-30,1413.36
2005-05-31,1393.869
2005-06-01,1398.707
2005-06-02,1425.328
2005-06-03,1440.15
2005-06-06,1458.245
2005-06-07,1462.424
2005-06-08,1465.398
2005-06-09,1459.671
2005-06-10,1456.436
2005-06-13,1455.003
2005-06-14,1464.52
2005-06-15,1479.894
2005-06-16,1499.869
2005-06-17,1537.091
2005-06-20,1533.835
2005-06-21,1533.645
2005-06-22,1525.568
2005-06-23,1507.042
2005-06-24,1493.278
2005-06-27,1491.357
2005-06-28,1505.16
2005-06-29,1495.069
2005-06-30,1502.594
2005-07-01,1477.925
2005-07-04,1480.129
2005-07-05,1467.936
2005-07-06,1463.421
2005-07-07,1447.122
2005-07-08,1449.494
2005-07-11,1473.06
2005-07-12,1488.41
2005-07-13,1478.893
2005-07-14,1492.983
2005-07-15,1481.746
2005-07-18,1493.959
2005-07-19,1476.962
2005-07-20,1503.369
2005-07-21,1540.442
2005-07-22,1558.484
2005-07-25,1552.071
2005-07-26,1540.681
2005-07-27,1535.239
2005-07-28,1533.091
2005-07-29,1548.746
2005-08-01,1547.889
2005-08-02,1555.508
2005-08-03,1567.872
2005-08-04,1575.465
2005-08-05,1563.659
2005-08-08,1573.732
2005-08-09,1574.281
2005-08-10,1585.635
2005-08-11,1623.946
2005-08-12,1630.987
2005-08-15,1624.486
2005-08-16,1626.439
2005-08-17,1606.689
2005-08-18,1577.89
2005-08-19,1578.072
2005-08-22,1610.286
2005-08-23,1604.12
2005-08-24,1588.925
2005-08-25,1580.499
2005-08-26,1592.292
2005-08-29,1556.223
2005-08-30,1564.251
2005-08-31,1574.365
2005-09-01,1627.718
2005-09-02,1623.23
2005-09-05,1624.15
2005-09-06,1621.106
2005-09-07,1638.257
2005-09-08,1629.405
2005-09-09,1634.069
