Date,PORTUGAL IMI IMI (Large+Mid+Small Cap)
2001-10-24,351.748
2001-10-25,348.333
2001-10-26,345.409
2001-10-29,348.894
2001-10-30,345.826
2001-10-31,347.291
2001-11-01,349.508
2001-11-02,349.628
2001-11-05,351.596
2001-11-06,353.214
2001-11-07,357.544
2001-11-08,356.036
2001-11-09,353.323
2001-11-12,354.738
2001-11-13,353.448
2001-11-14,354.367
2001-11-15,348.898
2001-11-16,348.75
2001-11-19,348.481
2001-11-20,347.187
2001-11-21,340.814
2001-11-22,343.82
2001-11-23,341.972
2001-11-26,341.444
2001-11-27,342.937
2001-11-28,339.298
2001-11-29,341.815
2001-11-30,346.483
2001-12-03,339.814
2001-12-04,341.921
2001-12-05,344.06
2001-12-06,351.065
2001-12-07,350.185
2001-12-10,345.998
2001-12-11,349.563
2001-12-12,351.802
2001-12-13,350.889
2001-12-14,350.432
2001-12-17,349.98
2001-12-18,348.301
2001-12-19,342.705
2001-12-20,341.352
2001-12-21,338.858
2001-12-24,335.477
2001-12-25,335.477
2001-12-26,335.763
2001-12-27,343.834
2001-12-28,343.965
2001-12-31,347.319
2002-01-01,347.319
2002-01-02,351.472
2002-01-03,356.59
2002-01-04,355.245
2002-01-07,350.228
2002-01-08,347.828
2002-01-09,342.93
2002-01-10,342.321
2002-01-11,341.599
2002-01-14,339.913
2002-01-15,344.062
2002-01-16,341.861
2002-01-17,345.091
2002-01-18,346.559
2002-01-21,344.805
2002-01-22,344.573
2002-01-23,340.715
2002-01-24,337.043
2002-01-25,331.465
2002-01-28,335.355
2002-01-29,330.679
2002-01-30,327.306
2002-01-31,327.206
2002-02-01,328.736
2002-02-04,326.614
2002-02-05,326.483
2002-02-06,328.339
2002-02-07,325.678
2002-02-08,325.751
2002-02-11,327.649
2002-02-12,327.183
2002-02-13,322.256
2002-02-14,323.845
2002-02-15,321.856
2002-02-18,320.386
2002-02-19,315.883
2002-02-20,314.631
2002-02-21,312.079
2002-02-22,313.568
2002-02-25,311.052
2002-02-26,315.032
2002-02-27,316.505
2002-02-28,320.082
2002-03-01,322.919
2002-03-04,329.32
2002-03-05,330.339
2002-03-06,332.627
2002-03-07,337.687
2002-03-08,339.985
2002-03-11,340.682
2002-03-12,338.306
2002-03-13,338.041
2002-03-14,341.448
2002-03-15,343.798
2002-03-18,345.195
2002-03-19,344.453
2002-03-20,341.555
2002-03-21,338.228
2002-03-22,340.974
2002-03-25,337.725
2002-03-26,336.588
2002-03-27,336.389
2002-03-28,336.003
2002-03-29,336.003
2002-04-01,338.756
2002-04-02,335.869
2002-04-03,333.921
2002-04-04,335.29
2002-04-05,333.974
2002-04-08,331.809
2002-04-09,335.782
2002-04-10,335.746
2002-04-11,336.304
2002-04-12,333.6
2002-04-15,334.686
2002-04-16,337.874
2002-04-17,340.66
2002-04-18,342.336
2002-04-19,342.424
2002-04-22,342.54
2002-04-23,341.268
2002-04-24,340.744
2002-04-25,343.265
2002-04-26,341.718
2002-04-29,342.272
2002-04-30,340.101
2002-05-01,342.026
2002-05-02,329.827
2002-05-03,334.378
2002-05-06,332.985
2002-05-07,329.173
2002-05-08,335.251
2002-05-09,334.522
2002-05-10,334.551
2002-05-13,332.456
2002-05-14,331.273
2002-05-15,332.859
2002-05-16,334.111
2002-05-17,339.123
2002-05-20,338.857
2002-05-21,338.753
2002-05-22,342.55
2002-05-23,341.35
2002-05-24,343.519
2002-05-27,342.724
2002-05-28,348.043
2002-05-29,349.082
2002-05-30,351.173
2002-05-31,343.803
2002-06-03,346.968
2002-06-04,344.323
2002-06-05,344.036
2002-06-06,340.941
2002-06-07,337.907
2002-06-10,337.604
2002-06-11,338.044
2002-06-12,335.797
2002-06-13,331.068
2002-06-14,325.315
2002-06-17,329.399
2002-06-18,332.276
2002-06-19,334.915
2002-06-20,337.752
2002-06-21,337.641
2002-06-24,336.119
2002-06-25,337.63
2002-06-26,337.951
2002-06-27,338.21
2002-06-28,340.193
2002-07-01,336.824
2002-07-02,329.696
2002-07-03,320.529
2002-07-04,322.061
2002-07-05,326.47
2002-07-08,332.243
2002-07-09,333.836
2002-07-10,332.174
2002-07-11,328.956
2002-07-12,328.839
2002-07-15,328.683
2002-07-16,329.706
2002-07-17,330.831
2002-07-18,328.33
2002-07-19,320.068
2002-07-22,310.505
2002-07-23,302.475
2002-07-24,294.843
2002-07-25,302.574
2002-07-26,299.883
2002-07-29,302.855
2002-07-30,301.469
2002-07-31,300.906
2002-08-01,300.551
2002-08-02,296.022
2002-08-05,289.272
2002-08-06,282.896
2002-08-07,278.216
2002-08-08,284.167
2002-08-09,291.496
2002-08-12,291.906
2002-08-13,290.833
2002-08-14,291.539
2002-08-15,289.367
2002-08-16,288.429
2002-08-19,288.625
2002-08-20,288.394
2002-08-21,292.021
2002-08-22,298.745
2002-08-23,298.597
2002-08-26,296.517
2002-08-27,302.432
2002-08-28,298.806
2002-08-29,299.373
2002-08-30,299.717
2002-09-02,293.309
2002-09-03,296.107
2002-09-04,292.208
2002-09-05,290.451
2002-09-06,290.532
2002-09-09,288.814
2002-09-10,288.539
2002-09-11,289.64
2002-09-12,288.107
2002-09-13,284.943
2002-09-16,279.322
2002-09-17,271.437
2002-09-18,262.602
2002-09-19,261.641
2002-09-20,266.316
2002-09-23,257.072
2002-09-24,249.265
2002-09-25,254.21
2002-09-26,256.923
2002-09-27,249.099
2002-09-30,241.501
2002-10-01,242.121
2002-10-02,247.95
2002-10-03,248.201
2002-10-04,248.6
2002-10-07,247.16
2002-10-08,249.146
2002-10-09,251.344
2002-10-10,249.153
2002-10-11,258.366
2002-10-14,252.817
2002-10-15,257.335
2002-10-16,256.496
2002-10-17,255.325
2002-10-18,252.184
2002-10-21,250.766
2002-10-22,251.062
2002-10-23,242.124
2002-10-24,247.112
2002-10-25,254.717
2002-10-28,262.095
2002-10-29,255.348
2002-10-30,260.736
2002-10-31,267.142
2002-11-01,268.801
2002-11-04,275.288
2002-11-05,274.952
2002-11-06,274.531
2002-11-07,277.707
2002-11-08,280.004
2002-11-11,279.556
2002-11-12,278.582
2002-11-13,277.264
2002-11-14,281.783
2002-11-15,288.668
2002-11-18,293.335
2002-11-19,296.14
2002-11-20,294.647
2002-11-21,295.875
2002-11-22,296.946
2002-11-25,299.869
2002-11-26,294.8
2002-11-27,298.139
2002-11-28,303.094
2002-11-29,304.344
2002-12-02,304.917
2002-12-03,303.202
2002-12-04,308.11
2002-12-05,308.834
2002-12-06,310.036
2002-12-09,301.003
2002-12-10,300.351
2002-12-11,296.507
2002-12-12,295.612
2002-12-13,295.785
2002-12-16,295.404
2002-12-17,299.781
2002-12-18,303.052
2002-12-19,299.916
2002-12-20,298.877
2002-12-23,296.101
2002-12-24,297.327
2002-12-25,297.327
2002-12-26,298.077
2002-12-27,297.057
2002-12-30,298.06
2002-12-31,302.064
2003-01-01,302.064
2003-01-02,305.675
2003-01-03,306.706
2003-01-06,304.664
2003-01-07,310.388
2003-01-08,309.711
2003-01-09,313.66
2003-01-10,316.931
2003-01-13,320.946
2003-01-14,323.45
2003-01-15,320.637
2003-01-16,321.744
2003-01-17,320.644
2003-01-20,317.984
2003-01-21,311.342
2003-01-22,313.141
2003-01-23,316.66
2003-01-24,317.427
2003-01-27,312.407
2003-01-28,308.162
2003-01-29,302.103
2003-01-30,299.132
2003-01-31,299.734
2003-02-03,303.086
2003-02-04,302.374
2003-02-05,302.79
2003-02-06,303.63
2003-02-07,301.391
2003-02-10,298.077
2003-02-11,298.842
2003-02-12,296.545
2003-02-13,297.374
2003-02-14,299.935
2003-02-17,300.798
2003-02-18,299.86
2003-02-19,294.896
2003-02-20,294.902
2003-02-21,289.927
2003-02-24,283.73
2003-02-25,271.946
2003-02-26,274.76
2003-02-27,274.414
2003-02-28,276.935
2003-03-03,276.714
2003-03-04,279.484
2003-03-05,281.767
2003-03-06,282.806
2003-03-07,285.616
2003-03-10,289.669
2003-03-11,294.359
2003-03-12,292.916
2003-03-13,290.721
2003-03-14,286.849
2003-03-17,282.207
2003-03-18,285.356
2003-03-19,283.206
2003-03-20,282.285
2003-03-21,285.127
2003-03-24,284.264
2003-03-25,286.795
2003-03-26,289.861
2003-03-27,289.943
2003-03-28,288.966
2003-03-31,287.483
2003-04-01,291.044
2003-04-02,291.303
2003-04-03,291.276
2003-04-04,296.274
2003-04-07,302.159
2003-04-08,300.056
2003-04-09,299.87
2003-04-10,299.238
2003-04-11,295.311
2003-04-14,290.212
2003-04-15,297.969
2003-04-16,297.041
2003-04-17,296.947
2003-04-18,296.947
2003-04-21,295.667
2003-04-22,296.453
2003-04-23,298.944
2003-04-24,298.8
2003-04-25,299.641
2003-04-28,299.662
2003-04-29,299.961
2003-04-30,305.2
2003-05-01,308.003
2003-05-02,308.795
2003-05-05,312.984
2003-05-06,319.658
2003-05-07,321.11
2003-05-08,323.339
2003-05-09,321.316
2003-05-12,324.0
2003-05-13,321.88
2003-05-14,324.19
2003-05-15,322.013
2003-05-16,322.965
2003-05-19,326.433
2003-05-20,328.275
2003-05-21,327.399
2003-05-22,327.352
2003-05-23,329.925
2003-05-26,332.369
2003-05-27,333.296
2003-05-28,335.296
2003-05-29,335.89
2003-05-30,336.097
2003-06-02,340.456
2003-06-03,340.553
2003-06-04,343.959
2003-06-05,353.125
2003-06-06,349.469
2003-06-09,349.275
2003-06-10,347.041
2003-06-11,349.654
2003-06-12,345.156
2003-06-13,346.931
2003-06-16,353.317
2003-06-17,351.47
2003-06-18,343.116
2003-06-19,339.609
2003-06-20,342.953
2003-06-23,343.197
2003-06-24,337.3
2003-06-25,339.764
2003-06-26,337.553
2003-06-27,336.502
2003-06-30,336.611
2003-07-01,338.22
2003-07-02,340.384
2003-07-03,340.021
2003-07-04,336.915
2003-07-07,338.165
2003-07-08,337.165
2003-07-09,333.091
2003-07-10,333.924
2003-07-11,337.062
2003-07-14,338.993
2003-07-15,335.961
2003-07-16,333.367
2003-07-17,334.533
2003-07-18,331.11
2003-07-21,331.437
2003-07-22,330.623
2003-07-23,331.119
2003-07-24,335.396
2003-07-25,336.944
2003-07-28,333.727
2003-07-29,333.077
2003-07-30,329.452
2003-07-31,325.125
2003-08-01,323.15
2003-08-04,324.893
2003-08-05,327.232
2003-08-06,325.715
2003-08-07,328.108
2003-08-08,325.072
2003-08-11,326.122
2003-08-12,329.763
2003-08-13,330.24
2003-08-14,330.657
2003-08-15,332.082
2003-08-18,333.99
2003-08-19,332.701
2003-08-20,333.149
2003-08-21,332.924
2003-08-22,331.336
2003-08-25,331.545
2003-08-26,332.789
2003-08-27,333.823
2003-08-28,333.378
2003-08-29,334.208
2003-09-01,336.82
2003-09-02,332.858
2003-09-03,330.595
2003-09-04,330.455
2003-09-05,332.791
2003-09-08,333.354
2003-09-09,336.629
2003-09-10,336.375
2003-09-11,338.732
2003-09-12,342.155
2003-09-15,343.66
2003-09-16,339.563
2003-09-17,347.94
2003-09-18,349.623
2003-09-19,353.61
2003-09-22,355.479
2003-09-23,359.842
2003-09-24,359.858
2003-09-25,357.326
2003-09-26,354.088
2003-09-29,361.527
2003-09-30,364.902
2003-10-01,371.894
2003-10-02,372.639
2003-10-03,373.962
2003-10-06,373.266
2003-10-07,376.687
2003-10-08,378.767
2003-10-09,378.397
2003-10-10,382.217
2003-10-13,380.798
2003-10-14,382.036
2003-10-15,379.443
2003-10-16,378.837
2003-10-17,378.906
2003-10-20,375.965
2003-10-21,377.491
2003-10-22,376.962
2003-10-23,375.222
2003-10-24,377.602
2003-10-27,373.17
2003-10-28,372.929
2003-10-29,373.916
2003-10-30,375.172
2003-10-31,375.236
2003-11-03,371.096
2003-11-04,375.29
2003-11-05,374.954
2003-11-06,371.464
2003-11-07,377.709
2003-11-10,381.286
2003-11-11,382.218
2003-11-12,390.057
2003-11-13,394.435
2003-11-14,398.059
2003-11-17,392.017
2003-11-18,394.144
2003-11-19,399.427
2003-11-20,397.469
2003-11-21,397.746
2003-11-24,394.874
2003-11-25,395.983
2003-11-26,401.585
2003-11-27,403.606
2003-11-28,409.939
2003-12-01,412.281
2003-12-02,416.711
2003-12-03,416.899
2003-12-04,413.889
2003-12-05,413.125
2003-12-08,415.319
2003-12-09,414.19
2003-12-10,416.221
2003-12-11,414.52
2003-12-12,417.578
2003-12-15,419.211
2003-12-16,421.944
2003-12-17,422.518
2003-12-18,422.515
2003-12-19,420.479
2003-12-22,425.85
2003-12-23,428.55
2003-12-24,430.41
2003-12-25,430.41
2003-12-26,430.237
2003-12-29,433.343
2003-12-30,435.814
2003-12-31,440.218
2004-01-01,440.218
2004-01-02,446.933
2004-01-05,452.708
2004-01-06,451.22
2004-01-07,446.648
2004-01-08,455.442
2004-01-09,460.604
2004-01-12,457.191
2004-01-13,458.365
2004-01-14,457.303
2004-01-15,455.732
2004-01-16,450.816
2004-01-19,454.409
2004-01-20,456.826
2004-01-21,460.287
2004-01-22,461.778
2004-01-23,464.044
2004-01-26,458.01
2004-01-27,463.656
2004-01-28,463.713
2004-01-29,449.193
2004-01-30,450.726
2004-02-02,453.373
2004-02-03,457.242
2004-02-04,455.935
2004-02-05,460.362
2004-02-06,472.638
2004-02-09,472.126
2004-02-10,476.271
2004-02-11,485.178
2004-02-12,489.33
2004-02-13,488.366
2004-02-16,488.581
2004-02-17,496.738
2004-02-18,506.242
2004-02-19,496.352
2004-02-20,487.499
2004-02-23,495.796
2004-02-24,503.538
2004-02-25,500.49
2004-02-26,490.72
2004-02-27,492.31
2004-03-01,495.753
2004-03-02,497.279
2004-03-03,496.169
2004-03-04,498.273
2004-03-05,505.579
2004-03-08,512.752
2004-03-09,510.098
2004-03-10,496.687
2004-03-11,484.063
2004-03-12,482.374
2004-03-15,478.494
2004-03-16,486.308
2004-03-17,489.642
2004-03-18,490.286
2004-03-19,488.907
2004-03-22,482.482
2004-03-23,476.934
2004-03-24,473.113
2004-03-25,476.046
2004-03-26,471.51
2004-03-29,472.744
2004-03-30,471.318
2004-03-31,482.857
2004-04-01,486.172
2004-04-02,482.183
2004-04-05,474.95
2004-04-06,473.306
2004-04-07,485.15
2004-04-08,483.322
2004-04-09,483.322
2004-04-12,481.964
2004-04-13,477.554
2004-04-14,476.526
2004-04-15,476.77
2004-04-16,482.047
2004-04-19,485.39
2004-04-20,482.545
2004-04-21,473.854
2004-04-22,472.482
2004-04-23,473.429
2004-04-26,472.204
2004-04-27,473.538
2004-04-28,473.566
2004-04-29,478.157
2004-04-30,477.554
2004-05-03,480.243
2004-05-04,487.031
2004-05-05,490.227
2004-05-06,485.443
2004-05-07,473.657
2004-05-10,461.632
2004-05-11,460.225
2004-05-12,459.748
2004-05-13,456.548
2004-05-14,453.252
2004-05-17,449.721
2004-05-18,454.209
2004-05-19,462.184
2004-05-20,457.529
2004-05-21,459.916
2004-05-24,455.975
2004-05-25,459.112
2004-05-26,460.672
2004-05-27,472.254
2004-05-28,464.493
2004-05-31,465.99
2004-06-01,463.481
2004-06-02,466.839
2004-06-03,467.923
2004-06-04,469.677
2004-06-07,480.308
2004-06-08,476.9
2004-06-09,469.423
2004-06-10,471.914
2004-06-11,469.873
2004-06-14,468.353
2004-06-15,469.325
2004-06-16,471.978
2004-06-17,471.839
2004-06-18,473.705
2004-06-21,473.538
2004-06-22,473.957
2004-06-23,471.499
2004-06-24,473.359
2004-06-25,473.475
2004-06-28,481.279
2004-06-29,476.498
2004-06-30,480.126
2004-07-01,476.089
2004-07-02,479.129
2004-07-05,473.183
2004-07-06,472.658
2004-07-07,473.852
2004-07-08,481.098
2004-07-09,479.548
2004-07-12,483.728
2004-07-13,483.392
2004-07-14,485.179
2004-07-15,483.347
2004-07-16,486.025
2004-07-19,478.747
2004-07-20,480.283
2004-07-21,475.939
2004-07-22,475.507
2004-07-23,467.229
2004-07-26,463.119
2004-07-27,463.79
2004-07-28,465.796
2004-07-29,466.374
2004-07-30,457.85
2004-08-02,459.481
2004-08-03,455.784
2004-08-04,453.476
2004-08-05,456.835
2004-08-06,459.987
2004-08-09,459.583
2004-08-10,465.18
2004-08-11,457.44
2004-08-12,458.88
2004-08-13,460.638
2004-08-16,462.468
2004-08-17,460.127
2004-08-18,459.519
2004-08-19,462.112
2004-08-20,463.175
2004-08-23,458.676
2004-08-24,456.977
2004-08-25,456.724
2004-08-26,457.574
2004-08-27,457.08
2004-08-30,458.829
2004-08-31,461.526
2004-09-01,461.611
2004-09-02,462.502
2004-09-03,458.455
2004-09-06,460.658
2004-09-07,463.051
2004-09-08,472.176
2004-09-09,473.277
2004-09-10,480.494
2004-09-13,482.306
2004-09-14,485.921
2004-09-15,477.186
2004-09-16,478.076
2004-09-17,477.822
2004-09-20,476.866
2004-09-21,481.974
2004-09-22,481.228
2004-09-23,481.425
2004-09-24,480.418
2004-09-27,481.784
2004-09-28,481.799
2004-09-29,487.939
2004-09-30,491.192
2004-10-01,493.54
2004-10-04,493.107
2004-10-05,497.065
2004-10-06,497.72
2004-10-07,490.486
2004-10-08,497.053
2004-10-11,494.251
2004-10-12,491.092
2004-10-13,493.499
2004-10-14,496.631
2004-10-15,496.813
2004-10-18,497.223
2004-10-19,498.76
2004-10-20,502.67
2004-10-21,503.994
2004-10-22,504.302
2004-10-25,505.581
2004-10-26,502.962
2004-10-27,506.035
2004-10-28,509.151
2004-10-29,506.605
2004-11-01,513.223
2004-11-02,514.181
2004-11-03,518.44
2004-11-04,520.011
2004-11-05,519.798
2004-11-08,523.037
2004-11-09,522.63
2004-11-10,527.69
2004-11-11,525.73
2004-11-12,527.88
2004-11-15,523.688
2004-11-16,519.843
2004-11-17,528.101
2004-11-18,523.843
2004-11-19,527.192
2004-11-22,528.859
2004-11-23,530.287
2004-11-24,534.306
2004-11-25,538.289
2004-11-26,539.431
2004-11-29,538.114
2004-11-30,535.345
2004-12-01,532.498
2004-12-02,530.7
2004-12-03,533.05
2004-12-06,534.676
2004-12-07,537.12
2004-12-08,531.888
2004-12-09,532.816
2004-12-10,534.772
2004-12-13,541.608
2004-12-14,543.693
2004-12-15,549.222
2004-12-16,542.967
2004-12-17,536.945
2004-12-20,546.162
2004-12-21,543.614
2004-12-22,544.938
2004-12-23,549.708
2004-12-24,550.192
2004-12-27,554.163
2004-12-28,553.573
2004-12-29,553.132
2004-12-30,553.662
2004-12-31,555.106
2005-01-03,549.242
2005-01-04,545.887
2005-01-05,545.217
2005-01-06,544.328
2005-01-07,544.348
2005-01-10,541.72
2005-01-11,543.026
2005-01-12,547.738
2005-01-13,546.421
2005-01-14,539.293
2005-01-17,545.931
2005-01-18,543.278
2005-01-19,547.747
2005-01-20,544.721
2005-01-21,550.401
2005-01-24,551.408
2005-01-25,546.111
2005-01-26,554.772
2005-01-27,552.752
2005-01-28,555.413
2005-01-31,562.09
2005-02-01,565.294
2005-02-02,563.183
2005-02-03,560.097
2005-02-04,559.5
2005-02-07,556.518
2005-02-08,556.605
2005-02-09,555.374
2005-02-10,557.888
2005-02-11,559.914
2005-02-14,561.609
2005-02-15,562.583
2005-02-16,562.431
2005-02-17,564.385
2005-02-18,563.696
2005-02-21,554.997
2005-02-22,560.748
2005-02-23,554.595
2005-02-24,555.176
2005-02-25,557.312
2005-02-28,559.98
2005-03-01,559.498
2005-03-02,552.711
2005-03-03,552.742
2005-03-04,558.213
2005-03-07,558.955
2005-03-08,564.814
2005-03-09,564.935
2005-03-10,561.914
2005-03-11,565.706
2005-03-14,560.302
2005-03-15,556.114
2005-03-16,557.652
2005-03-17,553.586
2005-03-18,551.402
2005-03-21,545.9
2005-03-22,545.897
2005-03-23,539.308
2005-03-24,541.21
2005-03-25,541.21
2005-03-28,537.411
2005-03-29,541.063
2005-03-30,538.989
2005-03-31,539.861
2005-04-01,538.171
2005-04-04,531.099
2005-04-05,535.126
2005-04-06,532.582
2005-04-07,537.142
2005-04-08,535.76
2005-04-11,540.877
2005-04-12,538.885
2005-04-13,546.426
2005-04-14,540.829
2005-04-15,540.835
2005-04-18,538.889
2005-04-19,541.1
2005-04-20,546.812
2005-04-21,548.187
2005-04-22,549.212
2005-04-25,544.181
2005-04-26,539.85
2005-04-27,530.924
2005-04-28,528.311
2005-04-29,527.528
2005-05-02,527.571
2005-05-03,532.653
2005-05-04,535.266
2005-05-05,535.399
2005-05-06,529.641
2005-05-09,525.247
2005-05-10,525.695
2005-05-11,524.121
2005-05-12,524.426
2005-05-13,522.421
2005-05-16,521.28
2005-05-17,523.023
2005-05-18,525.97
2005-05-19,526.113
2005-05-20,528.366
2005-05-23,531.944
2005-05-24,530.296
2005-05-25,525.393
2005-05-26,521.753
2005-05-27,520.101
2005-05-30,515.975
2005-05-31,505.518
2005-06-01,508.461
2005-06-02,498.082
2005-06-03,499.021
2005-06-06,498.995
2005-06-07,495.811
2005-06-08,493.983
2005-06-09,490.649
2005-06-10,491.597
2005-06-13,490.027
2005-06-14,488.753
2005-06-15,491.802
2005-06-16,487.784
2005-06-17,497.543
2005-06-20,493.372
2005-06-21,494.977
2005-06-22,494.909
2005-06-23,492.344
2005-06-24,489.812
2005-06-27,486.564
2005-06-28,483.942
2005-06-29,487.481
2005-06-30,491.982
2005-07-01,490.131
2005-07-04,486.762
2005-07-05,485.465
2005-07-06,486.862
2005-07-07,482.627
2005-07-08,484.478
2005-07-11,489.695
2005-07-12,493.096
2005-07-13,487.087
2005-07-14,490.005
2005-07-15,485.678
2005-07-18,490.229
2005-07-19,488.858
2005-07-20,487.077
2005-07-21,491.957
2005-07-22,490.065
2005-07-25,489.27
2005-07-26,489.293
2005-07-27,491.634
2005-07-28,495.908
2005-07-29,498.753
2005-08-01,500.052
2005-08-02,501.947
2005-08-03,511.497
2005-08-04,514.407
2005-08-05,515.606
2005-08-08,515.298
2005-08-09,513.555
2005-08-10,516.444
2005-08-11,519.281
2005-08-12,519.362
2005-08-15,519.013
2005-08-16,517.778
2005-08-17,515.561
2005-08-18,506.421
2005-08-19,509.51
2005-08-22,515.022
2005-08-23,512.608
2005-08-24,510.821
2005-08-25,509.027
2005-08-26,509.317
2005-08-29,506.399
2005-08-30,505.747
2005-08-31,516.251
2005-09-01,524.442
2005-09-02,526.015
2005-09-05,530.108
2005-09-06,531.236
2005-09-07,528.646
2005-09-08,526.848
2005-09-09,527.915
2005-09-12,517.455
2005-09-13,518.452
2005-09-14,520.188
2005-09-15,520.023
2005-09-16,518.082
2005-09-19,514.956
2005-09-20,519.172
2005-09-21,519.956
2005-09-22,514.574
2005-09-23,514.914
2005-09-26,515.408
2005-09-27,514.662
2005-09-28,514.807
2005-09-29,517.728
2005-09-30,521.395
2005-10-03,513.018
2005-10-04,514.664
2005-10-05,520.844
2005-10-06,529.027
2005-10-07,523.455
2005-10-10,521.383
2005-10-11,519.966
2005-10-12,519.363
2005-10-13,510.779
2005-10-14,520.296
2005-10-17,516.947
2005-10-18,510.601
2005-10-19,506.088
2005-10-20,507.113
2005-10-21,507.759
2005-10-24,509.318
2005-10-25,515.507
2005-10-26,511.253
2005-10-27,505.74
2005-10-28,502.193
2005-10-31,502.811
2005-11-01,505.013
2005-11-02,509.016
2005-11-03,506.088
2005-11-04,497.892
2005-11-07,499.832
2005-11-08,500.101
