Date,SPAIN LARGE GROWTH Large Cap
2005-11-10,588.71
2005-11-11,592.148
2005-11-14,594.411
2005-11-15,584.219
2005-11-16,577.887
2005-11-17,580.867
2005-11-18,586.379
2005-11-21,584.171
2005-11-22,581.491
2005-11-23,591.198
2005-11-24,595.44
2005-11-25,593.82
2005-11-28,589.786
2005-11-29,592.173
2005-11-30,591.895
2005-12-01,593.51
2005-12-02,590.568
2005-12-05,586.868
2005-12-06,586.515
2005-12-07,583.39
2005-12-08,586.644
2005-12-09,588.561
2005-12-12,597.295
2005-12-13,595.307
2005-12-14,598.365
2005-12-15,595.851
2005-12-16,602.158
2005-12-19,601.229
2005-12-20,595.964
2005-12-21,597.786
2005-12-22,601.42
2005-12-23,603.546
2005-12-26,603.546
2005-12-27,606.355
2005-12-28,609.044
2005-12-29,606.441
2005-12-30,602.083
2006-01-02,604.153
2006-01-03,616.597
2006-01-04,627.268
2006-01-05,631.066
2006-01-06,633.884
2006-01-09,632.658
2006-01-10,627.456
2006-01-11,635.021
2006-01-12,629.501
2006-01-13,623.784
2006-01-16,628.413
2006-01-17,619.838
2006-01-18,614.521
2006-01-19,620.723
2006-01-20,612.795
2006-01-23,619.752
2006-01-24,614.043
2006-01-25,625.938
2006-01-26,632.225
2006-01-27,634.393
2006-01-30,632.703
2006-01-31,638.169
2006-02-01,640.188
2006-02-02,632.088
2006-02-03,628.789
2006-02-06,625.159
2006-02-07,622.526
2006-02-08,626.189
2006-02-09,640.708
2006-02-10,638.837
2006-02-13,640.221
2006-02-14,638.635
2006-02-15,637.026
2006-02-16,640.505
2006-02-17,643.535
2006-02-20,643.088
2006-02-21,641.608
2006-02-22,646.477
2006-02-23,649.105
2006-02-24,647.901
2006-02-27,650.252
2006-02-28,649.653
2006-03-01,660.095
2006-03-02,656.364
2006-03-03,655.504
2006-03-06,660.286
2006-03-07,651.125
2006-03-08,650.47
2006-03-09,655.441
2006-03-10,656.475
2006-03-13,663.794
2006-03-14,668.336
2006-03-15,669.147
2006-03-16,673.359
2006-03-17,674.66
2006-03-20,677.78
2006-03-21,672.899
2006-03-22,672.873
2006-03-23,662.966
2006-03-24,666.885
2006-03-27,663.413
2006-03-28,662.915
2006-03-29,659.083
2006-03-30,671.602
2006-03-31,669.239
2006-04-03,673.426
2006-04-04,680.57
2006-04-05,681.84
2006-04-06,680.617
2006-04-07,668.244
2006-04-10,668.898
2006-04-11,661.858
2006-04-12,654.578
2006-04-13,654.108
2006-04-14,654.108
2006-04-17,664.497
2006-04-18,661.899
2006-04-19,674.264
2006-04-20,674.902
2006-04-21,683.23
2006-04-24,683.493
2006-04-25,689.96
2006-04-26,691.859
2006-04-27,695.962
2006-04-28,699.756
2006-05-01,700.978
2006-05-02,704.723
2006-05-03,697.597
2006-05-04,704.065
2006-05-05,711.709
2006-05-08,715.185
2006-05-09,719.884
2006-05-10,721.559
2006-05-11,720.004
2006-05-12,707.363
2006-05-15,701.454
2006-05-16,703.688
2006-05-17,679.989
2006-05-18,679.222
2006-05-19,675.868
2006-05-22,667.358
2006-05-23,676.008
2006-05-24,663.718
2006-05-25,674.72
2006-05-26,687.888
2006-05-29,686.858
2006-05-30,682.717
2006-05-31,694.224
2006-06-01,693.043
2006-06-02,698.924
2006-06-05,694.999
2006-06-06,680.435
2006-06-07,687.048
2006-06-08,666.102
2006-06-09,674.209
2006-06-12,669.523
2006-06-13,656.347
2006-06-14,662.227
2006-06-15,670.12
2006-06-16,666.039
2006-06-19,663.223
2006-06-20,666.088
2006-06-21,677.153
2006-06-22,679.512
2006-06-23,675.284
2006-06-26,674.761
2006-06-27,674.249
2006-06-28,668.56
2006-06-29,681.691
2006-06-30,705.638
2006-07-03,710.926
2006-07-04,715.257
2006-07-05,706.763
2006-07-06,715.94
2006-07-07,721.368
2006-07-10,718.586
2006-07-11,713.048
2006-07-12,709.271
2006-07-13,700.068
2006-07-14,688.366
2006-07-17,677.986
2006-07-18,676.099
2006-07-19,695.194
2006-07-20,703.202
2006-07-21,698.608
2006-07-24,708.588
2006-07-25,712.516
2006-07-26,712.537
2006-07-27,724.051
2006-07-28,731.041
2006-07-31,727.145
2006-08-01,720.212
2006-08-02,733.889
2006-08-03,730.9
2006-08-04,745.553
2006-08-07,734.127
2006-08-08,734.343
2006-08-09,743.425
2006-08-10,730.277
2006-08-11,726.555
2006-08-14,732.232
2006-08-15,740.662
2006-08-16,748.486
2006-08-17,754.253
2006-08-18,751.815
2006-08-21,754.58
2006-08-22,749.872
2006-08-23,744.752
2006-08-24,748.499
2006-08-25,745.131
2006-08-28,753.202
2006-08-29,753.51
2006-08-30,759.425
2006-08-31,756.392
2006-09-01,760.613
2006-09-04,769.098
2006-09-05,760.283
2006-09-06,751.164
2006-09-07,742.328
2006-09-08,739.89
2006-09-11,741.027
2006-09-12,747.327
2006-09-13,750.204
2006-09-14,754.348
2006-09-15,752.582
2006-09-18,754.211
2006-09-19,752.045
2006-09-20,764.946
2006-09-21,768.376
2006-09-22,766.191
2006-09-25,764.939
2006-09-26,768.46
2006-09-27,791.119
2006-09-28,786.324
2006-09-29,787.188
2006-10-02,790.105
2006-10-03,785.98
2006-10-04,794.418
2006-10-05,804.042
2006-10-06,796.471
2006-10-09,795.237
2006-10-10,791.361
2006-10-11,791.65
2006-10-12,798.012
2006-10-13,798.859
2006-10-16,798.904
2006-10-17,790.667
2006-10-18,797.059
2006-10-19,806.89
2006-10-20,812.007
2006-10-23,812.324
2006-10-24,810.773
2006-10-25,818.311
2006-10-26,825.208
2006-10-27,835.874
2006-10-30,833.217
2006-10-31,840.214
2006-11-01,845.637
2006-11-02,842.983
2006-11-03,840.67
2006-11-06,850.061
2006-11-07,860.255
2006-11-08,857.047
2006-11-09,858.791
2006-11-10,856.853
2006-11-13,855.772
2006-11-14,858.161
2006-11-15,864.142
2006-11-16,870.151
2006-11-17,867.666
2006-11-20,870.72
2006-11-21,866.908
2006-11-22,874.723
2006-11-23,877.73
2006-11-24,874.536
2006-11-27,854.314
2006-11-28,850.979
2006-11-29,866.018
2006-11-30,866.88
2006-12-01,859.697
2006-12-04,869.279
2006-12-05,877.327
2006-12-06,876.064
2006-12-07,882.391
2006-12-08,885.12
2006-12-11,886.196
2006-12-12,887.214
2006-12-13,894.717
2006-12-14,893.473
2006-12-15,890.326
2006-12-18,884.216
2006-12-19,883.177
2006-12-20,887.855
2006-12-21,882.044
2006-12-22,875.73
2006-12-25,875.73
2006-12-26,874.365
2006-12-27,881.198
2006-12-28,880.566
2006-12-29,881.655
2007-01-01,881.655
2007-01-02,903.389
2007-01-03,902.302
2007-01-04,897.711
2007-01-05,887.365
2007-01-08,890.885
2007-01-09,889.763
2007-01-10,873.806
2007-01-11,884.707
2007-01-12,892.915
2007-01-15,896.382
2007-01-16,892.475
2007-01-17,888.836
2007-01-18,886.162
2007-01-19,895.019
2007-01-22,892.847
2007-01-23,897.865
2007-01-24,899.565
2007-01-25,900.86
2007-01-26,889.176
2007-01-29,896.212
2007-01-30,901.02
2007-01-31,901.502
2007-02-01,909.445
2007-02-02,909.551
2007-02-05,907.386
2007-02-06,918.201
2007-02-07,934.463
2007-02-08,933.746
2007-02-09,933.114
2007-02-12,922.581
2007-02-13,928.352
2007-02-14,941.967
2007-02-15,941.379
2007-02-16,936.728
2007-02-19,941.289
2007-02-20,939.265
2007-02-21,931.971
2007-02-22,927.367
2007-02-23,930.391
2007-02-26,938.282
2007-02-27,915.489
2007-02-28,897.367
2007-03-01,881.813
2007-03-02,871.928
2007-03-05,854.499
2007-03-06,860.205
2007-03-07,865.863
2007-03-08,886.717
2007-03-09,890.483
2007-03-12,887.231
2007-03-13,878.243
2007-03-14,856.608
2007-03-15,883.466
2007-03-16,889.663
2007-03-19,911.079
2007-03-20,915.132
2007-03-21,917.497
2007-03-22,933.918
2007-03-23,932.791
2007-03-26,925.718
2007-03-27,931.92
2007-03-28,931.429
2007-03-29,936.963
2007-03-30,935.817
2007-04-02,947.972
2007-04-03,964.474
2007-04-04,963.974
2007-04-05,969.022
2007-04-06,969.022
2007-04-09,963.974
2007-04-10,972.168
2007-04-11,970.447
2007-04-12,966.621
2007-04-13,973.643
2007-04-16,979.489
2007-04-17,978.979
2007-04-18,973.642
2007-04-19,973.13
2007-04-20,994.5
2007-04-23,985.213
2007-04-24,965.283
2007-04-25,969.317
2007-04-26,965.31
2007-04-27,956.339
2007-04-30,953.242
2007-05-01,949.679
2007-05-02,953.998
2007-05-03,949.84
2007-05-04,967.354
2007-05-07,973.24
2007-05-08,959.493
2007-05-09,965.469
2007-05-10,960.187
2007-05-11,970.86
2007-05-14,969.61
2007-05-15,983.658
2007-05-16,987.124
2007-05-17,987.631
2007-05-18,991.922
2007-05-21,988.68
2007-05-22,990.174
2007-05-23,1004.111
2007-05-24,991.462
2007-05-25,988.178
2007-05-28,991.66
2007-05-29,997.82
2007-05-30,990.198
2007-05-31,1000.0
2007-06-01,1005.964
2007-06-04,1005.079
2007-06-05,1001.77
2007-06-06,972.88
2007-06-07,957.157
2007-06-08,954.815
2007-06-11,958.832
2007-06-12,947.074
2007-06-13,950.965
2007-06-14,968.116
2007-06-15,982.948
2007-06-18,973.35
2007-06-19,966.537
2007-06-20,970.405
2007-06-21,958.514
2007-06-22,952.242
2007-06-25,958.178
2007-06-26,954.256
2007-06-27,949.447
2007-06-28,960.029
2007-06-29,967.361
2007-07-02,972.154
2007-07-03,972.728
2007-07-04,981.985
2007-07-05,977.871
2007-07-06,989.343
2007-07-09,984.208
2007-07-10,981.594
2007-07-11,982.762
2007-07-12,995.381
2007-07-13,1001.257
2007-07-16,1010.121
2007-07-17,1014.486
2007-07-18,1012.215
2007-07-19,1022.451
2007-07-20,1002.987
2007-07-23,1010.462
2007-07-24,1002.654
2007-07-25,998.182
2007-07-26,973.576
2007-07-27,971.948
2007-07-30,968.122
2007-07-31,987.579
2007-08-01,977.471
2007-08-02,985.95
2007-08-03,984.515
2007-08-06,978.658
2007-08-07,990.504
2007-08-08,1016.011
2007-08-09,998.638
2007-08-10,970.202
2007-08-13,985.167
2007-08-14,971.988
2007-08-15,963.144
2007-08-16,923.928
2007-08-17,944.757
2007-08-20,946.744
2007-08-21,948.276
2007-08-22,956.912
2007-08-23,957.924
2007-08-24,965.388
2007-08-27,965.352
2007-08-28,953.719
2007-08-29,956.97
2007-08-30,964.888
2007-08-31,977.25
2007-09-03,982.175
2007-09-04,982.776
2007-09-05,962.812
2007-09-06,962.762
2007-09-07,948.593
2007-09-10,942.086
2007-09-11,963.386
2007-09-12,974.341
2007-09-13,985.371
2007-09-14,965.757
2007-09-17,954.366
2007-09-18,979.434
2007-09-19,1015.33
2007-09-20,1018.534
2007-09-21,1019.921
2007-09-24,1022.565
2007-09-25,1009.314
2007-09-26,1024.763
2007-09-27,1030.624
2007-09-28,1037.768
2007-10-01,1039.615
2007-10-02,1045.816
2007-10-03,1043.116
2007-10-04,1034.051
2007-10-05,1050.197
2007-10-08,1037.863
2007-10-09,1042.869
2007-10-10,1051.478
2007-10-11,1090.164
2007-10-12,1104.893
2007-10-15,1102.479
2007-10-16,1108.976
2007-10-17,1122.108
2007-10-18,1131.62
2007-10-19,1128.865
2007-10-22,1110.463
2007-10-23,1122.652
2007-10-24,1107.622
2007-10-25,1120.195
2007-10-26,1145.345
2007-10-29,1153.846
2007-10-30,1154.018
2007-10-31,1166.195
2007-11-01,1156.885
2007-11-02,1169.773
2007-11-05,1170.918
2007-11-06,1182.404
2007-11-07,1185.325
2007-11-08,1186.222
2007-11-09,1163.553
2007-11-12,1160.32
2007-11-13,1177.117
2007-11-14,1188.742
2007-11-15,1177.735
2007-11-16,1183.581
2007-11-19,1171.462
2007-11-20,1194.596
2007-11-21,1172.987
2007-11-22,1168.803
2007-11-23,1169.198
2007-11-26,1170.18
2007-11-27,1173.845
2007-11-28,1188.894
2007-11-29,1197.525
2007-11-30,1194.306
2007-12-03,1192.568
2007-12-04,1207.408
2007-12-05,1198.061
2007-12-06,1181.494
2007-12-07,1190.673
2007-12-10,1198.68
2007-12-11,1204.408
2007-12-12,1199.844
2007-12-13,1164.804
2007-12-14,1154.027
2007-12-17,1133.649
2007-12-18,1134.902
2007-12-19,1121.301
2007-12-20,1117.746
2007-12-21,1135.813
2007-12-24,1138.342
2007-12-25,1138.342
2007-12-26,1146.166
2007-12-27,1148.255
2007-12-28,1147.308
2007-12-31,1140.754
2008-01-01,1140.754
2008-01-02,1138.375
2008-01-03,1122.594
2008-01-04,1114.283
2008-01-07,1134.539
2008-01-08,1148.544
2008-01-09,1144.702
2008-01-10,1152.027
2008-01-11,1136.816
2008-01-14,1144.775
2008-01-15,1114.331
2008-01-16,1091.362
2008-01-17,1090.907
2008-01-18,1084.757
2008-01-21,998.19
2008-01-22,1011.707
2008-01-23,955.632
2008-01-24,1024.6
2008-01-25,1019.699
2008-01-28,1013.922
2008-01-29,1027.583
2008-01-30,1019.851
2008-01-31,1032.121
2008-02-01,1048.21
2008-02-04,1048.664
2008-02-05,986.035
2008-02-06,1008.379
2008-02-07,990.303
2008-02-08,991.305
2008-02-11,981.505
2008-02-12,1021.09
2008-02-13,1010.491
2008-02-14,1015.601
2008-02-15,1000.705
2008-02-18,1013.474
2008-02-19,1015.529
2008-02-20,994.864
2008-02-21,1016.628
2008-02-22,1006.355
2008-02-25,1016.383
2008-02-26,1035.144
2008-02-27,1051.759
2008-02-28,1041.537
2008-02-29,1036.505
2008-03-03,1014.005
2008-03-04,995.923
2008-03-05,1019.229
2008-03-06,1017.76
2008-03-07,1010.246
2008-03-10,1008.985
2008-03-11,1029.318
2008-03-12,1042.355
2008-03-13,1042.893
2008-03-14,1041.009
2008-03-17,1025.491
2008-03-18,1049.992
2008-03-19,1025.68
2008-03-20,1003.407
2008-03-21,1003.407
2008-03-24,1001.975
2008-03-25,1055.615
2008-03-26,1061.589
2008-03-27,1074.368
2008-03-28,1062.946
2008-03-31,1050.134
2008-04-01,1067.625
2008-04-02,1072.664
2008-04-03,1066.254
2008-04-04,1088.026
2008-04-07,1093.988
2008-04-08,1073.882
2008-04-09,1074.586
2008-04-10,1072.997
2008-04-11,1051.342
2008-04-14,1042.418
2008-04-15,1054.69
2008-04-16,1081.179
2008-04-17,1066.44
2008-04-18,1079.884
2008-04-21,1077.694
2008-04-22,1070.446
2008-04-23,1073.658
2008-04-24,1053.982
2008-04-25,1064.114
2008-04-28,1067.914
2008-04-29,1045.215
2008-04-30,1048.138
2008-05-01,1040.161
2008-05-02,1062.302
2008-05-05,1070.434
2008-05-06,1063.851
2008-05-07,1054.245
2008-05-08,1059.326
2008-05-09,1053.51
2008-05-12,1071.708
2008-05-13,1077.704
2008-05-14,1087.949
2008-05-15,1084.893
2008-05-16,1082.776
2008-05-19,1086.095
2008-05-20,1072.937
2008-05-21,1069.027
2008-05-22,1073.059
2008-05-23,1057.885
2008-05-26,1064.032
2008-05-27,1045.95
2008-05-28,1042.177
2008-05-29,1042.754
2008-05-30,1048.029
2008-06-02,1019.708
2008-06-03,1029.506
2008-06-04,1020.489
2008-06-05,1022.089
2008-06-06,1009.4
2008-06-09,1004.998
2008-06-10,982.927
2008-06-11,982.407
2008-06-12,993.778
2008-06-13,997.776
2008-06-16,991.957
2008-06-17,996.091
2008-06-18,983.158
2008-06-19,976.192
2008-06-20,968.454
2008-06-23,961.631
2008-06-24,953.179
2008-06-25,969.53
2008-06-26,959.088
2008-06-27,960.857
2008-06-30,965.004
2008-07-01,950.959
2008-07-02,969.486
2008-07-03,975.559
2008-07-04,968.152
2008-07-07,993.303
2008-07-08,972.382
2008-07-09,991.821
2008-07-10,976.893
2008-07-11,957.463
2008-07-14,961.85
2008-07-15,945.913
2008-07-16,951.112
2008-07-17,984.815
2008-07-18,997.163
2008-07-21,980.931
2008-07-22,946.432
2008-07-23,950.06
2008-07-24,930.46
2008-07-25,925.085
2008-07-28,923.752
2008-07-29,934.396
2008-07-30,950.07
2008-07-31,965.287
2008-08-01,943.482
2008-08-04,943.802
2008-08-05,954.316
2008-08-06,948.298
2008-08-07,940.846
2008-08-08,924.229
2008-08-11,936.805
2008-08-12,928.428
2008-08-13,909.94
2008-08-14,905.036
2008-08-15,895.623
2008-08-18,898.17
2008-08-19,877.014
2008-08-20,886.255
2008-08-21,883.419
2008-08-22,896.925
2008-08-25,885.058
2008-08-26,884.548
2008-08-27,895.84
2008-08-28,906.463
2008-08-29,907.331
2008-09-01,900.617
2008-09-02,911.501
2008-09-03,904.228
2008-09-04,875.789
2008-09-05,840.885
2008-09-08,863.199
2008-09-09,843.193
2008-09-10,830.918
2008-09-11,824.869
2008-09-12,861.348
2008-09-15,833.516
2008-09-16,827.867
2008-09-17,824.83
2008-09-18,834.584
2008-09-19,886.379
2008-09-22,885.989
2008-09-23,874.744
2008-09-24,854.843
2008-09-25,885.637
2008-09-26,876.762
2008-09-29,839.548
2008-09-30,815.264
2008-10-01,827.703
2008-10-02,805.494
2008-10-03,822.685
2008-10-06,755.641
2008-10-07,772.283
2008-10-08,732.197
2008-10-09,702.763
2008-10-10,634.235
2008-10-13,709.504
2008-10-14,734.89
2008-10-15,697.266
2008-10-16,661.538
2008-10-17,697.641
2008-10-20,715.715
2008-10-21,696.71
2008-10-22,628.793
2008-10-23,619.585
2008-10-24,591.957
2008-10-27,554.185
2008-10-28,551.21
2008-10-29,615.338
2008-10-30,622.33
2008-10-31,629.851
2008-11-03,645.763
2008-11-04,692.402
2008-11-05,699.442
2008-11-06,643.913
2008-11-07,660.779
2008-11-10,668.392
2008-11-11,644.149
2008-11-12,635.351
2008-11-13,642.456
2008-11-14,662.997
2008-11-17,643.51
2008-11-18,651.575
2008-11-19,641.911
2008-11-20,626.166
2008-11-21,614.108
2008-11-24,680.926
2008-11-25,694.494
2008-11-26,686.828
2008-11-27,690.658
2008-11-28,686.733
2008-12-01,659.438
2008-12-02,682.75
2008-12-03,688.237
2008-12-04,690.133
2008-12-05,659.119
2008-12-08,707.898
2008-12-09,706.355
2008-12-10,716.064
2008-12-11,733.268
2008-12-12,729.858
2008-12-15,752.088
2008-12-16,766.345
2008-12-17,804.829
2008-12-18,818.136
2008-12-19,784.184
2008-12-22,771.325
2008-12-23,770.298
2008-12-24,772.757
2008-12-25,772.757
2008-12-26,776.486
2008-12-29,783.85
2008-12-30,794.29
2008-12-31,780.588
2009-01-01,780.588
2009-01-02,805.742
2009-01-05,798.922
2009-01-06,784.266
2009-01-07,785.256
2009-01-08,782.476
2009-01-09,761.846
2009-01-12,743.901
2009-01-13,728.374
2009-01-14,704.069
2009-01-15,692.795
2009-01-16,706.904
2009-01-19,703.228
2009-01-20,688.485
2009-01-21,681.045
2009-01-22,679.026
2009-01-23,676.597
2009-01-26,702.007
2009-01-27,690.861
2009-01-28,704.723
2009-01-29,675.891
2009-01-30,660.51
2009-02-02,652.22
2009-02-03,672.713
2009-02-04,676.813
2009-02-05,671.577
2009-02-06,682.789
2009-02-09,695.128
2009-02-10,679.364
2009-02-11,669.43
2009-02-12,652.788
2009-02-13,673.013
2009-02-16,659.093
2009-02-17,641.598
2009-02-18,634.939
2009-02-19,646.387
2009-02-20,629.81
2009-02-23,637.933
2009-02-24,638.474
2009-02-25,636.425
2009-02-26,664.408
2009-02-27,654.063
2009-03-02,630.409
2009-03-03,629.966
2009-03-04,637.466
2009-03-05,618.03
2009-03-06,616.131
2009-03-09,600.587
2009-03-10,623.219
2009-03-11,624.734
2009-03-12,637.619
2009-03-13,650.231
2009-03-16,674.366
2009-03-17,677.106
2009-03-18,683.999
2009-03-19,712.39
2009-03-20,702.648
2009-03-23,716.733
2009-03-24,715.429
2009-03-25,723.079
2009-03-26,723.351
2009-03-27,698.685
2009-03-30,675.151
2009-03-31,694.053
2009-04-01,699.272
2009-04-02,725.934
2009-04-03,718.798
2009-04-06,717.968
2009-04-07,713.244
2009-04-08,709.705
2009-04-09,714.43
2009-04-10,714.43
2009-04-13,720.488
2009-04-14,717.137
2009-04-15,708.039
2009-04-16,717.976
2009-04-17,722.598
2009-04-20,697.416
2009-04-21,692.143
2009-04-22,704.665
2009-04-23,704.07
2009-04-24,717.607
2009-04-27,702.443
2009-04-28,692.494
2009-04-29,709.511
2009-04-30,707.584
2009-05-01,707.691
2009-05-04,725.024
2009-05-05,727.736
2009-05-06,734.309
2009-05-07,742.365
2009-05-08,748.392
2009-05-11,749.883
2009-05-12,762.216
2009-05-13,751.454
2009-05-14,746.191
2009-05-15,742.848
2009-05-18,744.829
2009-05-19,758.147
2009-05-20,772.213
2009-05-21,765.253
2009-05-22,780.094
2009-05-25,784.286
2009-05-26,787.308
2009-05-27,788.265
2009-05-28,788.485
2009-05-29,799.333
2009-06-01,805.035
2009-06-02,817.745
2009-06-03,804.025
2009-06-04,802.844
2009-06-05,794.903
2009-06-08,781.651
2009-06-09,796.216
2009-06-10,803.102
2009-06-11,812.259
2009-06-12,807.683
2009-06-15,788.654
2009-06-16,791.157
2009-06-17,785.883
2009-06-18,799.04
2009-06-19,800.913
2009-06-22,788.846
2009-06-23,802.997
2009-06-24,821.718
2009-06-25,823.483
2009-06-26,832.668
2009-06-29,837.001
2009-06-30,830.237
2009-07-01,847.44
2009-07-02,822.871
2009-07-03,821.848
2009-07-06,811.128
2009-07-07,812.152
2009-07-08,799.465
2009-07-09,810.995
2009-07-10,798.604
2009-07-13,813.884
2009-07-14,813.316
2009-07-15,836.746
2009-07-16,847.547
2009-07-17,852.979
2009-07-20,863.894
2009-07-21,864.552
2009-07-22,866.606
2009-07-23,889.265
2009-07-24,889.986
2009-07-27,899.193
2009-07-28,904.044
2009-07-29,896.862
2009-07-30,914.615
2009-07-31,906.103
2009-08-03,924.498
2009-08-04,922.62
2009-08-05,903.704
2009-08-06,900.485
2009-08-07,910.334
2009-08-10,902.519
2009-08-11,898.881
2009-08-12,904.42
2009-08-13,915.115
2009-08-14,893.609
2009-08-17,859.558
2009-08-18,870.025
2009-08-19,875.677
2009-08-20,894.428
2009-08-21,916.812
2009-08-24,923.975
2009-08-25,931.287
2009-08-26,921.787
2009-08-27,917.432
2009-08-28,932.096
2009-08-31,925.905
2009-09-01,911.845
2009-09-02,899.218
2009-09-03,898.283
2009-09-04,903.564
2009-09-07,928.549
2009-09-08,945.058
2009-09-09,961.06
2009-09-10,956.286
2009-09-11,969.809
2009-09-14,977.399
2009-09-15,984.814
2009-09-16,1003.528
2009-09-17,1004.75
2009-09-18,996.052
2009-09-21,997.335
2009-09-22,1012.591
2009-09-23,1012.753
2009-09-24,997.271
2009-09-25,990.89
2009-09-28,1009.05
2009-09-29,999.011
2009-09-30,996.971
2009-10-01,979.793
2009-10-02,975.486
2009-10-05,1005.182
2009-10-06,1025.8
2009-10-07,1007.455
2009-10-08,1022.995
2009-10-09,1019.31
2009-10-12,1015.011
2009-10-13,1006.768
2009-10-14,1030.057
2009-10-15,1029.984
2009-10-16,1010.009
2009-10-19,1025.557
2009-10-20,1020.548
2009-10-21,1029.349
2009-10-22,1034.695
2009-10-23,1028.271
2009-10-26,1014.512
2009-10-27,1008.596
2009-10-28,1005.01
2009-10-29,1019.368
2009-10-30,1003.452
2009-11-02,1012.369
2009-11-03,987.896
2009-11-04,1006.821
2009-11-05,1028.317
2009-11-06,1025.9
2009-11-09,1056.185
2009-11-10,1051.887
2009-11-11,1052.335
2009-11-12,1054.22
2009-11-13,1056.178
2009-11-16,1067.395
2009-11-17,1059.78
2009-11-18,1079.476
2009-11-19,1056.386
2009-11-20,1042.691
2009-11-23,1066.177
2009-11-24,1063.838
2009-11-25,1079.576
2009-11-26,1055.232
2009-11-27,1062.143
2009-11-30,1054.763
2009-12-01,1081.202
2009-12-02,1083.805
2009-12-03,1083.58
2009-12-04,1076.556
2009-12-07,1065.472
2009-12-08,1043.207
2009-12-09,1029.617
2009-12-10,1040.068
2009-12-11,1040.781
2009-12-14,1045.343
2009-12-15,1042.708
2009-12-16,1043.532
2009-12-17,1012.862
2009-12-18,1006.849
2009-12-21,1025.283
2009-12-22,1024.147
2009-12-23,1037.196
2009-12-24,1038.969
2009-12-25,1038.969
2009-12-28,1043.876
2009-12-29,1044.881
2009-12-30,1028.39
2009-12-31,1031.734
2010-01-01,1031.734
2010-01-04,1054.071
2010-01-05,1051.781
2010-01-06,1044.05
2010-01-07,1029.259
2010-01-08,1016.746
2010-01-11,1008.213
2010-01-12,1005.441
2010-01-13,1009.906
2010-01-14,1007.789
2010-01-15,992.985
2010-01-18,997.868
2010-01-19,1004.374
2010-01-20,967.932
2010-01-21,954.741
2010-01-22,955.232
2010-01-25,947.379
2010-01-26,950.889
2010-01-27,937.269
2010-01-28,912.237
2010-01-29,913.344
2010-02-01,913.281
2010-02-02,921.594
2010-02-03,908.653
2010-02-04,865.623
2010-02-05,849.638
2010-02-08,865.024
2010-02-09,865.795
2010-02-10,874.244
2010-02-11,854.428
2010-02-12,854.138
2010-02-15,859.093
2010-02-16,873.598
2010-02-17,879.035
2010-02-18,886.754
2010-02-19,886.367
2010-02-22,882.739
2010-02-23,864.297
2010-02-24,869.303
2010-02-25,858.304
2010-02-26,881.864
2010-03-01,883.345
2010-03-02,894.722
2010-03-03,906.173
2010-03-04,901.695
2010-03-05,918.985
2010-03-08,924.917
2010-03-09,914.636
2010-03-10,927.161
2010-03-11,921.457
2010-03-12,928.488
2010-03-15,910.963
2010-03-16,925.607
2010-03-17,932.589
2010-03-18,919.137
2010-03-19,911.659
2010-03-22,904.311
2010-03-23,911.097
2010-03-24,892.908
2010-03-25,908.332
2010-03-26,908.062
2010-03-29,913.911
2010-03-30,901.73
2010-03-31,900.304
2010-04-01,910.887
2010-04-02,910.887
2010-04-05,908.801
2010-04-06,905.481
2010-04-07,895.467
2010-04-08,889.516
2010-04-09,915.644
2010-04-12,929.975
2010-04-13,926.861
2010-04-14,935.613
2010-04-15,929.585
2010-04-16,904.155
2010-04-19,900.722
2010-04-20,900.165
2010-04-21,882.497
2010-04-22,864.835
2010-04-23,882.339
2010-04-26,877.765
2010-04-27,848.486
2010-04-28,826.422
2010-04-29,845.603
2010-04-30,856.133
2010-05-03,852.27
2010-05-04,810.848
2010-05-05,784.914
2010-05-06,760.304
2010-05-07,737.853
2010-05-10,831.963
2010-05-11,799.993
2010-05-12,804.166
2010-05-13,784.042
2010-05-14,732.73
2010-05-17,735.529
2010-05-18,760.74
2010-05-19,747.068
2010-05-20,744.261
2010-05-21,763.962
2010-05-24,746.677
2010-05-25,722.389
2010-05-26,721.824
2010-05-27,749.337
2010-05-28,764.929
2010-05-31,758.887
2010-06-01,760.364
2010-06-02,756.853
2010-06-03,758.147
2010-06-04,731.97
2010-06-07,721.236
2010-06-08,707.341
2010-06-09,746.657
2010-06-10,762.825
2010-06-11,786.636
2010-06-14,789.691
2010-06-15,798.401
2010-06-16,792.254
2010-06-17,801.453
2010-06-18,816.099
2010-06-21,821.223
2010-06-22,819.756
2010-06-23,809.835
2010-06-24,797.671
2010-06-25,797.266
2010-06-28,809.19
2010-06-29,770.456
2010-06-30,774.415
2010-07-01,780.969
2010-07-02,802.014
2010-07-05,832.704
2010-07-06,864.28
2010-07-07,866.481
2010-07-08,874.945
2010-07-09,873.646
2010-07-12,859.572
2010-07-13,882.706
2010-07-14,891.123
2010-07-15,897.685
2010-07-16,891.985
2010-07-19,882.399
2010-07-20,884.198
2010-07-21,878.896
2010-07-22,905.74
2010-07-23,906.387
2010-07-26,922.635
2010-07-27,913.605
2010-07-28,912.014
2010-07-29,913.474
2010-07-30,899.698
2010-08-02,925.535
2010-08-03,937.22
2010-08-04,922.738
2010-08-05,922.174
2010-08-06,918.258
2010-08-09,932.294
2010-08-10,912.75
2010-08-11,884.143
2010-08-12,878.931
2010-08-13,873.585
2010-08-16,886.545
2010-08-17,902.732
2010-08-18,910.34
