Date,SPAIN LARGE GROWTH Large Cap
1994-05-31,236.241
1994-06-30,222.04
1994-07-29,237.053
1994-08-31,234.582
1994-09-30,227.259
1994-10-31,238.6
1994-11-30,230.911
1994-12-30,215.537
1995-01-31,216.03
1995-02-28,222.782
1995-03-31,221.031
1995-04-28,243.698
1995-05-31,247.18
1995-06-30,253.831
1995-07-31,270.352
1995-08-31,261.299
1995-09-29,262.806
1995-10-31,261.833
1995-11-30,272.341
1995-12-29,287.552
1996-01-31,281.082
1996-02-29,301.168
1996-03-29,306.328
1996-04-30,317.998
1996-05-31,311.4
1996-06-28,329.322
1996-07-31,311.538
1996-08-30,310.003
1996-09-30,306.568
1996-10-31,308.674
1996-11-29,332.226
1996-12-31,353.777
1997-01-31,342.74
1997-02-28,323.899
1997-03-31,335.648
1997-04-30,353.117
1997-05-30,376.133
1997-06-30,408.1
1997-07-31,390.319
1997-08-29,381.06
1997-09-30,416.958
1997-10-31,371.138
1997-11-28,384.085
1997-12-31,390.438
1998-01-30,421.979
1998-02-27,486.178
1998-03-31,536.677
1998-04-30,548.937
1998-05-29,540.912
1998-06-30,553.512
1998-07-31,605.612
1998-08-31,447.212
1998-09-30,410.375
1998-10-30,499.845
1998-11-30,541.145
1998-12-31,549.262
1999-01-29,537.539
1999-02-26,538.043
1999-03-31,525.299
1999-04-30,547.836
1999-05-31,540.032
1999-06-30,536.69
1999-07-30,508.789
1999-08-31,519.472
1999-09-30,519.495
1999-10-29,529.073
1999-11-30,611.995
1999-12-31,686.68
2000-01-31,688.433
2000-02-29,810.029
2000-03-31,699.977
2000-04-28,623.177
2000-05-31,564.069
2000-06-30,592.148
2000-07-31,580.81
2000-08-31,556.123
2000-09-29,566.732
2000-10-31,522.755
2000-11-30,434.84
2000-12-29,481.744
2001-01-31,530.026
2001-02-28,470.744
2001-03-30,442.355
2001-04-30,473.129
2001-05-31,433.155
2001-06-29,394.848
2001-07-31,381.03
2001-08-31,382.85
2001-09-28,349.751
2001-10-31,370.426
2001-11-30,411.388
2001-12-31,407.13
2002-01-31,377.789
2002-02-28,381.123
2002-03-29,383.747
2002-04-30,391.27
2002-05-31,391.994
2002-06-28,334.354
2002-07-31,308.402
2002-08-30,323.364
2002-09-30,259.235
2002-10-31,324.064
2002-11-29,356.577
2002-12-31,325.799
2003-01-31,327.509
2003-02-28,329.212
2003-03-31,321.149
2003-04-30,380.142
2003-05-30,386.591
2003-06-30,402.69
2003-07-31,411.1
2003-08-29,411.39
2003-09-30,404.576
2003-10-31,435.575
2003-11-28,452.421
2003-12-31,510.157
2004-01-30,525.579
2004-02-27,548.497
2004-03-31,518.098
2004-04-30,510.773
2004-05-31,509.862
2004-06-30,516.601
2004-07-30,512.208
2004-08-31,504.83
2004-09-30,527.966
2004-10-29,584.286
2004-11-30,627.651
2004-12-31,674.273
2005-01-31,650.629
2005-02-28,663.929
2005-03-31,629.1
2005-04-29,610.476
2005-05-31,611.19
2005-06-30,611.8
2005-07-29,644.217
2005-08-31,635.411
2005-09-30,640.952
2005-10-31,620.779
2005-11-30,596.516
2005-12-30,606.783
2006-01-31,642.798
2006-02-28,654.366
2006-03-31,674.013
2006-04-28,704.25
2006-05-31,697.899
2006-06-30,709.279
2006-07-31,730.148
2006-08-31,759.516
2006-09-29,790.439
2006-10-31,843.341
2006-11-30,869.251
2006-12-29,884.066
2007-01-31,903.196
2007-02-28,899.053
2007-03-30,937.481
2007-04-30,954.247
2007-05-31,1000.0
2007-06-29,967.315
2007-07-31,986.527
2007-08-31,976.055
2007-09-28,1036.5
2007-10-31,1164.131
2007-11-30,1190.767
2007-12-31,1137.374
2008-01-31,1028.59
2008-02-29,1032.96
2008-03-31,1046.542
2008-04-30,1044.448
2008-05-30,1041.945
2008-06-30,959.402
2008-07-31,958.455
2008-08-29,900.627
2008-09-30,809.24
2008-10-31,625.102
2008-11-28,679.156
2008-12-31,771.976
2009-01-30,652.444
2009-02-27,646.075
2009-03-31,685.576
2009-04-30,698.845
2009-05-29,786.483
2009-06-30,816.891
2009-07-31,891.206
2009-08-31,910.683
2009-09-30,980.58
2009-10-30,986.773
2009-11-30,1033.362
2009-12-31,1010.8
2010-01-29,894.596
2010-02-26,863.763
2010-03-31,881.824
2010-04-30,838.56
2010-05-31,738.712
2010-06-30,753.826
2010-07-30,874.289
2010-08-31,863.76
2010-09-30,1004.489
2010-10-29,1054.674
2010-11-30,924.285
2010-12-31,986.918
2011-01-31,1050.279
2011-02-28,1031.75
2011-03-31,1109.235
2011-04-29,1205.493
2011-05-31,1187.461
2011-06-30,1195.564
2011-07-29,1145.579
2011-08-31,1063.152
2011-09-30,1041.007
2011-10-31,1134.906
2011-11-30,1083.507
2011-12-30,1053.682
2012-01-31,1035.402
2012-02-29,1048.484
2012-03-30,1030.621
2012-04-30,883.141
2012-05-31,753.684
2012-06-29,932.433
2012-07-31,922.925
2012-08-31,997.869
2012-09-28,1110.082
2012-10-31,1138.657
2012-11-30,1223.165
2012-12-31,1251.736
2013-01-31,1265.065
2013-02-28,1220.089
2013-03-29,1203.185
2013-04-30,1232.79
2013-05-31,1151.71
2013-06-28,1143.317
2013-07-31,1233.953
2013-08-30,1224.746
2013-09-30,1429.921
2013-10-31,1525.62
2013-11-29,1489.834
2013-12-31,1517.776
2014-01-31,1454.522
2014-02-28,1487.525
2014-03-31,1523.949
2014-04-30,1579.385
2014-05-30,1619.709
2014-06-30,1634.94
2014-07-31,1581.159
2014-08-29,1550.727
2014-09-30,1513.278
2014-10-31,1475.196
2014-11-28,1497.831
2014-12-31,1386.993
2015-01-30,1298.775
2015-02-27,1446.571
2015-03-31,1467.143
2015-04-30,1482.567
2015-05-29,1465.956
2015-06-30,1418.515
2015-07-31,1507.52
2015-08-31,1419.217
2015-09-30,1384.803
2015-10-30,1470.081
2015-11-30,1403.106
2015-12-31,1366.112
2016-01-29,1254.158
2016-02-29,1223.591
2016-03-31,1307.907
2016-04-29,1321.187
2016-05-31,1331.554
2016-06-30,1241.798
2016-07-29,1320.788
2016-08-31,1318.941
2016-09-30,1386.47
2016-10-31,1333.199
2016-11-30,1287.534
2016-12-30,1302.044
2017-01-31,1309.642
2017-02-28,1302.523
2017-03-31,1428.991
2017-04-28,1548.784
2017-05-31,1677.678
2017-06-30,1638.927
2017-07-31,1681.221
2017-08-31,1665.965
2017-09-29,1657.218
2017-10-31,1674.081
2017-11-30,1693.02
2017-12-29,1691.062
2018-01-31,1799.516
2018-02-28,1630.75
2018-03-30,1630.972
2018-04-30,1656.303
2018-05-31,1661.566
2018-06-29,1691.845
2018-07-31,1738.752
2018-08-31,1712.665
2018-09-28,1699.254
2018-10-31,1572.931
2018-11-30,1587.159
2018-12-31,1458.525
2019-01-31,1576.739
2019-02-28,1642.41
2019-03-29,1659.142
2019-04-30,1703.819
2019-05-31,1603.788
2019-06-28,1731.334
2019-07-31,1719.867
2019-08-30,1708.34
2019-09-30,1688.682
2019-10-31,1726.32
2019-11-29,1779.962
2019-12-31,1895.075
2020-01-31,1845.292
2020-02-28,1655.234
2020-03-31,1270.155
2020-04-30,1296.52
2020-05-29,1422.529
2020-06-30,1406.187
2020-07-31,1400.195
2020-08-31,1479.176
2020-09-30,1447.123
2020-10-30,1332.06
2020-11-30,1670.32
2020-12-31,1671.988
2021-01-29,1536.279
2021-02-26,1611.77
2021-03-31,1633.846
2021-04-30,1708.25
2021-05-31,1827.45
2021-06-30,1765.267
2021-07-30,1724.426
2021-08-31,1733.271
2021-09-30,1756.105
2021-10-29,1742.412
2021-11-30,1570.03
2021-12-31,1645.25
2022-01-31,1498.271
2022-02-28,1450.606
2022-03-31,1396.237
2022-04-29,1336.001
2022-05-31,1361.652
2022-06-30,1224.634
2022-07-29,1314.143
2022-08-31,1194.559
2022-09-30,1056.104
2022-10-31,1152.108
2022-11-30,1234.467
2022-12-30,1237.368
2023-01-31,1468.99
2023-02-28,1460.887
2023-03-31,1552.98
2023-04-28,1636.82
2023-05-31,1602.756
2023-06-30,1727.667
2023-07-31,1713.047
2023-08-31,1660.087
2023-09-29,1551.43
2023-10-31,1433.974
2023-11-30,1741.339
2023-12-29,1824.144
2024-01-31,1817.011
2024-02-29,1734.087
2024-03-29,1885.285
2024-04-30,1774.491
2024-05-31,1901.895
2024-06-28,1887.901
2024-07-31,1878.995
2024-08-30,2030.608
2024-09-30,2181.375
2024-10-31,2100.842
2024-11-29,2064.359
2024-12-31,1971.447
2025-01-31,2081.877
2025-02-28,2115.511
2025-03-31,2056.977
2025-04-30,2243.761
2025-05-30,2299.445
2025-06-30,2308.654
2025-07-31,2240.335
2025-08-29,2364.871
2025-09-30,2462.664
2025-10-31,2471.047
2025-11-28,2494.677
2025-12-31,2688.099
