Date,WORLD ex USA LARGE VALUE Large Cap
2024-09-30,1694.646
2024-10-31,1622.779
2024-11-29,1620.116
2024-12-31,1587.151
2025-01-31,1668.107
2025-02-28,1727.933
2025-03-31,1765.697
2025-04-30,1835.914
2025-05-30,1910.765
2025-06-30,1941.52
2025-07-31,1952.087
2025-08-29,2067.13
