Date,WORLD ex USA LARGE VALUE Large Cap
2001-11-29,412.361
2001-11-30,415.494
2001-12-03,410.107
2001-12-04,411.996
2001-12-05,421.164
2001-12-06,423.457
2001-12-07,418.653
2001-12-10,411.624
2001-12-11,410.961
2001-12-12,412.451
2001-12-13,406.484
2001-12-14,405.433
2001-12-17,411.36
2001-12-18,410.503
2001-12-19,408.016
2001-12-20,406.25
2001-12-21,408.087
2001-12-24,406.572
2001-12-25,406.464
2001-12-26,406.306
2001-12-27,414.026
2001-12-28,416.207
2001-12-31,417.803
2002-01-01,417.803
2002-01-02,417.648
2002-01-03,422.251
2002-01-04,424.194
2002-01-07,420.964
2002-01-08,416.627
2002-01-09,415.139
2002-01-10,412.794
2002-01-11,412.655
2002-01-14,407.989
2002-01-15,407.965
2002-01-16,403.886
2002-01-17,406.239
2002-01-18,406.62
2002-01-21,406.211
2002-01-22,403.577
2002-01-23,405.291
2002-01-24,407.557
2002-01-25,404.285
2002-01-28,407.94
2002-01-29,402.075
2002-01-30,397.903
2002-01-31,401.846
2002-02-01,401.457
2002-02-04,399.628
2002-02-05,393.576
2002-02-06,390.393
2002-02-07,393.278
2002-02-08,394.981
2002-02-11,400.211
2002-02-12,401.157
2002-02-13,403.12
2002-02-14,406.442
2002-02-15,404.573
2002-02-18,402.439
2002-02-19,395.073
2002-02-20,391.979
2002-02-21,397.214
2002-02-22,397.214
2002-02-25,399.979
2002-02-26,400.67
2002-02-27,404.026
2002-02-28,405.112
2002-03-01,410.215
2002-03-04,423.233
2002-03-05,421.33
2002-03-06,424.542
2002-03-07,432.098
2002-03-08,431.462
2002-03-11,432.103
2002-03-12,426.591
2002-03-13,425.696
2002-03-14,428.901
2002-03-15,433.255
2002-03-18,431.329
2002-03-19,435.743
2002-03-20,433.469
2002-03-21,431.469
2002-03-22,429.402
2002-03-25,426.133
2002-03-26,426.348
2002-03-27,426.876
2002-03-28,431.353
2002-03-29,429.058
2002-04-01,430.814
2002-04-02,430.675
2002-04-03,431.89
2002-04-04,430.113
2002-04-05,429.067
2002-04-08,424.14
2002-04-09,424.184
2002-04-10,429.633
2002-04-11,425.144
2002-04-12,424.7
2002-04-15,428.299
2002-04-16,435.05
2002-04-17,437.616
2002-04-18,439.6
2002-04-19,440.497
2002-04-22,440.289
2002-04-23,439.169
2002-04-24,438.7
2002-04-25,437.704
2002-04-26,435.492
2002-04-29,435.235
2002-04-30,437.325
2002-05-01,438.986
2002-05-02,438.063
2002-05-03,442.115
2002-05-06,440.95
2002-05-07,435.587
2002-05-08,440.587
2002-05-09,439.494
2002-05-10,439.155
2002-05-13,441.476
2002-05-14,440.78
2002-05-15,445.513
2002-05-16,446.754
2002-05-17,450.914
2002-05-20,449.448
2002-05-21,449.335
2002-05-22,449.67
2002-05-23,449.237
2002-05-24,451.501
2002-05-27,450.43
2002-05-28,450.203
2002-05-29,449.933
2002-05-30,448.734
2002-05-31,449.577
2002-06-03,449.479
2002-06-04,444.446
2002-06-05,439.056
2002-06-06,440.268
2002-06-07,435.734
2002-06-10,433.892
2002-06-11,436.61
2002-06-12,431.038
2002-06-13,425.368
2002-06-14,415.549
2002-06-17,421.277
2002-06-18,422.387
2002-06-19,416.637
2002-06-20,414.421
2002-06-21,414.757
2002-06-24,410.979
2002-06-25,415.858
2002-06-26,413.852
2002-06-27,415.255
2002-06-28,428.796
2002-07-01,430.211
2002-07-02,420.295
2002-07-03,412.953
2002-07-04,416.989
2002-07-05,427.059
2002-07-08,429.647
2002-07-09,429.758
2002-07-10,418.21
2002-07-11,405.991
2002-07-12,404.525
2002-07-15,391.349
2002-07-16,391.88
2002-07-17,400.54
2002-07-18,406.898
2002-07-19,393.526
2002-07-22,375.874
2002-07-23,367.134
2002-07-24,362.848
2002-07-25,372.692
2002-07-26,368.674
2002-07-29,382.277
2002-07-30,384.973
2002-07-31,386.613
2002-08-01,373.976
2002-08-02,374.595
2002-08-05,367.838
2002-08-06,370.801
2002-08-07,373.333
2002-08-08,382.367
2002-08-09,390.062
2002-08-12,384.232
2002-08-13,387.486
2002-08-14,384.491
2002-08-15,392.639
2002-08-16,394.015
2002-08-19,398.158
2002-08-20,394.49
2002-08-21,398.596
2002-08-22,403.024
2002-08-23,398.804
2002-08-26,398.903
2002-08-27,406.679
2002-08-28,394.392
2002-08-29,388.841
2002-08-30,391.029
2002-09-02,386.922
2002-09-03,375.582
2002-09-04,372.86
2002-09-05,371.916
2002-09-06,377.706
2002-09-09,374.702
2002-09-10,380.22
2002-09-11,383.906
2002-09-12,375.499
2002-09-13,368.891
2002-09-16,367.555
2002-09-17,366.163
2002-09-18,357.11
2002-09-19,356.223
2002-09-20,352.599
2002-09-23,343.73
2002-09-24,338.391
2002-09-25,339.453
2002-09-26,352.196
2002-09-27,353.247
2002-09-30,342.586
2002-10-01,345.436
2002-10-02,350.212
2002-10-03,344.901
2002-10-04,338.253
2002-10-07,333.251
2002-10-08,328.767
2002-10-09,327.139
2002-10-10,332.071
2002-10-11,345.188
2002-10-14,342.826
2002-10-15,360.135
2002-10-16,357.917
2002-10-17,364.377
2002-10-18,363.49
2002-10-21,364.481
2002-10-22,358.462
2002-10-23,351.844
2002-10-24,357.367
2002-10-25,356.869
2002-10-28,360.903
2002-10-29,348.879
2002-10-30,355.616
2002-10-31,360.642
2002-11-01,360.52
2002-11-04,369.53
2002-11-05,373.566
2002-11-06,369.237
2002-11-07,366.683
2002-11-08,364.613
2002-11-11,360.856
2002-11-12,362.875
2002-11-13,359.745
2002-11-14,362.181
2002-11-15,366.609
2002-11-18,368.312
2002-11-19,367.524
2002-11-20,365.624
2002-11-21,374.136
2002-11-22,375.345
2002-11-25,372.708
2002-11-26,366.609
2002-11-27,372.494
2002-11-28,378.001
2002-11-29,377.462
2002-12-02,376.377
2002-12-03,371.79
2002-12-04,368.43
2002-12-05,364.205
2002-12-06,365.669
2002-12-09,358.814
2002-12-10,360.618
2002-12-11,363.283
2002-12-12,361.207
2002-12-13,358.634
2002-12-16,366.726
2002-12-17,365.367
2002-12-18,357.182
2002-12-19,356.327
2002-12-20,360.153
2002-12-23,362.39
2002-12-24,364.209
2002-12-25,363.916
2002-12-26,365.316
2002-12-27,358.771
2002-12-30,362.866
2002-12-31,365.157
2003-01-01,365.157
2003-01-02,371.463
2003-01-03,372.897
2003-01-06,379.086
2003-01-07,373.294
2003-01-08,367.033
2003-01-09,371.395
2003-01-10,374.048
2003-01-13,375.194
2003-01-14,377.279
2003-01-15,374.822
2003-01-16,374.999
2003-01-17,370.323
2003-01-20,365.384
2003-01-21,362.609
2003-01-22,357.723
2003-01-23,359.059
2003-01-24,357.29
2003-01-27,347.581
2003-01-28,348.126
2003-01-29,348.493
2003-01-30,351.682
2003-01-31,351.173
2003-02-03,357.951
2003-02-04,352.987
2003-02-05,357.662
2003-02-06,350.754
2003-02-07,347.862
2003-02-10,345.356
2003-02-11,349.627
2003-02-12,347.005
2003-02-13,348.128
2003-02-14,351.633
2003-02-17,355.847
2003-02-18,357.812
2003-02-19,353.056
2003-02-20,352.616
2003-02-21,354.325
2003-02-24,350.422
2003-02-25,341.198
2003-02-26,340.217
2003-02-27,341.76
2003-02-28,345.51
2003-03-03,347.93
2003-03-04,344.363
2003-03-05,343.668
2003-03-06,339.955
2003-03-07,335.547
2003-03-10,328.611
2003-03-11,327.271
2003-03-12,317.42
2003-03-13,327.522
2003-03-14,335.634
2003-03-17,341.642
2003-03-18,341.438
2003-03-19,343.772
2003-03-20,344.045
2003-03-21,349.896
2003-03-24,344.274
2003-03-25,346.497
2003-03-26,348.216
2003-03-27,344.082
2003-03-28,343.27
2003-03-31,335.77
2003-04-01,339.927
2003-04-02,345.312
2003-04-03,345.964
2003-04-04,347.946
2003-04-07,356.162
2003-04-08,351.837
2003-04-09,350.812
2003-04-10,350.075
2003-04-11,349.652
2003-04-14,352.567
2003-04-15,358.214
2003-04-16,356.092
2003-04-17,359.369
2003-04-18,359.463
2003-04-21,357.836
2003-04-22,362.357
2003-04-23,365.517
2003-04-24,362.574
2003-04-25,356.601
2003-04-28,362.449
2003-04-29,362.709
2003-04-30,367.339
2003-05-01,368.238
2003-05-02,370.42
2003-05-05,373.337
2003-05-06,380.928
2003-05-07,378.666
2003-05-08,374.135
2003-05-09,378.09
2003-05-12,381.27
2003-05-13,381.072
2003-05-14,382.152
2003-05-15,384.445
2003-05-16,386.512
2003-05-19,380.139
2003-05-20,381.388
2003-05-21,379.706
2003-05-22,383.337
2003-05-23,385.673
2003-05-26,386.654
2003-05-27,387.528
2003-05-28,389.867
2003-05-29,394.633
2003-05-30,393.179
2003-06-02,399.382
2003-06-03,397.396
2003-06-04,400.86
2003-06-05,404.287
2003-06-06,406.782
2003-06-09,404.614
2003-06-10,405.013
2003-06-11,412.271
2003-06-12,415.819
2003-06-13,413.386
2003-06-16,418.799
2003-06-17,421.67
2003-06-18,421.128
2003-06-19,415.256
2003-06-20,416.292
2003-06-23,410.466
2003-06-24,406.703
2003-06-25,409.041
2003-06-26,404.993
2003-06-27,405.917
2003-06-30,402.991
2003-07-01,402.244
2003-07-02,408.505
2003-07-03,412.237
2003-07-04,410.042
2003-07-07,415.668
2003-07-08,414.595
2003-07-09,412.62
2003-07-10,408.446
2003-07-11,409.228
2003-07-14,414.4
2003-07-15,410.982
2003-07-16,407.797
2003-07-17,403.444
2003-07-18,404.942
2003-07-21,404.926
2003-07-22,406.593
2003-07-23,408.321
2003-07-24,415.21
2003-07-25,415.044
2003-07-28,418.399
2003-07-29,416.152
2003-07-30,412.375
2003-07-31,413.187
2003-08-01,410.241
2003-08-04,409.339
2003-08-05,411.329
2003-08-06,407.14
2003-08-07,409.888
2003-08-08,411.153
2003-08-11,414.927
2003-08-12,416.493
2003-08-13,418.74
2003-08-14,423.91
2003-08-15,424.526
2003-08-18,426.45
2003-08-19,425.149
2003-08-20,426.386
2003-08-21,425.955
2003-08-22,423.193
2003-08-25,421.914
2003-08-26,417.948
2003-08-27,420.349
2003-08-28,421.169
2003-08-29,421.381
2003-09-01,426.483
2003-09-02,426.084
2003-09-03,430.742
2003-09-04,431.982
2003-09-05,432.776
2003-09-08,436.728
2003-09-09,436.81
2003-09-10,433.578
2003-09-11,432.336
2003-09-12,435.499
2003-09-15,436.183
2003-09-16,440.116
2003-09-17,443.433
2003-09-18,447.543
2003-09-19,446.559
2003-09-22,443.954
2003-09-23,443.075
2003-09-24,443.406
2003-09-25,440.356
2003-09-26,436.031
2003-09-29,434.88
2003-09-30,432.48
2003-10-01,443.152
2003-10-02,446.858
2003-10-03,453.75
2003-10-06,453.895
2003-10-07,456.482
2003-10-08,454.148
2003-10-09,459.717
2003-10-10,462.596
2003-10-13,464.944
2003-10-14,465.344
2003-10-15,466.199
2003-10-16,467.752
2003-10-17,464.85
2003-10-20,466.055
2003-10-21,466.961
2003-10-22,462.526
2003-10-23,453.121
2003-10-24,454.403
2003-10-27,457.024
2003-10-28,460.697
2003-10-29,463.43
2003-10-30,464.798
2003-10-31,461.239
2003-11-03,462.035
2003-11-04,466.12
2003-11-05,463.195
2003-11-06,460.065
2003-11-07,466.124
2003-11-10,464.336
2003-11-11,459.812
2003-11-12,463.623
2003-11-13,467.859
2003-11-14,469.492
2003-11-17,459.688
2003-11-18,463.148
2003-11-19,459.683
2003-11-20,461.082
2003-11-21,462.58
2003-11-24,464.719
2003-11-25,466.043
2003-11-26,470.175
2003-11-27,471.837
2003-11-28,472.137
2003-12-01,478.793
2003-12-02,481.128
2003-12-03,484.717
2003-12-04,484.147
2003-12-05,484.662
2003-12-08,484.526
2003-12-09,487.774
2003-12-10,484.126
2003-12-11,484.551
2003-12-12,489.713
2003-12-15,493.166
2003-12-16,491.425
2003-12-17,492.457
2003-12-18,496.157
2003-12-19,499.079
2003-12-22,501.549
2003-12-23,502.811
2003-12-24,504.43
2003-12-25,504.337
2003-12-26,504.796
2003-12-29,507.94
2003-12-30,512.056
2003-12-31,515.287
2004-01-01,515.287
2004-01-02,519.027
2004-01-05,526.408
2004-01-06,528.43
2004-01-07,522.851
2004-01-08,525.458
2004-01-09,526.134
2004-01-12,525.077
2004-01-13,524.994
2004-01-14,524.387
2004-01-15,522.396
2004-01-16,520.424
2004-01-19,521.292
2004-01-20,526.035
2004-01-21,529.856
2004-01-22,532.756
2004-01-23,532.132
2004-01-26,525.906
2004-01-27,527.212
2004-01-28,528.898
2004-01-29,517.655
2004-01-30,515.719
2004-02-02,517.368
2004-02-03,519.532
2004-02-04,514.503
2004-02-05,516.239
2004-02-06,521.527
2004-02-09,525.716
2004-02-10,525.556
2004-02-11,526.622
2004-02-12,530.848
2004-02-13,529.768
2004-02-16,531.726
2004-02-17,536.438
2004-02-18,535.439
2004-02-19,535.877
2004-02-20,528.909
2004-02-23,531.049
2004-02-24,529.085
2004-02-25,526.102
2004-02-26,524.084
2004-02-27,526.892
2004-03-01,533.734
2004-03-02,530.634
2004-03-03,524.218
2004-03-04,528.115
2004-03-05,534.91
2004-03-08,533.451
2004-03-09,533.187
2004-03-10,526.361
2004-03-11,516.287
2004-03-12,512.797
2004-03-15,509.276
2004-03-16,516.52
2004-03-17,520.844
2004-03-18,522.468
2004-03-19,521.628
2004-03-22,514.93
2004-03-23,514.553
2004-03-24,513.398
2004-03-25,518.239
2004-03-26,519.805
2004-03-29,525.951
2004-03-30,527.315
2004-03-31,530.415
2004-04-01,536.427
2004-04-02,537.103
2004-04-05,537.049
2004-04-06,538.941
2004-04-07,540.742
2004-04-08,539.84
2004-04-09,538.484
2004-04-12,539.032
2004-04-13,537.001
2004-04-14,528.237
2004-04-15,526.258
2004-04-16,532.822
2004-04-19,531.15
2004-04-20,532.707
2004-04-21,526.043
2004-04-22,527.671
2004-04-23,529.569
2004-04-26,531.82
2004-04-27,531.918
2004-04-28,525.26
2004-04-29,523.651
2004-04-30,520.314
2004-05-03,521.658
2004-05-04,528.274
2004-05-05,531.909
2004-05-06,523.072
2004-05-07,512.851
2004-05-10,495.143
2004-05-11,498.244
2004-05-12,501.416
2004-05-13,499.674
2004-05-14,498.194
2004-05-17,494.15
2004-05-18,496.245
2004-05-19,509.169
2004-05-20,502.828
2004-05-21,509.289
2004-05-24,510.756
2004-05-25,513.491
2004-05-26,517.754
2004-05-27,526.03
2004-05-28,523.852
2004-05-31,525.283
2004-06-01,524.005
2004-06-02,526.535
2004-06-03,524.569
2004-06-04,527.34
2004-06-07,537.514
2004-06-08,537.802
2004-06-09,530.909
2004-06-10,533.84
2004-06-11,529.954
2004-06-14,525.718
2004-06-15,529.165
2004-06-16,533.114
2004-06-17,534.682
2004-06-18,537.237
2004-06-21,537.907
2004-06-22,533.115
2004-06-23,534.814
2004-06-24,542.865
2004-06-25,540.221
2004-06-28,545.523
2004-06-29,540.679
2004-06-30,539.042
2004-07-01,539.159
2004-07-02,538.637
2004-07-05,536.31
2004-07-06,534.268
2004-07-07,536.156
2004-07-08,538.315
2004-07-09,540.74
2004-07-12,541.143
2004-07-13,539.246
2004-07-14,538.156
2004-07-15,533.065
2004-07-16,537.172
2004-07-19,536.028
2004-07-20,533.978
2004-07-21,532.072
2004-07-22,526.978
2004-07-23,521.673
2004-07-26,519.165
2004-07-27,517.869
2004-07-28,519.665
2004-07-29,525.859
2004-07-30,527.753
2004-08-02,528.13
2004-08-03,530.436
2004-08-04,525.583
2004-08-05,525.408
2004-08-06,524.648
2004-08-09,521.18
2004-08-10,524.863
2004-08-11,520.199
2004-08-12,519.542
2004-08-13,520.163
2004-08-16,522.441
2004-08-17,522.844
2004-08-18,523.094
2004-08-19,527.038
2004-08-20,526.373
2004-08-23,526.906
2004-08-24,524.756
2004-08-25,526.583
2004-08-26,529.795
2004-08-27,532.17
2004-08-30,530.844
2004-08-31,530.558
2004-09-01,535.308
2004-09-02,536.558
2004-09-03,534.169
2004-09-06,537.958
2004-09-07,539.297
2004-09-08,540.347
2004-09-09,537.574
2004-09-10,542.567
2004-09-13,544.351
2004-09-14,545.733
2004-09-15,539.045
2004-09-16,540.98
2004-09-17,542.947
2004-09-20,542.002
2004-09-21,547.849
2004-09-22,544.255
2004-09-23,543.666
2004-09-24,542.71
2004-09-27,539.907
2004-09-28,542.052
2004-09-29,542.953
2004-09-30,546.479
2004-10-01,554.689
2004-10-04,555.156
2004-10-05,558.95
2004-10-06,560.371
2004-10-07,559.661
2004-10-08,563.469
2004-10-11,563.362
2004-10-12,555.61
2004-10-13,553.796
2004-10-14,555.618
2004-10-15,557.056
2004-10-18,555.948
2004-10-19,559.417
2004-10-20,557.716
2004-10-21,559.703
2004-10-22,560.819
2004-10-25,557.861
2004-10-26,558.989
2004-10-27,564.615
2004-10-28,569.222
2004-10-29,567.418
2004-11-01,571.349
2004-11-02,574.253
2004-11-03,579.149
2004-11-04,582.212
2004-11-05,586.901
2004-11-08,587.205
2004-11-09,585.114
2004-11-10,584.612
2004-11-11,587.601
2004-11-12,592.631
2004-11-15,594.515
2004-11-16,592.561
2004-11-17,598.405
2004-11-18,595.534
2004-11-19,597.223
2004-11-22,592.706
2004-11-23,594.502
2004-11-24,597.038
2004-11-25,604.184
2004-11-26,603.676
2004-11-29,604.763
2004-11-30,602.115
2004-12-01,606.731
2004-12-02,607.854
2004-12-03,610.882
2004-12-06,609.873
2004-12-07,609.578
2004-12-08,601.523
2004-12-09,596.883
2004-12-10,596.975
2004-12-13,604.211
2004-12-14,605.616
2004-12-15,612.492
2004-12-16,608.81
2004-12-17,605.618
2004-12-20,613.297
2004-12-21,610.747
2004-12-22,615.046
2004-12-23,619.658
2004-12-24,623.532
2004-12-27,626.074
2004-12-28,626.018
2004-12-29,623.61
2004-12-30,628.134
2004-12-31,627.92
2005-01-03,624.653
2005-01-04,619.174
2005-01-05,614.585
2005-01-06,612.652
2005-01-07,610.906
2005-01-10,613.497
2005-01-11,613.644
2005-01-12,615.799
2005-01-13,613.397
2005-01-14,611.565
2005-01-17,613.078
2005-01-18,610.631
2005-01-19,611.388
2005-01-20,604.865
2005-01-21,606.57
2005-01-24,609.151
2005-01-25,607.718
2005-01-26,614.044
2005-01-27,613.435
2005-01-28,609.456
2005-01-31,614.21
2005-02-01,616.859
2005-02-02,620.168
2005-02-03,615.13
2005-02-04,620.637
2005-02-07,619.455
2005-02-08,616.527
2005-02-09,616.924
2005-02-10,623.607
2005-02-11,627.663
2005-02-14,632.447
2005-02-15,634.864
2005-02-16,632.246
2005-02-17,636.179
2005-02-18,637.719
2005-02-21,637.152
2005-02-22,639.557
2005-02-23,633.294
2005-02-24,632.844
2005-02-25,639.916
2005-02-28,643.991
2005-03-01,643.144
2005-03-02,641.573
2005-03-03,642.485
2005-03-04,652.604
2005-03-07,649.773
2005-03-08,654.184
2005-03-09,653.173
2005-03-10,648.811
2005-03-11,651.9
2005-03-14,647.116
2005-03-15,649.833
2005-03-16,648.328
2005-03-17,645.098
2005-03-18,643.886
2005-03-21,638.751
2005-03-22,640.594
2005-03-23,628.579
2005-03-24,627.831
2005-03-25,628.557
2005-03-28,626.136
2005-03-29,625.982
2005-03-30,625.424
2005-03-31,628.864
2005-04-01,629.294
2005-04-04,621.683
2005-04-05,626.442
2005-04-06,628.564
2005-04-07,633.203
2005-04-08,631.383
2005-04-11,633.661
2005-04-12,627.896
2005-04-13,630.631
2005-04-14,623.595
2005-04-15,618.438
2005-04-18,608.52
2005-04-19,614.084
2005-04-20,613.034
2005-04-21,612.164
2005-04-22,617.422
2005-04-25,617.484
2005-04-26,615.249
2005-04-27,610.007
2005-04-28,608.439
2005-04-29,610.465
2005-05-02,609.252
2005-05-03,612.174
2005-05-04,618.101
2005-05-05,621.128
2005-05-06,622.182
2005-05-09,618.533
2005-05-10,616.899
2005-05-11,612.233
2005-05-12,609.837
2005-05-13,605.412
2005-05-16,600.381
2005-05-17,600.395
2005-05-18,607.164
2005-05-19,611.395
2005-05-20,607.717
2005-05-23,613.019
2005-05-24,613.627
2005-05-25,612.213
2005-05-26,611.634
2005-05-27,613.491
2005-05-30,615.128
2005-05-31,609.179
2005-06-01,612.702
2005-06-02,613.319
2005-06-03,612.446
2005-06-06,612.395
2005-06-07,616.888
2005-06-08,619.372
2005-06-09,612.523
2005-06-10,612.988
2005-06-13,610.337
2005-06-14,612.203
2005-06-15,614.556
2005-06-16,617.204
2005-06-17,624.861
2005-06-20,620.302
2005-06-21,622.948
2005-06-22,624.769
2005-06-23,624.288
2005-06-24,621.462
2005-06-27,618.711
2005-06-28,620.351
2005-06-29,621.458
2005-06-30,621.115
2005-07-01,618.231
2005-07-04,617.916
2005-07-05,616.359
2005-07-06,619.616
2005-07-07,611.831
2005-07-08,616.97
2005-07-11,625.939
2005-07-12,630.802
2005-07-13,628.31
2005-07-14,632.115
2005-07-15,629.228
2005-07-18,629.257
2005-07-19,626.888
2005-07-20,626.907
2005-07-21,636.544
2005-07-22,635.939
2005-07-25,634.864
2005-07-26,633.418
2005-07-27,636.392
2005-07-28,639.425
2005-07-29,641.411
2005-08-01,644.982
2005-08-02,650.152
2005-08-03,652.682
2005-08-04,648.74
2005-08-05,643.107
2005-08-08,647.21
2005-08-09,649.846
2005-08-10,661.38
2005-08-11,665.565
2005-08-12,665.295
2005-08-15,663.055
2005-08-16,660.823
2005-08-17,657.991
2005-08-18,649.088
2005-08-19,652.297
2005-08-22,659.822
2005-08-23,655.748
2005-08-24,656.066
2005-08-25,654.34
2005-08-26,653.345
2005-08-29,649.501
2005-08-30,647.53
2005-08-31,655.816
2005-09-01,667.199
2005-09-02,669.837
2005-09-05,674.217
2005-09-06,676.332
2005-09-07,675.873
2005-09-08,673.172
2005-09-09,677.953
2005-09-12,673.82
2005-09-13,669.82
2005-09-14,673.519
2005-09-15,671.852
2005-09-16,674.079
2005-09-19,672.455
2005-09-20,677.647
2005-09-21,676.089
2005-09-22,670.794
2005-09-23,669.114
2005-09-26,677.598
2005-09-27,674.018
2005-09-28,681.915
2005-09-29,685.197
2005-09-30,685.237
2005-10-03,682.737
2005-10-04,684.702
2005-10-05,677.044
2005-10-06,672.527
2005-10-07,670.179
2005-10-10,667.93
2005-10-11,670.274
2005-10-12,667.946
2005-10-13,658.916
2005-10-14,665.443
2005-10-17,662.891
2005-10-18,656.135
2005-10-19,650.494
2005-10-20,651.626
2005-10-21,650.817
2005-10-24,653.337
2005-10-25,659.592
2005-10-26,660.936
2005-10-27,660.304
2005-10-28,657.096
2005-10-31,665.129
2005-11-01,667.911
2005-11-02,673.143
2005-11-03,677.523
2005-11-04,669.697
2005-11-07,671.127
2005-11-08,671.161
2005-11-09,669.122
