Date,WORLD ex USA LARGE CAP Large Cap
2009-11-30,771.915
2009-12-31,784.112
2010-01-29,745.478
2010-02-26,745.084
2010-03-31,792.819
2010-04-30,778.832
2010-05-31,694.104
2010-06-30,683.21
2010-07-30,746.655
2010-08-31,724.636
2010-09-30,792.107
2010-10-29,820.832
2010-11-30,784.873
2010-12-31,846.33
2011-01-31,865.83
2011-02-28,898.86
2011-03-31,878.703
2011-04-29,928.626
2011-05-31,901.199
2011-06-30,889.699
2011-07-29,874.91
2011-08-31,799.562
2011-09-30,721.063
2011-10-31,792.846
2011-11-30,757.032
2011-12-30,749.358
2012-01-31,788.92
2012-02-29,832.911
2012-03-30,826.096
2012-04-30,812.814
2012-05-31,721.561
2012-06-29,770.815
2012-07-31,780.626
2012-08-31,803.06
2012-09-28,826.557
2012-10-31,832.911
2012-11-30,850.975
2012-12-31,876.703
2013-01-31,922.43
2013-02-28,911.505
2013-03-29,917.615
2013-04-30,960.722
2013-05-31,939.726
2013-06-28,903.992
2013-07-31,951.785
2013-08-30,939.731
2013-09-30,1006.023
2013-10-31,1041.437
2013-11-29,1049.977
2013-12-31,1065.271
2014-01-31,1018.844
2014-02-28,1074.33
2014-03-31,1070.805
2014-04-30,1089.795
2014-05-30,1107.844
2014-06-30,1123.625
2014-07-31,1104.843
2014-08-29,1105.443
2014-09-30,1063.378
2014-10-31,1046.265
2014-11-28,1058.327
2014-12-31,1018.952
2015-01-30,1013.579
2015-02-27,1074.157
2015-03-31,1057.925
2015-04-30,1104.612
2015-05-29,1094.7
2015-06-30,1063.18
2015-07-31,1081.371
2015-08-31,999.227
2015-09-30,946.77
2015-10-30,1018.555
2015-11-30,1000.782
2015-12-31,981.636
2016-01-29,914.207
2016-02-29,898.361
2016-03-31,957.525
2016-04-29,989.869
2016-05-31,980.315
2016-06-30,952.812
2016-07-29,997.021
2016-08-31,999.681
2016-09-30,1011.029
2016-10-31,994.406
2016-11-30,979.244
2016-12-30,1013.637
2017-01-31,1041.399
2017-02-28,1053.77
2017-03-31,1082.861
2017-04-28,1104.081
2017-05-31,1141.884
2017-06-30,1143.372
2017-07-31,1176.804
2017-08-31,1174.863
2017-09-29,1206.898
2017-10-31,1222.063
2017-11-30,1234.708
2017-12-29,1255.493
2018-01-31,1314.601
2018-02-28,1250.962
2018-03-30,1230.543
2018-04-30,1261.057
2018-05-31,1234.829
2018-06-29,1223.74
2018-07-31,1256.711
2018-08-31,1230.049
2018-09-28,1243.322
2018-10-31,1150.062
2018-11-30,1152.685
2018-12-31,1093.94
2019-01-31,1169.792
2019-02-28,1200.582
2019-03-29,1208.578
2019-04-30,1244.282
2019-05-31,1188.688
2019-06-28,1259.766
2019-07-31,1244.292
2019-08-30,1212.669
2019-09-30,1248.491
2019-10-31,1286.103
2019-11-29,1300.026
2019-12-31,1342.144
2020-01-31,1317.621
2020-02-28,1202.318
2020-03-31,1042.001
2020-04-30,1108.918
2020-05-29,1151.906
2020-06-30,1195.226
2020-07-31,1226.084
2020-08-31,1284.689
2020-09-30,1246.024
2020-10-30,1194.442
2020-11-30,1380.537
2020-12-31,1441.819
2021-01-29,1424.199
2021-02-26,1466.15
2021-03-31,1506.012
2021-04-30,1553.838
2021-05-31,1613.809
2021-06-30,1598.337
2021-07-30,1607.828
2021-08-31,1632.934
2021-09-30,1590.499
2021-10-29,1642.789
2021-11-30,1566.492
2021-12-31,1650.174
2022-01-31,1589.298
2022-02-28,1561.899
2022-03-31,1584.576
2022-04-29,1483.927
2022-05-31,1502.233
2022-06-30,1363.582
2022-07-29,1428.596
2022-08-31,1361.819
2022-09-30,1241.774
2022-10-31,1312.266
2022-11-30,1454.758
2022-12-30,1447.117
2023-01-31,1564.645
2023-02-28,1527.174
2023-03-31,1567.254
2023-04-28,1614.843
2023-05-31,1546.997
2023-06-30,1626.671
2023-07-31,1672.704
2023-08-31,1607.063
2023-09-29,1555.361
2023-10-31,1495.308
2023-11-30,1634.753
2023-12-29,1721.411
2024-01-31,1733.578
2024-02-29,1766.861
2024-03-29,1828.695
2024-04-30,1783.401
2024-05-31,1853.73
2024-06-28,1828.087
2024-07-31,1881.327
2024-08-30,1944.909
2024-09-30,1961.616
2024-10-31,1863.917
2024-11-29,1863.012
2024-12-31,1814.124
2025-01-31,1910.578
2025-02-28,1945.97
2025-03-31,1933.365
2025-04-30,2018.415
2025-05-30,2111.795
2025-06-30,2155.415
2025-07-31,2127.161
2025-08-29,2221.008
2025-09-30,2271.732
