Date,WORLD ex USA LARGE CAP Large Cap
2001-07-06,494.606
2001-07-09,495.314
2001-07-10,496.831
2001-07-11,493.202
2001-07-12,497.262
2001-07-13,497.622
2001-07-16,496.026
2001-07-17,490.218
2001-07-18,490.612
2001-07-19,495.152
2001-07-20,493.908
2001-07-23,489.08
2001-07-24,488.226
2001-07-25,487.222
2001-07-26,488.493
2001-07-27,492.566
2001-07-30,494.02
2001-07-31,500.62
2001-08-01,505.717
2001-08-02,510.603
2001-08-03,507.275
2001-08-06,504.854
2001-08-07,504.724
2001-08-08,499.791
2001-08-09,493.771
2001-08-10,493.961
2001-08-13,494.332
2001-08-14,502.364
2001-08-15,506.198
2001-08-16,500.31
2001-08-17,495.342
2001-08-20,491.889
2001-08-21,496.59
2001-08-22,499.5
2001-08-23,495.066
2001-08-24,500.86
2001-08-27,501.594
2001-08-28,495.853
2001-08-29,493.912
2001-08-30,485.049
2001-08-31,484.672
2001-09-03,477.319
2001-09-04,480.354
2001-09-05,471.832
2001-09-06,464.366
2001-09-07,459.768
2001-09-10,452.422
2001-09-11,438.212
2001-09-12,433.543
2001-09-13,439.141
2001-09-14,431.882
2001-09-17,433.714
2001-09-18,433.015
2001-09-19,432.222
2001-09-20,419.303
2001-09-21,405.05
2001-09-24,418.982
2001-09-25,426.541
2001-09-26,427.22
2001-09-27,430.198
2001-09-28,439.488
2001-10-01,436.255
2001-10-02,440.871
2001-10-03,441.258
2001-10-04,452.059
2001-10-05,452.862
2001-10-08,453.063
2001-10-09,448.887
2001-10-10,452.656
2001-10-11,457.117
2001-10-12,459.083
2001-10-15,451.646
2001-10-16,455.729
2001-10-17,463.158
2001-10-18,454.278
2001-10-19,447.475
2001-10-22,449.94
2001-10-23,458.305
2001-10-24,460.839
2001-10-25,456.963
2001-10-26,461.941
2001-10-29,457.849
2001-10-30,449.775
2001-10-31,450.132
2001-11-01,454.849
2001-11-02,455.13
2001-11-05,460.388
2001-11-06,462.257
2001-11-07,462.597
2001-11-08,467.729
2001-11-09,463.912
2001-11-12,456.531
2001-11-13,461.408
2001-11-14,462.63
2001-11-15,465.059
2001-11-16,469.75
2001-11-19,472.817
2001-11-20,469.166
2001-11-21,465.901
2001-11-22,469.356
2001-11-23,466.718
2001-11-26,470.677
2001-11-27,467.05
2001-11-28,461.67
2001-11-29,460.853
2001-11-30,465.592
2001-12-03,459.382
2001-12-04,463.797
2001-12-05,475.422
2001-12-06,478.381
2001-12-07,473.093
2001-12-10,464.012
2001-12-11,463.384
2001-12-12,465.073
2001-12-13,456.922
2001-12-14,454.374
2001-12-17,461.211
2001-12-18,460.486
2001-12-19,457.232
2001-12-20,455.67
2001-12-21,456.169
2001-12-24,453.913
2001-12-25,453.403
2001-12-26,452.844
2001-12-27,461.553
2001-12-28,464.167
2001-12-31,466.534
2002-01-01,466.534
2002-01-02,466.448
2002-01-03,471.961
2002-01-04,474.274
2002-01-07,470.853
2002-01-08,464.577
2002-01-09,463.001
2002-01-10,459.15
2002-01-11,459.149
2002-01-14,453.427
2002-01-15,453.387
2002-01-16,447.631
2002-01-17,450.021
2002-01-18,450.773
2002-01-21,448.692
2002-01-22,445.787
2002-01-23,446.987
2002-01-24,450.008
2002-01-25,445.215
2002-01-28,448.466
2002-01-29,442.197
2002-01-30,436.603
2002-01-31,441.094
2002-02-01,439.88
2002-02-04,437.291
2002-02-05,430.305
2002-02-06,426.4
2002-02-07,431.138
2002-02-08,432.383
2002-02-11,438.34
2002-02-12,439.399
2002-02-13,441.264
2002-02-14,444.702
2002-02-15,442.335
2002-02-18,439.642
2002-02-19,431.864
2002-02-20,428.594
2002-02-21,433.893
2002-02-22,432.91
2002-02-25,435.339
2002-02-26,435.937
2002-02-27,441.311
2002-02-28,442.467
2002-03-01,447.944
2002-03-04,462.565
2002-03-05,461.302
2002-03-06,465.417
2002-03-07,475.296
2002-03-08,475.779
2002-03-11,475.691
2002-03-12,467.761
2002-03-13,465.685
2002-03-14,470.1
2002-03-15,474.329
2002-03-18,472.695
2002-03-19,476.616
2002-03-20,473.005
2002-03-21,470.838
2002-03-22,468.547
2002-03-25,464.423
2002-03-26,464.489
2002-03-27,465.123
2002-03-28,469.836
2002-03-29,467.566
2002-04-01,469.256
2002-04-02,469.259
2002-04-03,470.252
2002-04-04,468.533
2002-04-05,467.131
2002-04-08,461.444
2002-04-09,460.768
2002-04-10,465.252
2002-04-11,459.821
2002-04-12,458.331
2002-04-15,462.578
2002-04-16,470.831
2002-04-17,474.872
2002-04-18,474.963
2002-04-19,474.338
2002-04-22,473.286
2002-04-23,472.131
2002-04-24,471.363
2002-04-25,471.56
2002-04-26,468.993
2002-04-29,468.355
2002-04-30,469.563
2002-05-01,471.777
2002-05-02,469.437
2002-05-03,471.259
2002-05-06,470.543
2002-05-07,464.15
2002-05-08,470.54
2002-05-09,470.139
2002-05-10,467.988
2002-05-13,469.503
2002-05-14,469.266
2002-05-15,475.814
2002-05-16,477.169
2002-05-17,482.198
2002-05-20,481.219
2002-05-21,480.348
2002-05-22,480.116
2002-05-23,478.569
2002-05-24,479.532
2002-05-27,477.848
2002-05-28,478.034
2002-05-29,477.596
2002-05-30,475.54
2002-05-31,476.002
2002-06-03,475.84
2002-06-04,469.362
2002-06-05,464.138
2002-06-06,464.857
2002-06-07,459.58
2002-06-10,458.85
2002-06-11,461.059
2002-06-12,454.337
2002-06-13,448.639
2002-06-14,439.528
2002-06-17,446.599
2002-06-18,447.661
2002-06-19,441.944
2002-06-20,439.771
2002-06-21,439.423
2002-06-24,434.956
2002-06-25,440.369
2002-06-26,437.926
2002-06-27,441.247
2002-06-28,456.181
2002-07-01,456.825
2002-07-02,445.806
2002-07-03,437.405
2002-07-04,442.644
2002-07-05,454.742
2002-07-08,457.962
2002-07-09,458.317
2002-07-10,444.484
2002-07-11,431.774
2002-07-12,432.592
2002-07-15,419.298
2002-07-16,418.907
2002-07-17,427.542
2002-07-18,433.7
2002-07-19,418.34
2002-07-22,400.812
2002-07-23,390.846
2002-07-24,387.271
2002-07-25,398.226
2002-07-26,394.455
2002-07-29,408.556
2002-07-30,412.207
2002-07-31,411.555
2002-08-01,399.249
2002-08-02,399.835
2002-08-05,391.551
2002-08-06,394.846
2002-08-07,396.965
2002-08-08,407.471
2002-08-09,415.154
2002-08-12,408.774
2002-08-13,411.545
2002-08-14,408.264
2002-08-15,416.004
2002-08-16,418.367
2002-08-19,422.413
2002-08-20,417.395
2002-08-21,422.003
2002-08-22,426.089
2002-08-23,421.805
2002-08-26,421.206
2002-08-27,428.144
2002-08-28,415.239
2002-08-29,409.83
2002-08-30,411.671
2002-09-02,406.67
2002-09-03,395.542
2002-09-04,393.935
2002-09-05,393.952
2002-09-06,399.71
2002-09-09,396.628
2002-09-10,401.489
2002-09-11,406.898
2002-09-12,397.598
2002-09-13,390.638
2002-09-16,387.791
2002-09-17,386.65
2002-09-18,378.596
2002-09-19,376.919
2002-09-20,373.98
2002-09-23,364.465
2002-09-24,359.497
2002-09-25,361.998
2002-09-26,375.188
2002-09-27,376.463
2002-09-30,366.449
2002-10-01,368.176
2002-10-02,374.968
2002-10-03,370.847
2002-10-04,364.249
2002-10-07,357.577
2002-10-08,352.729
2002-10-09,351.332
2002-10-10,356.485
2002-10-11,370.283
2002-10-14,368.347
2002-10-15,386.066
2002-10-16,382.173
2002-10-17,389.048
2002-10-18,388.212
2002-10-21,388.631
2002-10-22,384.041
2002-10-23,376.85
2002-10-24,382.676
2002-10-25,383.588
2002-10-28,388.416
2002-10-29,376.809
2002-10-30,383.652
2002-10-31,388.587
2002-11-01,387.421
2002-11-04,397.051
2002-11-05,401.64
2002-11-06,397.634
2002-11-07,394.923
2002-11-08,391.845
2002-11-11,387.19
2002-11-12,390.879
2002-11-13,387.884
2002-11-14,391.649
2002-11-15,396.383
2002-11-18,397.504
2002-11-19,396.262
2002-11-20,394.812
2002-11-21,404.693
2002-11-22,405.592
2002-11-25,402.939
2002-11-26,396.557
2002-11-27,402.287
2002-11-28,407.668
2002-11-29,406.148
2002-12-02,405.254
2002-12-03,399.951
2002-12-04,397.384
2002-12-05,392.766
2002-12-06,394.458
2002-12-09,387.718
2002-12-10,389.23
2002-12-11,391.491
2002-12-12,389.567
2002-12-13,387.406
2002-12-16,394.319
2002-12-17,393.446
2002-12-18,385.145
2002-12-19,384.735
2002-12-20,387.826
2002-12-23,389.667
2002-12-24,391.639
2002-12-25,391.345
2002-12-26,392.971
2002-12-27,385.71
2002-12-30,389.896
2002-12-31,392.753
2003-01-01,392.753
2003-01-02,398.047
2003-01-03,401.117
2003-01-06,406.877
2003-01-07,401.527
2003-01-08,395.113
2003-01-09,399.701
2003-01-10,401.901
2003-01-13,402.823
2003-01-14,406.198
2003-01-15,402.955
2003-01-16,402.087
2003-01-17,397.603
2003-01-20,392.564
2003-01-21,390.498
2003-01-22,385.325
2003-01-23,386.65
2003-01-24,384.212
2003-01-27,373.142
2003-01-28,372.86
2003-01-29,374.522
2003-01-30,377.603
2003-01-31,376.642
2003-02-03,382.472
2003-02-04,377.547
2003-02-05,381.818
2003-02-06,374.65
2003-02-07,371.657
2003-02-10,368.674
2003-02-11,373.428
2003-02-12,370.599
2003-02-13,371.151
2003-02-14,375.262
2003-02-17,379.773
2003-02-18,381.467
2003-02-19,376.335
2003-02-20,376.477
2003-02-21,377.904
2003-02-24,374.777
2003-02-25,365.273
2003-02-26,364.951
2003-02-27,365.672
2003-02-28,369.964
2003-03-03,373.431
2003-03-04,368.88
2003-03-05,367.868
2003-03-06,364.485
2003-03-07,359.495
2003-03-10,352.297
2003-03-11,350.332
2003-03-12,342.24
2003-03-13,351.803
2003-03-14,361.072
2003-03-17,367.356
2003-03-18,367.476
2003-03-19,370.62
2003-03-20,371.68
2003-03-21,377.797
2003-03-24,371.448
2003-03-25,373.656
2003-03-26,374.994
2003-03-27,371.468
2003-03-28,370.312
2003-03-31,362.36
2003-04-01,366.097
2003-04-02,372.438
2003-04-03,373.174
2003-04-04,375.584
2003-04-07,384.131
2003-04-08,380.298
2003-04-09,379.711
2003-04-10,377.432
2003-04-11,376.241
2003-04-14,379.333
2003-04-15,385.551
2003-04-16,383.711
2003-04-17,387.611
2003-04-18,387.751
2003-04-21,386.07
2003-04-22,390.308
2003-04-23,393.093
2003-04-24,390.959
2003-04-25,385.687
2003-04-28,390.983
2003-04-29,390.422
2003-04-30,396.58
2003-05-01,398.493
2003-05-02,399.41
2003-05-05,403.154
2003-05-06,411.004
2003-05-07,408.507
2003-05-08,403.264
2003-05-09,407.344
2003-05-12,410.508
2003-05-13,410.48
2003-05-14,411.32
2003-05-15,413.067
2003-05-16,415.72
2003-05-19,408.565
2003-05-20,409.351
2003-05-21,407.264
2003-05-22,411.52
2003-05-23,413.613
2003-05-26,414.458
2003-05-27,415.587
2003-05-28,418.219
2003-05-29,422.861
2003-05-30,420.446
2003-06-02,428.256
2003-06-03,426.223
2003-06-04,429.206
2003-06-05,432.89
2003-06-06,435.903
2003-06-09,434.304
2003-06-10,433.752
2003-06-11,441.314
2003-06-12,443.483
2003-06-13,441.262
2003-06-16,446.839
2003-06-17,450.793
2003-06-18,450.479
2003-06-19,444.995
2003-06-20,445.79
2003-06-23,438.452
2003-06-24,434.374
2003-06-25,436.704
2003-06-26,431.963
2003-06-27,432.94
2003-06-30,429.985
2003-07-01,428.995
2003-07-02,436.271
2003-07-03,440.532
2003-07-04,437.851
2003-07-07,443.131
2003-07-08,441.605
2003-07-09,440.056
2003-07-10,436.583
2003-07-11,436.395
2003-07-14,442.066
2003-07-15,437.979
2003-07-16,434.86
2003-07-17,428.56
2003-07-18,429.597
2003-07-21,429.763
2003-07-22,431.415
2003-07-23,434.929
2003-07-24,441.938
2003-07-25,441.561
2003-07-28,444.983
2003-07-29,443.195
2003-07-30,438.521
2003-07-31,438.152
2003-08-01,435.267
2003-08-04,433.793
2003-08-05,435.518
2003-08-06,431.327
2003-08-07,433.725
2003-08-08,435.255
2003-08-11,438.695
2003-08-12,440.391
2003-08-13,442.666
2003-08-14,447.479
2003-08-15,447.701
2003-08-18,449.109
2003-08-19,448.631
2003-08-20,450.376
2003-08-21,449.895
2003-08-22,447.533
2003-08-25,445.651
2003-08-26,442.518
2003-08-27,444.878
2003-08-28,445.961
2003-08-29,446.861
2003-09-01,453.058
2003-09-02,451.727
2003-09-03,456.604
2003-09-04,457.593
2003-09-05,459.49
2003-09-08,463.545
2003-09-09,464.239
2003-09-10,461.012
2003-09-11,459.194
2003-09-12,461.969
2003-09-15,462.77
2003-09-16,466.637
2003-09-17,470.501
2003-09-18,474.9
2003-09-19,474.195
2003-09-22,470.483
2003-09-23,470.055
2003-09-24,470.019
2003-09-25,466.752
2003-09-26,462.811
2003-09-29,462.111
2003-09-30,459.751
2003-10-01,469.076
2003-10-02,473.102
2003-10-03,480.229
2003-10-06,480.245
2003-10-07,483.051
2003-10-08,480.688
2003-10-09,485.92
2003-10-10,488.96
2003-10-13,491.168
2003-10-14,491.652
2003-10-15,491.632
2003-10-16,493.832
2003-10-17,491.166
2003-10-20,492.434
2003-10-21,493.717
2003-10-22,489.619
2003-10-23,479.956
2003-10-24,481.394
2003-10-27,484.391
2003-10-28,487.141
2003-10-29,489.911
2003-10-30,491.214
2003-10-31,486.502
2003-11-03,486.589
2003-11-04,490.347
2003-11-05,487.285
2003-11-06,484.028
2003-11-07,490.441
2003-11-10,488.467
2003-11-11,484.142
2003-11-12,488.808
2003-11-13,494.103
2003-11-14,496.05
2003-11-17,486.189
2003-11-18,490.164
2003-11-19,485.617
2003-11-20,487.524
2003-11-21,488.71
2003-11-24,490.486
2003-11-25,491.827
2003-11-26,496.552
2003-11-27,497.81
2003-11-28,498.315
2003-12-01,505.698
2003-12-02,508.289
2003-12-03,511.15
2003-12-04,510.184
2003-12-05,509.747
2003-12-08,508.347
2003-12-09,510.545
2003-12-10,505.983
2003-12-11,506.665
2003-12-12,511.591
2003-12-15,516.061
2003-12-16,513.461
2003-12-17,513.993
2003-12-18,517.259
2003-12-19,519.336
2003-12-22,521.591
2003-12-23,523.454
2003-12-24,525.497
2003-12-25,525.533
2003-12-26,526.304
2003-12-29,529.697
2003-12-30,534.365
2003-12-31,537.796
2004-01-01,537.796
2004-01-02,541.771
2004-01-05,549.664
2004-01-06,551.686
2004-01-07,547.24
2004-01-08,552.305
2004-01-09,554.692
2004-01-12,552.823
2004-01-13,552.411
2004-01-14,552.419
2004-01-15,547.986
2004-01-16,546.645
2004-01-19,547.919
2004-01-20,553.481
2004-01-21,556.967
2004-01-22,560.681
2004-01-23,560.1
2004-01-26,554.018
2004-01-27,555.779
2004-01-28,555.855
2004-01-29,544.084
2004-01-30,543.216
2004-02-02,544.672
2004-02-03,546.879
2004-02-04,541.622
2004-02-05,544.001
2004-02-06,550.128
2004-02-09,554.074
2004-02-10,554.941
2004-02-11,555.224
2004-02-12,560.147
2004-02-13,559.606
2004-02-16,560.86
2004-02-17,566.575
2004-02-18,565.396
2004-02-19,565.445
2004-02-20,557.487
2004-02-23,559.279
2004-02-24,556.956
2004-02-25,554.211
2004-02-26,551.611
2004-02-27,554.791
2004-03-01,562.66
2004-03-02,559.37
2004-03-03,552.157
2004-03-04,555.779
2004-03-05,563.444
2004-03-08,561.442
2004-03-09,560.633
2004-03-10,552.64
2004-03-11,541.879
2004-03-12,538.844
2004-03-15,534.931
2004-03-16,542.204
2004-03-17,546.389
2004-03-18,548.328
2004-03-19,547.795
2004-03-22,540.322
2004-03-23,539.464
2004-03-24,537.586
2004-03-25,542.904
2004-03-26,544.822
2004-03-29,551.108
2004-03-30,552.393
2004-03-31,556.069
2004-04-01,562.761
2004-04-02,563.21
2004-04-05,562.687
2004-04-06,562.819
2004-04-07,565.997
2004-04-08,564.933
2004-04-09,562.962
2004-04-12,564.107
2004-04-13,560.855
2004-04-14,552.26
2004-04-15,550.054
2004-04-16,556.144
2004-04-19,555.487
2004-04-20,556.551
2004-04-21,549.911
2004-04-22,551.511
2004-04-23,553.338
2004-04-26,556.023
2004-04-27,555.27
2004-04-28,546.411
2004-04-29,545.684
2004-04-30,541.582
2004-05-03,542.741
2004-05-04,550.385
2004-05-05,554.965
2004-05-06,545.431
2004-05-07,535.52
2004-05-10,515.972
2004-05-11,518.797
2004-05-12,521.946
2004-05-13,519.212
2004-05-14,517.383
2004-05-17,513.127
2004-05-18,516.322
2004-05-19,529.745
2004-05-20,522.651
2004-05-21,528.908
2004-05-24,529.737
2004-05-25,531.164
2004-05-26,535.641
2004-05-27,544.614
2004-05-28,542.322
2004-05-31,543.27
2004-06-01,541.832
2004-06-02,543.591
2004-06-03,540.757
2004-06-04,543.67
2004-06-07,554.422
2004-06-08,554.8
2004-06-09,548.207
2004-06-10,549.949
2004-06-11,546.149
2004-06-14,541.208
2004-06-15,544.345
2004-06-16,548.163
2004-06-17,549.854
2004-06-18,552.163
2004-06-21,553.084
2004-06-22,548.137
2004-06-23,549.549
2004-06-24,557.851
2004-06-25,555.535
2004-06-28,560.411
2004-06-29,555.287
2004-06-30,553.698
2004-07-01,553.882
2004-07-02,553.781
2004-07-05,550.585
2004-07-06,548.516
2004-07-07,551.029
2004-07-08,552.567
2004-07-09,553.715
2004-07-12,554.076
2004-07-13,551.54
2004-07-14,551.421
2004-07-15,546.104
2004-07-16,549.901
2004-07-19,548.394
2004-07-20,546.188
2004-07-21,544.586
2004-07-22,539.911
2004-07-23,533.953
2004-07-26,530.893
2004-07-27,529.259
2004-07-28,530.758
2004-07-29,535.829
2004-07-30,538.008
2004-08-02,537.915
2004-08-03,539.958
2004-08-04,535.084
2004-08-05,534.718
2004-08-06,533.511
2004-08-09,529.537
2004-08-10,533.195
2004-08-11,528.685
2004-08-12,527.744
2004-08-13,528.753
2004-08-16,531.056
2004-08-17,532.253
2004-08-18,532.387
2004-08-19,537.592
2004-08-20,536.369
2004-08-23,537.779
2004-08-24,535.174
2004-08-25,536.332
2004-08-26,539.525
2004-08-27,541.907
2004-08-30,540.58
2004-08-31,540.025
2004-09-01,544.517
2004-09-02,545.603
2004-09-03,542.533
2004-09-06,546.824
2004-09-07,547.99
2004-09-08,549.079
2004-09-09,546.294
2004-09-10,551.447
2004-09-13,553.838
2004-09-14,555.088
2004-09-15,547.852
2004-09-16,549.578
2004-09-17,551.217
2004-09-20,550.0
2004-09-21,555.693
2004-09-22,552.375
2004-09-23,552.134
2004-09-24,550.172
2004-09-27,547.5
2004-09-28,549.797
2004-09-29,551.65
2004-09-30,555.079
2004-10-01,562.775
2004-10-04,564.121
2004-10-05,566.727
2004-10-06,567.581
2004-10-07,565.825
2004-10-08,569.689
2004-10-11,568.957
2004-10-12,561.42
2004-10-13,560.176
2004-10-14,561.309
2004-10-15,563.419
2004-10-18,562.524
2004-10-19,567.593
2004-10-20,565.711
2004-10-21,568.053
2004-10-22,568.559
2004-10-25,565.741
2004-10-26,567.264
2004-10-27,572.989
2004-10-28,577.3
2004-10-29,575.434
2004-11-01,578.702
2004-11-02,582.588
2004-11-03,588.219
2004-11-04,590.829
2004-11-05,595.585
2004-11-08,595.435
2004-11-09,593.054
2004-11-10,592.56
2004-11-11,595.326
2004-11-12,601.064
2004-11-15,603.349
2004-11-16,601.913
2004-11-17,608.392
2004-11-18,605.929
2004-11-19,606.398
2004-11-22,601.522
2004-11-23,603.308
2004-11-24,606.228
2004-11-25,613.134
2004-11-26,612.428
2004-11-29,614.256
2004-11-30,610.796
2004-12-01,615.054
2004-12-02,617.679
2004-12-03,620.821
2004-12-06,619.359
2004-12-07,618.766
2004-12-08,610.297
2004-12-09,605.187
2004-12-10,604.268
2004-12-13,611.758
2004-12-14,612.662
2004-12-15,619.348
2004-12-16,615.784
2004-12-17,612.392
2004-12-20,620.163
2004-12-21,617.814
2004-12-22,621.865
2004-12-23,626.298
2004-12-24,630.192
2004-12-27,632.991
2004-12-28,633.444
2004-12-29,631.132
2004-12-30,635.8
2004-12-31,635.822
2005-01-03,632.839
2005-01-04,626.393
2005-01-05,621.61
2005-01-06,619.12
2005-01-07,617.212
2005-01-10,619.477
2005-01-11,620.162
2005-01-12,622.19
2005-01-13,619.641
2005-01-14,617.845
2005-01-17,620.084
2005-01-18,616.98
2005-01-19,617.523
2005-01-20,610.431
2005-01-21,611.489
2005-01-24,614.256
2005-01-25,612.117
2005-01-26,619.135
2005-01-27,619.311
2005-01-28,615.78
2005-01-31,620.203
2005-02-01,622.125
2005-02-02,624.982
2005-02-03,620.345
2005-02-04,625.116
2005-02-07,624.083
2005-02-08,621.134
2005-02-09,622.016
2005-02-10,627.533
2005-02-11,631.159
2005-02-14,636.518
2005-02-15,638.59
2005-02-16,635.927
2005-02-17,638.771
2005-02-18,640.24
2005-02-21,641.043
2005-02-22,643.902
2005-02-23,637.498
2005-02-24,636.932
2005-02-25,643.707
2005-02-28,647.813
2005-03-01,647.765
2005-03-02,646.102
2005-03-03,647.18
2005-03-04,656.169
2005-03-07,653.765
2005-03-08,657.924
2005-03-09,656.904
2005-03-10,652.979
2005-03-11,656.095
2005-03-14,650.77
2005-03-15,653.041
2005-03-16,652.583
2005-03-17,650.118
2005-03-18,648.424
2005-03-21,643.356
2005-03-22,644.854
2005-03-23,633.573
2005-03-24,632.435
2005-03-25,633.241
2005-03-28,630.634
2005-03-29,629.848
2005-03-30,630.281
2005-03-31,633.691
2005-04-01,634.462
2005-04-04,626.156
2005-04-05,631.004
2005-04-06,633.545
2005-04-07,637.499
2005-04-08,636.541
2005-04-11,638.987
2005-04-12,632.923
2005-04-13,635.726
2005-04-14,629.391
2005-04-15,625.001
2005-04-18,615.674
2005-04-19,622.173
2005-04-20,621.753
2005-04-21,622.089
2005-04-22,626.635
2005-04-25,626.07
2005-04-26,623.34
2005-04-27,618.182
2005-04-28,616.771
2005-04-29,618.856
2005-05-02,618.215
2005-05-03,621.17
2005-05-04,627.756
2005-05-05,629.897
2005-05-06,631.293
2005-05-09,628.156
2005-05-10,626.439
2005-05-11,622.228
2005-05-12,619.332
2005-05-13,615.231
2005-05-16,610.968
2005-05-17,611.091
2005-05-18,616.686
2005-05-19,620.627
2005-05-20,617.509
2005-05-23,622.798
2005-05-24,623.386
2005-05-25,621.511
2005-05-26,621.471
2005-05-27,623.787
2005-05-30,625.425
2005-05-31,619.875
2005-06-01,623.693
2005-06-02,624.411
2005-06-03,624.014
2005-06-06,624.088
2005-06-07,628.285
2005-06-08,630.419
2005-06-09,623.35
2005-06-10,623.644
2005-06-13,620.972
2005-06-14,622.541
2005-06-15,624.693
2005-06-16,626.971
2005-06-17,634.857
2005-06-20,631.089
2005-06-21,634.192
2005-06-22,635.27
2005-06-23,633.979
2005-06-24,630.898
2005-06-27,628.185
2005-06-28,629.604
2005-06-29,630.61
2005-06-30,629.606
2005-07-01,626.629
2005-07-04,626.45
2005-07-05,625.445
2005-07-06,628.854
2005-07-07,621.318
2005-07-08,626.708
2005-07-11,635.487
2005-07-12,640.102
2005-07-13,637.231
2005-07-14,640.742
2005-07-15,637.77
2005-07-18,638.023
2005-07-19,635.772
2005-07-20,635.869
2005-07-21,643.835
2005-07-22,643.488
2005-07-25,642.697
2005-07-26,640.087
2005-07-27,643.207
2005-07-28,647.08
2005-07-29,649.993
2005-08-01,653.416
2005-08-02,659.345
2005-08-03,663.29
2005-08-04,660.795
2005-08-05,654.8
2005-08-08,660.148
2005-08-09,663.006
2005-08-10,673.646
2005-08-11,678.286
2005-08-12,678.26
2005-08-15,675.35
2005-08-16,672.822
2005-08-17,669.665
2005-08-18,661.249
2005-08-19,664.82
2005-08-22,672.332
2005-08-23,667.922
2005-08-24,667.776
2005-08-25,665.986
2005-08-26,664.904
2005-08-29,660.877
2005-08-30,659.327
2005-08-31,667.617
2005-09-01,680.313
2005-09-02,683.433
2005-09-05,686.697
2005-09-06,688.471
2005-09-07,688.541
2005-09-08,685.3
2005-09-09,691.26
2005-09-12,687.785
2005-09-13,683.749
2005-09-14,687.605
2005-09-15,685.655
2005-09-16,687.785
2005-09-19,687.422
2005-09-20,691.585
2005-09-21,690.265
2005-09-22,684.579
2005-09-23,682.668
2005-09-26,691.066
2005-09-27,687.136
2005-09-28,694.413
2005-09-29,697.484
2005-09-30,698.794
2005-10-03,695.872
2005-10-04,698.203
2005-10-05,690.458
2005-10-06,685.259
2005-10-07,682.908
2005-10-10,681.156
2005-10-11,683.535
2005-10-12,681.254
2005-10-13,672.054
2005-10-14,678.025
2005-10-17,675.574
2005-10-18,668.999
2005-10-19,663.282
2005-10-20,664.28
2005-10-21,663.368
2005-10-24,666.1
2005-10-25,672.377
2005-10-26,673.594
2005-10-27,672.404
2005-10-28,669.303
2005-10-31,677.46
2005-11-01,681.033
2005-11-02,686.172
2005-11-03,691.085
2005-11-04,684.147
2005-11-07,685.338
2005-11-08,685.228
2005-11-09,682.785
