Date,WORLD ex USA VALUE Standard (Large+Mid Cap)
1991-09-30,2002.353
1991-10-31,2004.905
1991-11-29,1892.217
1991-12-31,1986.221
1992-01-31,1972.218
1992-02-28,1911.292
1992-03-31,1787.442
1992-04-30,1841.543
1992-05-29,1948.402
1992-06-30,1855.613
1992-07-31,1796.677
1992-08-31,1877.903
1992-09-30,1837.807
1992-10-30,1746.605
1992-11-30,1750.576
1992-12-31,1767.981
1993-01-29,1782.451
1993-02-26,1842.777
1993-03-31,2029.765
1993-04-30,2243.846
1993-05-31,2275.246
1993-06-30,2228.424
1993-07-30,2315.881
1993-08-31,2443.386
1993-09-30,2391.88
1993-10-29,2467.972
1993-11-30,2283.279
1993-12-31,2469.838
1994-01-31,2697.705
1994-02-28,2698.756
1994-03-31,2597.496
1994-04-29,2706.488
1994-05-31,2709.613
1994-06-30,2755.29
1994-07-29,2787.263
1994-08-31,2860.848
1994-09-30,2781.417
1994-10-31,2885.471
1994-11-30,2740.047
1994-12-30,2739.327
1995-01-31,2634.498
1995-02-28,2626.572
1995-03-31,2786.869
1995-04-28,2875.338
1995-05-31,2845.639
1995-06-30,2808.611
1995-07-31,2974.724
1995-08-31,2878.633
1995-09-29,2926.694
1995-10-31,2852.472
1995-11-30,2933.813
1995-12-29,3066.756
1996-01-31,3094.117
1996-02-29,3103.117
1996-03-29,3163.867
1996-04-30,3271.959
1996-05-31,3223.873
1996-06-28,3255.651
1996-07-31,3173.569
1996-08-30,3189.375
1996-09-30,3274.057
1996-10-31,3247.43
1996-11-29,3410.183
1996-12-31,3378.812
1997-01-31,3299.188
1997-02-28,3357.52
1997-03-31,3354.871
1997-04-30,3360.84
1997-05-30,3601.033
1997-06-30,3782.972
1997-07-31,3824.224
1997-08-29,3551.227
1997-09-30,3711.737
1997-10-31,3500.117
1997-11-28,3431.013
1997-12-31,3450.464
1998-01-30,3604.858
1998-02-27,3831.259
1998-03-31,4022.126
1998-04-30,4047.641
1998-05-29,4029.99
1998-06-30,4028.524
1998-07-31,4073.509
1998-08-31,3486.231
1998-09-30,3390.632
1998-10-30,3749.823
1998-11-30,3946.125
1998-12-31,4025.651
1999-01-29,3987.103
1999-02-26,3924.387
1999-03-31,4194.934
1999-04-30,4497.37
1999-05-31,4232.593
1999-06-30,4397.174
1999-07-30,4563.715
1999-08-31,4575.996
1999-09-30,4593.816
1999-10-29,4694.545
1999-11-30,4679.734
1999-12-31,4990.053
2000-01-31,4646.8
2000-02-29,4621.815
2000-03-31,4903.197
2000-04-28,4726.395
2000-05-31,4788.263
2000-06-30,4990.248
2000-07-31,4884.767
2000-08-31,4935.663
2000-09-29,4797.432
2000-10-31,4797.281
2000-11-30,4655.825
2000-12-29,4910.778
2001-01-31,4915.201
2001-02-28,4679.32
2001-03-30,4385.629
2001-04-30,4695.111
2001-05-31,4574.109
2001-06-29,4428.162
2001-07-31,4375.924
2001-08-31,4346.622
2001-09-28,3888.252
2001-10-31,3930.036
2001-11-30,4029.685
2001-12-31,4053.066
2002-01-31,3853.3
2002-02-28,3850.268
2002-03-29,4110.104
2002-04-30,4139.336
2002-05-31,4235.037
2002-06-28,4015.398
2002-07-31,3645.509
2002-08-30,3660.534
2002-09-30,3206.718
2002-10-31,3365.743
2002-11-29,3570.503
2002-12-31,3421.172
2003-01-31,3316.533
2003-02-28,3245.142
2003-03-31,3158.631
2003-04-30,3500.085
2003-05-30,3746.126
2003-06-30,3865.239
2003-07-31,3997.953
2003-08-29,4121.612
2003-09-30,4236.929
2003-10-31,4526.187
2003-11-28,4622.576
2003-12-31,5016.534
2004-01-30,5058.745
2004-02-27,5194.207
2004-03-31,5250.697
2004-04-30,5135.702
2004-05-31,5186.693
2004-06-30,5350.006
2004-07-30,5233.545
2004-08-31,5271.552
2004-09-30,5430.008
2004-10-29,5630.93
2004-11-30,6006.278
2004-12-31,6272.59
2005-01-31,6173.117
2005-02-28,6462.693
2005-03-31,6317.805
2005-04-29,6144.922
2005-05-31,6146.716
2005-06-30,6278.319
2005-07-29,6483.406
2005-08-31,6634.336
2005-09-30,6952.367
2005-10-31,6727.973
2005-11-30,6949.056
2005-12-30,7222.718
2006-01-31,7664.525
2006-02-28,7715.554
2006-03-31,7920.866
2006-04-28,8319.75
2006-05-31,8046.903
2006-06-30,8030.793
2006-07-31,8148.977
2006-08-31,8409.692
2006-09-29,8466.421
2006-10-31,8830.118
2006-11-30,9095.875
2006-12-29,9390.301
2007-01-31,9433.828
2007-02-28,9512.731
2007-03-30,9698.403
2007-04-30,10167.43
2007-05-31,10383.849
2007-06-29,10378.329
2007-07-31,10168.575
2007-08-31,9971.101
2007-09-28,10440.684
2007-10-31,10868.035
2007-11-30,10326.771
2007-12-31,10095.794
2008-01-31,9189.88
2008-02-29,9222.948
2008-03-31,9139.987
2008-04-30,9688.434
2008-05-30,9714.6
2008-06-30,8811.54
2008-07-31,8562.027
2008-08-29,8294.254
2008-09-30,7197.338
2008-10-31,5685.089
2008-11-28,5415.867
2008-12-31,5667.092
2009-01-30,5057.065
2009-02-27,4506.546
2009-03-31,4840.821
2009-04-30,5685.877
2009-05-29,6400.863
2009-06-30,6329.867
2009-07-31,6980.436
2009-08-31,7461.838
2009-09-30,7744.147
2009-10-30,7540.617
2009-11-30,7711.257
2009-12-31,7800.713
2010-01-29,7433.554
2010-02-26,7385.749
2010-03-31,7867.327
2010-04-30,7733.127
2010-05-31,6858.425
2010-06-30,6702.239
2010-07-30,7398.928
2010-08-31,7131.533
2010-09-30,7769.6
2010-10-29,8067.098
2010-11-30,7602.407
2010-12-31,8224.146
2011-01-31,8562.692
2011-02-28,8892.397
2011-03-31,8652.566
2011-04-29,9120.372
2011-05-31,8817.092
2011-06-30,8723.867
2011-07-29,8500.275
2011-08-31,7742.283
2011-09-30,7086.705
2011-10-31,7732.44
2011-11-30,7339.462
2011-12-30,7308.49
2012-01-31,7695.072
2012-02-29,8110.963
2012-03-30,8020.877
2012-04-30,7821.78
2012-05-31,6913.484
2012-06-29,7472.192
2012-07-31,7539.14
2012-08-31,7800.633
2012-09-28,8061.994
2012-10-31,8155.519
2012-11-30,8313.322
2012-12-31,8629.129
2013-01-31,9104.244
2013-02-28,8897.42
2013-03-29,8911.407
2013-04-30,9421.05
2013-05-31,9195.216
2013-06-28,8824.478
2013-07-31,9352.481
2013-08-30,9241.359
2013-09-30,9936.775
2013-10-31,10342.288
2013-11-29,10399.328
2013-12-31,10541.081
2014-01-31,10149.032
2014-02-28,10709.537
2014-03-31,10669.719
2014-04-30,10919.275
2014-05-30,11067.468
2014-06-30,11258.923
2014-07-31,11100.284
2014-08-29,11058.296
2014-09-30,10564.281
2014-10-31,10333.392
2014-11-28,10383.556
2014-12-31,10024.101
2015-01-30,9905.549
2015-02-27,10518.149
2015-03-31,10297.743
2015-04-30,10797.87
2015-05-29,10661.163
2015-06-30,10337.604
2015-07-31,10440.806
2015-08-31,9678.181
2015-09-30,9099.519
2015-10-30,9772.939
2015-11-30,9533.896
2015-12-31,9302.616
2016-01-29,8587.815
2016-02-29,8467.287
2016-03-31,9076.881
2016-04-29,9496.641
2016-05-31,9331.103
2016-06-30,8910.664
2016-07-29,9358.219
2016-08-31,9508.597
2016-09-30,9605.072
2016-10-31,9633.28
2016-11-30,9623.873
2016-12-30,10054.892
2017-01-31,10324.2
2017-02-28,10376.178
2017-03-31,10641.786
2017-04-28,10817.388
2017-05-31,11055.628
2017-06-30,11136.077
2017-07-31,11526.498
2017-08-31,11458.868
2017-09-29,11830.231
2017-10-31,11922.515
2017-11-30,12033.051
2017-12-29,12241.979
2018-01-31,12857.784
2018-02-28,12210.88
2018-03-30,11952.583
2018-04-30,12325.214
2018-05-31,11873.327
2018-06-29,11743.296
2018-07-31,12072.128
2018-08-31,11662.188
2018-09-28,11889.329
2018-10-31,11092.666
2018-11-30,11040.61
2018-12-31,10465.451
2019-01-31,11231.449
2019-02-28,11432.074
2019-03-29,11371.949
2019-04-30,11661.003
2019-05-31,11009.282
2019-06-28,11608.776
2019-07-31,11365.333
2019-08-30,10920.655
2019-09-30,11454.995
2019-10-31,11833.659
2019-11-29,11898.862
2019-12-31,12329.984
2020-01-31,11892.94
2020-02-28,10786.784
2020-03-31,8799.254
2020-04-30,9294.385
2020-05-29,9573.46
2020-06-30,9909.501
2020-07-31,9958.325
2020-08-31,10561.107
2020-09-30,10056.099
2020-10-30,9677.77
2020-11-30,11508.375
2020-12-31,12005.484
2021-01-29,11938.762
2021-02-26,12541.022
2021-03-31,13026.525
2021-04-30,13327.088
2021-05-31,13839.878
2021-06-30,13541.856
2021-07-30,13485.577
2021-08-31,13622.095
2021-09-30,13419.49
2021-10-29,13724.254
2021-11-30,12904.73
2021-12-31,13688.595
2022-01-31,13901.978
2022-02-28,13761.764
2022-03-31,13926.128
2022-04-29,13240.785
2022-05-31,13619.034
2022-06-30,12244.088
2022-07-29,12521.184
2022-08-31,12083.225
2022-09-30,11004.866
2022-10-31,11709.528
2022-11-30,12921.636
2022-12-30,13009.563
2023-01-31,14051.891
2023-02-28,13810.282
2023-03-31,13769.603
2023-04-28,14234.942
2023-05-31,13480.894
2023-06-30,14250.434
2023-07-31,14894.659
2023-08-31,14427.876
2023-09-29,14294.313
2023-10-31,13653.009
2023-11-30,14753.872
2023-12-29,15531.131
2024-01-31,15487.557
2024-02-29,15506.315
2024-03-29,16222.04
2024-04-30,16035.587
2024-05-31,16711.075
2024-06-28,16248.634
2024-07-31,17035.719
2024-08-30,17528.323
2024-09-30,17842.111
2024-10-31,17048.288
2024-11-29,17049.859
2024-12-31,16689.275
2025-01-31,17483.127
2025-02-28,18066.362
2025-03-31,18441.216
2025-04-30,19226.299
2025-05-30,20061.479
2025-06-30,20458.105
2025-07-31,20531.951
2025-08-29,21709.513
2025-09-30,22093.578
2025-10-31,22241.646
2025-11-28,22930.915
2025-12-31,23914.128
