Date,WORLD ex USA VALUE Standard (Large+Mid Cap)
2002-06-14,3919.158
2002-06-17,3969.189
2002-06-18,3979.262
2002-06-19,3927.759
2002-06-20,3906.298
2002-06-21,3907.178
2002-06-24,3869.158
2002-06-25,3909.132
2002-06-26,3880.979
2002-06-27,3899.097
2002-06-28,4015.398
2002-07-01,4031.657
2002-07-02,3934.295
2002-07-03,3857.708
2002-07-04,3895.391
2002-07-05,4000.688
2002-07-08,4030.274
2002-07-09,4037.103
2002-07-10,3940.568
2002-07-11,3832.395
2002-07-12,3837.285
2002-07-15,3730.639
2002-07-16,3736.562
2002-07-17,3808.645
2002-07-18,3871.22
2002-07-19,3750.79
2002-07-22,3596.773
2002-07-23,3506.821
2002-07-24,3467.736
2002-07-25,3558.315
2002-07-26,3512.688
2002-07-29,3623.655
2002-07-30,3653.082
2002-07-31,3645.509
2002-08-01,3544.588
2002-08-02,3532.829
2002-08-05,3456.642
2002-08-06,3475.291
2002-08-07,3489.447
2002-08-08,3574.185
2002-08-09,3637.549
2002-08-12,3588.789
2002-08-13,3612.599
2002-08-14,3598.683
2002-08-15,3664.461
2002-08-16,3682.122
2002-08-19,3732.274
2002-08-20,3702.013
2002-08-21,3739.07
2002-08-22,3781.405
2002-08-23,3748.028
2002-08-26,3751.642
2002-08-27,3813.879
2002-08-28,3702.246
2002-08-29,3652.631
2002-08-30,3660.534
2002-09-02,3618.937
2002-09-03,3524.029
2002-09-04,3499.269
2002-09-05,3485.152
2002-09-06,3533.06
2002-09-09,3502.982
2002-09-10,3550.987
2002-09-11,3586.826
2002-09-12,3510.197
2002-09-13,3453.158
2002-09-16,3430.909
2002-09-17,3416.992
2002-09-18,3342.607
2002-09-19,3331.613
2002-09-20,3305.327
2002-09-23,3213.92
2002-09-24,3163.548
2002-09-25,3181.276
2002-09-26,3286.441
2002-09-27,3294.875
2002-09-30,3206.718
2002-10-01,3205.748
2002-10-02,3243.569
2002-10-03,3201.28
2002-10-04,3141.653
2002-10-07,3072.544
2002-10-08,3039.269
2002-10-09,3023.322
2002-10-10,3067.622
2002-10-11,3195.841
2002-10-14,3164.892
2002-10-15,3327.659
2002-10-16,3300.434
2002-10-17,3358.287
2002-10-18,3359.948
2002-10-21,3368.4
2002-10-22,3321.998
2002-10-23,3264.97
2002-10-24,3321.908
2002-10-25,3317.591
2002-10-28,3365.029
2002-10-29,3268.259
2002-10-30,3322.65
2002-10-31,3365.743
2002-11-01,3355.028
2002-11-04,3442.814
2002-11-05,3481.361
2002-11-06,3444.689
2002-11-07,3425.488
2002-11-08,3396.684
2002-11-11,3351.405
2002-11-12,3386.38
2002-11-13,3356.773
2002-11-14,3382.97
2002-11-15,3427.952
2002-11-18,3445.486
2002-11-19,3427.956
2002-11-20,3416.85
2002-11-21,3513.379
2002-11-22,3531.202
2002-11-25,3513.157
2002-11-26,3456.783
2002-11-27,3507.712
2002-11-28,3571.405
2002-11-29,3570.503
2002-12-02,3567.776
2002-12-03,3509.395
2002-12-04,3469.137
2002-12-05,3432.169
2002-12-06,3441.132
2002-12-09,3375.499
2002-12-10,3393.428
2002-12-11,3419.482
2002-12-12,3395.205
2002-12-13,3370.574
2002-12-16,3436.865
2002-12-17,3431.357
2002-12-18,3358.483
2002-12-19,3349.975
2002-12-20,3380.39
2002-12-23,3390.438
2002-12-24,3401.978
2002-12-25,3400.476
2002-12-26,3415.265
2002-12-27,3361.638
2002-12-30,3397.644
2002-12-31,3421.172
2003-01-01,3421.172
2003-01-02,3473.146
2003-01-03,3508.509
2003-01-06,3559.054
2003-01-07,3510.671
2003-01-08,3450.71
2003-01-09,3488.934
2003-01-10,3519.72
2003-01-13,3537.737
2003-01-14,3572.186
2003-01-15,3549.432
2003-01-16,3552.313
2003-01-17,3511.651
2003-01-20,3470.712
2003-01-21,3450.052
2003-01-22,3405.124
2003-01-23,3424.556
2003-01-24,3412.54
2003-01-27,3315.923
2003-01-28,3306.448
2003-01-29,3296.802
2003-01-30,3324.412
2003-01-31,3316.533
2003-02-03,3373.612
2003-02-04,3333.138
2003-02-05,3372.603
2003-02-06,3317.161
2003-02-07,3291.121
2003-02-10,3258.608
2003-02-11,3299.235
2003-02-12,3282.295
2003-02-13,3291.582
2003-02-14,3325.109
2003-02-17,3372.351
2003-02-18,3377.955
2003-02-19,3335.475
2003-02-20,3328.484
2003-02-21,3329.49
2003-02-24,3289.708
2003-02-25,3201.322
2003-02-26,3191.392
2003-02-27,3203.608
2003-02-28,3245.142
2003-03-03,3269.455
2003-03-04,3226.548
2003-03-05,3223.013
2003-03-06,3197.836
2003-03-07,3148.505
2003-03-10,3075.205
2003-03-11,3060.875
2003-03-12,2986.703
2003-03-13,3074.196
2003-03-14,3153.409
2003-03-17,3201.364
2003-03-18,3211.369
2003-03-19,3235.069
2003-03-20,3239.276
2003-03-21,3295.634
2003-03-24,3239.345
2003-03-25,3253.607
2003-03-26,3263.417
2003-03-27,3233.557
2003-03-28,3223.668
2003-03-31,3158.631
2003-04-01,3184.744
2003-04-02,3240.917
2003-04-03,3250.429
2003-04-04,3272.077
2003-04-07,3354.0
2003-04-08,3316.345
2003-04-09,3308.285
2003-04-10,3297.318
2003-04-11,3293.483
2003-04-14,3318.661
2003-04-15,3375.953
2003-04-16,3369.794
2003-04-17,3393.998
2003-04-18,3394.691
2003-04-21,3380.491
2003-04-22,3420.575
2003-04-23,3456.21
2003-04-24,3434.406
2003-04-25,3389.531
2003-04-28,3438.38
2003-04-29,3447.602
2003-04-30,3500.085
2003-05-01,3512.773
2003-05-02,3527.562
2003-05-05,3561.35
2003-05-06,3631.587
2003-05-07,3610.249
2003-05-08,3562.738
2003-05-09,3599.012
2003-05-12,3621.839
2003-05-13,3629.06
2003-05-14,3642.107
2003-05-15,3661.439
2003-05-16,3686.529
2003-05-19,3620.114
2003-05-20,3623.593
2003-05-21,3607.299
2003-05-22,3648.675
2003-05-23,3672.311
2003-05-26,3681.272
2003-05-27,3683.948
2003-05-28,3714.799
2003-05-29,3757.478
2003-05-30,3746.126
2003-06-02,3807.05
2003-06-03,3786.632
2003-06-04,3814.132
2003-06-05,3855.774
2003-06-06,3884.62
2003-06-09,3870.13
2003-06-10,3868.988
2003-06-11,3939.783
2003-06-12,3964.929
2003-06-13,3946.584
2003-06-16,3998.216
2003-06-17,4030.742
2003-06-18,4021.513
2003-06-19,3972.447
2003-06-20,3980.307
2003-06-23,3928.84
2003-06-24,3886.158
2003-06-25,3911.499
2003-06-26,3873.908
2003-06-27,3884.847
2003-06-30,3865.239
2003-07-01,3862.236
2003-07-02,3924.051
2003-07-03,3960.853
2003-07-04,3942.204
2003-07-07,4001.735
2003-07-08,3992.64
2003-07-09,3979.93
2003-07-10,3948.503
2003-07-11,3950.993
2003-07-14,3999.89
2003-07-15,3966.549
2003-07-16,3936.542
2003-07-17,3882.315
2003-07-18,3901.173
2003-07-21,3904.908
2003-07-22,3913.742
2003-07-23,3944.144
2003-07-24,4006.836
2003-07-25,4005.072
2003-07-28,4040.185
2003-07-29,4024.641
2003-07-30,3993.839
2003-07-31,3997.953
2003-08-01,3983.14
2003-08-04,3972.914
2003-08-05,3989.065
2003-08-06,3946.769
2003-08-07,3964.883
2003-08-08,3972.846
2003-08-11,4000.68
2003-08-12,4021.276
2003-08-13,4048.389
2003-08-14,4092.199
2003-08-15,4100.466
2003-08-18,4117.063
2003-08-19,4120.148
2003-08-20,4142.903
2003-08-21,4144.02
2003-08-22,4126.622
2003-08-25,4112.883
2003-08-26,4081.933
2003-08-27,4100.499
2003-08-28,4108.001
2003-08-29,4121.612
2003-09-01,4176.316
2003-09-02,4166.964
2003-09-03,4212.654
2003-09-04,4218.087
2003-09-05,4230.715
2003-09-08,4261.927
2003-09-09,4262.478
2003-09-10,4228.396
2003-09-11,4219.657
2003-09-12,4250.214
2003-09-15,4258.862
2003-09-16,4295.57
2003-09-17,4327.456
2003-09-18,4366.129
2003-09-19,4368.788
2003-09-22,4341.878
2003-09-23,4330.611
2003-09-24,4331.051
2003-09-25,4294.862
2003-09-26,4260.159
2003-09-29,4255.661
2003-09-30,4236.929
2003-10-01,4326.869
2003-10-02,4372.343
2003-10-03,4437.528
2003-10-06,4441.701
2003-10-07,4465.357
2003-10-08,4448.728
2003-10-09,4495.923
2003-10-10,4521.734
2003-10-13,4541.29
2003-10-14,4546.102
2003-10-15,4556.081
2003-10-16,4572.799
2003-10-17,4549.05
2003-10-20,4562.385
2003-10-21,4570.081
2003-10-22,4528.402
2003-10-23,4439.796
2003-10-24,4456.573
2003-10-27,4488.122
2003-10-28,4514.362
2003-10-29,4546.513
2003-10-30,4563.634
2003-10-31,4526.187
2003-11-03,4531.132
2003-11-04,4570.732
2003-11-05,4543.703
2003-11-06,4512.715
2003-11-07,4572.625
2003-11-10,4558.934
2003-11-11,4508.848
2003-11-12,4544.262
2003-11-13,4587.361
2003-11-14,4603.794
2003-11-17,4505.049
2003-11-18,4527.218
2003-11-19,4499.204
2003-11-20,4508.216
2003-11-21,4522.76
2003-11-24,4534.197
2003-11-25,4551.658
2003-11-26,4601.173
2003-11-27,4616.072
2003-11-28,4622.576
2003-12-01,4682.996
2003-12-02,4712.138
2003-12-03,4743.929
2003-12-04,4738.774
2003-12-05,4744.312
2003-12-08,4741.777
2003-12-09,4766.687
2003-12-10,4729.369
2003-12-11,4728.175
2003-12-12,4777.412
2003-12-15,4813.172
2003-12-16,4794.221
2003-12-17,4801.254
2003-12-18,4831.968
2003-12-19,4856.35
2003-12-22,4876.941
2003-12-23,4892.607
2003-12-24,4909.044
2003-12-25,4909.242
2003-12-26,4914.523
2003-12-29,4942.934
2003-12-30,4985.824
2003-12-31,5016.534
2004-01-01,5016.534
2004-01-02,5051.447
2004-01-05,5126.642
2004-01-06,5145.633
2004-01-07,5101.047
2004-01-08,5131.919
2004-01-09,5149.763
2004-01-12,5139.058
2004-01-13,5138.184
2004-01-14,5138.251
2004-01-15,5111.375
2004-01-16,5093.299
2004-01-19,5102.717
2004-01-20,5148.184
2004-01-21,5183.898
2004-01-22,5215.809
2004-01-23,5209.33
2004-01-26,5152.947
2004-01-27,5168.101
2004-01-28,5176.159
2004-01-29,5066.899
2004-01-30,5058.745
2004-02-02,5077.449
2004-02-03,5097.357
2004-02-04,5052.962
2004-02-05,5072.061
2004-02-06,5133.336
2004-02-09,5171.838
2004-02-10,5178.114
2004-02-11,5188.187
2004-02-12,5235.287
2004-02-13,5229.17
2004-02-16,5249.289
2004-02-17,5295.842
2004-02-18,5290.893
2004-02-19,5284.683
2004-02-20,5213.233
2004-02-23,5230.992
2004-02-24,5212.51
2004-02-25,5183.04
2004-02-26,5160.281
2004-02-27,5194.207
2004-03-01,5264.512
2004-03-02,5234.828
2004-03-03,5171.922
2004-03-04,5206.675
2004-03-05,5276.899
2004-03-08,5261.538
2004-03-09,5256.905
2004-03-10,5185.653
2004-03-11,5088.767
2004-03-12,5059.655
2004-03-15,5026.618
2004-03-16,5096.055
2004-03-17,5138.807
2004-03-18,5159.945
2004-03-19,5152.865
2004-03-22,5085.789
2004-03-23,5085.104
2004-03-24,5075.688
2004-03-25,5128.282
2004-03-26,5137.498
2004-03-29,5196.764
2004-03-30,5209.092
2004-03-31,5250.697
2004-04-01,5314.225
2004-04-02,5315.336
2004-04-05,5308.179
2004-04-06,5318.071
2004-04-07,5341.356
2004-04-08,5335.982
2004-04-09,5321.708
2004-04-12,5329.919
2004-04-13,5304.31
2004-04-14,5220.605
2004-04-15,5195.935
2004-04-16,5255.746
2004-04-19,5243.017
2004-04-20,5258.187
2004-04-21,5193.883
2004-04-22,5209.294
2004-04-23,5226.607
2004-04-26,5252.537
2004-04-27,5252.158
2004-04-28,5189.76
2004-04-29,5173.84
2004-04-30,5135.702
2004-05-03,5148.849
2004-05-04,5212.785
2004-05-05,5252.314
2004-05-06,5163.043
2004-05-07,5060.5
2004-05-10,4877.725
2004-05-11,4909.582
2004-05-12,4943.246
2004-05-13,4924.416
2004-05-14,4909.99
2004-05-17,4867.502
2004-05-18,4892.972
2004-05-19,5021.078
2004-05-20,4962.361
2004-05-21,5022.296
2004-05-24,5035.897
2004-05-25,5063.486
2004-05-26,5108.899
2004-05-27,5192.119
2004-05-28,5175.705
2004-05-31,5186.693
2004-06-01,5175.907
2004-06-02,5204.35
2004-06-03,5183.521
2004-06-04,5214.399
2004-06-07,5311.697
2004-06-08,5312.102
2004-06-09,5253.62
2004-06-10,5276.72
2004-06-11,5238.326
2004-06-14,5200.287
2004-06-15,5231.772
2004-06-16,5269.53
2004-06-17,5287.765
2004-06-18,5313.93
2004-06-21,5326.734
2004-06-22,5286.412
2004-06-23,5305.155
2004-06-24,5380.664
2004-06-25,5355.591
2004-06-28,5406.223
2004-06-29,5361.102
2004-06-30,5350.006
2004-07-01,5353.726
2004-07-02,5353.218
2004-07-05,5325.055
2004-07-06,5308.738
2004-07-07,5331.599
2004-07-08,5347.483
2004-07-09,5366.021
2004-07-12,5375.564
2004-07-13,5355.018
2004-07-14,5340.357
2004-07-15,5294.67
2004-07-16,5341.409
2004-07-19,5331.753
2004-07-20,5306.468
2004-07-21,5286.78
2004-07-22,5241.355
2004-07-23,5184.59
2004-07-26,5165.445
2004-07-27,5149.559
2004-07-28,5163.898
2004-07-29,5211.309
2004-07-30,5233.545
2004-08-02,5240.699
2004-08-03,5264.513
2004-08-04,5217.215
2004-08-05,5221.753
2004-08-06,5219.281
2004-08-09,5182.094
2004-08-10,5214.852
2004-08-11,5169.729
2004-08-12,5165.694
2004-08-13,5173.262
2004-08-16,5193.648
2004-08-17,5199.801
2004-08-18,5198.098
2004-08-19,5240.223
2004-08-20,5231.572
2004-08-23,5236.342
2004-08-24,5212.866
2004-08-25,5230.565
2004-08-26,5260.279
2004-08-27,5281.269
2004-08-30,5268.14
2004-08-31,5271.552
2004-09-01,5315.695
2004-09-02,5326.21
2004-09-03,5297.629
2004-09-06,5338.703
2004-09-07,5354.528
2004-09-08,5364.552
2004-09-09,5336.487
2004-09-10,5385.603
2004-09-13,5402.138
2004-09-14,5416.15
2004-09-15,5350.012
2004-09-16,5370.088
2004-09-17,5385.944
2004-09-20,5376.153
2004-09-21,5430.334
2004-09-22,5397.44
2004-09-23,5391.715
2004-09-24,5380.637
2004-09-27,5356.53
2004-09-28,5376.546
2004-09-29,5393.321
2004-09-30,5430.008
2004-10-01,5500.929
2004-10-04,5507.808
2004-10-05,5538.997
2004-10-06,5550.05
2004-10-07,5542.65
2004-10-08,5585.849
2004-10-11,5584.344
2004-10-12,5510.789
2004-10-13,5495.019
2004-10-14,5507.619
2004-10-15,5522.817
2004-10-18,5513.319
2004-10-19,5551.309
2004-10-20,5535.717
2004-10-21,5556.579
2004-10-22,5567.801
2004-10-25,5545.318
2004-10-26,5555.874
2004-10-27,5605.018
2004-10-28,5645.193
2004-10-29,5630.93
2004-11-01,5667.145
2004-11-02,5700.794
2004-11-03,5754.368
2004-11-04,5783.006
2004-11-05,5831.345
2004-11-08,5834.112
2004-11-09,5817.464
2004-11-10,5816.955
2004-11-11,5842.065
2004-11-12,5896.576
2004-11-15,5916.755
2004-11-16,5898.895
2004-11-17,5955.45
2004-11-18,5927.547
2004-11-19,5948.293
2004-11-22,5903.32
2004-11-23,5921.938
2004-11-24,5952.33
2004-11-25,6024.821
2004-11-26,6019.75
2004-11-29,6031.491
2004-11-30,6006.278
2004-12-01,6042.8
2004-12-02,6065.09
2004-12-03,6095.049
2004-12-06,6083.964
2004-12-07,6076.888
2004-12-08,5994.347
2004-12-09,5949.371
2004-12-10,5944.805
2004-12-13,6019.958
2004-12-14,6033.09
2004-12-15,6107.692
2004-12-16,6070.104
2004-12-17,6045.277
2004-12-20,6123.065
2004-12-21,6099.473
2004-12-22,6138.5
2004-12-23,6183.818
2004-12-24,6222.058
2004-12-27,6248.606
2004-12-28,6247.81
2004-12-29,6227.069
2004-12-30,6271.98
2004-12-31,6272.59
2005-01-03,6244.25
2005-01-04,6190.011
2005-01-05,6145.576
2005-01-06,6123.576
2005-01-07,6109.621
2005-01-10,6135.726
2005-01-11,6143.883
2005-01-12,6174.509
2005-01-13,6150.039
2005-01-14,6134.507
2005-01-17,6153.887
2005-01-18,6126.448
2005-01-19,6139.127
2005-01-20,6072.325
2005-01-21,6089.415
2005-01-24,6112.419
2005-01-25,6096.623
2005-01-26,6163.556
2005-01-27,6157.787
2005-01-28,6124.415
2005-01-31,6173.117
2005-02-01,6189.469
2005-02-02,6225.926
2005-02-03,6181.67
2005-02-04,6234.861
2005-02-07,6220.346
2005-02-08,6189.099
2005-02-09,6190.449
2005-02-10,6253.335
2005-02-11,6291.99
2005-02-14,6343.828
2005-02-15,6368.46
2005-02-16,6335.548
2005-02-17,6375.678
2005-02-18,6390.942
2005-02-21,6379.461
2005-02-22,6407.109
2005-02-23,6346.674
2005-02-24,6347.053
2005-02-25,6415.42
2005-02-28,6462.693
2005-03-01,6457.916
2005-03-02,6437.103
2005-03-03,6442.569
2005-03-04,6538.268
2005-03-07,6513.692
2005-03-08,6560.487
2005-03-09,6550.471
2005-03-10,6513.241
2005-03-11,6547.142
2005-03-14,6497.582
2005-03-15,6517.886
2005-03-16,6511.639
2005-03-17,6475.665
2005-03-18,6459.324
2005-03-21,6407.441
2005-03-22,6426.251
2005-03-23,6311.599
2005-03-24,6305.35
2005-03-25,6311.643
2005-03-28,6288.153
2005-03-29,6280.535
2005-03-30,6277.512
2005-03-31,6317.805
2005-04-01,6327.183
2005-04-04,6246.553
2005-04-05,6293.752
2005-04-06,6318.54
2005-04-07,6359.582
2005-04-08,6345.451
2005-04-11,6369.551
2005-04-12,6313.665
2005-04-13,6344.607
2005-04-14,6272.952
2005-04-15,6222.826
2005-04-18,6121.886
2005-04-19,6186.71
2005-04-20,6180.84
2005-04-21,6172.908
2005-04-22,6224.587
2005-04-25,6221.768
2005-04-26,6193.272
2005-04-27,6140.274
2005-04-28,6122.414
2005-04-29,6144.922
2005-05-02,6139.057
2005-05-03,6163.892
2005-05-04,6224.856
2005-05-05,6247.685
2005-05-06,6258.226
2005-05-09,6227.5
2005-05-10,6212.428
2005-05-11,6174.281
2005-05-12,6148.014
2005-05-13,6103.518
2005-05-16,6054.87
2005-05-17,6053.362
2005-05-18,6112.157
2005-05-19,6155.212
2005-05-20,6119.213
2005-05-23,6174.051
2005-05-24,6181.617
2005-05-25,6164.725
2005-05-26,6160.449
2005-05-27,6181.582
2005-05-30,6198.181
2005-05-31,6146.716
2005-06-01,6182.787
2005-06-02,6193.473
2005-06-03,6187.906
2005-06-06,6192.15
2005-06-07,6234.702
2005-06-08,6259.772
2005-06-09,6190.672
2005-06-10,6201.59
2005-06-13,6179.864
