Date,WORLD ex USA VALUE Standard (Large+Mid Cap)
2001-11-27,3381.387
2001-11-28,3348.0
2001-11-29,3350.597
2001-11-30,3383.571
2001-12-03,3335.231
2001-12-04,3358.787
2001-12-05,3450.943
2001-12-06,3485.147
2001-12-07,3452.166
2001-12-10,3383.768
2001-12-11,3372.834
2001-12-12,3384.433
2001-12-13,3326.91
2001-12-14,3315.944
2001-12-17,3368.865
2001-12-18,3363.819
2001-12-19,3332.04
2001-12-20,3314.628
2001-12-21,3320.872
2001-12-24,3308.93
2001-12-25,3308.407
2001-12-26,3307.242
2001-12-27,3369.778
2001-12-28,3385.163
2001-12-31,3403.002
2002-01-01,3403.002
2002-01-02,3405.473
2002-01-03,3451.507
2002-01-04,3474.478
2002-01-07,3453.537
2002-01-08,3411.705
2002-01-09,3396.13
2002-01-10,3371.036
2002-01-11,3372.43
2002-01-14,3327.528
2002-01-15,3326.086
2002-01-16,3277.259
2002-01-17,3300.649
2002-01-18,3303.466
2002-01-21,3293.898
2002-01-22,3271.926
2002-01-23,3280.012
2002-01-24,3302.199
2002-01-25,3272.436
2002-01-28,3293.09
2002-01-29,3246.803
2002-01-30,3205.114
2002-01-31,3234.859
2002-02-01,3228.317
2002-02-04,3203.055
2002-02-05,3149.524
2002-02-06,3115.668
2002-02-07,3148.348
2002-02-08,3167.791
2002-02-11,3209.638
2002-02-12,3208.11
2002-02-13,3219.058
2002-02-14,3248.222
2002-02-15,3234.961
2002-02-18,3219.093
2002-02-19,3154.981
2002-02-20,3126.208
2002-02-21,3165.081
2002-02-22,3155.475
2002-02-25,3176.02
2002-02-26,3186.019
2002-02-27,3227.909
2002-02-28,3232.039
2002-03-01,3274.39
2002-03-04,3394.96
2002-03-05,3385.069
2002-03-06,3417.89
2002-03-07,3487.715
2002-03-08,3491.865
2002-03-11,3491.373
2002-03-12,3435.639
2002-03-13,3426.329
2002-03-14,3457.764
2002-03-15,3491.69
2002-03-18,3484.359
2002-03-19,3510.303
2002-03-20,3484.831
2002-03-21,3470.425
2002-03-22,3453.366
2002-03-25,3421.513
2002-03-26,3425.343
2002-03-27,3428.579
2002-03-28,3464.078
2002-03-29,3448.721
2002-04-01,3463.695
2002-04-02,3462.353
2002-04-03,3474.266
2002-04-04,3462.265
2002-04-05,3452.37
2002-04-08,3401.549
2002-04-09,3394.08
2002-04-10,3429.236
2002-04-11,3390.974
2002-04-12,3380.118
2002-04-15,3413.765
2002-04-16,3476.572
2002-04-17,3504.87
2002-04-18,3508.325
2002-04-19,3509.437
2002-04-22,3500.21
2002-04-23,3488.491
2002-04-24,3485.362
2002-04-25,3481.699
2002-04-26,3460.389
2002-04-29,3460.449
2002-04-30,3470.752
2002-05-01,3483.409
2002-05-02,3477.841
2002-05-03,3491.556
2002-05-06,3483.736
2002-05-07,3435.437
2002-05-08,3488.522
2002-05-09,3487.253
2002-05-10,3472.929
2002-05-13,3485.128
2002-05-14,3491.956
2002-05-15,3539.042
2002-05-16,3549.313
2002-05-17,3587.524
2002-05-20,3577.544
2002-05-21,3571.438
2002-05-22,3569.008
2002-05-23,3564.929
2002-05-24,3582.842
2002-05-27,3572.998
2002-05-28,3570.232
2002-05-29,3569.081
2002-05-30,3547.615
2002-05-31,3547.962
2002-06-03,3550.583
2002-06-04,3509.942
2002-06-05,3469.629
2002-06-06,3474.31
2002-06-07,3433.918
2002-06-10,3428.569
2002-06-11,3448.864
2002-06-12,3406.098
2002-06-13,3358.303
2002-06-14,3282.728
2002-06-17,3324.635
2002-06-18,3333.071
2002-06-19,3289.925
2002-06-20,3271.95
2002-06-21,3272.686
2002-06-24,3239.862
2002-06-25,3273.308
2002-06-26,3249.686
2002-06-27,3264.828
2002-06-28,3362.194
2002-07-01,3375.422
2002-07-02,3293.908
2002-07-03,3229.787
2002-07-04,3261.332
2002-07-05,3349.49
2002-07-08,3374.259
2002-07-09,3379.971
2002-07-10,3299.15
2002-07-11,3208.584
2002-07-12,3212.678
2002-07-15,3123.385
2002-07-16,3128.344
2002-07-17,3188.694
2002-07-18,3241.083
2002-07-19,3140.256
2002-07-22,3011.309
2002-07-23,2935.996
2002-07-24,2903.272
2002-07-25,2979.106
2002-07-26,2940.897
2002-07-29,3033.8
2002-07-30,3058.43
2002-07-31,3052.065
2002-08-01,2967.572
2002-08-02,2957.727
2002-08-05,2893.939
2002-08-06,2909.537
2002-08-07,2921.388
2002-08-08,2992.332
2002-08-09,3045.224
2002-08-12,3004.281
2002-08-13,3024.212
2002-08-14,3012.56
2002-08-15,3067.617
2002-08-16,3082.391
2002-08-19,3124.353
2002-08-20,3099.021
2002-08-21,3130.03
2002-08-22,3165.469
2002-08-23,3137.514
2002-08-26,3140.165
2002-08-27,3192.244
2002-08-28,3098.782
2002-08-29,3057.245
2002-08-30,3063.842
2002-09-02,3028.992
2002-09-03,2949.54
2002-09-04,2928.809
2002-09-05,2916.982
2002-09-06,2957.045
2002-09-09,2931.829
2002-09-10,2972.007
2002-09-11,3001.974
2002-09-12,2937.839
2002-09-13,2890.102
2002-09-16,2871.459
2002-09-17,2859.811
2002-09-18,2797.556
2002-09-19,2788.342
2002-09-20,2766.342
2002-09-23,2689.827
2002-09-24,2647.654
2002-09-25,2661.9
2002-09-26,2749.854
2002-09-27,2756.911
2002-09-30,2683.03
2002-10-01,2682.219
2002-10-02,2713.863
2002-10-03,2678.475
2002-10-04,2628.581
2002-10-07,2570.756
2002-10-08,2542.915
2002-10-09,2529.571
2002-10-10,2566.637
2002-10-11,2673.915
2002-10-14,2648.018
2002-10-15,2784.171
2002-10-16,2761.393
2002-10-17,2809.797
2002-10-18,2811.186
2002-10-21,2818.257
2002-10-22,2779.433
2002-10-23,2731.716
2002-10-24,2779.354
2002-10-25,2775.739
2002-10-28,2815.411
2002-10-29,2734.435
2002-10-30,2779.908
2002-10-31,2815.962
2002-11-01,2806.981
2002-11-04,2880.427
2002-11-05,2912.677
2002-11-06,2881.995
2002-11-07,2865.93
2002-11-08,2841.831
2002-11-11,2803.95
2002-11-12,2833.211
2002-11-13,2808.424
2002-11-14,2830.342
2002-11-15,2867.972
2002-11-18,2882.41
2002-11-19,2867.745
2002-11-20,2858.45
2002-11-21,2939.203
2002-11-22,2954.114
2002-11-25,2938.997
2002-11-26,2891.83
2002-11-27,2934.414
2002-11-28,2987.696
2002-11-29,2986.822
2002-12-02,2984.541
2002-12-03,2935.704
2002-12-04,2902.019
2002-12-05,2871.095
2002-12-06,2878.587
2002-12-09,2823.68
2002-12-10,2838.678
2002-12-11,2860.448
2002-12-12,2840.137
2002-12-13,2819.533
2002-12-16,2874.973
2002-12-17,2870.485
2002-12-18,2809.513
2002-12-19,2802.391
2002-12-20,2827.826
2002-12-23,2836.158
2002-12-24,2845.811
2002-12-25,2844.527
2002-12-26,2856.899
2002-12-27,2812.038
2002-12-30,2842.158
2002-12-31,2861.838
2003-01-01,2861.838
2003-01-02,2905.246
2003-01-03,2934.816
2003-01-06,2977.095
2003-01-07,2936.624
2003-01-08,2886.467
2003-01-09,2918.436
2003-01-10,2944.187
2003-01-13,2959.259
2003-01-14,2988.064
2003-01-15,2969.032
2003-01-16,2971.441
2003-01-17,2937.428
2003-01-20,2903.183
2003-01-21,2885.902
2003-01-22,2848.295
2003-01-23,2864.549
2003-01-24,2854.498
2003-01-27,2773.681
2003-01-28,2765.736
2003-01-29,2757.657
2003-01-30,2780.753
2003-01-31,2774.161
2003-02-03,2821.852
2003-02-04,2787.98
2003-02-05,2820.989
2003-02-06,2774.615
2003-02-07,2752.831
2003-02-10,2725.555
2003-02-11,2759.536
2003-02-12,2745.364
2003-02-13,2753.131
2003-02-14,2781.173
2003-02-17,2820.52
2003-02-18,2825.203
2003-02-19,2789.659
2003-02-20,2783.799
2003-02-21,2784.641
2003-02-24,2751.284
2003-02-25,2677.343
2003-02-26,2669.013
2003-02-27,2679.204
2003-02-28,2713.938
2003-03-03,2734.245
2003-03-04,2698.337
2003-03-05,2695.328
2003-03-06,2674.238
2003-03-07,2632.976
2003-03-10,2571.679
2003-03-11,2559.674
2003-03-12,2497.619
2003-03-13,2570.722
2003-03-14,2636.952
2003-03-17,2677.048
2003-03-18,2685.4
2003-03-19,2705.238
2003-03-20,2708.635
2003-03-21,2755.642
2003-03-24,2708.556
2003-03-25,2720.448
2003-03-26,2727.562
2003-03-27,2702.584
2003-03-28,2694.156
2003-03-31,2639.756
2003-04-01,2661.539
2003-04-02,2708.482
2003-04-03,2716.427
2003-04-04,2734.179
2003-04-07,2802.614
2003-04-08,2771.148
2003-04-09,2764.397
2003-04-10,2754.668
2003-04-11,2751.428
2003-04-14,2772.463
2003-04-15,2820.33
2003-04-16,2815.134
2003-04-17,2834.452
2003-04-18,2835.03
2003-04-21,2823.171
2003-04-22,2856.58
2003-04-23,2886.335
2003-04-24,2867.941
2003-04-25,2830.119
2003-04-28,2870.667
2003-04-29,2878.314
2003-04-30,2922.077
2003-05-01,2932.667
2003-05-02,2944.583
2003-05-05,2972.734
2003-05-06,3031.359
2003-05-07,3013.182
2003-05-08,2973.471
2003-05-09,3003.611
2003-05-12,3022.636
2003-05-13,3028.663
2003-05-14,3039.546
2003-05-15,3055.522
2003-05-16,3076.448
2003-05-19,3020.634
2003-05-20,3023.388
2003-05-21,3009.665
2003-05-22,3044.147
2003-05-23,3063.788
2003-05-26,3071.183
2003-05-27,3073.411
2003-05-28,3099.106
2003-05-29,3134.425
2003-05-30,3124.927
2003-06-02,3175.569
2003-06-03,3158.521
2003-06-04,3181.386
2003-06-05,3216.082
2003-06-06,3239.823
2003-06-09,3227.726
2003-06-10,3226.722
2003-06-11,3285.757
2003-06-12,3306.36
2003-06-13,3290.917
2003-06-16,3333.969
2003-06-17,3361.091
2003-06-18,3353.395
2003-06-19,3312.372
2003-06-20,3318.915
2003-06-23,3274.9
2003-06-24,3239.197
2003-06-25,3260.272
2003-06-26,3228.898
2003-06-27,3237.98
2003-06-30,3221.593
2003-07-01,3218.94
2003-07-02,3270.456
2003-07-03,3301.126
2003-07-04,3285.58
2003-07-07,3335.189
2003-07-08,3327.608
2003-07-09,3317.016
2003-07-10,3290.799
2003-07-11,3292.874
2003-07-14,3333.6
2003-07-15,3305.813
2003-07-16,3280.797
2003-07-17,3235.603
2003-07-18,3251.32
2003-07-21,3254.398
2003-07-22,3261.761
2003-07-23,3287.098
2003-07-24,3339.346
2003-07-25,3337.712
2003-07-28,3366.957
2003-07-29,3354.0
2003-07-30,3328.323
2003-07-31,3331.752
2003-08-01,3319.312
2003-08-04,3310.787
2003-08-05,3324.225
2003-08-06,3288.978
2003-08-07,3304.072
2003-08-08,3310.508
2003-08-11,3333.622
2003-08-12,3350.785
2003-08-13,3373.373
2003-08-14,3409.876
2003-08-15,3416.697
2003-08-18,3430.373
2003-08-19,3432.944
2003-08-20,3451.9
2003-08-21,3452.83
2003-08-22,3438.334
2003-08-25,3426.651
2003-08-26,3400.823
2003-08-27,3416.239
2003-08-28,3422.486
2003-08-29,3433.785
2003-09-01,3479.309
2003-09-02,3471.501
2003-09-03,3509.517
2003-09-04,3514.027
2003-09-05,3524.532
2003-09-08,3550.53
2003-09-09,3550.962
2003-09-10,3522.529
2003-09-11,3515.23
2003-09-12,3540.682
2003-09-15,3547.868
2003-09-16,3578.447
2003-09-17,3605.01
2003-09-18,3637.221
2003-09-19,3639.436
2003-09-22,3616.963
2003-09-23,3607.568
2003-09-24,3607.917
2003-09-25,3577.396
2003-09-26,3548.457
2003-09-29,3544.61
2003-09-30,3529.007
2003-10-01,3603.92
2003-10-02,3641.79
2003-10-03,3696.04
2003-10-06,3699.516
2003-10-07,3719.217
2003-10-08,3705.367
2003-10-09,3744.676
2003-10-10,3766.133
2003-10-13,3782.415
2003-10-14,3786.422
2003-10-15,3794.726
2003-10-16,3808.649
2003-10-17,3788.868
2003-10-20,3799.938
2003-10-21,3806.348
2003-10-22,3771.634
2003-10-23,3697.836
2003-10-24,3711.81
2003-10-27,3738.086
2003-10-28,3759.929
2003-10-29,3786.694
2003-10-30,3800.953
2003-10-31,3769.725
2003-11-03,3773.762
2003-11-04,3806.742
2003-11-05,3784.231
2003-11-06,3758.422
2003-11-07,3808.154
2003-11-10,3796.741
2003-11-11,3755.032
2003-11-12,3784.513
2003-11-13,3820.385
2003-11-14,3834.069
2003-11-17,3751.534
2003-11-18,3769.983
2003-11-19,3746.655
2003-11-20,3754.157
2003-11-21,3766.269
2003-11-24,3775.779
2003-11-25,3790.304
2003-11-26,3831.522
2003-11-27,3843.906
2003-11-28,3849.308
2003-12-01,3899.598
2003-12-02,3923.865
2003-12-03,3950.337
2003-12-04,3946.045
2003-12-05,3950.656
2003-12-08,3948.528
2003-12-09,3969.263
2003-12-10,3938.182
2003-12-11,3937.168
2003-12-12,3978.168
2003-12-15,4007.945
2003-12-16,3992.164
2003-12-17,3998.02
2003-12-18,4023.595
2003-12-19,4043.898
2003-12-22,4061.04
2003-12-23,4073.963
2003-12-24,4087.572
2003-12-25,4087.703
2003-12-26,4092.1
2003-12-29,4115.72
2003-12-30,4151.432
2003-12-31,4177.003
2004-01-01,4177.003
2004-01-02,4205.929
2004-01-05,4268.528
2004-01-06,4284.341
2004-01-07,4247.218
2004-01-08,4272.923
2004-01-09,4287.779
2004-01-12,4278.795
2004-01-13,4278.051
2004-01-14,4278.101
2004-01-15,4255.687
2004-01-16,4240.637
2004-01-19,4248.466
2004-01-20,4286.321
2004-01-21,4316.055
2004-01-22,4342.584
2004-01-23,4337.189
2004-01-26,4290.203
2004-01-27,4302.817
2004-01-28,4309.518
2004-01-29,4218.551
2004-01-30,4211.762
2004-02-02,4227.292
2004-02-03,4243.867
2004-02-04,4206.869
2004-02-05,4222.77
2004-02-06,4273.785
2004-02-09,4305.813
2004-02-10,4310.972
2004-02-11,4319.356
2004-02-12,4358.567
2004-02-13,4353.455
2004-02-16,4369.951
2004-02-17,4408.705
2004-02-18,4404.584
2004-02-19,4399.4
2004-02-20,4339.919
2004-02-23,4354.672
2004-02-24,4339.26
2004-02-25,4314.668
2004-02-26,4295.695
2004-02-27,4323.696
2004-03-01,4382.204
2004-03-02,4357.393
2004-03-03,4305.03
2004-03-04,4333.912
2004-03-05,4392.348
2004-03-08,4379.554
2004-03-09,4375.662
2004-03-10,4316.297
2004-03-11,4235.633
2004-03-12,4211.385
2004-03-15,4183.861
2004-03-16,4241.677
2004-03-17,4277.261
2004-03-18,4294.82
2004-03-19,4288.81
2004-03-22,4232.881
2004-03-23,4232.163
2004-03-24,4224.153
2004-03-25,4267.703
2004-03-26,4274.71
2004-03-29,4323.974
2004-03-30,4334.113
2004-03-31,4368.66
2004-04-01,4421.285
2004-04-02,4422.036
2004-04-05,4416.073
2004-04-06,4424.3
2004-04-07,4443.623
2004-04-08,4438.648
2004-04-09,4426.775
2004-04-12,4433.6
2004-04-13,4412.201
2004-04-14,4342.573
2004-04-15,4322.052
2004-04-16,4371.17
2004-04-19,4360.512
2004-04-20,4373.083
2004-04-21,4319.524
2004-04-22,4332.197
2004-04-23,4346.473
2004-04-26,4367.537
2004-04-27,4367.13
2004-04-28,4314.628
2004-04-29,4300.78
2004-04-30,4268.752
2004-05-03,4278.887
2004-05-04,4331.995
2004-05-05,4364.785
2004-05-06,4290.477
2004-05-07,4205.25
2004-05-10,4053.281
2004-05-11,4079.687
2004-05-12,4107.546
2004-05-13,4091.868
2004-05-14,4079.678
2004-05-17,4044.248
2004-05-18,4064.931
2004-05-19,4171.162
2004-05-20,4122.384
2004-05-21,4172.15
2004-05-24,4182.128
2004-05-25,4204.912
2004-05-26,4242.593
2004-05-27,4311.515
2004-05-28,4297.401
2004-05-31,4306.48
2004-06-01,4297.342
2004-06-02,4320.883
2004-06-03,4303.502
2004-06-04,4329.08
2004-06-07,4409.582
2004-06-08,4409.885
2004-06-09,4361.334
2004-06-10,4380.455
2004-06-11,4348.122
2004-06-14,4316.548
2004-06-15,4342.652
2004-06-16,4373.993
2004-06-17,4389.129
2004-06-18,4410.834
2004-06-21,4420.795
2004-06-22,4387.331
2004-06-23,4402.88
2004-06-24,4465.32
2004-06-25,4444.494
2004-06-28,4486.479
2004-06-29,4449.033
2004-06-30,4439.825
2004-07-01,4442.701
2004-07-02,4442.22
2004-07-05,4418.7
2004-07-06,4405.16
2004-07-07,4424.13
2004-07-08,4437.297
2004-07-09,4452.679
2004-07-12,4460.567
2004-07-13,4443.518
2004-07-14,4431.239
2004-07-15,4393.329
2004-07-16,4432.112
2004-07-19,4424.1
2004-07-20,4403.12
2004-07-21,4386.782
2004-07-22,4349.022
2004-07-23,4301.921
2004-07-26,4286.036
2004-07-27,4272.851
2004-07-28,4284.722
2004-07-29,4324.061
2004-07-30,4342.259
2004-08-02,4348.128
2004-08-03,4367.639
2004-08-04,4328.335
2004-08-05,4332.099
2004-08-06,4329.774
2004-08-09,4298.919
2004-08-10,4326.068
2004-08-11,4288.633
2004-08-12,4285.27
2004-08-13,4291.549
2004-08-16,4308.071
2004-08-17,4313.175
2004-08-18,4311.747
2004-08-19,4346.689
2004-08-20,4339.514
2004-08-23,4343.444
2004-08-24,4323.934
2004-08-25,4338.594
2004-08-26,4363.198
2004-08-27,4380.559
2004-08-30,4369.62
2004-08-31,4372.392
2004-09-01,4408.912
2004-09-02,4417.624
2004-09-03,4393.888
2004-09-06,4427.941
2004-09-07,4441.067
2004-09-08,4449.376
2004-09-09,4426.051
2004-09-10,4466.757
2004-09-13,4480.425
2004-09-14,4492.046
2004-09-15,4437.19
2004-09-16,4453.839
2004-09-17,4466.99
2004-09-20,4458.792
2004-09-21,4503.714
2004-09-22,4476.429
2004-09-23,4471.68
2004-09-24,4462.417
2004-09-27,4442.034
2004-09-28,4458.531
2004-09-29,4472.442
2004-09-30,4502.865
2004-10-01,4561.613
2004-10-04,4567.317
2004-10-05,4593.18
2004-10-06,4602.246
2004-10-07,4596.105
2004-10-08,4631.91
2004-10-11,4630.631
2004-10-12,4569.638
2004-10-13,4556.561
2004-10-14,4567.009
2004-10-15,4579.595
2004-10-18,4571.715
2004-10-19,4603.217
2004-10-20,4590.288
2004-10-21,4607.56
2004-10-22,4616.794
2004-10-25,4598.151
2004-10-26,4606.884
2004-10-27,4647.632
2004-10-28,4680.92
2004-10-29,4669.093
2004-11-01,4699.12
2004-11-02,4726.94
2004-11-03,4771.265
2004-11-04,4795.011
2004-11-05,4835.091
2004-11-08,4837.15
2004-11-09,4823.345
2004-11-10,4822.906
2004-11-11,4843.696
2004-11-12,4888.891
2004-11-15,4905.305
2004-11-16,4890.494
2004-11-17,4937.356
2004-11-18,4914.224
2004-11-19,4931.422
2004-11-22,4894.063
2004-11-23,4909.47
2004-11-24,4934.424
2004-11-25,4994.515
2004-11-26,4990.296
2004-11-29,4999.992
2004-11-30,4979.075
2004-12-01,5009.346
2004-12-02,5027.807
2004-12-03,5052.638
2004-12-06,5043.42
2004-12-07,5037.554
2004-12-08,4969.125
2004-12-09,4931.841
2004-12-10,4928.05
2004-12-13,4990.315
2004-12-14,5001.201
2004-12-15,5063.039
2004-12-16,5031.809
2004-12-17,5011.229
2004-12-20,5075.711
2004-12-21,5056.117
2004-12-22,5088.453
2004-12-23,5125.744
2004-12-24,5157.441
2004-12-27,5179.427
2004-12-28,5178.767
2004-12-29,5161.537
2004-12-30,5198.716
2004-12-31,5199.222
2005-01-03,5175.613
2005-01-04,5130.654
2005-01-05,5093.823
2005-01-06,5075.589
2005-01-07,5064.022
2005-01-10,5085.617
2005-01-11,5092.303
2005-01-12,5117.674
2005-01-13,5097.393
2005-01-14,5084.518
2005-01-17,5100.58
2005-01-18,5077.83
2005-01-19,5088.338
2005-01-20,5032.97
2005-01-21,5047.135
2005-01-24,5066.069
2005-01-25,5052.977
2005-01-26,5108.449
2005-01-27,5103.666
2005-01-28,5075.997
2005-01-31,5116.362
2005-02-01,5129.812
2005-02-02,5159.979
2005-02-03,5123.299
2005-02-04,5167.006
2005-02-07,5154.971
2005-02-08,5128.893
2005-02-09,5130.01
2005-02-10,5182.123
2005-02-11,5214.139
2005-02-14,5256.827
2005-02-15,5277.237
2005-02-16,5249.911
2005-02-17,5283.15
2005-02-18,5295.782
2005-02-21,5286.235
2005-02-22,5309.14
2005-02-23,5258.967
2005-02-24,5259.24
2005-02-25,5315.845
2005-02-28,5354.915
2005-03-01,5350.865
2005-03-02,5333.617
2005-03-03,5338.098
2005-03-04,5417.367
2005-03-07,5396.934
2005-03-08,5435.658
2005-03-09,5427.288
2005-03-10,5396.441
2005-03-11,5424.477
2005-03-14,5383.414
2005-03-15,5400.228
2005-03-16,5394.849
2005-03-17,5365.016
2005-03-18,5351.325
2005-03-21,5308.312
2005-03-22,5323.853
2005-03-23,5228.648
2005-03-24,5223.245
2005-03-25,5228.425
2005-03-28,5208.448
2005-03-29,5202.105
2005-03-30,5199.6
2005-03-31,5232.935
2005-04-01,5240.352
2005-04-04,5173.537
2005-04-05,5212.603
2005-04-06,5233.0
2005-04-07,5266.608
2005-04-08,5254.589
2005-04-11,5274.245
2005-04-12,5227.93
2005-04-13,5253.355
2005-04-14,5193.86
2005-04-15,5152.068
2005-04-18,5068.435
2005-04-19,5121.467
2005-04-20,5115.518
2005-04-21,5108.701
2005-04-22,5150.761
2005-04-25,5148.17
2005-04-26,5124.519
2005-04-27,5080.378
2005-04-28,5064.484
2005-04-29,5082.567
2005-05-02,5077.052
2005-05-03,5097.583
2005-05-04,5147.709
2005-05-05,5166.416
2005-05-06,5174.46
2005-05-09,5149.042
2005-05-10,5136.555
2005-05-11,5105.013
2005-05-12,5082.99
2005-05-13,5046.037
2005-05-16,5005.342
2005-05-17,5003.92
2005-05-18,5052.334
2005-05-19,5087.671
2005-05-20,5057.9
2005-05-23,5102.438
2005-05-24,5108.14
2005-05-25,5094.161
2005-05-26,5090.541
2005-05-27,5107.429
2005-05-30,5120.185
2005-05-31,5077.655
2005-06-01,5107.248
2005-06-02,5115.758
2005-06-03,5111.104
2005-06-06,5114.609
2005-06-07,5149.719
2005-06-08,5170.368
2005-06-09,5113.275
2005-06-10,5122.267
2005-06-13,5104.29
