Date,DENMARK SMALL VALUE Small Cap
2001-08-02,148.587
2001-08-03,148.885
2001-08-06,147.014
2001-08-07,146.311
2001-08-08,146.466
2001-08-09,146.363
2001-08-10,147.313
2001-08-13,147.866
2001-08-14,148.548
2001-08-15,149.674
2001-08-16,148.67
2001-08-17,149.411
2001-08-20,148.351
2001-08-21,148.396
2001-08-22,149.191
2001-08-23,147.241
2001-08-24,146.181
2001-08-27,146.738
2001-08-28,145.556
2001-08-29,145.351
2001-08-30,142.36
2001-08-31,140.289
2001-09-03,138.505
2001-09-04,135.988
2001-09-05,136.288
2001-09-06,137.064
2001-09-07,138.736
2001-09-10,137.888
2001-09-11,137.039
2001-09-12,135.923
2001-09-13,136.361
2001-09-14,136.793
2001-09-17,134.871
2001-09-18,133.562
2001-09-19,135.393
2001-09-20,130.462
2001-09-21,124.87
2001-09-24,126.949
2001-09-25,127.962
2001-09-26,129.494
2001-09-27,129.302
2001-09-28,130.732
2001-10-01,130.663
2001-10-02,132.466
2001-10-03,131.524
2001-10-04,133.068
2001-10-05,133.878
2001-10-08,133.473
2001-10-09,134.096
2001-10-10,133.802
2001-10-11,135.56
2001-10-12,136.05
2001-10-15,135.713
2001-10-16,135.459
2001-10-17,135.343
2001-10-18,133.696
2001-10-19,131.587
2001-10-22,131.392
2001-10-23,130.932
2001-10-24,131.627
2001-10-25,131.855
2001-10-26,131.729
2001-10-29,132.48
2001-10-30,131.443
2001-10-31,130.639
2001-11-01,131.398
2001-11-02,129.614
2001-11-05,127.63
2001-11-06,127.512
2001-11-07,128.087
2001-11-08,126.856
2001-11-09,127.352
2001-11-12,125.283
2001-11-13,124.517
2001-11-14,124.028
2001-11-15,125.101
2001-11-16,125.747
2001-11-19,125.282
2001-11-20,125.679
2001-11-21,123.657
2001-11-22,124.022
2001-11-23,124.975
2001-11-26,125.089
2001-11-27,125.392
2001-11-28,126.443
2001-11-29,125.25
2001-11-30,127.052
2001-12-03,125.797
2001-12-04,125.206
2001-12-05,125.384
2001-12-06,126.635
2001-12-07,127.185
2001-12-10,126.395
2001-12-11,126.119
2001-12-12,127.251
2001-12-13,127.362
2001-12-14,128.426
2001-12-17,128.394
2001-12-18,127.235
2001-12-19,127.066
2001-12-20,129.22
2001-12-21,129.245
2001-12-24,127.989
2001-12-25,127.989
2001-12-26,128.096
2001-12-27,130.669
2001-12-28,129.626
2001-12-31,130.895
2002-01-01,130.895
2002-01-02,133.371
2002-01-03,133.157
2002-01-04,132.613
2002-01-07,133.161
2002-01-08,132.596
2002-01-09,133.054
2002-01-10,133.475
2002-01-11,134.707
2002-01-14,135.045
2002-01-15,134.142
2002-01-16,132.637
2002-01-17,132.816
2002-01-18,133.992
2002-01-21,135.1
2002-01-22,137.249
2002-01-23,137.281
2002-01-24,136.893
2002-01-25,133.667
2002-01-28,137.345
2002-01-29,137.733
2002-01-30,137.963
2002-01-31,138.066
2002-02-01,139.147
2002-02-04,139.493
2002-02-05,138.366
2002-02-06,139.359
2002-02-07,139.64
2002-02-08,141.1
2002-02-11,140.878
2002-02-12,140.843
2002-02-13,139.885
2002-02-14,140.245
2002-02-15,141.271
2002-02-18,140.236
2002-02-19,139.361
2002-02-20,138.641
2002-02-21,138.861
2002-02-22,140.035
2002-02-25,140.269
2002-02-26,139.478
2002-02-27,139.821
2002-02-28,140.284
2002-03-01,140.9
2002-03-04,141.895
2002-03-05,142.24
2002-03-06,143.123
2002-03-07,143.208
2002-03-08,142.637
2002-03-11,142.45
2002-03-12,140.807
2002-03-13,141.322
2002-03-14,141.771
2002-03-15,142.517
2002-03-18,142.829
2002-03-19,142.693
2002-03-20,143.121
2002-03-21,141.074
2002-03-22,145.914
2002-03-25,146.323
2002-03-26,146.417
2002-03-27,146.533
2002-03-28,146.461
2002-03-29,146.461
2002-04-01,147.667
2002-04-02,148.109
2002-04-03,147.473
2002-04-04,148.792
2002-04-05,148.645
2002-04-08,148.477
2002-04-09,147.853
2002-04-10,147.739
2002-04-11,147.806
2002-04-12,148.855
2002-04-15,148.721
2002-04-16,150.519
2002-04-17,153.612
2002-04-18,153.229
2002-04-19,153.953
2002-04-22,154.874
2002-04-23,155.583
2002-04-24,158.056
2002-04-25,157.639
2002-04-26,157.638
2002-04-29,156.804
2002-04-30,157.579
2002-05-01,157.868
2002-05-02,157.407
2002-05-03,159.29
2002-05-06,160.141
2002-05-07,160.545
2002-05-08,161.261
2002-05-09,161.225
2002-05-10,161.755
2002-05-13,162.419
2002-05-14,161.093
2002-05-15,164.344
2002-05-16,164.313
2002-05-17,166.363
2002-05-20,166.418
2002-05-21,164.805
2002-05-22,164.744
2002-05-23,164.034
2002-05-24,164.6
2002-05-27,164.82
2002-05-28,165.44
2002-05-29,164.328
2002-05-30,165.246
2002-05-31,165.547
2002-06-03,165.936
2002-06-04,165.267
2002-06-05,164.23
2002-06-06,166.49
2002-06-07,164.482
2002-06-10,165.732
2002-06-11,165.126
2002-06-12,165.291
2002-06-13,163.756
2002-06-14,163.326
2002-06-17,161.484
2002-06-18,162.444
2002-06-19,164.277
2002-06-20,163.811
2002-06-21,163.673
2002-06-24,161.036
2002-06-25,161.63
2002-06-26,164.918
2002-06-27,163.75
2002-06-28,165.311
2002-07-01,167.047
2002-07-02,166.544
2002-07-03,164.253
2002-07-04,165.596
2002-07-05,165.987
2002-07-08,168.588
2002-07-09,168.553
2002-07-10,166.761
2002-07-11,165.91
2002-07-12,166.515
2002-07-15,168.391
2002-07-16,168.475
2002-07-17,166.088
2002-07-18,165.81
2002-07-19,166.656
2002-07-22,161.931
2002-07-23,157.29
2002-07-24,148.734
2002-07-25,156.279
2002-07-26,154.731
2002-07-29,155.965
2002-07-30,158.176
2002-07-31,156.823
2002-08-01,159.011
2002-08-02,158.794
2002-08-05,157.693
2002-08-06,153.203
2002-08-07,156.143
2002-08-08,155.826
2002-08-09,157.169
2002-08-12,157.487
2002-08-13,158.637
2002-08-14,160.212
2002-08-15,159.722
2002-08-16,157.515
2002-08-19,157.644
2002-08-20,158.323
2002-08-21,158.486
2002-08-22,158.936
2002-08-23,157.713
2002-08-26,158.384
2002-08-27,161.171
2002-08-28,160.576
2002-08-29,160.484
2002-08-30,160.045
2002-09-02,160.08
2002-09-03,161.532
2002-09-04,162.235
2002-09-05,161.352
2002-09-06,162.351
2002-09-09,161.205
2002-09-10,160.228
2002-09-11,161.221
2002-09-12,162.322
2002-09-13,162.481
2002-09-16,161.21
2002-09-17,160.395
2002-09-18,158.801
2002-09-19,161.49
2002-09-20,161.685
2002-09-23,158.224
2002-09-24,155.615
2002-09-25,152.996
2002-09-26,151.161
2002-09-27,152.848
2002-09-30,151.481
2002-10-01,151.646
2002-10-02,152.495
2002-10-03,151.82
2002-10-04,149.526
2002-10-07,147.658
2002-10-08,146.676
2002-10-09,147.385
2002-10-10,144.589
2002-10-11,147.663
2002-10-14,147.795
2002-10-15,150.202
2002-10-16,148.482
2002-10-17,146.845
2002-10-18,146.166
2002-10-21,147.198
2002-10-22,149.864
2002-10-23,148.141
2002-10-24,149.325
2002-10-25,148.377
2002-10-28,148.482
2002-10-29,147.115
2002-10-30,146.655
2002-10-31,148.486
2002-11-01,149.348
2002-11-04,150.345
2002-11-05,151.52
2002-11-06,149.234
2002-11-07,148.48
2002-11-08,148.402
2002-11-11,148.43
2002-11-12,148.45
2002-11-13,149.645
2002-11-14,151.09
2002-11-15,150.233
2002-11-18,152.077
2002-11-19,152.002
2002-11-20,151.757
2002-11-21,151.394
2002-11-22,151.74
2002-11-25,149.692
2002-11-26,150.04
2002-11-27,149.876
2002-11-28,150.819
2002-11-29,151.607
2002-12-02,153.277
2002-12-03,153.529
2002-12-04,151.306
2002-12-05,151.587
2002-12-06,152.161
2002-12-09,151.301
2002-12-10,153.073
2002-12-11,154.894
2002-12-12,156.646
2002-12-13,156.394
2002-12-16,155.614
2002-12-17,158.262
2002-12-18,158.808
2002-12-19,158.047
2002-12-20,158.302
2002-12-23,158.174
2002-12-24,158.837
2002-12-25,158.837
2002-12-26,159.231
2002-12-27,161.261
2002-12-30,162.579
2002-12-31,163.182
2003-01-01,163.182
2003-01-02,162.691
2003-01-03,163.504
2003-01-06,166.007
2003-01-07,166.357
2003-01-08,164.682
2003-01-09,166.623
2003-01-10,168.485
2003-01-13,169.06
2003-01-14,171.451
2003-01-15,170.814
2003-01-16,170.823
2003-01-17,170.493
2003-01-20,171.595
2003-01-21,171.586
2003-01-22,171.679
2003-01-23,171.519
2003-01-24,172.348
2003-01-27,170.085
2003-01-28,167.587
2003-01-29,166.68
2003-01-30,164.779
2003-01-31,164.676
2003-02-03,164.952
2003-02-04,166.736
2003-02-05,165.122
2003-02-06,165.763
2003-02-07,165.293
2003-02-10,163.334
2003-02-11,163.517
2003-02-12,162.808
2003-02-13,164.027
2003-02-14,163.673
2003-02-17,163.299
2003-02-18,162.577
2003-02-19,163.798
2003-02-20,162.715
2003-02-21,162.694
2003-02-24,161.151
2003-02-25,158.934
2003-02-26,158.62
2003-02-27,157.495
2003-02-28,162.292
2003-03-03,164.503
2003-03-04,163.393
2003-03-05,165.768
2003-03-06,164.343
2003-03-07,165.459
2003-03-10,166.168
2003-03-11,163.999
2003-03-12,161.027
2003-03-13,159.842
2003-03-14,161.783
2003-03-17,163.541
2003-03-18,161.464
2003-03-19,163.395
2003-03-20,163.536
2003-03-21,164.328
2003-03-24,165.622
2003-03-25,165.898
2003-03-26,165.982
2003-03-27,165.775
2003-03-28,165.382
2003-03-31,166.383
2003-04-01,168.286
2003-04-02,169.752
2003-04-03,170.443
2003-04-04,170.856
2003-04-07,172.144
2003-04-08,171.404
2003-04-09,172.13
2003-04-10,174.771
2003-04-11,173.095
2003-04-14,174.132
2003-04-15,175.319
2003-04-16,176.396
2003-04-17,177.243
2003-04-18,177.243
2003-04-21,176.485
2003-04-22,177.589
2003-04-23,180.002
2003-04-24,180.958
2003-04-25,180.569
2003-04-28,181.233
2003-04-29,183.838
2003-04-30,187.75
2003-05-01,189.103
2003-05-02,188.273
2003-05-05,190.876
2003-05-06,192.53
2003-05-07,192.918
2003-05-08,194.902
2003-05-09,195.139
2003-05-12,195.449
2003-05-13,194.476
2003-05-14,195.387
2003-05-15,197.157
2003-05-16,198.449
2003-05-19,198.279
2003-05-20,197.258
2003-05-21,198.096
2003-05-22,198.898
2003-05-23,201.599
2003-05-26,202.395
2003-05-27,202.978
2003-05-28,201.619
2003-05-29,203.113
2003-05-30,205.891
2003-06-02,205.607
2003-06-03,204.652
2003-06-04,204.782
2003-06-05,207.761
2003-06-06,210.281
2003-06-09,211.415
2003-06-10,209.006
2003-06-11,214.448
2003-06-12,216.593
2003-06-13,217.076
2003-06-16,219.952
2003-06-17,216.66
2003-06-18,213.494
2003-06-19,211.525
2003-06-20,215.498
2003-06-23,211.925
2003-06-24,210.806
2003-06-25,213.287
2003-06-26,210.334
2003-06-27,213.45
2003-06-30,214.52
2003-07-01,215.017
2003-07-02,213.518
2003-07-03,214.653
2003-07-04,213.835
2003-07-07,213.157
2003-07-08,211.155
2003-07-09,212.841
2003-07-10,212.007
2003-07-11,211.698
2003-07-14,212.64
2003-07-15,212.462
2003-07-16,211.129
2003-07-17,210.058
2003-07-18,209.133
2003-07-21,209.994
2003-07-22,211.036
2003-07-23,213.318
2003-07-24,215.06
2003-07-25,216.532
2003-07-28,215.464
2003-07-29,216.543
2003-07-30,213.508
2003-07-31,210.263
2003-08-01,209.805
2003-08-04,211.008
2003-08-05,211.438
2003-08-06,211.934
2003-08-07,214.164
2003-08-08,214.116
2003-08-11,214.638
2003-08-12,214.663
2003-08-13,216.332
2003-08-14,216.151
2003-08-15,216.911
2003-08-18,216.548
2003-08-19,217.656
2003-08-20,218.418
2003-08-21,217.564
2003-08-22,216.421
2003-08-25,215.663
2003-08-26,217.996
2003-08-27,218.215
2003-08-28,219.126
2003-08-29,220.524
2003-09-01,220.47
2003-09-02,219.513
2003-09-03,221.984
2003-09-04,221.512
2003-09-05,224.008
2003-09-08,227.293
2003-09-09,228.157
2003-09-10,226.837
2003-09-11,229.652
2003-09-12,230.935
2003-09-15,232.962
2003-09-16,233.357
2003-09-17,234.927
2003-09-18,234.333
2003-09-19,236.759
2003-09-22,234.894
2003-09-23,234.65
2003-09-24,234.846
2003-09-25,233.95
2003-09-26,230.938
2003-09-29,232.158
2003-09-30,231.035
2003-10-01,233.539
2003-10-02,234.429
2003-10-03,234.658
2003-10-06,235.894
2003-10-07,239.291
2003-10-08,240.009
2003-10-09,241.27
2003-10-10,241.616
2003-10-13,238.967
2003-10-14,239.474
2003-10-15,240.085
2003-10-16,242.196
2003-10-17,242.006
2003-10-20,242.682
2003-10-21,244.497
2003-10-22,245.302
2003-10-23,244.182
2003-10-24,246.285
2003-10-27,246.138
2003-10-28,245.387
2003-10-29,248.761
2003-10-30,247.155
2003-10-31,246.957
2003-11-03,246.244
2003-11-04,248.836
2003-11-05,245.193
2003-11-06,242.287
2003-11-07,244.503
2003-11-10,245.275
2003-11-11,244.573
2003-11-12,247.952
2003-11-13,251.89
2003-11-14,252.811
2003-11-17,252.491
2003-11-18,255.17
2003-11-19,253.767
2003-11-20,253.052
2003-11-21,253.05
2003-11-24,250.851
2003-11-25,250.761
2003-11-26,253.11
2003-11-27,251.628
2003-11-28,252.432
2003-12-01,254.42
2003-12-02,259.248
2003-12-03,261.271
2003-12-04,262.571
2003-12-05,262.84
2003-12-08,264.039
2003-12-09,263.996
2003-12-10,264.085
2003-12-11,264.718
2003-12-12,268.252
2003-12-15,267.307
2003-12-16,267.867
2003-12-17,270.295
2003-12-18,271.246
2003-12-19,269.802
2003-12-22,271.061
2003-12-23,271.573
2003-12-24,272.312
2003-12-25,272.312
2003-12-26,272.218
2003-12-29,272.894
2003-12-30,274.91
2003-12-31,276.668
2004-01-01,276.668
2004-01-02,280.976
2004-01-05,285.291
2004-01-06,290.765
2004-01-07,289.218
2004-01-08,292.24
2004-01-09,293.791
2004-01-12,293.63
2004-01-13,293.82
2004-01-14,294.527
2004-01-15,294.154
2004-01-16,289.732
2004-01-19,289.746
2004-01-20,293.723
2004-01-21,294.729
2004-01-22,298.675
2004-01-23,298.941
2004-01-26,298.936
2004-01-27,305.296
2004-01-28,306.359
2004-01-29,302.228
2004-01-30,298.702
2004-02-02,300.775
2004-02-03,303.604
2004-02-04,303.464
2004-02-05,310.032
2004-02-06,316.759
2004-02-09,317.215
2004-02-10,317.347
2004-02-11,316.391
2004-02-12,321.236
2004-02-13,318.994
2004-02-16,315.668
2004-02-17,316.715
2004-02-18,317.348
2004-02-19,312.056
2004-02-20,308.987
2004-02-23,308.842
2004-02-24,310.303
2004-02-25,308.219
2004-02-26,306.745
2004-02-27,306.569
2004-03-01,311.004
2004-03-02,309.443
2004-03-03,301.301
2004-03-04,304.164
2004-03-05,312.799
2004-03-08,310.929
2004-03-09,310.359
2004-03-10,303.848
2004-03-11,300.305
2004-03-12,300.643
2004-03-15,299.685
2004-03-16,302.813
2004-03-17,299.585
2004-03-18,302.615
2004-03-19,303.829
2004-03-22,299.868
2004-03-23,297.935
2004-03-24,295.872
2004-03-25,297.205
2004-03-26,294.457
2004-03-29,299.265
2004-03-30,299.728
2004-03-31,302.814
2004-04-01,303.511
2004-04-02,299.378
2004-04-05,296.78
2004-04-06,296.429
2004-04-07,301.685
2004-04-08,300.098
2004-04-09,300.098
2004-04-12,299.235
2004-04-13,297.234
2004-04-14,297.393
2004-04-15,299.329
2004-04-16,301.357
2004-04-19,301.329
2004-04-20,298.477
2004-04-21,296.037
2004-04-22,297.381
2004-04-23,297.254
2004-04-26,297.81
2004-04-27,299.744
2004-04-28,296.395
2004-04-29,296.156
2004-04-30,295.453
2004-05-03,297.014
2004-05-04,304.566
2004-05-05,310.093
2004-05-06,305.996
2004-05-07,301.745
2004-05-10,295.86
2004-05-11,294.183
2004-05-12,298.363
2004-05-13,297.224
2004-05-14,298.722
2004-05-17,299.465
2004-05-18,297.125
2004-05-19,301.424
2004-05-20,298.757
2004-05-21,301.746
2004-05-24,297.486
2004-05-25,299.539
2004-05-26,299.189
2004-05-27,303.498
2004-05-28,302.597
2004-05-31,302.597
2004-06-01,307.055
2004-06-02,309.24
2004-06-03,308.461
2004-06-04,309.24
2004-06-07,311.957
2004-06-08,313.401
2004-06-09,308.311
2004-06-10,307.866
2004-06-11,306.353
2004-06-14,306.145
2004-06-15,306.477
2004-06-16,305.043
2004-06-17,306.759
2004-06-18,312.729
2004-06-21,316.375
2004-06-22,316.654
2004-06-23,317.845
2004-06-24,320.186
2004-06-25,319.255
2004-06-28,319.314
2004-06-29,317.467
2004-06-30,322.439
2004-07-01,323.169
2004-07-02,325.189
2004-07-05,326.855
2004-07-06,327.227
2004-07-07,331.2
2004-07-08,330.898
2004-07-09,329.925
2004-07-12,330.301
2004-07-13,326.464
2004-07-14,326.859
2004-07-15,325.506
2004-07-16,328.458
2004-07-19,327.098
2004-07-20,323.675
2004-07-21,321.103
2004-07-22,319.939
2004-07-23,316.295
2004-07-26,317.264
2004-07-27,315.959
2004-07-28,314.755
2004-07-29,315.618
2004-07-30,317.278
2004-08-02,316.055
2004-08-03,318.262
2004-08-04,316.81
2004-08-05,317.078
2004-08-06,317.612
2004-08-09,311.457
2004-08-10,316.186
2004-08-11,311.615
2004-08-12,313.938
2004-08-13,315.58
2004-08-16,316.225
2004-08-17,316.915
2004-08-18,316.109
2004-08-19,319.794
2004-08-20,319.808
2004-08-23,319.451
2004-08-24,316.162
2004-08-25,316.261
2004-08-26,319.89
2004-08-27,319.474
2004-08-30,318.652
2004-08-31,321.462
2004-09-01,324.689
2004-09-02,325.882
2004-09-03,323.23
2004-09-06,323.737
2004-09-07,325.932
2004-09-08,328.22
2004-09-09,329.165
2004-09-10,333.793
2004-09-13,333.911
2004-09-14,333.456
2004-09-15,330.073
2004-09-16,327.849
2004-09-17,332.254
2004-09-20,330.599
2004-09-21,336.051
2004-09-22,335.471
2004-09-23,336.143
2004-09-24,336.655
2004-09-27,336.84
2004-09-28,338.269
2004-09-29,338.985
2004-09-30,343.942
2004-10-01,344.233
2004-10-04,345.021
2004-10-05,348.989
2004-10-06,349.173
2004-10-07,348.852
2004-10-08,351.578
2004-10-11,350.031
2004-10-12,346.595
2004-10-13,347.292
2004-10-14,351.68
2004-10-15,353.338
2004-10-18,356.464
2004-10-19,357.702
2004-10-20,360.17
2004-10-21,359.77
2004-10-22,363.56
2004-10-25,364.005
2004-10-26,362.574
2004-10-27,363.078
2004-10-28,363.885
2004-10-29,362.36
2004-11-01,365.118
2004-11-02,364.494
2004-11-03,365.725
2004-11-04,367.72
2004-11-05,372.663
2004-11-08,375.507
2004-11-09,375.222
2004-11-10,377.567
2004-11-11,380.12
2004-11-12,387.915
2004-11-15,391.44
2004-11-16,392.213
2004-11-17,397.164
2004-11-18,394.747
2004-11-19,395.225
2004-11-22,396.895
2004-11-23,398.157
2004-11-24,405.76
2004-11-25,410.686
2004-11-26,412.65
2004-11-29,412.599
2004-11-30,415.613
2004-12-01,421.051
2004-12-02,420.502
2004-12-03,423.095
2004-12-06,424.46
2004-12-07,424.153
2004-12-08,416.794
2004-12-09,416.422
2004-12-10,418.572
2004-12-13,421.386
2004-12-14,421.268
2004-12-15,424.333
2004-12-16,414.121
2004-12-17,409.768
2004-12-20,415.965
2004-12-21,417.931
2004-12-22,419.416
2004-12-23,424.085
2004-12-24,425.088
2004-12-27,428.595
2004-12-28,428.824
2004-12-29,428.627
2004-12-30,433.276
2004-12-31,432.124
2005-01-03,433.5
2005-01-04,428.494
2005-01-05,423.958
2005-01-06,422.177
2005-01-07,422.75
2005-01-10,423.709
2005-01-11,423.408
2005-01-12,428.077
2005-01-13,426.397
2005-01-14,425.224
2005-01-17,425.219
2005-01-18,425.812
2005-01-19,425.302
2005-01-20,421.109
2005-01-21,426.113
2005-01-24,425.215
2005-01-25,429.169
2005-01-26,431.753
2005-01-27,423.959
2005-01-28,428.744
2005-01-31,430.43
2005-02-01,434.605
2005-02-02,437.209
2005-02-03,439.006
2005-02-04,440.694
2005-02-07,441.82
2005-02-08,442.159
2005-02-09,440.678
2005-02-10,443.47
2005-02-11,442.211
2005-02-14,445.507
2005-02-15,446.19
2005-02-16,446.254
2005-02-17,451.608
2005-02-18,456.019
2005-02-21,451.495
2005-02-22,457.121
2005-02-23,453.299
2005-02-24,454.313
2005-02-25,455.012
2005-02-28,461.745
2005-03-01,459.545
2005-03-02,454.117
2005-03-03,456.824
2005-03-04,461.51
2005-03-07,467.129
2005-03-08,468.192
2005-03-09,468.362
2005-03-10,464.806
2005-03-11,469.785
2005-03-14,465.057
2005-03-15,464.194
2005-03-16,468.791
2005-03-17,465.809
2005-03-18,464.004
2005-03-21,461.373
2005-03-22,462.269
2005-03-23,452.516
2005-03-24,450.897
2005-03-25,450.897
2005-03-28,447.737
2005-03-29,458.025
2005-03-30,461.338
2005-03-31,463.289
2005-04-01,469.52
2005-04-04,465.122
2005-04-05,470.899
2005-04-06,472.515
2005-04-07,477.497
2005-04-08,474.266
2005-04-11,478.106
2005-04-12,475.698
2005-04-13,479.845
2005-04-14,472.421
2005-04-15,471.737
2005-04-18,467.64
2005-04-19,468.458
2005-04-20,472.145
2005-04-21,473.213
2005-04-22,472.195
2005-04-25,470.991
2005-04-26,471.074
2005-04-27,465.908
2005-04-28,455.206
2005-04-29,458.267
2005-05-02,465.013
2005-05-03,461.907
2005-05-04,466.55
2005-05-05,465.958
2005-05-06,468.735
2005-05-09,472.612
2005-05-10,479.793
2005-05-11,482.185
2005-05-12,477.455
2005-05-13,474.067
2005-05-16,473.131
2005-05-17,474.625
2005-05-18,476.957
2005-05-19,473.78
2005-05-20,473.607
2005-05-23,476.885
2005-05-24,481.492
2005-05-25,480.301
2005-05-26,479.075
2005-05-27,480.111
2005-05-30,478.653
2005-05-31,478.083
2005-06-01,478.162
2005-06-02,479.482
2005-06-03,478.969
2005-06-06,478.685
2005-06-07,483.49
2005-06-08,488.508
2005-06-09,483.592
2005-06-10,480.775
2005-06-13,480.748
2005-06-14,484.88
2005-06-15,490.414
2005-06-16,494.759
2005-06-17,501.99
2005-06-20,497.509
2005-06-21,496.732
2005-06-22,493.183
2005-06-23,489.797
2005-06-24,490.035
2005-06-27,488.479
2005-06-28,483.351
2005-06-29,489.349
2005-06-30,490.441
2005-07-01,485.961
2005-07-04,486.007
2005-07-05,488.003
2005-07-06,489.5
2005-07-07,486.01
2005-07-08,493.634
2005-07-11,503.457
2005-07-12,509.629
2005-07-13,502.619
2005-07-14,502.654
2005-07-15,500.557
2005-07-18,504.191
2005-07-19,501.537
2005-07-20,500.133
2005-07-21,507.483
2005-07-22,503.772
2005-07-25,505.078
2005-07-26,504.631
2005-07-27,506.198
2005-07-28,509.466
2005-07-29,513.017
2005-08-01,514.663
2005-08-02,515.593
2005-08-03,522.075
2005-08-04,523.196
2005-08-05,523.44
2005-08-08,521.738
2005-08-09,520.138
2005-08-10,518.494
2005-08-11,519.587
2005-08-12,522.494
2005-08-15,516.056
2005-08-16,516.135
2005-08-17,517.867
2005-08-18,514.011
2005-08-19,517.593
2005-08-22,520.25
2005-08-23,517.063
2005-08-24,518.986
2005-08-25,516.382
2005-08-26,515.026
2005-08-29,509.48
2005-08-30,508.629
2005-08-31,514.223
2005-09-01,525.535
2005-09-02,531.549
2005-09-05,530.701
2005-09-06,533.198
2005-09-07,530.568
2005-09-08,528.639
2005-09-09,535.43
2005-09-12,533.838
2005-09-13,528.455
2005-09-14,529.14
2005-09-15,526.267
2005-09-16,525.557
2005-09-19,523.571
2005-09-20,526.963
2005-09-21,528.067
2005-09-22,522.819
2005-09-23,522.236
2005-09-26,521.33
2005-09-27,523.323
2005-09-28,523.982
2005-09-29,525.838
2005-09-30,527.867
2005-10-03,518.602
2005-10-04,521.443
2005-10-05,520.163
2005-10-06,521.949
2005-10-07,518.809
2005-10-10,516.373
2005-10-11,516.494
2005-10-12,514.439
2005-10-13,505.509
2005-10-14,507.523
2005-10-17,507.597
2005-10-18,501.565
2005-10-19,492.446
2005-10-20,491.233
2005-10-21,489.567
2005-10-24,492.432
2005-10-25,499.344
2005-10-26,500.256
2005-10-27,499.325
2005-10-28,497.001
2005-10-31,497.419
2005-11-01,499.488
2005-11-02,503.262
2005-11-03,503.855
2005-11-04,495.533
2005-11-07,498.43
2005-11-08,493.515
2005-11-09,490.144
