Date,NEW ZEALAND MID CAP Mid Cap
2016-10-31,1463.536
2016-11-30,1421.53
2016-12-30,1383.539
2017-01-31,1505.638
2017-02-28,1503.96
2017-03-31,1410.51
2017-04-28,1422.908
2017-05-31,1447.878
2017-06-30,1524.076
2017-07-31,1569.091
2017-08-31,1530.648
2017-09-29,1521.889
2017-10-31,1426.142
2017-11-30,1431.482
2017-12-29,1545.263
2018-01-31,1602.546
2018-02-28,1489.269
2018-03-30,1466.309
2018-04-30,1462.205
2018-05-31,1518.913
2018-06-29,1550.6
2018-07-31,1543.482
2018-08-31,1622.025
2018-09-28,1588.124
2018-10-31,1456.947
2018-11-30,1511.908
2018-12-31,1483.978
2019-01-31,1570.169
2019-02-28,1633.456
2019-03-29,1731.111
2019-04-30,1742.818
2019-05-31,1709.16
2019-06-28,1799.321
2019-07-31,1870.815
2019-08-30,1743.303
2019-09-30,1746.499
2019-10-31,1781.023
2019-11-29,1950.457
2019-12-31,2050.896
2020-01-31,2036.831
2020-02-28,1932.102
2020-03-31,1714.052
2020-04-30,1893.209
2020-05-29,1952.382
2020-06-30,2110.869
2020-07-31,2234.798
2020-08-31,2226.703
2020-09-30,2113.28
2020-10-30,2081.009
2020-11-30,2382.856
2020-12-31,2433.956
2021-01-29,2427.785
2021-02-26,2209.981
2021-03-31,2122.817
2021-04-30,2102.112
2021-05-31,2012.907
2021-06-30,1990.589
2021-07-30,1964.191
2021-08-31,2037.52
2021-09-30,2029.739
2021-10-29,2078.066
2021-11-30,1887.818
2021-12-31,1889.221
2022-01-31,1608.472
2022-02-28,1696.008
2022-03-31,1725.841
2022-04-29,1562.475
2022-05-31,1534.635
2022-06-30,1434.306
2022-07-29,1530.125
2022-08-31,1485.153
2022-09-30,1310.585
2022-10-31,1403.071
2022-11-30,1595.572
2022-12-30,1631.831
2023-01-31,1761.336
2023-02-28,1706.808
2023-03-31,1762.772
2023-04-28,1772.959
2023-05-31,1625.931
2023-06-30,1656.896
2023-07-31,1696.7
2023-08-31,1538.383
2023-09-29,1510.008
2023-10-31,1422.198
2023-11-30,1633.058
2023-12-29,1731.602
2024-01-31,1691.121
2024-02-29,1676.422
2024-03-29,1664.742
2024-04-30,1673.627
2024-05-31,1748.737
2024-06-28,1717.659
2024-07-31,1740.788
2024-08-30,1836.168
2024-09-30,1813.829
2024-10-31,1710.008
2024-11-29,1782.478
2024-12-31,1705.608
2025-01-31,1677.404
2025-02-28,1566.608
2025-03-31,1554.354
2025-04-30,1598.648
2025-05-30,1658.559
2025-06-30,1708.516
2025-07-31,1685.483
2025-08-29,1678.82
2025-09-30,1704.987
