Date,NEW ZEALAND MID CAP Mid Cap
2002-03-13,228.506
2002-03-14,227.991
2002-03-15,231.765
2002-03-18,232.796
2002-03-19,231.988
2002-03-20,238.723
2002-03-21,237.25
2002-03-22,236.286
2002-03-25,236.062
2002-03-26,235.229
2002-03-27,234.47
2002-03-28,237.148
2002-03-29,237.148
2002-04-01,238.226
2002-04-02,239.033
2002-04-03,236.589
2002-04-04,235.364
2002-04-05,234.089
2002-04-08,229.649
2002-04-09,231.902
2002-04-10,233.584
2002-04-11,236.54
2002-04-12,237.215
2002-04-15,236.657
2002-04-16,236.367
2002-04-17,240.644
2002-04-18,239.92
2002-04-19,238.399
2002-04-22,239.191
2002-04-23,239.254
2002-04-24,239.73
2002-04-25,241.713
2002-04-26,240.278
2002-04-29,239.582
2002-04-30,237.364
2002-05-01,241.565
2002-05-02,242.272
2002-05-03,243.385
2002-05-06,243.708
2002-05-07,245.069
2002-05-08,244.783
2002-05-09,241.012
2002-05-10,245.666
2002-05-13,246.327
2002-05-14,246.754
2002-05-15,251.374
2002-05-16,251.394
2002-05-17,256.255
2002-05-20,256.436
2002-05-21,255.727
2002-05-22,257.471
2002-05-23,262.696
2002-05-24,261.934
2002-05-27,262.194
2002-05-28,265.134
2002-05-29,269.635
2002-05-30,271.313
2002-05-31,265.196
2002-06-03,268.961
2002-06-04,271.492
2002-06-05,268.039
2002-06-06,273.108
2002-06-07,273.85
2002-06-10,276.108
2002-06-11,275.255
2002-06-12,275.057
2002-06-13,275.511
2002-06-14,271.323
2002-06-17,274.264
2002-06-18,278.818
2002-06-19,277.908
2002-06-20,278.583
2002-06-21,278.413
2002-06-24,273.314
2002-06-25,270.194
2002-06-26,262.217
2002-06-27,265.23
2002-06-28,261.856
2002-07-01,263.872
2002-07-02,266.512
2002-07-03,263.836
2002-07-04,259.515
2002-07-05,263.893
2002-07-08,271.149
2002-07-09,270.453
2002-07-10,271.287
2002-07-11,261.946
2002-07-12,265.081
2002-07-15,262.961
2002-07-16,261.24
2002-07-17,255.067
2002-07-18,258.823
2002-07-19,258.996
2002-07-22,251.942
2002-07-23,251.481
2002-07-24,238.639
2002-07-25,241.561
2002-07-26,234.878
2002-07-29,242.766
2002-07-30,246.971
2002-07-31,241.576
2002-08-01,240.295
2002-08-02,237.988
2002-08-05,238.773
2002-08-06,233.702
2002-08-07,238.849
2002-08-08,240.242
2002-08-09,244.572
2002-08-12,246.909
2002-08-13,246.577
2002-08-14,246.766
2002-08-15,247.945
2002-08-16,248.31
2002-08-19,250.344
2002-08-20,251.548
2002-08-21,247.894
2002-08-22,249.998
2002-08-23,249.466
2002-08-26,248.371
2002-08-27,252.532
2002-08-28,254.161
2002-08-29,253.488
2002-08-30,252.97
2002-09-02,256.394
2002-09-03,259.167
2002-09-04,255.137
2002-09-05,254.709
2002-09-06,253.192
2002-09-09,251.935
2002-09-10,251.06
2002-09-11,254.01
2002-09-12,257.325
2002-09-13,255.489
2002-09-16,252.75
2002-09-17,253.041
2002-09-18,252.339
2002-09-19,251.077
2002-09-20,250.655
2002-09-23,248.779
2002-09-24,246.906
2002-09-25,246.901
2002-09-26,250.518
2002-09-27,248.226
2002-09-30,251.638
2002-10-01,253.439
2002-10-02,257.453
2002-10-03,257.869
2002-10-04,255.916
2002-10-07,259.12
2002-10-08,260.519
2002-10-09,263.409
2002-10-10,260.639
2002-10-11,264.011
2002-10-14,266.015
2002-10-15,265.882
2002-10-16,263.43
2002-10-17,263.94
2002-10-18,266.658
2002-10-21,268.727
2002-10-22,270.853
2002-10-23,271.785
2002-10-24,269.555
2002-10-25,269.339
2002-10-28,270.557
2002-10-29,268.958
2002-10-30,266.651
2002-10-31,269.196
2002-11-01,275.38
2002-11-04,280.781
2002-11-05,264.424
2002-11-06,268.853
2002-11-07,265.462
2002-11-08,267.164
2002-11-11,264.859
2002-11-12,266.691
2002-11-13,268.196
2002-11-14,268.74
2002-11-15,267.48
2002-11-18,268.376
2002-11-19,267.284
2002-11-20,265.204
2002-11-21,266.381
2002-11-22,266.394
2002-11-25,266.107
2002-11-26,264.75
2002-11-27,262.754
2002-11-28,265.244
2002-11-29,268.582
2002-12-02,271.1
2002-12-03,271.423
2002-12-04,273.744
2002-12-05,275.199
2002-12-06,276.125
2002-12-09,276.493
2002-12-10,275.975
2002-12-11,277.709
2002-12-12,281.548
2002-12-13,286.343
2002-12-16,285.513
2002-12-17,289.578
2002-12-18,287.613
2002-12-19,288.672
2002-12-20,287.082
2002-12-23,290.814
2002-12-24,292.558
2002-12-25,292.558
2002-12-26,292.87
2002-12-27,295.143
2002-12-30,298.915
2002-12-31,300.204
2003-01-01,300.204
2003-01-02,300.548
2003-01-03,300.808
2003-01-06,307.263
2003-01-07,309.65
2003-01-08,307.591
2003-01-09,308.164
2003-01-10,313.978
2003-01-13,320.563
2003-01-14,316.986
2003-01-15,320.189
2003-01-16,323.108
2003-01-17,326.389
2003-01-20,325.0
2003-01-21,319.526
2003-01-22,316.521
2003-01-23,321.969
2003-01-24,324.546
2003-01-27,327.111
2003-01-28,325.965
2003-01-29,324.374
2003-01-30,320.786
2003-01-31,320.266
2003-02-03,317.888
2003-02-04,323.477
2003-02-05,323.029
2003-02-06,323.117
2003-02-07,319.192
2003-02-10,325.672
2003-02-11,326.895
2003-02-12,326.057
2003-02-13,326.719
2003-02-14,325.8
2003-02-17,328.166
2003-02-18,329.582
2003-02-19,334.076
2003-02-20,335.355
2003-02-21,331.424
2003-02-24,331.036
2003-02-25,330.852
2003-02-26,335.32
2003-02-27,337.35
2003-02-28,335.698
2003-03-03,338.218
2003-03-04,338.663
2003-03-05,342.49
2003-03-06,343.913
2003-03-07,339.871
2003-03-10,337.227
2003-03-11,331.521
2003-03-12,328.572
2003-03-13,324.956
2003-03-14,332.111
2003-03-17,331.317
2003-03-18,332.698
2003-03-19,327.286
2003-03-20,327.308
2003-03-21,324.576
2003-03-24,326.65
2003-03-25,323.993
2003-03-26,320.476
2003-03-27,321.886
2003-03-28,320.304
2003-03-31,325.351
2003-04-01,324.072
2003-04-02,318.225
2003-04-03,315.15
2003-04-04,315.188
2003-04-07,318.168
2003-04-08,319.536
2003-04-09,321.76
2003-04-10,317.329
2003-04-11,317.225
2003-04-14,321.791
2003-04-15,327.457
2003-04-16,328.106
2003-04-17,324.729
2003-04-18,324.729
2003-04-21,323.68
2003-04-22,324.177
2003-04-23,324.894
2003-04-24,327.859
2003-04-25,326.737
2003-04-28,324.5
2003-04-29,322.947
2003-04-30,326.797
2003-05-01,327.799
2003-05-02,324.56
2003-05-05,326.532
2003-05-06,327.179
2003-05-07,325.07
2003-05-08,332.481
2003-05-09,333.174
2003-05-12,334.206
2003-05-13,337.195
2003-05-14,337.83
2003-05-15,336.742
2003-05-16,341.704
2003-05-19,342.802
2003-05-20,341.352
2003-05-21,340.22
2003-05-22,343.201
2003-05-23,347.407
2003-05-26,351.775
2003-05-27,353.514
2003-05-28,346.59
2003-05-29,347.059
2003-05-30,347.17
2003-06-02,349.004
2003-06-03,351.831
2003-06-04,354.215
2003-06-05,360.145
2003-06-06,358.366
2003-06-09,358.533
2003-06-10,359.265
2003-06-11,360.197
2003-06-12,359.597
2003-06-13,364.0
2003-06-16,373.927
2003-06-17,376.227
2003-06-18,378.565
2003-06-19,379.08
2003-06-20,380.932
2003-06-23,381.559
2003-06-24,379.858
2003-06-25,383.722
2003-06-26,378.673
2003-06-27,379.494
2003-06-30,392.064
2003-07-01,393.46
2003-07-02,394.275
2003-07-03,394.296
2003-07-04,392.885
2003-07-07,390.029
2003-07-08,381.406
2003-07-09,368.391
2003-07-10,368.965
2003-07-11,373.196
2003-07-14,375.325
2003-07-15,366.247
2003-07-16,362.287
2003-07-17,357.284
2003-07-18,350.89
2003-07-21,360.515
2003-07-22,362.238
2003-07-23,369.129
2003-07-24,376.375
2003-07-25,377.661
2003-07-28,377.998
2003-07-29,380.917
2003-07-30,372.605
2003-07-31,371.653
2003-08-01,375.473
2003-08-04,372.977
2003-08-05,371.552
2003-08-06,372.469
2003-08-07,369.686
2003-08-08,376.648
2003-08-11,381.823
2003-08-12,381.886
2003-08-13,387.283
2003-08-14,383.52
2003-08-15,383.933
2003-08-18,385.739
2003-08-19,386.222
2003-08-20,387.879
2003-08-21,382.194
2003-08-22,380.514
2003-08-25,383.092
2003-08-26,377.162
2003-08-27,368.527
2003-08-28,369.465
2003-08-29,379.16
2003-09-01,378.873
2003-09-02,372.86
2003-09-03,369.283
2003-09-04,366.658
2003-09-05,370.03
2003-09-08,371.954
2003-09-09,376.413
2003-09-10,374.902
2003-09-11,375.321
2003-09-12,375.431
2003-09-15,381.288
2003-09-16,379.543
2003-09-17,380.606
2003-09-18,383.585
2003-09-19,388.668
2003-09-22,392.891
2003-09-23,390.908
2003-09-24,392.947
2003-09-25,396.401
2003-09-26,389.085
2003-09-29,391.041
2003-09-30,395.885
2003-10-01,397.808
2003-10-02,397.799
2003-10-03,398.579
2003-10-06,398.418
2003-10-07,402.17
2003-10-08,401.099
2003-10-09,402.877
2003-10-10,399.837
2003-10-13,398.139
2003-10-14,396.865
2003-10-15,399.25
2003-10-16,401.35
2003-10-17,405.338
2003-10-20,405.33
2003-10-21,407.917
2003-10-22,411.925
2003-10-23,409.897
2003-10-24,413.995
2003-10-27,414.503
2003-10-28,417.444
2003-10-29,423.174
2003-10-30,424.209
2003-10-31,422.794
2003-11-03,425.147
2003-11-04,422.361
2003-11-05,428.948
2003-11-06,424.76
2003-11-07,429.123
2003-11-10,434.888
2003-11-11,442.737
2003-11-12,439.397
2003-11-13,441.01
2003-11-14,441.6
2003-11-17,443.455
2003-11-18,454.779
2003-11-19,456.993
2003-11-20,460.176
2003-11-21,454.353
2003-11-24,448.83
2003-11-25,444.83
2003-11-26,451.226
2003-11-27,445.058
2003-11-28,446.622
2003-12-01,455.954
2003-12-02,460.831
2003-12-03,459.622
2003-12-04,456.755
2003-12-05,456.824
2003-12-08,460.165
2003-12-09,463.277
2003-12-10,464.81
2003-12-11,462.375
2003-12-12,467.161
2003-12-15,467.191
2003-12-16,469.765
2003-12-17,466.11
2003-12-18,463.159
2003-12-19,459.738
2003-12-22,461.814
2003-12-23,461.602
2003-12-24,467.86
2003-12-25,467.86
2003-12-26,468.33
2003-12-29,470.004
2003-12-30,476.266
2003-12-31,476.187
2004-01-01,476.187
2004-01-02,477.348
2004-01-05,486.588
2004-01-06,491.736
2004-01-07,492.83
2004-01-08,492.208
2004-01-09,502.6
2004-01-12,504.831
2004-01-13,504.096
2004-01-14,498.933
2004-01-15,491.975
2004-01-16,489.929
2004-01-19,483.007
2004-01-20,496.186
2004-01-21,501.872
2004-01-22,505.258
2004-01-23,509.455
2004-01-26,506.061
2004-01-27,510.708
2004-01-28,507.261
2004-01-29,492.16
2004-01-30,486.398
2004-02-02,485.524
2004-02-03,488.479
2004-02-04,485.377
2004-02-05,488.764
2004-02-06,490.68
2004-02-09,498.58
2004-02-10,500.509
2004-02-11,494.153
2004-02-12,492.909
2004-02-13,498.68
2004-02-16,499.319
2004-02-17,498.027
2004-02-18,500.35
2004-02-19,495.076
2004-02-20,485.367
2004-02-23,482.924
2004-02-24,485.163
2004-02-25,486.477
2004-02-26,481.437
2004-02-27,478.355
2004-03-01,477.61
2004-03-02,479.874
2004-03-03,477.716
2004-03-04,481.821
2004-03-05,488.065
2004-03-08,484.676
2004-03-09,487.677
2004-03-10,472.282
2004-03-11,458.035
2004-03-12,458.396
2004-03-15,449.048
2004-03-16,456.695
2004-03-17,457.516
2004-03-18,462.328
2004-03-19,463.47
2004-03-22,468.701
2004-03-23,473.807
2004-03-24,472.776
2004-03-25,473.008
2004-03-26,484.154
2004-03-29,486.003
2004-03-30,497.098
2004-03-31,503.686
2004-04-01,506.606
2004-04-02,498.55
2004-04-05,490.333
2004-04-06,501.198
2004-04-07,503.419
2004-04-08,499.857
2004-04-09,499.857
2004-04-12,502.591
2004-04-13,491.549
2004-04-14,473.881
2004-04-15,478.038
2004-04-16,482.241
2004-04-19,486.051
2004-04-20,483.663
2004-04-21,478.629
2004-04-22,478.571
2004-04-23,484.933
2004-04-26,481.306
2004-04-27,479.552
2004-04-28,477.36
2004-04-29,473.608
2004-04-30,472.916
2004-05-03,469.488
2004-05-04,480.281
2004-05-05,480.213
2004-05-06,475.734
2004-05-07,463.792
2004-05-10,449.687
2004-05-11,448.545
2004-05-12,454.943
2004-05-13,447.819
2004-05-14,448.772
2004-05-17,453.338
2004-05-18,451.879
2004-05-19,462.3
2004-05-20,455.818
2004-05-21,458.992
2004-05-24,458.064
2004-05-25,461.56
2004-05-26,465.018
2004-05-27,479.061
2004-05-28,474.048
2004-05-31,474.533
2004-06-01,475.717
2004-06-02,474.406
2004-06-03,474.81
2004-06-04,473.272
2004-06-07,480.453
2004-06-08,477.949
2004-06-09,472.474
2004-06-10,478.895
2004-06-11,475.817
2004-06-14,478.287
2004-06-15,475.573
2004-06-16,477.371
2004-06-17,475.052
2004-06-18,474.98
2004-06-21,475.34
2004-06-22,477.648
2004-06-23,477.19
2004-06-24,482.119
2004-06-25,483.121
2004-06-28,487.845
2004-06-29,483.411
2004-06-30,491.561
2004-07-01,496.227
2004-07-02,500.316
2004-07-05,501.944
2004-07-06,498.809
2004-07-07,506.844
2004-07-08,504.901
2004-07-09,505.95
2004-07-12,506.062
2004-07-13,504.865
2004-07-14,501.892
2004-07-15,505.253
2004-07-16,518.47
2004-07-19,522.755
2004-07-20,524.585
2004-07-21,504.52
2004-07-22,510.325
2004-07-23,502.034
2004-07-26,503.282
2004-07-27,495.626
2004-07-28,496.315
2004-07-29,503.37
2004-07-30,509.527
2004-08-02,508.935
2004-08-03,514.222
2004-08-04,515.592
2004-08-05,517.523
2004-08-06,519.608
2004-08-09,518.067
2004-08-10,517.426
2004-08-11,516.362
2004-08-12,522.093
2004-08-13,524.955
2004-08-16,523.402
2004-08-17,521.767
2004-08-18,520.234
2004-08-19,529.592
2004-08-20,529.404
2004-08-23,526.938
2004-08-24,515.87
2004-08-25,512.526
2004-08-26,511.222
2004-08-27,512.454
2004-08-30,512.241
2004-08-31,516.841
2004-09-01,512.51
2004-09-02,495.598
2004-09-03,493.582
2004-09-06,495.49
2004-09-07,496.1
2004-09-08,497.967
2004-09-09,505.919
2004-09-10,513.769
2004-09-13,505.367
2004-09-14,507.892
2004-09-15,503.558
2004-09-16,507.414
2004-09-17,508.527
2004-09-20,513.73
2004-09-21,515.787
2004-09-22,517.302
2004-09-23,517.942
2004-09-24,519.776
2004-09-27,519.029
2004-09-28,526.602
2004-09-29,525.243
2004-09-30,531.984
2004-10-01,533.992
2004-10-04,528.696
2004-10-05,531.077
2004-10-06,531.439
2004-10-07,530.512
2004-10-08,538.213
2004-10-11,536.419
2004-10-12,533.014
2004-10-13,528.666
2004-10-14,540.475
2004-10-15,543.912
2004-10-18,545.589
2004-10-19,545.873
2004-10-20,540.435
2004-10-21,534.691
2004-10-22,533.205
2004-10-25,538.813
2004-10-26,534.017
2004-10-27,537.22
2004-10-28,531.541
2004-10-29,531.779
2004-11-01,535.026
2004-11-02,542.035
2004-11-03,546.944
2004-11-04,551.653
2004-11-05,551.197
2004-11-08,551.675
2004-11-09,554.459
2004-11-10,548.551
2004-11-11,552.99
2004-11-12,560.057
2004-11-15,565.398
2004-11-16,563.926
2004-11-17,567.824
2004-11-18,567.555
2004-11-19,575.228
2004-11-22,577.918
2004-11-23,579.635
2004-11-24,584.614
2004-11-25,598.181
2004-11-26,599.159
2004-11-29,600.396
2004-11-30,599.259
2004-12-01,603.182
2004-12-02,608.943
2004-12-03,607.14
2004-12-06,609.106
2004-12-07,611.473
2004-12-08,594.013
2004-12-09,587.621
2004-12-10,583.3
2004-12-13,586.237
2004-12-14,586.909
2004-12-15,594.808
2004-12-16,587.848
2004-12-17,587.184
2004-12-20,593.225
2004-12-21,589.279
2004-12-22,594.073
2004-12-23,596.05
2004-12-24,600.692
2004-12-27,602.702
2004-12-28,604.587
2004-12-29,606.087
2004-12-30,609.828
2004-12-31,617.237
2005-01-03,609.931
2005-01-04,602.753
2005-01-05,602.597
2005-01-06,605.288
2005-01-07,601.947
2005-01-10,597.529
2005-01-11,604.011
2005-01-12,600.042
2005-01-13,601.885
2005-01-14,592.557
2005-01-17,590.812
2005-01-18,596.46
2005-01-19,601.067
2005-01-20,599.704
2005-01-21,603.421
2005-01-24,606.088
2005-01-25,606.042
2005-01-26,615.513
2005-01-27,609.819
2005-01-28,606.033
2005-01-31,605.16
2005-02-01,615.045
2005-02-02,618.81
2005-02-03,622.649
2005-02-04,628.081
2005-02-07,623.778
2005-02-08,619.741
2005-02-09,622.732
2005-02-10,623.411
2005-02-11,627.873
2005-02-14,632.758
2005-02-15,628.733
2005-02-16,623.571
2005-02-17,636.483
2005-02-18,644.851
2005-02-21,652.692
2005-02-22,646.62
2005-02-23,636.632
2005-02-24,636.98
2005-02-25,639.957
2005-02-28,659.043
2005-03-01,654.108
2005-03-02,654.953
2005-03-03,655.534
2005-03-04,662.073
2005-03-07,664.185
2005-03-08,671.684
2005-03-09,669.494
2005-03-10,667.513
2005-03-11,668.719
2005-03-14,665.027
2005-03-15,668.46
2005-03-16,664.014
2005-03-17,651.123
2005-03-18,653.733
2005-03-21,653.214
2005-03-22,649.618
2005-03-23,626.097
2005-03-24,615.479
2005-03-25,615.479
2005-03-28,609.714
2005-03-29,606.352
2005-03-30,604.756
2005-03-31,602.917
2005-04-01,605.138
2005-04-04,605.559
2005-04-05,606.693
2005-04-06,609.904
2005-04-07,612.329
2005-04-08,614.56
2005-04-11,619.959
2005-04-12,616.816
2005-04-13,624.664
2005-04-14,621.857
2005-04-15,610.558
2005-04-18,593.443
2005-04-19,602.293
2005-04-20,597.491
2005-04-21,589.453
2005-04-22,596.69
2005-04-25,593.838
2005-04-26,587.063
2005-04-27,598.173
2005-04-28,599.875
2005-04-29,607.395
2005-05-02,606.352
2005-05-03,599.047
2005-05-04,602.528
2005-05-05,593.16
2005-05-06,585.645
2005-05-09,573.977
2005-05-10,577.978
2005-05-11,587.409
2005-05-12,584.563
2005-05-13,579.105
2005-05-16,579.468
2005-05-17,585.329
2005-05-18,583.956
2005-05-19,592.112
2005-05-20,596.379
2005-05-23,603.561
2005-05-24,600.62
2005-05-25,602.956
2005-05-26,589.999
2005-05-27,590.992
2005-05-30,587.3
2005-05-31,583.492
2005-06-01,567.11
2005-06-02,578.895
2005-06-03,589.878
2005-06-06,595.717
2005-06-07,603.907
2005-06-08,608.421
2005-06-09,607.926
2005-06-10,606.563
2005-06-13,611.088
2005-06-14,618.871
2005-06-15,623.406
2005-06-16,631.409
2005-06-17,637.966
2005-06-20,631.367
2005-06-21,636.195
2005-06-22,640.715
2005-06-23,633.718
2005-06-24,616.647
2005-06-27,638.717
2005-06-28,639.77
2005-06-29,645.272
2005-06-30,649.954
2005-07-01,634.177
2005-07-04,637.818
2005-07-05,638.712
2005-07-06,644.502
2005-07-07,637.434
2005-07-08,636.474
2005-07-11,651.573
2005-07-12,661.823
2005-07-13,644.737
2005-07-14,650.252
2005-07-15,645.626
2005-07-18,657.493
2005-07-19,646.195
2005-07-20,652.8
2005-07-21,660.894
2005-07-22,659.905
2005-07-25,657.398
2005-07-26,653.529
2005-07-27,649.147
2005-07-28,655.389
2005-07-29,656.292
2005-08-01,659.674
2005-08-02,667.309
2005-08-03,667.106
2005-08-04,661.549
2005-08-05,658.545
2005-08-08,667.528
2005-08-09,661.676
2005-08-10,661.015
2005-08-11,677.636
2005-08-12,682.623
2005-08-15,682.101
2005-08-16,687.426
2005-08-17,684.424
2005-08-18,673.685
2005-08-19,668.125
2005-08-22,677.028
2005-08-23,674.089
2005-08-24,671.341
2005-08-25,666.747
2005-08-26,660.333
2005-08-29,650.407
2005-08-30,645.334
2005-08-31,653.509
2005-09-01,668.868
2005-09-02,676.425
2005-09-05,681.708
2005-09-06,674.492
2005-09-07,674.108
2005-09-08,675.677
2005-09-09,678.746
2005-09-12,676.077
2005-09-13,674.639
2005-09-14,687.86
2005-09-15,684.042
2005-09-16,684.758
2005-09-19,678.649
2005-09-20,674.154
2005-09-21,670.784
2005-09-22,664.84
2005-09-23,657.39
2005-09-26,655.179
2005-09-27,657.255
2005-09-28,664.673
2005-09-29,676.135
2005-09-30,681.512
2005-10-03,679.536
2005-10-04,686.86
2005-10-05,680.919
2005-10-06,675.703
2005-10-07,668.767
2005-10-10,671.991
2005-10-11,660.618
2005-10-12,661.392
2005-10-13,640.233
2005-10-14,647.13
2005-10-17,653.906
2005-10-18,643.637
2005-10-19,633.462
2005-10-20,638.344
2005-10-21,627.932
2005-10-24,628.335
2005-10-25,631.566
2005-10-26,635.24
2005-10-27,641.916
2005-10-28,637.99
2005-10-31,637.54
2005-11-01,637.957
2005-11-02,628.489
2005-11-03,634.162
2005-11-04,622.813
2005-11-07,617.973
2005-11-08,623.816
2005-11-09,625.604
