Date,NEW ZEALAND MID CAP Mid Cap
2001-01-01,191.149
2001-01-02,190.847
2001-01-03,189.992
2001-01-04,191.397
2001-01-05,195.294
2001-01-08,193.269
2001-01-09,192.912
2001-01-10,188.776
2001-01-11,191.209
2001-01-12,191.323
2001-01-15,190.687
2001-01-16,191.724
2001-01-17,193.078
2001-01-18,193.439
2001-01-19,196.181
2001-01-22,197.319
2001-01-23,194.527
2001-01-24,188.731
2001-01-25,188.185
2001-01-26,187.992
2001-01-29,187.411
2001-01-30,188.811
2001-01-31,191.061
2001-02-01,195.929
2001-02-02,192.997
2001-02-05,191.056
2001-02-06,191.077
2001-02-07,193.043
2001-02-08,191.674
2001-02-09,191.946
2001-02-12,192.611
2001-02-13,191.472
2001-02-14,185.104
2001-02-15,185.698
2001-02-16,188.173
2001-02-19,187.753
2001-02-20,190.376
2001-02-21,191.377
2001-02-22,190.902
2001-02-23,192.865
2001-02-26,191.12
2001-02-27,195.052
2001-02-28,190.467
2001-03-01,193.342
2001-03-02,197.407
2001-03-05,198.336
2001-03-06,199.776
2001-03-07,200.234
2001-03-08,198.881
2001-03-09,196.615
2001-03-12,196.853
2001-03-13,193.52
2001-03-14,195.953
2001-03-15,195.614
2001-03-16,196.82
2001-03-19,198.69
2001-03-20,202.478
2001-03-21,202.836
2001-03-22,196.396
2001-03-23,202.281
2001-03-26,197.788
2001-03-27,194.082
2001-03-28,190.829
2001-03-29,186.653
2001-03-30,183.48
2001-04-02,184.238
2001-04-03,187.117
2001-04-04,188.737
2001-04-05,189.698
2001-04-06,190.074
2001-04-09,190.859
2001-04-10,191.138
2001-04-11,191.03
2001-04-12,192.205
2001-04-13,192.205
2001-04-16,192.582
2001-04-17,188.516
2001-04-18,188.29
2001-04-19,198.397
2001-04-20,199.89
2001-04-23,193.241
2001-04-24,190.426
2001-04-25,191.594
2001-04-26,193.733
2001-04-27,194.546
2001-04-30,196.625
2001-05-01,197.52
2001-05-02,200.22
2001-05-03,200.674
2001-05-04,197.764
2001-05-07,195.919
2001-05-08,195.68
2001-05-09,195.411
2001-05-10,199.012
2001-05-11,196.556
2001-05-14,195.11
2001-05-15,194.426
2001-05-16,196.364
2001-05-17,201.063
2001-05-18,200.809
2001-05-21,200.921
2001-05-22,199.377
2001-05-23,197.813
2001-05-24,198.927
2001-05-25,198.242
2001-05-28,197.838
2001-05-29,194.683
2001-05-30,191.318
2001-05-31,187.326
2001-06-01,188.254
2001-06-04,187.773
2001-06-05,193.89
2001-06-06,197.798
2001-06-07,197.892
2001-06-08,195.625
2001-06-11,193.188
2001-06-12,195.952
2001-06-13,201.063
2001-06-14,199.219
2001-06-15,197.224
2001-06-18,194.63
2001-06-19,193.677
2001-06-20,191.577
2001-06-21,188.592
2001-06-22,188.842
2001-06-25,188.127
2001-06-26,191.122
2001-06-27,191.257
2001-06-28,191.021
2001-06-29,186.251
2001-07-02,188.656
2001-07-03,188.024
2001-07-04,188.532
2001-07-05,187.955
2001-07-06,186.91
2001-07-09,188.326
2001-07-10,190.397
2001-07-11,189.477
2001-07-12,185.238
2001-07-13,187.138
2001-07-16,189.003
2001-07-17,188.839
2001-07-18,192.281
2001-07-19,195.545
2001-07-20,194.646
2001-07-23,196.168
2001-07-24,198.986
2001-07-25,200.149
2001-07-26,200.823
2001-07-27,199.876
2001-07-30,200.065
2001-07-31,199.439
2001-08-01,199.64
2001-08-02,198.517
2001-08-03,197.553
2001-08-06,196.912
2001-08-07,195.583
2001-08-08,197.914
2001-08-09,199.718
2001-08-10,201.554
2001-08-13,203.194
2001-08-14,203.654
2001-08-15,206.296
2001-08-16,206.415
2001-08-17,208.92
2001-08-20,207.172
2001-08-21,209.493
2001-08-22,212.405
2001-08-23,211.438
2001-08-24,213.052
2001-08-27,214.361
2001-08-28,213.904
2001-08-29,216.947
2001-08-30,216.078
2001-08-31,212.582
2001-09-03,212.702
2001-09-04,210.719
2001-09-05,210.866
2001-09-06,210.736
2001-09-07,209.489
2001-09-10,202.279
2001-09-11,205.171
2001-09-12,193.913
2001-09-13,192.176
2001-09-14,189.481
2001-09-17,175.209
2001-09-18,178.657
2001-09-19,178.311
2001-09-20,178.967
2001-09-21,175.757
2001-09-24,174.643
2001-09-25,179.633
2001-09-26,182.735
2001-09-27,182.59
2001-09-28,184.424
2001-10-01,180.295
2001-10-02,184.565
2001-10-03,187.382
2001-10-04,188.015
2001-10-05,189.55
2001-10-08,189.723
2001-10-09,187.907
2001-10-10,186.526
2001-10-11,188.722
2001-10-12,195.849
2001-10-15,202.123
2001-10-16,203.386
2001-10-17,205.141
2001-10-18,200.115
2001-10-19,197.007
2001-10-22,197.197
2001-10-23,199.875
2001-10-24,201.734
2001-10-25,199.862
2001-10-26,197.219
2001-10-29,197.629
2001-10-30,199.774
2001-10-31,199.754
2001-11-01,202.219
2001-11-02,205.2
2001-11-05,207.736
2001-11-06,210.708
2001-11-07,206.639
2001-11-08,203.301
2001-11-09,203.665
2001-11-12,204.485
2001-11-13,209.38
2001-11-14,209.416
2001-11-15,208.959
2001-11-16,211.464
2001-11-19,208.755
2001-11-20,213.849
2001-11-21,208.923
2001-11-22,206.763
2001-11-23,206.716
2001-11-26,209.379
2001-11-27,213.961
2001-11-28,218.006
2001-11-29,221.073
2001-11-30,221.96
2001-12-03,214.29
2001-12-04,209.243
2001-12-05,214.419
2001-12-06,222.161
2001-12-07,221.17
2001-12-10,219.543
2001-12-11,221.807
2001-12-12,225.864
2001-12-13,225.212
2001-12-14,218.77
2001-12-17,217.347
2001-12-18,213.169
2001-12-19,213.191
2001-12-20,208.483
2001-12-21,211.076
2001-12-24,212.481
2001-12-25,212.481
2001-12-26,212.635
2001-12-27,212.781
2001-12-28,214.822
2001-12-31,215.461
2002-01-01,215.461
2002-01-02,217.634
2002-01-03,223.193
2002-01-04,226.658
2002-01-07,228.33
2002-01-08,228.27
2002-01-09,226.032
2002-01-10,226.553
2002-01-11,225.811
2002-01-14,223.536
2002-01-15,225.304
2002-01-16,223.253
2002-01-17,222.787
2002-01-18,222.874
2002-01-21,225.094
2002-01-22,230.528
2002-01-23,231.397
2002-01-24,231.006
2002-01-25,232.838
2002-01-28,230.283
2002-01-29,230.274
2002-01-30,223.527
2002-01-31,224.873
2002-02-01,226.662
2002-02-04,227.293
2002-02-05,226.448
2002-02-06,226.638
2002-02-07,225.809
2002-02-08,225.548
2002-02-11,225.533
2002-02-12,223.432
2002-02-13,222.988
2002-02-14,223.527
2002-02-15,223.121
2002-02-18,222.823
2002-02-19,223.936
2002-02-20,227.046
2002-02-21,224.634
2002-02-22,230.022
2002-02-25,229.188
2002-02-26,231.91
2002-02-27,232.595
2002-02-28,235.499
2002-03-01,236.648
2002-03-04,236.863
2002-03-05,237.824
2002-03-06,237.734
2002-03-07,242.129
2002-03-08,239.485
2002-03-11,241.6
2002-03-12,245.109
2002-03-13,243.605
2002-03-14,243.056
2002-03-15,247.08
2002-03-18,248.178
2002-03-19,247.317
2002-03-20,254.497
2002-03-21,252.927
2002-03-22,251.899
2002-03-25,251.43
2002-03-26,250.543
2002-03-27,249.734
2002-03-28,252.587
2002-03-29,252.587
2002-04-01,253.735
2002-04-02,254.594
2002-04-03,251.991
2002-04-04,250.686
2002-04-05,249.328
2002-04-08,244.599
2002-04-09,246.999
2002-04-10,248.79
2002-04-11,251.939
2002-04-12,252.658
2002-04-15,251.797
2002-04-16,251.489
2002-04-17,256.04
2002-04-18,255.269
2002-04-19,253.65
2002-04-22,254.493
2002-04-23,254.561
2002-04-24,255.067
2002-04-25,257.177
2002-04-26,255.649
2002-04-29,254.91
2002-04-30,252.549
2002-05-01,257.02
2002-05-02,257.772
2002-05-03,258.956
2002-05-06,259.299
2002-05-07,260.747
2002-05-08,260.443
2002-05-09,256.431
2002-05-10,261.382
2002-05-13,262.086
2002-05-14,262.541
2002-05-15,267.456
2002-05-16,267.477
2002-05-17,272.649
2002-05-20,272.841
2002-05-21,272.087
2002-05-22,273.943
2002-05-23,279.502
2002-05-24,278.691
2002-05-27,278.7
2002-05-28,281.702
2002-05-29,286.484
2002-05-30,288.267
2002-05-31,281.768
2002-06-03,285.768
2002-06-04,287.966
2002-06-05,284.303
2002-06-06,289.679
2002-06-07,290.466
2002-06-10,292.862
2002-06-11,291.957
2002-06-12,291.66
2002-06-13,292.141
2002-06-14,287.7
2002-06-17,290.819
2002-06-18,295.648
2002-06-19,294.683
2002-06-20,295.399
2002-06-21,295.219
2002-06-24,289.811
2002-06-25,286.503
2002-06-26,278.045
2002-06-27,281.24
2002-06-28,277.662
2002-07-01,279.799
2002-07-02,282.599
2002-07-03,279.761
2002-07-04,275.179
2002-07-05,279.822
2002-07-08,287.516
2002-07-09,286.778
2002-07-10,287.662
2002-07-11,277.757
2002-07-12,281.082
2002-07-15,278.833
2002-07-16,277.009
2002-07-17,270.463
2002-07-18,274.446
2002-07-19,274.63
2002-07-22,267.149
2002-07-23,266.661
2002-07-24,253.044
2002-07-25,256.141
2002-07-26,249.055
2002-07-29,257.419
2002-07-30,261.878
2002-07-31,256.158
2002-08-01,254.799
2002-08-02,252.353
2002-08-05,253.025
2002-08-06,247.651
2002-08-07,253.106
2002-08-08,254.581
2002-08-09,259.17
2002-08-12,261.646
2002-08-13,261.294
2002-08-14,261.495
2002-08-15,262.745
2002-08-16,263.131
2002-08-19,265.287
2002-08-20,266.562
2002-08-21,262.69
2002-08-22,264.919
2002-08-23,264.356
2002-08-26,263.195
2002-08-27,267.605
2002-08-28,269.331
2002-08-29,268.618
2002-08-30,268.069
2002-09-02,271.223
2002-09-03,274.157
2002-09-04,269.894
2002-09-05,269.441
2002-09-06,267.836
2002-09-09,266.507
2002-09-10,265.581
2002-09-11,268.702
2002-09-12,272.208
2002-09-13,270.267
2002-09-16,267.369
2002-09-17,267.677
2002-09-18,266.934
2002-09-19,265.599
2002-09-20,265.153
2002-09-23,262.821
2002-09-24,260.842
2002-09-25,260.752
2002-09-26,264.572
2002-09-27,262.152
2002-09-30,265.755
2002-10-01,267.657
2002-10-02,271.897
2002-10-03,272.336
2002-10-04,270.273
2002-10-07,273.656
2002-10-08,275.135
2002-10-09,278.187
2002-10-10,275.261
2002-10-11,278.822
2002-10-14,280.805
2002-10-15,280.665
2002-10-16,278.077
2002-10-17,278.615
