Date,FINLAND SMID CAP SMID (Small+Mid Cap)
2018-01-31,1761.555
2018-02-28,1746.197
2018-03-30,1758.69
2018-04-30,1812.137
2018-05-31,1803.769
2018-06-29,1756.006
2018-07-31,1758.039
2018-08-31,1808.66
2018-09-28,1792.508
2018-10-31,1581.458
2018-11-30,1471.621
2018-12-31,1421.716
2019-01-31,1568.55
2019-02-28,1617.293
2019-03-29,1650.615
2019-04-30,1658.718
2019-05-31,1536.218
2019-06-28,1683.681
2019-07-31,1603.144
2019-08-30,1590.976
2019-09-30,1651.265
2019-10-31,1776.554
2019-11-29,1780.339
2019-12-31,1864.435
2020-01-31,1815.0
2020-02-28,1683.768
2020-03-31,1450.772
2020-04-30,1608.242
2020-05-29,1715.475
2020-06-30,1711.324
2020-07-31,1792.954
2020-08-31,1930.078
2020-09-30,1949.635
2020-10-30,1861.518
2020-11-30,2105.667
2020-12-31,2261.496
2021-01-29,2269.569
2021-02-26,2335.816
2021-03-31,2370.828
2021-04-30,2550.014
2021-05-31,2560.956
2021-06-30,2573.479
2021-07-30,2743.52
2021-08-31,2706.058
2021-09-30,2393.231
2021-10-29,2443.625
2021-11-30,2396.413
2021-12-31,2509.996
2022-01-31,2371.579
2022-02-28,2212.723
2022-03-31,2189.33
2022-04-29,2103.141
2022-05-31,2120.831
2022-06-30,1877.068
2022-07-29,1966.854
2022-08-31,1893.308
2022-09-30,1665.61
2022-10-31,1786.448
2022-11-30,1973.223
2022-12-30,2032.921
2023-01-31,2135.149
2023-02-28,2116.619
2023-03-31,2084.605
2023-04-28,2149.523
2023-05-31,2012.822
2023-06-30,2006.003
2023-07-31,2055.18
2023-08-31,2041.608
2023-09-29,1938.326
2023-10-31,1876.304
2023-11-30,2068.325
2023-12-29,2203.953
2024-01-31,2162.328
2024-02-29,2105.384
2024-03-29,2154.669
2024-04-30,2216.083
2024-05-31,2392.655
2024-06-28,2275.953
2024-07-31,2287.214
2024-08-30,2397.607
2024-09-30,2432.393
2024-10-31,2172.908
2024-11-29,2048.61
2024-12-31,2004.606
2025-01-31,2138.198
2025-02-28,2152.847
2025-03-31,2113.569
2025-04-30,2248.837
2025-05-30,2370.05
2025-06-30,2511.486
2025-07-31,2574.103
2025-08-29,2653.17
