Date,FINLAND SMID CAP SMID (Small+Mid Cap)
2001-09-12,166.514
2001-09-13,168.138
2001-09-14,167.634
2001-09-17,165.071
2001-09-18,166.519
2001-09-19,168.136
2001-09-20,163.585
2001-09-21,157.623
2001-09-24,159.115
2001-09-25,161.647
2001-09-26,162.684
2001-09-27,161.487
2001-09-28,162.338
2001-10-01,163.89
2001-10-02,164.793
2001-10-03,164.767
2001-10-04,167.305
2001-10-05,168.742
2001-10-08,168.63
2001-10-09,170.702
2001-10-10,169.444
2001-10-11,171.606
2001-10-12,171.936
2001-10-15,171.453
2001-10-16,171.505
2001-10-17,172.62
2001-10-18,170.773
2001-10-19,169.732
2001-10-22,168.675
2001-10-23,170.343
2001-10-24,173.233
2001-10-25,174.38
2001-10-26,173.676
2001-10-29,174.832
2001-10-30,173.164
2001-10-31,175.377
2001-11-01,174.312
2001-11-02,173.865
2001-11-05,174.6
2001-11-06,174.98
2001-11-07,174.911
2001-11-08,176.291
2001-11-09,175.287
2001-11-12,174.84
2001-11-13,173.392
2001-11-14,174.79
2001-11-15,173.63
2001-11-16,175.691
2001-11-19,175.042
2001-11-20,174.79
2001-11-21,174.988
2001-11-22,175.983
2001-11-23,175.25
2001-11-26,176.854
2001-11-27,176.463
2001-11-28,177.043
2001-11-29,176.432
2001-11-30,180.315
2001-12-03,176.088
2001-12-04,177.308
2001-12-05,177.641
2001-12-06,178.251
2001-12-07,179.386
2001-12-10,178.677
2001-12-11,179.015
2001-12-12,179.25
2001-12-13,178.748
2001-12-14,179.792
2001-12-17,179.921
2001-12-18,180.903
2001-12-19,179.46
2001-12-20,177.551
2001-12-21,176.342
2001-12-24,174.582
2001-12-25,174.582
2001-12-26,174.731
2001-12-27,177.585
2001-12-28,178.938
2001-12-31,180.649
2002-01-01,180.649
2002-01-02,185.438
2002-01-03,188.858
2002-01-04,190.116
2002-01-07,191.903
2002-01-08,191.158
2002-01-09,190.081
2002-01-10,190.687
2002-01-11,190.901
2002-01-14,188.921
2002-01-15,187.412
2002-01-16,184.7
2002-01-17,186.081
2002-01-18,187.511
2002-01-21,185.513
2002-01-22,185.589
2002-01-23,184.489
2002-01-24,184.814
2002-01-25,182.083
2002-01-28,181.715
2002-01-29,182.86
2002-01-30,181.76
2002-01-31,182.444
2002-02-01,184.116
2002-02-04,186.192
2002-02-05,184.908
2002-02-06,184.303
2002-02-07,185.168
2002-02-08,184.476
2002-02-11,186.192
2002-02-12,187.865
2002-02-13,188.275
2002-02-14,190.907
2002-02-15,192.884
2002-02-18,192.425
2002-02-19,192.205
2002-02-20,190.816
2002-02-21,191.261
2002-02-22,191.957
2002-02-25,191.653
2002-02-26,191.777
2002-02-27,191.152
2002-02-28,191.337
2002-03-01,192.821
2002-03-04,195.47
2002-03-05,195.804
2002-03-06,197.186
2002-03-07,199.848
2002-03-08,199.889
2002-03-11,199.803
2002-03-12,198.284
2002-03-13,199.661
2002-03-14,201.279
2002-03-15,201.363
2002-03-18,202.018
2002-03-19,201.646
2002-03-20,201.652
2002-03-21,202.281
2002-03-22,202.758
2002-03-25,202.471
2002-03-26,202.695
2002-03-27,202.333
2002-03-28,202.252
2002-03-29,202.252
2002-04-01,203.91
2002-04-02,206.071
2002-04-03,207.505
2002-04-04,207.164
2002-04-05,206.961
2002-04-08,205.184
2002-04-09,206.436
2002-04-10,207.258
2002-04-11,207.681
2002-04-12,206.745
2002-04-15,207.896
2002-04-16,209.63
2002-04-17,212.485
2002-04-18,212.387
2002-04-19,211.145
2002-04-22,209.113
2002-04-23,207.768
2002-04-24,207.971
2002-04-25,206.998
2002-04-26,208.883
2002-04-29,209.192
2002-04-30,207.604
2002-05-01,208.779
2002-05-02,211.457
2002-05-03,213.266
2002-05-06,213.203
2002-05-07,211.803
2002-05-08,213.636
2002-05-09,213.588
2002-05-10,214.212
2002-05-13,214.695
2002-05-14,213.5
2002-05-15,214.921
2002-05-16,214.916
2002-05-17,218.312
2002-05-20,217.59
2002-05-21,215.291
2002-05-22,216.493
2002-05-23,215.429
2002-05-24,216.019
2002-05-27,214.982
2002-05-28,218.045
2002-05-29,217.592
2002-05-30,217.029
2002-05-31,216.213
2002-06-03,217.328
2002-06-04,215.89
2002-06-05,215.777
2002-06-06,217.019
2002-06-07,214.391
2002-06-10,215.769
2002-06-11,217.594
2002-06-12,215.38
2002-06-13,214.962
2002-06-14,212.396
2002-06-17,213.396
2002-06-18,216.168
2002-06-19,215.655
2002-06-20,214.341
2002-06-21,215.386
2002-06-24,212.529
2002-06-25,210.551
2002-06-26,211.077
2002-06-27,212.825
2002-06-28,216.811
2002-07-01,219.548
2002-07-02,217.541
2002-07-03,213.835
2002-07-04,214.798
2002-07-05,215.227
2002-07-08,218.55
2002-07-09,218.979
2002-07-10,215.66
2002-07-11,214.22
2002-07-12,212.482
2002-07-15,214.26
2002-07-16,210.282
2002-07-17,212.131
2002-07-18,211.61
2002-07-19,209.315
2002-07-22,204.59
2002-07-23,195.995
2002-07-24,186.487
2002-07-25,189.529
2002-07-26,186.621
2002-07-29,190.166
2002-07-30,194.194
2002-07-31,190.942
2002-08-01,191.101
2002-08-02,186.831
2002-08-05,180.607
2002-08-06,178.756
2002-08-07,180.525
2002-08-08,180.432
2002-08-09,182.16
2002-08-12,182.691
2002-08-13,181.862
2002-08-14,182.792
2002-08-15,182.669
2002-08-16,182.84
2002-08-19,182.743
2002-08-20,184.562
2002-08-21,190.213
2002-08-22,193.766
2002-08-23,193.936
2002-08-26,192.152
2002-08-27,194.93
2002-08-28,192.726
2002-08-29,190.763
2002-08-30,190.442
2002-09-02,190.736
2002-09-03,186.617
2002-09-04,186.645
2002-09-05,187.287
2002-09-06,185.999
2002-09-09,185.208
2002-09-10,186.406
2002-09-11,187.57
2002-09-12,187.378
2002-09-13,186.252
2002-09-16,184.62
2002-09-17,183.534
2002-09-18,180.787
2002-09-19,179.963
2002-09-20,178.103
2002-09-23,175.736
2002-09-24,169.516
2002-09-25,169.225
2002-09-26,172.693
2002-09-27,172.994
2002-09-30,169.586
2002-10-01,168.674
2002-10-02,169.62
2002-10-03,167.329
2002-10-04,167.121
2002-10-07,164.521
2002-10-08,162.07
2002-10-09,163.174
2002-10-10,163.854
2002-10-11,170.361
2002-10-14,170.756
2002-10-15,175.653
2002-10-16,175.537
2002-10-17,178.403
2002-10-18,179.209
2002-10-21,177.603
2002-10-22,180.751
2002-10-23,178.529
2002-10-24,182.617
2002-10-25,179.897
2002-10-28,182.274
2002-10-29,177.554
2002-10-30,178.548
2002-10-31,182.997
2002-11-01,180.869
2002-11-04,185.857
2002-11-05,186.65
2002-11-06,187.025
2002-11-07,187.798
2002-11-08,188.452
2002-11-11,184.228
2002-11-12,183.794
2002-11-13,182.995
2002-11-14,184.699
2002-11-15,185.138
2002-11-18,186.192
2002-11-19,186.509
2002-11-20,185.435
2002-11-21,189.293
2002-11-22,189.99
2002-11-25,192.614
2002-11-26,191.413
2002-11-27,194.626
2002-11-28,199.332
2002-11-29,200.667
2002-12-02,202.293
2002-12-03,197.334
2002-12-04,196.146
2002-12-05,197.804
2002-12-06,199.257
2002-12-09,195.663
2002-12-10,194.958
2002-12-11,196.335
2002-12-12,197.244
2002-12-13,195.461
2002-12-16,195.91
2002-12-17,198.36
2002-12-18,201.91
2002-12-19,199.931
2002-12-20,198.891
2002-12-23,198.572
2002-12-24,199.393
2002-12-25,199.393
2002-12-26,199.896
2002-12-27,199.845
2002-12-30,202.583
2002-12-31,203.378
2003-01-01,203.378
2003-01-02,207.573
2003-01-03,208.967
2003-01-06,210.251
2003-01-07,207.73
2003-01-08,204.73
2003-01-09,206.358
2003-01-10,207.707
2003-01-13,210.623
2003-01-14,213.16
2003-01-15,211.758
2003-01-16,212.289
2003-01-17,212.877
2003-01-20,214.294
2003-01-21,213.256
2003-01-22,211.389
2003-01-23,212.232
2003-01-24,212.849
2003-01-27,209.295
2003-01-28,207.434
2003-01-29,205.386
2003-01-30,197.892
2003-01-31,196.793
2003-02-03,199.199
2003-02-04,200.543
2003-02-05,198.791
2003-02-06,198.635
2003-02-07,198.329
2003-02-10,197.497
2003-02-11,197.124
2003-02-12,195.546
2003-02-13,194.903
2003-02-14,195.219
2003-02-17,196.589
2003-02-18,194.204
2003-02-19,195.087
2003-02-20,194.438
2003-02-21,193.499
2003-02-24,193.514
2003-02-25,190.668
2003-02-26,190.366
2003-02-27,188.374
2003-02-28,191.04
2003-03-03,191.918
2003-03-04,191.6
2003-03-05,191.39
2003-03-06,190.076
2003-03-07,188.49
2003-03-10,188.38
2003-03-11,189.77
2003-03-12,188.736
2003-03-13,186.74
2003-03-14,187.635
2003-03-17,187.776
2003-03-18,191.999
2003-03-19,192.188
2003-03-20,191.963
2003-03-21,193.462
2003-03-24,193.536
2003-03-25,192.694
2003-03-26,192.627
2003-03-27,192.085
2003-03-28,191.431
2003-03-31,189.951
2003-04-01,192.342
2003-04-02,194.015
2003-04-03,194.628
2003-04-04,189.008
2003-04-07,192.484
2003-04-08,191.651
2003-04-09,190.788
2003-04-10,193.733
2003-04-11,194.148
2003-04-14,194.149
2003-04-15,197.083
2003-04-16,197.952
2003-04-17,200.882
2003-04-18,200.882
2003-04-21,200.017
2003-04-22,201.106
2003-04-23,204.604
2003-04-24,206.777
2003-04-25,205.715
2003-04-28,207.414
2003-04-29,207.896
2003-04-30,211.523
2003-05-01,213.466
2003-05-02,213.853
2003-05-05,216.751
2003-05-06,219.313
2003-05-07,219.187
2003-05-08,217.882
2003-05-09,216.836
2003-05-12,217.686
2003-05-13,216.804
2003-05-14,215.848
2003-05-15,216.572
2003-05-16,218.314
2003-05-19,220.407
2003-05-20,217.593
2003-05-21,216.534
2003-05-22,216.57
2003-05-23,217.782
2003-05-26,218.952
2003-05-27,217.14
2003-05-28,217.093
2003-05-29,218.702
2003-05-30,218.509
2003-06-02,219.947
2003-06-03,219.939
2003-06-04,220.622
2003-06-05,224.365
2003-06-06,225.156
2003-06-09,225.57
2003-06-10,224.84
2003-06-11,227.245
2003-06-12,226.108
2003-06-13,227.75
2003-06-16,227.859
2003-06-17,230.065
2003-06-18,227.131
2003-06-19,226.238
2003-06-20,225.028
2003-06-23,223.087
2003-06-24,216.972
2003-06-25,219.451
2003-06-26,216.793
2003-06-27,220.318
2003-06-30,221.553
2003-07-01,221.634
2003-07-02,221.867
2003-07-03,222.707
2003-07-04,225.881
2003-07-07,230.271
2003-07-08,231.489
2003-07-09,230.482
2003-07-10,229.614
2003-07-11,229.712
2003-07-14,233.003
2003-07-15,232.054
2003-07-16,232.69
2003-07-17,231.254
2003-07-18,234.799
2003-07-21,236.298
2003-07-22,233.638
2003-07-23,234.997
2003-07-24,238.226
2003-07-25,240.622
2003-07-28,239.515
2003-07-29,239.29
2003-07-30,236.317
2003-07-31,234.038
2003-08-01,235.775
2003-08-04,236.55
2003-08-05,237.216
2003-08-06,234.297
2003-08-07,234.021
2003-08-08,234.4
2003-08-11,235.468
2003-08-12,236.407
2003-08-13,236.975
2003-08-14,238.713
2003-08-15,239.241
2003-08-18,239.563
2003-08-19,241.616
2003-08-20,242.216
2003-08-21,243.919
2003-08-22,242.921
2003-08-25,242.311
2003-08-26,238.204
2003-08-27,240.2
2003-08-28,241.336
2003-08-29,244.998
2003-09-01,247.847
2003-09-02,246.724
2003-09-03,250.698
2003-09-04,251.973
2003-09-05,252.403
2003-09-08,256.759
2003-09-09,256.096
2003-09-10,251.185
2003-09-11,253.228
2003-09-12,256.63
2003-09-15,255.853
2003-09-16,254.207
2003-09-17,255.128
2003-09-18,252.582
2003-09-19,255.007
2003-09-22,253.638
2003-09-23,254.384
2003-09-24,255.286
2003-09-25,250.744
2003-09-26,249.563
2003-09-29,254.127
2003-09-30,253.355
2003-10-01,254.956
2003-10-02,254.638
2003-10-03,257.364
2003-10-06,259.236
2003-10-07,260.247
2003-10-08,262.495
2003-10-09,264.227
2003-10-10,264.989
2003-10-13,264.63
2003-10-14,265.702
2003-10-15,269.204
2003-10-16,267.977
2003-10-17,268.704
2003-10-20,268.793
2003-10-21,270.554
2003-10-22,271.44
2003-10-23,273.75
2003-10-24,274.242
2003-10-27,273.337
2003-10-28,276.315
2003-10-29,278.771
2003-10-30,281.581
2003-10-31,280.602
2003-11-03,280.491
2003-11-04,281.161
2003-11-05,278.053
2003-11-06,278.976
2003-11-07,282.463
2003-11-10,283.955
2003-11-11,282.415
2003-11-12,287.121
2003-11-13,290.661
2003-11-14,293.425
2003-11-17,289.714
2003-11-18,291.199
2003-11-19,290.948
2003-11-20,291.41
2003-11-21,293.154
2003-11-24,293.113
2003-11-25,294.203
2003-11-26,298.097
2003-11-27,298.416
2003-11-28,299.121
2003-12-01,300.72
2003-12-02,303.368
2003-12-03,304.082
2003-12-04,302.865
2003-12-05,305.655
2003-12-08,308.725
2003-12-09,308.908
2003-12-10,307.882
2003-12-11,303.864
2003-12-12,306.981
2003-12-15,307.164
2003-12-16,302.392
2003-12-17,301.183
2003-12-18,300.276
2003-12-19,298.411
2003-12-22,298.878
2003-12-23,301.843
2003-12-24,302.693
2003-12-25,302.693
2003-12-26,302.572
2003-12-29,303.902
2003-12-30,306.997
2003-12-31,309.031
2004-01-01,309.031
2004-01-02,314.239
2004-01-05,319.613
2004-01-06,321.53
2004-01-07,319.944
2004-01-08,320.595
2004-01-09,321.089
2004-01-12,321.422
2004-01-13,319.454
2004-01-14,317.563
2004-01-15,318.076
2004-01-16,315.412
2004-01-19,316.941
2004-01-20,317.221
2004-01-21,315.989
2004-01-22,321.154
2004-01-23,320.946
2004-01-26,318.787
2004-01-27,322.346
2004-01-28,319.267
2004-01-29,313.042
2004-01-30,312.665
2004-02-02,312.916
2004-02-03,315.602
2004-02-04,315.659
2004-02-05,318.467
2004-02-06,321.816
2004-02-09,325.128
2004-02-10,328.318
2004-02-11,326.908
2004-02-12,333.747
2004-02-13,332.327
2004-02-16,332.582
2004-02-17,334.459
2004-02-18,336.523
2004-02-19,337.417
2004-02-20,333.69
2004-02-23,336.306
2004-02-24,338.506
2004-02-25,334.565
2004-02-26,330.81
2004-02-27,332.438
2004-03-01,334.811
2004-03-02,333.467
2004-03-03,331.176
2004-03-04,333.125
2004-03-05,339.231
2004-03-08,340.084
2004-03-09,339.112
2004-03-10,331.09
2004-03-11,326.926
2004-03-12,325.108
2004-03-15,322.233
2004-03-16,323.726
2004-03-17,322.325
2004-03-18,324.56
2004-03-19,323.105
2004-03-22,321.038
2004-03-23,321.54
2004-03-24,322.125
2004-03-25,323.908
2004-03-26,321.829
2004-03-29,325.085
2004-03-30,326.792
2004-03-31,330.98
2004-04-01,335.126
2004-04-02,336.467
2004-04-05,332.295
2004-04-06,334.089
2004-04-07,336.61
2004-04-08,335.899
2004-04-09,335.899
2004-04-12,334.955
2004-04-13,332.945
2004-04-14,331.256
2004-04-15,329.885
2004-04-16,331.877
2004-04-19,333.206
2004-04-20,333.969
2004-04-21,330.083
2004-04-22,336.077
2004-04-23,334.52
2004-04-26,338.117
2004-04-27,339.602
2004-04-28,334.551
2004-04-29,331.365
2004-04-30,329.222
2004-05-03,330.076
2004-05-04,331.313
2004-05-05,334.169
2004-05-06,329.825
2004-05-07,325.667
2004-05-10,316.261
2004-05-11,320.221
2004-05-12,319.295
2004-05-13,315.974
2004-05-14,314.534
2004-05-17,312.561
2004-05-18,313.849
2004-05-19,319.763
2004-05-20,316.92
2004-05-21,319.764
2004-05-24,320.898
2004-05-25,321.277
2004-05-26,322.434
2004-05-27,329.553
2004-05-28,328.248
2004-05-31,327.107
2004-06-01,328.622
2004-06-02,331.113
2004-06-03,331.48
2004-06-04,332.517
2004-06-07,337.931
2004-06-08,337.814
2004-06-09,333.082
2004-06-10,333.087
2004-06-11,331.079
2004-06-14,330.52
2004-06-15,329.921
2004-06-16,327.176
2004-06-17,328.247
2004-06-18,333.225
2004-06-21,333.588
2004-06-22,332.399
2004-06-23,334.632
2004-06-24,340.085
2004-06-25,338.968
2004-06-28,341.671
2004-06-29,340.847
2004-06-30,343.164
2004-07-01,341.472
2004-07-02,343.199
2004-07-05,342.837
2004-07-06,341.734
2004-07-07,344.248
2004-07-08,346.943
2004-07-09,345.851
2004-07-12,344.447
2004-07-13,341.27
2004-07-14,342.045
2004-07-15,338.899
2004-07-16,342.68
2004-07-19,338.297
2004-07-20,339.092
2004-07-21,337.498
2004-07-22,335.227
2004-07-23,330.951
2004-07-26,333.485
2004-07-27,333.477
2004-07-28,335.557
2004-07-29,339.057
2004-07-30,341.881
2004-08-02,341.331
2004-08-03,343.48
2004-08-04,341.832
2004-08-05,340.182
2004-08-06,341.609
2004-08-09,337.774
2004-08-10,341.317
2004-08-11,338.574
2004-08-12,338.271
2004-08-13,341.711
2004-08-16,341.931
2004-08-17,343.914
2004-08-18,342.042
2004-08-19,344.882
2004-08-20,344.785
2004-08-23,344.68
2004-08-24,342.729
2004-08-25,340.421
2004-08-26,340.8
2004-08-27,340.525
2004-08-30,341.346
2004-08-31,343.476
2004-09-01,343.94
2004-09-02,342.909
2004-09-03,341.27
2004-09-06,343.091
2004-09-07,342.779
2004-09-08,343.721
2004-09-09,346.153
2004-09-10,351.48
2004-09-13,349.956
2004-09-14,352.075
2004-09-15,347.275
2004-09-16,347.064
2004-09-17,348.084
2004-09-20,347.555
2004-09-21,351.49
2004-09-22,349.717
2004-09-23,349.533
2004-09-24,349.216
2004-09-27,348.154
2004-09-28,349.185
2004-09-29,352.834
2004-09-30,356.37
2004-10-01,359.414
2004-10-04,358.554
2004-10-05,359.244
2004-10-06,358.651
2004-10-07,360.485
2004-10-08,365.361
2004-10-11,365.766
2004-10-12,361.524
2004-10-13,362.007
2004-10-14,364.174
2004-10-15,366.338
2004-10-18,367.02
2004-10-19,371.997
2004-10-20,369.174
2004-10-21,370.839
2004-10-22,374.444
2004-10-25,375.578
2004-10-26,375.319
2004-10-27,376.443
2004-10-28,374.065
2004-10-29,374.101
2004-11-01,379.402
2004-11-02,378.408
2004-11-03,381.762
2004-11-04,385.352
2004-11-05,386.777
2004-11-08,388.224
2004-11-09,390.002
2004-11-10,396.002
2004-11-11,397.701
2004-11-12,399.217
2004-11-15,400.157
2004-11-16,398.938
2004-11-17,403.623
2004-11-18,402.385
2004-11-19,403.967
2004-11-22,402.864
2004-11-23,408.026
2004-11-24,411.152
2004-11-25,418.644
2004-11-26,419.889
2004-11-29,421.306
2004-11-30,421.304
2004-12-01,421.643
2004-12-02,422.204
2004-12-03,427.304
2004-12-06,429.094
2004-12-07,430.429
2004-12-08,421.862
2004-12-09,417.978
2004-12-10,415.47
2004-12-13,415.08
2004-12-14,413.99
2004-12-15,416.557
2004-12-16,411.592
2004-12-17,409.346
2004-12-20,418.772
2004-12-21,420.094
2004-12-22,423.662
2004-12-23,427.499
2004-12-24,428.607
2004-12-27,430.703
2004-12-28,430.848
2004-12-29,430.986
2004-12-30,433.678
2004-12-31,432.485
2005-01-03,432.29
2005-01-04,428.565
2005-01-05,425.051
2005-01-06,421.705
2005-01-07,424.971
2005-01-10,426.676
2005-01-11,425.594
2005-01-12,428.08
2005-01-13,428.63
2005-01-14,425.676
2005-01-17,428.382
2005-01-18,427.159
2005-01-19,426.589
2005-01-20,419.794
2005-01-21,422.727
2005-01-24,421.726
2005-01-25,421.818
2005-01-26,426.984
2005-01-27,426.946
2005-01-28,424.268
2005-01-31,425.237
2005-02-01,427.704
2005-02-02,434.642
2005-02-03,438.701
2005-02-04,442.241
2005-02-07,442.419
2005-02-08,441.592
2005-02-09,444.421
2005-02-10,440.537
2005-02-11,444.95
2005-02-14,448.433
2005-02-15,451.491
2005-02-16,453.526
2005-02-17,458.171
2005-02-18,461.086
2005-02-21,461.428
2005-02-22,463.45
2005-02-23,460.447
2005-02-24,463.027
2005-02-25,465.02
2005-02-28,469.698
2005-03-01,466.316
2005-03-02,466.703
2005-03-03,469.099
2005-03-04,477.989
2005-03-07,479.548
2005-03-08,482.991
2005-03-09,481.444
2005-03-10,479.182
2005-03-11,481.977
2005-03-14,480.702
2005-03-15,480.554
2005-03-16,480.669
2005-03-17,477.357
2005-03-18,473.947
2005-03-21,469.566
2005-03-22,471.034
2005-03-23,459.576
2005-03-24,461.049
2005-03-25,461.049
2005-03-28,457.813
2005-03-29,460.484
2005-03-30,459.308
2005-03-31,466.334
2005-04-01,466.355
2005-04-04,457.683
2005-04-05,462.712
2005-04-06,466.088
2005-04-07,471.689
2005-04-08,472.591
2005-04-11,475.616
2005-04-12,473.847
2005-04-13,474.604
2005-04-14,469.881
2005-04-15,465.773
2005-04-18,460.956
2005-04-19,463.189
2005-04-20,465.356
2005-04-21,462.462
2005-04-22,464.595
2005-04-25,462.75
2005-04-26,460.442
2005-04-27,451.576
2005-04-28,449.03
2005-04-29,449.324
2005-05-02,449.182
2005-05-03,452.79
2005-05-04,455.723
2005-05-05,455.178
2005-05-06,457.795
2005-05-09,457.114
2005-05-10,457.535
2005-05-11,457.321
2005-05-12,454.71
2005-05-13,454.75
2005-05-16,455.978
2005-05-17,457.018
2005-05-18,463.101
2005-05-19,463.997
2005-05-20,463.133
2005-05-23,468.961
2005-05-24,470.369
2005-05-25,469.109
2005-05-26,468.658
2005-05-27,471.827
2005-05-30,469.951
2005-05-31,467.43
2005-06-01,468.281
2005-06-02,470.717
2005-06-03,468.865
2005-06-06,468.387
2005-06-07,471.226
2005-06-08,475.777
2005-06-09,472.769
2005-06-10,475.563
2005-06-13,474.17
2005-06-14,475.285
2005-06-15,475.957
2005-06-16,479.586
2005-06-17,487.665
2005-06-20,484.524
2005-06-21,483.209
2005-06-22,484.257
2005-06-23,484.376
2005-06-24,485.843
2005-06-27,482.794
2005-06-28,481.418
2005-06-29,484.364
2005-06-30,487.743
2005-07-01,481.993
2005-07-04,480.129
2005-07-05,478.456
2005-07-06,481.283
2005-07-07,479.444
2005-07-08,484.538
2005-07-11,492.665
2005-07-12,498.817
2005-07-13,494.051
2005-07-14,494.244
2005-07-15,491.537
2005-07-18,493.162
2005-07-19,493.483
2005-07-20,494.975
2005-07-21,499.665
2005-07-22,501.975
2005-07-25,498.888
2005-07-26,498.497
2005-07-27,505.445
2005-07-28,511.448
2005-07-29,514.458
2005-08-01,520.024
2005-08-02,521.955
2005-08-03,527.84
2005-08-04,528.435
2005-08-05,522.793
2005-08-08,527.797
2005-08-09,527.517
2005-08-10,531.276
2005-08-11,528.044
2005-08-12,528.531
2005-08-15,527.009
2005-08-16,524.144
2005-08-17,520.633
2005-08-18,513.163
2005-08-19,515.274
2005-08-22,522.57
2005-08-23,521.344
2005-08-24,520.073
2005-08-25,518.809
2005-08-26,518.45
2005-08-29,514.87
2005-08-30,514.702
2005-08-31,524.562
2005-09-01,537.987
2005-09-02,540.402
2005-09-05,540.94
2005-09-06,544.718
2005-09-07,548.393
2005-09-08,546.083
2005-09-09,549.323
2005-09-12,547.027
2005-09-13,548.625
2005-09-14,547.994
2005-09-15,544.75
2005-09-16,544.253
2005-09-19,544.468
2005-09-20,550.049
2005-09-21,550.236
2005-09-22,550.232
2005-09-23,545.372
2005-09-26,542.087
2005-09-27,540.715
2005-09-28,539.862
2005-09-29,542.347
2005-09-30,546.057
2005-10-03,540.678
2005-10-04,539.842
2005-10-05,535.972
2005-10-06,536.168
2005-10-07,534.473
2005-10-10,532.616
2005-10-11,530.176
2005-10-12,526.854
2005-10-13,509.883
2005-10-14,509.856
2005-10-17,511.202
2005-10-18,506.099
2005-10-19,493.103
2005-10-20,494.403
2005-10-21,489.407
2005-10-24,497.777
2005-10-25,500.742
2005-10-26,505.82
2005-10-27,502.654
2005-10-28,498.823
2005-10-31,505.894
2005-11-01,507.123
2005-11-02,513.675
2005-11-03,511.077
2005-11-04,507.819
2005-11-07,503.296
2005-11-08,500.52
