Date,FINLAND SMID CAP SMID (Small+Mid Cap)
2001-11-30,194.465
2001-12-31,194.824
2002-01-31,196.759
2002-02-28,206.299
2002-03-29,216.961
2002-04-30,221.248
2002-05-31,230.423
2002-06-28,231.061
2002-07-31,203.491
2002-08-30,202.958
2002-09-30,180.732
2002-10-31,195.024
2002-11-29,213.855
2002-12-31,216.745
2003-01-31,209.727
2003-02-28,203.487
2003-03-31,199.924
2003-04-30,221.704
2003-05-30,229.027
2003-06-30,232.217
2003-07-31,245.302
2003-08-29,256.791
2003-09-30,265.55
2003-10-31,294.108
2003-11-28,313.511
2003-12-31,323.826
2004-01-30,327.633
2004-02-27,348.353
2004-03-31,343.361
2004-04-30,340.085
2004-05-31,337.9
2004-06-30,354.487
2004-07-30,353.162
2004-08-31,354.809
2004-09-30,368.129
2004-10-29,386.441
2004-11-30,434.94
2004-12-31,446.022
2005-01-31,438.548
2005-02-28,484.401
2005-03-31,477.778
2005-04-29,459.214
2005-05-31,477.409
2005-06-30,498.156
2005-07-29,525.441
2005-08-31,535.761
2005-09-30,557.715
2005-10-31,516.694
2005-11-30,516.876
2005-12-30,544.315
2006-01-31,601.897
2006-02-28,623.75
2006-03-31,664.63
2006-04-28,686.391
2006-05-31,644.904
2006-06-30,638.786
2006-07-31,628.32
2006-08-31,656.501
2006-09-29,660.732
2006-10-31,713.862
2006-11-30,771.062
2006-12-29,824.335
2007-01-31,840.31
2007-02-28,857.661
2007-03-30,904.466
2007-04-30,977.859
2007-05-31,1000.0
2007-06-29,995.52
2007-07-31,984.55
2007-08-31,942.864
2007-09-28,1001.812
2007-10-31,1019.587
2007-11-30,927.244
2007-12-31,891.592
2008-01-31,805.908
2008-02-29,867.238
2008-03-31,926.634
2008-04-30,901.765
2008-05-30,926.077
2008-06-30,807.999
2008-07-31,725.065
2008-08-29,712.483
2008-09-30,563.58
2008-10-31,436.279
2008-11-28,408.776
2008-12-31,419.782
2009-01-30,379.996
2009-02-27,340.236
2009-03-31,342.101
2009-04-30,446.467
2009-05-29,499.367
2009-06-30,480.795
2009-07-31,540.636
2009-08-31,601.083
2009-09-30,634.89
2009-10-30,622.985
2009-11-30,658.604
2009-12-31,670.939
2010-01-29,660.646
2010-02-26,645.652
2010-03-31,714.776
2010-04-30,728.361
2010-05-31,624.554
2010-06-30,631.074
2010-07-30,722.139
2010-08-31,692.964
2010-09-30,825.531
2010-10-29,838.168
2010-11-30,791.06
2010-12-31,893.225
2011-01-31,927.838
2011-02-28,920.034
2011-03-31,969.039
2011-04-29,1030.418
2011-05-31,957.797
2011-06-30,920.805
2011-07-29,812.36
2011-08-31,705.578
2011-09-30,583.205
2011-10-31,676.432
2011-11-30,656.595
2011-12-30,614.575
2012-01-31,696.734
2012-02-29,760.729
2012-03-30,756.882
2012-04-30,750.396
2012-05-31,601.707
2012-06-29,636.241
2012-07-31,633.754
2012-08-31,644.989
2012-09-28,680.202
2012-10-31,696.021
2012-11-30,718.76
2012-12-31,747.014
2013-01-31,800.836
2013-02-28,789.517
2013-03-29,760.621
2013-04-30,789.019
2013-05-31,777.076
2013-06-28,721.976
2013-07-31,773.847
2013-08-30,802.023
2013-09-30,859.762
2013-10-31,879.768
2013-11-29,911.202
2013-12-31,927.589
2014-01-31,887.884
2014-02-28,993.688
2014-03-31,963.067
2014-04-30,999.065
2014-05-30,1007.989
2014-06-30,990.778
2014-07-31,943.772
2014-08-29,919.618
2014-09-30,860.561
2014-10-31,852.039
2014-11-28,872.64
2014-12-31,850.756
2015-01-30,885.772
2015-02-27,934.105
2015-03-31,930.586
2015-04-30,966.969
2015-05-29,950.941
2015-06-30,942.835
2015-07-31,981.951
2015-08-31,910.103
2015-09-30,843.77
2015-10-30,942.06
2015-11-30,965.014
2015-12-31,954.965
2016-01-29,900.111
2016-02-29,898.504
2016-03-31,977.058
2016-04-29,998.203
2016-05-31,1004.367
2016-06-30,993.175
2016-07-29,1076.451
2016-08-31,1070.322
2016-09-30,1124.865
2016-10-31,1102.719
2016-11-30,1094.544
2016-12-30,1145.433
2017-01-31,1157.741
2017-02-28,1155.236
2017-03-31,1201.144
2017-04-28,1304.526
2017-05-31,1344.261
2017-06-30,1357.482
2017-07-31,1356.685
2017-08-31,1375.963
2017-09-29,1412.554
2017-10-31,1434.48
2017-11-30,1433.952
2017-12-29,1460.955
2018-01-31,1558.94
2018-02-28,1545.348
2018-03-30,1549.22
2018-04-30,1588.567
2018-05-31,1581.231
2018-06-29,1539.302
2018-07-31,1541.084
2018-08-31,1585.458
2018-09-28,1570.447
2018-10-31,1384.892
2018-11-30,1288.707
2018-12-31,1244.948
2019-01-31,1373.525
2019-02-28,1416.208
2019-03-29,1438.998
2019-04-30,1438.133
2019-05-31,1331.923
2019-06-28,1459.701
2019-07-31,1389.878
2019-08-30,1379.328
2019-09-30,1430.766
2019-10-31,1538.09
2019-11-29,1541.367
2019-12-31,1614.098
2020-01-31,1571.3
2020-02-28,1457.689
2020-03-31,1254.709
2020-04-30,1382.478
2020-05-29,1473.083
2020-06-30,1466.628
2020-07-31,1536.246
2020-08-31,1653.309
2020-09-30,1667.512
2020-10-30,1591.495
2020-11-30,1800.229
2020-12-31,1932.772
2021-01-29,1939.359
2021-02-26,1995.946
2021-03-31,2012.509
2021-04-30,2160.419
2021-05-31,2169.689
2021-06-30,2180.239
2021-07-30,2324.297
2021-08-31,2292.559
2021-09-30,2025.455
2021-10-29,2067.493
2021-11-30,2026.528
2021-12-31,2122.521
2022-01-31,2005.472
2022-02-28,1871.055
2022-03-31,1837.244
2022-04-29,1760.04
2022-05-31,1774.681
2022-06-30,1569.667
2022-07-29,1644.748
2022-08-31,1583.246
2022-09-30,1391.192
2022-10-31,1491.099
2022-11-30,1646.996
2022-12-30,1696.261
2023-01-31,1781.502
2023-02-28,1766.041
2023-03-31,1729.228
2023-04-28,1776.709
2023-05-31,1662.972
2023-06-30,1656.741
2023-07-31,1697.356
2023-08-31,1686.147
2023-09-29,1596.862
2023-10-31,1541.968
2023-11-30,1699.453
2023-12-29,1810.27
2024-01-31,1776.08
2024-02-29,1729.308
2024-03-29,1763.288
2024-04-30,1807.059
2024-05-31,1949.394
2024-06-28,1854.259
2024-07-31,1862.949
2024-08-30,1952.865
2024-09-30,1979.023
2024-10-31,1759.005
2024-11-29,1658.269
2024-12-31,1622.246
2025-01-31,1729.904
2025-02-28,1741.756
2025-03-31,1702.547
2025-04-30,1803.398
2025-05-30,1897.965
2025-06-30,2011.229
2025-07-31,2060.934
2025-08-29,2124.237
2025-09-30,2108.464
2025-10-31,2209.125
2025-11-28,2205.018
2025-12-31,2348.854
