Date,DENMARK LARGE VALUE Large Cap
2001-01-01,319.766
2001-01-02,328.844
2001-01-03,342.203
2001-01-04,353.204
2001-01-05,364.751
2001-01-08,356.327
2001-01-09,350.715
2001-01-10,350.675
2001-01-11,352.154
2001-01-12,362.239
2001-01-15,360.604
2001-01-16,354.457
2001-01-17,352.776
2001-01-18,358.069
2001-01-19,354.192
2001-01-22,357.32
2001-01-23,353.535
2001-01-24,357.317
2001-01-25,355.93
2001-01-26,350.25
2001-01-29,347.454
2001-01-30,352.704
2001-01-31,354.65
2001-02-01,356.844
2001-02-02,348.147
2001-02-05,344.72
2001-02-06,339.031
2001-02-07,335.274
2001-02-08,326.645
2001-02-09,321.183
2001-02-12,324.991
2001-02-13,319.256
2001-02-14,318.939
2001-02-15,326.269
2001-02-16,334.364
2001-02-19,334.2
2001-02-20,332.303
2001-02-21,322.336
2001-02-22,297.222
2001-02-23,285.933
2001-02-26,282.41
2001-02-27,291.439
2001-02-28,291.047
2001-03-01,288.564
2001-03-02,291.818
2001-03-05,293.815
2001-03-06,300.664
2001-03-07,297.117
2001-03-08,300.462
2001-03-09,300.829
2001-03-12,294.13
2001-03-13,287.514
2001-03-14,280.694
2001-03-15,279.209
2001-03-16,275.001
2001-03-19,270.751
2001-03-20,277.211
2001-03-21,277.914
2001-03-22,270.297
2001-03-23,276.377
2001-03-26,281.044
2001-03-27,282.735
2001-03-28,283.489
2001-03-29,276.654
2001-03-30,283.579
2001-04-02,286.06
2001-04-03,287.996
2001-04-04,286.821
2001-04-05,289.885
2001-04-06,288.435
2001-04-09,290.258
2001-04-10,289.332
2001-04-11,293.684
2001-04-12,294.637
2001-04-13,294.637
2001-04-16,295.023
2001-04-17,294.792
2001-04-18,296.058
2001-04-19,301.568
2001-04-20,299.975
2001-04-23,296.146
2001-04-24,297.043
2001-04-25,296.977
2001-04-26,300.038
2001-04-27,297.65
2001-04-30,298.141
2001-05-01,298.434
2001-05-02,297.029
2001-05-03,303.164
2001-05-04,303.534
2001-05-07,305.87
2001-05-08,301.009
2001-05-09,301.355
2001-05-10,300.013
2001-05-11,297.618
2001-05-14,295.22
2001-05-15,294.353
2001-05-16,295.161
2001-05-17,303.976
2001-05-18,303.54
2001-05-21,302.547
2001-05-22,297.343
2001-05-23,293.848
2001-05-24,292.763
2001-05-25,303.991
2001-05-28,307.712
2001-05-29,302.918
2001-05-30,305.185
2001-05-31,307.659
2001-06-01,301.408
2001-06-04,301.826
2001-06-05,301.941
2001-06-06,302.807
2001-06-07,298.285
2001-06-08,293.792
2001-06-11,292.693
2001-06-12,296.718
2001-06-13,302.707
2001-06-14,302.282
2001-06-15,306.809
2001-06-18,307.913
2001-06-19,311.164
2001-06-20,306.612
2001-06-21,305.211
2001-06-22,306.72
2001-06-25,312.527
2001-06-26,304.098
2001-06-27,306.737
2001-06-28,314.111
2001-06-29,312.774
2001-07-02,306.264
2001-07-03,302.064
2001-07-04,298.843
2001-07-05,298.868
2001-07-06,295.355
2001-07-09,300.504
2001-07-10,304.076
2001-07-11,304.49
2001-07-12,298.109
2001-07-13,295.729
2001-07-16,298.675
2001-07-17,292.595
2001-07-18,299.388
2001-07-19,303.087
2001-07-20,299.247
2001-07-23,297.969
2001-07-24,296.174
2001-07-25,297.274
2001-07-26,296.526
2001-07-27,299.613
2001-07-30,303.486
2001-07-31,305.219
2001-08-01,311.271
2001-08-02,311.912
2001-08-03,311.512
2001-08-06,307.704
2001-08-07,303.88
2001-08-08,296.972
2001-08-09,297.796
2001-08-10,300.589
2001-08-13,303.99
2001-08-14,304.01
2001-08-15,309.794
2001-08-16,306.823
2001-08-17,307.385
2001-08-20,303.689
2001-08-21,308.272
2001-08-22,310.265
2001-08-23,311.001
2001-08-24,313.217
2001-08-27,308.052
2001-08-28,307.556
2001-08-29,306.407
2001-08-30,304.227
2001-08-31,302.124
2001-09-03,296.152
2001-09-04,293.218
2001-09-05,289.987
2001-09-06,287.355
2001-09-07,289.031
2001-09-10,286.075
2001-09-11,281.987
2001-09-12,282.783
2001-09-13,287.913
2001-09-14,289.973
2001-09-17,282.105
2001-09-18,271.902
2001-09-19,280.204
2001-09-20,273.51
2001-09-21,259.17
2001-09-24,267.277
2001-09-25,264.426
2001-09-26,270.45
2001-09-27,276.245
2001-09-28,284.107
2001-10-01,274.371
2001-10-02,278.227
2001-10-03,273.482
2001-10-04,278.202
2001-10-05,274.918
2001-10-08,276.82
2001-10-09,278.029
2001-10-10,280.82
2001-10-11,291.174
2001-10-12,283.455
2001-10-15,284.426
2001-10-16,283.972
2001-10-17,287.798
2001-10-18,283.494
2001-10-19,275.092
2001-10-22,279.895
2001-10-23,280.311
2001-10-24,278.429
2001-10-25,273.267
2001-10-26,281.876
2001-10-29,278.626
2001-10-30,271.023
2001-10-31,272.414
2001-11-01,272.183
2001-11-02,270.431
2001-11-05,268.185
2001-11-06,269.323
2001-11-07,281.254
2001-11-08,279.778
2001-11-09,272.458
2001-11-12,271.282
2001-11-13,268.254
2001-11-14,273.001
2001-11-15,271.084
2001-11-16,278.782
2001-11-19,279.813
2001-11-20,281.535
2001-11-21,276.209
2001-11-22,278.523
2001-11-23,280.979
2001-11-26,284.362
2001-11-27,281.812
2001-11-28,275.785
2001-11-29,276.465
2001-11-30,285.223
2001-12-03,282.57
2001-12-04,287.143
2001-12-05,280.692
2001-12-06,278.382
2001-12-07,273.968
2001-12-10,272.265
2001-12-11,274.385
2001-12-12,274.142
2001-12-13,274.87
2001-12-14,267.726
2001-12-17,269.714
2001-12-18,277.614
2001-12-19,283.098
2001-12-20,287.077
2001-12-21,282.657
2001-12-24,279.911
2001-12-25,279.911
2001-12-26,280.144
2001-12-27,290.203
2001-12-28,286.554
2001-12-31,289.359
2002-01-01,289.359
2002-01-02,295.868
2002-01-03,300.137
2002-01-04,297.022
2002-01-07,290.941
2002-01-08,282.945
2002-01-09,275.904
2002-01-10,287.109
2002-01-11,283.083
2002-01-14,283.178
2002-01-15,278.911
2002-01-16,284.123
2002-01-17,293.843
2002-01-18,289.428
2002-01-21,282.941
2002-01-22,282.728
2002-01-23,280.027
2002-01-24,279.228
2002-01-25,268.632
2002-01-28,265.54
2002-01-29,261.473
2002-01-30,266.789
2002-01-31,274.813
2002-02-01,275.892
2002-02-04,276.534
2002-02-05,271.94
2002-02-06,269.952
2002-02-07,274.396
2002-02-08,281.613
2002-02-11,282.208
2002-02-12,274.378
2002-02-13,277.328
2002-02-14,279.881
2002-02-15,282.994
2002-02-18,277.765
2002-02-19,276.759
2002-02-20,270.762
2002-02-21,253.557
2002-02-22,261.759
2002-02-25,268.486
2002-02-26,268.749
2002-02-27,274.65
2002-02-28,272.86
2002-03-01,273.069
2002-03-04,277.435
2002-03-05,285.841
2002-03-06,274.908
2002-03-07,271.354
2002-03-08,274.224
2002-03-11,267.889
2002-03-12,268.069
2002-03-13,267.763
2002-03-14,269.758
2002-03-15,272.219
2002-03-18,276.891
2002-03-19,279.478
2002-03-20,278.751
2002-03-21,281.265
2002-03-22,286.906
2002-03-25,292.687
2002-03-26,294.842
2002-03-27,289.196
2002-03-28,289.055
2002-03-29,289.055
2002-04-01,291.436
2002-04-02,289.853
2002-04-03,284.138
2002-04-04,287.977
2002-04-05,289.089
2002-04-08,292.055
2002-04-09,292.483
2002-04-10,293.395
2002-04-11,292.632
2002-04-12,302.322
2002-04-15,309.359
2002-04-16,306.792
2002-04-17,313.967
2002-04-18,313.956
2002-04-19,321.072
2002-04-22,321.139
2002-04-23,315.831
2002-04-24,315.595
2002-04-25,317.89
2002-04-26,317.888
2002-04-29,324.43
2002-04-30,334.444
2002-05-01,327.424
2002-05-02,332.982
2002-05-03,338.888
2002-05-06,333.149
2002-05-07,334.122
2002-05-08,343.933
2002-05-09,343.857
2002-05-10,338.67
2002-05-13,340.279
2002-05-14,334.527
2002-05-15,330.896
2002-05-16,328.176
2002-05-17,330.192
2002-05-20,330.303
2002-05-21,338.298
2002-05-22,343.79
2002-05-23,342.94
2002-05-24,344.723
2002-05-27,340.145
2002-05-28,340.061
2002-05-29,343.554
2002-05-30,348.097
2002-05-31,339.898
2002-06-03,344.285
2002-06-04,343.329
2002-06-05,341.174
2002-06-06,348.144
2002-06-07,341.875
2002-06-10,341.158
2002-06-11,344.601
2002-06-12,347.21
2002-06-13,342.871
2002-06-14,335.422
2002-06-17,336.847
2002-06-18,335.228
2002-06-19,324.017
2002-06-20,332.153
2002-06-21,341.927
2002-06-24,331.692
2002-06-25,340.519
2002-06-26,340.624
2002-06-27,340.67
2002-06-28,343.921
2002-07-01,337.599
2002-07-02,337.847
2002-07-03,333.197
2002-07-04,333.181
2002-07-05,342.615
2002-07-08,347.106
2002-07-09,348.375
2002-07-10,342.96
2002-07-11,335.8
2002-07-12,335.559
2002-07-15,329.184
2002-07-16,329.148
2002-07-17,332.076
2002-07-18,342.356
2002-07-19,334.7
2002-07-22,313.918
2002-07-23,301.987
2002-07-24,285.786
2002-07-25,318.848
2002-07-26,308.832
2002-07-29,330.598
2002-07-30,332.605
2002-07-31,335.008
2002-08-01,322.149
2002-08-02,325.915
2002-08-05,311.199
2002-08-06,300.118
2002-08-07,304.143
2002-08-08,299.006
2002-08-09,298.039
2002-08-12,303.106
2002-08-13,302.027
2002-08-14,296.602
2002-08-15,307.53
2002-08-16,303.742
2002-08-19,311.616
2002-08-20,315.13
2002-08-21,328.171
2002-08-22,304.76
2002-08-23,314.583
2002-08-26,310.719
2002-08-27,322.335
2002-08-28,329.578
2002-08-29,327.359
2002-08-30,327.851
2002-09-02,328.243
2002-09-03,320.547
2002-09-04,314.109
2002-09-05,314.94
2002-09-06,324.081
2002-09-09,309.893
2002-09-10,310.94
2002-09-11,319.425
2002-09-12,307.984
2002-09-13,308.202
2002-09-16,302.572
2002-09-17,301.364
2002-09-18,293.128
2002-09-19,297.519
2002-09-20,303.46
2002-09-23,298.745
2002-09-24,286.697
2002-09-25,282.014
2002-09-26,288.014
2002-09-27,289.471
2002-09-30,280.929
2002-10-01,272.741
2002-10-02,284.372
2002-10-03,282.289
2002-10-04,283.043
2002-10-07,284.674
2002-10-08,288.919
2002-10-09,279.868
2002-10-10,280.697
2002-10-11,302.818
2002-10-14,297.617
2002-10-15,307.255
2002-10-16,303.249
2002-10-17,303.775
2002-10-18,310.098
2002-10-21,304.816
2002-10-22,300.792
2002-10-23,290.488
2002-10-24,289.799
2002-10-25,291.068
2002-10-28,300.209
2002-10-29,282.032
2002-10-30,298.621
2002-10-31,294.67
2002-11-01,294.239
2002-11-04,300.548
2002-11-05,302.72
2002-11-06,301.058
2002-11-07,304.976
2002-11-08,308.582
2002-11-11,300.903
2002-11-12,300.293
2002-11-13,295.603
2002-11-14,295.447
2002-11-15,292.205
2002-11-18,293.535
2002-11-19,296.13
2002-11-20,286.865
2002-11-21,291.888
2002-11-22,293.335
2002-11-25,292.466
2002-11-26,293.715
2002-11-27,294.718
2002-11-28,297.289
2002-11-29,307.452
2002-12-02,299.9
2002-12-03,300.833
2002-12-04,304.111
2002-12-05,303.053
2002-12-06,296.535
2002-12-09,291.419
2002-12-10,295.681
2002-12-11,303.024
2002-12-12,307.62
2002-12-13,308.279
2002-12-16,308.853
2002-12-17,315.61
2002-12-18,312.433
2002-12-19,308.094
2002-12-20,298.378
2002-12-23,299.556
2002-12-24,300.812
2002-12-25,300.812
2002-12-26,301.557
2002-12-27,302.259
2002-12-30,302.377
2002-12-31,303.499
2003-01-01,303.499
2003-01-02,311.588
2003-01-03,316.702
2003-01-06,319.941
2003-01-07,318.351
2003-01-08,311.985
2003-01-09,314.667
2003-01-10,318.851
2003-01-13,323.411
2003-01-14,317.963
2003-01-15,317.827
2003-01-16,322.662
2003-01-17,321.105
2003-01-20,318.948
2003-01-21,320.476
2003-01-22,315.851
2003-01-23,317.345
2003-01-24,310.919
2003-01-27,304.705
2003-01-28,305.047
2003-01-29,303.253
2003-01-30,298.806
2003-01-31,298.148
2003-02-03,302.119
2003-02-04,297.89
2003-02-05,303.574
2003-02-06,307.72
2003-02-07,300.79
2003-02-10,295.356
2003-02-11,295.021
2003-02-12,293.002
2003-02-13,290.268
2003-02-14,300.012
2003-02-17,301.072
2003-02-18,306.287
2003-02-19,310.495
2003-02-20,294.086
2003-02-21,292.505
2003-02-24,296.779
2003-02-25,296.379
2003-02-26,286.757
2003-02-27,281.611
2003-02-28,289.036
2003-03-03,286.836
2003-03-04,280.395
2003-03-05,286.316
2003-03-06,282.304
2003-03-07,290.755
2003-03-10,287.012
2003-03-11,281.541
2003-03-12,283.378
2003-03-13,283.866
2003-03-14,291.299
2003-03-17,288.074
2003-03-18,303.568
2003-03-19,306.274
2003-03-20,304.44
2003-03-21,301.004
2003-03-24,301.728
2003-03-25,309.27
2003-03-26,307.321
2003-03-27,315.383
2003-03-28,315.025
2003-03-31,315.487
2003-04-01,317.919
2003-04-02,320.238
2003-04-03,318.611
2003-04-04,318.883
2003-04-07,324.883
2003-04-08,323.4
2003-04-09,326.836
2003-04-10,328.035
2003-04-11,327.366
2003-04-14,335.32
2003-04-15,343.6
2003-04-16,348.326
2003-04-17,349.998
2003-04-18,349.998
2003-04-21,348.501
2003-04-22,342.016
2003-04-23,349.938
2003-04-24,346.719
2003-04-25,346.709
2003-04-28,355.843
2003-04-29,365.027
2003-04-30,363.971
2003-05-01,355.852
2003-05-02,351.604
2003-05-05,363.459
2003-05-06,367.0
2003-05-07,363.026
2003-05-08,360.326
2003-05-09,361.492
2003-05-12,358.917
2003-05-13,362.403
2003-05-14,369.012
2003-05-15,368.097
2003-05-16,370.509
2003-05-19,369.219
2003-05-20,368.162
2003-05-21,374.048
2003-05-22,378.015
2003-05-23,381.397
2003-05-26,390.078
2003-05-27,388.725
2003-05-28,388.897
2003-05-29,391.778
2003-05-30,395.568
2003-06-02,396.793
2003-06-03,384.113
2003-06-04,382.13
2003-06-05,387.688
2003-06-06,391.084
2003-06-09,393.193
2003-06-10,392.838
2003-06-11,399.36
2003-06-12,390.145
2003-06-13,390.116
2003-06-16,395.969
2003-06-17,394.583
2003-06-18,392.268
2003-06-19,383.466
2003-06-20,387.663
2003-06-23,378.932
2003-06-24,377.371
2003-06-25,383.358
2003-06-26,376.362
2003-06-27,382.675
2003-06-30,377.511
2003-07-01,372.77
2003-07-02,376.933
2003-07-03,373.793
2003-07-04,371.326
2003-07-07,366.434
2003-07-08,358.361
2003-07-09,354.753
2003-07-10,362.868
2003-07-11,361.602
2003-07-14,364.218
2003-07-15,367.567
2003-07-16,363.935
2003-07-17,362.238
2003-07-18,360.825
2003-07-21,360.017
2003-07-22,356.537
2003-07-23,361.27
2003-07-24,362.938
2003-07-25,362.564
2003-07-28,364.987
2003-07-29,366.362
2003-07-30,364.736
2003-07-31,359.894
2003-08-01,355.293
2003-08-04,353.189
2003-08-05,358.166
2003-08-06,360.736
2003-08-07,369.874
2003-08-08,367.379
2003-08-11,372.522
2003-08-12,376.802
2003-08-13,381.225
2003-08-14,382.419
2003-08-15,389.957
2003-08-18,385.447
2003-08-19,389.217
2003-08-20,405.351
2003-08-21,385.779
2003-08-22,372.24
2003-08-25,368.479
2003-08-26,371.709
2003-08-27,377.276
2003-08-28,376.522
2003-08-29,378.977
2003-09-01,385.932
2003-09-02,381.487
2003-09-03,392.859
2003-09-04,393.421
2003-09-05,394.908
2003-09-08,393.689
2003-09-09,389.553
2003-09-10,387.549
2003-09-11,398.642
2003-09-12,403.056
2003-09-15,405.357
2003-09-16,398.078
2003-09-17,401.28
2003-09-18,400.378
2003-09-19,402.954
2003-09-22,398.989
2003-09-23,402.181
2003-09-24,404.187
2003-09-25,403.13
2003-09-26,400.526
2003-09-29,396.535
2003-09-30,393.876
2003-10-01,405.789
2003-10-02,408.089
2003-10-03,412.241
2003-10-06,416.436
2003-10-07,415.695
2003-10-08,420.362
2003-10-09,416.13
2003-10-10,417.167
2003-10-13,421.463
2003-10-14,424.385
2003-10-15,425.672
2003-10-16,426.168
2003-10-17,428.626
2003-10-20,426.447
2003-10-21,427.589
2003-10-22,423.425
2003-10-23,421.33
2003-10-24,423.941
2003-10-27,427.357
2003-10-28,430.182
2003-10-29,436.375
2003-10-30,438.691
2003-10-31,427.249
2003-11-03,429.773
2003-11-04,429.355
2003-11-05,426.158
2003-11-06,424.13
2003-11-07,433.339
2003-11-10,433.219
