Date,DENMARK LARGE VALUE Large Cap
2003-11-11,426.285
2003-11-12,430.391
2003-11-13,436.025
2003-11-14,436.574
2003-11-17,433.171
2003-11-18,434.94
2003-11-19,432.136
2003-11-20,429.673
2003-11-21,427.425
2003-11-24,423.456
2003-11-25,426.228
2003-11-26,430.818
2003-11-27,430.378
2003-11-28,431.149
2003-12-01,438.399
2003-12-02,441.2
2003-12-03,445.315
2003-12-04,445.247
2003-12-05,448.218
2003-12-08,452.621
2003-12-09,457.08
2003-12-10,455.237
2003-12-11,461.751
2003-12-12,466.241
2003-12-15,470.732
2003-12-16,468.776
2003-12-17,463.775
2003-12-18,463.432
2003-12-19,459.309
2003-12-22,465.413
2003-12-23,470.32
2003-12-24,471.599
2003-12-25,471.599
2003-12-26,471.437
2003-12-29,474.369
2003-12-30,474.409
2003-12-31,477.443
2004-01-01,477.443
2004-01-02,488.532
2004-01-05,484.72
2004-01-06,487.636
2004-01-07,480.348
2004-01-08,486.724
2004-01-09,491.349
2004-01-12,486.184
2004-01-13,487.283
2004-01-14,486.853
2004-01-15,487.223
2004-01-16,479.14
2004-01-19,480.13
2004-01-20,487.699
2004-01-21,484.674
2004-01-22,491.171
2004-01-23,491.975
2004-01-26,489.004
2004-01-27,492.613
2004-01-28,484.87
2004-01-29,478.213
2004-01-30,480.183
2004-02-02,477.439
2004-02-03,483.497
2004-02-04,485.426
2004-02-05,504.218
2004-02-06,505.289
2004-02-09,500.343
2004-02-10,495.706
2004-02-11,491.502
2004-02-12,499.026
2004-02-13,495.999
2004-02-16,495.774
2004-02-17,495.49
2004-02-18,493.901
2004-02-19,489.872
2004-02-20,484.097
2004-02-23,488.789
2004-02-24,491.348
2004-02-25,479.551
2004-02-26,483.307
2004-02-27,476.71
2004-03-01,485.962
2004-03-02,480.216
2004-03-03,480.416
2004-03-04,475.835
2004-03-05,485.051
2004-03-08,485.827
2004-03-09,487.935
2004-03-10,482.328
2004-03-11,476.7
2004-03-12,476.049
2004-03-15,477.415
2004-03-16,482.194
2004-03-17,479.845
2004-03-18,485.315
2004-03-19,483.824
2004-03-22,483.568
2004-03-23,489.047
2004-03-24,479.609
2004-03-25,474.699
2004-03-26,470.044
2004-03-29,473.905
2004-03-30,473.378
2004-03-31,475.794
2004-04-01,480.461
2004-04-02,475.529
2004-04-05,473.503
2004-04-06,471.948
2004-04-07,479.718
2004-04-08,477.195
2004-04-09,477.195
2004-04-12,475.821
2004-04-13,471.243
2004-04-14,466.754
2004-04-15,462.077
2004-04-16,476.064
2004-04-19,474.326
2004-04-20,469.925
2004-04-21,463.214
2004-04-22,461.198
2004-04-23,458.075
2004-04-26,464.278
2004-04-27,471.24
2004-04-28,465.539
2004-04-29,466.043
2004-04-30,472.805
2004-05-03,469.832
2004-05-04,481.817
2004-05-05,483.434
2004-05-06,471.225
2004-05-07,464.679
2004-05-10,464.289
2004-05-11,464.028
2004-05-12,464.218
2004-05-13,470.293
2004-05-14,472.685
2004-05-17,474.955
2004-05-18,478.559
2004-05-19,476.411
2004-05-20,472.195
2004-05-21,474.096
2004-05-24,473.6
2004-05-25,475.782
2004-05-26,477.105
2004-05-27,487.342
2004-05-28,478.437
2004-05-31,478.437
2004-06-01,484.036
2004-06-02,480.94
2004-06-03,481.576
2004-06-04,486.732
2004-06-07,494.711
2004-06-08,492.659
2004-06-09,482.212
2004-06-10,484.016
2004-06-11,481.072
2004-06-14,478.886
2004-06-15,480.346
2004-06-16,482.694
2004-06-17,482.003
2004-06-18,490.859
2004-06-21,491.245
2004-06-22,491.125
2004-06-23,491.977
2004-06-24,492.088
2004-06-25,487.908
2004-06-28,496.967
2004-06-29,495.632
2004-06-30,498.513
2004-07-01,500.678
2004-07-02,501.267
2004-07-05,501.717
2004-07-06,500.097
2004-07-07,505.559
2004-07-08,503.669
2004-07-09,502.175
2004-07-12,503.803
2004-07-13,504.789
2004-07-14,503.094
2004-07-15,501.503
2004-07-16,503.644
2004-07-19,508.79
2004-07-20,507.807
2004-07-21,495.403
2004-07-22,497.307
2004-07-23,490.319
2004-07-26,491.669
2004-07-27,484.879
2004-07-28,482.092
2004-07-29,485.903
2004-07-30,484.64
2004-08-02,485.283
2004-08-03,488.953
2004-08-04,488.68
2004-08-05,489.211
2004-08-06,497.752
2004-08-09,495.134
2004-08-10,498.281
2004-08-11,492.851
2004-08-12,496.459
2004-08-13,499.696
2004-08-16,502.798
2004-08-17,498.029
2004-08-18,499.971
2004-08-19,500.832
2004-08-20,501.143
2004-08-23,500.731
2004-08-24,497.205
2004-08-25,497.127
2004-08-26,499.462
2004-08-27,496.311
2004-08-30,500.859
2004-08-31,507.914
2004-09-01,512.982
2004-09-02,514.97
2004-09-03,514.048
2004-09-06,519.38
2004-09-07,517.743
2004-09-08,521.591
2004-09-09,524.972
2004-09-10,532.275
2004-09-13,534.322
2004-09-14,533.239
2004-09-15,523.084
2004-09-16,527.919
2004-09-17,527.299
2004-09-20,524.059
2004-09-21,534.763
2004-09-22,535.728
2004-09-23,540.856
2004-09-24,537.793
2004-09-27,537.427
2004-09-28,535.269
2004-09-29,548.411
2004-09-30,553.074
2004-10-01,551.987
2004-10-04,550.354
2004-10-05,551.605
2004-10-06,551.396
2004-10-07,547.985
2004-10-08,551.245
2004-10-11,554.122
2004-10-12,550.936
2004-10-13,549.991
2004-10-14,553.048
2004-10-15,556.082
2004-10-18,557.696
2004-10-19,562.974
2004-10-20,561.647
2004-10-21,562.753
2004-10-22,564.765
2004-10-25,562.205
2004-10-26,576.612
2004-10-27,587.311
2004-10-28,583.984
2004-10-29,586.216
2004-11-01,594.391
2004-11-02,600.337
2004-11-03,609.69
2004-11-04,616.282
2004-11-05,618.582
2004-11-08,611.34
2004-11-09,607.807
2004-11-10,612.59
2004-11-11,613.385
2004-11-12,614.188
2004-11-15,617.326
2004-11-16,617.165
2004-11-17,617.56
2004-11-18,617.812
2004-11-19,623.973
2004-11-22,624.086
2004-11-23,631.865
2004-11-24,638.169
2004-11-25,645.876
2004-11-26,645.981
2004-11-29,639.674
2004-11-30,628.577
2004-12-01,638.638
2004-12-02,642.569
2004-12-03,648.401
2004-12-06,647.435
2004-12-07,649.318
2004-12-08,643.273
2004-12-09,641.858
2004-12-10,643.958
2004-12-13,654.229
2004-12-14,615.667
2004-12-15,627.74
2004-12-16,609.354
2004-12-17,606.938
2004-12-20,615.754
2004-12-21,614.646
2004-12-22,621.152
2004-12-23,633.965
2004-12-24,635.465
2004-12-27,639.327
2004-12-28,640.391
2004-12-29,640.936
2004-12-30,646.658
2004-12-31,644.939
2005-01-03,642.84
2005-01-04,640.477
2005-01-05,639.26
2005-01-06,632.299
2005-01-07,626.268
2005-01-10,623.986
2005-01-11,626.628
2005-01-12,628.377
2005-01-13,626.274
2005-01-14,623.959
2005-01-17,619.7
2005-01-18,615.033
2005-01-19,621.978
2005-01-20,611.586
2005-01-21,609.07
2005-01-24,603.824
2005-01-25,606.166
2005-01-26,609.748
2005-01-27,606.399
2005-01-28,608.699
2005-01-31,614.596
2005-02-01,619.662
2005-02-02,622.594
2005-02-03,615.13
2005-02-04,614.542
2005-02-07,609.398
2005-02-08,609.24
2005-02-09,611.985
2005-02-10,619.617
2005-02-11,622.405
2005-02-14,633.018
2005-02-15,636.937
2005-02-16,635.896
2005-02-17,639.775
2005-02-18,639.809
2005-02-21,637.38
2005-02-22,639.156
2005-02-23,633.19
2005-02-24,636.58
2005-02-25,639.582
2005-02-28,648.161
2005-03-01,651.471
2005-03-02,646.019
2005-03-03,649.331
2005-03-04,662.624
2005-03-07,659.009
2005-03-08,663.729
2005-03-09,662.532
2005-03-10,663.995
2005-03-11,669.313
2005-03-14,659.176
2005-03-15,662.865
2005-03-16,655.006
2005-03-17,658.444
2005-03-18,653.898
2005-03-21,644.886
2005-03-22,646.856
2005-03-23,626.965
2005-03-24,624.723
2005-03-25,624.723
2005-03-28,620.344
2005-03-29,625.959
2005-03-30,615.075
2005-03-31,632.769
2005-04-01,641.426
2005-04-04,635.665
2005-04-05,646.608
2005-04-06,652.839
2005-04-07,657.487
2005-04-08,652.771
2005-04-11,652.761
2005-04-12,647.955
2005-04-13,648.527
2005-04-14,644.897
2005-04-15,645.261
2005-04-18,636.082
2005-04-19,646.761
2005-04-20,643.711
2005-04-21,649.73
2005-04-22,648.333
2005-04-25,653.785
2005-04-26,650.909
2005-04-27,637.089
2005-04-28,630.003
2005-04-29,637.36
2005-05-02,632.961
2005-05-03,642.996
2005-05-04,651.141
2005-05-05,650.315
2005-05-06,646.736
2005-05-09,638.356
2005-05-10,639.928
2005-05-11,641.331
2005-05-12,629.785
2005-05-13,627.429
2005-05-16,626.189
2005-05-17,625.712
2005-05-18,629.473
2005-05-19,630.33
2005-05-20,629.245
2005-05-23,636.483
2005-05-24,644.031
2005-05-25,642.078
2005-05-26,638.487
2005-05-27,641.525
2005-05-30,636.277
2005-05-31,626.123
2005-06-01,626.477
2005-06-02,629.348
2005-06-03,627.978
2005-06-06,624.823
2005-06-07,631.254
2005-06-08,638.565
2005-06-09,632.256
2005-06-10,636.761
2005-06-13,630.692
2005-06-14,631.105
2005-06-15,640.517
2005-06-16,645.486
2005-06-17,662.89
2005-06-20,655.018
2005-06-21,650.39
2005-06-22,661.742
2005-06-23,663.469
2005-06-24,663.588
2005-06-27,663.266
2005-06-28,651.609
2005-06-29,653.75
2005-06-30,654.651
2005-07-01,647.799
2005-07-04,648.19
2005-07-05,656.005
2005-07-06,659.576
2005-07-07,655.625
2005-07-08,661.576
2005-07-11,668.911
2005-07-12,667.198
2005-07-13,668.118
2005-07-14,667.08
2005-07-15,666.3
2005-07-18,667.021
2005-07-19,665.854
2005-07-20,658.3
2005-07-21,668.396
2005-07-22,674.527
2005-07-25,665.683
2005-07-26,665.925
2005-07-27,679.956
2005-07-28,679.026
2005-07-29,680.035
2005-08-01,688.802
2005-08-02,688.785
2005-08-03,693.01
2005-08-04,690.583
2005-08-05,689.661
2005-08-08,695.773
2005-08-09,704.531
2005-08-10,700.283
2005-08-11,694.515
2005-08-12,684.951
2005-08-15,679.505
2005-08-16,679.18
2005-08-17,678.205
2005-08-18,668.566
2005-08-19,671.432
2005-08-22,677.997
2005-08-23,671.8
2005-08-24,661.986
2005-08-25,662.135
2005-08-26,658.163
2005-08-29,654.731
2005-08-30,652.469
2005-08-31,657.301
2005-09-01,666.344
2005-09-02,672.655
2005-09-05,670.025
2005-09-06,674.547
2005-09-07,673.569
2005-09-08,665.387
2005-09-09,669.094
2005-09-12,663.977
2005-09-13,661.732
2005-09-14,664.06
2005-09-15,659.376
2005-09-16,661.012
2005-09-19,658.977
2005-09-20,664.656
2005-09-21,672.038
2005-09-22,660.367
2005-09-23,657.934
2005-09-26,661.115
2005-09-27,655.257
2005-09-28,663.318
2005-09-29,667.838
2005-09-30,667.706
2005-10-03,661.306
2005-10-04,668.912
2005-10-05,662.047
2005-10-06,665.902
2005-10-07,671.001
2005-10-10,669.698
2005-10-11,663.461
2005-10-12,669.635
2005-10-13,653.874
2005-10-14,664.949
2005-10-17,669.662
2005-10-18,662.288
2005-10-19,653.2
2005-10-20,660.043
2005-10-21,656.803
2005-10-24,663.722
2005-10-25,680.971
2005-10-26,679.698
2005-10-27,684.251
2005-10-28,682.564
2005-10-31,681.657
2005-11-01,691.99
2005-11-02,696.202
2005-11-03,696.224
2005-11-04,686.843
2005-11-07,682.309
2005-11-08,676.004
2005-11-09,679.037
