Date,AUSTRIA SMID CAP SMID (Small+Mid Cap)
2002-01-15,147.63
2002-01-16,145.867
2002-01-17,146.503
2002-01-18,147.143
2002-01-21,147.964
2002-01-22,148.189
2002-01-23,148.341
2002-01-24,148.268
2002-01-25,146.29
2002-01-28,145.983
2002-01-29,146.008
2002-01-30,146.101
2002-01-31,146.187
2002-02-01,146.767
2002-02-04,148.059
2002-02-05,148.437
2002-02-06,148.937
2002-02-07,150.456
2002-02-08,151.248
2002-02-11,152.681
2002-02-12,152.744
2002-02-13,152.286
2002-02-14,152.293
2002-02-15,151.979
2002-02-18,151.352
2002-02-19,153.346
2002-02-20,152.679
2002-02-21,153.086
2002-02-22,154.468
2002-02-25,153.213
2002-02-26,151.33
2002-02-27,150.747
2002-02-28,149.433
2002-03-01,149.854
2002-03-04,152.874
2002-03-05,153.124
2002-03-06,153.287
2002-03-07,153.997
2002-03-08,155.108
2002-03-11,155.148
2002-03-12,154.054
2002-03-13,153.988
2002-03-14,154.691
2002-03-15,155.508
2002-03-18,155.412
2002-03-19,156.02
2002-03-20,156.152
2002-03-21,155.519
2002-03-22,156.694
2002-03-25,157.408
2002-03-26,157.113
2002-03-27,157.578
2002-03-28,158.02
2002-03-29,158.02
2002-04-01,159.315
2002-04-02,161.089
2002-04-03,160.929
2002-04-04,160.151
2002-04-05,160.954
2002-04-08,159.695
2002-04-09,160.365
2002-04-10,161.329
2002-04-11,163.069
2002-04-12,163.071
2002-04-15,163.473
2002-04-16,163.25
2002-04-17,164.284
2002-04-18,165.08
2002-04-19,165.085
2002-04-22,164.189
2002-04-23,164.563
2002-04-24,164.328
2002-04-25,165.399
2002-04-26,165.494
2002-04-29,167.489
2002-04-30,168.28
2002-05-01,169.232
2002-05-02,169.161
2002-05-03,170.626
2002-05-06,171.359
2002-05-07,169.554
2002-05-08,168.734
2002-05-09,168.697
2002-05-10,169.96
2002-05-13,170.201
2002-05-14,168.116
2002-05-15,169.265
2002-05-16,169.549
2002-05-17,171.768
2002-05-20,171.816
2002-05-21,170.828
2002-05-22,172.429
2002-05-23,171.895
2002-05-24,171.622
2002-05-27,171.111
2002-05-28,173.676
2002-05-29,173.809
2002-05-30,174.802
2002-05-31,172.776
2002-06-03,173.301
2002-06-04,173.558
2002-06-05,172.729
2002-06-06,175.718
2002-06-07,175.052
2002-06-10,174.868
2002-06-11,173.135
2002-06-12,173.193
2002-06-13,172.768
2002-06-14,172.529
2002-06-17,171.007
2002-06-18,171.92
2002-06-19,174.239
2002-06-20,174.514
2002-06-21,175.691
2002-06-24,175.661
2002-06-25,176.065
2002-06-26,177.762
2002-06-27,178.107
2002-06-28,178.709
2002-07-01,180.378
2002-07-02,175.985
2002-07-03,175.581
2002-07-04,175.965
2002-07-05,174.617
2002-07-08,177.914
2002-07-09,178.947
2002-07-10,176.184
2002-07-11,175.305
2002-07-12,175.96
2002-07-15,177.597
2002-07-16,174.221
2002-07-17,175.696
2002-07-18,175.436
2002-07-19,173.196
2002-07-22,170.814
2002-07-23,167.626
2002-07-24,163.387
2002-07-25,167.215
2002-07-26,164.381
2002-07-29,162.032
2002-07-30,164.754
2002-07-31,160.664
2002-08-01,160.991
2002-08-02,160.903
2002-08-05,160.008
2002-08-06,156.403
2002-08-07,156.978
2002-08-08,157.007
2002-08-09,159.12
2002-08-12,159.583
2002-08-13,159.894
2002-08-14,161.622
2002-08-15,160.419
2002-08-16,163.553
2002-08-19,161.979
2002-08-20,161.151
2002-08-21,162.641
2002-08-22,161.694
2002-08-23,161.39
2002-08-26,161.329
2002-08-27,162.606
2002-08-28,161.263
2002-08-29,161.19
2002-08-30,161.395
2002-09-02,161.243
2002-09-03,162.528
2002-09-04,162.343
2002-09-05,161.618
2002-09-06,158.992
2002-09-09,159.856
2002-09-10,158.748
2002-09-11,157.494
2002-09-12,157.293
2002-09-13,156.94
2002-09-16,155.605
2002-09-17,155.182
2002-09-18,154.578
2002-09-19,155.603
2002-09-20,154.917
2002-09-23,155.137
2002-09-24,151.959
2002-09-25,152.586
2002-09-26,153.38
2002-09-27,153.372
2002-09-30,156.701
2002-10-01,153.445
2002-10-02,155.387
2002-10-03,154.923
2002-10-04,152.644
2002-10-07,150.626
2002-10-08,147.809
2002-10-09,148.377
2002-10-10,149.082
2002-10-11,150.778
2002-10-14,150.934
2002-10-15,152.287
2002-10-16,152.649
2002-10-17,152.012
2002-10-18,152.444
2002-10-21,152.505
2002-10-22,153.408
2002-10-23,152.564
2002-10-24,153.009
2002-10-25,153.426
2002-10-28,156.715
2002-10-29,157.345
2002-10-30,158.286
2002-10-31,161.638
2002-11-01,162.641
2002-11-04,162.19
2002-11-05,162.59
2002-11-06,162.573
2002-11-07,165.754
2002-11-08,165.443
2002-11-11,163.937
2002-11-12,164.821
2002-11-13,164.778
2002-11-14,163.748
2002-11-15,163.309
2002-11-18,163.483
2002-11-19,164.588
2002-11-20,163.561
2002-11-21,163.074
2002-11-22,163.407
2002-11-25,163.389
2002-11-26,163.109
2002-11-27,162.2
2002-11-28,162.607
2002-11-29,161.663
2002-12-02,163.092
2002-12-03,162.978
2002-12-04,165.619
2002-12-05,164.48
2002-12-06,166.904
2002-12-09,164.807
2002-12-10,167.059
2002-12-11,167.342
2002-12-12,168.074
2002-12-13,168.488
2002-12-16,167.97
2002-12-17,169.959
2002-12-18,169.049
2002-12-19,168.907
2002-12-20,172.524
2002-12-23,173.106
2002-12-24,173.822
2002-12-25,173.822
2002-12-26,174.261
2002-12-27,173.807
2002-12-30,175.2
2002-12-31,175.887
2003-01-01,175.887
2003-01-02,173.52
2003-01-03,174.365
2003-01-06,175.437
2003-01-07,174.271
2003-01-08,172.753
2003-01-09,176.817
2003-01-10,176.762
2003-01-13,178.313
2003-01-14,181.283
2003-01-15,181.857
2003-01-16,182.238
2003-01-17,182.456
2003-01-20,182.266
2003-01-21,181.786
2003-01-22,181.526
2003-01-23,184.468
2003-01-24,188.692
2003-01-27,187.006
2003-01-28,187.296
2003-01-29,185.827
2003-01-30,181.332
2003-01-31,182.641
2003-02-03,184.276
2003-02-04,185.602
2003-02-05,185.349
2003-02-06,186.894
2003-02-07,186.262
2003-02-10,184.219
2003-02-11,181.967
2003-02-12,180.193
2003-02-13,183.523
2003-02-14,183.362
2003-02-17,183.866
2003-02-18,182.075
2003-02-19,183.615
2003-02-20,183.727
2003-02-21,183.882
2003-02-24,182.726
2003-02-25,181.524
2003-02-26,183.323
2003-02-27,184.782
2003-02-28,185.794
2003-03-03,188.376
2003-03-04,188.688
2003-03-05,190.899
2003-03-06,190.982
2003-03-07,191.632
2003-03-10,189.308
2003-03-11,188.402
2003-03-12,186.072
2003-03-13,183.217
2003-03-14,181.155
2003-03-17,179.69
2003-03-18,180.288
2003-03-19,179.142
2003-03-20,180.311
2003-03-21,180.801
2003-03-24,182.411
2003-03-25,183.088
2003-03-26,183.963
2003-03-27,184.676
2003-03-28,184.829
2003-03-31,187.556
2003-04-01,188.25
2003-04-02,189.061
2003-04-03,186.501
2003-04-04,187.075
2003-04-07,187.072
2003-04-08,186.555
2003-04-09,186.557
2003-04-10,189.529
2003-04-11,188.044
2003-04-14,188.396
2003-04-15,188.516
2003-04-16,188.225
2003-04-17,188.945
2003-04-18,188.945
2003-04-21,188.131
2003-04-22,189.822
2003-04-23,192.81
2003-04-24,195.839
2003-04-25,194.947
2003-04-28,195.88
2003-04-29,198.227
2003-04-30,201.782
2003-05-01,203.636
2003-05-02,208.39
2003-05-05,212.295
2003-05-06,215.956
2003-05-07,217.675
2003-05-08,218.229
2003-05-09,218.418
2003-05-12,222.921
2003-05-13,221.434
2003-05-14,221.544
2003-05-15,222.251
2003-05-16,223.391
2003-05-19,223.272
2003-05-20,224.538
2003-05-21,225.238
2003-05-22,224.52
2003-05-23,226.183
2003-05-26,227.388
2003-05-27,226.085
2003-05-28,223.129
2003-05-29,224.782
2003-05-30,217.945
2003-06-02,222.377
2003-06-03,223.21
2003-06-04,222.314
2003-06-05,226.273
2003-06-06,224.531
2003-06-09,225.75
2003-06-10,224.688
2003-06-11,226.884
2003-06-12,224.001
2003-06-13,226.339
2003-06-16,227.425
2003-06-17,226.993
2003-06-18,226.174
2003-06-19,226.048
2003-06-20,225.473
2003-06-23,223.61
2003-06-24,222.419
2003-06-25,222.573
2003-06-26,221.24
2003-06-27,221.993
2003-06-30,222.122
2003-07-01,225.168
2003-07-02,226.655
2003-07-03,225.571
2003-07-04,225.647
2003-07-07,225.343
2003-07-08,222.33
2003-07-09,223.175
2003-07-10,222.007
2003-07-11,221.984
2003-07-14,224.35
2003-07-15,223.615
2003-07-16,223.954
2003-07-17,222.629
2003-07-18,223.771
2003-07-21,224.246
2003-07-22,222.5
2003-07-23,227.213
2003-07-24,227.041
2003-07-25,228.381
2003-07-28,227.03
2003-07-29,227.126
2003-07-30,223.986
2003-07-31,220.042
2003-08-01,219.89
2003-08-04,221.372
2003-08-05,222.427
2003-08-06,221.968
2003-08-07,223.306
2003-08-08,221.637
2003-08-11,221.318
2003-08-12,221.77
2003-08-13,222.056
2003-08-14,221.881
2003-08-15,221.723
2003-08-18,220.202
2003-08-19,220.864
2003-08-20,221.854
2003-08-21,218.816
2003-08-22,216.687
2003-08-25,217.935
2003-08-26,218.648
2003-08-27,219.098
2003-08-28,219.276
2003-08-29,219.236
2003-09-01,219.604
2003-09-02,219.172
2003-09-03,218.86
2003-09-04,219.119
2003-09-05,221.867
2003-09-08,224.934
2003-09-09,225.43
2003-09-10,224.808
2003-09-11,225.458
2003-09-12,227.552
2003-09-15,224.965
2003-09-16,222.906
2003-09-17,223.484
2003-09-18,224.024
2003-09-19,226.568
2003-09-22,228.091
2003-09-23,227.77
2003-09-24,226.671
2003-09-25,226.054
2003-09-26,225.185
2003-09-29,227.04
2003-09-30,229.834
2003-10-01,229.967
2003-10-02,230.358
2003-10-03,229.95
2003-10-06,231.324
2003-10-07,233.609
2003-10-08,235.655
2003-10-09,234.553
2003-10-10,236.584
2003-10-13,235.853
2003-10-14,236.961
2003-10-15,235.978
2003-10-16,237.938
2003-10-17,236.624
2003-10-20,237.467
2003-10-21,236.782
2003-10-22,238.319
2003-10-23,236.982
2003-10-24,237.98
2003-10-27,237.154
2003-10-28,236.106
2003-10-29,237.561
2003-10-30,238.523
2003-10-31,236.839
2003-11-03,236.563
2003-11-04,238.33
2003-11-05,236.856
2003-11-06,235.212
2003-11-07,236.965
2003-11-10,237.857
2003-11-11,236.916
2003-11-12,239.705
2003-11-13,243.391
2003-11-14,245.394
2003-11-17,244.783
2003-11-18,248.328
2003-11-19,250.425
2003-11-20,248.212
2003-11-21,249.411
2003-11-24,248.581
2003-11-25,249.076
2003-11-26,250.447
2003-11-27,251.838
2003-11-28,254.352
2003-12-01,255.891
2003-12-02,258.476
2003-12-03,258.484
2003-12-04,256.316
2003-12-05,258.557
2003-12-08,260.186
2003-12-09,261.607
2003-12-10,259.809
2003-12-11,257.259
2003-12-12,261.402
2003-12-15,262.709
2003-12-16,260.679
2003-12-17,261.306
2003-12-18,263.114
2003-12-19,265.212
2003-12-22,267.618
2003-12-23,269.729
2003-12-24,270.489
2003-12-25,270.489
2003-12-26,270.38
2003-12-29,271.189
2003-12-30,271.673
2003-12-31,273.473
2004-01-01,273.473
2004-01-02,275.902
2004-01-05,281.6
2004-01-06,283.289
2004-01-07,285.04
2004-01-08,288.238
2004-01-09,290.377
2004-01-12,289.365
2004-01-13,291.991
2004-01-14,293.982
2004-01-15,293.524
2004-01-16,291.294
2004-01-19,290.972
2004-01-20,291.669
2004-01-21,294.735
2004-01-22,301.679
2004-01-23,300.601
2004-01-26,295.642
2004-01-27,299.924
2004-01-28,301.106
2004-01-29,292.606
2004-01-30,292.482
2004-02-02,297.283
2004-02-03,300.288
2004-02-04,300.809
2004-02-05,300.899
2004-02-06,303.047
2004-02-09,305.226
2004-02-10,305.81
2004-02-11,306.946
2004-02-12,311.667
2004-02-13,313.935
2004-02-16,314.077
2004-02-17,313.105
2004-02-18,313.899
2004-02-19,310.932
2004-02-20,308.118
2004-02-23,308.533
2004-02-24,309.506
2004-02-25,306.925
2004-02-26,304.588
2004-02-27,303.532
2004-03-01,304.763
2004-03-02,303.915
2004-03-03,301.713
2004-03-04,307.746
2004-03-05,313.089
2004-03-08,313.805
2004-03-09,312.527
2004-03-10,307.697
2004-03-11,305.216
2004-03-12,302.551
2004-03-15,299.902
2004-03-16,304.542
2004-03-17,304.353
2004-03-18,307.648
2004-03-19,309.013
2004-03-22,303.287
2004-03-23,304.705
2004-03-24,309.786
2004-03-25,310.0
2004-03-26,307.965
2004-03-29,310.21
2004-03-30,311.001
2004-03-31,316.255
2004-04-01,322.816
2004-04-02,320.635
2004-04-05,319.789
2004-04-06,320.155
2004-04-07,324.583
2004-04-08,324.574
2004-04-09,324.574
2004-04-12,323.662
2004-04-13,321.425
2004-04-14,318.862
2004-04-15,318.846
2004-04-16,322.858
2004-04-19,322.01
2004-04-20,319.48
2004-04-21,318.062
2004-04-22,315.228
2004-04-23,314.253
2004-04-26,316.982
2004-04-27,319.116
2004-04-28,317.383
2004-04-29,316.989
2004-04-30,315.77
2004-05-03,315.848
2004-05-04,322.031
2004-05-05,322.556
2004-05-06,316.964
2004-05-07,312.72
2004-05-10,302.735
2004-05-11,302.705
2004-05-12,303.636
2004-05-13,301.911
2004-05-14,295.854
2004-05-17,294.168
2004-05-18,295.757
2004-05-19,304.981
2004-05-20,302.269
2004-05-21,304.979
2004-05-24,306.992
2004-05-25,308.255
2004-05-26,310.127
2004-05-27,316.377
2004-05-28,318.427
2004-05-31,318.427
2004-06-01,312.043
2004-06-02,314.376
2004-06-03,314.791
2004-06-04,317.805
2004-06-07,322.196
2004-06-08,321.429
2004-06-09,315.236
2004-06-10,315.262
2004-06-11,314.655
2004-06-14,316.785
2004-06-15,317.833
2004-06-16,320.163
2004-06-17,324.239
2004-06-18,328.859
2004-06-21,330.915
2004-06-22,325.536
2004-06-23,327.607
2004-06-24,331.655
2004-06-25,330.498
2004-06-28,334.969
2004-06-29,334.467
2004-06-30,335.836
2004-07-01,336.079
2004-07-02,343.624
2004-07-05,341.053
2004-07-06,338.233
2004-07-07,342.466
2004-07-08,345.058
2004-07-09,348.772
2004-07-12,347.769
2004-07-13,347.396
2004-07-14,345.357
2004-07-15,344.224
2004-07-16,349.074
2004-07-19,346.85
2004-07-20,347.245
2004-07-21,341.024
2004-07-22,336.681
2004-07-23,336.0
2004-07-26,336.5
2004-07-27,338.468
2004-07-28,341.041
2004-07-29,339.827
2004-07-30,339.924
2004-08-02,338.284
2004-08-03,340.818
2004-08-04,340.619
2004-08-05,341.084
2004-08-06,340.971
2004-08-09,338.579
2004-08-10,342.496
2004-08-11,338.82
2004-08-12,342.15
2004-08-13,346.433
2004-08-16,351.508
2004-08-17,348.552
2004-08-18,349.212
2004-08-19,339.28
2004-08-20,336.582
2004-08-23,333.679
2004-08-24,333.473
2004-08-25,335.458
2004-08-26,336.713
2004-08-27,338.421
2004-08-30,336.275
2004-08-31,339.493
2004-09-01,341.446
2004-09-02,342.535
2004-09-03,340.992
2004-09-06,342.466
2004-09-07,341.157
2004-09-08,342.97
2004-09-09,342.504
2004-09-10,346.661
2004-09-13,342.823
2004-09-14,344.423
2004-09-15,339.317
2004-09-16,340.844
2004-09-17,345.545
2004-09-20,345.731
2004-09-21,353.076
2004-09-22,351.04
2004-09-23,352.952
2004-09-24,349.763
2004-09-27,353.335
2004-09-28,351.107
2004-09-29,354.598
2004-09-30,356.53
2004-10-01,359.356
2004-10-04,357.437
2004-10-05,361.888
2004-10-06,365.627
2004-10-07,364.935
2004-10-08,368.897
2004-10-11,367.897
2004-10-12,361.031
2004-10-13,359.119
2004-10-14,362.132
2004-10-15,365.109
2004-10-18,367.403
2004-10-19,368.463
2004-10-20,368.683
2004-10-21,371.086
2004-10-22,373.422
2004-10-25,372.949
2004-10-26,372.92
2004-10-27,373.633
2004-10-28,376.836
2004-10-29,375.492
2004-11-01,376.215
2004-11-02,382.8
2004-11-03,386.167
2004-11-04,392.697
2004-11-05,393.84
2004-11-08,395.84
2004-11-09,394.263
2004-11-10,396.165
2004-11-11,399.491
2004-11-12,398.076
2004-11-15,395.443
2004-11-16,397.359
2004-11-17,404.828
2004-11-18,408.132
2004-11-19,411.964
2004-11-22,410.504
2004-11-23,412.857
2004-11-24,417.989
2004-11-25,422.933
2004-11-26,423.283
2004-11-29,426.926
2004-11-30,425.025
2004-12-01,430.038
2004-12-02,432.002
2004-12-03,439.908
2004-12-06,443.901
2004-12-07,445.773
2004-12-08,440.444
2004-12-09,437.066
2004-12-10,436.88
2004-12-13,443.579
2004-12-14,445.266
2004-12-15,449.218
2004-12-16,448.183
2004-12-17,445.243
2004-12-20,453.115
2004-12-21,452.55
2004-12-22,452.234
2004-12-23,456.395
2004-12-24,457.578
2004-12-27,461.267
2004-12-28,462.726
2004-12-29,462.703
2004-12-30,463.262
2004-12-31,461.988
2005-01-03,460.307
2005-01-04,457.748
2005-01-05,454.533
2005-01-06,450.955
2005-01-07,452.421
2005-01-10,450.887
2005-01-11,449.602
2005-01-12,452.084
2005-01-13,450.726
2005-01-14,449.56
2005-01-17,451.246
2005-01-18,451.461
2005-01-19,450.321
2005-01-20,449.722
2005-01-21,451.905
2005-01-24,454.545
2005-01-25,455.23
2005-01-26,461.458
2005-01-27,462.936
2005-01-28,460.416
2005-01-31,460.94
2005-02-01,464.961
2005-02-02,467.002
2005-02-03,465.002
2005-02-04,468.935
2005-02-07,468.492
2005-02-08,466.381
2005-02-09,467.457
2005-02-10,471.37
2005-02-11,475.056
2005-02-14,480.039
2005-02-15,485.333
2005-02-16,488.568
2005-02-17,491.461
2005-02-18,495.961
2005-02-21,493.962
2005-02-22,494.013
2005-02-23,486.131
2005-02-24,490.903
2005-02-25,495.99
2005-02-28,499.905
2005-03-01,495.784
2005-03-02,492.479
2005-03-03,497.515
2005-03-04,504.674
2005-03-07,503.937
2005-03-08,506.282
2005-03-09,501.909
2005-03-10,500.546
2005-03-11,503.384
2005-03-14,503.777
2005-03-15,501.469
2005-03-16,502.352
2005-03-17,497.265
2005-03-18,490.358
2005-03-21,484.024
2005-03-22,486.102
2005-03-23,474.776
2005-03-24,471.646
2005-03-25,471.646
2005-03-28,468.336
2005-03-29,472.696
2005-03-30,474.934
2005-03-31,475.172
2005-04-01,480.172
2005-04-04,478.933
2005-04-05,482.579
2005-04-06,483.134
2005-04-07,483.15
2005-04-08,482.527
2005-04-11,485.499
2005-04-12,483.934
2005-04-13,485.642
2005-04-14,478.257
2005-04-15,477.709
2005-04-18,469.597
2005-04-19,469.475
2005-04-20,473.298
2005-04-21,475.671
2005-04-22,476.06
2005-04-25,474.076
2005-04-26,472.975
2005-04-27,464.381
2005-04-28,461.282
2005-04-29,462.989
2005-05-02,462.22
2005-05-03,460.946
2005-05-04,462.907
2005-05-05,462.354
2005-05-06,457.936
2005-05-09,461.604
2005-05-10,464.531
2005-05-11,463.739
2005-05-12,461.365
2005-05-13,456.851
2005-05-16,455.948
2005-05-17,455.631
2005-05-18,462.162
2005-05-19,463.319
2005-05-20,463.206
2005-05-23,467.679
2005-05-24,470.127
2005-05-25,476.042
2005-05-26,473.32
2005-05-27,479.283
2005-05-30,479.332
2005-05-31,477.203
2005-06-01,480.127
2005-06-02,482.843
2005-06-03,481.99
2005-06-06,481.514
2005-06-07,480.439
2005-06-08,485.221
2005-06-09,482.135
2005-06-10,485.201
2005-06-13,483.239
2005-06-14,487.289
2005-06-15,491.815
2005-06-16,493.917
2005-06-17,507.205
2005-06-20,503.655
2005-06-21,504.152
2005-06-22,500.501
2005-06-23,498.106
2005-06-24,496.86
2005-06-27,501.122
2005-06-28,503.498
2005-06-29,503.955
2005-06-30,510.346
2005-07-01,511.677
2005-07-04,507.181
2005-07-05,510.984
2005-07-06,511.487
2005-07-07,510.711
2005-07-08,515.973
2005-07-11,518.561
2005-07-12,521.902
2005-07-13,520.91
2005-07-14,521.352
2005-07-15,512.815
2005-07-18,515.588
2005-07-19,515.207
2005-07-20,514.002
2005-07-21,515.712
2005-07-22,516.824
2005-07-25,518.457
2005-07-26,517.914
2005-07-27,523.284
2005-07-28,529.683
2005-07-29,533.37
2005-08-01,543.703
2005-08-02,544.277
2005-08-03,552.112
2005-08-04,552.393
2005-08-05,547.301
2005-08-08,549.353
2005-08-09,554.851
2005-08-10,558.212
2005-08-11,559.075
2005-08-12,559.646
2005-08-15,556.653
2005-08-16,553.26
2005-08-17,548.627
2005-08-18,537.112
2005-08-19,538.229
2005-08-22,546.689
2005-08-23,547.491
2005-08-24,545.402
2005-08-25,555.119
2005-08-26,555.859
2005-08-29,557.186
2005-08-30,554.89
2005-08-31,565.025
2005-09-01,575.818
2005-09-02,578.453
2005-09-05,574.973
2005-09-06,569.803
2005-09-07,571.667
2005-09-08,571.559
2005-09-09,576.838
2005-09-12,577.626
2005-09-13,576.859
2005-09-14,580.661
2005-09-15,574.28
2005-09-16,577.933
2005-09-19,576.186
2005-09-20,582.39
2005-09-21,581.686
2005-09-22,577.298
2005-09-23,572.821
2005-09-26,570.209
2005-09-27,572.404
2005-09-28,575.337
2005-09-29,573.02
2005-09-30,580.162
2005-10-03,581.885
2005-10-04,578.432
2005-10-05,572.335
2005-10-06,570.112
2005-10-07,567.651
2005-10-10,567.29
2005-10-11,565.633
2005-10-12,565.192
2005-10-13,544.365
2005-10-14,545.061
2005-10-17,544.601
2005-10-18,537.305
2005-10-19,532.662
2005-10-20,532.68
2005-10-21,531.322
2005-10-24,532.805
2005-10-25,542.751
2005-10-26,541.809
2005-10-27,544.195
2005-10-28,545.227
2005-10-31,553.869
2005-11-01,554.47
2005-11-02,560.381
2005-11-03,559.779
2005-11-04,550.936
2005-11-07,550.967
2005-11-08,546.498
