Date,SINGAPORE VALUE Standard (Large+Mid Cap)
2003-07-07,3931.138
2003-07-08,3937.635
2003-07-09,3973.196
2003-07-10,3963.835
2003-07-11,4043.515
2003-07-14,4120.532
2003-07-15,4173.332
2003-07-16,4171.813
2003-07-17,4161.791
2003-07-18,4137.27
2003-07-21,4139.857
2003-07-22,4067.75
2003-07-23,4110.124
2003-07-24,4095.468
2003-07-25,4122.224
2003-07-28,4172.948
2003-07-29,4147.668
2003-07-30,4120.488
2003-07-31,4068.9
2003-08-01,4080.655
2003-08-04,4008.321
2003-08-05,3909.468
2003-08-06,3905.03
2003-08-07,4003.97
2003-08-08,4003.87
2003-08-11,4056.581
2003-08-12,4075.449
2003-08-13,4199.007
2003-08-14,4265.911
2003-08-15,4247.072
2003-08-18,4307.965
2003-08-19,4284.971
2003-08-20,4305.078
2003-08-21,4397.002
2003-08-22,4395.275
2003-08-25,4355.984
2003-08-26,4243.398
2003-08-27,4230.728
2003-08-28,4214.106
2003-08-29,4254.065
2003-09-01,4275.423
2003-09-02,4237.581
2003-09-03,4241.397
2003-09-04,4260.26
2003-09-05,4282.202
2003-09-08,4319.924
2003-09-09,4211.448
2003-09-10,4173.154
2003-09-11,4260.15
2003-09-12,4238.165
2003-09-15,4183.295
2003-09-16,4232.525
2003-09-17,4265.085
2003-09-18,4276.896
2003-09-19,4258.002
2003-09-22,4255.925
2003-09-23,4263.974
2003-09-24,4393.223
2003-09-25,4400.094
2003-09-26,4385.476
2003-09-29,4394.875
2003-09-30,4425.538
2003-10-01,4435.841
2003-10-02,4490.341
2003-10-03,4576.987
2003-10-06,4720.068
2003-10-07,4749.469
2003-10-08,4805.411
2003-10-09,4804.299
2003-10-10,4821.836
2003-10-13,4823.176
2003-10-14,4710.02
2003-10-15,4720.543
2003-10-16,4725.068
2003-10-17,4800.282
2003-10-20,4828.863
2003-10-21,4864.855
2003-10-22,4822.763
2003-10-23,4696.0
2003-10-24,4700.852
2003-10-27,4637.043
2003-10-28,4690.918
2003-10-29,4694.444
2003-10-30,4666.28
2003-10-31,4667.404
2003-11-03,4765.108
2003-11-04,4860.368
2003-11-05,4814.601
2003-11-06,4776.036
2003-11-07,4786.687
2003-11-10,4703.255
2003-11-11,4584.769
2003-11-12,4664.397
2003-11-13,4776.256
2003-11-14,4774.158
2003-11-17,4641.606
2003-11-18,4681.605
2003-11-19,4594.84
2003-11-20,4504.602
2003-11-21,4486.268
2003-11-24,4514.494
2003-11-25,4514.494
2003-11-26,4573.968
2003-11-27,4591.059
2003-11-28,4636.777
2003-12-01,4698.514
2003-12-02,4719.737
2003-12-03,4772.28
2003-12-04,4735.695
2003-12-05,4722.365
2003-12-08,4692.874
2003-12-09,4699.707
2003-12-10,4682.64
2003-12-11,4714.124
2003-12-12,4771.443
2003-12-15,4838.115
2003-12-16,4786.638
2003-12-17,4747.652
2003-12-18,4736.81
2003-12-19,4709.361
2003-12-22,4758.21
2003-12-23,4754.897
2003-12-24,4794.212
2003-12-25,4794.212
2003-12-26,4800.661
2003-12-29,4817.076
2003-12-30,4873.159
2003-12-31,4880.524
2004-01-01,4880.524
2004-01-02,4963.481
2004-01-05,5061.724
2004-01-06,5096.785
2004-01-07,5072.354
2004-01-08,5118.132
2004-01-09,5127.577
2004-01-12,5089.761
2004-01-13,5154.382
2004-01-14,5149.728
2004-01-15,5019.97
2004-01-16,5030.256
2004-01-19,5052.26
2004-01-20,5086.055
2004-01-21,5179.162
2004-01-22,5199.981
2004-01-23,5192.001
2004-01-26,5230.988
2004-01-27,5249.682
2004-01-28,5147.893
2004-01-29,5068.01
2004-01-30,5120.606
2004-02-02,5124.082
2004-02-03,5111.461
2004-02-04,5070.714
2004-02-05,5063.309
2004-02-06,5155.488
2004-02-09,5294.227
2004-02-10,5269.905
2004-02-11,5264.193
2004-02-12,5261.074
2004-02-13,5277.134
2004-02-16,5272.483
2004-02-17,5364.249
2004-02-18,5381.162
2004-02-19,5343.49
2004-02-20,5305.251
2004-02-23,5249.963
2004-02-24,5250.906
2004-02-25,5209.25
2004-02-26,5205.419
2004-02-27,5217.796
2004-03-01,5239.682
2004-03-02,5204.049
2004-03-03,5142.291
2004-03-04,5163.945
2004-03-05,5171.863
2004-03-08,5157.881
2004-03-09,5170.655
2004-03-10,5116.08
2004-03-11,5072.037
2004-03-12,5021.759
2004-03-15,5041.149
2004-03-16,5041.81
2004-03-17,5059.807
2004-03-18,5095.489
2004-03-19,5117.631
2004-03-22,5081.962
2004-03-23,5095.448
2004-03-24,5181.006
2004-03-25,5134.371
2004-03-26,5126.154
2004-03-29,5168.933
2004-03-30,5204.618
2004-03-31,5275.161
2004-04-01,5314.375
2004-04-02,5298.605
2004-04-05,5311.09
2004-04-06,5265.004
2004-04-07,5292.248
2004-04-08,5299.93
2004-04-09,5299.93
2004-04-12,5315.195
2004-04-13,5305.167
2004-04-14,5205.708
2004-04-15,5146.105
2004-04-16,5184.377
2004-04-19,5151.941
2004-04-20,5169.03
2004-04-21,5138.613
2004-04-22,5170.915
2004-04-23,5195.445
2004-04-26,5124.427
2004-04-27,5140.749
2004-04-28,5142.661
2004-04-29,4998.672
2004-04-30,5115.434
2004-05-03,5098.96
2004-05-04,5176.913
2004-05-05,5284.104
2004-05-06,5265.163
2004-05-07,5163.607
2004-05-10,4960.459
2004-05-11,4972.437
2004-05-12,4987.572
2004-05-13,4906.908
2004-05-14,4840.863
2004-05-17,4690.634
2004-05-18,4735.427
2004-05-19,4924.613
2004-05-20,4873.746
2004-05-21,4960.772
2004-05-24,5021.217
2004-05-25,4955.75
2004-05-26,4982.612
2004-05-27,5026.456
2004-05-28,5031.413
2004-05-31,5063.575
2004-06-01,5052.921
2004-06-02,5041.218
2004-06-03,4989.88
2004-06-04,5028.866
2004-06-07,5126.733
2004-06-08,5120.376
2004-06-09,5140.816
2004-06-10,5128.177
2004-06-11,5116.02
2004-06-14,5103.02
2004-06-15,5132.937
2004-06-16,5147.367
2004-06-17,5100.867
2004-06-18,5048.04
2004-06-21,5042.951
2004-06-22,5030.148
2004-06-23,5057.539
2004-06-24,5114.528
2004-06-25,5140.913
2004-06-28,5162.868
2004-06-29,5169.506
2004-06-30,5178.749
2004-07-01,5207.934
2004-07-02,5185.582
2004-07-05,5204.144
2004-07-06,5224.895
2004-07-07,5269.051
2004-07-08,5228.582
2004-07-09,5276.556
2004-07-12,5317.222
2004-07-13,5335.427
2004-07-14,5314.127
2004-07-15,5299.55
2004-07-16,5319.543
2004-07-19,5364.11
2004-07-20,5295.446
2004-07-21,5292.378
2004-07-22,5250.134
2004-07-23,5181.224
2004-07-26,5215.619
2004-07-27,5245.726
2004-07-28,5274.037
2004-07-29,5339.474
2004-07-30,5356.016
2004-08-02,5360.054
2004-08-03,5423.866
2004-08-04,5391.03
2004-08-05,5460.324
2004-08-06,5427.342
2004-08-09,5429.082
2004-08-10,5394.431
2004-08-11,5360.794
2004-08-12,5360.899
2004-08-13,5349.327
2004-08-16,5388.03
2004-08-17,5392.542
2004-08-18,5430.537
2004-08-19,5477.351
2004-08-20,5450.993
2004-08-23,5480.328
2004-08-24,5478.034
2004-08-25,5486.321
2004-08-26,5489.92
2004-08-27,5496.164
2004-08-30,5449.751
2004-08-31,5494.557
2004-09-01,5544.022
2004-09-02,5620.163
2004-09-03,5589.342
2004-09-06,5612.891
2004-09-07,5696.482
2004-09-08,5663.133
2004-09-09,5677.503
2004-09-10,5685.139
2004-09-13,5756.181
2004-09-14,5821.591
2004-09-15,5857.258
2004-09-16,5797.237
2004-09-17,5776.172
2004-09-20,5746.748
2004-09-21,5787.147
2004-09-22,5748.9
2004-09-23,5740.51
2004-09-24,5733.928
2004-09-27,5749.667
2004-09-28,5720.487
2004-09-29,5704.014
2004-09-30,5758.313
2004-10-01,5782.512
2004-10-04,5851.528
2004-10-05,5838.209
2004-10-06,5827.263
2004-10-07,5799.097
2004-10-08,5814.82
2004-10-11,5786.658
2004-10-12,5721.326
2004-10-13,5739.696
2004-10-14,5682.529
2004-10-15,5735.529
2004-10-18,5690.585
2004-10-19,5765.819
2004-10-20,5708.551
2004-10-21,5751.919
2004-10-22,5769.828
2004-10-25,5747.878
2004-10-26,5777.119
2004-10-27,5780.672
2004-10-28,5881.332
2004-10-29,5841.975
2004-11-01,5823.657
2004-11-02,5882.918
2004-11-03,5942.028
2004-11-04,5983.321
2004-11-05,6008.075
2004-11-08,5990.153
2004-11-09,5979.254
2004-11-10,6016.6
2004-11-11,6024.227
2004-11-12,6081.867
2004-11-15,6080.947
2004-11-16,6065.679
2004-11-17,6108.855
2004-11-18,6025.877
2004-11-19,6068.058
2004-11-22,5999.863
2004-11-23,6058.279
2004-11-24,6074.456
2004-11-25,6085.43
2004-11-26,6070.566
2004-11-29,6107.072
2004-11-30,6056.464
2004-12-01,6109.413
2004-12-02,6157.111
2004-12-03,6157.022
2004-12-06,6094.805
2004-12-07,6064.21
2004-12-08,6038.584
2004-12-09,5955.916
2004-12-10,5986.913
2004-12-13,6041.961
2004-12-14,6094.028
2004-12-15,6185.4
2004-12-16,6153.037
2004-12-17,6172.11
2004-12-20,6172.154
2004-12-21,6214.391
2004-12-22,6185.885
2004-12-23,6203.966
2004-12-24,6201.77
2004-12-27,6183.847
2004-12-28,6218.496
2004-12-29,6205.059
2004-12-30,6227.005
2004-12-31,6270.511
2005-01-03,6236.004
2005-01-04,6212.629
2005-01-05,6239.356
2005-01-06,6268.189
2005-01-07,6250.61
2005-01-10,6269.615
2005-01-11,6317.221
2005-01-12,6322.98
2005-01-13,6376.388
2005-01-14,6338.252
2005-01-17,6385.765
2005-01-18,6386.034
2005-01-19,6446.278
2005-01-20,6401.078
2005-01-21,6403.416
2005-01-24,6397.149
2005-01-25,6363.751
2005-01-26,6462.348
2005-01-27,6433.483
2005-01-28,6469.705
2005-01-31,6500.492
2005-02-01,6472.243
2005-02-02,6517.143
2005-02-03,6502.231
2005-02-04,6538.057
2005-02-07,6528.985
2005-02-08,6574.295
2005-02-09,6572.111
2005-02-10,6567.351
2005-02-11,6600.882
2005-02-14,6697.884
2005-02-15,6664.797
2005-02-16,6604.467
2005-02-17,6639.629
2005-02-18,6699.343
2005-02-21,6705.86
2005-02-22,6687.985
2005-02-23,6678.922
2005-02-24,6713.151
2005-02-25,6650.379
2005-02-28,6643.215
2005-03-01,6660.819
2005-03-02,6689.38
2005-03-03,6723.494
2005-03-04,6740.406
2005-03-07,6798.155
2005-03-08,6825.534
2005-03-09,6910.148
2005-03-10,6867.542
2005-03-11,6865.11
2005-03-14,6865.238
2005-03-15,6838.491
2005-03-16,6873.205
2005-03-17,6824.317
2005-03-18,6851.643
2005-03-21,6894.109
2005-03-22,6860.956
2005-03-23,6737.354
2005-03-24,6736.542
2005-03-25,6736.542
2005-03-28,6684.425
2005-03-29,6649.368
2005-03-30,6608.382
2005-03-31,6698.156
2005-04-01,6655.087
2005-04-04,6689.595
2005-04-05,6695.309
2005-04-06,6730.349
2005-04-07,6802.871
2005-04-08,6838.77
2005-04-11,6853.113
2005-04-12,6829.213
2005-04-13,6822.402
2005-04-14,6751.471
2005-04-15,6682.012
2005-04-18,6555.549
2005-04-19,6649.5
2005-04-20,6675.991
2005-04-21,6685.638
2005-04-22,6672.873
2005-04-25,6691.308
2005-04-26,6742.959
2005-04-27,6760.327
2005-04-28,6772.88
2005-04-29,6743.503
2005-05-02,6729.132
2005-05-03,6773.325
2005-05-04,6842.626
2005-05-05,6875.029
2005-05-06,6909.727
2005-05-09,6908.783
2005-05-10,6918.119
2005-05-11,6946.338
2005-05-12,6914.314
2005-05-13,6892.666
2005-05-16,6832.499
2005-05-17,6831.5
2005-05-18,6831.237
2005-05-19,6870.281
2005-05-20,6908.533
2005-05-23,6921.197
2005-05-24,6966.121
2005-05-25,6906.2
2005-05-26,6849.809
2005-05-27,6840.353
2005-05-30,6891.899
2005-05-31,6851.074
2005-06-01,6855.63
2005-06-02,6929.194
2005-06-03,6963.19
2005-06-06,6999.828
2005-06-07,7007.036
2005-06-08,6993.009
2005-06-09,6961.531
2005-06-10,7010.87
2005-06-13,6955.095
