Date,SINGAPORE VALUE Standard (Large+Mid Cap)
2001-01-01,4854.566
2001-01-02,4771.382
2001-01-03,4681.109
2001-01-04,4787.614
2001-01-05,4951.118
2001-01-08,4893.085
2001-01-09,4899.328
2001-01-10,4885.013
2001-01-11,4726.912
2001-01-12,4694.725
2001-01-15,4696.096
2001-01-16,4674.203
2001-01-17,4665.037
2001-01-18,4526.027
2001-01-19,4512.229
2001-01-22,4543.704
2001-01-23,4522.654
2001-01-24,4522.654
2001-01-25,4526.812
2001-01-26,4478.833
2001-01-29,4573.355
2001-01-30,4675.035
2001-01-31,4734.676
2001-02-01,4738.579
2001-02-02,4715.156
2001-02-05,4653.938
2001-02-06,4636.542
2001-02-07,4618.342
2001-02-08,4701.942
2001-02-09,4690.224
2001-02-12,4745.453
2001-02-13,4721.176
2001-02-14,4686.055
2001-02-15,4710.451
2001-02-16,4700.515
2001-02-19,4654.521
2001-02-20,4703.708
2001-02-21,4666.033
2001-02-22,4652.017
2001-02-23,4652.788
2001-02-26,4726.918
2001-02-27,4666.31
2001-02-28,4695.349
2001-03-01,4604.397
2001-03-02,4615.53
2001-03-05,4576.533
2001-03-06,4580.444
2001-03-07,4588.273
2001-03-08,4589.477
2001-03-09,4621.966
2001-03-12,4469.549
2001-03-13,4320.41
2001-03-14,4301.861
2001-03-15,4279.103
2001-03-16,4184.105
2001-03-19,4065.404
2001-03-20,4098.737
2001-03-21,4033.933
2001-03-22,3907.224
2001-03-23,4018.711
2001-03-26,4038.639
2001-03-27,4022.348
2001-03-28,3957.432
2001-03-29,3902.965
2001-03-30,4026.747
2001-04-02,3954.843
2001-04-03,3929.984
2001-04-04,3879.943
2001-04-05,4037.749
2001-04-06,3982.856
2001-04-09,3764.293
2001-04-10,3781.378
2001-04-11,3810.242
2001-04-12,3793.624
2001-04-13,3793.624
2001-04-16,3774.336
2001-04-17,3722.949
2001-04-18,3785.0
2001-04-19,3872.952
2001-04-20,3894.671
2001-04-23,3987.097
2001-04-24,3964.822
2001-04-25,3892.54
2001-04-26,3933.203
2001-04-27,3964.004
2001-04-30,4072.635
2001-05-01,4089.473
2001-05-02,4068.707
2001-05-03,4062.135
2001-05-04,4017.582
2001-05-07,4012.08
2001-05-08,3972.608
2001-05-09,3892.347
2001-05-10,3924.442
2001-05-11,4002.552
2001-05-14,3938.372
2001-05-15,3944.847
2001-05-16,3900.31
2001-05-17,3939.632
2001-05-18,3903.05
2001-05-21,3900.888
2001-05-22,3928.637
2001-05-23,3960.046
2001-05-24,4002.842
2001-05-25,3972.115
2001-05-28,3964.454
2001-05-29,4034.472
2001-05-30,3973.442
2001-05-31,3966.353
2001-06-01,3950.871
2001-06-04,3971.992
2001-06-05,3987.111
2001-06-06,3998.328
2001-06-07,4031.196
2001-06-08,4069.418
2001-06-11,4010.101
2001-06-12,3993.632
2001-06-13,4068.412
2001-06-14,4092.085
2001-06-15,4132.042
2001-06-18,4123.814
2001-06-19,4087.607
2001-06-20,4080.099
2001-06-21,4090.432
2001-06-22,4179.439
2001-06-25,4174.284
2001-06-26,4141.22
2001-06-27,4091.821
2001-06-28,4072.152
2001-06-29,4108.476
2001-07-02,4016.482
2001-07-03,4006.637
2001-07-04,3970.397
2001-07-05,3943.934
2001-07-06,3877.376
2001-07-09,3839.301
2001-07-10,3903.387
2001-07-11,3874.9
2001-07-12,3907.684
2001-07-13,3828.973
2001-07-16,3844.369
2001-07-17,3784.416
2001-07-18,3780.974
2001-07-19,3770.762
2001-07-20,3805.854
2001-07-23,3769.029
2001-07-24,3792.601
2001-07-25,3808.116
2001-07-26,3857.102
2001-07-27,3870.429
2001-07-30,3922.972
2001-07-31,3967.092
2001-08-01,3954.797
2001-08-02,3914.162
2001-08-03,3875.106
2001-08-06,3881.907
2001-08-07,3904.113
2001-08-08,3864.172
2001-08-09,3864.389
2001-08-10,3927.2
2001-08-13,3863.48
2001-08-14,3910.127
2001-08-15,3935.178
2001-08-16,3937.358
2001-08-17,3904.346
2001-08-20,3901.466
2001-08-21,3917.64
2001-08-22,3914.578
2001-08-23,3913.51
2001-08-24,3908.846
2001-08-27,3976.133
2001-08-28,3951.146
2001-08-29,3956.251
2001-08-30,3864.07
2001-08-31,3904.134
2001-09-03,3910.914
2001-09-04,3913.047
2001-09-05,3941.844
2001-09-06,3914.644
2001-09-07,3874.209
2001-09-10,3809.95
2001-09-11,3828.924
2001-09-12,3630.169
2001-09-13,3582.737
2001-09-14,3458.001
2001-09-17,3260.071
2001-09-18,3221.577
2001-09-19,3252.738
2001-09-20,3170.164
2001-09-21,2946.133
2001-09-24,3081.398
2001-09-25,3029.6
2001-09-26,3006.89
2001-09-27,3094.075
2001-09-28,3142.04
2001-10-01,3158.971
2001-10-02,3146.458
2001-10-03,3131.481
2001-10-04,3259.715
2001-10-05,3290.42
2001-10-08,3194.313
2001-10-09,3271.48
2001-10-10,3207.925
2001-10-11,3279.573
2001-10-12,3302.1
2001-10-15,3334.97
2001-10-16,3325.354
2001-10-17,3366.357
2001-10-18,3296.032
2001-10-19,3240.911
2001-10-22,3252.78
2001-10-23,3299.008
2001-10-24,3363.549
2001-10-25,3337.54
2001-10-26,3349.227
2001-10-29,3277.377
2001-10-30,3259.778
2001-10-31,3222.357
2001-11-01,3185.702
2001-11-02,3167.536
2001-11-05,3147.997
2001-11-06,3108.904
2001-11-07,3096.695
2001-11-08,3105.024
2001-11-09,3218.149
2001-11-12,3278.495
2001-11-13,3239.833
2001-11-14,3239.833
2001-11-15,3395.297
2001-11-16,3361.975
2001-11-19,3481.784
2001-11-20,3470.052
2001-11-21,3516.38
2001-11-22,3479.188
2001-11-23,3480.781
2001-11-26,3505.308
2001-11-27,3545.529
2001-11-28,3497.609
2001-11-29,3438.747
2001-11-30,3471.159
2001-12-03,3533.235
2001-12-04,3717.533
2001-12-05,3817.628
2001-12-06,3925.386
2001-12-07,3989.795
2001-12-10,3953.936
2001-12-11,3911.292
2001-12-12,3925.562
2001-12-13,3863.661
2001-12-14,3785.807
2001-12-17,3782.512
2001-12-18,3808.702
2001-12-19,3879.801
2001-12-20,3845.299
2001-12-21,3833.641
2001-12-24,3825.545
2001-12-25,3825.545
2001-12-26,3799.983
2001-12-27,3857.229
2001-12-28,3899.23
2001-12-31,3908.12
2002-01-01,3908.12
2002-01-02,3923.671
2002-01-03,4018.198
2002-01-04,4107.72
2002-01-07,4142.073
2002-01-08,4150.935
2002-01-09,4139.137
2002-01-10,4192.483
2002-01-11,4190.823
2002-01-14,4239.183
2002-01-15,4201.39
2002-01-16,4125.65
2002-01-17,4069.025
2002-01-18,4089.505
2002-01-21,4118.767
2002-01-22,4075.177
2002-01-23,4080.871
2002-01-24,4102.585
2002-01-25,4295.528
2002-01-28,4394.265
2002-01-29,4399.852
2002-01-30,4363.738
2002-01-31,4466.975
2002-02-01,4465.485
2002-02-04,4418.918
2002-02-05,4328.134
2002-02-06,4380.657
2002-02-07,4329.904
2002-02-08,4359.756
2002-02-11,4372.047
2002-02-12,4375.871
2002-02-13,4377.306
2002-02-14,4494.813
2002-02-15,4524.867
2002-02-18,4491.579
2002-02-19,4430.62
2002-02-20,4389.945
2002-02-21,4377.118
2002-02-22,4259.043
2002-02-25,4196.418
2002-02-26,4221.083
2002-02-27,4291.758
2002-02-28,4328.538
2002-03-01,4324.654
2002-03-04,4562.872
2002-03-05,4611.562
2002-03-06,4607.582
2002-03-07,4615.947
2002-03-08,4619.239
2002-03-11,4614.902
2002-03-12,4550.184
2002-03-13,4550.686
2002-03-14,4540.78
2002-03-15,4561.821
2002-03-18,4581.763
2002-03-19,4632.729
2002-03-20,4600.112
2002-03-21,4567.377
2002-03-22,4579.678
2002-03-25,4553.998
2002-03-26,4496.706
2002-03-27,4527.725
2002-03-28,4533.236
2002-03-29,4533.236
2002-04-01,4490.887
2002-04-02,4494.696
2002-04-03,4463.018
2002-04-04,4447.61
2002-04-05,4470.971
2002-04-08,4411.557
2002-04-09,4384.118
2002-04-10,4281.491
2002-04-11,4344.371
2002-04-12,4396.016
2002-04-15,4405.715
2002-04-16,4443.481
2002-04-17,4455.415
2002-04-18,4415.951
2002-04-19,4377.735
2002-04-22,4394.385
2002-04-23,4420.106
2002-04-24,4419.352
2002-04-25,4440.06
2002-04-26,4476.588
2002-04-29,4391.479
2002-04-30,4431.753
2002-05-01,4436.529
2002-05-02,4460.067
2002-05-03,4486.816
2002-05-06,4438.14
2002-05-07,4414.678
2002-05-08,4459.738
2002-05-09,4459.936
2002-05-10,4463.851
2002-05-13,4463.065
2002-05-14,4473.219
2002-05-15,4516.702
2002-05-16,4488.676
2002-05-17,4527.873
2002-05-20,4514.814
2002-05-21,4527.105
2002-05-22,4542.506
2002-05-23,4458.571
2002-05-24,4502.414
2002-05-27,4505.671
2002-05-28,4476.913
2002-05-29,4405.586
2002-05-30,4407.919
2002-05-31,4287.651
2002-06-03,4290.307
2002-06-04,4219.719
2002-06-05,4203.117
2002-06-06,4203.252
2002-06-07,4220.718
2002-06-10,4271.557
2002-06-11,4238.526
2002-06-12,4233.82
2002-06-13,4242.163
2002-06-14,4141.645
2002-06-17,4118.911
2002-06-18,4108.558
2002-06-19,4008.214
2002-06-20,4067.074
2002-06-21,4015.476
2002-06-24,4002.447
2002-06-25,4040.739
2002-06-26,3987.763
2002-06-27,3978.352
2002-06-28,4018.503
2002-07-01,3995.564
2002-07-02,4005.78
2002-07-03,4114.072
2002-07-04,4156.068
2002-07-05,4256.825
2002-07-08,4228.787
2002-07-09,4287.48
2002-07-10,4294.047
2002-07-11,4248.156
2002-07-12,4257.021
2002-07-15,4287.938
2002-07-16,4215.051
2002-07-17,4195.238
2002-07-18,4192.741
2002-07-19,4189.993
2002-07-22,4139.197
2002-07-23,4191.97
2002-07-24,4101.577
2002-07-25,4084.838
2002-07-26,3965.916
2002-07-29,3983.138
2002-07-30,4018.358
2002-07-31,3994.754
2002-08-01,4041.619
2002-08-02,4047.319
2002-08-05,3961.444
2002-08-06,3870.259
2002-08-07,3962.099
2002-08-08,3943.399
2002-08-09,3950.213
2002-08-12,3958.821
2002-08-13,4096.465
2002-08-14,4121.207
2002-08-15,4168.392
2002-08-16,4153.856
2002-08-19,4191.061
2002-08-20,4195.094
2002-08-21,4178.969
2002-08-22,4184.352
2002-08-23,4149.039
2002-08-26,4075.736
2002-08-27,4072.591
2002-08-28,4056.748
2002-08-29,3994.204
2002-08-30,4013.648
2002-09-02,3959.981
2002-09-03,3950.252
2002-09-04,3948.184
2002-09-05,3938.912
2002-09-06,3902.65
2002-09-09,3837.608
2002-09-10,3905.397
2002-09-11,3914.773
2002-09-12,3851.117
2002-09-13,3822.973
2002-09-16,3842.659
2002-09-17,3890.714
2002-09-18,3830.791
2002-09-19,3847.407
2002-09-20,3758.264
2002-09-23,3746.315
2002-09-24,3612.924
2002-09-25,3477.898
2002-09-26,3526.497
2002-09-27,3608.77
2002-09-30,3557.969
2002-10-01,3529.787
2002-10-02,3531.868
2002-10-03,3520.659
2002-10-04,3585.338
2002-10-07,3609.784
2002-10-08,3672.407
2002-10-09,3600.071
2002-10-10,3544.547
2002-10-11,3592.579
2002-10-14,3600.138
2002-10-15,3761.063
2002-10-16,3807.6
2002-10-17,3900.304
2002-10-18,3861.844
2002-10-21,3880.542
2002-10-22,3879.018
2002-10-23,3877.422
2002-10-24,3860.976
2002-10-25,3940.666
2002-10-28,3968.212
2002-10-29,3879.071
2002-10-30,3918.481
2002-10-31,3927.323
2002-11-01,3821.041
2002-11-04,3824.618
2002-11-05,3829.426
2002-11-06,3841.1
2002-11-07,3786.925
2002-11-08,3800.568
2002-11-11,3713.946
2002-11-12,3719.475
2002-11-13,3696.82
2002-11-14,3678.869
2002-11-15,3731.447
2002-11-18,3670.682
2002-11-19,3670.178
2002-11-20,3638.222
2002-11-21,3685.259
2002-11-22,3751.172
2002-11-25,3739.196
2002-11-26,3693.517
2002-11-27,3682.264
2002-11-28,3688.827
2002-11-29,3641.114
2002-12-02,3645.436
2002-12-03,3588.858
2002-12-04,3528.671
2002-12-05,3523.543
2002-12-06,3540.388
2002-12-09,3521.042
2002-12-10,3566.31
2002-12-11,3599.187
2002-12-12,3619.491
2002-12-13,3614.682
2002-12-16,3590.463
2002-12-17,3532.871
2002-12-18,3516.606
2002-12-19,3556.104
2002-12-20,3506.156
2002-12-23,3490.648
2002-12-24,3500.286
2002-12-25,3500.286
2002-12-26,3488.991
2002-12-27,3519.177
2002-12-30,3493.455
2002-12-31,3523.866
2003-01-01,3523.866
2003-01-02,3507.557
2003-01-03,3539.28
2003-01-06,3505.708
2003-01-07,3480.468
2003-01-08,3510.219
2003-01-09,3516.355
2003-01-10,3556.238
2003-01-13,3698.63
2003-01-14,3748.391
2003-01-15,3700.688
2003-01-16,3664.126
2003-01-17,3637.468
2003-01-20,3625.903
2003-01-21,3610.307
2003-01-22,3614.533
2003-01-23,3605.646
2003-01-24,3570.317
2003-01-27,3489.406
2003-01-28,3495.6
2003-01-29,3413.277
2003-01-30,3411.551
2003-01-31,3363.859
2003-02-03,3358.548
2003-02-04,3412.314
2003-02-05,3397.997
2003-02-06,3378.632
2003-02-07,3359.083
2003-02-10,3331.18
2003-02-11,3379.615
2003-02-12,3369.814
2003-02-13,3301.701
2003-02-14,3304.457
2003-02-17,3387.811
2003-02-18,3378.578
2003-02-19,3451.624
2003-02-20,3439.245
2003-02-21,3447.95
2003-02-24,3426.21
2003-02-25,3374.489
2003-02-26,3359.658
2003-02-27,3322.852
2003-02-28,3332.522
2003-03-03,3348.259
2003-03-04,3334.806
2003-03-05,3308.705
2003-03-06,3269.056
2003-03-07,3231.318
2003-03-10,3214.203
2003-03-11,3206.939
2003-03-12,3235.832
2003-03-13,3230.787
2003-03-14,3269.655
2003-03-17,3178.893
2003-03-18,3270.819
2003-03-19,3288.451
2003-03-20,3358.765
2003-03-21,3402.61
2003-03-24,3330.574
2003-03-25,3328.911
2003-03-26,3361.667
2003-03-27,3312.913
2003-03-28,3297.412
2003-03-31,3200.014
2003-04-01,3216.924
2003-04-02,3243.245
2003-04-03,3243.567
2003-04-04,3291.049
2003-04-07,3347.394
2003-04-08,3293.753
2003-04-09,3188.653
2003-04-10,3218.181
2003-04-11,3228.114
2003-04-14,3160.25
2003-04-15,3178.672
2003-04-16,3189.506
2003-04-17,3210.728
2003-04-18,3210.728
2003-04-21,3180.938
2003-04-22,3177.009
2003-04-23,3156.34
2003-04-24,3070.794
2003-04-25,3031.873
2003-04-28,3127.78
2003-04-29,3252.697
2003-04-30,3221.039
2003-05-01,3234.153
2003-05-02,3282.507
2003-05-05,3381.507
2003-05-06,3400.973
2003-05-07,3408.816
2003-05-08,3421.825
2003-05-09,3403.281
2003-05-12,3499.209
2003-05-13,3482.605
2003-05-14,3474.315
2003-05-15,3501.323
2003-05-16,3461.62
2003-05-19,3420.737
2003-05-20,3440.827
2003-05-21,3417.078
2003-05-22,3474.074
2003-05-23,3524.301
2003-05-26,3581.838
2003-05-27,3547.278
2003-05-28,3592.759
2003-05-29,3616.775
2003-05-30,3605.799
2003-06-02,3698.439
2003-06-03,3686.982
2003-06-04,3762.034
2003-06-05,3826.959
2003-06-06,3852.565
2003-06-09,3859.055
2003-06-10,3833.811
2003-06-11,3874.286
2003-06-12,3932.382
2003-06-13,3949.543
2003-06-16,3908.68
2003-06-17,4007.764
2003-06-18,3988.032
2003-06-19,4083.299
2003-06-20,4062.824
2003-06-23,3968.618
2003-06-24,3891.325
2003-06-25,3876.477
2003-06-26,3835.6
2003-06-27,3887.132
2003-06-30,3766.45
2003-07-01,3802.354
2003-07-02,3858.005
2003-07-03,3858.6
2003-07-04,3877.452
