Date,SINGAPORE VALUE Standard (Large+Mid Cap)
2002-01-03,3901.362
2002-01-04,3988.281
2002-01-07,4021.634
2002-01-08,4030.239
2002-01-09,4018.785
2002-01-10,4070.579
2002-01-11,4068.968
2002-01-14,4115.921
2002-01-15,4079.227
2002-01-16,4005.689
2002-01-17,3950.711
2002-01-18,3970.595
2002-01-21,3999.006
2002-01-22,3956.684
2002-01-23,3962.212
2002-01-24,3983.295
2002-01-25,4170.627
2002-01-28,4266.494
2002-01-29,4271.918
2002-01-30,4236.855
2002-01-31,4337.089
2002-02-01,4335.642
2002-02-04,4290.43
2002-02-05,4202.285
2002-02-06,4253.282
2002-02-07,4204.004
2002-02-08,4232.989
2002-02-11,4244.922
2002-02-12,4248.634
2002-02-13,4250.028
2002-02-14,4364.118
2002-02-15,4393.299
2002-02-18,4360.978
2002-02-19,4301.792
2002-02-20,4262.299
2002-02-21,4249.845
2002-02-22,4135.204
2002-02-25,4074.399
2002-02-26,4098.347
2002-02-27,4166.967
2002-02-28,4202.677
2002-03-01,4198.907
2002-03-04,4430.199
2002-03-05,4477.473
2002-03-06,4473.609
2002-03-07,4481.73
2002-03-08,4484.927
2002-03-11,4480.716
2002-03-12,4417.88
2002-03-13,4418.367
2002-03-14,4408.748
2002-03-15,4429.178
2002-03-18,4448.54
2002-03-19,4498.024
2002-03-20,4466.355
2002-03-21,4434.573
2002-03-22,4446.516
2002-03-25,4421.582
2002-03-26,4365.956
2002-03-27,4396.073
2002-03-28,4401.424
2002-03-29,4401.424
2002-04-01,4360.306
2002-04-02,4364.005
2002-04-03,4333.248
2002-04-04,4318.288
2002-04-05,4340.97
2002-04-08,4283.283
2002-04-09,4256.642
2002-04-10,4156.998
2002-04-11,4218.051
2002-04-12,4268.194
2002-04-15,4277.611
2002-04-16,4314.278
2002-04-17,4325.865
2002-04-18,4287.549
2002-04-19,4250.444
2002-04-22,4266.611
2002-04-23,4291.583
2002-04-24,4290.851
2002-04-25,4310.957
2002-04-26,4346.423
2002-04-29,4263.788
2002-04-30,4302.892
2002-05-01,4307.528
2002-05-02,4330.382
2002-05-03,4356.353
2002-05-06,4309.093
2002-05-07,4286.313
2002-05-08,4330.063
2002-05-09,4330.256
2002-05-10,4334.056
2002-05-13,4333.293
2002-05-14,4343.152
2002-05-15,4385.371
2002-05-16,4358.159
2002-05-17,4396.217
2002-05-20,4383.538
2002-05-21,4395.471
2002-05-22,4410.425
2002-05-23,4328.93
2002-05-24,4371.499
2002-05-27,4374.66
2002-05-28,4346.738
2002-05-29,4277.485
2002-05-30,4279.751
2002-05-31,4162.98
2002-06-03,4165.559
2002-06-04,4097.023
2002-06-05,4080.904
2002-06-06,4081.034
2002-06-07,4097.993
2002-06-10,4147.354
2002-06-11,4115.283
2002-06-12,4110.714
2002-06-13,4118.814
2002-06-14,4021.219
2002-06-17,3999.146
2002-06-18,3989.095
2002-06-19,3891.668
2002-06-20,3948.817
2002-06-21,3898.719
2002-06-24,3886.069
2002-06-25,3923.247
2002-06-26,3871.812
2002-06-27,3862.674
2002-06-28,3901.657
2002-07-01,3879.385
2002-07-02,3889.305
2002-07-03,3994.448
2002-07-04,4035.223
2002-07-05,4133.05
2002-07-08,4105.828
2002-07-09,4162.814
2002-07-10,4169.19
2002-07-11,4124.633
2002-07-12,4133.241
2002-07-15,4163.258
2002-07-16,4092.491
2002-07-17,4073.254
2002-07-18,4070.83
2002-07-19,4068.161
2002-07-22,4018.842
2002-07-23,4070.081
2002-07-24,3982.316
2002-07-25,3966.064
2002-07-26,3850.6
2002-07-29,3867.321
2002-07-30,3901.517
2002-07-31,3878.6
2002-08-01,3924.102
2002-08-02,3929.636
2002-08-05,3846.258
2002-08-06,3757.724
2002-08-07,3846.894
2002-08-08,3828.737
2002-08-09,3835.353
2002-08-12,3843.711
2002-08-13,3977.353
2002-08-14,4001.375
2002-08-15,4047.189
2002-08-16,4033.075
2002-08-19,4069.198
2002-08-20,4073.114
2002-08-21,4057.458
2002-08-22,4062.684
2002-08-23,4028.398
2002-08-26,3957.227
2002-08-27,3954.173
2002-08-28,3938.791
2002-08-29,3878.065
2002-08-30,3896.944
2002-09-02,3844.837
2002-09-03,3835.392
2002-09-04,3833.383
2002-09-05,3824.381
2002-09-06,3789.173
2002-09-09,3726.023
2002-09-10,3791.84
2002-09-11,3800.944
2002-09-12,3739.138
2002-09-13,3711.813
2002-09-16,3730.927
2002-09-17,3777.584
2002-09-18,3719.404
2002-09-19,3735.537
2002-09-20,3648.986
2002-09-23,3637.385
2002-09-24,3507.871
2002-09-25,3376.772
2002-09-26,3423.957
2002-09-27,3503.838
2002-09-30,3454.515
2002-10-01,3427.152
2002-10-02,3429.172
2002-10-03,3418.289
2002-10-04,3481.088
2002-10-07,3504.823
2002-10-08,3565.625
2002-10-09,3495.393
2002-10-10,3441.483
2002-10-11,3488.119
2002-10-14,3495.458
2002-10-15,3651.703
2002-10-16,3696.887
2002-10-17,3786.895
2002-10-18,3749.553
2002-10-21,3767.708
2002-10-22,3766.228
2002-10-23,3764.679
2002-10-24,3748.711
2002-10-25,3826.084
2002-10-28,3852.829
2002-10-29,3766.28
2002-10-30,3804.544
2002-10-31,3813.129
2002-11-01,3709.937
2002-11-04,3713.41
2002-11-05,3718.078
2002-11-06,3729.413
2002-11-07,3676.814
2002-11-08,3690.06
2002-11-11,3605.957
2002-11-12,3611.325
2002-11-13,3589.328
2002-11-14,3571.899
2002-11-15,3622.949
2002-11-18,3563.95
2002-11-19,3563.461
2002-11-20,3532.434
2002-11-21,3578.103
2002-11-22,3642.1
2002-11-25,3630.472
2002-11-26,3586.121
2002-11-27,3575.195
2002-11-28,3581.567
2002-11-29,3535.242
2002-12-02,3539.439
2002-12-03,3484.505
2002-12-04,3426.069
2002-12-05,3421.089
2002-12-06,3437.445
2002-12-09,3418.661
2002-12-10,3462.613
2002-12-11,3494.534
2002-12-12,3514.248
2002-12-13,3509.578
2002-12-16,3486.064
2002-12-17,3430.146
2002-12-18,3414.355
2002-12-19,3452.703
2002-12-20,3404.208
2002-12-23,3389.151
2002-12-24,3398.509
2002-12-25,3398.509
2002-12-26,3387.542
2002-12-27,3416.851
2002-12-30,3391.876
2002-12-31,3421.404
2003-01-01,3421.404
2003-01-02,3405.568
2003-01-03,3436.369
2003-01-06,3403.773
2003-01-07,3379.267
2003-01-08,3408.153
2003-01-09,3414.11
2003-01-10,3452.834
2003-01-13,3591.085
2003-01-14,3639.4
2003-01-15,3593.084
2003-01-16,3557.585
2003-01-17,3531.702
2003-01-20,3520.473
2003-01-21,3505.33
2003-01-22,3509.434
2003-01-23,3500.805
2003-01-24,3466.504
2003-01-27,3387.945
2003-01-28,3393.959
2003-01-29,3314.029
2003-01-30,3312.354
2003-01-31,3266.048
2003-02-03,3260.892
2003-02-04,3313.095
2003-02-05,3299.194
2003-02-06,3280.392
2003-02-07,3261.411
2003-02-10,3234.32
2003-02-11,3281.347
2003-02-12,3271.83
2003-02-13,3205.698
2003-02-14,3208.374
2003-02-17,3289.305
2003-02-18,3280.339
2003-02-19,3351.261
2003-02-20,3339.242
2003-02-21,3347.695
2003-02-24,3326.587
2003-02-25,3276.369
2003-02-26,3261.97
2003-02-27,3226.234
2003-02-28,3235.623
2003-03-03,3250.903
2003-03-04,3237.841
2003-03-05,3212.498
2003-03-06,3174.002
2003-03-07,3137.362
2003-03-10,3120.744
2003-03-11,3113.692
2003-03-12,3141.744
2003-03-13,3136.846
2003-03-14,3174.583
2003-03-17,3086.461
2003-03-18,3175.714
2003-03-19,3192.834
2003-03-20,3261.103
2003-03-21,3303.673
2003-03-24,3233.731
2003-03-25,3232.117
2003-03-26,3263.92
2003-03-27,3216.584
2003-03-28,3201.534
2003-03-31,3106.968
2003-04-01,3123.387
2003-04-02,3148.942
2003-04-03,3149.255
2003-04-04,3195.355
2003-04-07,3250.063
2003-04-08,3197.981
2003-04-09,3095.938
2003-04-10,3124.607
2003-04-11,3134.251
2003-04-14,3068.36
2003-04-15,3086.246
2003-04-16,3096.766
2003-04-17,3117.37
2003-04-18,3117.37
2003-04-21,3088.446
2003-04-22,3084.632
2003-04-23,3064.563
2003-04-24,2981.505
2003-04-25,2943.715
2003-04-28,3036.834
2003-04-29,3158.119
2003-04-30,3127.381
2003-05-01,3140.114
2003-05-02,3187.062
2003-05-05,3283.184
2003-05-06,3302.083
2003-05-07,3309.699
2003-05-08,3322.329
2003-05-09,3304.325
2003-05-12,3397.463
2003-05-13,3381.342
2003-05-14,3373.293
2003-05-15,3399.516
2003-05-16,3360.967
2003-05-19,3321.272
2003-05-20,3340.778
2003-05-21,3317.72
2003-05-22,3373.059
2003-05-23,3421.826
2003-05-26,3477.689
2003-05-27,3444.135
2003-05-28,3488.293
2003-05-29,3511.611
2003-05-30,3500.954
2003-06-02,3590.9
2003-06-03,3579.777
2003-06-04,3652.646
2003-06-05,3715.683
2003-06-06,3740.545
2003-06-09,3746.846
2003-06-10,3722.336
2003-06-11,3761.635
2003-06-12,3818.04
2003-06-13,3834.703
2003-06-16,3795.028
2003-06-17,3891.231
2003-06-18,3872.073
2003-06-19,3964.57
2003-06-20,3944.69
2003-06-23,3853.223
2003-06-24,3778.178
2003-06-25,3763.761
2003-06-26,3724.073
2003-06-27,3774.107
2003-06-30,3656.934
2003-07-01,3691.793
2003-07-02,3745.826
2003-07-03,3746.404
2003-07-04,3764.708
2003-07-07,3816.833
2003-07-08,3823.141
2003-07-09,3857.668
2003-07-10,3848.579
2003-07-11,3925.942
2003-07-14,4000.72
2003-07-15,4051.985
2003-07-16,4050.51
2003-07-17,4040.78
2003-07-18,4016.972
2003-07-21,4019.483
2003-07-22,3949.473
2003-07-23,3990.615
2003-07-24,3976.385
2003-07-25,4002.363
2003-07-28,4051.612
2003-07-29,4027.067
2003-07-30,4000.677
2003-07-31,3950.59
2003-08-01,3962.003
2003-08-04,3891.772
2003-08-05,3795.793
2003-08-06,3791.484
2003-08-07,3887.547
2003-08-08,3887.45
2003-08-11,3938.629
2003-08-12,3956.948
2003-08-13,4076.913
2003-08-14,4141.871
2003-08-15,4123.581
2003-08-18,4182.703
2003-08-19,4160.378
2003-08-20,4179.9
2003-08-21,4269.151
2003-08-22,4267.475
2003-08-25,4229.326
2003-08-26,4120.013
2003-08-27,4107.712
2003-08-28,4091.574
2003-08-29,4130.37
2003-09-01,4151.107
2003-09-02,4114.366
2003-09-03,4118.07
2003-09-04,4136.385
2003-09-05,4157.689
2003-09-08,4194.315
2003-09-09,4088.993
2003-09-10,4051.812
2003-09-11,4136.278
2003-09-12,4114.933
2003-09-15,4061.658
2003-09-16,4109.456
2003-09-17,4141.07
2003-09-18,4152.537
2003-09-19,4134.193
2003-09-22,4132.177
2003-09-23,4139.991
2003-09-24,4265.482
2003-09-25,4272.153
2003-09-26,4257.96
2003-09-29,4267.086
2003-09-30,4296.858
2003-10-01,4306.861
2003-10-02,4359.776
2003-10-03,4443.902
2003-10-06,4582.823
2003-10-07,4611.37
2003-10-08,4665.685
2003-10-09,4664.605
2003-10-10,4681.632
2003-10-13,4682.933
2003-10-14,4573.068
2003-10-15,4583.285
2003-10-16,4587.678
2003-10-17,4660.705
2003-10-20,4688.455
2003-10-21,4723.401
2003-10-22,4682.532
2003-10-23,4559.455
2003-10-24,4564.167
2003-10-27,4502.213
2003-10-28,4554.521
2003-10-29,4557.945
2003-10-30,4530.6
2003-10-31,4531.691
2003-11-03,4626.554
2003-11-04,4719.044
2003-11-05,4674.608
2003-11-06,4637.164
2003-11-07,4647.506
2003-11-10,4566.499
2003-11-11,4451.458
2003-11-12,4528.771
2003-11-13,4637.378
2003-11-14,4635.341
2003-11-17,4506.643
2003-11-18,4545.478
2003-11-19,4461.237
2003-11-20,4373.623
2003-11-21,4355.821
2003-11-24,4383.227
2003-11-25,4383.227
2003-11-26,4440.971
2003-11-27,4457.566
2003-11-28,4501.954
2003-12-01,4561.896
2003-12-02,4582.502
2003-12-03,4633.517
2003-12-04,4597.996
2003-12-05,4585.054
2003-12-08,4556.42
2003-12-09,4563.054
2003-12-10,4546.484
2003-12-11,4577.052
2003-12-12,4632.705
2003-12-15,4697.438
2003-12-16,4647.458
2003-12-17,4609.605
2003-12-18,4599.079
2003-12-19,4572.428
2003-12-22,4619.856
2003-12-23,4616.64
2003-12-24,4654.812
2003-12-25,4654.812
2003-12-26,4661.073
2003-12-29,4677.011
2003-12-30,4731.463
2003-12-31,4738.614
2004-01-01,4738.614
2004-01-02,4819.158
2004-01-05,4914.545
2004-01-06,4948.587
2004-01-07,4924.867
2004-01-08,4969.313
2004-01-09,4978.484
2004-01-12,4941.767
2004-01-13,5004.509
2004-01-14,4999.99
2004-01-15,4874.005
2004-01-16,4883.992
2004-01-19,4905.357
2004-01-20,4938.169
2004-01-21,5028.568
2004-01-22,5048.782
2004-01-23,5041.034
2004-01-26,5078.888
2004-01-27,5097.038
2004-01-28,4998.209
2004-01-29,4920.649
2004-01-30,4971.715
2004-02-02,4975.09
2004-02-03,4962.836
2004-02-04,4923.273
2004-02-05,4916.084
2004-02-06,5005.582
2004-02-09,5140.288
2004-02-10,5116.673
2004-02-11,5111.127
2004-02-12,5108.098
2004-02-13,5123.691
2004-02-16,5119.176
2004-02-17,5208.273
2004-02-18,5224.695
2004-02-19,5188.118
2004-02-20,5150.991
2004-02-23,5097.311
2004-02-24,5098.226
2004-02-25,5057.782
2004-02-26,5054.062
2004-02-27,5066.079
2004-03-01,5087.329
2004-03-02,5052.732
2004-03-03,4992.77
2004-03-04,5013.794
2004-03-05,5021.482
2004-03-08,5007.906
2004-03-09,5020.309
2004-03-10,4967.321
2004-03-11,4924.558
2004-03-12,4875.743
2004-03-15,4894.569
2004-03-16,4895.21
2004-03-17,4912.684
2004-03-18,4947.329
2004-03-19,4968.827
2004-03-22,4934.195
2004-03-23,4947.288
2004-03-24,5030.359
2004-03-25,4985.08
2004-03-26,4977.102
2004-03-29,5018.637
2004-03-30,5053.284
2004-03-31,5121.776
2004-04-01,5159.85
2004-04-02,5144.538
2004-04-05,5156.66
2004-04-06,5111.915
2004-04-07,5138.366
2004-04-08,5145.825
2004-04-09,5145.825
2004-04-12,5160.646
2004-04-13,5150.91
2004-04-14,5054.343
2004-04-15,4996.472
2004-04-16,5033.632
2004-04-19,5002.139
2004-04-20,5018.731
2004-04-21,4989.198
2004-04-22,5020.561
2004-04-23,5044.378
2004-04-26,4975.425
2004-04-27,4991.273
2004-04-28,4993.128
2004-04-29,4853.327
2004-04-30,4966.694
2004-05-03,4950.699
2004-05-04,5026.385
2004-05-05,5130.459
2004-05-06,5112.069
2004-05-07,5013.465
2004-05-10,4816.224
2004-05-11,4827.854
2004-05-12,4842.549
2004-05-13,4764.231
2004-05-14,4700.106
2004-05-17,4554.246
2004-05-18,4597.736
2004-05-19,4781.421
2004-05-20,4732.033
2004-05-21,4816.528
2004-05-24,4875.216
2004-05-25,4811.653
2004-05-26,4837.733
2004-05-27,4880.303
2004-05-28,4885.115
2004-05-31,4916.342
2004-06-01,4905.998
2004-06-02,4894.635
2004-06-03,4844.79
2004-06-04,4882.643
2004-06-07,4977.664
2004-06-08,4971.492
2004-06-09,4991.338
2004-06-10,4979.066
2004-06-11,4967.262
2004-06-14,4954.64
2004-06-15,4983.688
2004-06-16,4997.698
2004-06-17,4952.55
2004-06-18,4901.259
2004-06-21,4896.318
2004-06-22,4883.887
2004-06-23,4910.482
2004-06-24,4965.814
2004-06-25,4991.432
2004-06-28,5012.748
2004-06-29,5019.193
2004-06-30,5028.167
2004-07-01,5056.503
2004-07-02,5034.802
2004-07-05,5052.824
2004-07-06,5072.972
2004-07-07,5115.844
2004-07-08,5076.551
2004-07-09,5123.131
2004-07-12,5162.614
2004-07-13,5180.289
2004-07-14,5159.609
2004-07-15,5145.456
2004-07-16,5164.868
2004-07-19,5208.139
2004-07-20,5141.471
2004-07-21,5138.493
2004-07-22,5097.477
2004-07-23,5030.571
2004-07-26,5063.965
2004-07-27,5093.197
2004-07-28,5120.685
2004-07-29,5184.219
2004-07-30,5200.28
2004-08-02,5204.201
2004-08-03,5266.157
2004-08-04,5234.276
2004-08-05,5301.555
2004-08-06,5269.532
2004-08-09,5271.222
2004-08-10,5237.578
2004-08-11,5204.919
2004-08-12,5205.021
2004-08-13,5193.785
2004-08-16,5231.363
2004-08-17,5235.744
2004-08-18,5272.635
2004-08-19,5318.087
2004-08-20,5292.496
2004-08-23,5320.978
2004-08-24,5318.75
2004-08-25,5326.796
2004-08-26,5330.29
2004-08-27,5336.353
2004-08-30,5291.289
2004-08-31,5334.793
2004-09-01,5382.82
2004-09-02,5456.747
2004-09-03,5426.822
2004-09-06,5449.686
2004-09-07,5530.846
2004-09-08,5498.467
2004-09-09,5512.419
2004-09-10,5519.833
2004-09-13,5588.809
2004-09-14,5652.318
2004-09-15,5686.948
2004-09-16,5628.672
2004-09-17,5608.22
2004-09-20,5579.651
2004-09-21,5618.875
2004-09-22,5581.741
2004-09-23,5573.595
2004-09-24,5567.204
2004-09-27,5582.485
2004-09-28,5554.154
2004-09-29,5538.159
2004-09-30,5590.879
2004-10-01,5614.375
2004-10-04,5681.384
2004-10-05,5668.452
2004-10-06,5657.825
2004-10-07,5630.478
2004-10-08,5645.743
2004-10-11,5618.4
2004-10-12,5554.968
2004-10-13,5572.804
2004-10-14,5517.299
2004-10-15,5568.759
2004-10-18,5525.121
2004-10-19,5598.167
2004-10-20,5542.564
2004-10-21,5584.671
2004-10-22,5602.059
2004-10-25,5580.748
2004-10-26,5609.139
2004-10-27,5612.588
2004-10-28,5710.321
2004-10-29,5672.109
2004-11-01,5654.323
2004-11-02,5711.861
2004-11-03,5769.252
2004-11-04,5809.345
2004-11-05,5833.379
2004-11-08,5815.979
2004-11-09,5805.396
2004-11-10,5841.657
2004-11-11,5849.061
2004-11-12,5905.026
2004-11-15,5904.132
2004-11-16,5889.309
2004-11-17,5931.229
2004-11-18,5850.663
2004-11-19,5891.618
2004-11-22,5825.406
2004-11-23,5882.124
2004-11-24,5897.83
2004-11-25,5908.485
2004-11-26,5894.053
2004-11-29,5929.498
2004-11-30,5880.362
2004-12-01,5931.771
2004-12-02,5978.082
2004-12-03,5977.995
2004-12-06,5917.587
2004-12-07,5887.882
2004-12-08,5863.001
2004-12-09,5782.737
2004-12-10,5812.832
2004-12-13,5866.28
2004-12-14,5916.833
2004-12-15,6005.548
2004-12-16,5974.127
2004-12-17,5992.645
2004-12-20,5992.687
2004-12-21,6033.696
2004-12-22,6006.019
2004-12-23,6023.574
2004-12-24,6021.443
2004-12-27,6004.04
2004-12-28,6037.682
2004-12-29,6024.636
2004-12-30,6045.944
2004-12-31,6088.184
2005-01-03,6054.68
2005-01-04,6031.986
2005-01-05,6057.935
2005-01-06,6085.93
2005-01-07,6068.862
2005-01-10,6087.314
2005-01-11,6133.536
2005-01-12,6139.128
2005-01-13,6190.983
2005-01-14,6153.956
2005-01-17,6200.087
2005-01-18,6200.348
2005-01-19,6258.84
2005-01-20,6214.955
2005-01-21,6217.225
2005-01-24,6211.14
2005-01-25,6178.714
2005-01-26,6274.443
2005-01-27,6246.418
2005-01-28,6281.587
2005-01-31,6311.479
2005-02-01,6284.05
2005-02-02,6327.645
2005-02-03,6313.167
2005-02-04,6347.951
2005-02-07,6339.143
2005-02-08,6383.136
2005-02-09,6381.015
2005-02-10,6376.393
2005-02-11,6408.949
2005-02-14,6503.131
2005-02-15,6471.006
2005-02-16,6412.431
2005-02-17,6446.569
2005-02-18,6504.548
2005-02-21,6510.875
2005-02-22,6493.52
2005-02-23,6484.721
2005-02-24,6517.954
2005-02-25,6457.008
2005-02-28,6450.052
2005-03-01,6467.144
2005-03-02,6494.874
2005-03-03,6527.996
2005-03-04,6544.417
2005-03-07,6600.486
2005-03-08,6627.069
2005-03-09,6709.223
2005-03-10,6667.856
2005-03-11,6665.494
2005-03-14,6665.619
2005-03-15,6639.649
2005-03-16,6673.354
2005-03-17,6625.887
2005-03-18,6652.419
2005-03-21,6693.65
2005-03-22,6661.462
2005-03-23,6541.454
2005-03-24,6540.665
2005-03-25,6540.665
2005-03-28,6490.063
2005-03-29,6456.025
2005-03-30,6416.232
2005-03-31,6503.395
2005-04-01,6461.578
2005-04-04,6495.083
2005-04-05,6500.631
2005-04-06,6534.652
2005-04-07,6605.065
2005-04-08,6639.921
2005-04-11,6653.846
2005-04-12,6630.642
2005-04-13,6624.028
2005-04-14,6555.159
2005-04-15,6487.721
2005-04-18,6364.934
2005-04-19,6456.154
2005-04-20,6481.874
2005-04-21,6491.241
2005-04-22,6478.847
2005-04-25,6496.746
2005-04-26,6546.895
2005-04-27,6563.758
2005-04-28,6575.946
2005-04-29,6547.423
2005-05-02,6533.47
2005-05-03,6576.378
2005-05-04,6643.664
2005-05-05,6675.125
2005-05-06,6708.814
2005-05-09,6707.897
2005-05-10,6716.962
2005-05-11,6744.36
2005-05-12,6713.267
2005-05-13,6692.249
2005-05-16,6633.832
2005-05-17,6632.862
2005-05-18,6632.606
2005-05-19,6670.515
2005-05-20,6707.655
2005-05-23,6719.951
2005-05-24,6763.569
2005-05-25,6705.389
2005-05-26,6650.638
2005-05-27,6641.457
2005-05-30,6691.505
2005-05-31,6651.867
2005-06-01,6656.29
2005-06-02,6727.715
2005-06-03,6760.723
2005-06-06,6796.295
2005-06-07,6803.294
2005-06-08,6789.675
2005-06-09,6759.112
2005-06-10,6807.016
2005-06-13,6752.863
