Date,SINGAPORE VALUE Standard (Large+Mid Cap)
1993-09-30,2921.164
1993-10-29,3038.945
1993-11-30,2999.98
1993-12-31,3611.169
1994-01-31,3568.536
1994-02-28,3562.199
1994-03-31,3204.405
1994-04-29,3484.75
1994-05-31,3544.12
1994-06-30,3475.664
1994-07-29,3553.333
1994-08-31,3699.756
1994-09-30,3854.975
1994-10-31,4013.851
1994-11-30,3794.498
1994-12-30,3789.77
1995-01-31,3574.578
1995-02-28,3690.536
1995-03-31,3711.38
1995-04-28,3723.105
1995-05-31,3930.722
1995-06-30,3809.702
1995-07-31,3845.71
1995-08-31,3677.097
1995-09-29,3646.402
1995-10-31,3645.945
1995-11-30,3683.615
1995-12-29,3941.7
1996-01-31,4126.933
1996-02-29,4128.618
1996-03-29,4039.465
1996-04-30,4062.457
1996-05-31,3928.83
1996-06-28,3863.082
1996-07-31,3593.286
1996-08-30,3679.037
1996-09-30,3697.153
1996-10-31,3549.064
1996-11-29,3682.188
1996-12-31,3735.815
1997-01-31,3826.778
1997-02-28,3784.965
1997-03-31,3569.001
1997-04-30,3471.026
1997-05-30,3634.712
1997-06-30,3515.198
1997-07-31,3433.293
1997-08-29,3423.817
1997-09-30,3410.893
1997-10-31,2714.051
1997-11-28,2855.23
1997-12-31,2609.57
1998-01-30,1955.926
1998-02-27,2569.452
1998-03-31,2647.815
1998-04-30,2443.247
1998-05-29,2038.901
1998-06-30,1760.255
1998-07-31,1666.321
1998-08-31,1209.825
1998-09-30,1333.54
1998-10-30,1823.121
1998-11-30,2184.017
1998-12-31,2299.642
1999-01-29,2349.174
1999-02-26,2336.118
1999-03-31,2732.705
1999-04-30,3320.314
1999-05-31,3551.455
1999-06-30,4238.352
1999-07-30,4270.592
1999-08-31,4314.43
1999-09-30,4210.358
1999-10-29,4363.057
1999-11-30,4724.519
1999-12-31,5296.077
2000-01-31,4542.151
2000-02-29,4177.621
2000-03-31,4390.927
2000-04-28,4767.726
2000-05-31,3860.363
2000-06-30,4550.62
2000-07-31,4795.108
2000-08-31,4868.13
2000-09-29,4563.301
2000-10-31,4648.363
2000-11-30,4621.155
2000-12-29,4854.566
2001-01-31,4734.676
2001-02-28,4695.349
2001-03-30,4026.747
2001-04-30,4072.635
2001-05-31,3966.353
2001-06-29,4108.476
2001-07-31,3967.092
2001-08-31,3904.134
2001-09-28,3142.04
2001-10-31,3222.357
2001-11-30,3471.159
2001-12-31,3908.12
2002-01-31,4466.975
2002-02-28,4328.538
2002-03-29,4533.236
2002-04-30,4431.753
2002-05-31,4287.651
2002-06-28,4018.503
2002-07-31,3994.754
2002-08-30,4013.648
2002-09-30,3557.969
2002-10-31,3927.323
2002-11-29,3641.114
2002-12-31,3523.866
2003-01-31,3363.859
2003-02-28,3332.522
2003-03-31,3200.014
2003-04-30,3221.039
2003-05-30,3605.799
2003-06-30,3766.45
2003-07-31,4068.9
2003-08-29,4254.065
2003-09-30,4425.538
2003-10-31,4667.404
2003-11-28,4636.777
2003-12-31,4880.524
2004-01-30,5120.606
2004-02-27,5217.796
2004-03-31,5275.161
2004-04-30,5115.434
2004-05-31,5063.575
2004-06-30,5178.749
2004-07-30,5356.016
2004-08-31,5494.557
2004-09-30,5758.313
2004-10-29,5841.975
2004-11-30,6056.464
2004-12-31,6270.511
2005-01-31,6500.492
2005-02-28,6643.215
2005-03-31,6698.156
2005-04-29,6743.503
2005-05-31,6851.074
2005-06-30,6891.753
2005-07-29,7489.544
2005-08-31,7177.144
2005-09-30,7212.631
2005-10-31,6973.891
2005-11-30,7318.096
2005-12-30,7605.069
2006-01-31,7997.833
2006-02-28,8112.326
2006-03-31,8188.726
2006-04-28,8788.474
2006-05-31,8203.841
2006-06-30,8438.364
2006-07-31,8471.225
2006-08-31,8709.691
2006-09-29,9148.757
2006-10-31,9898.431
2006-11-30,10405.088
2006-12-29,11250.202
2007-01-31,11690.595
2007-02-28,11713.658
2007-03-30,12234.894
2007-04-30,12660.788
2007-05-31,13285.256
2007-06-29,12942.954
2007-07-31,13049.22
2007-08-31,12168.349
2007-09-28,13346.273
2007-10-31,13879.557
2007-11-30,12723.33
2007-12-31,12867.921
2008-01-31,11372.037
2008-02-29,11874.637
2008-03-31,12521.954
2008-04-30,13428.556
2008-05-30,13296.879
2008-06-30,12452.909
2008-07-31,12782.187
2008-08-29,11958.798
2008-09-30,10462.386
2008-10-31,7320.043
2008-11-28,7062.38
2008-12-31,7593.891
2009-01-30,7132.237
2009-02-27,6202.86
2009-03-31,6659.195
2009-04-30,7741.726
2009-05-29,9910.111
2009-06-30,10049.324
2009-07-31,11443.496
2009-08-31,11047.98
2009-09-30,11720.114
2009-10-30,11686.131
2009-11-30,12499.939
2009-12-31,13098.876
2010-01-29,12375.504
2010-02-26,12508.625
2010-03-31,13047.056
2010-04-30,13979.068
2010-05-31,12698.977
2010-06-30,13187.18
2010-07-30,14106.976
2010-08-31,13900.389
2010-09-30,14849.426
2010-10-29,14942.589
2010-11-30,14806.142
2010-12-31,15314.757
2011-01-31,15692.533
2011-02-28,14849.519
2011-03-31,15437.405
2011-04-29,16315.306
2011-05-31,16292.126
2011-06-30,16175.642
2011-07-29,17174.57
2011-08-31,15827.757
2011-09-30,13912.78
2011-10-31,14939.409
2011-11-30,13857.473
2011-12-30,13284.402
2012-01-31,15297.782
2012-02-29,16250.171
2012-03-30,16222.673
2012-04-30,16479.802
2012-05-31,15066.355
2012-06-29,16049.287
2012-07-31,17411.067
2012-08-31,17193.633
2012-09-28,17681.7
2012-10-31,17362.081
2012-11-30,17789.813
2012-12-31,18291.224
2013-01-31,18497.434
2013-02-28,18565.494
2013-03-29,18969.467
2013-04-30,20080.438
2013-05-31,19078.484
2013-06-28,18112.041
2013-07-31,18900.623
2013-08-30,17871.142
2013-09-30,19004.148
2013-10-31,19692.49
2013-11-29,19463.009
2013-12-31,19201.213
2014-01-31,18115.337
2014-02-28,18655.454
2014-03-31,19181.102
2014-04-30,19926.805
2014-05-30,20445.845
2014-06-30,20291.265
2014-07-31,21162.493
2014-08-29,21232.419
2014-09-30,20460.148
2014-10-31,20128.808
2014-11-28,20508.438
2014-12-31,20422.795
2015-01-30,20295.888
2015-02-27,20472.086
2015-03-31,20704.024
2015-04-30,21755.937
2015-05-29,20636.181
2015-06-30,20367.725
2015-07-31,19463.592
2015-08-31,17122.335
2015-09-30,16558.637
2015-10-30,18004.497
2015-11-30,17033.511
2015-12-31,16948.359
2016-01-29,15591.41
2016-02-29,16139.478
2016-03-31,18069.826
2016-04-29,18174.345
2016-05-31,17137.267
2016-06-30,17699.813
2016-07-29,17413.153
2016-08-31,17079.109
2016-09-30,17483.921
2016-10-31,16965.099
2016-11-30,17870.097
2016-12-30,17630.071
2017-01-31,19027.549
2017-02-28,19434.627
2017-03-31,20104.76
2017-04-28,20088.484
2017-05-31,21418.424
2017-06-30,21809.082
2017-07-31,22977.757
2017-08-31,23002.078
2017-09-29,22675.433
2017-10-31,23879.614
2017-11-30,24977.337
2017-12-29,25086.686
2018-01-31,26549.407
2018-02-28,25326.156
2018-03-30,25011.265
2018-04-30,26151.471
2018-05-31,24373.379
2018-06-29,22608.363
2018-07-31,23213.978
2018-08-31,23137.943
2018-09-28,23531.102
2018-10-31,21829.99
2018-11-30,22199.951
2018-12-31,22047.242
2019-01-31,23210.232
2019-02-28,23212.359
2019-03-29,23340.176
2019-04-30,24804.268
2019-05-31,22920.096
2019-06-28,25285.178
2019-07-31,24805.429
2019-08-30,23174.583
2019-09-30,23347.387
2019-10-31,24641.415
2019-11-29,24254.826
2019-12-31,25097.32
2020-01-31,24353.017
2020-02-28,22542.127
2020-03-31,18150.646
2020-04-30,19700.38
2020-05-29,19052.685
2020-06-30,19997.382
2020-07-31,19514.013
2020-08-31,20189.628
2020-09-30,19332.852
2020-10-30,19106.384
2020-11-30,23550.369
2020-12-31,24026.087
2021-01-29,24184.093
2021-02-26,24961.122
2021-03-31,26306.669
2021-04-30,27174.695
2021-05-31,27361.785
2021-06-30,26419.016
2021-07-30,26851.064
2021-08-31,26472.54
2021-09-30,26877.609
2021-10-29,27885.295
2021-11-30,26002.164
2021-12-31,27447.708
2022-01-31,28719.155
2022-02-28,28523.599
2022-03-31,30472.858
2022-04-29,29623.304
2022-05-31,28786.574
2022-06-30,27244.835
2022-07-29,28403.086
2022-08-31,28848.78
2022-09-30,27265.37
2022-10-31,27991.869
2022-11-30,30699.791
2022-12-30,30812.137
2023-01-31,32283.365
2023-02-28,31010.634
2023-03-31,31582.683
2023-04-28,31735.124
2023-05-31,30857.401
2023-06-30,31221.765
2023-07-31,34166.167
2023-08-31,32660.301
2023-09-29,32319.921
2023-10-31,31171.049
2023-11-30,32011.698
2023-12-29,34137.61
2024-01-31,32967.808
2024-02-29,32221.696
2024-03-29,32740.953
2024-04-30,33511.678
2024-05-31,34402.636
2024-06-28,34947.043
2024-07-31,37006.15
2024-08-30,38608.092
2024-09-30,40715.105
2024-10-31,38680.981
2024-11-29,40098.01
2024-12-31,39835.739
2025-01-31,40996.747
2025-02-28,41784.608
2025-03-31,42637.484
2025-04-30,42295.578
2025-05-30,43657.249
2025-06-30,44916.94
2025-07-31,45620.772
2025-08-29,46977.631
2025-09-30,46253.166
2025-10-31,47322.533
