Date,ISRAEL SMALL GROWTH Small Cap
2003-02-20,330.955
2003-02-21,330.997
2003-02-24,334.537
2003-02-25,332.174
2003-02-26,331.632
2003-02-27,338.984
2003-02-28,338.814
2003-03-03,341.972
2003-03-04,341.148
2003-03-05,336.523
2003-03-06,340.378
2003-03-07,338.66
2003-03-10,336.438
2003-03-11,338.01
2003-03-12,339.064
2003-03-13,346.937
2003-03-14,345.308
2003-03-17,352.438
2003-03-18,353.19
2003-03-19,361.714
2003-03-20,360.505
2003-03-21,363.358
2003-03-24,359.02
2003-03-25,363.263
2003-03-26,368.941
2003-03-27,364.361
2003-03-28,364.265
2003-03-31,362.847
2003-04-01,371.863
2003-04-02,378.813
2003-04-03,384.248
2003-04-04,385.514
2003-04-07,392.462
2003-04-08,393.75
2003-04-09,394.247
2003-04-10,398.149
2003-04-11,398.48
2003-04-14,407.586
2003-04-15,415.331
2003-04-16,416.199
2003-04-17,418.342
2003-04-18,418.513
2003-04-21,418.355
2003-04-22,419.582
2003-04-23,419.628
2003-04-24,425.537
2003-04-25,420.332
2003-04-28,413.902
2003-04-29,424.304
2003-04-30,427.099
2003-05-01,429.405
2003-05-02,434.223
2003-05-05,450.067
2003-05-06,453.016
2003-05-07,450.506
2003-05-08,445.093
2003-05-09,447.876
2003-05-12,457.569
2003-05-13,452.971
2003-05-14,460.091
2003-05-15,461.021
2003-05-16,461.535
2003-05-19,440.904
2003-05-20,434.221
2003-05-21,427.232
2003-05-22,435.456
2003-05-23,440.339
2003-05-26,458.15
2003-05-27,470.244
2003-05-28,481.927
2003-05-29,484.319
2003-05-30,488.512
2003-06-02,485.547
2003-06-03,489.285
2003-06-04,484.93
2003-06-05,485.305
2003-06-06,484.225
2003-06-09,473.715
2003-06-10,470.666
2003-06-11,477.247
2003-06-12,477.526
2003-06-13,477.524
2003-06-16,499.176
2003-06-17,504.244
2003-06-18,505.527
2003-06-19,505.27
2003-06-20,503.992
2003-06-23,491.648
2003-06-24,490.02
2003-06-25,494.723
2003-06-26,503.854
2003-06-27,502.806
2003-06-30,505.114
2003-07-01,508.24
2003-07-02,531.01
2003-07-03,529.25
2003-07-04,526.582
2003-07-07,528.548
2003-07-08,515.218
2003-07-09,523.558
2003-07-10,508.923
2003-07-11,512.005
2003-07-14,515.626
2003-07-15,509.504
2003-07-16,498.51
2003-07-17,488.134
2003-07-18,490.765
2003-07-21,492.07
2003-07-22,489.296
2003-07-23,503.578
2003-07-24,500.303
2003-07-25,503.564
2003-07-28,509.644
2003-07-29,508.403
2003-07-30,501.051
2003-07-31,500.564
2003-08-01,498.309
2003-08-04,487.63
2003-08-05,489.565
2003-08-06,485.975
2003-08-07,488.283
2003-08-08,486.764
2003-08-11,483.525
2003-08-12,487.757
2003-08-13,494.6
2003-08-14,492.104
2003-08-15,492.809
2003-08-18,501.28
2003-08-19,499.044
2003-08-20,496.373
2003-08-21,494.135
2003-08-22,492.039
2003-08-25,488.919
2003-08-26,494.415
2003-08-27,497.933
2003-08-28,505.614
2003-08-29,505.563
2003-09-01,503.922
2003-09-02,516.647
2003-09-03,529.601
2003-09-04,531.601
2003-09-05,523.751
2003-09-08,522.635
2003-09-09,520.78
2003-09-10,503.476
2003-09-11,499.995
2003-09-12,501.781
2003-09-15,504.991
2003-09-16,517.042
2003-09-17,522.485
2003-09-18,524.713
2003-09-19,533.694
2003-09-22,532.0
2003-09-23,537.842
2003-09-24,535.28
2003-09-25,527.034
2003-09-26,524.0
2003-09-29,527.887
2003-09-30,520.501
2003-10-01,528.894
2003-10-02,544.237
2003-10-03,557.454
2003-10-06,569.746
2003-10-07,562.793
2003-10-08,562.284
2003-10-09,566.662
2003-10-10,576.852
2003-10-13,592.249
2003-10-14,590.294
2003-10-15,598.026
2003-10-16,594.668
2003-10-17,588.749
2003-10-20,584.349
2003-10-21,593.144
2003-10-22,579.968
2003-10-23,571.186
2003-10-24,569.917
2003-10-27,573.9
2003-10-28,585.341
2003-10-29,600.399
2003-10-30,592.698
2003-10-31,590.345
2003-11-03,606.67
2003-11-04,609.707
2003-11-05,623.548
2003-11-06,623.321
2003-11-07,622.329
2003-11-10,611.518
2003-11-11,597.429
2003-11-12,610.638
2003-11-13,623.296
2003-11-14,622.257
2003-11-17,609.29
2003-11-18,614.342
2003-11-19,612.829
2003-11-20,604.241
2003-11-21,608.498
2003-11-24,618.682
2003-11-25,635.296
2003-11-26,639.524
2003-11-27,639.602
2003-11-28,647.234
2003-12-01,646.629
2003-12-02,636.42
2003-12-03,614.815
2003-12-04,605.001
2003-12-05,597.785
2003-12-08,587.301
2003-12-09,602.56
2003-12-10,593.385
2003-12-11,619.487
2003-12-12,621.992
2003-12-15,631.033
2003-12-16,627.976
2003-12-17,627.609
2003-12-18,633.665
2003-12-19,635.629
2003-12-22,637.583
2003-12-23,641.535
2003-12-24,644.038
2003-12-25,647.284
2003-12-26,645.876
2003-12-29,655.293
2003-12-30,653.413
2003-12-31,652.888
2004-01-01,657.883
2004-01-02,661.029
2004-01-05,689.046
2004-01-06,698.785
2004-01-07,699.862
2004-01-08,716.749
2004-01-09,718.299
2004-01-12,722.597
2004-01-13,730.697
2004-01-14,731.193
2004-01-15,740.821
2004-01-16,750.662
2004-01-19,760.894
2004-01-20,764.718
2004-01-21,724.237
2004-01-22,707.927
2004-01-23,715.289
2004-01-26,711.805
2004-01-27,716.875
2004-01-28,705.787
2004-01-29,689.265
2004-01-30,690.905
2004-02-02,678.374
2004-02-03,669.51
2004-02-04,645.468
2004-02-05,656.005
2004-02-06,656.933
2004-02-09,683.938
2004-02-10,683.939
2004-02-11,687.98
2004-02-12,690.88
2004-02-13,688.334
2004-02-16,690.532
2004-02-17,695.41
2004-02-18,696.54
2004-02-19,695.547
2004-02-20,691.163
2004-02-23,681.86
2004-02-24,668.744
2004-02-25,678.392
2004-02-26,681.032
2004-02-27,684.61
2004-03-01,695.9
2004-03-02,697.121
2004-03-03,689.901
2004-03-04,699.223
2004-03-05,702.098
2004-03-08,697.936
2004-03-09,690.202
2004-03-10,680.143
2004-03-11,667.792
2004-03-12,673.418
2004-03-15,679.959
2004-03-16,686.115
2004-03-17,691.863
2004-03-18,694.684
2004-03-19,691.733
2004-03-22,670.796
2004-03-23,669.875
2004-03-24,655.209
2004-03-25,666.586
2004-03-26,671.807
2004-03-29,679.413
2004-03-30,686.825
2004-03-31,689.285
2004-04-01,696.43
2004-04-02,703.983
2004-04-05,714.449
2004-04-06,709.928
2004-04-07,712.985
2004-04-08,721.311
2004-04-09,721.72
2004-04-12,720.523
2004-04-13,716.409
2004-04-14,709.773
2004-04-15,707.057
2004-04-16,691.082
2004-04-19,706.381
2004-04-20,697.888
2004-04-21,694.766
2004-04-22,696.903
2004-04-23,696.817
2004-04-26,699.977
2004-04-27,695.419
2004-04-28,675.126
2004-04-29,657.583
2004-04-30,649.39
2004-05-03,638.345
2004-05-04,651.614
2004-05-05,655.824
2004-05-06,649.12
2004-05-07,646.193
2004-05-10,615.567
2004-05-11,630.717
2004-05-12,630.006
2004-05-13,629.383
2004-05-14,621.731
2004-05-17,605.595
2004-05-18,612.765
2004-05-19,625.784
2004-05-20,620.731
2004-05-21,623.476
2004-05-24,633.088
2004-05-25,638.174
2004-05-26,641.669
2004-05-27,651.724
2004-05-28,651.978
2004-05-31,650.764
2004-06-01,653.37
2004-06-02,658.991
2004-06-03,646.909
2004-06-04,648.272
2004-06-07,648.273
2004-06-08,645.927
2004-06-09,636.915
2004-06-10,635.252
2004-06-11,635.328
2004-06-14,625.709
2004-06-15,626.691
2004-06-16,637.903
2004-06-17,640.126
2004-06-18,641.244
2004-06-21,646.781
2004-06-22,654.076
2004-06-23,663.376
2004-06-24,665.414
2004-06-25,663.931
2004-06-28,665.476
2004-06-29,664.859
2004-06-30,671.337
2004-07-01,668.203
2004-07-02,671.165
2004-07-05,671.708
2004-07-06,659.647
2004-07-07,662.84
2004-07-08,648.804
2004-07-09,656.179
2004-07-12,649.929
2004-07-13,648.447
2004-07-14,643.906
2004-07-15,652.562
2004-07-16,655.645
2004-07-19,650.044
2004-07-20,656.377
2004-07-21,645.265
2004-07-22,640.702
2004-07-23,632.601
2004-07-26,616.765
2004-07-27,632.795
2004-07-28,615.593
2004-07-29,632.548
2004-07-30,633.989
2004-08-02,632.736
2004-08-03,616.514
2004-08-04,605.178
2004-08-05,606.288
2004-08-06,597.552
2004-08-09,587.306
2004-08-10,596.146
2004-08-11,578.406
2004-08-12,568.01
2004-08-13,564.587
2004-08-16,562.157
2004-08-17,575.859
2004-08-18,589.777
2004-08-19,597.671
2004-08-20,603.684
2004-08-23,609.68
2004-08-24,609.495
2004-08-25,612.559
2004-08-26,609.788
2004-08-27,610.752
2004-08-30,604.553
2004-08-31,599.9
2004-09-01,602.82
2004-09-02,606.72
2004-09-03,604.41
2004-09-06,606.078
2004-09-07,622.655
2004-09-08,621.088
2004-09-09,625.907
2004-09-10,632.983
2004-09-13,641.966
2004-09-14,644.537
2004-09-15,640.406
2004-09-16,647.924
2004-09-17,646.639
2004-09-20,646.08
2004-09-21,653.416
2004-09-22,644.33
2004-09-23,642.963
2004-09-24,642.387
2004-09-27,639.407
2004-09-28,643.18
2004-09-29,645.146
2004-09-30,652.151
2004-10-01,661.588
2004-10-04,673.489
2004-10-05,670.544
2004-10-06,674.864
2004-10-07,669.351
2004-10-08,661.287
2004-10-11,656.366
2004-10-12,649.107
2004-10-13,659.896
2004-10-14,648.402
2004-10-15,646.206
2004-10-18,643.432
2004-10-19,652.784
2004-10-20,653.589
2004-10-21,662.881
2004-10-22,651.475
2004-10-25,644.547
2004-10-26,646.959
2004-10-27,650.164
2004-10-28,645.745
2004-10-29,642.503
2004-11-01,646.336
2004-11-02,652.458
2004-11-03,673.513
2004-11-04,674.571
2004-11-05,677.515
2004-11-08,683.961
2004-11-09,682.841
2004-11-10,680.08
2004-11-11,687.935
2004-11-12,700.815
2004-11-15,709.138
2004-11-16,716.465
2004-11-17,715.012
2004-11-18,718.215
2004-11-19,714.042
2004-11-22,703.88
2004-11-23,712.058
2004-11-24,718.684
2004-11-25,718.302
2004-11-26,720.887
2004-11-29,714.547
2004-11-30,711.503
2004-12-01,719.558
2004-12-02,722.643
2004-12-03,725.156
2004-12-06,736.192
2004-12-07,736.766
2004-12-08,728.538
2004-12-09,718.568
2004-12-10,723.602
2004-12-13,732.792
2004-12-14,734.035
2004-12-15,738.129
2004-12-16,738.055
2004-12-17,734.631
2004-12-20,729.477
2004-12-21,721.94
2004-12-22,727.087
2004-12-23,736.639
2004-12-24,738.075
2004-12-27,749.419
2004-12-28,749.55
2004-12-29,745.746
2004-12-30,755.242
2004-12-31,760.479
2005-01-03,759.962
2005-01-04,750.19
2005-01-05,735.859
2005-01-06,745.035
2005-01-07,750.88
2005-01-10,768.743
2005-01-11,762.368
2005-01-12,762.763
2005-01-13,767.142
2005-01-14,762.485
2005-01-17,758.093
2005-01-18,760.374
2005-01-19,745.557
2005-01-20,737.259
2005-01-21,735.218
2005-01-24,731.718
2005-01-25,728.003
2005-01-26,722.35
2005-01-27,721.954
2005-01-28,722.022
2005-01-31,736.377
2005-02-01,744.905
2005-02-02,746.079
2005-02-03,751.196
2005-02-04,766.617
2005-02-07,759.235
2005-02-08,759.038
2005-02-09,750.986
2005-02-10,746.755
2005-02-11,757.063
2005-02-14,766.121
2005-02-15,768.791
2005-02-16,753.463
2005-02-17,753.58
2005-02-18,752.665
2005-02-21,751.625
2005-02-22,742.994
2005-02-23,739.686
2005-02-24,745.004
2005-02-25,747.636
2005-02-28,753.04
2005-03-01,763.097
2005-03-02,765.408
2005-03-03,771.774
2005-03-04,774.875
2005-03-07,786.485
2005-03-08,785.276
2005-03-09,781.341
2005-03-10,767.959
2005-03-11,764.744
2005-03-14,765.746
2005-03-15,765.087
2005-03-16,754.977
2005-03-17,752.877
2005-03-18,749.848
2005-03-21,754.483
2005-03-22,750.362
2005-03-23,732.743
2005-03-24,729.273
2005-03-25,730.223
2005-03-28,734.986
2005-03-29,723.836
2005-03-30,719.876
2005-03-31,723.224
2005-04-01,722.396
2005-04-04,716.825
2005-04-05,720.642
2005-04-06,720.065
2005-04-07,732.947
2005-04-08,726.854
2005-04-11,728.515
2005-04-12,730.209
2005-04-13,724.876
2005-04-14,713.507
2005-04-15,701.203
2005-04-18,704.328
2005-04-19,717.223
2005-04-20,714.146
2005-04-21,722.052
2005-04-22,717.894
2005-04-25,719.537
2005-04-26,711.819
2005-04-27,704.067
2005-04-28,702.586
2005-04-29,707.796
2005-05-02,718.905
2005-05-03,719.838
2005-05-04,727.317
2005-05-05,733.881
2005-05-06,736.764
2005-05-09,745.573
2005-05-10,742.406
2005-05-11,752.264
2005-05-12,752.076
2005-05-13,749.044
2005-05-16,750.83
2005-05-17,751.08
2005-05-18,751.71
2005-05-19,754.771
2005-05-20,753.152
2005-05-23,749.231
2005-05-24,750.27
2005-05-25,753.213
2005-05-26,757.203
2005-05-27,757.127
2005-05-30,756.778
2005-05-31,759.966
2005-06-01,763.134
2005-06-02,767.103
2005-06-03,761.842
2005-06-06,763.507
2005-06-07,767.593
2005-06-08,765.991
2005-06-09,759.247
2005-06-10,765.23
2005-06-13,760.897
2005-06-14,758.583
2005-06-15,747.171
2005-06-16,749.135
2005-06-17,746.92
2005-06-20,722.528
2005-06-21,731.771
2005-06-22,734.563
2005-06-23,725.949
2005-06-24,717.445
2005-06-27,709.275
2005-06-28,715.09
2005-06-29,721.642
2005-06-30,718.094
2005-07-01,705.196
2005-07-04,709.616
2005-07-05,696.453
2005-07-06,710.903
2005-07-07,716.848
2005-07-08,717.594
2005-07-11,729.442
2005-07-12,732.167
2005-07-13,732.3
2005-07-14,731.212
2005-07-15,729.888
2005-07-18,724.5
2005-07-19,728.146
2005-07-20,735.879
2005-07-21,736.34
2005-07-22,739.855
2005-07-25,739.368
2005-07-26,741.966
2005-07-27,742.976
2005-07-28,745.519
2005-07-29,747.976
2005-08-01,750.492
2005-08-02,762.335
2005-08-03,751.31
2005-08-04,746.279
2005-08-05,747.828
2005-08-08,738.083
2005-08-09,746.766
2005-08-10,745.808
2005-08-11,748.869
2005-08-12,742.526
2005-08-15,751.434
2005-08-16,751.32
2005-08-17,768.742
2005-08-18,771.254
2005-08-19,768.435
2005-08-22,761.682
2005-08-23,762.499
2005-08-24,759.793
2005-08-25,756.883
2005-08-26,752.811
2005-08-29,747.89
2005-08-30,747.598
2005-08-31,749.907
2005-09-01,763.04
2005-09-02,764.561
2005-09-05,766.179
2005-09-06,771.059
2005-09-07,773.002
2005-09-08,775.476
2005-09-09,778.592
2005-09-12,787.809
2005-09-13,787.727
2005-09-14,790.16
2005-09-15,787.774
2005-09-16,792.606
2005-09-19,782.713
2005-09-20,769.366
2005-09-21,757.149
2005-09-22,744.296
2005-09-23,748.499
2005-09-26,756.033
2005-09-27,759.97
2005-09-28,745.44
2005-09-29,747.381
2005-09-30,758.403
2005-10-03,773.724
2005-10-04,774.736
2005-10-05,763.486
2005-10-06,752.971
2005-10-07,757.446
2005-10-10,756.636
2005-10-11,745.131
2005-10-12,728.581
2005-10-13,730.809
2005-10-14,736.175
2005-10-17,725.39
2005-10-18,727.276
2005-10-19,723.34
2005-10-20,722.326
2005-10-21,733.804
2005-10-24,745.745
2005-10-25,749.546
2005-10-26,748.735
2005-10-27,744.478
2005-10-28,743.849
2005-10-31,761.571
2005-11-01,770.672
2005-11-02,778.963
2005-11-03,775.441
2005-11-04,782.212
2005-11-07,782.698
2005-11-08,772.833
2005-11-09,774.961
2005-11-10,771.082
2005-11-11,770.211
2005-11-14,753.883
2005-11-15,749.096
2005-11-16,750.718
2005-11-17,759.134
2005-11-18,765.591
2005-11-21,751.231
2005-11-22,747.89
2005-11-23,749.385
2005-11-24,748.632
2005-11-25,754.324
2005-11-28,770.95
2005-11-29,766.867
2005-11-30,770.169
2005-12-01,776.612
2005-12-02,776.556
2005-12-05,778.578
2005-12-06,782.995
2005-12-07,782.24
2005-12-08,785.656
2005-12-09,790.736
2005-12-12,800.429
2005-12-13,801.162
2005-12-14,800.56
2005-12-15,811.628
2005-12-16,806.918
2005-12-19,800.105
2005-12-20,807.11
2005-12-21,816.458
2005-12-22,821.931
2005-12-23,820.999
2005-12-26,816.61
2005-12-27,808.763
2005-12-28,805.333
2005-12-29,801.566
2005-12-30,798.779
2006-01-02,814.017
2006-01-03,822.398
2006-01-04,826.031
2006-01-05,818.255
2006-01-06,823.099
2006-01-09,840.818
2006-01-10,847.236
2006-01-11,857.825
2006-01-12,857.834
2006-01-13,854.079
2006-01-16,860.213
2006-01-17,858.292
2006-01-18,860.139
2006-01-19,873.073
2006-01-20,863.095
2006-01-23,866.305
2006-01-24,867.31
2006-01-25,853.597
2006-01-26,852.436
2006-01-27,846.763
2006-01-30,842.884
2006-01-31,841.187
2006-02-01,845.66
2006-02-02,837.439
2006-02-03,835.675
2006-02-06,822.166
2006-02-07,812.805
2006-02-08,816.578
2006-02-09,825.967
2006-02-10,824.126
2006-02-13,819.352
2006-02-14,807.009
2006-02-15,804.926
2006-02-16,805.056
2006-02-17,805.16
2006-02-20,800.329
2006-02-21,791.393
2006-02-22,790.583
2006-02-23,789.942
2006-02-24,791.119
2006-02-27,808.697
2006-02-28,807.986
2006-03-01,819.971
2006-03-02,823.334
2006-03-03,824.861
2006-03-06,821.139
2006-03-07,812.027
2006-03-08,808.131
2006-03-09,804.002
2006-03-10,805.024
2006-03-13,806.582
2006-03-14,808.515
2006-03-15,814.785
2006-03-16,815.067
2006-03-17,819.227
2006-03-20,814.523
2006-03-21,812.027
2006-03-22,812.193
2006-03-23,817.484
2006-03-24,824.581
2006-03-27,825.843
2006-03-28,820.943
2006-03-29,819.27
2006-03-30,813.932
2006-03-31,805.342
2006-04-03,798.863
2006-04-04,811.833
2006-04-05,828.144
2006-04-06,831.369
2006-04-07,832.102
2006-04-10,836.733
2006-04-11,830.568
2006-04-12,828.353
2006-04-13,835.822
2006-04-14,835.822
2006-04-17,832.489
2006-04-18,837.476
2006-04-19,838.79
2006-04-20,837.977
2006-04-21,830.921
2006-04-24,827.802
2006-04-25,834.475
2006-04-26,849.652
2006-04-27,856.222
2006-04-28,860.624
2006-05-01,868.702
2006-05-02,867.91
2006-05-03,864.171
2006-05-04,873.058
2006-05-05,876.187
2006-05-08,886.464
2006-05-09,892.698
2006-05-10,888.389
2006-05-11,878.379
2006-05-12,874.318
2006-05-15,862.789
2006-05-16,874.742
2006-05-17,861.488
2006-05-18,865.07
2006-05-19,867.296
2006-05-22,838.87
2006-05-23,844.649
2006-05-24,833.682
2006-05-25,835.027
2006-05-26,836.358
2006-05-29,843.26
2006-05-30,833.745
2006-05-31,835.5
2006-06-01,838.226
2006-06-02,838.957
2006-06-05,837.559
2006-06-06,815.134
2006-06-07,812.987
2006-06-08,808.669
2006-06-09,808.537
2006-06-12,790.797
2006-06-13,774.549
2006-06-14,767.258
2006-06-15,781.517
2006-06-16,781.458
2006-06-19,781.73
2006-06-20,776.986
2006-06-21,781.401
2006-06-22,793.358
2006-06-23,791.409
2006-06-26,787.088
2006-06-27,781.519
2006-06-28,772.982
2006-06-29,782.932
2006-06-30,791.424
2006-07-03,810.857
2006-07-04,816.264
2006-07-05,806.804
2006-07-06,811.394
2006-07-07,808.1
2006-07-10,803.065
2006-07-11,790.923
2006-07-12,753.315
2006-07-13,720.277
2006-07-14,713.934
2006-07-17,722.529
2006-07-18,734.876
2006-07-19,734.617
2006-07-20,738.935
2006-07-21,731.99
2006-07-24,732.963
2006-07-25,738.818
2006-07-26,724.655
2006-07-27,729.55
2006-07-28,731.533
2006-07-31,750.715
2006-08-01,752.632
2006-08-02,779.784
2006-08-03,778.508
2006-08-04,779.477
2006-08-07,774.581
2006-08-08,773.42
2006-08-09,763.054
2006-08-10,748.771
2006-08-11,750.105
2006-08-14,766.113
2006-08-15,773.948
2006-08-16,776.586
2006-08-17,788.674
2006-08-18,789.422
2006-08-21,790.183
2006-08-22,785.674
2006-08-23,783.178
2006-08-24,778.492
2006-08-25,777.458
2006-08-28,765.584
2006-08-29,774.954
2006-08-30,779.957
2006-08-31,776.525
2006-09-01,777.297
2006-09-04,771.211
2006-09-05,770.304
2006-09-06,760.542
2006-09-07,757.562
2006-09-08,760.191
2006-09-11,761.252
2006-09-12,772.922
2006-09-13,781.52
2006-09-14,778.913
2006-09-15,778.754
2006-09-18,791.208
2006-09-19,788.607
2006-09-20,793.997
2006-09-21,796.711
2006-09-22,792.219
2006-09-25,792.067
2006-09-26,795.003
2006-09-27,796.46
2006-09-28,801.389
2006-09-29,799.026
2006-10-02,797.468
2006-10-03,795.216
2006-10-04,813.395
2006-10-05,821.2
2006-10-06,825.028
2006-10-09,831.927
2006-10-10,838.705
2006-10-11,842.104
2006-10-12,853.276
2006-10-13,857.105
2006-10-16,868.822
2006-10-17,860.435
2006-10-18,862.095
2006-10-19,868.92
2006-10-20,869.274
2006-10-23,870.938
2006-10-24,869.108
2006-10-25,874.382
2006-10-26,881.107
2006-10-27,874.919
2006-10-30,875.706
2006-10-31,875.698
2006-11-01,876.109
2006-11-02,854.838
2006-11-03,857.031
2006-11-06,867.039
2006-11-07,858.831
2006-11-08,852.699
2006-11-09,854.806
2006-11-10,858.863
2006-11-13,872.356
2006-11-14,883.988
2006-11-15,881.843
2006-11-16,877.412
2006-11-17,874.717
2006-11-20,876.357
2006-11-21,877.811
2006-11-22,888.583
2006-11-23,883.728
2006-11-24,881.641
2006-11-27,881.1
2006-11-28,876.255
2006-11-29,887.823
2006-11-30,892.969
2006-12-01,891.595
2006-12-04,896.5
2006-12-05,901.071
2006-12-06,902.334
2006-12-07,903.853
2006-12-08,905.58
2006-12-11,902.661
2006-12-12,899.387
2006-12-13,901.135
2006-12-14,901.093
2006-12-15,897.32
2006-12-18,888.194
2006-12-19,881.401
2006-12-20,891.363
2006-12-21,895.881
2006-12-22,894.004
2006-12-25,881.466
2006-12-26,876.167
2006-12-27,877.845
2006-12-28,877.728
2006-12-29,877.007
2007-01-01,890.159
2007-01-02,897.469
2007-01-03,903.475
2007-01-04,900.246
2007-01-05,896.784
2007-01-08,895.116
2007-01-09,892.415
2007-01-10,876.925
2007-01-11,882.064
2007-01-12,884.421
2007-01-15,891.922
2007-01-16,898.254
2007-01-17,896.166
2007-01-18,893.198
2007-01-19,896.327
2007-01-22,900.632
2007-01-23,898.988
2007-01-24,902.879
2007-01-25,895.227
2007-01-26,896.256
2007-01-29,895.176
2007-01-30,892.012
2007-01-31,890.901
2007-02-01,898.849
2007-02-02,902.197
2007-02-05,910.508
2007-02-06,912.73
2007-02-07,930.675
2007-02-08,936.321
2007-02-09,935.634
2007-02-12,939.942
2007-02-13,951.417
2007-02-14,958.015
2007-02-15,949.732
2007-02-16,952.959
2007-02-19,958.598
2007-02-20,947.394
2007-02-21,941.473
2007-02-22,942.662
2007-02-23,942.779
2007-02-26,948.368
2007-02-27,930.788
2007-02-28,929.5
2007-03-01,914.663
2007-03-02,912.916
2007-03-05,891.496
2007-03-06,912.808
2007-03-07,918.141
2007-03-08,930.775
2007-03-09,929.192
2007-03-12,938.866
2007-03-13,929.314
2007-03-14,906.21
2007-03-15,904.807
2007-03-16,903.449
2007-03-19,904.817
2007-03-20,911.14
2007-03-21,917.056
2007-03-22,925.99
2007-03-23,926.907
2007-03-26,930.386
2007-03-27,937.97
2007-03-28,925.047
2007-03-29,928.943
2007-03-30,932.039
2007-04-02,931.788
2007-04-03,934.979
2007-04-04,944.34
2007-04-05,943.176
2007-04-06,943.176
2007-04-09,942.738
2007-04-10,949.095
