Date,AUSTRIA SMALL CAP Small Cap
2005-11-10,271.438
2005-11-11,271.791
2005-11-14,272.749
2005-11-15,271.756
2005-11-16,271.578
2005-11-17,276.887
2005-11-18,277.27
2005-11-21,278.656
2005-11-22,279.152
2005-11-23,280.975
2005-11-24,282.891
2005-11-25,283.215
2005-11-28,285.049
2005-11-29,285.408
2005-11-30,285.396
2005-12-01,285.378
2005-12-02,285.726
2005-12-05,287.911
2005-12-06,285.72
2005-12-07,284.765
2005-12-08,287.267
2005-12-09,288.344
2005-12-12,295.327
2005-12-13,295.215
2005-12-14,299.403
2005-12-15,299.188
2005-12-16,299.669
2005-12-19,300.834
2005-12-20,300.737
2005-12-21,301.221
2005-12-22,303.951
2005-12-23,307.248
2005-12-26,307.248
2005-12-27,306.155
2005-12-28,307.786
2005-12-29,308.391
2005-12-30,307.128
2006-01-02,308.212
2006-01-03,318.448
2006-01-04,327.292
2006-01-05,331.569
2006-01-06,333.05
2006-01-09,331.449
2006-01-10,325.267
2006-01-11,325.197
2006-01-12,325.961
2006-01-13,325.977
2006-01-16,328.487
2006-01-17,325.66
2006-01-18,322.381
2006-01-19,326.466
2006-01-20,327.304
2006-01-23,331.569
2006-01-24,332.746
2006-01-25,332.954
2006-01-26,333.909
2006-01-27,336.358
2006-01-30,337.317
2006-01-31,337.374
2006-02-01,340.976
2006-02-02,339.105
2006-02-03,334.234
2006-02-06,334.979
2006-02-07,332.32
2006-02-08,332.224
2006-02-09,335.167
2006-02-10,332.239
2006-02-13,331.875
2006-02-14,328.804
2006-02-15,329.47
2006-02-16,331.866
2006-02-17,337.296
2006-02-20,341.799
2006-02-21,341.462
2006-02-22,339.798
2006-02-23,342.186
2006-02-24,340.502
2006-02-27,343.072
2006-02-28,340.617
2006-03-01,342.58
2006-03-02,341.235
2006-03-03,343.873
2006-03-06,345.907
2006-03-07,339.782
2006-03-08,334.656
2006-03-09,334.253
2006-03-10,331.414
2006-03-13,336.313
2006-03-14,339.999
2006-03-15,339.845
2006-03-16,345.441
2006-03-17,345.368
2006-03-20,347.956
2006-03-21,345.182
2006-03-22,349.104
2006-03-23,344.839
2006-03-24,347.566
2006-03-27,352.336
2006-03-28,356.982
2006-03-29,356.165
2006-03-30,360.948
2006-03-31,360.595
2006-04-03,362.638
2006-04-04,366.406
2006-04-05,368.284
2006-04-06,373.596
2006-04-07,371.965
2006-04-10,370.093
2006-04-11,365.621
2006-04-12,362.464
2006-04-13,365.644
2006-04-14,365.644
2006-04-17,371.452
2006-04-18,371.646
2006-04-19,377.039
2006-04-20,377.541
2006-04-21,381.061
2006-04-24,384.201
2006-04-25,391.858
2006-04-26,398.442
2006-04-27,398.314
2006-04-28,404.279
2006-05-01,404.985
2006-05-02,409.106
2006-05-03,414.81
2006-05-04,416.812
2006-05-05,425.736
2006-05-08,432.028
2006-05-09,425.306
2006-05-10,422.364
2006-05-11,427.141
2006-05-12,423.086
2006-05-15,411.536
2006-05-16,403.957
2006-05-17,394.298
2006-05-18,381.656
2006-05-19,382.449
2006-05-22,345.71
2006-05-23,361.995
2006-05-24,356.128
2006-05-25,356.63
2006-05-26,366.577
2006-05-29,372.022
2006-05-30,370.476
2006-05-31,368.104
2006-06-01,373.258
2006-06-02,382.31
2006-06-05,382.635
2006-06-06,365.918
2006-06-07,366.469
2006-06-08,348.191
2006-06-09,351.796
2006-06-12,344.503
2006-06-13,326.901
2006-06-14,331.898
2006-06-15,332.03
2006-06-16,342.509
2006-06-19,342.571
2006-06-20,348.44
2006-06-21,353.909
2006-06-22,356.525
2006-06-23,359.726
2006-06-26,359.12
2006-06-27,361.721
2006-06-28,356.113
2006-06-29,357.958
2006-06-30,372.688
2006-07-03,377.915
2006-07-04,377.075
2006-07-05,372.311
2006-07-06,374.639
2006-07-07,375.81
2006-07-10,375.12
2006-07-11,372.906
2006-07-12,369.661
2006-07-13,366.196
2006-07-14,360.954
2006-07-17,351.302
2006-07-18,347.96
2006-07-19,355.618
2006-07-20,362.214
2006-07-21,360.88
2006-07-24,361.586
2006-07-25,362.633
2006-07-26,364.746
2006-07-27,374.13
2006-07-28,376.477
2006-07-31,376.91
2006-08-01,373.891
2006-08-02,377.566
2006-08-03,375.822
2006-08-04,376.425
2006-08-07,372.923
2006-08-08,372.272
2006-08-09,373.092
2006-08-10,368.673
2006-08-11,367.005
2006-08-14,365.328
2006-08-15,366.532
2006-08-16,370.359
2006-08-17,374.666
2006-08-18,374.695
2006-08-21,377.444
2006-08-22,375.341
2006-08-23,377.082
2006-08-24,377.642
2006-08-25,374.808
2006-08-28,376.942
2006-08-29,375.18
2006-08-30,378.022
2006-08-31,377.682
2006-09-01,379.436
2006-09-04,382.856
2006-09-05,382.332
2006-09-06,381.756
2006-09-07,377.791
2006-09-08,377.245
2006-09-11,377.259
2006-09-12,378.846
2006-09-13,379.294
2006-09-14,382.611
2006-09-15,380.594
2006-09-18,382.884
2006-09-19,383.81
2006-09-20,382.126
2006-09-21,379.76
2006-09-22,381.441
2006-09-25,378.131
2006-09-26,376.457
2006-09-27,380.903
2006-09-28,383.996
2006-09-29,384.937
2006-10-02,380.959
2006-10-03,381.497
2006-10-04,380.355
2006-10-05,385.94
2006-10-06,382.722
2006-10-09,385.32
2006-10-10,385.729
2006-10-11,389.544
2006-10-12,387.907
2006-10-13,390.299
2006-10-16,399.913
2006-10-17,398.322
2006-10-18,398.745
2006-10-19,403.062
2006-10-20,404.442
2006-10-23,404.561
2006-10-24,406.902
2006-10-25,409.482
2006-10-26,412.149
2006-10-27,415.271
2006-10-30,411.253
2006-10-31,416.806
2006-11-01,417.1
2006-11-02,418.511
2006-11-03,416.437
2006-11-06,421.384
2006-11-07,421.728
2006-11-08,424.903
2006-11-09,425.968
2006-11-10,428.011
2006-11-13,426.457
2006-11-14,426.134
2006-11-15,424.081
2006-11-16,426.231
2006-11-17,424.744
2006-11-20,423.669
2006-11-21,426.573
2006-11-22,433.894
2006-11-23,433.806
2006-11-24,439.476
2006-11-27,434.074
2006-11-28,429.532
2006-11-29,437.518
2006-11-30,441.965
2006-12-01,445.611
2006-12-04,448.233
2006-12-05,451.83
2006-12-06,455.941
2006-12-07,456.17
2006-12-08,456.89
2006-12-11,453.758
2006-12-12,452.755
2006-12-13,451.637
2006-12-14,454.258
2006-12-15,452.758
2006-12-18,451.918
2006-12-19,454.13
2006-12-20,454.618
2006-12-21,456.212
2006-12-22,453.772
2006-12-25,453.772
2006-12-26,453.064
2006-12-27,457.534
2006-12-28,460.612
2006-12-29,462.118
2007-01-01,462.118
2007-01-02,465.817
2007-01-03,463.394
2007-01-04,457.88
2007-01-05,453.264
2007-01-08,452.256
2007-01-09,456.769
2007-01-10,452.444
2007-01-11,455.291
2007-01-12,459.568
2007-01-15,466.623
2007-01-16,465.506
2007-01-17,462.616
2007-01-18,461.416
2007-01-19,465.326
2007-01-22,469.971
2007-01-23,472.071
2007-01-24,474.682
2007-01-25,476.924
2007-01-26,470.196
2007-01-29,475.382
2007-01-30,478.606
2007-01-31,485.498
2007-02-01,484.245
2007-02-02,486.093
2007-02-05,489.3
2007-02-06,489.921
2007-02-07,495.371
2007-02-08,496.776
2007-02-09,499.853
2007-02-12,496.315
2007-02-13,496.049
2007-02-14,500.971
2007-02-15,500.803
2007-02-16,498.579
2007-02-19,504.689
2007-02-20,506.936
2007-02-21,505.96
2007-02-22,512.234
2007-02-23,518.395
2007-02-26,522.915
2007-02-27,501.492
2007-02-28,494.269
2007-03-01,489.301
2007-03-02,491.88
2007-03-05,486.067
2007-03-06,496.629
2007-03-07,506.295
2007-03-08,520.884
2007-03-09,524.263
2007-03-12,526.531
2007-03-13,519.117
2007-03-14,509.779
2007-03-15,519.618
2007-03-16,524.042
2007-03-19,538.739
2007-03-20,537.097
2007-03-21,539.043
2007-03-22,545.651
2007-03-23,544.181
2007-03-26,549.229
2007-03-27,547.732
2007-03-28,545.465
2007-03-29,547.558
2007-03-30,550.472
2007-04-02,553.977
2007-04-03,559.876
2007-04-04,562.459
2007-04-05,573.479
2007-04-06,573.479
2007-04-09,570.491
2007-04-10,579.055
2007-04-11,578.395
2007-04-12,572.217
2007-04-13,572.766
2007-04-16,573.622
2007-04-17,573.927
2007-04-18,572.304
2007-04-19,565.427
2007-04-20,569.377
2007-04-23,570.701
2007-04-24,569.073
2007-04-25,575.341
2007-04-26,577.393
2007-04-27,580.403
2007-04-30,576.785
2007-05-01,574.629
2007-05-02,567.331
2007-05-03,563.394
2007-05-04,562.345
2007-05-07,567.277
2007-05-08,565.361
2007-05-09,570.209
2007-05-10,571.102
2007-05-11,563.026
2007-05-14,565.159
2007-05-15,565.151
2007-05-16,558.808
2007-05-17,555.432
2007-05-18,557.653
2007-05-21,563.565
2007-05-22,566.756
2007-05-23,577.718
2007-05-24,580.811
2007-05-25,578.236
2007-05-28,578.236
2007-05-29,575.338
2007-05-30,570.004
2007-05-31,581.285
2007-06-01,579.218
2007-06-04,576.663
2007-06-05,572.09
2007-06-06,561.842
2007-06-07,560.426
2007-06-08,550.529
2007-06-11,554.564
2007-06-12,556.352
2007-06-13,548.544
2007-06-14,550.791
2007-06-15,556.384
2007-06-18,560.395
2007-06-19,554.831
2007-06-20,546.168
2007-06-21,530.315
2007-06-22,533.466
2007-06-25,531.437
2007-06-26,533.13
2007-06-27,534.194
2007-06-28,543.177
2007-06-29,550.845
2007-07-02,570.831
2007-07-03,570.571
2007-07-04,571.829
2007-07-05,571.602
2007-07-06,572.959
2007-07-09,576.677
2007-07-10,572.138
2007-07-11,567.0
2007-07-12,564.929
2007-07-13,568.651
2007-07-16,566.921
2007-07-17,564.979
2007-07-18,560.508
2007-07-19,568.481
2007-07-20,568.633
2007-07-23,568.047
2007-07-24,570.331
2007-07-25,555.371
2007-07-26,537.986
2007-07-27,518.688
2007-07-30,508.837
2007-07-31,526.106
2007-08-01,523.451
2007-08-02,530.566
2007-08-03,529.414
2007-08-06,519.346
2007-08-07,524.326
2007-08-08,526.488
2007-08-09,515.531
2007-08-10,504.789
2007-08-13,505.184
2007-08-14,502.962
2007-08-15,499.181
2007-08-16,473.16
2007-08-17,463.252
2007-08-20,469.016
2007-08-21,464.96
2007-08-22,481.783
2007-08-23,492.94
2007-08-24,500.474
2007-08-27,508.821
2007-08-28,498.107
2007-08-29,500.811
2007-08-30,500.785
2007-08-31,511.195
2007-09-03,521.214
2007-09-04,523.191
2007-09-05,516.989
2007-09-06,518.25
2007-09-07,505.352
2007-09-10,499.719
2007-09-11,504.784
2007-09-12,504.981
2007-09-13,507.096
2007-09-14,503.232
2007-09-17,497.172
2007-09-18,502.664
2007-09-19,517.48
2007-09-20,518.611
2007-09-21,520.023
2007-09-24,519.402
2007-09-25,516.877
2007-09-26,518.33
2007-09-27,512.345
2007-09-28,506.254
2007-10-01,511.005
2007-10-02,516.784
2007-10-03,520.043
2007-10-04,523.794
2007-10-05,534.195
2007-10-08,535.073
2007-10-09,538.36
2007-10-10,541.524
2007-10-11,547.873
2007-10-12,545.777
2007-10-15,553.022
2007-10-16,547.734
2007-10-17,555.875
2007-10-18,558.127
2007-10-19,556.901
2007-10-22,541.681
2007-10-23,550.304
2007-10-24,552.393
2007-10-25,557.759
2007-10-26,560.878
2007-10-29,571.482
2007-10-30,568.351
2007-10-31,576.88
2007-11-01,575.564
2007-11-02,570.515
2007-11-05,563.738
2007-11-06,573.21
2007-11-07,565.538
2007-11-08,557.261
2007-11-09,547.403
2007-11-12,534.859
2007-11-13,533.06
2007-11-14,536.314
2007-11-15,513.38
2007-11-16,511.867
2007-11-19,492.676
2007-11-20,493.073
2007-11-21,474.09
2007-11-22,476.458
2007-11-23,483.865
2007-11-26,490.824
2007-11-27,494.275
2007-11-28,496.298
2007-11-29,509.756
2007-11-30,514.848
2007-12-03,514.739
2007-12-04,508.166
2007-12-05,511.144
2007-12-06,510.625
2007-12-07,519.275
2007-12-10,524.585
2007-12-11,523.918
2007-12-12,519.685
2007-12-13,503.47
2007-12-14,496.121
2007-12-17,481.086
2007-12-18,487.014
2007-12-19,479.976
2007-12-20,481.99
2007-12-21,489.033
2007-12-24,490.122
2007-12-25,490.122
2007-12-26,493.491
2007-12-27,505.822
2007-12-28,512.136
2007-12-31,509.21
2008-01-01,509.21
2008-01-02,509.59
2008-01-03,504.421
2008-01-04,502.133
2008-01-07,490.528
2008-01-08,495.267
2008-01-09,484.832
2008-01-10,473.219
2008-01-11,467.704
2008-01-14,470.575
2008-01-15,455.661
2008-01-16,441.568
2008-01-17,440.931
2008-01-18,436.396
2008-01-21,408.941
2008-01-22,419.491
2008-01-23,410.129
2008-01-24,429.529
2008-01-25,436.997
2008-01-28,433.621
2008-01-29,444.167
2008-01-30,446.031
2008-01-31,456.216
2008-02-01,468.011
2008-02-04,477.318
2008-02-05,461.457
2008-02-06,462.687
2008-02-07,450.391
2008-02-08,448.957
2008-02-11,446.007
2008-02-12,458.058
2008-02-13,460.003
2008-02-14,462.313
2008-02-15,462.072
2008-02-18,464.357
2008-02-19,471.375
2008-02-20,469.665
2008-02-21,475.81
2008-02-22,476.538
2008-02-25,478.056
2008-02-26,483.722
2008-02-27,487.938
2008-02-28,485.719
2008-02-29,483.123
2008-03-03,480.91
2008-03-04,476.789
2008-03-05,487.143
2008-03-06,491.666
2008-03-07,483.956
2008-03-10,480.42
2008-03-11,479.292
2008-03-12,485.684
2008-03-13,482.316
2008-03-14,481.573
2008-03-17,473.195
2008-03-18,479.805
2008-03-19,471.217
2008-03-20,458.244
2008-03-21,458.244
2008-03-24,457.59
2008-03-25,476.512
2008-03-26,479.793
2008-03-27,487.78
2008-03-28,488.097
2008-03-31,493.011
2008-04-01,494.1
2008-04-02,497.831
2008-04-03,494.505
2008-04-04,500.336
2008-04-07,500.783
2008-04-08,497.812
2008-04-09,498.244
2008-04-10,492.021
2008-04-11,493.436
2008-04-14,492.996
2008-04-15,497.563
2008-04-16,509.339
2008-04-17,504.857
2008-04-18,506.285
2008-04-21,512.871
2008-04-22,508.603
2008-04-23,505.844
2008-04-24,498.895
2008-04-25,502.492
2008-04-28,507.031
2008-04-29,505.16
2008-04-30,505.855
2008-05-01,502.005
2008-05-02,507.943
2008-05-05,514.756
2008-05-06,514.633
2008-05-07,516.785
2008-05-08,513.555
2008-05-09,511.795
2008-05-12,514.084
2008-05-13,521.692
2008-05-14,520.469
2008-05-15,528.631
2008-05-16,539.348
2008-05-19,545.343
2008-05-20,542.866
2008-05-21,545.218
2008-05-22,543.42
2008-05-23,545.961
2008-05-26,545.563
2008-05-27,539.736
2008-05-28,540.229
2008-05-29,536.913
2008-05-30,535.991
2008-06-02,541.828
2008-06-03,541.426
2008-06-04,535.324
2008-06-05,541.14
2008-06-06,545.59
2008-06-09,535.138
2008-06-10,521.071
2008-06-11,514.786
2008-06-12,513.013
2008-06-13,514.655
2008-06-16,525.086
2008-06-17,529.603
2008-06-18,519.358
2008-06-19,513.126
2008-06-20,512.231
2008-06-23,506.609
2008-06-24,502.106
2008-06-25,502.186
2008-06-26,498.773
2008-06-27,494.207
2008-06-30,496.339
2008-07-01,486.539
2008-07-02,482.372
2008-07-03,474.332
2008-07-04,463.698
2008-07-07,472.907
2008-07-08,464.307
2008-07-09,469.4
2008-07-10,462.888
2008-07-11,455.796
2008-07-14,449.321
2008-07-15,435.845
2008-07-16,423.099
2008-07-17,437.026
2008-07-18,440.427
2008-07-21,450.007
2008-07-22,448.202
2008-07-23,454.797
2008-07-24,450.715
2008-07-25,449.293
2008-07-28,450.413
2008-07-29,446.646
2008-07-30,452.803
2008-07-31,455.752
2008-08-01,447.782
2008-08-04,446.174
2008-08-05,444.852
2008-08-06,446.65
2008-08-07,449.959
2008-08-08,440.313
2008-08-11,441.506
2008-08-12,435.459
2008-08-13,431.769
2008-08-14,432.246
2008-08-15,426.211
2008-08-18,427.1
2008-08-19,416.664
2008-08-20,416.683
2008-08-21,417.883
2008-08-22,418.213
2008-08-25,418.039
2008-08-26,418.088
2008-08-27,419.562
2008-08-28,421.047
2008-08-29,427.602
2008-09-01,424.602
2008-09-02,425.373
2008-09-03,420.627
2008-09-04,411.941
2008-09-05,401.38
2008-09-08,404.973
2008-09-09,404.282
2008-09-10,397.247
2008-09-11,387.43
2008-09-12,399.298
2008-09-15,393.34
2008-09-16,383.066
2008-09-17,376.253
2008-09-18,363.473
2008-09-19,381.075
2008-09-22,390.187
2008-09-23,379.609
2008-09-24,382.028
2008-09-25,386.597
2008-09-26,379.964
2008-09-29,348.022
2008-09-30,335.696
2008-10-01,341.064
2008-10-02,333.989
2008-10-03,333.783
2008-10-06,307.917
2008-10-07,291.475
2008-10-08,261.109
2008-10-09,263.455
2008-10-10,246.166
2008-10-13,270.835
2008-10-14,291.342
2008-10-15,283.058
2008-10-16,268.598
2008-10-17,271.625
2008-10-20,272.424
2008-10-21,268.872
2008-10-22,253.478
2008-10-23,249.706
2008-10-24,234.285
2008-10-27,217.718
2008-10-28,216.708
2008-10-29,224.597
2008-10-30,231.239
2008-10-31,233.509
2008-11-03,245.335
2008-11-04,262.806
2008-11-05,261.968
2008-11-06,244.202
2008-11-07,242.356
2008-11-10,242.066
2008-11-11,229.619
2008-11-12,224.331
2008-11-13,223.24
2008-11-14,228.57
2008-11-17,228.624
2008-11-18,221.45
2008-11-19,217.962
2008-11-20,206.214
2008-11-21,205.231
2008-11-24,214.869
2008-11-25,213.774
2008-11-26,218.325
2008-11-27,226.419
2008-11-28,221.093
2008-12-01,218.274
2008-12-02,223.212
2008-12-03,224.846
2008-12-04,228.715
2008-12-05,224.893
2008-12-08,229.372
2008-12-09,232.796
2008-12-10,238.722
2008-12-11,240.343
2008-12-12,243.457
2008-12-15,253.645
2008-12-16,264.061
2008-12-17,273.089
2008-12-18,267.947
2008-12-19,241.026
2008-12-22,243.755
2008-12-23,242.36
2008-12-24,243.134
2008-12-25,243.134
2008-12-26,244.307
2008-12-29,247.977
2008-12-30,254.175
2008-12-31,249.791
2009-01-01,249.791
2009-01-02,262.271
2009-01-05,263.109
2009-01-06,258.265
2009-01-07,271.133
2009-01-08,272.715
2009-01-09,272.61
2009-01-12,267.773
2009-01-13,263.272
2009-01-14,254.786
2009-01-15,251.855
2009-01-16,261.253
2009-01-19,255.062
2009-01-20,249.466
2009-01-21,245.656
2009-01-22,249.01
2009-01-23,245.168
2009-01-26,254.712
2009-01-27,257.474
2009-01-28,262.202
2009-01-29,260.803
2009-01-30,258.871
2009-02-02,251.736
2009-02-03,257.237
2009-02-04,258.645
2009-02-05,255.644
2009-02-06,260.08
2009-02-09,264.544
2009-02-10,262.4
2009-02-11,258.449
2009-02-12,250.918
2009-02-13,256.488
2009-02-16,250.105
2009-02-17,229.946
2009-02-18,227.092
2009-02-19,234.665
2009-02-20,232.359
2009-02-23,231.104
2009-02-24,224.092
2009-02-25,228.996
2009-02-26,235.803
2009-02-27,234.677
2009-03-02,226.016
2009-03-03,224.457
2009-03-04,225.744
2009-03-05,220.521
2009-03-06,214.458
2009-03-09,210.189
2009-03-10,217.088
2009-03-11,219.858
2009-03-12,223.673
2009-03-13,229.686
2009-03-16,235.007
2009-03-17,233.629
2009-03-18,232.547
2009-03-19,247.375
2009-03-20,248.027
2009-03-23,258.346
2009-03-24,255.989
2009-03-25,257.996
2009-03-26,259.66
2009-03-27,256.105
2009-03-30,248.832
2009-03-31,259.933
2009-04-01,262.524
2009-04-02,270.799
2009-04-03,273.583
2009-04-06,271.827
2009-04-07,264.912
2009-04-08,264.099
2009-04-09,270.786
2009-04-10,270.786
2009-04-13,273.083
2009-04-14,282.43
2009-04-15,281.262
2009-04-16,287.345
2009-04-17,298.396
2009-04-20,288.52
2009-04-21,287.489
2009-04-22,294.067
2009-04-23,297.927
2009-04-24,297.108
2009-04-27,296.964
2009-04-28,294.119
2009-04-29,303.942
2009-04-30,307.33
2009-05-01,307.376
2009-05-04,319.97
2009-05-05,323.941
2009-05-06,327.592
2009-05-07,332.422
2009-05-08,336.355
2009-05-11,337.426
2009-05-12,337.087
2009-05-13,324.671
2009-05-14,324.763
2009-05-15,335.027
2009-05-18,337.156
2009-05-19,343.748
2009-05-20,351.288
2009-05-21,350.931
2009-05-22,346.905
2009-05-25,349.454
2009-05-26,346.852
2009-05-27,345.418
2009-05-28,340.921
2009-05-29,351.351
2009-06-01,351.413
2009-06-02,365.619
2009-06-03,361.571
2009-06-04,361.959
2009-06-05,357.222
2009-06-08,346.73
2009-06-09,358.424
2009-06-10,362.456
2009-06-11,364.138
2009-06-12,361.402
2009-06-15,352.391
2009-06-16,351.042
2009-06-17,344.869
2009-06-18,343.548
2009-06-19,343.442
2009-06-22,334.81
2009-06-23,339.736
2009-06-24,347.133
2009-06-25,346.84
2009-06-26,355.593
2009-06-29,356.86
2009-06-30,353.727
2009-07-01,364.592
2009-07-02,358.762
2009-07-03,356.719
2009-07-06,348.341
2009-07-07,351.147
2009-07-08,344.348
2009-07-09,347.523
2009-07-10,344.217
2009-07-13,347.776
2009-07-14,356.203
2009-07-15,367.808
2009-07-16,369.298
2009-07-17,364.952
2009-07-20,372.872
2009-07-21,373.036
2009-07-22,371.188
2009-07-23,375.251
2009-07-24,372.237
2009-07-27,374.812
2009-07-28,370.617
2009-07-29,372.039
2009-07-30,373.439
2009-07-31,378.419
2009-08-03,387.008
2009-08-04,391.89
2009-08-05,405.257
2009-08-06,407.774
2009-08-07,403.881
2009-08-10,411.417
2009-08-11,405.706
2009-08-12,413.294
2009-08-13,426.857
2009-08-14,425.599
2009-08-17,412.785
2009-08-18,423.587
2009-08-19,423.123
2009-08-20,433.345
2009-08-21,449.144
2009-08-24,469.354
2009-08-25,471.386
2009-08-26,467.705
2009-08-27,462.648
2009-08-28,475.786
2009-08-31,464.411
2009-09-01,457.153
2009-09-02,444.451
2009-09-03,452.175
2009-09-04,456.515
2009-09-07,471.791
2009-09-08,481.351
2009-09-09,487.804
2009-09-10,488.401
2009-09-11,497.119
2009-09-14,499.841
2009-09-15,505.292
2009-09-16,512.405
2009-09-17,516.763
2009-09-18,511.819
2009-09-21,505.611
2009-09-22,521.588
2009-09-23,520.83
2009-09-24,517.71
2009-09-25,516.515
2009-09-28,516.465
2009-09-29,515.764
2009-09-30,520.82
2009-10-01,512.851
2009-10-02,501.091
2009-10-05,506.305
2009-10-06,530.222
2009-10-07,533.07
2009-10-08,547.816
2009-10-09,549.396
2009-10-12,552.929
2009-10-13,550.179
2009-10-14,567.287
2009-10-15,568.959
2009-10-16,565.137
2009-10-19,572.074
2009-10-20,564.26
2009-10-21,564.438
2009-10-22,552.154
2009-10-23,553.241
2009-10-26,550.423
2009-10-27,527.313
2009-10-28,492.342
2009-10-29,515.342
2009-10-30,496.496
2009-11-02,500.902
2009-11-03,488.216
2009-11-04,507.835
2009-11-05,517.198
2009-11-06,517.225
2009-11-09,526.862
2009-11-10,523.983
2009-11-11,520.076
2009-11-12,522.678
2009-11-13,526.858
2009-11-16,540.06
2009-11-17,533.824
2009-11-18,537.37
2009-11-19,522.384
2009-11-20,520.17
2009-11-23,531.317
2009-11-24,529.103
2009-11-25,531.592
2009-11-26,512.04
2009-11-27,516.293
2009-11-30,514.845
2009-12-01,529.495
2009-12-02,534.582
2009-12-03,535.522
2009-12-04,530.219
2009-12-07,526.805
2009-12-08,523.483
2009-12-09,514.345
2009-12-10,517.208
2009-12-11,519.917
2009-12-14,524.753
2009-12-15,518.549
2009-12-16,517.06
2009-12-17,506.442
2009-12-18,502.334
2009-12-21,507.19
2009-12-22,502.342
2009-12-23,504.762
2009-12-24,505.625
2009-12-25,505.625
2009-12-28,508.884
2009-12-29,513.158
2009-12-30,513.021
2009-12-31,514.689
2010-01-01,514.689
2010-01-04,528.827
2010-01-05,539.046
2010-01-06,537.961
2010-01-07,540.871
2010-01-08,540.265
2010-01-11,552.522
2010-01-12,551.043
2010-01-13,551.134
2010-01-14,553.613
2010-01-15,551.297
2010-01-18,550.956
2010-01-19,548.154
2010-01-20,530.409
2010-01-21,524.711
2010-01-22,524.244
2010-01-25,521.819
2010-01-26,515.594
2010-01-27,508.145
2010-01-28,505.475
2010-01-29,504.219
2010-02-01,506.18
2010-02-02,518.131
2010-02-03,512.986
2010-02-04,497.398
2010-02-05,483.08
2010-02-08,480.272
2010-02-09,481.313
2010-02-10,483.526
2010-02-11,484.39
2010-02-12,480.357
2010-02-15,480.505
2010-02-16,488.782
2010-02-17,494.294
2010-02-18,494.618
2010-02-19,488.585
2010-02-22,492.839
2010-02-23,486.345
2010-02-24,489.227
2010-02-25,479.66
2010-02-26,484.907
2010-03-01,484.126
2010-03-02,489.024
2010-03-03,495.42
2010-03-04,490.147
2010-03-05,495.965
2010-03-08,499.441
2010-03-09,496.157
2010-03-10,502.18
2010-03-11,504.782
2010-03-12,513.835
2010-03-15,511.9
2010-03-16,519.914
2010-03-17,523.472
2010-03-18,518.916
2010-03-19,515.586
2010-03-22,515.913
2010-03-23,519.681
2010-03-24,513.722
2010-03-25,517.945
2010-03-26,520.972
2010-03-29,527.122
2010-03-30,520.558
2010-03-31,522.204
2010-04-01,528.72
2010-04-02,528.72
2010-04-05,527.509
2010-04-06,529.775
2010-04-07,532.966
2010-04-08,532.138
2010-04-09,542.81
2010-04-12,549.485
2010-04-13,546.389
2010-04-14,552.301
2010-04-15,553.045
2010-04-16,549.244
2010-04-19,538.367
2010-04-20,544.209
2010-04-21,539.689
2010-04-22,535.766
2010-04-23,546.933
2010-04-26,548.377
2010-04-27,539.756
2010-04-28,518.194
2010-04-29,523.399
2010-04-30,524.93
2010-05-03,525.044
2010-05-04,503.523
2010-05-05,481.955
2010-05-06,469.942
2010-05-07,450.374
2010-05-10,484.488
2010-05-11,471.991
2010-05-12,480.78
2010-05-13,476.439
2010-05-14,465.716
2010-05-17,462.459
2010-05-18,465.967
2010-05-19,458.338
2010-05-20,450.153
2010-05-21,448.57
2010-05-24,442.176
2010-05-25,421.681
2010-05-26,426.817
2010-05-27,443.968
2010-05-28,448.696
2010-05-31,446.986
2010-06-01,445.761
2010-06-02,440.712
2010-06-03,440.82
2010-06-04,425.083
2010-06-07,416.082
2010-06-08,412.84
2010-06-09,422.216
2010-06-10,432.095
2010-06-11,439.606
2010-06-14,450.053
2010-06-15,454.091
2010-06-16,451.963
2010-06-17,451.246
2010-06-18,454.328
2010-06-21,460.3
2010-06-22,457.116
2010-06-23,453.332
2010-06-24,448.812
2010-06-25,444.344
2010-06-28,449.226
2010-06-29,432.958
2010-06-30,430.768
2010-07-01,428.68
2010-07-02,432.991
2010-07-05,434.115
2010-07-06,441.632
2010-07-07,445.374
2010-07-08,450.253
2010-07-09,448.029
2010-07-12,444.354
2010-07-13,453.452
2010-07-14,459.054
2010-07-15,460.543
2010-07-16,459.649
2010-07-19,455.927
2010-07-20,451.973
2010-07-21,450.632
2010-07-22,462.168
2010-07-23,459.478
2010-07-26,469.204
2010-07-27,473.881
2010-07-28,476.845
2010-07-29,488.782
2010-07-30,489.197
2010-08-02,503.318
2010-08-03,504.733
2010-08-04,501.462
2010-08-05,498.362
2010-08-06,499.729
2010-08-09,505.125
2010-08-10,492.676
2010-08-11,475.939
2010-08-12,467.877
2010-08-13,466.682
2010-08-16,468.203
2010-08-17,478.71
2010-08-18,478.911
2010-08-19,476.996
2010-08-20,465.397
2010-08-23,464.235
2010-08-24,457.54
2010-08-25,453.743
2010-08-26,457.543
2010-08-27,459.206
2010-08-30,460.281
2010-08-31,462.583
2010-09-01,473.91
2010-09-02,477.044
2010-09-03,482.658
2010-09-06,485.243
2010-09-07,474.612
2010-09-08,482.717
2010-09-09,484.717
2010-09-10,481.864
2010-09-13,490.523
2010-09-14,496.161
2010-09-15,501.049
2010-09-16,506.054
2010-09-17,507.126
2010-09-20,511.501
2010-09-21,515.374
2010-09-22,517.987
