Date,ITALY SMID CAP SMID (Small+Mid Cap)
2002-08-13,294.65
2002-08-14,293.252
2002-08-15,291.068
2002-08-16,299.175
2002-08-19,302.752
2002-08-20,301.208
2002-08-21,305.244
2002-08-22,306.849
2002-08-23,305.575
2002-08-26,304.913
2002-08-27,311.384
2002-08-28,305.963
2002-08-29,300.763
2002-08-30,300.528
2002-09-02,299.693
2002-09-03,294.748
2002-09-04,294.164
2002-09-05,290.526
2002-09-06,293.517
2002-09-09,288.557
2002-09-10,291.936
2002-09-11,295.295
2002-09-12,290.745
2002-09-13,288.387
2002-09-16,286.226
2002-09-17,283.704
2002-09-18,280.309
2002-09-19,278.842
2002-09-20,278.762
2002-09-23,267.042
2002-09-24,263.568
2002-09-25,264.022
2002-09-26,268.079
2002-09-27,268.112
2002-09-30,263.048
2002-10-01,263.139
2002-10-02,266.08
2002-10-03,264.831
2002-10-04,257.656
2002-10-07,255.281
2002-10-08,250.886
2002-10-09,248.409
2002-10-10,251.712
2002-10-11,259.47
2002-10-14,258.429
2002-10-15,269.773
2002-10-16,267.114
2002-10-17,270.992
2002-10-18,271.309
2002-10-21,273.295
2002-10-22,275.897
2002-10-23,271.207
2002-10-24,275.318
2002-10-25,274.888
2002-10-28,278.396
2002-10-29,272.029
2002-10-30,277.233
2002-10-31,282.68
2002-11-01,284.359
2002-11-04,295.055
2002-11-05,298.329
2002-11-06,294.785
2002-11-07,288.958
2002-11-08,288.221
2002-11-11,283.55
2002-11-12,286.016
2002-11-13,285.668
2002-11-14,289.575
2002-11-15,290.275
2002-11-18,293.387
2002-11-19,294.124
2002-11-20,293.214
2002-11-21,298.295
2002-11-22,298.222
2002-11-25,297.397
2002-11-26,295.88
2002-11-27,302.53
2002-11-28,307.571
2002-11-29,308.679
2002-12-02,307.572
2002-12-03,301.123
2002-12-04,303.14
2002-12-05,298.824
2002-12-06,298.37
2002-12-09,293.42
2002-12-10,296.515
2002-12-11,299.286
2002-12-12,298.642
2002-12-13,297.249
2002-12-16,300.515
2002-12-17,302.241
2002-12-18,297.345
2002-12-19,293.356
2002-12-20,296.519
2002-12-23,294.638
2002-12-24,295.863
2002-12-25,295.863
2002-12-26,296.609
2002-12-27,295.032
2002-12-30,296.841
2002-12-31,298.006
2003-01-01,298.006
2003-01-02,303.56
2003-01-03,307.503
2003-01-06,311.808
2003-01-07,306.664
2003-01-08,303.367
2003-01-09,309.948
2003-01-10,311.419
2003-01-13,312.539
2003-01-14,314.895
2003-01-15,311.515
2003-01-16,311.838
2003-01-17,306.813
2003-01-20,305.326
2003-01-21,301.041
2003-01-22,297.488
2003-01-23,299.206
2003-01-24,298.977
2003-01-27,295.532
2003-01-28,294.059
2003-01-29,294.993
2003-01-30,294.492
2003-01-31,295.175
2003-02-03,299.092
2003-02-04,295.891
2003-02-05,298.24
2003-02-06,296.626
2003-02-07,296.288
2003-02-10,290.849
2003-02-11,294.515
2003-02-12,293.305
2003-02-13,296.264
2003-02-14,297.857
2003-02-17,300.808
2003-02-18,303.258
2003-02-19,300.358
2003-02-20,301.79
2003-02-21,304.564
2003-02-24,301.805
2003-02-25,296.222
2003-02-26,296.19
2003-02-27,297.846
2003-02-28,301.513
2003-03-03,303.696
2003-03-04,301.424
2003-03-05,300.794
2003-03-06,295.644
2003-03-07,293.777
2003-03-10,289.498
2003-03-11,288.853
2003-03-12,283.191
2003-03-13,284.584
2003-03-14,289.979
2003-03-17,291.724
2003-03-18,290.933
2003-03-19,292.798
2003-03-20,290.053
2003-03-21,295.311
2003-03-24,291.764
2003-03-25,295.265
2003-03-26,296.056
2003-03-27,293.331
2003-03-28,295.971
2003-03-31,294.217
2003-04-01,295.025
2003-04-02,299.375
2003-04-03,301.128
2003-04-04,300.711
2003-04-07,305.903
2003-04-08,307.975
2003-04-09,307.304
2003-04-10,310.021
2003-04-11,309.779
2003-04-14,312.024
2003-04-15,314.522
2003-04-16,315.171
2003-04-17,319.737
2003-04-18,319.737
2003-04-21,318.359
2003-04-22,323.295
2003-04-23,326.504
2003-04-24,327.681
2003-04-25,324.714
2003-04-28,328.201
2003-04-29,330.562
2003-04-30,336.439
2003-05-01,339.529
2003-05-02,338.17
2003-05-05,342.768
2003-05-06,347.252
2003-05-07,347.477
2003-05-08,344.861
2003-05-09,345.073
2003-05-12,345.923
2003-05-13,346.57
2003-05-14,347.964
2003-05-15,349.214
2003-05-16,352.366
2003-05-19,346.835
2003-05-20,345.484
2003-05-21,342.254
2003-05-22,347.665
2003-05-23,350.911
2003-05-26,353.003
2003-05-27,354.74
2003-05-28,355.403
2003-05-29,359.756
2003-05-30,363.291
2003-06-02,364.404
2003-06-03,361.563
2003-06-04,362.345
2003-06-05,366.187
2003-06-06,365.995
2003-06-09,364.275
2003-06-10,363.947
2003-06-11,369.588
2003-06-12,368.642
2003-06-13,369.045
2003-06-16,375.304
2003-06-17,375.658
2003-06-18,373.379
2003-06-19,370.832
2003-06-20,369.081
2003-06-23,362.65
2003-06-24,362.283
2003-06-25,365.315
2003-06-26,360.519
2003-06-27,359.688
2003-06-30,356.665
2003-07-01,355.007
2003-07-02,354.377
2003-07-03,353.51
2003-07-04,353.897
2003-07-07,356.851
2003-07-08,356.822
2003-07-09,356.748
2003-07-10,354.673
2003-07-11,355.237
2003-07-14,357.24
2003-07-15,354.649
2003-07-16,354.292
2003-07-17,352.106
2003-07-18,354.792
2003-07-21,355.078
2003-07-22,355.893
2003-07-23,359.742
2003-07-24,363.802
2003-07-25,364.418
2003-07-28,366.192
2003-07-29,364.243
2003-07-30,362.596
2003-07-31,361.245
2003-08-01,358.955
2003-08-04,359.723
2003-08-05,360.843
2003-08-06,358.738
2003-08-07,359.7
2003-08-08,358.261
2003-08-11,358.877
2003-08-12,359.573
2003-08-13,360.802
2003-08-14,363.246
2003-08-15,362.988
2003-08-18,362.248
2003-08-19,361.315
2003-08-20,362.556
2003-08-21,359.629
2003-08-22,357.533
2003-08-25,356.413
2003-08-26,354.366
2003-08-27,356.319
2003-08-28,357.692
2003-08-29,359.288
2003-09-01,361.771
2003-09-02,359.647
2003-09-03,364.4
2003-09-04,366.308
2003-09-05,371.61
2003-09-08,377.836
2003-09-09,376.628
2003-09-10,373.753
2003-09-11,374.283
2003-09-12,377.368
2003-09-15,378.786
2003-09-16,379.133
2003-09-17,381.802
2003-09-18,385.277
2003-09-19,388.347
2003-09-22,385.239
2003-09-23,386.086
2003-09-24,385.794
2003-09-25,385.269
2003-09-26,380.981
2003-09-29,382.336
2003-09-30,380.689
2003-10-01,386.64
2003-10-02,388.608
2003-10-03,391.97
2003-10-06,391.678
2003-10-07,393.914
2003-10-08,395.186
2003-10-09,396.491
2003-10-10,397.486
2003-10-13,396.937
2003-10-14,398.649
2003-10-15,400.769
2003-10-16,402.046
2003-10-17,397.882
2003-10-20,397.546
2003-10-21,398.867
2003-10-22,397.906
2003-10-23,396.042
2003-10-24,397.648
2003-10-27,397.912
2003-10-28,397.808
2003-10-29,400.107
2003-10-30,401.54
2003-10-31,401.061
2003-11-03,399.371
2003-11-04,400.338
2003-11-05,398.194
2003-11-06,397.492
2003-11-07,402.793
2003-11-10,404.288
2003-11-11,401.422
2003-11-12,406.711
2003-11-13,410.832
2003-11-14,412.801
2003-11-17,408.079
2003-11-18,413.855
2003-11-19,414.669
2003-11-20,412.154
2003-11-21,413.875
2003-11-24,414.999
2003-11-25,416.714
2003-11-26,420.604
2003-11-27,424.368
2003-11-28,429.727
2003-12-01,432.565
2003-12-02,436.836
2003-12-03,440.623
2003-12-04,442.29
2003-12-05,443.266
2003-12-08,444.427
2003-12-09,441.127
2003-12-10,438.197
2003-12-11,435.196
2003-12-12,436.253
2003-12-15,439.376
2003-12-16,440.85
2003-12-17,442.785
2003-12-18,442.636
2003-12-19,435.392
2003-12-22,427.367
2003-12-23,427.795
2003-12-24,429.0
2003-12-25,429.0
2003-12-26,428.828
2003-12-29,432.233
2003-12-30,434.575
2003-12-31,437.454
2004-01-01,437.454
2004-01-02,441.312
2004-01-05,446.455
2004-01-06,449.837
2004-01-07,441.549
2004-01-08,444.96
2004-01-09,450.574
2004-01-12,449.258
2004-01-13,447.332
2004-01-14,447.814
2004-01-15,446.907
2004-01-16,440.411
2004-01-19,444.802
2004-01-20,450.321
2004-01-21,452.778
2004-01-22,453.99
2004-01-23,455.719
2004-01-26,452.343
2004-01-27,457.836
2004-01-28,458.347
2004-01-29,447.622
2004-01-30,447.354
2004-02-02,448.471
2004-02-03,449.046
2004-02-04,448.8
2004-02-05,448.976
2004-02-06,455.283
2004-02-09,456.937
2004-02-10,458.83
2004-02-11,456.748
2004-02-12,461.531
2004-02-13,457.094
2004-02-16,457.904
2004-02-17,462.406
2004-02-18,463.459
2004-02-19,457.544
2004-02-20,452.504
2004-02-23,452.826
2004-02-24,454.824
2004-02-25,452.04
2004-02-26,448.304
2004-02-27,450.873
2004-03-01,452.786
2004-03-02,447.488
2004-03-03,442.464
2004-03-04,445.724
2004-03-05,455.433
2004-03-08,454.193
2004-03-09,453.602
2004-03-10,445.947
2004-03-11,438.868
2004-03-12,435.549
2004-03-15,426.039
2004-03-16,433.023
2004-03-17,430.311
2004-03-18,431.187
2004-03-19,427.303
2004-03-22,421.936
2004-03-23,421.209
2004-03-24,417.828
2004-03-25,421.756
2004-03-26,418.491
2004-03-29,424.874
2004-03-30,424.806
2004-03-31,428.952
2004-04-01,435.038
2004-04-02,432.195
2004-04-05,430.354
2004-04-06,431.048
2004-04-07,436.461
2004-04-08,435.343
2004-04-09,435.343
2004-04-12,434.12
2004-04-13,432.045
2004-04-14,430.451
2004-04-15,429.839
2004-04-16,433.243
2004-04-19,435.043
2004-04-20,434.008
2004-04-21,431.449
2004-04-22,433.695
2004-04-23,433.422
2004-04-26,435.494
2004-04-27,437.777
2004-04-28,432.474
2004-04-29,433.447
2004-04-30,433.501
2004-05-03,434.02
2004-05-04,436.148
2004-05-05,439.617
2004-05-06,430.099
2004-05-07,424.212
2004-05-10,414.219
2004-05-11,417.014
2004-05-12,415.586
2004-05-13,417.48
2004-05-14,416.448
2004-05-17,414.806
2004-05-18,416.282
2004-05-19,425.481
2004-05-20,420.213
2004-05-21,423.292
2004-05-24,423.33
2004-05-25,426.577
2004-05-26,430.64
2004-05-27,438.588
2004-05-28,437.776
2004-05-31,436.059
2004-06-01,435.21
2004-06-02,439.478
2004-06-03,438.243
2004-06-04,441.167
2004-06-07,446.128
2004-06-08,445.18
2004-06-09,437.816
2004-06-10,439.362
2004-06-11,435.185
2004-06-14,435.152
2004-06-15,439.09
2004-06-16,438.444
2004-06-17,439.972
2004-06-18,442.25
2004-06-21,442.879
2004-06-22,442.307
2004-06-23,443.973
2004-06-24,449.991
2004-06-25,450.088
2004-06-28,456.486
2004-06-29,452.888
2004-06-30,454.676
2004-07-01,453.728
2004-07-02,457.457
2004-07-05,454.847
2004-07-06,451.117
2004-07-07,453.826
2004-07-08,455.548
2004-07-09,455.737
2004-07-12,454.511
2004-07-13,452.124
2004-07-14,452.22
2004-07-15,448.397
2004-07-16,452.486
2004-07-19,450.232
2004-07-20,448.212
2004-07-21,445.118
2004-07-22,442.007
2004-07-23,436.953
2004-07-26,436.515
2004-07-27,435.873
2004-07-28,434.587
2004-07-29,439.953
2004-07-30,440.663
2004-08-02,439.888
2004-08-03,441.335
2004-08-04,437.41
2004-08-05,436.283
2004-08-06,437.261
2004-08-09,433.329
2004-08-10,437.415
2004-08-11,430.344
2004-08-12,430.451
2004-08-13,433.707
2004-08-16,437.259
2004-08-17,437.46
2004-08-18,435.741
2004-08-19,439.304
2004-08-20,437.531
2004-08-23,437.386
2004-08-24,435.689
2004-08-25,434.664
2004-08-26,436.185
2004-08-27,435.554
2004-08-30,435.503
2004-08-31,439.452
2004-09-01,442.507
2004-09-02,445.717
2004-09-03,444.332
2004-09-06,445.737
2004-09-07,443.916
2004-09-08,446.125
2004-09-09,445.418
2004-09-10,452.881
2004-09-13,453.686
2004-09-14,454.293
2004-09-15,450.165
2004-09-16,451.254
2004-09-17,455.274
2004-09-20,454.288
2004-09-21,461.33
2004-09-22,459.234
2004-09-23,460.112
2004-09-24,459.703
2004-09-27,456.507
2004-09-28,458.346
2004-09-29,462.119
2004-09-30,464.242
2004-10-01,467.26
2004-10-04,465.687
2004-10-05,468.128
2004-10-06,467.836
2004-10-07,467.882
2004-10-08,473.702
2004-10-11,472.154
2004-10-12,466.698
2004-10-13,467.732
2004-10-14,470.788
2004-10-15,473.494
2004-10-18,474.304
2004-10-19,475.105
2004-10-20,475.102
2004-10-21,476.009
2004-10-22,477.705
2004-10-25,477.739
2004-10-26,480.157
2004-10-27,484.033
2004-10-28,484.703
2004-10-29,484.638
2004-11-01,488.405
2004-11-02,488.137
2004-11-03,492.563
2004-11-04,494.255
2004-11-05,497.369
2004-11-08,499.585
2004-11-09,498.898
2004-11-10,499.732
2004-11-11,501.68
2004-11-12,503.229
2004-11-15,503.13
2004-11-16,502.622
2004-11-17,509.983
2004-11-18,509.726
2004-11-19,510.975
2004-11-22,510.069
2004-11-23,511.674
2004-11-24,513.903
2004-11-25,519.492
2004-11-26,519.48
2004-11-29,520.611
2004-11-30,519.803
2004-12-01,523.005
2004-12-02,523.472
2004-12-03,528.0
2004-12-06,531.119
2004-12-07,534.819
2004-12-08,528.478
2004-12-09,524.968
2004-12-10,525.814
2004-12-13,532.58
2004-12-14,533.805
2004-12-15,541.306
2004-12-16,536.327
2004-12-17,534.296
2004-12-20,544.89
2004-12-21,546.052
2004-12-22,548.987
2004-12-23,555.106
2004-12-24,556.544
2004-12-27,560.548
2004-12-28,561.661
2004-12-29,561.826
2004-12-30,564.757
2004-12-31,563.204
2005-01-03,560.656
2005-01-04,557.17
2005-01-05,556.053
2005-01-06,555.348
2005-01-07,552.119
2005-01-10,553.82
2005-01-11,547.639
2005-01-12,553.553
2005-01-13,554.079
2005-01-14,553.448
2005-01-17,554.601
2005-01-18,551.597
2005-01-19,554.521
2005-01-20,551.031
2005-01-21,554.624
2005-01-24,554.548
2005-01-25,556.407
2005-01-26,560.419
2005-01-27,557.122
2005-01-28,555.625
2005-01-31,564.218
2005-02-01,564.809
2005-02-02,567.178
2005-02-03,564.39
2005-02-04,567.522
2005-02-07,566.019
2005-02-08,566.01
2005-02-09,567.387
2005-02-10,571.622
2005-02-11,572.959
2005-02-14,579.239
2005-02-15,579.335
2005-02-16,574.881
2005-02-17,578.448
2005-02-18,576.434
2005-02-21,568.622
2005-02-22,569.973
2005-02-23,567.379
2005-02-24,569.416
2005-02-25,576.963
2005-02-28,581.947
2005-03-01,581.955
2005-03-02,576.006
2005-03-03,576.258
2005-03-04,585.995
2005-03-07,584.898
2005-03-08,587.903
2005-03-09,587.83
2005-03-10,585.232
2005-03-11,587.298
2005-03-14,582.397
2005-03-15,581.997
2005-03-16,581.323
2005-03-17,577.847
2005-03-18,579.265
2005-03-21,576.895
2005-03-22,578.394
2005-03-23,568.243
2005-03-24,568.423
2005-03-25,568.423
2005-03-28,564.434
2005-03-29,566.322
2005-03-30,570.845
2005-03-31,575.819
2005-04-01,578.738
2005-04-04,572.544
2005-04-05,574.192
2005-04-06,578.79
2005-04-07,584.035
2005-04-08,582.587
2005-04-11,588.213
2005-04-12,581.315
2005-04-13,584.677
2005-04-14,579.607
2005-04-15,572.113
2005-04-18,567.088
2005-04-19,570.204
2005-04-20,569.223
2005-04-21,573.916
2005-04-22,577.279
2005-04-25,573.974
2005-04-26,572.003
2005-04-27,565.05
2005-04-28,561.631
2005-04-29,564.855
2005-05-02,566.154
2005-05-03,567.467
2005-05-04,573.529
2005-05-05,575.578
2005-05-06,571.72
2005-05-09,573.29
2005-05-10,571.767
2005-05-11,574.119
2005-05-12,573.478
2005-05-13,572.247
2005-05-16,572.408
2005-05-17,568.26
2005-05-18,574.561
2005-05-19,575.188
2005-05-20,571.872
2005-05-23,578.173
2005-05-24,574.719
2005-05-25,577.146
2005-05-26,576.378
2005-05-27,575.897
2005-05-30,573.932
2005-05-31,567.542
2005-06-01,567.008
2005-06-02,570.918
2005-06-03,568.627
2005-06-06,567.981
2005-06-07,569.455
2005-06-08,571.968
2005-06-09,568.068
2005-06-10,565.128
2005-06-13,563.043
2005-06-14,563.222
2005-06-15,565.906
2005-06-16,568.011
2005-06-17,575.716
2005-06-20,569.932
2005-06-21,571.652
2005-06-22,570.014
2005-06-23,567.208
2005-06-24,564.924
2005-06-27,564.343
2005-06-28,564.058
2005-06-29,566.527
2005-06-30,570.006
2005-07-01,565.84
2005-07-04,562.853
2005-07-05,561.93
2005-07-06,564.229
2005-07-07,556.506
2005-07-08,563.621
2005-07-11,573.23
2005-07-12,579.677
2005-07-13,578.053
2005-07-14,579.972
2005-07-15,575.628
2005-07-18,577.654
2005-07-19,579.888
2005-07-20,581.191
2005-07-21,588.146
2005-07-22,589.773
2005-07-25,586.358
2005-07-26,584.204
2005-07-27,587.561
2005-07-28,590.37
2005-07-29,591.627
2005-08-01,595.344
2005-08-02,598.427
2005-08-03,603.339
2005-08-04,601.393
2005-08-05,599.222
2005-08-08,603.174
2005-08-09,603.528
2005-08-10,606.744
2005-08-11,607.471
2005-08-12,604.941
2005-08-15,601.706
2005-08-16,598.616
2005-08-17,594.549
2005-08-18,586.25
2005-08-19,589.075
2005-08-22,596.579
2005-08-23,593.046
2005-08-24,596.686
2005-08-25,596.203
2005-08-26,593.329
2005-08-29,590.76
2005-08-30,587.164
2005-08-31,596.814
2005-09-01,607.201
2005-09-02,611.574
2005-09-05,614.12
2005-09-06,615.653
2005-09-07,615.868
2005-09-08,614.872
2005-09-09,617.606
2005-09-12,613.673
2005-09-13,611.568
2005-09-14,616.951
2005-09-15,611.403
2005-09-16,614.522
2005-09-19,608.877
2005-09-20,612.798
2005-09-21,615.197
2005-09-22,607.34
2005-09-23,604.785
2005-09-26,608.651
2005-09-27,607.236
2005-09-28,611.685
2005-09-29,610.428
2005-09-30,613.82
2005-10-03,608.768
2005-10-04,613.41
2005-10-05,608.937
2005-10-06,612.415
2005-10-07,608.16
2005-10-10,603.753
2005-10-11,598.205
2005-10-12,595.886
2005-10-13,584.936
2005-10-14,593.863
2005-10-17,591.428
2005-10-18,581.845
2005-10-19,570.024
2005-10-20,570.827
2005-10-21,572.756
2005-10-24,577.007
2005-10-25,582.383
2005-10-26,580.449
2005-10-27,574.07
2005-10-28,572.359
2005-10-31,573.809
2005-11-01,577.822
2005-11-02,584.965
2005-11-03,588.592
2005-11-04,577.555
2005-11-07,579.153
2005-11-08,575.558
