Date,ITALY SMID CAP SMID (Small+Mid Cap)
2010-11-30,458.938
2010-12-31,500.973
2011-01-31,538.141
2011-02-28,539.735
2011-03-31,549.891
2011-04-29,595.886
2011-05-31,560.242
2011-06-30,537.601
2011-07-29,484.07
2011-08-31,423.795
2011-09-30,381.684
2011-10-31,402.764
2011-11-30,354.262
2011-12-30,334.116
2012-01-31,368.179
2012-02-29,397.258
2012-03-30,386.364
2012-04-30,352.027
2012-05-31,296.441
2012-06-29,326.828
2012-07-31,305.877
2012-08-31,341.006
2012-09-28,357.703
2012-10-31,366.678
2012-11-30,364.496
2012-12-31,393.0
2013-01-31,448.461
2013-02-28,411.621
2013-03-29,393.824
2013-04-30,436.318
2013-05-31,459.726
2013-06-28,424.355
2013-07-31,469.321
2013-08-30,469.696
2013-09-30,503.218
2013-10-31,567.358
2013-11-29,570.728
2013-12-31,584.174
2014-01-31,588.644
2014-02-28,651.107
2014-03-31,688.31
2014-04-30,685.896
2014-05-30,655.251
2014-06-30,623.448
2014-07-31,586.728
2014-08-29,576.84
2014-09-30,544.227
2014-10-31,513.616
2014-11-28,527.567
2014-12-31,490.915
2015-01-30,507.934
2015-02-27,562.542
2015-03-31,576.163
2015-04-30,592.902
2015-05-29,600.538
2015-06-30,587.838
2015-07-31,620.127
2015-08-31,592.646
2015-09-30,563.514
2015-10-30,593.755
2015-11-30,579.881
2015-12-31,579.813
2016-01-29,491.412
2016-02-29,469.768
2016-03-31,508.582
2016-04-29,532.462
2016-05-31,510.507
2016-06-30,451.678
2016-07-29,480.195
2016-08-31,478.486
2016-09-30,472.502
2016-10-31,484.05
2016-11-30,463.304
2016-12-30,511.229
2017-01-31,530.169
2017-02-28,533.775
2017-03-31,580.362
2017-04-28,616.213
2017-05-31,643.515
2017-06-30,641.854
2017-07-31,699.581
2017-08-31,716.351
2017-09-29,753.815
2017-10-31,752.744
2017-11-30,742.141
2017-12-29,737.335
2018-01-31,808.877
2018-02-28,757.999
2018-03-30,754.695
2018-04-30,780.024
2018-05-31,712.762
2018-06-29,720.836
2018-07-31,749.294
2018-08-31,713.388
2018-09-28,726.064
2018-10-31,628.446
2018-11-30,623.829
2018-12-31,603.075
2019-01-31,660.049
2019-02-28,691.745
2019-03-29,700.57
2019-04-30,720.257
2019-05-31,671.588
2019-06-28,738.62
2019-07-31,725.162
2019-08-30,716.125
2019-09-30,730.816
2019-10-31,765.448
2019-11-29,796.201
2019-12-31,798.017
2020-01-31,765.806
2020-02-28,720.894
2020-03-31,563.119
2020-04-30,601.797
2020-05-29,632.076
2020-06-30,665.906
2020-07-31,704.228
2020-08-31,733.937
2020-09-30,717.514
2020-10-30,671.73
2020-11-30,818.627
2020-12-31,863.624
2021-01-29,825.96
2021-02-26,886.309
2021-03-31,909.462
2021-04-30,937.114
2021-05-31,1013.444
2021-06-30,997.442
2021-07-30,1011.172
2021-08-31,1033.874
2021-09-30,991.822
2021-10-29,1028.811
2021-11-30,984.437
2021-12-31,1037.951
2022-01-31,954.785
2022-02-28,919.384
2022-03-31,922.321
2022-04-29,874.469
2022-05-31,895.053
2022-06-30,773.789
2022-07-29,799.559
2022-08-31,743.684
2022-09-30,694.732
2022-10-31,760.074
2022-11-30,851.638
2022-12-30,867.851
2023-01-31,960.82
2023-02-28,953.562
2023-03-31,953.222
2023-04-28,976.694
2023-05-31,917.888
2023-06-30,985.547
2023-07-31,1027.246
2023-08-31,992.245
2023-09-29,921.445
2023-10-31,881.68
2023-11-30,964.82
2023-12-29,1026.774
2024-01-31,1028.651
2024-02-29,1066.076
2024-03-29,1125.551
2024-04-30,1105.19
2024-05-31,1178.548
2024-06-28,1116.034
2024-07-31,1164.9
2024-08-30,1196.726
2024-09-30,1202.416
2024-10-31,1154.939
2024-11-29,1158.585
2024-12-31,1164.612
2025-01-31,1254.35
2025-02-28,1296.47
2025-03-31,1327.902
2025-04-30,1410.263
2025-05-30,1554.149
2025-06-30,1587.563
2025-07-31,1576.452
2025-08-29,1667.313
2025-09-30,1701.852
