Date,ISRAEL VALUE Standard (Large+Mid Cap)
2011-05-09,359.287
2011-05-10,359.739
2011-05-11,360.905
2011-05-12,364.284
2011-05-13,364.289
2011-05-16,368.573
2011-05-17,364.45
2011-05-18,368.862
2011-05-19,369.528
2011-05-20,370.11
2011-05-23,364.877
2011-05-24,362.452
2011-05-25,358.297
2011-05-26,358.446
2011-05-27,359.668
2011-05-30,368.669
2011-05-31,375.833
2011-06-01,370.636
2011-06-02,368.303
2011-06-03,370.572
2011-06-06,369.181
2011-06-07,370.817
2011-06-08,370.212
2011-06-09,363.303
2011-06-10,361.027
2011-06-13,361.211
2011-06-14,364.634
2011-06-15,354.661
2011-06-16,356.389
2011-06-17,360.127
2011-06-20,354.046
2011-06-21,359.985
2011-06-22,362.138
2011-06-23,351.876
2011-06-24,353.369
2011-06-27,353.659
2011-06-28,356.905
2011-06-29,359.567
2011-06-30,359.917
2011-07-01,360.924
2011-07-04,369.439
2011-07-05,366.936
2011-07-06,362.562
2011-07-07,369.914
2011-07-08,368.569
2011-07-11,361.184
2011-07-12,360.981
2011-07-13,363.328
2011-07-14,364.071
2011-07-15,361.356
2011-07-18,356.011
2011-07-19,359.393
2011-07-20,362.473
2011-07-21,363.468
2011-07-22,364.056
2011-07-25,362.486
2011-07-26,360.999
2011-07-27,358.863
2011-07-28,349.767
2011-07-29,351.215
2011-08-01,336.143
2011-08-02,333.409
2011-08-03,328.09
2011-08-04,321.118
2011-08-05,317.969
2011-08-08,301.604
2011-08-09,297.926
2011-08-10,290.852
2011-08-11,292.285
2011-08-12,291.811
2011-08-15,296.24
2011-08-16,294.342
2011-08-17,299.893
2011-08-18,285.014
2011-08-19,285.186
2011-08-22,295.388
2011-08-23,293.181
2011-08-24,293.913
2011-08-25,287.145
2011-08-26,286.233
2011-08-29,298.079
2011-08-30,299.103
2011-08-31,303.486
2011-09-01,304.045
2011-09-02,301.832
2011-09-05,284.764
2011-09-06,277.017
2011-09-07,286.535
2011-09-08,282.689
2011-09-09,281.222
2011-09-12,262.494
2011-09-13,266.607
2011-09-14,273.042
2011-09-15,278.095
2011-09-16,279.635
2011-09-19,266.532
2011-09-20,274.194
2011-09-21,275.881
2011-09-22,264.779
2011-09-23,266.472
2011-09-26,267.172
2011-09-27,269.921
2011-09-28,268.906
2011-09-29,268.588
2011-09-30,266.542
2011-10-03,268.408
2011-10-04,257.262
2011-10-05,260.481
2011-10-06,268.442
2011-10-07,269.167
2011-10-10,274.451
2011-10-11,277.612
2011-10-12,280.141
2011-10-13,279.09
2011-10-14,279.51
2011-10-17,292.569
2011-10-18,291.873
2011-10-19,292.861
2011-10-20,290.003
2011-10-21,292.688
2011-10-24,294.51
2011-10-25,293.994
2011-10-26,293.399
2011-10-27,308.995
2011-10-28,311.334
2011-10-31,302.607
2011-11-01,288.815
2011-11-02,284.641
2011-11-03,290.549
2011-11-04,291.223
2011-11-07,292.106
2011-11-08,297.135
2011-11-09,286.203
2011-11-10,287.659
2011-11-11,288.582
2011-11-14,288.579
2011-11-15,285.967
2011-11-16,285.224
2011-11-17,283.953
2011-11-18,284.125
2011-11-21,269.407
2011-11-22,264.971
2011-11-23,262.028
2011-11-24,255.614
2011-11-25,255.644
2011-11-28,266.739
2011-11-29,261.463
2011-11-30,274.105
2011-12-01,277.211
2011-12-02,276.841
2011-12-05,281.186
2011-12-06,276.123
2011-12-07,274.043
2011-12-08,274.057
2011-12-09,273.93
2011-12-12,273.579
2011-12-13,278.98
2011-12-14,276.503
2011-12-15,283.787
2011-12-16,284.961
2011-12-19,288.945
2011-12-20,289.21
2011-12-21,283.498
2011-12-22,282.426
2011-12-23,282.463
2011-12-26,285.301
2011-12-27,285.237
2011-12-28,281.144
2011-12-29,272.662
2011-12-30,271.789
2012-01-02,281.897
2012-01-03,282.775
2012-01-04,285.66
2012-01-05,288.526
2012-01-06,288.257
2012-01-09,288.05
2012-01-10,293.921
2012-01-11,292.029
2012-01-12,292.131
2012-01-13,290.625
2012-01-16,290.131
2012-01-17,294.66
2012-01-18,296.334
2012-01-19,298.66
2012-01-20,299.478
2012-01-23,299.607
2012-01-24,297.948
2012-01-25,296.841
2012-01-26,300.928
2012-01-27,299.944
2012-01-30,292.701
2012-01-31,296.47
2012-02-01,300.273
2012-02-02,302.597
2012-02-03,303.434
2012-02-06,299.024
2012-02-07,298.15
2012-02-08,297.684
2012-02-09,298.194
2012-02-10,296.892
2012-02-13,294.461
2012-02-14,291.005
2012-02-15,293.185
2012-02-16,293.719
2012-02-17,295.848
2012-02-20,294.542
2012-02-21,293.622
2012-02-22,291.426
2012-02-23,288.483
2012-02-24,286.857
2012-02-27,283.3
2012-02-28,281.888
2012-02-29,286.978
2012-03-01,289.17
2012-03-02,287.204
2012-03-05,289.51
2012-03-06,284.884
2012-03-07,285.318
2012-03-08,288.148
2012-03-09,287.141
2012-03-12,283.778
2012-03-13,284.812
2012-03-14,286.331
2012-03-15,286.437
2012-03-16,288.492
2012-03-19,288.271
2012-03-20,285.89
2012-03-21,285.019
2012-03-22,286.31
2012-03-23,287.734
2012-03-26,294.536
2012-03-27,294.071
2012-03-28,292.848
2012-03-29,289.155
2012-03-30,291.307
2012-04-02,297.536
2012-04-03,298.951
2012-04-04,294.954
2012-04-05,295.411
2012-04-06,295.411
2012-04-09,292.912
2012-04-10,292.327
2012-04-11,288.9
2012-04-12,289.883
2012-04-13,290.1
2012-04-16,288.993
2012-04-17,294.925
2012-04-18,297.658
2012-04-19,294.042
2012-04-20,294.328
2012-04-23,292.032
2012-04-24,296.775
2012-04-25,296.376
2012-04-26,296.222
2012-04-27,296.72
2012-04-30,295.282
2012-05-01,297.605
2012-05-02,298.698
2012-05-03,298.596
2012-05-04,298.427
2012-05-07,289.325
2012-05-08,289.714
2012-05-09,281.529
2012-05-10,279.718
2012-05-11,279.406
2012-05-14,271.324
2012-05-15,265.542
2012-05-16,265.851
2012-05-17,262.039
2012-05-18,262.893
2012-05-21,255.727
2012-05-22,252.325
2012-05-23,248.724
2012-05-24,250.672
2012-05-25,250.324
2012-05-28,248.894
2012-05-29,248.872
2012-05-30,243.969
2012-05-31,254.425
2012-06-01,254.115
2012-06-04,251.643
2012-06-05,251.101
2012-06-06,253.985
2012-06-07,258.161
2012-06-08,257.496
2012-06-11,254.325
2012-06-12,253.232
2012-06-13,250.466
2012-06-14,247.597
2012-06-15,248.947
2012-06-18,245.758
2012-06-19,248.432
2012-06-20,245.618
2012-06-21,241.656
2012-06-22,240.758
2012-06-25,251.536
2012-06-26,246.937
2012-06-27,246.245
2012-06-28,240.594
2012-06-29,242.756
2012-07-02,247.909
2012-07-03,247.903
2012-07-04,249.617
2012-07-05,249.031
2012-07-06,248.699
2012-07-09,245.539
2012-07-10,245.83
2012-07-11,247.956
2012-07-12,246.514
2012-07-13,247.647
2012-07-16,249.779
2012-07-17,250.984
2012-07-18,252.316
2012-07-19,250.337
2012-07-20,250.321
2012-07-23,244.148
2012-07-24,241.852
2012-07-25,242.176
2012-07-26,242.501
2012-07-27,244.433
2012-07-30,247.622
2012-07-31,248.182
2012-08-01,249.217
2012-08-02,244.873
2012-08-03,246.491
2012-08-06,240.272
2012-08-07,247.893
2012-08-08,246.942
2012-08-09,246.674
2012-08-10,246.303
2012-08-13,242.936
2012-08-14,245.758
2012-08-15,244.411
2012-08-16,248.547
2012-08-17,247.92
2012-08-20,247.258
2012-08-21,251.322
2012-08-22,251.045
2012-08-23,250.481
2012-08-24,249.349
2012-08-27,249.674
2012-08-28,247.301
2012-08-29,248.312
2012-08-30,246.467
2012-08-31,247.981
2012-09-03,246.318
2012-09-04,244.718
2012-09-05,244.534
2012-09-06,244.886
2012-09-07,247.787
2012-09-10,255.839
2012-09-11,256.734
2012-09-12,257.64
2012-09-13,254.939
2012-09-14,259.129
2012-09-17,258.936
2012-09-18,258.756
2012-09-19,256.388
2012-09-20,254.746
2012-09-21,254.978
2012-09-24,259.979
2012-09-25,261.017
2012-09-26,259.016
2012-09-27,265.595
2012-09-28,265.192
2012-10-01,266.009
2012-10-02,274.771
2012-10-03,276.446
2012-10-04,273.153
2012-10-05,274.553
2012-10-08,272.684
2012-10-09,269.35
2012-10-10,269.308
2012-10-11,271.15
2012-10-12,272.342
2012-10-15,274.354
2012-10-16,275.768
2012-10-17,279.529
2012-10-18,281.999
2012-10-19,280.809
2012-10-22,280.762
2012-10-23,275.229
2012-10-24,276.625
2012-10-25,278.63
2012-10-26,277.91
2012-10-29,272.238
2012-10-30,277.144
2012-10-31,275.69
2012-11-01,277.12
2012-11-02,275.761
2012-11-05,281.582
2012-11-06,279.588
2012-11-07,276.23
2012-11-08,275.504
2012-11-09,275.169
2012-11-12,270.507
2012-11-13,271.405
2012-11-14,266.143
2012-11-15,264.97
2012-11-16,263.832
2012-11-19,269.51
2012-11-20,270.299
2012-11-21,274.119
2012-11-22,274.904
2012-11-23,276.184
2012-11-26,279.204
2012-11-27,278.614
2012-11-28,280.905
2012-11-29,282.281
2012-11-30,282.996
2012-12-03,280.442
2012-12-04,282.527
2012-12-05,286.274
2012-12-06,284.085
2012-12-07,283.603
2012-12-10,289.847
2012-12-11,293.949
2012-12-12,289.779
2012-12-13,281.039
2012-12-14,280.765
2012-12-17,274.493
2012-12-18,278.762
2012-12-19,280.185
2012-12-20,277.289
2012-12-21,277.585
2012-12-24,272.04
2012-12-25,269.328
2012-12-26,270.249
2012-12-27,269.135
2012-12-28,268.62
2012-12-31,269.502
2013-01-01,274.734
2013-01-02,276.523
2013-01-03,271.111
2013-01-04,269.514
2013-01-07,273.103
2013-01-08,272.832
2013-01-09,273.816
2013-01-10,278.989
2013-01-11,280.774
2013-01-14,277.909
2013-01-15,277.305
2013-01-16,275.779
2013-01-17,274.125
2013-01-18,273.533
2013-01-21,270.323
2013-01-22,270.233
2013-01-23,272.553
2013-01-24,275.885
2013-01-25,275.651
2013-01-28,272.602
2013-01-29,270.499
2013-01-30,268.461
2013-01-31,268.84
2013-02-01,271.946
2013-02-04,273.354
2013-02-05,277.273
2013-02-06,275.974
2013-02-07,276.035
2013-02-08,277.091
2013-02-11,280.527
2013-02-12,281.961
2013-02-13,284.6
2013-02-14,282.081
2013-02-15,281.393
2013-02-18,279.312
2013-02-19,282.817
2013-02-20,288.792
2013-02-21,282.46
2013-02-22,280.523
2013-02-25,280.656
2013-02-26,278.607
2013-02-27,278.981
2013-02-28,279.24
2013-03-01,277.481
2013-03-04,276.107
2013-03-05,279.705
2013-03-06,282.159
2013-03-07,288.074
2013-03-08,289.822
2013-03-11,291.28
2013-03-12,292.428
2013-03-13,291.349
2013-03-14,294.065
2013-03-15,295.224
2013-03-18,293.278
2013-03-19,292.19
2013-03-20,292.229
2013-03-21,291.689
2013-03-22,292.896
2013-03-25,295.725
2013-03-26,295.986
2013-03-27,292.646
2013-03-28,290.565
2013-03-29,290.565
2013-04-01,290.265
2013-04-02,293.593
2013-04-03,292.645
2013-04-04,290.395
2013-04-05,290.736
2013-04-08,289.358
2013-04-09,286.826
2013-04-10,287.002
2013-04-11,289.877
2013-04-12,290.037
2013-04-15,289.507
2013-04-16,290.094
2013-04-17,285.49
2013-04-18,283.983
2013-04-19,283.936
2013-04-22,279.86
2013-04-23,281.344
2013-04-24,282.014
2013-04-25,286.079
2013-04-26,286.676
2013-04-29,287.106
2013-04-30,289.923
2013-05-01,286.228
2013-05-02,285.917
2013-05-03,286.919
2013-05-06,287.625
2013-05-07,289.196
2013-05-08,289.29
2013-05-09,288.002
2013-05-10,285.862
2013-05-13,286.965
2013-05-14,283.638
2013-05-15,282.133
2013-05-16,290.959
2013-05-17,288.439
2013-05-20,292.518
2013-05-21,293.068
2013-05-22,291.212
2013-05-23,285.987
2013-05-24,286.238
2013-05-27,287.471
2013-05-28,291.295
2013-05-29,288.671
2013-05-30,287.844
2013-05-31,286.617
2013-06-03,287.536
2013-06-04,288.874
2013-06-05,287.496
2013-06-06,289.748
2013-06-07,289.929
2013-06-10,295.886
2013-06-11,296.142
2013-06-12,295.602
2013-06-13,290.829
2013-06-14,292.157
2013-06-17,294.343
2013-06-18,294.925
2013-06-19,295.419
2013-06-20,288.258
2013-06-21,287.966
2013-06-24,287.049
2013-06-25,288.077
2013-06-26,286.691
2013-06-27,288.036
2013-06-28,286.861
2013-07-01,288.182
2013-07-02,291.091
2013-07-03,287.778
2013-07-04,289.278
2013-07-05,287.324
2013-07-08,290.599
2013-07-09,290.831
2013-07-10,289.995
2013-07-11,293.621
2013-07-12,294.295
2013-07-15,297.549
2013-07-16,298.822
2013-07-17,296.325
2013-07-18,300.027
2013-07-19,301.14
2013-07-22,301.614
2013-07-23,306.213
2013-07-24,307.4
2013-07-25,304.895
2013-07-26,305.397
2013-07-29,299.633
2013-07-30,293.11
2013-07-31,295.355
2013-08-01,293.256
2013-08-02,292.87
2013-08-05,289.652
2013-08-06,288.914
2013-08-07,291.415
2013-08-08,293.439
2013-08-09,293.377
2013-08-12,296.665
2013-08-13,297.115
2013-08-14,297.73
2013-08-15,296.926
2013-08-16,297.551
2013-08-19,301.227
2013-08-20,299.322
2013-08-21,292.675
2013-08-22,288.495
2013-08-23,288.591
2013-08-26,288.686
2013-08-27,284.758
2013-08-28,285.905
2013-08-29,289.029
2013-08-30,289.664
2013-09-02,287.385
2013-09-03,287.706
2013-09-04,287.327
2013-09-05,286.521
2013-09-06,287.051
2013-09-09,288.099
2013-09-10,290.639
2013-09-11,293.449
2013-09-12,292.313
2013-09-13,292.103
2013-09-16,295.61
2013-09-17,293.828
2013-09-18,294.393
2013-09-19,298.292
2013-09-20,296.128
2013-09-23,295.52
2013-09-24,297.242
2013-09-25,295.884
2013-09-26,295.564
2013-09-27,295.771
2013-09-30,297.114
2013-10-01,298.32
2013-10-02,296.587
2013-10-03,297.287
2013-10-04,297.43
2013-10-07,302.028
2013-10-08,306.046
2013-10-09,306.03
2013-10-10,311.176
2013-10-11,312.001
2013-10-14,316.169
2013-10-15,311.925
2013-10-16,311.435
2013-10-17,313.111
2013-10-18,313.04
2013-10-21,315.774
2013-10-22,315.382
2013-10-23,311.164
2013-10-24,310.705
2013-10-25,310.516
2013-10-28,315.108
2013-10-29,316.478
2013-10-30,300.762
2013-10-31,295.9
2013-11-01,294.531
2013-11-04,291.849
2013-11-05,293.507
2013-11-06,294.585
2013-11-07,296.822
2013-11-08,297.158
2013-11-11,294.964
2013-11-12,297.136
2013-11-13,299.02
2013-11-14,301.838
2013-11-15,301.705
2013-11-18,303.595
2013-11-19,306.317
2013-11-20,314.936
2013-11-21,312.136
2013-11-22,312.197
2013-11-25,315.075
2013-11-26,312.906
2013-11-27,315.44
2013-11-28,314.516
2013-11-29,314.78
2013-12-02,318.004
2013-12-03,316.67
2013-12-04,315.679
2013-12-05,315.427
2013-12-06,316.819
2013-12-09,310.961
2013-12-10,319.737
2013-12-11,316.908
2013-12-12,310.483
2013-12-13,310.896
2013-12-16,310.153
2013-12-17,308.353
2013-12-18,309.234
2013-12-19,308.639
2013-12-20,308.35
2013-12-23,310.562
2013-12-24,307.748
2013-12-25,310.815
2013-12-26,311.127
2013-12-27,312.496
2013-12-30,311.259
2013-12-31,311.836
2014-01-01,313.806
2014-01-02,312.752
2014-01-03,311.366
2014-01-06,310.62
2014-01-07,312.663
2014-01-08,316.882
2014-01-09,317.921
2014-01-10,319.103
2014-01-13,322.522
2014-01-14,320.006
2014-01-15,337.439
2014-01-16,336.323
2014-01-17,335.895
2014-01-20,336.828
2014-01-21,341.91
2014-01-22,339.74
2014-01-23,334.903
2014-01-24,333.748
2014-01-27,328.899
2014-01-28,335.161
2014-01-29,339.234
2014-01-30,336.705
2014-01-31,334.128
2014-02-03,333.326
2014-02-04,334.485
2014-02-05,335.22
2014-02-06,340.391
2014-02-07,340.188
2014-02-10,335.731
2014-02-11,332.119
2014-02-12,334.708
2014-02-13,334.625
2014-02-14,334.153
2014-02-17,336.893
2014-02-18,342.747
2014-02-19,348.881
2014-02-20,358.934
2014-02-21,359.78
2014-02-24,359.002
2014-02-25,362.395
2014-02-26,362.519
2014-02-27,361.124
2014-02-28,362.89
2014-03-03,368.26
2014-03-04,368.153
2014-03-05,372.628
2014-03-06,379.596
2014-03-07,379.19
2014-03-10,371.548
2014-03-11,372.9
2014-03-12,367.283
2014-03-13,367.284
2014-03-14,367.464
2014-03-17,371.357
2014-03-18,373.189
2014-03-19,378.632
2014-03-20,376.878
2014-03-21,377.138
2014-03-24,369.505
2014-03-25,373.283
2014-03-26,376.727
2014-03-27,371.827
2014-03-28,371.688
2014-03-31,387.579
2014-04-01,394.053
2014-04-02,402.701
2014-04-03,398.641
2014-04-04,397.713
2014-04-07,398.522
2014-04-08,382.369
2014-04-09,389.194
2014-04-10,394.45
2014-04-11,394.707
2014-04-14,382.35
2014-04-15,382.185
2014-04-16,382.437
2014-04-17,379.77
2014-04-18,379.77
2014-04-21,379.415
2014-04-22,391.529
2014-04-23,386.895
2014-04-24,380.587
2014-04-25,381.283
2014-04-28,375.715
2014-04-29,375.521
2014-04-30,380.089
2014-05-01,381.836
2014-05-02,381.919
2014-05-05,378.429
2014-05-06,379.543
2014-05-07,378.4
2014-05-08,388.364
2014-05-09,387.274
2014-05-12,380.547
2014-05-13,385.98
2014-05-14,386.239
2014-05-15,383.344
2014-05-16,382.817
2014-05-19,382.997
2014-05-20,380.203
2014-05-21,382.935
2014-05-22,386.901
2014-05-23,387.189
2014-05-26,391.601
2014-05-27,392.08
2014-05-28,391.834
2014-05-29,383.81
2014-05-30,383.743
2014-06-02,388.073
2014-06-03,387.487
2014-06-04,387.348
2014-06-05,385.946
2014-06-06,387.012
2014-06-09,390.068
2014-06-10,391.43
2014-06-11,393.888
2014-06-12,391.073
2014-06-13,391.526
2014-06-16,390.905
2014-06-17,390.476
2014-06-18,393.544
2014-06-19,402.382
2014-06-20,401.564
2014-06-23,400.236
2014-06-24,396.421
2014-06-25,395.095
2014-06-26,395.538
2014-06-27,395.348
2014-06-30,398.541
2014-07-01,400.188
2014-07-02,404.418
2014-07-03,405.957
2014-07-04,405.998
2014-07-07,403.922
2014-07-08,398.563
2014-07-09,401.964
2014-07-10,400.946
2014-07-11,401.344
2014-07-14,409.173
2014-07-15,410.011
2014-07-16,409.288
2014-07-17,404.727
2014-07-18,402.644
2014-07-21,407.321
2014-07-22,410.105
2014-07-23,408.948
2014-07-24,409.58
2014-07-25,407.994
2014-07-28,406.032
2014-07-29,407.25
2014-07-30,408.811
2014-07-31,404.891
2014-08-01,405.234
2014-08-04,405.064
2014-08-05,404.68
2014-08-06,397.843
2014-08-07,397.07
2014-08-08,396.858
2014-08-11,389.595
2014-08-12,391.93
2014-08-13,390.102
2014-08-14,391.898
2014-08-15,390.106
2014-08-18,391.899
2014-08-19,393.839
2014-08-20,395.848
2014-08-21,403.377
2014-08-22,401.757
2014-08-25,396.769
2014-08-26,392.915
2014-08-27,397.765
2014-08-28,396.367
2014-08-29,395.873
2014-09-01,395.623
2014-09-02,397.979
2014-09-03,396.039
2014-09-04,397.632
2014-09-05,396.495
2014-09-08,395.42
2014-09-09,393.112
2014-09-10,390.281
2014-09-11,390.885
2014-09-12,390.852
2014-09-15,393.007
2014-09-16,393.438
2014-09-17,394.275
2014-09-18,397.353
2014-09-19,396.612
2014-09-22,396.824
2014-09-23,395.136
2014-09-24,394.118
2014-09-25,394.016
2014-09-26,392.887
2014-09-29,405.77
2014-09-30,404.355
2014-10-01,403.139
2014-10-02,405.739
2014-10-03,403.154
2014-10-06,405.945
2014-10-07,403.208
2014-10-08,401.767
2014-10-09,404.587
2014-10-10,401.153
2014-10-13,392.726
2014-10-14,380.442
2014-10-15,384.552
2014-10-16,384.837
2014-10-17,382.514
2014-10-20,390.753
2014-10-21,391.179
2014-10-22,399.176
2014-10-23,398.755
2014-10-24,398.059
2014-10-27,399.36
2014-10-28,404.482
2014-10-29,403.407
2014-10-30,404.613
2014-10-31,401.93
2014-11-03,411.157
2014-11-04,415.356
2014-11-05,417.295
2014-11-06,419.017
2014-11-07,417.641
2014-11-10,418.708
2014-11-11,416.674
2014-11-12,418.652
2014-11-13,418.576
2014-11-14,416.726
2014-11-17,415.82
2014-11-18,413.738
2014-11-19,413.712
2014-11-20,412.79
2014-11-21,411.585
2014-11-24,408.167
2014-11-25,408.798
2014-11-26,412.692
2014-11-27,412.476
2014-11-28,412.412
2014-12-01,411.601
2014-12-02,408.606
2014-12-03,412.183
2014-12-04,416.349
2014-12-05,413.761
2014-12-08,414.483
2014-12-09,412.373
2014-12-10,411.393
2014-12-11,413.945
2014-12-12,415.777
2014-12-15,404.493
2014-12-16,408.131
2014-12-17,402.814
2014-12-18,406.126
2014-12-19,408.753
2014-12-22,410.774
2014-12-23,409.747
2014-12-24,407.085
2014-12-25,405.221
2014-12-26,405.997
2014-12-29,407.293
2014-12-30,404.078
2014-12-31,407.28
2015-01-01,407.95
2015-01-02,403.318
2015-01-05,396.67
2015-01-06,394.667
2015-01-07,400.326
2015-01-08,409.335
2015-01-09,410.757
2015-01-12,405.768
2015-01-13,409.212
2015-01-14,408.681
2015-01-15,407.997
2015-01-16,407.535
2015-01-19,409.595
2015-01-20,412.389
2015-01-21,408.294
2015-01-22,407.365
2015-01-23,401.196
2015-01-26,408.289
2015-01-27,408.189
2015-01-28,407.922
2015-01-29,400.088
2015-01-30,400.205
2015-02-02,397.184
2015-02-03,402.614
2015-02-04,401.932
2015-02-05,407.341
2015-02-06,404.614
2015-02-09,400.231
2015-02-10,399.562
2015-02-11,401.246
2015-02-12,399.715
2015-02-13,399.428
2015-02-16,405.146
2015-02-17,406.779
2015-02-18,407.391
2015-02-19,406.896
2015-02-20,405.246
2015-02-23,405.723
2015-02-24,401.82
2015-02-25,399.933
2015-02-26,402.016
2015-02-27,398.714
2015-03-02,405.061
2015-03-03,402.997
2015-03-04,401.522
2015-03-05,401.466
2015-03-06,398.226
2015-03-09,405.334
2015-03-10,399.299
2015-03-11,410.909
2015-03-12,419.863
2015-03-13,416.287
2015-03-16,421.257
2015-03-17,421.557
2015-03-18,423.135
2015-03-19,429.725
2015-03-20,427.024
2015-03-23,441.389
2015-03-24,442.601
2015-03-25,440.647
2015-03-26,439.192
2015-03-27,438.416
2015-03-30,440.945
2015-03-31,441.721
2015-04-01,439.86
2015-04-02,447.448
2015-04-03,447.448
2015-04-06,452.0
2015-04-07,458.674
2015-04-08,453.709
2015-04-09,451.625
2015-04-10,447.322
2015-04-13,461.15
2015-04-14,457.212
2015-04-15,459.51
2015-04-16,464.155
2015-04-17,466.342
2015-04-20,452.723
2015-04-21,457.93
2015-04-22,459.093
2015-04-23,459.484
2015-04-24,462.125
2015-04-27,451.34
2015-04-28,441.299
2015-04-29,443.47
2015-04-30,440.043
2015-05-01,438.121
2015-05-04,442.283
2015-05-05,440.302
2015-05-06,439.592
2015-05-07,434.172
2015-05-08,434.138
2015-05-11,439.81
2015-05-12,438.103
2015-05-13,437.467
2015-05-14,438.784
2015-05-15,440.338
2015-05-18,441.458
2015-05-19,443.626
2015-05-20,441.022
2015-05-21,449.751
2015-05-22,447.676
2015-05-25,443.683
2015-05-26,437.467
2015-05-27,438.703
2015-05-28,440.161
2015-05-29,440.212
2015-06-01,442.228
2015-06-02,441.212
2015-06-03,445.316
2015-06-04,447.749
2015-06-05,444.149
2015-06-08,449.865
2015-06-09,447.828
2015-06-10,448.47
2015-06-11,452.754
2015-06-12,450.663
2015-06-15,449.442
2015-06-16,447.643
2015-06-17,447.844
2015-06-18,445.306
2015-06-19,444.847
2015-06-22,453.841
2015-06-23,451.856
2015-06-24,453.476
2015-06-25,446.853
2015-06-26,445.379
2015-06-29,438.315
2015-06-30,440.933
2015-07-01,447.708
2015-07-02,452.403
2015-07-03,453.377
2015-07-06,451.848
2015-07-07,448.826
2015-07-08,446.013
2015-07-09,450.439
2015-07-10,453.071
2015-07-13,457.993
2015-07-14,463.866
2015-07-15,463.28
2015-07-16,465.352
2015-07-17,461.696
2015-07-20,465.459
2015-07-21,467.613
2015-07-22,460.487
2015-07-23,456.766
2015-07-24,457.346
2015-07-27,480.984
2015-07-28,489.63
2015-07-29,493.356
2015-07-30,484.921
2015-07-31,488.0
2015-08-03,484.086
2015-08-04,485.888
2015-08-05,487.204
2015-08-06,488.163
2015-08-07,488.316
2015-08-10,491.41
2015-08-11,486.861
2015-08-12,487.441
2015-08-13,490.176
2015-08-14,492.981
2015-08-17,485.431
2015-08-18,483.102
2015-08-19,479.297
2015-08-20,478.176
2015-08-21,478.473
2015-08-24,443.992
2015-08-25,455.487
2015-08-26,442.213
2015-08-27,445.741
2015-08-28,443.819
2015-08-31,443.649
2015-09-01,437.137
2015-09-02,444.751
2015-09-03,451.947
2015-09-04,452.901
2015-09-07,446.131
2015-09-08,449.141
2015-09-09,449.775
2015-09-10,443.085
2015-09-11,446.153
2015-09-14,444.328
2015-09-15,444.522
2015-09-16,457.64
2015-09-17,450.946
2015-09-18,449.033
2015-09-21,442.647
2015-09-22,441.867
2015-09-23,440.042
2015-09-24,424.999
2015-09-25,423.973
2015-09-28,423.892
2015-09-29,411.29
2015-09-30,411.72
2015-10-01,410.264
2015-10-02,410.985
2015-10-05,416.705
2015-10-06,423.583
2015-10-07,427.723
2015-10-08,429.364
2015-10-09,432.779
2015-10-12,427.948
2015-10-13,424.093
2015-10-14,423.185
2015-10-15,434.172
2015-10-16,432.948
2015-10-19,435.511
2015-10-20,432.287
2015-10-21,424.565
2015-10-22,425.871
2015-10-23,423.739
2015-10-26,438.344
2015-10-27,439.679
2015-10-28,443.908
2015-10-29,441.368
2015-10-30,442.585
2015-11-02,439.098
2015-11-03,445.755
2015-11-04,442.848
2015-11-05,438.04
2015-11-06,433.941
2015-11-09,430.55
2015-11-10,431.363
2015-11-11,432.415
2015-11-12,426.435
2015-11-13,426.062
2015-11-16,426.917
2015-11-17,430.326
2015-11-18,433.722
2015-11-19,439.401
2015-11-20,439.74
2015-11-23,441.754
2015-11-24,440.0
2015-11-25,438.863
2015-11-26,442.375
2015-11-27,441.788
2015-11-30,436.051
2015-12-01,451.2
2015-12-02,445.434
2015-12-03,446.881
2015-12-04,451.314
2015-12-07,450.094
2015-12-08,448.907
2015-12-09,453.503
2015-12-10,448.73
2015-12-11,451.022
2015-12-14,441.256
2015-12-15,446.096
2015-12-16,442.242
2015-12-17,444.237
2015-12-18,442.765
2015-12-21,446.582
2015-12-22,443.06
2015-12-23,443.347
2015-12-24,448.638
2015-12-25,448.638
2015-12-28,448.773
2015-12-29,450.265
2015-12-30,448.332
2015-12-31,446.512
2016-01-01,446.512
2016-01-04,443.687
2016-01-05,443.66
2016-01-06,444.901
2016-01-07,438.743
2016-01-08,439.498
2016-01-11,433.228
2016-01-12,438.705
2016-01-13,438.757
2016-01-14,425.674
2016-01-15,423.649
2016-01-18,424.465
2016-01-19,427.308
2016-01-20,416.485
2016-01-21,417.687
2016-01-22,416.483
2016-01-25,424.145
2016-01-26,423.541
2016-01-27,423.248
2016-01-28,415.285
2016-01-29,415.033
2016-02-01,422.179
2016-02-02,418.327
2016-02-03,409.084
2016-02-04,413.131
2016-02-05,415.586
2016-02-08,400.63
2016-02-09,401.208
2016-02-10,404.687
2016-02-11,387.905
2016-02-12,388.029
2016-02-15,397.035
2016-02-16,396.497
2016-02-17,405.935
2016-02-18,403.366
2016-02-19,402.867
2016-02-22,406.634
2016-02-23,407.692
2016-02-24,401.474
2016-02-25,405.227
2016-02-26,404.942
2016-02-29,403.737
2016-03-01,404.091
2016-03-02,406.089
2016-03-03,405.553
2016-03-04,403.473
2016-03-07,402.445
2016-03-08,406.749
2016-03-09,411.07
2016-03-10,418.929
2016-03-11,419.913
2016-03-14,419.153
2016-03-15,410.839
2016-03-16,409.639
2016-03-17,407.553
2016-03-18,408.299
