Date,ISRAEL VALUE Standard (Large+Mid Cap)
2001-09-12,69.215
2001-09-13,70.045
2001-09-14,70.082
2001-09-17,69.07
2001-09-18,69.034
2001-09-19,69.081
2001-09-20,66.401
2001-09-21,65.663
2001-09-24,65.767
2001-09-25,64.892
2001-09-26,64.769
2001-09-27,64.755
2001-09-28,64.998
2001-10-01,64.891
2001-10-02,64.912
2001-10-03,63.655
2001-10-04,64.09
2001-10-05,64.141
2001-10-08,65.226
2001-10-09,65.293
2001-10-10,66.319
2001-10-11,67.459
2001-10-12,67.349
2001-10-15,66.382
2001-10-16,68.076
2001-10-17,67.126
2001-10-18,67.048
2001-10-19,67.112
2001-10-22,68.43
2001-10-23,68.549
2001-10-24,68.259
2001-10-25,67.212
2001-10-26,67.464
2001-10-29,67.277
2001-10-30,65.852
2001-10-31,66.018
2001-11-01,66.153
2001-11-02,66.532
2001-11-05,69.016
2001-11-06,68.496
2001-11-07,68.4
2001-11-08,69.394
2001-11-09,69.798
2001-11-12,69.742
2001-11-13,72.211
2001-11-14,72.167
2001-11-15,71.741
2001-11-16,71.636
2001-11-19,72.565
2001-11-20,72.506
2001-11-21,72.059
2001-11-22,72.723
2001-11-23,72.82
2001-11-26,74.06
2001-11-27,73.58
2001-11-28,73.9
2001-11-29,74.081
2001-11-30,73.896
2001-12-03,71.81
2001-12-04,72.33
2001-12-05,73.757
2001-12-06,74.875
2001-12-07,74.832
2001-12-10,75.513
2001-12-11,76.261
2001-12-12,76.603
2001-12-13,74.812
2001-12-14,74.319
2001-12-17,74.545
2001-12-18,74.344
2001-12-19,73.669
2001-12-20,73.834
2001-12-21,72.904
2001-12-24,76.809
2001-12-25,78.007
2001-12-26,78.499
2001-12-27,79.372
2001-12-28,79.322
2001-12-31,79.511
2002-01-01,80.41
2002-01-02,82.294
2002-01-03,81.676
2002-01-04,81.738
2002-01-07,82.013
2002-01-08,81.451
2002-01-09,80.99
2002-01-10,79.299
2002-01-11,79.29
2002-01-14,79.812
2002-01-15,78.331
2002-01-16,76.456
2002-01-17,77.294
2002-01-18,77.251
2002-01-21,76.037
2002-01-22,75.885
2002-01-23,74.368
2002-01-24,75.333
2002-01-25,75.067
2002-01-28,73.417
2002-01-29,73.169
2002-01-30,73.224
2002-01-31,74.497
2002-02-01,74.762
2002-02-04,74.756
2002-02-05,73.348
2002-02-06,73.063
2002-02-07,71.364
2002-02-08,71.472
2002-02-11,68.494
2002-02-12,68.913
2002-02-13,70.462
2002-02-14,70.396
2002-02-15,70.79
2002-02-18,68.666
2002-02-19,66.582
2002-02-20,67.311
2002-02-21,67.066
2002-02-22,66.953
2002-02-25,68.007
2002-02-26,68.392
2002-02-27,70.281
2002-02-28,69.303
2002-03-01,69.183
2002-03-04,69.142
2002-03-05,67.686
2002-03-06,66.602
2002-03-07,67.443
2002-03-08,67.639
2002-03-11,68.922
2002-03-12,67.554
2002-03-13,67.141
2002-03-14,67.754
2002-03-15,67.572
2002-03-18,70.576
2002-03-19,70.629
2002-03-20,70.209
2002-03-21,69.32
2002-03-22,69.302
2002-03-25,68.639
2002-03-26,67.7
2002-03-27,67.486
2002-03-28,67.47
2002-03-29,67.47
2002-04-01,62.451
2002-04-02,62.389
2002-04-03,62.246
2002-04-04,62.003
2002-04-05,62.138
2002-04-08,62.28
2002-04-09,61.506
2002-04-10,62.596
2002-04-11,62.349
2002-04-12,62.057
2002-04-15,61.536
2002-04-16,61.651
2002-04-17,61.764
2002-04-18,62.38
2002-04-19,62.47
2002-04-22,63.311
2002-04-23,62.251
2002-04-24,60.008
2002-04-25,59.213
2002-04-26,59.104
2002-04-29,58.294
2002-04-30,57.387
2002-05-01,58.199
2002-05-02,59.908
2002-05-03,59.878
2002-05-06,59.825
2002-05-07,60.045
2002-05-08,59.499
2002-05-09,58.005
2002-05-10,57.922
2002-05-13,58.561
2002-05-14,60.465
2002-05-15,60.563
2002-05-16,60.681
2002-05-17,60.647
2002-05-20,59.698
2002-05-21,59.806
2002-05-22,59.843
2002-05-23,59.29
2002-05-24,59.163
2002-05-27,59.125
2002-05-28,58.356
2002-05-29,57.572
2002-05-30,57.64
2002-05-31,57.964
2002-06-03,58.789
2002-06-04,58.591
2002-06-05,58.089
2002-06-06,57.699
2002-06-07,57.319
2002-06-10,56.921
2002-06-11,55.909
2002-06-12,55.54
2002-06-13,55.674
2002-06-14,55.562
2002-06-17,55.724
2002-06-18,55.456
2002-06-19,54.348
2002-06-20,52.882
2002-06-21,52.796
2002-06-24,52.277
2002-06-25,54.27
2002-06-26,53.391
2002-06-27,55.197
2002-06-28,55.969
2002-07-01,55.748
2002-07-02,54.66
2002-07-03,54.635
2002-07-04,54.698
2002-07-05,54.909
2002-07-08,55.186
2002-07-09,56.34
2002-07-10,57.752
2002-07-11,57.118
2002-07-12,57.271
2002-07-15,58.966
2002-07-16,58.589
2002-07-17,59.952
2002-07-18,59.792
2002-07-19,59.692
2002-07-22,59.669
2002-07-23,57.93
2002-07-24,55.946
2002-07-25,55.085
2002-07-26,55.018
2002-07-29,57.309
2002-07-30,57.485
2002-07-31,57.46
2002-08-01,56.048
2002-08-02,55.748
2002-08-05,54.315
2002-08-06,54.87
2002-08-07,55.442
2002-08-08,54.887
2002-08-09,55.011
2002-08-12,54.791
2002-08-13,54.316
2002-08-14,54.357
2002-08-15,55.029
2002-08-16,55.091
2002-08-19,57.378
2002-08-20,57.116
2002-08-21,58.008
2002-08-22,57.544
2002-08-23,57.263
2002-08-26,57.999
2002-08-27,58.273
2002-08-28,57.66
2002-08-29,56.805
2002-08-30,56.767
2002-09-02,55.842
2002-09-03,55.418
2002-09-04,55.064
2002-09-05,54.746
2002-09-06,54.998
2002-09-09,55.378
2002-09-10,55.633
2002-09-11,55.824
2002-09-12,55.373
2002-09-13,55.188
2002-09-16,55.071
2002-09-17,55.684
2002-09-18,53.471
2002-09-19,52.946
2002-09-20,52.587
2002-09-23,51.339
2002-09-24,50.378
2002-09-25,50.292
2002-09-26,50.796
2002-09-27,50.504
2002-09-30,49.356
2002-10-01,49.972
2002-10-02,49.404
2002-10-03,48.697
2002-10-04,48.487
2002-10-07,47.338
2002-10-08,47.325
2002-10-09,47.108
2002-10-10,47.505
2002-10-11,47.823
2002-10-14,47.233
2002-10-15,48.056
2002-10-16,47.275
2002-10-17,49.058
2002-10-18,49.306
2002-10-21,48.968
2002-10-22,48.373
2002-10-23,48.355
2002-10-24,48.91
2002-10-25,48.748
2002-10-28,47.513
2002-10-29,46.815
2002-10-30,47.92
2002-10-31,46.879
2002-11-01,47.414
2002-11-04,47.309
2002-11-05,48.174
2002-11-06,50.37
2002-11-07,49.389
2002-11-08,49.431
2002-11-11,49.879
2002-11-12,49.404
2002-11-13,49.517
2002-11-14,50.248
2002-11-15,50.337
2002-11-18,50.76
2002-11-19,50.276
2002-11-20,50.623
2002-11-21,51.509
2002-11-22,51.513
2002-11-25,52.506
2002-11-26,53.433
2002-11-27,55.143
2002-11-28,55.058
2002-11-29,54.948
2002-12-02,56.052
2002-12-03,54.675
2002-12-04,53.175
2002-12-05,52.471
2002-12-06,51.908
2002-12-09,50.679
2002-12-10,52.012
2002-12-11,52.158
2002-12-12,52.639
2002-12-13,51.881
2002-12-16,52.474
2002-12-17,51.535
2002-12-18,50.324
2002-12-19,48.841
2002-12-20,49.186
2002-12-23,48.527
2002-12-24,47.945
2002-12-25,47.678
2002-12-26,48.374
2002-12-27,47.968
2002-12-30,46.912
2002-12-31,46.787
2003-01-01,46.365
2003-01-02,47.357
2003-01-03,47.903
2003-01-06,48.524
2003-01-07,48.58
2003-01-08,47.43
2003-01-09,48.373
2003-01-10,48.454
2003-01-13,47.457
2003-01-14,47.795
2003-01-15,48.102
2003-01-16,48.062
2003-01-17,46.902
2003-01-20,45.581
2003-01-21,44.926
2003-01-22,44.714
2003-01-23,46.191
2003-01-24,45.37
2003-01-27,45.468
2003-01-28,45.573
2003-01-29,46.169
2003-01-30,45.362
2003-01-31,45.061
2003-02-03,44.666
2003-02-04,43.465
2003-02-05,43.673
2003-02-06,43.45
2003-02-07,43.364
2003-02-10,43.357
2003-02-11,43.826
2003-02-12,43.759
2003-02-13,42.661
2003-02-14,43.334
2003-02-17,44.757
2003-02-18,46.642
2003-02-19,45.566
2003-02-20,45.004
2003-02-21,45.049
2003-02-24,45.092
2003-02-25,44.657
2003-02-26,44.122
2003-02-27,45.717
2003-02-28,45.975
2003-03-03,45.958
2003-03-04,45.736
2003-03-05,45.32
2003-03-06,46.0
2003-03-07,45.994
2003-03-10,45.26
2003-03-11,45.491
2003-03-12,45.44
2003-03-13,47.02
2003-03-14,46.824
2003-03-17,48.138
2003-03-18,48.682
2003-03-19,49.673
2003-03-20,49.334
2003-03-21,49.468
2003-03-24,48.179
2003-03-25,48.636
2003-03-26,49.666
2003-03-27,49.036
2003-03-28,48.376
2003-03-31,47.434
2003-04-01,48.519
2003-04-02,49.861
2003-04-03,50.637
2003-04-04,50.237
2003-04-07,51.56
2003-04-08,51.396
2003-04-09,51.729
2003-04-10,51.817
2003-04-11,51.839
2003-04-14,52.998
2003-04-15,54.421
2003-04-16,54.431
2003-04-17,55.048
2003-04-18,55.048
2003-04-21,54.529
2003-04-22,54.523
2003-04-23,54.544
2003-04-24,55.484
2003-04-25,54.711
2003-04-28,54.474
2003-04-29,55.521
2003-04-30,55.412
2003-05-01,55.563
2003-05-02,57.217
2003-05-05,59.488
2003-05-06,59.704
2003-05-07,60.113
2003-05-08,59.935
2003-05-09,60.647
2003-05-12,62.104
2003-05-13,60.102
2003-05-14,60.417
2003-05-15,60.623
2003-05-16,60.448
2003-05-19,57.646
2003-05-20,56.582
2003-05-21,55.715
2003-05-22,56.944
2003-05-23,57.46
2003-05-26,60.261
2003-05-27,61.986
2003-05-28,64.574
2003-05-29,65.549
2003-05-30,65.863
2003-06-02,65.941
2003-06-03,65.686
2003-06-04,63.959
2003-06-05,63.414
2003-06-06,63.495
2003-06-09,63.292
2003-06-10,62.466
2003-06-11,63.989
2003-06-12,64.253
2003-06-13,64.495
2003-06-16,67.944
2003-06-17,68.534
2003-06-18,68.046
2003-06-19,69.63
2003-06-20,69.651
2003-06-23,68.121
2003-06-24,67.261
2003-06-25,67.993
2003-06-26,68.949
2003-06-27,68.618
2003-06-30,70.174
2003-07-01,70.153
2003-07-02,71.006
2003-07-03,70.141
2003-07-04,70.221
2003-07-07,70.45
2003-07-08,68.011
2003-07-09,69.474
2003-07-10,68.64
2003-07-11,68.701
2003-07-14,68.139
2003-07-15,67.769
2003-07-16,66.746
2003-07-17,66.619
2003-07-18,66.601
2003-07-21,66.175
2003-07-22,66.272
2003-07-23,66.167
2003-07-24,65.668
2003-07-25,65.889
2003-07-28,67.654
2003-07-29,67.787
2003-07-30,66.562
2003-07-31,65.38
2003-08-01,65.232
2003-08-04,63.772
2003-08-05,64.37
2003-08-06,63.75
2003-08-07,63.72
2003-08-08,63.723
2003-08-11,62.588
2003-08-12,62.826
2003-08-13,64.045
2003-08-14,63.763
2003-08-15,63.853
2003-08-18,65.198
2003-08-19,65.446
2003-08-20,64.22
2003-08-21,63.507
2003-08-22,63.203
2003-08-25,63.996
2003-08-26,64.278
2003-08-27,64.785
2003-08-28,65.329
2003-08-29,65.495
2003-09-01,64.88
2003-09-02,65.669
2003-09-03,67.334
2003-09-04,67.298
2003-09-05,67.423
2003-09-08,66.619
2003-09-09,66.865
2003-09-10,65.832
2003-09-11,64.684
2003-09-12,64.414
2003-09-15,65.493
2003-09-16,65.665
2003-09-17,65.936
2003-09-18,66.473
2003-09-19,66.461
2003-09-22,67.433
2003-09-23,67.667
2003-09-24,68.312
2003-09-25,67.335
2003-09-26,67.239
2003-09-29,67.111
2003-09-30,66.665
2003-10-01,67.537
2003-10-02,68.396
2003-10-03,68.529
2003-10-06,68.477
2003-10-07,67.418
2003-10-08,67.043
2003-10-09,67.49
2003-10-10,67.509
2003-10-13,68.458
2003-10-14,68.375
2003-10-15,69.417
2003-10-16,69.183
2003-10-17,69.285
2003-10-20,69.122
2003-10-21,69.866
2003-10-22,69.18
2003-10-23,68.374
2003-10-24,68.245
2003-10-27,68.67
2003-10-28,70.395
2003-10-29,71.715
2003-10-30,70.804
2003-10-31,70.972
2003-11-03,72.976
2003-11-04,73.05
2003-11-05,73.832
2003-11-06,73.221
2003-11-07,73.399
2003-11-10,72.711
2003-11-11,71.321
2003-11-12,72.883
2003-11-13,73.32
2003-11-14,73.071
2003-11-17,73.002
2003-11-18,74.31
2003-11-19,74.321
2003-11-20,73.513
2003-11-21,73.508
2003-11-24,73.804
2003-11-25,74.646
2003-11-26,74.761
2003-11-27,75.793
2003-11-28,76.095
2003-12-01,76.794
2003-12-02,75.783
2003-12-03,75.758
2003-12-04,75.086
2003-12-05,74.596
2003-12-08,73.585
2003-12-09,74.963
2003-12-10,74.438
2003-12-11,76.325
2003-12-12,76.105
2003-12-15,77.46
2003-12-16,78.057
2003-12-17,76.5
2003-12-18,76.897
2003-12-19,76.416
2003-12-22,76.375
2003-12-23,76.39
2003-12-24,76.49
2003-12-25,77.171
2003-12-26,77.158
2003-12-29,78.923
2003-12-30,79.352
2003-12-31,79.2
2004-01-01,79.2
2004-01-02,79.325
2004-01-05,82.335
2004-01-06,82.731
2004-01-07,82.317
2004-01-08,82.969
2004-01-09,83.239
2004-01-12,83.946
2004-01-13,84.11
2004-01-14,84.59
2004-01-15,85.438
2004-01-16,87.351
2004-01-19,87.998
2004-01-20,89.767
2004-01-21,87.595
2004-01-22,86.511
2004-01-23,86.526
2004-01-26,85.8
2004-01-27,86.17
2004-01-28,84.761
2004-01-29,83.642
2004-01-30,83.689
2004-02-02,83.727
2004-02-03,83.961
2004-02-04,82.658
2004-02-05,83.752
2004-02-06,85.886
2004-02-09,88.904
2004-02-10,89.396
2004-02-11,89.575
2004-02-12,89.671
2004-02-13,89.464
2004-02-16,89.832
2004-02-17,90.643
2004-02-18,89.865
2004-02-19,89.591
2004-02-20,88.933
2004-02-23,87.856
2004-02-24,87.06
2004-02-25,87.776
2004-02-26,86.564
2004-02-27,86.604
2004-03-01,88.088
2004-03-02,88.073
2004-03-03,86.693
2004-03-04,87.578
2004-03-05,87.331
2004-03-08,87.443
2004-03-09,87.01
2004-03-10,85.987
2004-03-11,84.536
2004-03-12,84.806
2004-03-15,84.68
2004-03-16,85.475
2004-03-17,86.756
2004-03-18,86.709
2004-03-19,86.557
2004-03-22,85.359
2004-03-23,85.322
2004-03-24,84.115
2004-03-25,84.701
2004-03-26,84.653
2004-03-29,86.221
2004-03-30,85.993
2004-03-31,86.078
2004-04-01,86.837
2004-04-02,87.23
2004-04-05,88.074
2004-04-06,87.354
2004-04-07,87.558
2004-04-08,88.118
2004-04-09,88.118
2004-04-12,88.539
2004-04-13,88.472
2004-04-14,87.26
2004-04-15,87.169
2004-04-16,86.269
2004-04-19,87.557
2004-04-20,88.932
2004-04-21,88.98
2004-04-22,90.028
2004-04-23,91.064
2004-04-26,90.371
2004-04-27,90.767
2004-04-28,88.6
2004-04-29,88.044
2004-04-30,86.312
2004-05-03,86.546
2004-05-04,88.006
2004-05-05,88.335
2004-05-06,87.162
2004-05-07,87.346
2004-05-10,83.542
2004-05-11,84.444
2004-05-12,84.346
2004-05-13,84.244
2004-05-14,83.382
2004-05-17,82.031
2004-05-18,82.568
2004-05-19,84.618
2004-05-20,84.356
2004-05-21,84.607
2004-05-24,86.225
2004-05-25,86.683
2004-05-26,86.759
2004-05-27,87.3
2004-05-28,86.958
2004-05-31,86.741
2004-06-01,87.523
2004-06-02,88.546
2004-06-03,87.991
2004-06-04,88.011
2004-06-07,90.556
2004-06-08,90.885
2004-06-09,89.853
2004-06-10,90.33
2004-06-11,90.255
2004-06-14,89.194
2004-06-15,89.867
2004-06-16,90.28
2004-06-17,89.94
2004-06-18,89.951
2004-06-21,90.859
2004-06-22,91.627
2004-06-23,92.202
2004-06-24,92.029
2004-06-25,92.432
2004-06-28,92.681
2004-06-29,93.294
2004-06-30,93.737
2004-07-01,93.725
2004-07-02,93.334
2004-07-05,93.603
2004-07-06,92.11
2004-07-07,91.485
2004-07-08,90.104
2004-07-09,90.396
2004-07-12,90.021
2004-07-13,89.458
2004-07-14,89.184
2004-07-15,88.621
2004-07-16,88.359
2004-07-19,88.023
2004-07-20,88.876
2004-07-21,88.185
2004-07-22,87.693
2004-07-23,86.757
2004-07-26,84.014
2004-07-27,84.532
2004-07-28,84.129
2004-07-29,84.981
2004-07-30,85.28
2004-08-02,84.258
2004-08-03,82.305
2004-08-04,82.204
2004-08-05,81.504
2004-08-06,80.875
2004-08-09,80.714
2004-08-10,81.022
2004-08-11,79.255
2004-08-12,78.149
2004-08-13,78.253
2004-08-16,78.098
2004-08-17,79.6
2004-08-18,80.125
2004-08-19,80.742
2004-08-20,80.736
2004-08-23,81.796
2004-08-24,82.01
2004-08-25,81.599
2004-08-26,82.031
2004-08-27,82.234
2004-08-30,82.047
2004-08-31,81.24
2004-09-01,81.443
2004-09-02,82.13
2004-09-03,81.281
2004-09-06,81.481
2004-09-07,82.632
2004-09-08,82.55
2004-09-09,83.22
2004-09-10,84.343
2004-09-13,86.194
2004-09-14,86.583
2004-09-15,85.948
2004-09-16,86.147
2004-09-17,86.179
2004-09-20,86.123
2004-09-21,86.219
2004-09-22,85.14
2004-09-23,84.971
2004-09-24,84.231
2004-09-27,83.666
2004-09-28,83.683
2004-09-29,83.781
2004-09-30,83.908
2004-10-01,85.666
2004-10-04,86.966
2004-10-05,86.903
2004-10-06,87.174
2004-10-07,86.853
2004-10-08,86.28
2004-10-11,86.153
2004-10-12,85.02
2004-10-13,84.341
2004-10-14,83.638
2004-10-15,83.11
2004-10-18,86.516
2004-10-19,86.927
2004-10-20,87.094
2004-10-21,88.276
2004-10-22,87.666
2004-10-25,87.413
2004-10-26,88.3
2004-10-27,88.198
2004-10-28,87.9
2004-10-29,88.053
2004-11-01,89.533
2004-11-02,89.85
2004-11-03,91.124
2004-11-04,91.402
2004-11-05,92.076
2004-11-08,92.388
2004-11-09,92.539
2004-11-10,91.932
2004-11-11,93.364
2004-11-12,93.849
2004-11-15,95.933
2004-11-16,96.775
2004-11-17,97.636
2004-11-18,98.015
2004-11-19,97.508
2004-11-22,96.599
2004-11-23,97.374
2004-11-24,98.581
2004-11-25,98.218
2004-11-26,98.119
2004-11-29,96.974
2004-11-30,96.746
2004-12-01,97.716
2004-12-02,98.378
2004-12-03,98.646
2004-12-06,101.235
2004-12-07,102.085
2004-12-08,101.772
2004-12-09,101.35
2004-12-10,101.224
2004-12-13,102.743
2004-12-14,104.077
2004-12-15,104.31
2004-12-16,104.393
2004-12-17,104.351
2004-12-20,104.016
2004-12-21,102.923
2004-12-22,103.245
2004-12-23,103.681
2004-12-24,104.02
2004-12-27,105.687
2004-12-28,105.43
2004-12-29,104.801
2004-12-30,106.22
2004-12-31,106.718
2005-01-03,106.052
2005-01-04,104.57
2005-01-05,103.398
2005-01-06,104.159
2005-01-07,104.246
2005-01-10,106.829
2005-01-11,106.382
2005-01-12,106.965
2005-01-13,106.286
2005-01-14,106.346
2005-01-17,106.677
2005-01-18,106.548
2005-01-19,107.378
2005-01-20,106.958
2005-01-21,107.171
2005-01-24,108.398
2005-01-25,107.762
2005-01-26,107.736
2005-01-27,106.683
2005-01-28,106.501
2005-01-31,108.773
2005-02-01,109.004
2005-02-02,109.65
2005-02-03,111.823
2005-02-04,112.889
2005-02-07,111.931
2005-02-08,111.15
2005-02-09,110.02
2005-02-10,110.135
2005-02-11,110.574
2005-02-14,112.139
2005-02-15,112.621
2005-02-16,112.425
2005-02-17,112.148
2005-02-18,112.28
2005-02-21,111.31
2005-02-22,109.362
2005-02-23,108.918
2005-02-24,110.033
2005-02-25,110.009
2005-02-28,111.042
2005-03-01,112.919
2005-03-02,112.316
2005-03-03,112.871
2005-03-04,113.077
2005-03-07,114.785
2005-03-08,115.075
2005-03-09,114.407
2005-03-10,113.858
2005-03-11,113.917
2005-03-14,113.167
2005-03-15,112.261
2005-03-16,111.045
2005-03-17,111.191
2005-03-18,111.031
2005-03-21,111.715
2005-03-22,111.033
2005-03-23,108.544
2005-03-24,107.503
2005-03-25,107.503
2005-03-28,108.526
2005-03-29,108.613
2005-03-30,108.123
2005-03-31,108.232
2005-04-01,108.342
2005-04-04,107.308
2005-04-05,107.939
2005-04-06,108.503
2005-04-07,109.923
2005-04-08,109.472
2005-04-11,110.235
2005-04-12,110.545
2005-04-13,110.818
2005-04-14,109.82
2005-04-15,108.973
2005-04-18,108.355
2005-04-19,108.874
2005-04-20,108.322
2005-04-21,109.404
2005-04-22,109.2
2005-04-25,109.155
2005-04-26,108.867
2005-04-27,108.181
2005-04-28,108.763
2005-04-29,109.109
2005-05-02,111.361
2005-05-03,111.707
2005-05-04,112.912
2005-05-05,113.491
2005-05-06,113.447
2005-05-09,114.024
2005-05-10,114.124
2005-05-11,114.334
2005-05-12,114.093
2005-05-13,114.094
2005-05-16,114.384
2005-05-17,114.939
2005-05-18,114.427
2005-05-19,114.361
2005-05-20,114.214
2005-05-23,112.708
2005-05-24,112.971
2005-05-25,113.669
2005-05-26,114.639
2005-05-27,114.395
2005-05-30,114.489
2005-05-31,113.982
2005-06-01,113.986
2005-06-02,114.564
2005-06-03,114.213
2005-06-06,114.861
2005-06-07,114.804
2005-06-08,114.802
2005-06-09,113.567
2005-06-10,113.148
2005-06-13,112.97
2005-06-14,111.481
2005-06-15,110.646
2005-06-16,110.633
2005-06-17,110.73
2005-06-20,106.364
2005-06-21,107.843
2005-06-22,107.666
2005-06-23,106.174
2005-06-24,105.632
2005-06-27,103.948
2005-06-28,104.023
2005-06-29,104.229
2005-06-30,103.73
2005-07-01,104.03
2005-07-04,105.081
2005-07-05,102.995
2005-07-06,104.425
2005-07-07,103.923
2005-07-08,104.064
2005-07-11,107.756
2005-07-12,108.526
2005-07-13,108.621
2005-07-14,109.488
2005-07-15,109.215
2005-07-18,107.74
2005-07-19,109.97
2005-07-20,111.605
2005-07-21,112.685
2005-07-22,112.56
2005-07-25,112.585
2005-07-26,112.646
2005-07-27,113.138
2005-07-28,113.03
2005-07-29,112.871
2005-08-01,112.723
2005-08-02,115.846
2005-08-03,115.577
2005-08-04,115.025
2005-08-05,115.265
2005-08-08,112.471
2005-08-09,112.005
2005-08-10,112.427
2005-08-11,112.425
2005-08-12,112.431
2005-08-15,114.284
2005-08-16,114.34
2005-08-17,116.941
2005-08-18,117.985
2005-08-19,117.986
2005-08-22,117.414
2005-08-23,116.596
2005-08-24,115.285
2005-08-25,114.574
2005-08-26,114.109
2005-08-29,114.438
2005-08-30,115.814
2005-08-31,115.55
2005-09-01,117.644
2005-09-02,117.639
2005-09-05,118.81
2005-09-06,118.949
2005-09-07,119.257
2005-09-08,118.799
2005-09-09,119.159
2005-09-12,119.937
2005-09-13,119.483
2005-09-14,120.038
2005-09-15,119.269
2005-09-16,119.319
2005-09-19,118.829
2005-09-20,119.102
2005-09-21,117.581
2005-09-22,116.002
2005-09-23,115.771
2005-09-26,116.867
2005-09-27,118.523
2005-09-28,119.344
2005-09-29,119.698
2005-09-30,120.464
2005-10-03,121.21
2005-10-04,121.088
2005-10-05,120.541
2005-10-06,118.07
2005-10-07,117.569
2005-10-10,119.286
2005-10-11,118.914
2005-10-12,117.86
2005-10-13,117.486
2005-10-14,118.286
2005-10-17,115.925
2005-10-18,115.891
2005-10-19,113.701
2005-10-20,115.269
2005-10-21,115.811
2005-10-24,117.061
2005-10-25,117.412
2005-10-26,116.591
2005-10-27,115.134
2005-10-28,115.238
2005-10-31,117.535
2005-11-01,116.846
2005-11-02,115.868
2005-11-03,116.607
2005-11-04,116.767
2005-11-07,116.325
2005-11-08,115.85
