Date,NETHERLANDS MID VALUE Mid Cap
2001-09-24,238.72
2001-09-25,250.458
2001-09-26,248.933
2001-09-27,246.386
2001-09-28,253.001
2001-10-01,251.305
2001-10-02,245.841
2001-10-03,245.051
2001-10-04,249.614
2001-10-05,251.923
2001-10-08,255.416
2001-10-09,255.634
2001-10-10,259.724
2001-10-11,264.077
2001-10-12,262.535
2001-10-15,262.148
2001-10-16,262.339
2001-10-17,265.835
2001-10-18,262.063
2001-10-19,257.345
2001-10-22,254.659
2001-10-23,260.083
2001-10-24,263.976
2001-10-25,265.04
2001-10-26,265.813
2001-10-29,270.89
2001-10-30,267.98
2001-10-31,266.281
2001-11-01,267.258
2001-11-02,266.458
2001-11-05,269.394
2001-11-06,271.136
2001-11-07,271.482
2001-11-08,269.099
2001-11-09,265.47
2001-11-12,264.0
2001-11-13,264.783
2001-11-14,267.612
2001-11-15,273.75
2001-11-16,283.904
2001-11-19,284.139
2001-11-20,284.115
2001-11-21,281.94
2001-11-22,283.717
2001-11-23,284.763
2001-11-26,287.609
2001-11-27,286.1
2001-11-28,286.736
2001-11-29,286.234
2001-11-30,290.579
2001-12-03,288.966
2001-12-04,289.25
2001-12-05,292.921
2001-12-06,294.648
2001-12-07,295.086
2001-12-10,293.281
2001-12-11,291.007
2001-12-12,288.441
2001-12-13,286.354
2001-12-14,289.605
2001-12-17,293.453
2001-12-18,293.869
2001-12-19,291.649
2001-12-20,290.63
2001-12-21,290.97
2001-12-24,292.073
2001-12-25,292.073
2001-12-26,292.322
2001-12-27,300.166
2001-12-28,297.567
2001-12-31,300.469
2002-01-01,300.469
2002-01-02,303.122
2002-01-03,303.414
2002-01-04,305.941
2002-01-07,308.888
2002-01-08,306.765
2002-01-09,310.856
2002-01-10,308.468
2002-01-11,310.5
2002-01-14,308.527
2002-01-15,307.321
2002-01-16,300.417
2002-01-17,299.454
2002-01-18,299.449
2002-01-21,301.352
2002-01-22,301.636
2002-01-23,300.231
2002-01-24,301.752
2002-01-25,295.254
2002-01-28,296.936
2002-01-29,296.416
2002-01-30,295.319
2002-01-31,296.273
2002-02-01,297.265
2002-02-04,301.828
2002-02-05,299.026
2002-02-06,298.372
2002-02-07,297.928
2002-02-08,297.21
2002-02-11,300.504
2002-02-12,300.136
2002-02-13,301.907
2002-02-14,300.198
2002-02-15,302.753
2002-02-18,301.886
2002-02-19,299.215
2002-02-20,298.167
2002-02-21,298.924
2002-02-22,298.416
2002-02-25,297.845
2002-02-26,298.391
2002-02-27,299.398
2002-02-28,298.737
2002-03-01,300.2
2002-03-04,309.035
2002-03-05,313.669
2002-03-06,318.534
2002-03-07,329.676
2002-03-08,329.811
2002-03-11,331.607
2002-03-12,329.906
2002-03-13,330.442
2002-03-14,334.161
2002-03-15,333.756
2002-03-18,335.174
2002-03-19,339.318
2002-03-20,338.333
2002-03-21,335.749
2002-03-22,335.229
2002-03-25,331.045
2002-03-26,331.364
2002-03-27,330.592
2002-03-28,332.836
2002-03-29,332.836
2002-04-01,335.564
2002-04-02,338.268
2002-04-03,341.312
2002-04-04,337.572
2002-04-05,332.888
2002-04-08,326.36
2002-04-09,327.537
2002-04-10,329.671
2002-04-11,327.932
2002-04-12,326.837
2002-04-15,326.503
2002-04-16,331.701
2002-04-17,336.283
2002-04-18,337.043
2002-04-19,338.263
2002-04-22,338.482
2002-04-23,337.454
2002-04-24,336.696
2002-04-25,333.37
2002-04-26,334.916
2002-04-29,335.643
2002-04-30,334.18
2002-05-01,336.071
2002-05-02,336.46
2002-05-03,336.403
2002-05-06,335.221
2002-05-07,333.616
2002-05-08,338.577
2002-05-09,338.271
2002-05-10,340.75
2002-05-13,341.182
2002-05-14,338.015
2002-05-15,341.723
2002-05-16,343.373
2002-05-17,347.41
2002-05-20,347.39
2002-05-21,341.399
2002-05-22,339.31
2002-05-23,338.548
2002-05-24,343.412
2002-05-27,341.472
2002-05-28,344.363
2002-05-29,345.624
2002-05-30,343.624
2002-05-31,341.582
2002-06-03,342.341
2002-06-04,341.19
2002-06-05,334.077
2002-06-06,331.624
2002-06-07,323.771
2002-06-10,327.13
2002-06-11,328.317
2002-06-12,319.435
2002-06-13,318.131
2002-06-14,317.853
2002-06-17,320.405
2002-06-18,321.906
2002-06-19,321.354
2002-06-20,321.464
2002-06-21,320.558
2002-06-24,317.785
2002-06-25,315.462
2002-06-26,317.041
2002-06-27,322.504
2002-06-28,331.516
2002-07-01,330.269
2002-07-02,329.164
2002-07-03,329.643
2002-07-04,328.125
2002-07-05,338.714
2002-07-08,343.857
2002-07-09,347.069
2002-07-10,337.051
2002-07-11,330.775
2002-07-12,328.687
2002-07-15,316.285
2002-07-16,317.337
2002-07-17,321.539
2002-07-18,328.485
2002-07-19,319.258
2002-07-22,306.179
2002-07-23,301.251
2002-07-24,288.09
2002-07-25,300.093
2002-07-26,296.795
2002-07-29,312.642
2002-07-30,322.015
2002-07-31,327.259
2002-08-01,320.913
2002-08-02,313.515
2002-08-05,305.866
2002-08-06,301.822
2002-08-07,295.903
2002-08-08,301.694
2002-08-09,304.564
2002-08-12,304.393
2002-08-13,302.773
2002-08-14,297.836
2002-08-15,308.318
2002-08-16,308.288
2002-08-19,312.092
2002-08-20,306.389
2002-08-21,309.496
2002-08-22,316.817
2002-08-23,315.609
2002-08-26,313.642
2002-08-27,319.67
2002-08-28,316.21
2002-08-29,311.987
2002-08-30,315.256
2002-09-02,314.053
2002-09-03,306.624
2002-09-04,313.043
2002-09-05,312.401
2002-09-06,311.333
2002-09-09,306.031
2002-09-10,308.57
2002-09-11,312.061
2002-09-12,310.385
2002-09-13,310.544
2002-09-16,309.983
2002-09-17,310.063
2002-09-18,305.18
2002-09-19,306.339
2002-09-20,313.708
2002-09-23,309.679
2002-09-24,299.869
2002-09-25,292.156
2002-09-26,300.148
2002-09-27,296.948
2002-09-30,295.898
2002-10-01,291.366
2002-10-02,292.173
2002-10-03,290.968
2002-10-04,285.318
2002-10-07,282.657
2002-10-08,273.269
2002-10-09,276.941
2002-10-10,280.676
2002-10-11,290.031
2002-10-14,292.49
2002-10-15,299.604
2002-10-16,302.711
2002-10-17,306.736
2002-10-18,299.609
2002-10-21,297.839
2002-10-22,303.844
2002-10-23,296.996
2002-10-24,295.583
2002-10-25,300.607
2002-10-28,303.25
2002-10-29,292.051
2002-10-30,300.134
2002-10-31,307.932
2002-11-01,302.811
2002-11-04,301.502
2002-11-05,305.38
2002-11-06,302.98
2002-11-07,304.704
2002-11-08,306.966
2002-11-11,305.982
2002-11-12,308.912
2002-11-13,312.33
2002-11-14,317.552
2002-11-15,319.291
2002-11-18,321.229
2002-11-19,321.417
2002-11-20,306.858
2002-11-21,318.753
2002-11-22,317.636
2002-11-25,315.652
2002-11-26,314.048
2002-11-27,315.605
2002-11-28,321.063
2002-11-29,324.346
2002-12-02,324.991
2002-12-03,321.093
2002-12-04,320.512
2002-12-05,318.5
2002-12-06,320.112
2002-12-09,316.097
2002-12-10,318.069
2002-12-11,319.488
2002-12-12,316.568
2002-12-13,317.855
2002-12-16,320.898
2002-12-17,321.854
2002-12-18,323.268
2002-12-19,317.93
2002-12-20,315.622
2002-12-23,316.159
2002-12-24,317.927
2002-12-25,317.927
2002-12-26,318.729
2002-12-27,316.88
2002-12-30,317.557
2002-12-31,324.915
2003-01-01,324.915
2003-01-02,324.938
2003-01-03,330.648
2003-01-06,333.352
2003-01-07,328.964
2003-01-08,328.284
2003-01-09,329.229
2003-01-10,329.151
2003-01-13,331.967
2003-01-14,334.278
2003-01-15,331.415
2003-01-16,334.636
2003-01-17,336.217
2003-01-20,334.325
2003-01-21,333.057
2003-01-22,330.676
2003-01-23,327.061
2003-01-24,323.613
2003-01-27,316.386
2003-01-28,313.831
2003-01-29,306.616
2003-01-30,299.825
2003-01-31,302.273
2003-02-03,301.952
2003-02-04,301.087
2003-02-05,299.652
2003-02-06,301.837
2003-02-07,302.302
2003-02-10,298.838
2003-02-11,299.035
2003-02-12,288.288
2003-02-13,287.677
2003-02-14,286.827
2003-02-17,288.39
2003-02-18,286.6
2003-02-19,285.344
2003-02-20,283.823
2003-02-21,284.25
2003-02-24,280.134
2003-02-25,271.641
2003-02-26,266.383
2003-02-27,263.974
2003-02-28,268.889
2003-03-03,277.576
2003-03-04,265.151
2003-03-05,261.227
2003-03-06,260.892
2003-03-07,254.413
2003-03-10,244.759
2003-03-11,235.423
2003-03-12,223.042
2003-03-13,233.514
2003-03-14,241.602
2003-03-17,250.23
2003-03-18,248.925
2003-03-19,255.984
2003-03-20,254.707
2003-03-21,266.051
2003-03-24,261.673
2003-03-25,270.542
2003-03-26,266.397
2003-03-27,260.167
2003-03-28,263.234
2003-03-31,254.596
2003-04-01,253.479
2003-04-02,260.988
2003-04-03,268.447
2003-04-04,270.028
2003-04-07,277.045
2003-04-08,276.443
2003-04-09,273.453
2003-04-10,274.477
2003-04-11,272.308
2003-04-14,271.4
2003-04-15,280.481
2003-04-16,280.386
2003-04-17,282.735
2003-04-18,282.735
2003-04-21,281.517
2003-04-22,281.728
2003-04-23,289.7
2003-04-24,292.017
2003-04-25,286.191
2003-04-28,294.207
2003-04-29,298.314
2003-04-30,310.793
2003-05-01,313.648
2003-05-02,341.511
2003-05-05,354.154
2003-05-06,357.915
2003-05-07,348.322
2003-05-08,352.788
2003-05-09,365.79
2003-05-12,370.524
2003-05-13,361.516
2003-05-14,370.748
2003-05-15,376.35
2003-05-16,405.001
2003-05-19,383.513
2003-05-20,389.753
2003-05-21,386.499
2003-05-22,389.466
2003-05-23,385.803
2003-05-26,384.985
2003-05-27,377.331
2003-05-28,380.037
2003-05-29,388.249
2003-05-30,388.027
2003-06-02,386.388
2003-06-03,384.33
2003-06-04,393.565
2003-06-05,398.14
2003-06-06,404.214
2003-06-09,406.183
2003-06-10,406.001
2003-06-11,414.828
2003-06-12,411.567
2003-06-13,399.503
2003-06-16,411.52
2003-06-17,416.4
2003-06-18,408.442
2003-06-19,402.903
2003-06-20,404.399
2003-06-23,387.477
2003-06-24,386.372
2003-06-25,391.141
2003-06-26,384.526
2003-06-27,387.596
2003-06-30,384.596
2003-07-01,388.765
2003-07-02,396.505
2003-07-03,399.06
2003-07-04,393.526
2003-07-07,392.513
2003-07-08,388.787
2003-07-09,387.326
2003-07-10,389.278
2003-07-11,390.199
2003-07-14,396.842
2003-07-15,395.03
2003-07-16,391.212
2003-07-17,384.503
2003-07-18,392.666
2003-07-21,396.834
2003-07-22,399.726
2003-07-23,401.729
2003-07-24,401.511
2003-07-25,396.525
2003-07-28,401.123
2003-07-29,401.761
2003-07-30,396.187
2003-07-31,396.329
2003-08-01,394.395
2003-08-04,390.78
2003-08-05,392.772
2003-08-06,392.656
2003-08-07,391.356
2003-08-08,388.668
2003-08-11,386.3
2003-08-12,383.988
2003-08-13,385.96
2003-08-14,387.908
2003-08-15,392.38
2003-08-18,388.455
2003-08-19,394.251
2003-08-20,396.463
2003-08-21,397.595
2003-08-22,404.018
2003-08-25,402.195
2003-08-26,401.99
2003-08-27,410.308
2003-08-28,422.54
2003-08-29,419.146
2003-09-01,420.087
2003-09-02,418.47
2003-09-03,425.283
2003-09-04,423.902
2003-09-05,436.293
2003-09-08,442.296
2003-09-09,439.351
2003-09-10,434.157
2003-09-11,431.005
2003-09-12,435.537
2003-09-15,437.156
2003-09-16,435.11
2003-09-17,439.247
2003-09-18,437.858
2003-09-19,440.247
2003-09-22,436.832
2003-09-23,429.275
2003-09-24,423.223
2003-09-25,420.792
2003-09-26,420.473
2003-09-29,419.843
2003-09-30,424.772
2003-10-01,425.158
2003-10-02,432.601
2003-10-03,439.066
2003-10-06,436.109
2003-10-07,435.601
2003-10-08,429.521
2003-10-09,434.282
2003-10-10,436.018
2003-10-13,437.054
2003-10-14,436.853
2003-10-15,437.72
2003-10-16,436.319
2003-10-17,427.427
2003-10-20,422.584
2003-10-21,424.725
2003-10-22,419.855
2003-10-23,417.095
2003-10-24,417.065
2003-10-27,418.802
2003-10-28,404.061
2003-10-29,407.928
2003-10-30,414.321
2003-10-31,405.287
2003-11-03,415.355
2003-11-04,414.668
2003-11-05,413.646
2003-11-06,409.704
2003-11-07,414.229
2003-11-10,411.402
2003-11-11,411.396
2003-11-12,420.403
2003-11-13,429.136
2003-11-14,430.616
2003-11-17,424.155
2003-11-18,430.635
2003-11-19,431.28
2003-11-20,425.591
2003-11-21,424.169
2003-11-24,424.542
2003-11-25,428.336
2003-11-26,425.808
2003-11-27,416.327
2003-11-28,413.717
2003-12-01,414.789
2003-12-02,421.15
2003-12-03,419.53
2003-12-04,421.446
2003-12-05,423.789
2003-12-08,424.037
2003-12-09,421.147
2003-12-10,419.294
2003-12-11,418.11
2003-12-12,419.676
2003-12-15,422.134
2003-12-16,418.253
2003-12-17,420.975
2003-12-18,426.78
2003-12-19,424.964
2003-12-22,425.243
2003-12-23,429.137
2003-12-24,430.006
2003-12-25,430.006
2003-12-26,429.834
2003-12-29,431.964
2003-12-30,437.441
2003-12-31,439.648
2004-01-01,439.648
2004-01-02,440.386
2004-01-05,442.973
2004-01-06,442.893
2004-01-07,435.754
2004-01-08,436.57
2004-01-09,436.843
2004-01-12,436.507
2004-01-13,439.268
2004-01-14,441.341
2004-01-15,437.002
2004-01-16,431.879
2004-01-19,432.336
2004-01-20,431.523
2004-01-21,437.494
2004-01-22,436.976
2004-01-23,436.023
2004-01-26,430.004
2004-01-27,434.323
2004-01-28,432.376
2004-01-29,426.364
2004-01-30,427.668
2004-02-02,431.082
2004-02-03,430.956
2004-02-04,432.113
2004-02-05,436.214
2004-02-06,438.917
2004-02-09,441.6
2004-02-10,445.085
2004-02-11,440.241
2004-02-12,448.074
2004-02-13,444.206
2004-02-16,444.805
2004-02-17,447.848
2004-02-18,446.347
2004-02-19,442.283
2004-02-20,434.284
2004-02-23,434.557
2004-02-24,439.692
2004-02-25,434.922
2004-02-26,435.133
2004-02-27,440.837
2004-03-01,442.751
2004-03-02,438.913
2004-03-03,430.921
2004-03-04,433.088
2004-03-05,440.846
2004-03-08,440.701
2004-03-09,444.583
2004-03-10,434.77
2004-03-11,431.201
2004-03-12,429.308
2004-03-15,429.14
2004-03-16,434.172
2004-03-17,431.986
2004-03-18,433.7
2004-03-19,431.692
2004-03-22,428.904
2004-03-23,424.349
2004-03-24,426.058
2004-03-25,426.239
2004-03-26,424.97
2004-03-29,428.308
2004-03-30,428.019
2004-03-31,431.945
2004-04-01,437.079
2004-04-02,432.684
2004-04-05,431.066
2004-04-06,430.374
2004-04-07,434.393
2004-04-08,432.668
2004-04-09,432.668
2004-04-12,431.453
2004-04-13,428.478
2004-04-14,427.303
2004-04-15,422.682
2004-04-16,430.059
2004-04-19,428.83
2004-04-20,427.856
2004-04-21,423.993
2004-04-22,422.225
2004-04-23,424.341
2004-04-26,426.157
2004-04-27,427.871
2004-04-28,446.017
2004-04-29,444.386
2004-04-30,442.127
2004-05-03,441.632
2004-05-04,443.784
2004-05-05,447.816
2004-05-06,440.067
2004-05-07,434.255
2004-05-10,426.099
2004-05-11,433.78
2004-05-12,430.754
2004-05-13,428.782
2004-05-14,429.992
2004-05-17,432.676
2004-05-18,430.498
2004-05-19,436.301
2004-05-20,434.253
2004-05-21,435.396
2004-05-24,434.624
2004-05-25,439.069
2004-05-26,439.558
2004-05-27,445.753
2004-05-28,445.587
2004-05-31,445.766
2004-06-01,442.301
2004-06-02,446.91
2004-06-03,449.694
2004-06-04,450.448
2004-06-07,455.872
2004-06-08,451.999
2004-06-09,444.748
2004-06-10,444.0
2004-06-11,443.752
2004-06-14,445.219
2004-06-15,445.6
2004-06-16,444.279
2004-06-17,446.848
2004-06-18,450.596
2004-06-21,450.584
2004-06-22,449.096
2004-06-23,447.505
2004-06-24,451.887
2004-06-25,449.165
2004-06-28,453.004
2004-06-29,450.362
2004-06-30,451.519
2004-07-01,452.639
2004-07-02,455.357
2004-07-05,452.592
2004-07-06,451.326
2004-07-07,455.23
2004-07-08,456.727
2004-07-09,457.318
2004-07-12,459.076
2004-07-13,457.551
2004-07-14,458.01
2004-07-15,455.225
2004-07-16,460.133
2004-07-19,455.416
2004-07-20,457.465
2004-07-21,454.529
2004-07-22,451.535
2004-07-23,445.511
2004-07-26,443.686
2004-07-27,444.985
2004-07-28,442.718
2004-07-29,451.002
2004-07-30,449.964
2004-08-02,447.402
2004-08-03,447.487
2004-08-04,441.108
2004-08-05,442.446
2004-08-06,442.485
2004-08-09,438.308
2004-08-10,439.291
2004-08-11,437.013
2004-08-12,437.82
2004-08-13,438.407
2004-08-16,441.832
2004-08-17,442.929
2004-08-18,445.242
2004-08-19,445.687
2004-08-20,446.048
2004-08-23,444.092
2004-08-24,441.241
2004-08-25,439.342
2004-08-26,441.964
2004-08-27,443.852
2004-08-30,444.242
2004-08-31,446.596
2004-09-01,449.354
2004-09-02,451.16
2004-09-03,448.898
2004-09-06,452.558
2004-09-07,454.303
2004-09-08,454.297
2004-09-09,453.001
2004-09-10,460.497
2004-09-13,463.278
2004-09-14,462.062
2004-09-15,461.41
2004-09-16,460.448
2004-09-17,461.047
2004-09-20,459.763
2004-09-21,463.967
2004-09-22,463.111
2004-09-23,460.876
2004-09-24,462.1
2004-09-27,461.072
2004-09-28,463.951
2004-09-29,462.911
2004-09-30,463.642
2004-10-01,467.96
2004-10-04,465.676
2004-10-05,469.403
2004-10-06,467.423
2004-10-07,470.023
2004-10-08,475.705
2004-10-11,470.858
2004-10-12,463.256
2004-10-13,463.495
2004-10-14,467.734
2004-10-15,474.426
2004-10-18,473.471
2004-10-19,476.011
2004-10-20,477.119
2004-10-21,479.117
2004-10-22,484.333
2004-10-25,488.933
2004-10-26,489.229
2004-10-27,487.791
2004-10-28,484.599
2004-10-29,486.116
2004-11-01,491.817
2004-11-02,493.317
2004-11-03,496.622
2004-11-04,497.643
2004-11-05,501.597
2004-11-08,504.327
2004-11-09,503.446
2004-11-10,509.543
2004-11-11,512.976
2004-11-12,516.398
2004-11-15,517.643
2004-11-16,520.533
2004-11-17,524.722
2004-11-18,523.309
2004-11-19,525.572
2004-11-22,522.724
2004-11-23,527.45
2004-11-24,531.714
2004-11-25,540.975
2004-11-26,539.067
2004-11-29,542.727
2004-11-30,540.773
2004-12-01,553.553
2004-12-02,553.297
2004-12-03,553.218
2004-12-06,553.263
2004-12-07,557.061
2004-12-08,548.402
2004-12-09,542.119
2004-12-10,542.828
2004-12-13,549.612
2004-12-14,551.529
2004-12-15,549.967
2004-12-16,543.98
2004-12-17,539.284
2004-12-20,547.687
2004-12-21,548.631
2004-12-22,551.553
2004-12-23,556.162
2004-12-24,555.428
2004-12-27,557.356
2004-12-28,559.4
2004-12-29,558.489
2004-12-30,558.361
2004-12-31,557.758
2005-01-03,557.213
2005-01-04,551.254
2005-01-05,546.798
2005-01-06,540.941
2005-01-07,538.57
2005-01-10,541.156
2005-01-11,540.633
2005-01-12,548.113
2005-01-13,545.99
2005-01-14,547.5
2005-01-17,545.539
2005-01-18,541.653
2005-01-19,543.573
2005-01-20,533.734
2005-01-21,532.907
2005-01-24,531.065
2005-01-25,528.873
2005-01-26,534.568
2005-01-27,534.964
2005-01-28,536.379
2005-01-31,540.396
2005-02-01,541.365
2005-02-02,544.382
2005-02-03,540.941
2005-02-04,546.445
2005-02-07,548.557
2005-02-08,546.864
2005-02-09,549.306
2005-02-10,554.67
2005-02-11,555.185
2005-02-14,561.638
2005-02-15,567.617
2005-02-16,571.516
2005-02-17,588.368
2005-02-18,599.576
2005-02-21,589.038
2005-02-22,589.515
2005-02-23,596.101
2005-02-24,593.85
2005-02-25,591.478
2005-02-28,593.642
2005-03-01,587.636
2005-03-02,582.102
2005-03-03,574.494
2005-03-04,588.316
2005-03-07,589.703
2005-03-08,594.248
2005-03-09,587.67
2005-03-10,582.53
2005-03-11,578.199
2005-03-14,573.059
2005-03-15,576.578
2005-03-16,582.361
2005-03-17,576.576
2005-03-18,571.116
2005-03-21,569.434
2005-03-22,569.309
2005-03-23,557.928
2005-03-24,562.672
2005-03-25,562.672
2005-03-28,558.723
2005-03-29,557.238
2005-03-30,558.014
2005-03-31,566.475
2005-04-01,570.336
2005-04-04,562.763
2005-04-05,565.036
2005-04-06,578.61
2005-04-07,582.381
2005-04-08,579.009
2005-04-11,584.412
2005-04-12,576.202
2005-04-13,577.332
2005-04-14,569.171
2005-04-15,563.947
2005-04-18,560.37
2005-04-19,566.062
2005-04-20,569.805
2005-04-21,572.861
2005-04-22,569.011
2005-04-25,565.981
2005-04-26,561.799
2005-04-27,545.215
2005-04-28,538.479
2005-04-29,539.785
2005-05-02,544.807
2005-05-03,546.455
2005-05-04,553.764
2005-05-05,554.488
2005-05-06,557.81
2005-05-09,554.628
2005-05-10,550.863
2005-05-11,550.423
2005-05-12,545.638
2005-05-13,535.771
2005-05-16,534.656
2005-05-17,536.679
2005-05-18,540.284
2005-05-19,544.232
2005-05-20,543.535
2005-05-23,547.117
2005-05-24,548.718
2005-05-25,550.874
2005-05-26,550.506
2005-05-27,554.439
2005-05-30,549.45
2005-05-31,542.768
2005-06-01,546.241
2005-06-02,547.828
2005-06-03,549.893
2005-06-06,549.325
2005-06-07,554.974
2005-06-08,555.742
2005-06-09,552.978
2005-06-10,557.334
2005-06-13,555.947
2005-06-14,559.366
2005-06-15,557.197
2005-06-16,563.27
2005-06-17,570.449
2005-06-20,563.383
2005-06-21,565.498
2005-06-22,572.219
2005-06-23,566.73
2005-06-24,562.767
2005-06-27,563.512
2005-06-28,563.226
2005-06-29,564.207
2005-06-30,567.327
2005-07-01,570.863
2005-07-04,571.257
2005-07-05,569.038
2005-07-06,569.658
2005-07-07,563.127
2005-07-08,565.499
2005-07-11,568.231
2005-07-12,576.311
2005-07-13,576.385
2005-07-14,578.91
2005-07-15,573.516
2005-07-18,575.671
2005-07-19,575.159
2005-07-20,571.711
2005-07-21,581.614
2005-07-22,582.236
2005-07-25,580.988
2005-07-26,581.717
2005-07-27,589.008
2005-07-28,592.526
2005-07-29,595.418
2005-08-01,604.002
2005-08-02,603.639
2005-08-03,605.914
2005-08-04,603.329
2005-08-05,594.943
2005-08-08,596.763
2005-08-09,603.136
2005-08-10,615.569
2005-08-11,619.089
2005-08-12,615.568
2005-08-15,610.88
2005-08-16,610.669
2005-08-17,607.502
2005-08-18,598.581
2005-08-19,597.131
2005-08-22,604.63
2005-08-23,602.095
2005-08-24,599.682
2005-08-25,599.308
2005-08-26,606.101
2005-08-29,602.765
2005-08-30,596.777
2005-08-31,604.407
2005-09-01,612.151
2005-09-02,621.308
2005-09-05,619.643
2005-09-06,620.204
2005-09-07,626.543
2005-09-08,624.834
2005-09-09,629.895
2005-09-12,627.28
2005-09-13,626.279
2005-09-14,630.286
2005-09-15,627.246
2005-09-16,626.501
2005-09-19,620.571
2005-09-20,624.481
2005-09-21,621.72
2005-09-22,612.144
2005-09-23,610.597
2005-09-26,607.053
2005-09-27,603.488
2005-09-28,605.404
2005-09-29,603.565
2005-09-30,615.559
2005-10-03,613.261
2005-10-04,613.577
2005-10-05,612.546
2005-10-06,618.767
2005-10-07,615.402
2005-10-10,614.316
2005-10-11,608.658
2005-10-12,604.558
2005-10-13,592.362
2005-10-14,598.0
2005-10-17,597.634
2005-10-18,591.63
2005-10-19,584.303
2005-10-20,587.974
2005-10-21,588.861
2005-10-24,591.732
2005-10-25,601.091
2005-10-26,601.068
2005-10-27,599.145
2005-10-28,594.576
2005-10-31,594.281
2005-11-01,600.314
2005-11-02,599.653
2005-11-03,605.008
2005-11-04,592.988
2005-11-07,595.86
2005-11-08,596.241
2005-11-09,592.384
