Date,GERMANY LARGE GROWTH Large Cap
2001-07-13,476.432
2001-07-16,472.239
2001-07-17,467.367
2001-07-18,468.411
2001-07-19,479.072
2001-07-20,472.185
2001-07-23,475.951
2001-07-24,469.222
2001-07-25,466.492
2001-07-26,475.497
2001-07-27,480.991
2001-07-30,485.043
2001-07-31,491.743
2001-08-01,495.709
2001-08-02,495.6
2001-08-03,492.642
2001-08-06,488.641
2001-08-07,489.986
2001-08-08,484.811
2001-08-09,483.429
2001-08-10,481.255
2001-08-13,487.535
2001-08-14,491.372
2001-08-15,496.038
2001-08-16,489.897
2001-08-17,481.567
2001-08-20,475.885
2001-08-21,477.74
2001-08-22,484.67
2001-08-23,483.517
2001-08-24,496.113
2001-08-27,496.646
2001-08-28,486.538
2001-08-29,485.592
2001-08-30,470.772
2001-08-31,472.476
2001-09-03,461.366
2001-09-04,463.529
2001-09-05,445.709
2001-09-06,426.05
2001-09-07,420.123
2001-09-10,413.194
2001-09-11,378.127
2001-09-12,384.748
2001-09-13,391.727
2001-09-14,372.11
2001-09-17,378.661
2001-09-18,377.77
2001-09-19,366.241
2001-09-20,345.093
2001-09-21,340.1
2001-09-24,359.751
2001-09-25,361.348
2001-09-26,366.442
2001-09-27,375.739
2001-09-28,383.223
2001-10-01,378.755
2001-10-02,387.272
2001-10-03,401.86
2001-10-04,408.443
2001-10-05,403.288
2001-10-08,401.521
2001-10-09,400.095
2001-10-10,409.542
2001-10-11,421.044
2001-10-12,411.862
2001-10-15,405.877
2001-10-16,412.947
2001-10-17,414.348
2001-10-18,405.659
2001-10-19,398.463
2001-10-22,406.951
2001-10-23,411.998
2001-10-24,422.289
2001-10-25,417.722
2001-10-26,427.259
2001-10-29,418.003
2001-10-30,408.485
2001-10-31,407.28
2001-11-01,418.992
2001-11-02,414.524
2001-11-05,429.339
2001-11-06,426.813
2001-11-07,440.452
2001-11-08,447.564
2001-11-09,438.623
2001-11-12,429.822
2001-11-13,435.678
2001-11-14,435.722
2001-11-15,439.331
2001-11-16,443.038
2001-11-19,451.442
2001-11-20,445.145
2001-11-21,440.831
2001-11-22,447.721
2001-11-23,447.323
2001-11-26,446.237
2001-11-27,444.578
2001-11-28,432.519
2001-11-29,438.201
2001-11-30,447.147
2001-12-03,444.438
2001-12-04,450.954
2001-12-05,473.795
2001-12-06,474.717
2001-12-07,470.015
2001-12-10,459.916
2001-12-11,462.985
2001-12-12,457.696
2001-12-13,448.884
2001-12-14,444.778
2001-12-17,461.615
2001-12-18,458.246
2001-12-19,451.931
2001-12-20,445.833
2001-12-21,445.768
2001-12-24,441.321
2001-12-25,441.321
2001-12-26,441.698
2001-12-27,453.352
2001-12-28,455.045
2001-12-31,459.483
2002-01-01,459.483
2002-01-02,468.012
2002-01-03,478.35
2002-01-04,476.641
2002-01-07,468.966
2002-01-08,466.227
2002-01-09,476.168
2002-01-10,472.776
2002-01-11,470.977
2002-01-14,459.263
2002-01-15,458.392
2002-01-16,445.329
2002-01-17,455.039
2002-01-18,455.544
2002-01-21,449.787
2002-01-22,447.586
2002-01-23,460.262
2002-01-24,457.993
2002-01-25,448.898
2002-01-28,447.738
2002-01-29,443.388
2002-01-30,439.665
2002-01-31,443.886
2002-02-01,443.821
2002-02-04,435.684
2002-02-05,431.235
2002-02-06,419.907
2002-02-07,429.918
2002-02-08,429.931
2002-02-11,443.161
2002-02-12,438.592
2002-02-13,441.213
2002-02-14,445.042
2002-02-15,436.759
2002-02-18,435.426
2002-02-19,426.91
2002-02-20,425.729
2002-02-21,429.222
2002-02-22,421.1
2002-02-25,429.62
2002-02-26,430.619
2002-02-27,434.715
2002-02-28,441.049
2002-03-01,445.218
2002-03-04,459.615
2002-03-05,461.475
2002-03-06,468.88
2002-03-07,472.175
2002-03-08,475.932
2002-03-11,475.012
2002-03-12,466.51
2002-03-13,462.685
2002-03-14,469.043
2002-03-15,481.061
2002-03-18,485.089
2002-03-19,490.502
2002-03-20,479.634
2002-03-21,477.022
2002-03-22,475.36
2002-03-25,469.721
2002-03-26,476.42
2002-03-27,471.604
2002-03-28,475.72
2002-03-29,475.72
2002-04-01,479.619
2002-04-02,471.996
2002-04-03,466.308
2002-04-04,465.192
2002-04-05,464.796
2002-04-08,455.502
2002-04-09,455.72
2002-04-10,465.225
2002-04-11,457.955
2002-04-12,455.277
2002-04-15,461.255
2002-04-16,469.299
2002-04-17,469.84
2002-04-18,465.299
2002-04-19,466.219
2002-04-22,457.615
2002-04-23,457.46
2002-04-24,456.694
2002-04-25,454.221
2002-04-26,450.225
2002-04-29,449.545
2002-04-30,451.899
2002-05-01,454.457
2002-05-02,443.742
2002-05-03,442.071
2002-05-06,443.088
2002-05-07,441.18
2002-05-08,454.683
2002-05-09,448.388
2002-05-10,442.452
2002-05-13,451.343
2002-05-14,453.203
2002-05-15,459.091
2002-05-16,457.652
2002-05-17,462.524
2002-05-20,459.095
2002-05-21,453.84
2002-05-22,448.253
2002-05-23,442.475
2002-05-24,446.75
2002-05-27,449.014
2002-05-28,448.321
2002-05-29,444.63
2002-05-30,437.873
2002-05-31,440.774
2002-06-03,435.148
2002-06-04,425.652
2002-06-05,422.927
2002-06-06,429.088
2002-06-07,423.895
2002-06-10,422.154
2002-06-11,422.516
2002-06-12,411.298
2002-06-13,408.573
2002-06-14,394.851
2002-06-17,409.529
2002-06-18,406.427
2002-06-19,401.768
2002-06-20,395.683
2002-06-21,397.374
2002-06-24,388.408
2002-06-25,394.853
2002-06-26,389.639
2002-06-27,404.764
2002-06-28,421.357
2002-07-01,419.338
2002-07-02,398.689
2002-07-03,391.689
2002-07-04,404.487
2002-07-05,428.985
2002-07-08,431.984
2002-07-09,427.077
2002-07-10,405.012
2002-07-11,398.183
2002-07-12,401.021
2002-07-15,383.102
2002-07-16,393.935
2002-07-17,407.283
2002-07-18,405.587
2002-07-19,386.59
2002-07-22,362.722
2002-07-23,338.008
2002-07-24,351.976
2002-07-25,345.838
2002-07-26,346.877
2002-07-29,370.894
2002-07-30,374.264
2002-07-31,352.373
2002-08-01,343.6
2002-08-02,336.203
2002-08-05,315.664
2002-08-06,332.945
2002-08-07,324.286
2002-08-08,344.665
2002-08-09,352.05
2002-08-12,342.133
2002-08-13,346.226
2002-08-14,340.412
2002-08-15,344.316
2002-08-16,349.106
2002-08-19,362.289
2002-08-20,356.065
2002-08-21,370.364
2002-08-22,370.719
2002-08-23,361.321
2002-08-26,356.774
2002-08-27,366.895
2002-08-28,350.354
2002-08-29,348.112
2002-08-30,351.102
2002-09-02,341.035
2002-09-03,325.531
2002-09-04,325.35
2002-09-05,316.907
2002-09-06,328.718
2002-09-09,322.422
2002-09-10,324.358
2002-09-11,333.222
2002-09-12,318.166
2002-09-13,310.513
2002-09-16,302.769
2002-09-17,297.419
2002-09-18,284.93
2002-09-19,273.681
2002-09-20,281.58
2002-09-23,268.116
2002-09-24,266.592
2002-09-25,273.943
2002-09-26,273.928
2002-09-27,262.905
2002-09-30,251.126
2002-10-01,258.593
2002-10-02,265.761
2002-10-03,255.384
2002-10-04,242.986
2002-10-07,237.749
2002-10-08,234.642
2002-10-09,236.862
2002-10-10,252.194
2002-10-11,272.334
2002-10-14,264.837
2002-10-15,284.22
2002-10-16,279.464
2002-10-17,294.201
2002-10-18,292.466
2002-10-21,304.918
2002-10-22,293.599
2002-10-23,279.868
2002-10-24,288.065
2002-10-25,292.055
2002-10-28,303.478
2002-10-29,286.904
2002-10-30,298.317
2002-10-31,305.604
2002-11-01,309.388
2002-11-04,324.949
2002-11-05,330.837
2002-11-06,323.376
2002-11-07,311.385
2002-11-08,303.941
2002-11-11,296.657
2002-11-12,304.903
2002-11-13,298.911
2002-11-14,312.895
2002-11-15,314.476
2002-11-18,316.955
2002-11-19,317.306
2002-11-20,317.096
2002-11-21,325.781
2002-11-22,327.553
2002-11-25,323.881
2002-11-26,311.535
2002-11-27,325.261
2002-11-28,327.01
2002-11-29,321.668
2002-12-02,329.845
2002-12-03,320.766
2002-12-04,323.038
2002-12-05,313.092
2002-12-06,313.348
2002-12-09,298.155
2002-12-10,307.608
2002-12-11,309.954
2002-12-12,303.209
2002-12-13,303.145
2002-12-16,316.645
2002-12-17,314.373
2002-12-18,303.82
2002-12-19,296.618
2002-12-20,301.496
2002-12-23,299.11
2002-12-24,300.348
2002-12-25,300.348
2002-12-26,301.105
2002-12-27,286.27
2002-12-30,292.45
2002-12-31,293.597
2003-01-01,293.597
2003-01-02,311.909
2003-01-03,312.564
2003-01-06,321.322
2003-01-07,316.439
2003-01-08,301.584
2003-01-09,310.506
2003-01-10,312.637
2003-01-13,316.858
2003-01-14,322.998
2003-01-15,316.865
2003-01-16,313.896
2003-01-17,299.39
2003-01-20,296.263
2003-01-21,296.069
2003-01-22,290.848
2003-01-23,295.978
2003-01-24,286.217
2003-01-27,278.114
2003-01-28,279.956
2003-01-29,285.387
2003-01-30,279.747
2003-01-31,283.884
2003-02-03,283.146
2003-02-04,273.803
2003-02-05,284.621
2003-02-06,278.049
2003-02-07,269.923
2003-02-10,269.177
2003-02-11,272.637
2003-02-12,268.839
2003-02-13,270.704
2003-02-14,280.883
2003-02-17,285.011
2003-02-18,288.184
2003-02-19,275.851
2003-02-20,273.5
2003-02-21,278.181
2003-02-24,270.112
2003-02-25,259.853
2003-02-26,258.873
2003-02-27,262.51
2003-02-28,266.116
2003-03-03,269.192
2003-03-04,263.334
2003-03-05,265.604
2003-03-06,259.496
2003-03-07,261.348
2003-03-10,249.775
2003-03-11,247.389
2003-03-12,237.686
2003-03-13,252.697
2003-03-14,257.755
2003-03-17,266.213
2003-03-18,270.583
2003-03-19,272.561
2003-03-20,273.454
2003-03-21,281.775
2003-03-24,265.436
2003-03-25,275.6
2003-03-26,269.344
2003-03-27,271.708
2003-03-28,265.059
2003-03-31,257.944
2003-04-01,261.66
2003-04-02,273.422
2003-04-03,269.115
2003-04-04,275.067
2003-04-07,289.672
2003-04-08,286.833
2003-04-09,283.673
2003-04-10,284.152
2003-04-11,285.481
2003-04-14,292.693
2003-04-15,301.149
2003-04-16,304.694
2003-04-17,313.712
2003-04-18,313.712
2003-04-21,312.359
2003-04-22,319.757
2003-04-23,318.985
2003-04-24,312.287
2003-04-25,306.903
2003-04-28,319.267
2003-04-29,316.61
2003-04-30,324.37
2003-05-01,327.349
2003-05-02,331.693
2003-05-05,336.23
2003-05-06,344.849
2003-05-07,336.236
2003-05-08,326.22
2003-05-09,335.785
2003-05-12,335.266
2003-05-13,332.45
2003-05-14,330.937
2003-05-15,336.872
2003-05-16,338.697
2003-05-19,325.853
2003-05-20,323.524
2003-05-21,322.828
2003-05-22,327.099
2003-05-23,325.553
2003-05-26,329.335
2003-05-27,334.729
2003-05-28,337.343
2003-05-29,338.519
2003-05-30,345.79
2003-06-02,356.464
2003-06-03,352.165
2003-06-04,358.447
2003-06-05,358.86
2003-06-06,366.115
2003-06-09,364.994
2003-06-10,367.749
2003-06-11,371.89
2003-06-12,373.487
2003-06-13,369.35
2003-06-16,382.922
2003-06-17,383.51
2003-06-18,380.596
2003-06-19,373.96
2003-06-20,370.607
2003-06-23,361.795
2003-06-24,366.435
2003-06-25,365.367
2003-06-26,365.941
2003-06-27,362.718
2003-06-30,363.589
2003-07-01,357.396
2003-07-02,367.902
2003-07-03,366.855
2003-07-04,364.865
2003-07-07,371.157
2003-07-08,369.318
2003-07-09,369.166
2003-07-10,363.469
2003-07-11,367.203
2003-07-14,373.373
2003-07-15,372.654
2003-07-16,373.124
2003-07-17,362.729
2003-07-18,367.604
2003-07-21,362.687
2003-07-22,368.554
2003-07-23,370.185
2003-07-24,378.536
2003-07-25,379.009
2003-07-28,386.165
2003-07-29,388.071
2003-07-30,382.905
2003-07-31,382.641
2003-08-01,375.838
2003-08-04,374.692
2003-08-05,379.163
2003-08-06,374.145
2003-08-07,371.029
2003-08-08,369.473
2003-08-11,370.312
2003-08-12,374.048
2003-08-13,377.957
2003-08-14,381.322
2003-08-15,377.993
2003-08-18,381.637
2003-08-19,380.651
2003-08-20,379.894
2003-08-21,380.758
2003-08-22,375.626
2003-08-25,371.113
2003-08-26,365.908
2003-08-27,367.882
2003-08-28,372.399
2003-08-29,374.467
2003-09-01,383.875
2003-09-02,378.757
2003-09-03,389.306
2003-09-04,395.131
2003-09-05,392.667
2003-09-08,400.167
2003-09-09,398.492
2003-09-10,392.332
2003-09-11,394.937
2003-09-12,392.123
2003-09-15,392.775
2003-09-16,395.908
2003-09-17,397.836
2003-09-18,405.518
2003-09-19,403.256
2003-09-22,393.169
2003-09-23,390.151
2003-09-24,378.067
2003-09-25,382.325
2003-09-26,379.984
2003-09-29,381.019
2003-09-30,377.686
2003-10-01,388.186
2003-10-02,383.478
2003-10-03,398.662
2003-10-06,398.603
2003-10-07,397.757
2003-10-08,409.024
2003-10-09,413.909
2003-10-10,415.919
2003-10-13,419.632
2003-10-14,420.459
2003-10-15,420.111
2003-10-16,422.517
2003-10-17,413.023
2003-10-20,418.305
2003-10-21,423.244
2003-10-22,416.045
2003-10-23,415.396
2003-10-24,411.303
2003-10-27,417.786
2003-10-28,422.487
2003-10-29,427.699
2003-10-30,428.224
2003-10-31,427.034
2003-11-03,432.311
2003-11-04,431.973
2003-11-05,428.583
2003-11-06,430.175
2003-11-07,436.073
2003-11-10,432.716
2003-11-11,431.945
2003-11-12,437.805
2003-11-13,443.836
2003-11-14,450.875
2003-11-17,436.524
2003-11-18,438.059
2003-11-19,436.072
2003-11-20,434.534
2003-11-21,435.035
2003-11-24,440.829
2003-11-25,443.164
2003-11-26,445.66
2003-11-27,448.72
2003-11-28,453.176
2003-12-01,462.416
2003-12-02,466.464
2003-12-03,476.633
2003-12-04,473.168
2003-12-05,471.227
2003-12-08,470.398
2003-12-09,477.195
2003-12-10,475.737
2003-12-11,475.858
2003-12-12,477.713
2003-12-15,478.982
2003-12-16,477.393
2003-12-17,475.112
2003-12-18,474.195
2003-12-19,476.661
2003-12-22,476.133
2003-12-23,480.604
2003-12-24,481.958
2003-12-25,481.958
2003-12-26,481.765
2003-12-29,489.767
2003-12-30,494.158
2003-12-31,497.431
2004-01-01,497.431
2004-01-02,505.314
2004-01-05,513.458
2004-01-06,520.872
2004-01-07,515.64
2004-01-08,529.106
2004-01-09,527.711
2004-01-12,524.06
2004-01-13,519.401
2004-01-14,521.067
2004-01-15,517.26
2004-01-16,508.826
2004-01-19,512.472
2004-01-20,518.737
2004-01-21,522.744
2004-01-22,529.476
2004-01-23,530.006
2004-01-26,525.827
2004-01-27,528.679
2004-01-28,527.929
2004-01-29,513.159
2004-01-30,509.407
2004-02-02,510.481
2004-02-03,516.629
2004-02-04,509.882
2004-02-05,512.623
2004-02-06,521.733
2004-02-09,528.625
2004-02-10,531.605
2004-02-11,533.814
2004-02-12,539.96
2004-02-13,530.906
2004-02-16,533.533
2004-02-17,540.233
2004-02-18,539.72
2004-02-19,540.369
2004-02-20,527.445
2004-02-23,524.074
2004-02-24,518.222
2004-02-25,515.164
2004-02-26,508.594
2004-02-27,506.168
2004-03-01,513.243
2004-03-02,511.331
2004-03-03,503.184
2004-03-04,513.796
2004-03-05,521.464
2004-03-08,519.81
2004-03-09,513.146
2004-03-10,497.953
2004-03-11,482.822
2004-03-12,483.814
2004-03-15,472.539
2004-03-16,478.926
2004-03-17,481.224
2004-03-18,481.449
2004-03-19,479.668
2004-03-22,469.622
2004-03-23,465.824
2004-03-24,464.193
2004-03-25,473.819
2004-03-26,469.722
2004-03-29,480.223
2004-03-30,479.583
2004-03-31,483.248
2004-04-01,493.582
2004-04-02,494.225
2004-04-05,493.453
2004-04-06,491.545
2004-04-07,492.77
2004-04-08,492.603
2004-04-09,492.603
2004-04-12,491.219
2004-04-13,490.695
2004-04-14,483.344
2004-04-15,479.6
2004-04-16,486.4
2004-04-19,487.102
2004-04-20,486.429
2004-04-21,479.299
2004-04-22,480.086
2004-04-23,481.567
2004-04-26,486.78
2004-04-27,490.731
2004-04-28,481.619
2004-04-29,478.335
2004-04-30,475.723
2004-05-03,477.753
2004-05-04,482.788
2004-05-05,487.166
2004-05-06,470.285
2004-05-07,461.875
2004-05-10,448.747
2004-05-11,454.929
2004-05-12,448.698
2004-05-13,450.523
2004-05-14,447.791
2004-05-17,447.596
2004-05-18,450.218
2004-05-19,463.478
2004-05-20,457.31
2004-05-21,458.808
2004-05-24,461.694
2004-05-25,460.972
2004-05-26,463.791
2004-05-27,475.687
2004-05-28,473.604
2004-05-31,475.962
2004-06-01,469.249
2004-06-02,474.554
2004-06-03,475.281
2004-06-04,479.032
2004-06-07,489.247
2004-06-08,490.194
2004-06-09,479.764
2004-06-10,482.78
2004-06-11,477.863
2004-06-14,474.404
2004-06-15,477.496
2004-06-16,475.055
2004-06-17,475.723
2004-06-18,481.747
2004-06-21,479.231
2004-06-22,469.598
2004-06-23,473.573
2004-06-24,484.718
2004-06-25,485.019
2004-06-28,493.496
2004-06-29,491.379
2004-06-30,491.311
2004-07-01,489.552
2004-07-02,490.505
2004-07-05,490.619
2004-07-06,482.236
2004-07-07,482.855
2004-07-08,481.118
2004-07-09,480.741
2004-07-12,477.669
2004-07-13,475.781
2004-07-14,479.441
2004-07-15,473.796
2004-07-16,475.75
2004-07-19,469.004
2004-07-20,470.063
2004-07-21,468.292
2004-07-22,459.86
2004-07-23,455.961
2004-07-26,449.888
2004-07-27,455.248
2004-07-28,455.399
2004-07-29,469.301
2004-07-30,470.096
2004-08-02,465.316
2004-08-03,469.029
2004-08-04,462.443
2004-08-05,461.669
2004-08-06,457.307
2004-08-09,451.031
2004-08-10,457.821
2004-08-11,447.91
2004-08-12,443.409
2004-08-13,448.56
2004-08-16,455.182
2004-08-17,455.83
2004-08-18,458.519
2004-08-19,460.996
2004-08-20,457.757
2004-08-23,462.527
2004-08-24,458.704
2004-08-25,459.199
2004-08-26,465.36
2004-08-27,465.258
2004-08-30,464.244
2004-08-31,460.518
2004-09-01,462.497
2004-09-02,465.098
2004-09-03,464.301
2004-09-06,468.617
2004-09-07,470.047
2004-09-08,472.549
2004-09-09,470.813
2004-09-10,483.262
2004-09-13,489.276
2004-09-14,486.928
2004-09-15,479.503
2004-09-16,481.675
2004-09-17,486.287
2004-09-20,485.248
2004-09-21,491.388
2004-09-22,487.059
2004-09-23,486.844
2004-09-24,486.494
2004-09-27,483.309
2004-09-28,484.495
2004-09-29,487.612
2004-09-30,488.499
2004-10-01,501.945
2004-10-04,500.984
2004-10-05,500.851
2004-10-06,500.389
2004-10-07,498.246
2004-10-08,498.14
2004-10-11,495.235
2004-10-12,486.905
2004-10-13,486.243
2004-10-14,487.535
2004-10-15,490.615
2004-10-18,493.232
2004-10-19,500.436
2004-10-20,497.938
2004-10-21,502.36
2004-10-22,502.709
2004-10-25,498.69
2004-10-26,497.984
2004-10-27,505.714
2004-10-28,507.0
2004-10-29,507.577
2004-11-01,513.19
2004-11-02,513.755
2004-11-03,518.335
2004-11-04,521.388
2004-11-05,524.826
2004-11-08,524.744
2004-11-09,521.579
2004-11-10,525.212
2004-11-11,534.548
2004-11-12,538.702
2004-11-15,539.348
2004-11-16,538.616
2004-11-17,549.433
2004-11-18,545.925
2004-11-19,542.463
2004-11-22,540.58
2004-11-23,540.761
2004-11-24,544.322
2004-11-25,552.317
2004-11-26,552.547
2004-11-29,553.201
2004-11-30,551.666
2004-12-01,560.541
2004-12-02,563.938
2004-12-03,566.644
2004-12-06,565.882
2004-12-07,569.398
2004-12-08,560.03
2004-12-09,554.192
2004-12-10,554.079
2004-12-13,562.113
2004-12-14,562.048
2004-12-15,565.428
2004-12-16,561.941
2004-12-17,555.758
2004-12-20,565.318
2004-12-21,563.253
2004-12-22,566.689
2004-12-23,572.52
2004-12-24,574.004
2004-12-27,576.574
2004-12-28,580.172
2004-12-29,577.681
2004-12-30,580.078
2004-12-31,578.482
2005-01-03,577.45
2005-01-04,568.98
2005-01-05,566.402
2005-01-06,566.831
2005-01-07,564.368
2005-01-10,562.546
2005-01-11,556.263
2005-01-12,554.136
2005-01-13,554.394
2005-01-14,549.578
2005-01-17,548.677
2005-01-18,546.508
2005-01-19,547.694
2005-01-20,541.892
2005-01-21,542.431
2005-01-24,543.65
2005-01-25,544.903
2005-01-26,548.165
2005-01-27,546.47
2005-01-28,542.722
2005-01-31,549.777
2005-02-01,549.478
2005-02-02,552.225
2005-02-03,547.215
2005-02-04,554.034
2005-02-07,552.554
2005-02-08,549.44
2005-02-09,547.577
2005-02-10,549.543
2005-02-11,552.326
2005-02-14,556.153
2005-02-15,557.132
2005-02-16,555.2
2005-02-17,555.411
2005-02-18,553.404
2005-02-21,553.588
2005-02-22,556.005
2005-02-23,554.015
2005-02-24,549.841
2005-02-25,553.905
2005-02-28,557.758
2005-03-01,557.439
2005-03-02,555.698
2005-03-03,552.385
2005-03-04,562.39
2005-03-07,559.902
2005-03-08,564.313
2005-03-09,560.463
2005-03-10,555.831
2005-03-11,559.094
2005-03-14,556.392
2005-03-15,556.968
2005-03-16,554.326
2005-03-17,556.668
2005-03-18,554.858
2005-03-21,543.231
2005-03-22,547.771
2005-03-23,540.146
2005-03-24,543.405
2005-03-25,543.405
2005-03-28,539.592
2005-03-29,542.107
2005-03-30,544.819
2005-03-31,545.732
2005-04-01,545.1
2005-04-04,536.459
2005-04-05,539.231
2005-04-06,540.342
2005-04-07,543.881
2005-04-08,544.287
2005-04-11,549.109
2005-04-12,544.153
2005-04-13,548.553
2005-04-14,545.477
2005-04-15,542.445
2005-04-18,534.568
2005-04-19,535.804
2005-04-20,536.075
2005-04-21,542.681
2005-04-22,545.588
2005-04-25,543.756
2005-04-26,539.915
2005-04-27,534.535
2005-04-28,530.204
2005-04-29,530.374
2005-05-02,531.306
2005-05-03,536.379
2005-05-04,542.266
2005-05-05,544.881
2005-05-06,542.8
2005-05-09,540.648
2005-05-10,540.399
2005-05-11,537.203
2005-05-12,533.179
2005-05-13,535.399
2005-05-16,533.25
2005-05-17,530.22
2005-05-18,537.723
2005-05-19,538.468
2005-05-20,537.241
2005-05-23,546.729
2005-05-24,547.409
2005-05-25,547.819
2005-05-26,549.231
2005-05-27,550.803
2005-05-30,550.206
2005-05-31,540.491
2005-06-01,546.317
2005-06-02,547.349
2005-06-03,546.136
2005-06-06,545.905
2005-06-07,556.639
2005-06-08,557.445
2005-06-09,552.341
2005-06-10,550.022
2005-06-13,547.773
2005-06-14,545.964
2005-06-15,542.026
2005-06-16,544.738
2005-06-17,554.479
2005-06-20,548.38
2005-06-21,551.545
2005-06-22,556.093
2005-06-23,553.095
2005-06-24,545.804
2005-06-27,544.491
2005-06-28,546.868
2005-06-29,548.405
2005-06-30,552.642
2005-07-01,550.161
2005-07-04,547.675
2005-07-05,541.987
2005-07-06,542.079
2005-07-07,532.642
2005-07-08,538.5
2005-07-11,554.114
2005-07-12,559.659
2005-07-13,555.586
2005-07-14,557.51
2005-07-15,554.996
2005-07-18,556.583
2005-07-19,558.867
2005-07-20,561.353
2005-07-21,569.389
2005-07-22,570.51
2005-07-25,566.662
2005-07-26,563.571
2005-07-27,561.887
2005-07-28,567.593
2005-07-29,569.329
2005-08-01,570.493
2005-08-02,575.967
2005-08-03,580.819
2005-08-04,577.116
2005-08-05,570.38
2005-08-08,571.064
2005-08-09,577.134
2005-08-10,585.706
2005-08-11,584.166
2005-08-12,581.496
2005-08-15,576.881
2005-08-16,569.271
2005-08-17,567.014
2005-08-18,559.38
2005-08-19,565.661
2005-08-22,569.144
2005-08-23,566.405
2005-08-24,567.951
2005-08-25,563.25
2005-08-26,557.759
2005-08-29,558.856
2005-08-30,553.799
2005-08-31,563.278
2005-09-01,573.671
2005-09-02,577.818
2005-09-05,583.802
2005-09-06,589.269
2005-09-07,589.564
2005-09-08,588.232
2005-09-09,591.224
2005-09-12,586.006
2005-09-13,575.53
2005-09-14,576.599
2005-09-15,571.085
2005-09-16,581.362
2005-09-19,570.177
2005-09-20,572.962
2005-09-21,565.04
2005-09-22,556.647
2005-09-23,555.946
2005-09-26,568.162
2005-09-27,562.125
2005-09-28,567.967
2005-09-29,566.158
2005-09-30,573.086
2005-10-03,570.771
2005-10-04,576.585
2005-10-05,570.067
2005-10-06,571.87
2005-10-07,570.175
2005-10-10,567.958
2005-10-11,566.241
2005-10-12,559.643
2005-10-13,551.745
2005-10-14,559.676
2005-10-17,557.473
2005-10-18,551.247
2005-10-19,545.208
2005-10-20,550.711
2005-10-21,548.502
2005-10-24,554.57
2005-10-25,554.653
2005-10-26,554.233
2005-10-27,546.296
2005-10-28,547.701
2005-10-31,551.977
2005-11-01,551.617
2005-11-02,555.88
2005-11-03,560.088
2005-11-04,552.223
2005-11-07,556.51
2005-11-08,551.114
2005-11-09,551.715
