Date,BELGIUM VALUE Standard (Large+Mid Cap)
2001-05-07,5114.327
2001-05-08,5078.355
2001-05-09,5044.789
2001-05-10,5079.855
2001-05-11,5080.717
2001-05-14,5024.579
2001-05-15,5040.812
2001-05-16,5017.601
2001-05-17,4986.187
2001-05-18,4983.169
2001-05-21,4954.291
2001-05-22,4967.807
2001-05-23,4968.008
2001-05-24,4944.558
2001-05-25,4933.71
2001-05-28,4968.259
2001-05-29,4945.657
2001-05-30,4991.621
2001-05-31,4985.65
2001-06-01,4950.704
2001-06-04,4957.43
2001-06-05,5098.293
2001-06-06,5219.409
2001-06-07,5222.02
2001-06-08,5209.042
2001-06-11,5148.886
2001-06-12,5160.425
2001-06-13,5182.754
2001-06-14,5213.192
2001-06-15,5183.543
2001-06-18,5184.302
2001-06-19,5161.058
2001-06-20,5127.051
2001-06-21,5120.206
2001-06-22,5164.589
2001-06-25,5169.279
2001-06-26,5158.878
2001-06-27,5152.28
2001-06-28,5096.216
2001-06-29,5095.158
2001-07-02,5072.938
2001-07-03,5092.166
2001-07-04,5013.703
2001-07-05,5012.65
2001-07-06,5028.849
2001-07-09,5067.351
2001-07-10,5102.606
2001-07-11,5099.999
2001-07-12,5040.193
2001-07-13,5094.413
2001-07-16,5130.428
2001-07-17,5107.407
2001-07-18,5263.49
2001-07-19,5259.435
2001-07-20,5304.89
2001-07-23,5301.543
2001-07-24,5330.678
2001-07-25,5294.177
2001-07-26,5274.284
2001-07-27,5292.114
2001-07-30,5314.939
2001-07-31,5341.785
2001-08-01,5362.777
2001-08-02,5362.231
2001-08-03,5373.814
2001-08-06,5382.785
2001-08-07,5356.073
2001-08-08,5368.746
2001-08-09,5411.118
2001-08-10,5487.72
2001-08-13,5489.329
2001-08-14,5473.351
2001-08-15,5544.135
2001-08-16,5505.135
2001-08-17,5471.144
2001-08-20,5420.561
2001-08-21,5444.897
2001-08-22,5500.506
2001-08-23,5500.886
2001-08-24,5526.429
2001-08-27,5488.77
2001-08-28,5441.397
2001-08-29,5431.291
2001-08-30,5392.153
2001-08-31,5411.678
2001-09-03,5396.735
2001-09-04,5258.976
2001-09-05,5237.549
2001-09-06,5256.107
2001-09-07,5177.135
2001-09-10,5037.464
2001-09-11,4988.359
2001-09-12,4912.545
2001-09-13,4909.208
2001-09-14,4832.567
2001-09-17,4806.775
2001-09-18,4824.324
2001-09-19,4805.462
2001-09-20,4665.33
2001-09-21,4429.877
2001-09-24,4625.263
2001-09-25,4666.294
2001-09-26,4761.431
2001-09-27,4846.763
2001-09-28,4919.16
2001-10-01,4962.295
2001-10-02,5009.583
2001-10-03,4969.687
2001-10-04,5054.427
2001-10-05,5099.265
2001-10-08,5027.704
2001-10-09,5031.902
2001-10-10,5038.364
2001-10-11,5074.569
2001-10-12,5063.866
2001-10-15,4940.455
2001-10-16,4957.624
2001-10-17,4941.946
2001-10-18,4923.822
2001-10-19,4880.818
2001-10-22,4894.112
2001-10-23,4911.009
2001-10-24,4897.421
2001-10-25,4862.333
2001-10-26,4862.615
2001-10-29,4880.631
2001-10-30,4881.331
2001-10-31,4864.574
2001-11-01,4899.874
2001-11-02,4899.634
2001-11-05,4881.236
2001-11-06,4923.238
2001-11-07,4970.553
2001-11-08,4972.28
2001-11-09,4907.188
2001-11-12,4856.298
2001-11-13,4818.437
2001-11-14,4864.497
2001-11-15,4815.355
2001-11-16,4806.259
2001-11-19,4839.143
2001-11-20,4812.942
2001-11-21,4764.982
2001-11-22,4814.171
2001-11-23,4796.503
2001-11-26,4756.422
2001-11-27,4793.005
2001-11-28,4791.665
2001-11-29,4847.2
2001-11-30,5033.863
2001-12-03,4944.3
2001-12-04,4955.769
2001-12-05,5021.824
2001-12-06,5095.304
2001-12-07,5099.829
2001-12-10,5048.581
2001-12-11,5036.614
2001-12-12,5029.959
2001-12-13,5034.028
2001-12-14,5117.617
2001-12-17,5120.626
2001-12-18,5193.362
2001-12-19,5264.521
2001-12-20,5177.414
2001-12-21,5234.507
2001-12-24,5200.206
2001-12-25,5200.206
2001-12-26,5204.648
2001-12-27,5374.304
2001-12-28,5394.822
2001-12-31,5447.437
2002-01-01,5447.437
2002-01-02,5434.949
2002-01-03,5373.805
2002-01-04,5236.356
2002-01-07,5151.979
2002-01-08,5156.393
2002-01-09,5183.308
2002-01-10,5134.898
2002-01-11,5108.598
2002-01-14,5040.933
2002-01-15,5084.865
2002-01-16,5002.966
2002-01-17,5109.096
2002-01-18,5136.063
2002-01-21,5124.679
2002-01-22,5119.585
2002-01-23,5171.738
2002-01-24,5213.258
2002-01-25,5107.441
2002-01-28,5158.208
2002-01-29,5132.637
2002-01-30,4988.57
2002-01-31,5022.754
2002-02-01,5022.974
2002-02-04,5059.125
2002-02-05,4975.246
2002-02-06,4968.935
2002-02-07,5011.594
2002-02-08,5042.07
2002-02-11,5150.226
2002-02-12,5131.364
2002-02-13,5111.529
2002-02-14,5162.311
2002-02-15,5146.79
2002-02-18,5079.516
2002-02-19,4854.048
2002-02-20,4814.591
2002-02-21,4809.299
2002-02-22,4784.707
2002-02-25,4824.088
2002-02-26,4809.941
2002-02-27,4832.115
2002-02-28,4894.645
2002-03-01,4973.843
2002-03-04,5036.475
2002-03-05,5054.122
2002-03-06,5071.435
2002-03-07,5072.325
2002-03-08,5044.77
2002-03-11,5061.187
2002-03-12,5014.222
2002-03-13,5005.056
2002-03-14,5002.814
2002-03-15,4968.153
2002-03-18,5017.41
2002-03-19,5074.039
2002-03-20,5034.814
2002-03-21,5019.221
2002-03-22,5026.124
2002-03-25,5030.174
2002-03-26,5056.307
2002-03-27,5032.815
2002-03-28,5034.607
2002-03-29,5034.607
2002-04-01,5075.87
2002-04-02,5044.779
2002-04-03,5085.475
2002-04-04,5152.89
2002-04-05,5120.048
2002-04-08,5054.173
2002-04-09,5041.103
2002-04-10,5110.478
2002-04-11,5123.335
2002-04-12,5151.588
2002-04-15,5206.634
2002-04-16,5304.652
2002-04-17,5366.77
2002-04-18,5383.602
2002-04-19,5405.783
2002-04-22,5430.176
2002-04-23,5457.991
2002-04-24,5445.347
2002-04-25,5368.707
2002-04-26,5263.739
2002-04-29,5181.082
2002-04-30,5280.647
2002-05-01,5310.534
2002-05-02,5211.341
2002-05-03,5288.367
2002-05-06,5330.175
2002-05-07,5220.682
2002-05-08,5326.502
2002-05-09,5364.98
2002-05-10,5361.666
2002-05-13,5378.04
2002-05-14,5370.047
2002-05-15,5400.48
2002-05-16,5393.389
2002-05-17,5391.593
2002-05-20,5378.651
2002-05-21,5399.704
2002-05-22,5387.297
2002-05-23,5414.88
2002-05-24,5385.331
2002-05-27,5354.302
2002-05-28,5393.021
2002-05-29,5530.204
2002-05-30,5488.587
2002-05-31,5470.385
2002-06-03,5427.649
2002-06-04,5291.65
2002-06-05,5188.562
2002-06-06,5302.342
2002-06-07,5307.229
2002-06-10,5285.784
2002-06-11,5309.801
2002-06-12,5133.754
2002-06-13,4987.328
2002-06-14,4905.569
2002-06-17,5120.709
2002-06-18,5115.11
2002-06-19,5090.06
2002-06-20,4990.878
2002-06-21,5062.726
2002-06-24,4895.693
2002-06-25,5017.755
2002-06-26,5010.003
2002-06-27,5008.332
2002-06-28,5286.617
2002-07-01,5270.609
2002-07-02,5044.029
2002-07-03,4846.501
2002-07-04,4979.829
2002-07-05,5184.658
2002-07-08,5295.44
2002-07-09,5260.239
2002-07-10,4968.728
2002-07-11,4681.978
2002-07-12,4738.905
2002-07-15,4620.809
2002-07-16,4552.71
2002-07-17,4672.308
2002-07-18,4796.072
2002-07-19,4525.677
2002-07-22,4197.038
2002-07-23,3865.157
2002-07-24,3840.197
2002-07-25,4097.077
2002-07-26,4044.556
2002-07-29,4317.812
2002-07-30,4382.096
2002-07-31,4389.697
2002-08-01,4085.89
2002-08-02,4030.146
2002-08-05,3939.388
2002-08-06,3938.206
2002-08-07,3988.607
2002-08-08,4128.75
2002-08-09,4204.266
2002-08-12,4151.497
2002-08-13,4140.506
2002-08-14,4071.781
2002-08-15,4238.362
2002-08-16,4290.162
2002-08-19,4437.18
2002-08-20,4317.121
2002-08-21,4360.307
2002-08-22,4586.401
2002-08-23,4587.737
2002-08-26,4515.293
2002-08-27,4743.193
2002-08-28,4534.124
2002-08-29,4401.139
2002-08-30,4466.26
2002-09-02,4413.332
2002-09-03,4331.237
2002-09-04,4368.897
2002-09-05,4294.733
2002-09-06,4384.098
2002-09-09,4296.346
2002-09-10,4442.05
2002-09-11,4562.116
2002-09-12,4458.488
2002-09-13,4315.911
2002-09-16,4225.691
2002-09-17,4183.199
2002-09-18,3915.178
2002-09-19,3873.686
2002-09-20,3840.107
2002-09-23,3665.556
2002-09-24,3540.821
2002-09-25,3635.051
2002-09-26,3851.641
2002-09-27,3795.025
2002-09-30,3594.149
2002-10-01,3677.362
2002-10-02,3787.729
2002-10-03,3759.706
2002-10-04,3578.751
2002-10-07,3597.145
2002-10-08,3431.073
2002-10-09,3397.558
2002-10-10,3548.746
2002-10-11,3809.363
2002-10-14,3825.715
2002-10-15,4095.746
2002-10-16,4071.492
2002-10-17,4094.026
2002-10-18,4142.961
2002-10-21,4126.917
2002-10-22,4215.897
2002-10-23,4047.525
2002-10-24,4060.764
2002-10-25,4041.862
2002-10-28,4162.801
2002-10-29,4006.116
2002-10-30,4100.805
2002-10-31,4225.014
2002-11-01,4217.842
2002-11-04,4336.499
2002-11-05,4418.263
2002-11-06,4372.167
2002-11-07,4296.791
2002-11-08,4231.718
2002-11-11,4197.246
2002-11-12,4173.965
2002-11-13,4178.283
2002-11-14,4330.286
2002-11-15,4382.686
2002-11-18,4448.175
2002-11-19,4458.983
2002-11-20,4391.598
2002-11-21,4504.039
2002-11-22,4377.951
2002-11-25,4316.544
2002-11-26,4106.833
2002-11-27,4206.299
2002-11-28,4245.233
2002-11-29,4279.792
2002-12-02,4265.906
2002-12-03,4148.408
2002-12-04,4055.017
2002-12-05,3976.022
2002-12-06,4095.721
2002-12-09,3943.076
2002-12-10,4030.402
2002-12-11,4109.194
2002-12-12,4056.502
2002-12-13,3985.872
2002-12-16,4167.312
2002-12-17,4223.198
2002-12-18,4138.802
2002-12-19,4083.048
2002-12-20,4126.827
2002-12-23,4225.18
2002-12-24,4232.644
2002-12-25,4232.644
2002-12-26,4243.317
2002-12-27,4148.979
2002-12-30,4182.315
2002-12-31,4293.023
2003-01-01,4293.023
2003-01-02,4409.714
2003-01-03,4346.011
2003-01-06,4399.411
2003-01-07,4336.487
2003-01-08,4181.177
2003-01-09,4255.417
2003-01-10,4206.721
2003-01-13,4292.552
2003-01-14,4292.608
2003-01-15,4304.822
2003-01-16,4258.608
2003-01-17,4158.057
2003-01-20,4102.167
2003-01-21,4024.802
2003-01-22,3931.536
2003-01-23,3956.05
2003-01-24,3961.644
2003-01-27,3811.52
2003-01-28,3810.28
2003-01-29,3759.377
2003-01-30,3838.681
2003-01-31,3951.751
2003-02-03,3992.671
2003-02-04,3884.484
2003-02-05,3898.314
2003-02-06,3780.962
2003-02-07,3727.998
2003-02-10,3661.155
2003-02-11,3785.537
2003-02-12,3692.343
2003-02-13,3706.125
2003-02-14,3787.361
2003-02-17,3864.765
2003-02-18,3919.371
2003-02-19,3833.217
2003-02-20,3794.618
2003-02-21,3798.572
2003-02-24,3620.658
2003-02-25,3484.824
2003-02-26,3350.853
2003-02-27,3347.893
2003-02-28,3441.414
2003-03-03,3507.063
2003-03-04,3399.067
2003-03-05,3360.378
2003-03-06,3295.527
2003-03-07,3170.736
2003-03-10,3027.814
2003-03-11,2921.4
2003-03-12,2844.95
2003-03-13,3231.866
2003-03-14,3526.421
2003-03-17,3689.262
2003-03-18,3472.387
2003-03-19,3509.948
2003-03-20,3529.256
2003-03-21,3654.553
2003-03-24,3462.354
2003-03-25,3536.309
2003-03-26,3574.882
2003-03-27,3479.518
2003-03-28,3467.096
2003-03-31,3378.746
2003-04-01,3401.873
2003-04-02,3545.149
2003-04-03,3631.348
2003-04-04,3704.593
2003-04-07,3916.39
2003-04-08,3847.413
2003-04-09,3896.757
2003-04-10,3852.588
2003-04-11,3890.363
2003-04-14,3996.799
2003-04-15,4146.768
2003-04-16,4163.644
2003-04-17,4174.264
2003-04-18,4174.264
2003-04-21,4156.271
2003-04-22,4195.081
2003-04-23,4275.905
2003-04-24,4106.475
2003-04-25,4080.078
2003-04-28,4158.955
2003-04-29,4134.901
2003-04-30,4207.328
2003-05-01,4245.971
2003-05-02,4229.549
2003-05-05,4324.12
2003-05-06,4415.903
2003-05-07,4430.224
2003-05-08,4375.344
2003-05-09,4475.957
2003-05-12,4516.259
2003-05-13,4472.85
2003-05-14,4495.81
2003-05-15,4502.475
2003-05-16,4586.417
2003-05-19,4393.963
2003-05-20,4446.749
2003-05-21,4376.922
2003-05-22,4443.86
2003-05-23,4487.236
2003-05-26,4536.321
2003-05-27,4538.321
2003-05-28,4509.291
2003-05-29,4571.373
2003-05-30,4652.563
2003-06-02,4671.191
2003-06-03,4660.702
2003-06-04,4697.728
2003-06-05,4724.43
2003-06-06,4789.974
2003-06-09,4732.329
2003-06-10,4794.848
2003-06-11,4974.604
2003-06-12,4964.405
2003-06-13,4888.12
2003-06-16,5014.985
2003-06-17,5004.761
2003-06-18,4994.254
2003-06-19,4834.854
2003-06-20,4908.82
2003-06-23,4796.266
2003-06-24,4767.735
2003-06-25,4801.729
2003-06-26,4715.255
2003-06-27,4741.272
2003-06-30,4711.969
2003-07-01,4611.893
2003-07-02,4718.536
2003-07-03,4726.145
2003-07-04,4647.776
2003-07-07,4784.834
2003-07-08,4827.872
2003-07-09,4779.903
2003-07-10,4724.695
2003-07-11,4812.657
2003-07-14,4872.613
2003-07-15,4822.934
2003-07-16,4761.692
2003-07-17,4756.522
2003-07-18,4800.542
2003-07-21,4758.894
2003-07-22,4794.871
2003-07-23,4790.383
2003-07-24,4880.949
2003-07-25,4846.302
2003-07-28,4906.029
2003-07-29,4913.45
2003-07-30,4908.039
2003-07-31,4956.353
2003-08-01,4948.221
2003-08-04,4965.552
2003-08-05,4988.146
2003-08-06,4914.029
2003-08-07,4954.926
2003-08-08,4921.632
2003-08-11,4925.217
2003-08-12,4941.534
2003-08-13,4923.28
2003-08-14,4992.809
2003-08-15,5063.289
2003-08-18,5044.261
2003-08-19,5113.133
2003-08-20,5051.581
2003-08-21,5025.68
2003-08-22,4947.093
2003-08-25,4957.391
2003-08-26,4882.777
2003-08-27,4895.116
2003-08-28,4783.783
2003-08-29,4697.511
2003-09-01,4815.722
2003-09-02,4740.447
2003-09-03,4831.884
2003-09-04,4853.236
2003-09-05,4883.3
2003-09-08,4959.214
2003-09-09,4960.352
2003-09-10,4900.833
2003-09-11,4932.853
2003-09-12,4977.878
2003-09-15,5022.259
2003-09-16,5021.923
2003-09-17,5056.293
2003-09-18,5092.065
2003-09-19,5051.481
2003-09-22,5103.665
2003-09-23,5050.979
2003-09-24,5019.6
2003-09-25,5039.225
2003-09-26,4979.512
2003-09-29,4974.619
2003-09-30,4943.148
2003-10-01,5057.861
2003-10-02,5075.618
2003-10-03,5151.305
2003-10-06,5173.192
2003-10-07,5224.095
2003-10-08,5228.438
2003-10-09,5242.302
2003-10-10,5262.636
2003-10-13,5275.865
2003-10-14,5252.351
2003-10-15,5303.312
2003-10-16,5287.43
2003-10-17,5253.369
2003-10-20,5282.261
2003-10-21,5284.402
2003-10-22,5258.025
2003-10-23,5189.32
2003-10-24,5176.558
2003-10-27,5204.506
2003-10-28,5203.376
2003-10-29,5161.926
2003-10-30,5225.198
2003-10-31,5305.387
2003-11-03,5278.499
2003-11-04,5254.605
2003-11-05,5269.735
2003-11-06,5270.772
2003-11-07,5330.615
2003-11-10,5327.406
2003-11-11,5306.292
2003-11-12,5327.061
2003-11-13,5360.872
2003-11-14,5444.828
2003-11-17,5318.619
2003-11-18,5351.564
2003-11-19,5335.03
2003-11-20,5295.18
2003-11-21,5334.159
2003-11-24,5389.713
2003-11-25,5377.509
2003-11-26,5387.055
2003-11-27,5420.015
2003-11-28,5454.047
2003-12-01,5491.097
2003-12-02,5553.237
2003-12-03,5618.793
2003-12-04,5612.319
2003-12-05,5626.544
2003-12-08,5608.403
2003-12-09,5619.159
2003-12-10,5606.688
2003-12-11,5576.105
2003-12-12,5615.056
2003-12-15,5635.238
2003-12-16,5632.112
2003-12-17,5621.876
2003-12-18,5685.67
2003-12-19,5694.096
2003-12-22,5711.385
2003-12-23,5741.809
2003-12-24,5733.61
2003-12-25,5733.61
2003-12-26,5731.308
2003-12-29,5799.494
2003-12-30,5840.182
2003-12-31,5891.01
2004-01-01,5891.01
2004-01-02,5990.31
2004-01-05,6101.879
2004-01-06,6165.674
2004-01-07,6175.068
2004-01-08,6275.77
2004-01-09,6314.552
2004-01-12,6332.668
2004-01-13,6352.278
2004-01-14,6386.858
2004-01-15,6411.446
2004-01-16,6368.387
2004-01-19,6337.51
2004-01-20,6393.126
2004-01-21,6463.73
2004-01-22,6533.904
2004-01-23,6492.999
2004-01-26,6437.968
2004-01-27,6442.463
2004-01-28,6479.491
2004-01-29,6294.534
2004-01-30,6331.576
2004-02-02,6398.579
2004-02-03,6449.713
2004-02-04,6426.307
2004-02-05,6499.922
2004-02-06,6598.157
2004-02-09,6636.288
2004-02-10,6598.373
2004-02-11,6617.077
2004-02-12,6739.03
2004-02-13,6673.496
2004-02-16,6728.514
2004-02-17,6792.235
2004-02-18,6852.803
2004-02-19,6832.014
2004-02-20,6730.946
2004-02-23,6762.116
2004-02-24,6795.093
2004-02-25,6699.106
2004-02-26,6608.977
2004-02-27,6639.714
2004-03-01,6671.955
2004-03-02,6633.021
2004-03-03,6489.045
2004-03-04,6596.166
2004-03-05,6810.54
2004-03-08,6741.314
2004-03-09,6658.227
2004-03-10,6527.317
2004-03-11,6315.811
2004-03-12,6329.289
2004-03-15,6191.696
2004-03-16,6271.676
2004-03-17,6302.968
2004-03-18,6282.722
2004-03-19,6250.565
2004-03-22,6137.627
2004-03-23,6136.455
2004-03-24,6040.389
2004-03-25,6112.879
2004-03-26,6126.079
2004-03-29,6162.838
2004-03-30,6168.353
2004-03-31,6233.475
2004-04-01,6401.377
2004-04-02,6375.82
2004-04-05,6314.057
2004-04-06,6368.475
2004-04-07,6390.064
2004-04-08,6445.134
2004-04-09,6445.134
2004-04-12,6427.031
2004-04-13,6437.603
2004-04-14,6366.945
2004-04-15,6362.08
2004-04-16,6496.869
2004-04-19,6443.677
2004-04-20,6459.221
2004-04-21,6417.388
2004-04-22,6442.416
2004-04-23,6447.861
2004-04-26,6434.44
2004-04-27,6414.932
2004-04-28,6327.51
2004-04-29,6305.43
2004-04-30,6309.721
2004-05-03,6368.838
2004-05-04,6395.655
2004-05-05,6432.723
2004-05-06,6270.433
2004-05-07,6139.92
2004-05-10,5935.186
2004-05-11,6014.156
2004-05-12,5968.89
2004-05-13,6015.253
2004-05-14,6041.839
2004-05-17,6039.599
2004-05-18,6094.908
2004-05-19,6216.272
2004-05-20,6171.799
2004-05-21,6238.529
2004-05-24,6256.572
2004-05-25,6264.031
2004-05-26,6316.075
2004-05-27,6478.458
2004-05-28,6426.496
2004-05-31,6414.442
2004-06-01,6392.454
2004-06-02,6467.889
2004-06-03,6550.619
2004-06-04,6576.995
2004-06-07,6657.471
2004-06-08,6640.877
2004-06-09,6539.545
2004-06-10,6542.723
2004-06-11,6468.432
2004-06-14,6482.724
2004-06-15,6494.337
2004-06-16,6495.104
2004-06-17,6545.339
2004-06-18,6641.153
2004-06-21,6615.162
2004-06-22,6569.061
2004-06-23,6570.082
2004-06-24,6635.784
2004-06-25,6610.069
2004-06-28,6642.244
2004-06-29,6595.857
2004-06-30,6654.638
2004-07-01,6640.277
2004-07-02,6673.567
2004-07-05,6621.377
2004-07-06,6543.618
2004-07-07,6667.18
2004-07-08,6684.556
2004-07-09,6711.232
2004-07-12,6710.561
2004-07-13,6734.352
2004-07-14,6734.515
2004-07-15,6681.731
2004-07-16,6726.741
2004-07-19,6644.06
2004-07-20,6665.063
2004-07-21,6655.538
2004-07-22,6541.982
2004-07-23,6419.499
2004-07-26,6394.751
2004-07-27,6468.801
2004-07-28,6452.271
2004-07-29,6600.226
2004-07-30,6530.238
2004-08-02,6534.836
2004-08-03,6609.669
2004-08-04,6566.712
2004-08-05,6643.757
2004-08-06,6646.325
2004-08-09,6559.014
2004-08-10,6665.03
2004-08-11,6538.768
2004-08-12,6573.009
2004-08-13,6582.896
2004-08-16,6651.171
2004-08-17,6681.343
2004-08-18,6645.538
2004-08-19,6700.062
2004-08-20,6663.655
2004-08-23,6674.24
2004-08-24,6637.864
2004-08-25,6679.52
2004-08-26,6760.013
2004-08-27,6769.368
2004-08-30,6762.351
2004-08-31,6813.893
2004-09-01,6926.187
2004-09-02,6914.482
2004-09-03,6924.331
2004-09-06,6941.0
2004-09-07,6963.734
2004-09-08,6972.589
2004-09-09,6971.849
2004-09-10,7077.246
2004-09-13,7072.007
2004-09-14,7089.053
2004-09-15,7092.468
2004-09-16,7087.834
2004-09-17,7188.122
2004-09-20,7133.266
2004-09-21,7238.425
2004-09-22,7200.526
2004-09-23,7154.774
2004-09-24,7159.337
2004-09-27,7168.38
2004-09-28,7173.731
2004-09-29,7265.768
2004-09-30,7328.276
2004-10-01,7433.017
2004-10-04,7450.49
2004-10-05,7498.376
2004-10-06,7547.2
2004-10-07,7514.399
2004-10-08,7546.412
2004-10-11,7546.232
2004-10-12,7403.717
2004-10-13,7459.574
2004-10-14,7488.98
2004-10-15,7524.147
2004-10-18,7558.308
2004-10-19,7604.202
2004-10-20,7600.103
2004-10-21,7616.64
2004-10-22,7654.648
2004-10-25,7629.45
2004-10-26,7615.97
2004-10-27,7708.073
2004-10-28,7752.334
2004-10-29,7738.072
2004-11-01,7795.46
2004-11-02,7851.782
2004-11-03,7983.014
2004-11-04,7984.676
2004-11-05,8023.506
2004-11-08,8056.2
2004-11-09,8051.422
2004-11-10,8125.181
2004-11-11,8181.448
2004-11-12,8198.172
2004-11-15,8156.017
2004-11-16,8137.545
2004-11-17,8195.908
2004-11-18,8159.838
2004-11-19,8224.555
2004-11-22,8176.72
2004-11-23,8168.747
2004-11-24,8235.256
2004-11-25,8330.331
2004-11-26,8408.407
2004-11-29,8345.878
2004-11-30,8317.38
2004-12-01,8497.052
2004-12-02,8502.006
2004-12-03,8562.947
2004-12-06,8579.738
2004-12-07,8612.985
2004-12-08,8492.94
2004-12-09,8489.303
2004-12-10,8483.287
2004-12-13,8566.565
2004-12-14,8570.451
2004-12-15,8681.645
2004-12-16,8593.996
2004-12-17,8528.548
2004-12-20,8610.593
2004-12-21,8620.873
2004-12-22,8695.13
2004-12-23,8783.629
2004-12-24,8784.555
2004-12-27,8852.629
2004-12-28,8838.696
2004-12-29,8828.396
2004-12-30,8844.164
2004-12-31,8811.989
2005-01-03,8846.492
2005-01-04,8811.12
2005-01-05,8712.295
2005-01-06,8754.181
2005-01-07,8666.859
2005-01-10,8742.432
2005-01-11,8695.786
2005-01-12,8758.141
2005-01-13,8693.604
2005-01-14,8668.931
2005-01-17,8735.345
2005-01-18,8688.838
2005-01-19,8694.038
2005-01-20,8628.11
2005-01-21,8719.58
2005-01-24,8723.052
2005-01-25,8770.278
2005-01-26,8799.331
2005-01-27,8754.286
2005-01-28,8583.278
2005-01-31,8622.349
2005-02-01,8610.839
2005-02-02,8689.438
2005-02-03,8729.575
2005-02-04,8757.945
2005-02-07,8694.896
2005-02-08,8675.967
2005-02-09,8715.871
2005-02-10,8799.688
2005-02-11,8912.888
2005-02-14,8947.548
2005-02-15,9044.584
2005-02-16,9019.246
2005-02-17,9043.602
2005-02-18,9050.907
2005-02-21,8951.237
2005-02-22,9004.636
2005-02-23,8898.142
2005-02-24,8898.072
2005-02-25,8950.345
2005-02-28,9049.209
2005-03-01,8975.699
2005-03-02,8895.952
2005-03-03,8863.017
2005-03-04,9059.931
2005-03-07,9114.509
2005-03-08,9282.162
2005-03-09,9313.182
2005-03-10,9257.155
2005-03-11,9328.001
2005-03-14,9222.933
2005-03-15,9219.535
2005-03-16,9241.384
2005-03-17,9228.079
2005-03-18,9242.44
2005-03-21,9218.305
2005-03-22,9225.228
2005-03-23,9059.166
2005-03-24,9129.407
2005-03-25,9129.407
2005-03-28,9065.336
2005-03-29,9099.087
2005-03-30,9112.422
2005-03-31,9127.333
2005-04-01,9092.048
2005-04-04,8966.335
2005-04-05,9051.077
2005-04-06,9117.54
2005-04-07,9180.142
2005-04-08,9185.888
2005-04-11,9267.257
2005-04-12,9157.898
2005-04-13,9246.51
2005-04-14,9117.598
2005-04-15,9139.882
2005-04-18,8989.633
2005-04-19,9077.835
2005-04-20,9013.096
2005-04-21,9054.53
2005-04-22,9109.131
2005-04-25,9136.638
2005-04-26,9138.491
2005-04-27,8996.778
2005-04-28,8925.634
2005-04-29,8975.198
2005-05-02,8989.417
2005-05-03,9040.579
2005-05-04,9163.154
2005-05-05,9217.656
2005-05-06,9161.635
2005-05-09,9135.236
2005-05-10,9136.644
2005-05-11,9042.602
2005-05-12,9004.077
2005-05-13,8887.238
2005-05-16,8867.16
2005-05-17,8886.233
2005-05-18,9004.146
2005-05-19,9057.96
2005-05-20,9003.373
2005-05-23,9055.933
2005-05-24,9072.49
2005-05-25,9082.028
2005-05-26,9052.956
2005-05-27,9073.197
2005-05-30,9056.907
2005-05-31,8935.017
2005-06-01,8962.083
2005-06-02,8986.199
2005-06-03,8991.872
2005-06-06,8930.278
2005-06-07,8954.89
2005-06-08,8975.606
2005-06-09,8930.656
2005-06-10,8910.058
2005-06-13,8849.903
2005-06-14,8890.123
