date,open,high,low,close,volume
1999-08-31,1507.92,1507.92,1507.92,1507.92,0.0
1999-09-01,1508.57,1508.57,1508.57,1508.57,0.0
1999-09-02,1507.83,1507.83,1507.83,1507.83,0.0
1999-09-03,1487.37,1487.37,1487.37,1487.37,0.0
1999-09-06,1489.75,1489.75,1489.75,1489.75,0.0
1999-09-07,1494.72,1494.72,1494.72,1494.72,0.0
1999-09-08,1486.12,1486.12,1486.12,1486.12,0.0
1999-09-09,1525.83,1525.83,1525.83,1525.83,0.0
1999-09-10,1526.96,1526.96,1526.96,1526.96,0.0
1999-09-13,1534.58,1534.58,1534.58,1534.58,0.0
1999-09-14,1526.17,1526.17,1526.17,1526.17,0.0
1999-09-15,1502.72,1502.72,1502.72,1502.72,0.0
1999-09-16,1474.97,1474.97,1474.97,1474.97,0.0
1999-09-17,1498.55,1498.55,1498.55,1498.55,0.0
1999-09-20,1479.94,1479.94,1479.94,1479.94,0.0
1999-09-21,1463.65,1463.65,1463.65,1463.65,0.0
1999-09-22,1428.49,1428.49,1428.49,1428.49,0.0
1999-09-23,1427.11,1427.11,1427.11,1427.11,0.0
1999-09-24,1397.24,1397.24,1397.24,1397.24,0.0
1999-09-27,1385.16,1385.16,1385.16,1385.16,0.0
1999-09-28,1413.29,1413.29,1413.29,1413.29,0.0
1999-09-29,1413.01,1413.01,1413.01,1413.01,0.0
1999-09-30,1421.28,1421.28,1421.28,1421.28,0.0
1999-10-01,1452.93,1452.93,1452.93,1452.93,0.0
1999-10-04,1450.93,1450.93,1450.93,1450.93,0.0
1999-10-05,1478.59,1478.59,1478.59,1478.59,0.0
1999-10-06,1506.58,1506.58,1506.58,1506.58,0.0
1999-10-07,1514.53,1514.53,1514.53,1514.53,0.0
1999-10-08,1507.67,1507.67,1507.67,1507.67,0.0
1999-10-11,1528.1,1528.1,1528.1,1528.1,0.0
1999-10-12,1516.83,1516.83,1516.83,1516.83,0.0
1999-10-13,1495.6,1495.6,1495.6,1495.6,0.0
1999-10-14,1510.85,1510.85,1510.85,1510.85,0.0
1999-10-15,1475.81,1475.81,1475.81,1475.81,0.0
1999-10-18,1421.04,1421.04,1421.04,1421.04,0.0
1999-10-19,1406.96,1406.96,1406.96,1406.96,0.0
1999-10-20,1437.43,1437.43,1437.43,1437.43,0.0
1999-10-21,1432.66,1432.66,1432.66,1432.66,0.0
1999-10-22,1437.22,1437.22,1437.22,1437.22,0.0
1999-10-25,1441.77,1441.77,1441.77,1441.77,0.0
1999-10-26,1442.28,1442.28,1442.28,1442.28,0.0
1999-10-27,1432.07,1432.07,1432.07,1432.07,0.0
1999-10-28,1437.97,1437.97,1437.97,1437.97,0.0
1999-10-29,1476.12,1476.12,1476.12,1476.12,0.0
1999-11-01,1495.21,1495.21,1495.21,1495.21,0.0
1999-11-02,1477.02,1477.02,1477.02,1477.02,0.0
1999-11-03,1503.76,1503.76,1503.76,1503.76,0.0
1999-11-04,1517.94,1517.94,1517.94,1517.94,0.0
1999-11-05,1517.45,1517.45,1517.45,1517.45,0.0
1999-11-09,1533.58,1533.58,1533.58,1533.58,0.0
1999-11-10,1538.61,1538.61,1538.61,1538.61,0.0
1999-11-11,1553.02,1553.02,1553.02,1553.02,0.0
1999-11-12,1567.27,1567.27,1567.27,1567.27,0.0
1999-11-15,1584.23,1584.23,1584.23,1584.23,0.0
1999-11-16,1587.03,1587.03,1587.03,1587.03,0.0
1999-11-17,1596.0,1596.0,1596.0,1596.0,0.0
1999-11-18,1589.34,1589.34,1589.34,1589.34,0.0
1999-11-19,1593.28,1593.28,1593.28,1593.28,0.0
1999-11-22,1584.84,1584.84,1584.84,1584.84,0.0
1999-11-23,1584.53,1584.53,1584.53,1584.53,0.0
1999-11-24,1572.81,1572.81,1572.81,1572.81,0.0
1999-11-25,1578.5,1578.5,1578.5,1578.5,0.0
