Date,Open,High,Low,Close,Volume
2014-03-24,1000.0,1000.0,1000.0,1000.0,0.0
2014-03-25,1002.68,1002.68,1002.68,1002.68,0.0
2014-03-26,1007.67,1007.67,1007.67,1007.67,0.0
2014-03-27,1015.4,1015.4,1015.4,1015.4,0.0
2014-03-28,1024.12,1024.12,1024.12,1024.12,0.0
2014-03-31,1024.83,1024.83,1024.83,1024.83,0.0
2014-04-01,1023.78,1023.78,1023.78,1023.78,0.0
2014-04-02,1025.48,1025.48,1025.48,1025.48,0.0
2014-04-03,1031.5,1031.5,1031.5,1031.5,0.0
2014-04-04,1040.96,1040.96,1040.96,1040.96,0.0
2014-04-07,1040.95,1040.95,1040.95,1040.95,0.0
2014-04-08,1048.06,1048.06,1048.06,1048.06,0.0
2014-04-09,1058.27,1058.27,1058.27,1058.27,0.0
2014-04-10,1054.55,1054.55,1054.55,1054.55,0.0
2014-04-11,1057.17,1057.17,1057.17,1057.17,0.0
2014-04-14,1056.55,1056.55,1056.55,1056.55,0.0
2014-04-15,1062.86,1062.86,1062.86,1062.86,0.0
2014-04-16,1073.2,1073.2,1073.2,1073.2,0.0
2014-04-17,1083.74,1083.74,1083.74,1083.74,0.0
2014-04-18,1083.72,1083.72,1083.72,1083.72,0.0
2014-04-21,1075.46,1075.46,1075.46,1075.46,0.0
2014-04-22,1077.47,1077.47,1077.47,1077.47,0.0
2014-04-23,1073.73,1073.73,1073.73,1073.73,0.0
2014-04-24,1086.47,1086.47,1086.47,1086.47,0.0
2014-04-25,1081.1,1081.1,1081.1,1081.1,0.0
2014-04-28,1081.57,1081.57,1081.57,1081.57,0.0
2014-04-29,1081.2,1081.2,1081.2,1081.2,0.0
2014-04-30,1085.03,1085.03,1085.03,1085.03,0.0
2014-05-01,1087.54,1087.54,1087.54,1087.54,0.0
2014-05-02,1099.17,1099.17,1099.17,1099.17,0.0
2014-05-05,1104.72,1104.72,1104.72,1104.72,0.0
2014-05-06,1107.34,1107.34,1107.34,1107.34,0.0
2014-05-07,1108.24,1108.24,1108.24,1108.24,0.0
2014-05-08,1111.67,1111.67,1111.67,1111.67,0.0
2014-05-09,1109.29,1109.29,1109.29,1109.29,0.0
2014-05-12,1108.76,1108.76,1108.76,1108.76,0.0
2014-05-13,1107.92,1107.92,1107.92,1107.92,0.0
2014-05-14,1114.9,1114.9,1114.9,1114.9,0.0
2014-05-15,1116.48,1116.48,1116.48,1116.48,0.0
2014-05-16,1124.37,1124.37,1124.37,1124.37,0.0
2014-05-19,1126.23,1126.23,1126.23,1126.23,0.0
2014-05-20,1124.17,1124.17,1124.17,1124.17,0.0
2014-05-21,1126.8,1126.8,1126.8,1126.8,0.0
2014-05-22,1124.28,1124.28,1124.28,1124.28,0.0
2014-05-23,1129.11,1129.11,1129.11,1129.11,0.0
2014-05-26,1128.6,1128.6,1128.6,1128.6,0.0
2014-05-27,1129.01,1129.01,1129.01,1129.01,0.0
2014-05-28,1130.33,1130.33,1130.33,1130.33,0.0
2014-05-29,1138.99,1138.99,1138.99,1138.99,0.0
2014-05-30,1139.63,1139.63,1139.63,1139.63,0.0
2014-06-02,1132.75,1132.75,1132.75,1132.75,0.0
2014-06-03,1130.86,1130.86,1130.86,1130.86,0.0
2014-06-04,1117.22,1117.22,1117.22,1117.22,0.0
2014-06-05,1117.2,1117.2,1117.2,1117.2,0.0
2014-06-06,1123.38,1123.38,1123.38,1123.38,0.0
2014-06-09,1123.09,1123.09,1123.09,1123.09,0.0
