date,EUR,GBP,USD,AUD,CAD,CNY,HKD,INR,IDR,JPY,KRW,MYR,TWD,NZD,PHP,QAR,SAR,CHF,THB,AED,VND
1988-01-08,,3.6848,2.0443,1.436,,,0.2627,,,0.015780000000000002,,0.8058,,,,,,1.5165,,,
1988-01-15,,3.708,2.0313,1.4468,,,0.2609,,,0.016102,,0.8006,,,,,,1.5267,,,
1988-01-22,,3.6228,2.0205,1.4462,,,0.25920000000000004,,,0.015853,,0.7939,,,,,,1.4956,,,
1988-01-29,,3.5944,2.0182,1.4411,,,0.2588,,,0.015872999999999998,,0.7898999999999999,,,,,,1.4894,,,
1988-02-05,,3.5623,2.016,1.4377,,,0.2584,,,0.015729,,0.7864,,,,,,1.4641,,,
1988-02-12,,3.5439,2.0173,1.4364,,,0.2587,,,0.015538000000000001,,0.7823,,,,,,1.4479,,,
1988-02-19,,3.5182,2.0189,1.4444,,,0.259,,,0.015482000000000001,,0.7795000000000001,,,,,,1.4349,,,
1988-02-26,,3.5656,2.013,1.4472,,,0.2581,,,0.015678,,0.7786,,,,,,1.4493,,,
1988-03-04,,3.5659,2.0154,1.4602,,,0.2583,,,0.015596,,0.7820999999999999,,,,,,1.4354,,,
1988-03-11,,3.7185,2.0131,1.4699,,,0.258,,,0.015767,,0.7912,,,,,,1.4635,,,
1988-03-18,,3.7077,2.0184,1.48,,,0.2586,,,0.015725,,0.7829,,,,,,1.4412,,,
1988-03-25,,3.7032,2.0132,1.4959,,,0.25780000000000003,,,0.016005000000000002,,0.7847,,,,,,1.4473,,,
1988-03-31,,3.7634,2.0045,1.4786,,,0.2566,,,0.016027,,0.7818,,,,,,1.4626,,,
1988-04-08,,3.7556,2.003,1.482,,,0.2564,,,0.015963,,0.7781999999999999,,,,,,1.4473,,,
1988-04-15,,3.7569,2.0019,1.4949,,,0.2564,,,0.016144000000000002,,0.7798,,,,,,1.4585,,,
1988-04-22,,3.7929,2.0037,1.5072,,,0.2564,,,0.016081,,0.7796,,,,,,1.4519,,,
1988-04-29,,3.7534,2.0016,1.5195,,,0.256,,,0.016073999999999998,,0.7775,,,,,,1.4452,,,
1988-05-06,,3.7309,2.0039,1.5363,,,0.2566,,,0.016052999999999998,,0.7753,,,,,,1.4289,,,
1988-05-13,,3.7767,2.0052,1.5523,,,0.2566,,,0.016086,,0.7775,,,,,,1.4326,,,
1988-05-20,,3.7518,2.0128,1.5739,,,0.25739999999999996,,,0.016115,,0.7789,,,,,,1.4218,,,
1988-05-27,,3.7543,2.0168,1.6251,,,0.2581,,,0.016183,,0.7803,,,,,,1.4168,,,
1988-06-03,,3.6511,2.0217,1.6338,,,0.2587,,,0.016019000000000002,,0.7813,,,,,,1.4078,,,
1988-06-10,,3.6762,2.018,1.629,,,0.2585,,,0.016161000000000002,,0.7848,,,,,,1.4097,,,
1988-06-17,,3.6148,2.0246,1.6453,,,0.2595,,,0.0161,,0.7855,,,,,,1.3876,,,
1988-06-24,,3.5676,2.0346,1.6821,,,0.2608,,,0.015806,,0.7859999999999999,,,,,,1.3738,,,
1988-07-01,,3.4769,2.0483,1.6199,,,0.26239999999999997,,,0.015250999999999999,,0.7827,,,,,,1.3502,,,
1988-07-08,,3.4943,2.0443,1.629,,,0.2616,,,0.015457,,0.7809999999999999,,,,,,1.348,,,
1988-07-15,,3.4493,2.0503,1.6292,,,0.2623,,,0.015361,,0.7809,,,,,,1.3338,,,
1988-07-22,,3.5172,2.0384,1.6585,,,0.261,,,0.01543,,0.777,,,,,,1.3336,,,
1988-07-29,,3.5132,2.0378,1.6383,,,0.2609,,,0.015350999999999998,,0.7735,,,,,,1.3098,,,
1988-08-05,,3.492,2.0472,1.6464,,,0.2622,,,0.01536,,0.7754000000000001,,,,,,1.3035,,,
1988-08-12,,3.4909,2.0397,1.6394,,,0.2614,,,0.015319000000000001,,0.7706000000000001,,,,,,1.2948,,,
1988-08-19,,3.4655,2.0374,1.6591,,,0.261,,,0.015267,,0.7696999999999999,,,,,,1.2782,,,
1988-08-26,,3.4558,2.0329,1.6571,,,0.2605,,,0.015214,,0.7655,,,,,,1.298,,,
1988-09-02,,3.4133,2.0429,1.624,,,0.26170000000000004,,,0.014950000000000001,,0.7654000000000001,,,,,,1.295,,,
1988-09-09,,3.4681,2.0375,1.6423,,,0.2609,,,0.015314000000000001,,0.7703,,,,,,1.304,,,
1988-09-16,,3.4367,2.0433,1.6351,,,0.2616,,,0.015282,,0.7681,,,,,,1.294,,,
1988-09-23,,3.4036,2.0406,1.6046,,,0.2612,,,0.015154,,0.7651,,,,,,1.2866,,,
1988-09-30,,3.436,2.0408,1.598,,,0.2613,,,0.015172000000000001,,0.7619,,,,,,1.2809,,,
1988-10-07,,3.4514,2.0389,1.6242,,,0.2608,,,0.015267,,0.7589,,,,,,1.2872,,,
1988-10-14,,3.5334,2.024,1.6399,,,0.259,,,0.015818000000000002,,0.7561,,,,,,1.3192,,,
1988-10-21,,3.5404,2.0056,1.6447,,,0.25670000000000004,,,0.01586,,0.7511,,,,,,1.3247,,,
1988-10-28,,3.5313,1.9998,1.6469,,,0.256,,,0.015865,,0.7484000000000001,,,,,,1.3325,,,
1988-11-04,,3.5229,1.9838,1.6474,,,0.254,,,0.015902,,0.7387999999999999,,,,,,1.3282,,,
1988-11-11,,3.5366,1.9693,1.6619,,,0.2521,,,0.015896,,0.7348,,,,,,1.3358,,,
1988-11-18,,3.5491,1.9487,1.666,,,0.24960000000000002,,,0.015924,,0.7228,,,,,,1.3416,,,
1988-11-25,,3.5709,1.9402,1.6933,,,0.2484,,,0.016061000000000002,,0.7313,,,,,,1.3544,,,
1988-12-02,,3.6028,1.9491,1.6903,,,0.24969999999999998,,,0.016025,,0.7283,,,,,,1.3419,,,
1988-12-09,,3.5971,1.9418,1.6904,,,0.2489,,,0.015877,,0.7236,,,,,,1.3254,,,
1988-12-16,,3.5364,1.9458,1.6412,,,0.2492,,,0.015616000000000001,,0.7219,,,,,,1.3151,,,
1988-12-23,,3.4968,1.9435,1.6545,,,0.2489,,,0.015572999999999998,,0.7184,,,,,,1.2985,,,
1988-12-30,,3.4929,1.9462,1.6645,,,0.2492,,,0.015464,,0.7175,,,,,,1.2865,,,
1989-01-06,,3.4815,1.9409,1.6838,,,0.24850000000000003,,,0.015397000000000001,,0.7154,,,,,,1.264,,,
1989-01-13,,3.4207,1.941,1.6775,,,0.2487,,,0.015295000000000001,,0.7138,,,,,,1.2369,,,
1989-01-20,,3.4303,1.9418,1.6941,,,0.2489,,,0.01512,,0.7128,,,,,,1.2338,,,
1989-01-27,,3.4147,1.9342,1.6967,,,0.24789999999999998,,,0.015026,,0.7095,,,,,,1.2288,,,
1989-02-03,,3.3729,1.929,1.6938,,,0.2473,,,0.014948,,0.7075,,,,,,1.2151,,,
1989-02-10,,3.3972,1.9277,1.7104,,,0.24719999999999998,,,0.015078000000000001,,0.7061,,,,,,1.2284,,,
1989-02-17,,3.4096,1.9228,1.6059,,,0.2465,,,0.015293000000000001,,0.7051999999999999,,,,,,1.2335,,,
1989-02-24,,3.3847,1.9257,1.5832,,,0.2469,,,0.015253000000000001,,0.7055,,,,,,1.2408,,,
1989-03-03,,3.3194,1.9331,1.567,,,0.24780000000000002,,,0.015055,,0.7042,,,,,,1.2238,,,
