Date,Open,High,Low,Close,Volume
1998-12-31,1670.02,1670.02,1670.02,1670.02,0.0
1999-01-04,1668.52,1668.52,1668.52,1668.52,0.0
1999-01-05,1691.23,1691.23,1691.23,1691.23,0.0
1999-01-06,1728.94,1728.94,1728.94,1728.94,0.0
1999-01-07,1725.47,1725.47,1725.47,1725.47,0.0
1999-01-08,1732.75,1732.75,1732.75,1732.75,0.0
1999-01-11,1717.52,1717.52,1717.52,1717.52,0.0
1999-01-12,1684.4,1684.4,1684.4,1684.4,0.0
1999-01-13,1677.53,1677.53,1677.53,1677.53,0.0
1999-01-14,1647.36,1647.36,1647.36,1647.36,0.0
1999-01-15,1689.6,1689.6,1689.6,1689.6,0.0
1999-01-19,1701.49,1701.49,1701.49,1701.49,0.0
1999-01-20,1707.84,1707.84,1707.84,1707.84,0.0
1999-01-21,1678.68,1678.68,1678.68,1678.68,0.0
1999-01-22,1665.14,1665.14,1665.14,1665.14,0.0
1999-01-25,1677.09,1677.09,1677.09,1677.09,0.0
1999-01-26,1702.0,1702.0,1702.0,1702.0,0.0
1999-01-27,1689.75,1689.75,1689.75,1689.75,0.0
1999-01-28,1720.05,1720.05,1720.05,1720.05,0.0
1999-01-29,1739.45,1739.45,1739.45,1739.45,0.0
1999-02-01,1730.42,1730.42,1730.42,1730.42,0.0
1999-02-02,1715.5,1715.5,1715.5,1715.5,0.0
1999-02-03,1729.36,1729.36,1729.36,1729.36,0.0
1999-02-04,1697.4,1697.4,1697.4,1697.4,0.0
1999-02-05,1685.07,1685.07,1685.07,1685.07,0.0
1999-02-08,1691.2,1691.2,1691.2,1691.2,0.0
1999-02-09,1653.64,1653.64,1653.64,1653.64,0.0
1999-02-10,1663.95,1663.95,1663.95,1663.95,0.0
1999-02-11,1705.5,1705.5,1705.5,1705.5,0.0
1999-02-12,1673.02,1673.02,1673.02,1673.02,0.0
1999-02-16,1688.99,1688.99,1688.99,1688.99,0.0
1999-02-17,1664.87,1664.87,1664.87,1664.87,0.0
1999-02-18,1682.98,1682.98,1682.98,1682.98,0.0
1999-02-19,1685.62,1685.62,1685.62,1685.62,0.0
1999-02-22,1730.43,1730.43,1730.43,1730.43,0.0
1999-02-23,1729.14,1729.14,1729.14,1729.14,0.0
1999-02-24,1705.09,1705.09,1705.09,1705.09,0.0
1999-02-25,1693.83,1693.83,1693.83,1693.83,0.0
1999-02-26,1684.76,1684.76,1684.76,1684.76,0.0
1999-03-01,1681.84,1681.84,1681.84,1681.84,0.0
1999-03-02,1667.35,1667.35,1667.35,1667.35,0.0
1999-03-03,1670.61,1670.61,1670.61,1670.61,0.0
1999-03-04,1696.54,1696.54,1696.54,1696.54,0.0
1999-03-05,1735.8,1735.8,1735.8,1735.8,0.0
1999-03-08,1745.75,1745.75,1745.75,1745.75,0.0
1999-03-09,1741.82,1741.82,1741.82,1741.82,0.0
1999-03-10,1751.42,1751.42,1751.42,1751.42,0.0
1999-03-11,1766.46,1766.46,1766.46,1766.46,0.0
1999-03-12,1762.27,1762.27,1762.27,1762.27,0.0
1999-03-15,1779.53,1779.53,1779.53,1779.53,0.0
1999-03-16,1778.34,1778.34,1778.34,1778.34,0.0
1999-03-17,1766.76,1766.76,1766.76,1766.76,0.0
1999-03-18,1792.3,1792.3,1792.3,1792.3,0.0
1999-03-19,1768.8,1768.8,1768.8,1768.8,0.0
1999-03-22,1765.72,1765.72,1765.72,1765.72,0.0
1999-03-23,1718.25,1718.25,1718.25,1718.25,0.0
1999-03-24,1727.05,1727.05,1727.05,1727.05,0.0
1999-03-25,1756.2,1756.2,1756.2,1756.2,0.0
1999-03-26,1746.41,1746.41,1746.41,1746.41,0.0
1999-03-29,1783.85,1783.85,1783.85,1783.85,0.0
1999-03-30,1771.11,1771.11,1771.11,1771.11,0.0
1999-03-31,1751.55,1751.55,1751.55,1751.55,0.0
1999-04-01,1761.61,1761.61,1761.61,1761.61,0.0
1999-04-05,1798.93,1798.93,1798.93,1798.93,0.0
1999-04-06,1794.58,1794.58,1794.58,1794.58,0.0
1999-04-07,1807.09,1807.09,1807.09,1807.09,0.0
1999-04-08,1830.42,1830.42,1830.42,1830.42,0.0
1999-04-09,1836.37,1836.37,1836.37,1836.37,0.0
1999-04-12,1850.4,1850.4,1850.4,1850.4,0.0
1999-04-13,1838.44,1838.44,1838.44,1838.44,0.0
1999-04-14,1809.35,1809.35,1809.35,1809.35,0.0
1999-04-15,1801.75,1801.75,1801.75,1801.75,0.0
1999-04-16,1796.49,1796.49,1796.49,1796.49,0.0
1999-04-19,1756.3,1756.3,1756.3,1756.3,0.0
1999-04-20,1779.03,1779.03,1779.03,1779.03,0.0
1999-04-21,1819.89,1819.89,1819.89,1819.89,0.0
