Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Singapore,SGP,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.06122000206122,3.05070166847278,2.812499999,2.45736666583333,2.43686666583333,2.37129999908333,2.47084166591667,2.43939999925,2.27402499916667,2.1745583325,2.14120833258333,2.112691666,2.14002499916667,2.113049999,2.133083333,2.20014999966667,2.1774166665,2.10598333333333,2.012425,1.95025833333333,1.81253333333333,1.72755,1.62896666666667,1.61579083333333,1.52744416666667,1.417375,1.41004083333333,1.48480583333333,1.67360166666667,1.69495666666667,1.72396333333333,1.7917225,1.79058833333333,1.74218333333333,1.69022833333333,1.6643975,1.58893333333333,1.50710166666667,1.41486083333333,1.45451471343874,1.36350833333333,1.25777587719298,1.2496762037037,1.2513,1.26705,1.374825,1.38154636363636,1.380925,1.34884166666667,1.36415833333333,1.37974166666667,1.34348333333333,1.37866666666667,1.34276666666667,1.33623333333333
