Date,Open,High,Low,Close,Volume
1970-01-30,85.28,85.28,85.28,85.28,0.0
1970-02-27,90.03,90.03,90.03,90.03,0.0
1970-03-31,90.43,90.43,90.43,90.43,0.0
1970-04-30,82.52,82.52,82.52,82.52,0.0
1970-05-29,77.75,77.75,77.75,77.75,0.0
1970-06-30,74.12,74.12,74.12,74.12,0.0
1970-07-31,79.82,79.82,79.82,79.82,0.0
1970-08-31,83.64,83.64,83.64,83.64,0.0
1970-09-30,86.66,86.66,86.66,86.66,0.0
1970-10-30,85.94,85.94,85.94,85.94,0.0
1970-11-30,90.29,90.29,90.29,90.29,0.0
1970-12-31,95.68,95.68,95.68,95.68,0.0
1971-01-29,99.82,99.82,99.82,99.82,0.0
1971-02-26,100.98,100.98,100.98,100.98,0.0
1971-03-31,104.96,104.96,104.96,104.96,0.0
1971-04-30,109.04,109.04,109.04,109.04,0.0
1971-05-28,104.78,104.78,104.78,104.78,0.0
1971-06-30,105.13,105.13,105.13,105.13,0.0
1971-07-30,101.06,101.06,101.06,101.06,0.0
1971-08-31,104.98,104.98,104.98,104.98,0.0
1971-09-30,104.51,104.51,104.51,104.51,0.0
1971-10-29,100.42,100.42,100.42,100.42,0.0
1971-11-30,100.44,100.44,100.44,100.44,0.0
1971-12-31,109.37,109.37,109.37,109.37,0.0
1972-01-31,111.62,111.62,111.62,111.62,0.0
1972-02-29,114.71,114.71,114.71,114.71,0.0
1972-03-30,115.66,115.66,115.66,115.66,0.0
1972-04-28,116.44,116.44,116.44,116.44,0.0
1972-05-31,118.74,118.74,118.74,118.74,0.0
1972-06-30,116.43,116.43,116.43,116.43,0.0
1972-07-31,116.98,116.98,116.98,116.98,0.0
1972-08-31,121.29,121.29,121.29,121.29,0.0
1972-09-29,120.99,120.99,120.99,120.99,0.0
1972-10-31,122.42,122.42,122.42,122.42,0.0
1972-11-30,128.31,128.31,128.31,128.31,0.0
1972-12-29,130.14,130.14,130.14,130.14,0.0
1973-01-31,128.2,128.2,128.2,128.2,0.0
1973-02-28,123.68,123.68,123.68,123.68,0.0
1973-03-30,123.78,123.78,123.78,123.78,0.0
1973-04-30,119.04,119.04,119.04,119.04,0.0
1973-05-31,117.11,117.11,117.11,117.11,0.0
1973-06-29,116.64,116.64,116.64,116.64,0.0
1973-07-31,121.38,121.38,121.38,121.38,0.0
1973-08-31,117.24,117.24,117.24,117.24,0.0
1973-09-28,122.25,122.25,122.25,122.25,0.0
1973-10-31,122.45,122.45,122.45,122.45,0.0
1973-11-30,108.87,108.87,108.87,108.87,0.0
1973-12-31,111.02,111.02,111.02,111.02,0.0
1974-01-31,110.23,110.23,110.23,110.23,0.0
1974-02-28,110.15,110.15,110.15,110.15,0.0
1974-03-29,107.89,107.89,107.89,107.89,0.0
1974-04-30,104.02,104.02,104.02,104.02,0.0
