date,NAV
21-05-2013,$1.01841
22-05-2013,$1.01842
23-05-2013,$1.01843
27-05-2013,$1.01845
28-05-2013,$1.01845
29-05-2013,$1.01846
30-05-2013,$1.01847
31-05-2013,$1.01847
03-06-2013,$1.01849
04-06-2013,$1.0185
05-06-2013,$1.01851
06-06-2013,$1.01852
07-06-2013,$1.01852
10-06-2013,$1.01855
11-06-2013,$1.01856
12-06-2013,$1.01857
13-06-2013,$1.01858
14-06-2013,$1.01859
17-06-2013,$1.01861
18-06-2013,$1.01862
19-06-2013,$1.01863
20-06-2013,$1.01863
21-06-2013,$1.01864
24-06-2013,$1.01866
25-06-2013,$1.01867
26-06-2013,$1.01868
27-06-2013,$1.01868
28-06-2013,$1.01869
01-07-2013,$1.01871
02-07-2013,$1.01872
03-07-2013,$1.01873
04-07-2013,$1.01873
05-07-2013,$1.01874
08-07-2013,$1.01877
09-07-2013,$1.01878
10-07-2013,$1.01878
11-07-2013,$1.01879
12-07-2013,$1.0188
15-07-2013,$1.01883
16-07-2013,$1.01883
17-07-2013,$1.01883
18-07-2013,$1.01883
19-07-2013,$1.01883
22-07-2013,$1.01885
23-07-2013,$1.01885
24-07-2013,$1.01885
25-07-2013,$1.01885
26-07-2013,$1.01885
29-07-2013,$1.01885
30-07-2013,$1.01885
31-07-2013,$1.01886
01-08-2013,$1.01886
02-08-2013,$1.01886
05-08-2013,$1.01888
06-08-2013,$1.01889
07-08-2013,$1.0189
12-08-2013,$1.01893
13-08-2013,$1.01894
14-08-2013,$1.01895
15-08-2013,$1.01896
16-08-2013,$1.01896
19-08-2013,$1.01898
20-08-2013,$1.01898
21-08-2013,$1.01899
22-08-2013,$1.019
23-08-2013,$1.019
26-08-2013,$1.01903
27-08-2013,$1.01904
28-08-2013,$1.01904
29-08-2013,$1.01905
30-08-2013,$1.01906
02-09-2013,$1.01908
03-09-2013,$1.01909
04-09-2013,$1.0191
05-09-2013,$1.01911
06-09-2013,$1.01912
09-09-2013,$1.01915
10-09-2013,$1.01915
11-09-2013,$1.01916
12-09-2013,$1.01917
13-09-2013,$1.01918
16-09-2013,$1.01921
17-09-2013,$1.01922
18-09-2013,$1.01922
19-09-2013,$1.01923
20-09-2013,$1.01924
23-09-2013,$1.01927
24-09-2013,$1.01934
25-09-2013,$1.01934
26-09-2013,$1.0193
27-09-2013,$1.01931
30-09-2013,$1.01933
01-10-2013,$1.01934
02-10-2013,$1.01934
03-10-2013,$1.01935
04-10-2013,$1.01935
07-10-2013,$1.01938
08-10-2013,$1.01939
09-10-2013,$1.01939
10-10-2013,$1.0194
11-10-2013,$1.01941
14-10-2013,$1.01944
16-10-2013,$1.01946
17-10-2013,$1.01947
18-10-2013,$1.01947
21-10-2013,$1.0195
22-10-2013,$1.01951
23-10-2013,$1.01952
24-10-2013,$1.01953
25-10-2013,$1.01954
28-10-2013,$1.01954
29-10-2013,$1.01954
30-10-2013,$1.01954
31-10-2013,$1.01955
01-11-2013,$1.01956
04-11-2013,$1.0197
05-11-2013,$1.01971
06-11-2013,$1.01972
07-11-2013,$1.01972
08-11-2013,$1.01973
11-11-2013,$1.01975
12-11-2013,$1.01976
13-11-2013,$1.01976
14-11-2013,$1.01977
15-11-2013,$1.01978
18-11-2013,$1.0198
19-11-2013,$1.01981
20-11-2013,$1.01982
21-11-2013,$1.0195
22-11-2013,$1.01983
25-11-2013,$1.01985
26-11-2013,$1.01985
27-11-2013,$1.01986
28-11-2013,$1.01986
29-11-2013,$1.01987
02-12-2013,$1.01989
03-12-2013,$1.01989
04-12-2013,$1.0199
05-12-2013,$1.0199
06-12-2013,$1.01991
09-12-2013,$1.01993
10-12-2013,$1.01993
11-12-2013,$1.01994
12-12-2013,$1.01995
13-12-2013,$1.01995
16-12-2013,$1.01998
17-12-2013,$1.01999
18-12-2013,$1.01999
19-12-2013,$1.02
20-12-2013,$1.02001
23-12-2013,$1.02004
24-12-2013,$1.02005
26-12-2013,$1.02006
27-12-2013,$1.02007
30-12-2013,$1.02009
31-12-2013,$1.0201
02-01-2014,$1.02011
03-01-2014,$1.02012
06-01-2014,$1.02015
07-01-2014,$1.02016
08-01-2014,$1.02017
09-01-2014,$1.02017
10-01-2014,$1.02018
13-01-2014,$1.02021
14-01-2014,$1.02022
15-01-2014,$1.02023
16-01-2014,$1.02024
17-01-2014,$1.02024
20-01-2014,$1.02027
21-01-2014,$1.02028
22-01-2014,$1.02029
23-01-2014,$1.0203
24-01-2014,$1.0203
27-01-2014,$1.02032
28-01-2014,$1.02032
29-01-2014,$1.02032
30-01-2014,$1.02033
03-02-2014,$1.02036
04-02-2014,$1.02037
05-02-2014,$1.02037
06-02-2014,$1.02038
07-02-2014,$1.02039
10-02-2014,$1.02042
11-02-2014,$1.02043
12-02-2014,$1.02044
13-02-2014,$1.02045
14-02-2014,$1.02046
17-02-2014,$1.02049
18-02-2014,$1.0205
19-02-2014,$1.02051
20-02-2014,$1.02052
21-02-2014,$1.02053
24-02-2014,$1.02056
25-02-2014,$1.02056
26-02-2014,$1.02057
27-02-2014,$1.02058
28-02-2014,$1.02058
03-03-2014,$1.0206
04-03-2014,$1.0206
05-03-2014,$1.02061
06-03-2014,$1.02061
07-03-2014,$1.02062
10-03-2014,$1.02063
11-03-2014,$1.02064
12-03-2014,$1.02064
13-03-2014,$1.02065
14-03-2014,$1.02065
17-03-2014,$1.02067
18-03-2014,$1.02068
19-03-2014,$1.02068
20-03-2014,$1.02069
21-03-2014,$1.02069
24-03-2014,$1.02071
25-03-2014,$1.02071
26-03-2014,$1.02072
27-03-2014,$1.02072
28-03-2014,$1.02072
31-03-2014,$1.02074
01-04-2014,$1.02074
02-04-2014,$1.02075
03-04-2014,$1.02076
04-04-2014,$1.02078
07-04-2014,$1.02082
08-04-2014,$1.02083
09-04-2014,$1.02084
10-04-2014,$1.02085
11-04-2014,$1.02087
14-04-2014,$1.0209
15-04-2014,$1.02092
16-04-2014,$1.02093
17-04-2014,$1.021
21-04-2014,$1.02105
22-04-2014,$1.02107
23-04-2014,$1.02109
24-04-2014,$1.0211
25-04-2014,$1.02111
28-04-2014,$1.02111
29-04-2014,$1.02112
30-04-2014,$1.02113
02-05-2014,$1.02116
05-05-2014,$1.0212
06-05-2014,$1.02121
07-05-2014,$1.02122
08-05-2014,$1.02124
09-05-2014,$1.02125
12-05-2014,$1.02129
14-05-2014,$1.02131
15-05-2014,$1.02132
16-05-2014,$1.02133
19-05-2014,$1.02137
20-05-2014,$1.02139
21-05-2014,$1.0214
22-05-2014,$1.02141
23-05-2014,$1.02142
26-05-2014,$1.02146
27-05-2014,$1.02147
28-05-2014,$1.02147
29-05-2014,$1.02148
30-05-2014,$1.0215
02-06-2014,$1.02153
03-06-2014,$1.02155
04-06-2014,$1.02156
05-06-2014,$1.02157
06-06-2014,$1.02159
09-06-2014,$1.02162
10-06-2014,$1.02164
11-06-2014,$1.02165
12-06-2014,$1.02166
13-06-2014,$1.02167
16-06-2014,$1.02171
17-06-2014,$1.02172
18-06-2014,$1.02174
19-06-2014,$1.02175
20-06-2014,$1.02176
23-06-2014,$1.0218
24-06-2014,$1.02181
25-06-2014,$1.02182
26-06-2014,$1.02183
27-06-2014,$1.02184
30-06-2014,$1.02186
01-07-2014,$1.02187
02-07-2014,$1.02188
03-07-2014,$1.02189
04-07-2014,$1.0219
07-07-2014,$1.02194
08-07-2014,$1.02195
09-07-2014,$1.02196
10-07-2014,$1.02198
11-07-2014,$1.02199
14-07-2014,$1.02203
15-07-2014,$1.02204
16-07-2014,$1.02212
17-07-2014,$1.02213
18-07-2014,$1.02215
21-07-2014,$1.02218
22-07-2014,$1.0222
23-07-2014,$1.02221
24-07-2014,$1.02222
25-07-2014,$1.02223
29-07-2014,$1.02225
30-07-2014,$1.02226
31-07-2014,$1.02228
01-08-2014,$1.02229
04-08-2014,$1.02233
05-08-2014,$1.02233
06-08-2014,$1.02234
07-08-2014,$1.02235
08-08-2014,$1.02236
11-08-2014,$1.02239
12-08-2014,$1.0224
13-08-2014,$1.0224
14-08-2014,$1.02241
15-08-2014,$1.02242
18-08-2014,$1.02243
19-08-2014,$1.02244
20-08-2014,$1.02244
21-08-2014,$1.02245
22-08-2014,$1.02246
25-08-2014,$1.02248
26-08-2014,$1.02249
27-08-2014,$1.02249
28-08-2014,$1.0225
29-08-2014,$1.02251
01-09-2014,$1.02254
02-09-2014,$1.02255
03-09-2014,$1.02257
04-09-2014,$1.02258
05-09-2014,$1.02259
08-09-2014,$1.02263
09-09-2014,$1.02264
10-09-2014,$1.02265
11-09-2014,$1.02266
12-09-2014,$1.02268
15-09-2014,$1.02271
16-09-2014,$1.02272
17-09-2014,$1.02273
18-09-2014,$1.02274
19-09-2014,$1.02276
22-09-2014,$1.02279
23-09-2014,$1.0228
24-09-2014,$1.02281
25-09-2014,$1.02283
26-09-2014,$1.02283
29-09-2014,$1.02286
30-09-2014,$1.02287
01-10-2014,$1.02289
02-10-2014,$1.0229
03-10-2014,$1.02291
07-10-2014,$1.02296
08-10-2014,$1.02297
09-10-2014,$1.02298
10-10-2014,$1.02299
13-10-2014,$1.02303
14-10-2014,$1.02304
15-10-2014,$1.02305
16-10-2014,$1.02307
17-10-2014,$1.02308
20-10-2014,$1.02312
21-10-2014,$1.02313
23-10-2014,$1.02316
24-10-2014,$1.02318
27-10-2014,$1.0232
28-10-2014,$1.0232
29-10-2014,$1.02321
30-10-2014,$1.02321
31-10-2014,$1.02322
03-11-2014,$1.02328
04-11-2014,$1.0233
05-11-2014,$1.02332
06-11-2014,$1.02333
07-11-2014,$1.02336
10-11-2014,$1.02339
11-11-2014,$1.02341
12-11-2014,$1.02342
13-11-2014,$1.02343
14-11-2014,$1.02344
17-11-2014,$1.02348
18-11-2014,$1.0235
19-11-2014,$1.02351
20-11-2014,$1.02352
21-11-2014,$1.02353
24-11-2014,$1.02357
25-11-2014,$1.02359
26-11-2014,$1.02359
27-11-2014,$1.0236
28-11-2014,$1.02361
01-12-2014,$1.02365
02-12-2014,$1.02367
03-12-2014,$1.02368
04-12-2014,$1.0237
05-12-2014,$1.02371
08-12-2014,$1.02375
09-12-2014,$1.02376
10-12-2014,$1.02377
11-12-2014,$1.02379
12-12-2014,$1.02379
15-12-2014,$1.02382
16-12-2014,$1.02383
17-12-2014,$1.02385
18-12-2014,$1.02386
19-12-2014,$1.02387
22-12-2014,$1.02391
23-12-2014,$1.02392
24-12-2014,$1.02394
26-12-2014,$1.02396
29-12-2014,$1.024
30-12-2014,$1.02399
31-12-2014,$1.02401
02-01-2015,$1.02404
05-01-2015,$1.02408
06-01-2015,$1.02409
07-01-2015,$1.0241
08-01-2015,$1.02412
09-01-2015,$1.02413
12-01-2015,$1.02417
13-01-2015,$1.02418
14-01-2015,$1.02419
15-01-2015,$1.0242
16-01-2015,$1.02421
19-01-2015,$1.02424
20-01-2015,$1.02425
21-01-2015,$1.02426
22-01-2015,$1.02427
23-01-2015,$1.02428
26-01-2015,$1.02429
27-01-2015,$1.0243
28-01-2015,$1.0243
29-01-2015,$1.02431
30-01-2015,$1.02432
02-02-2015,$1.02433
03-02-2015,$1.02435
04-02-2015,$1.02437
05-02-2015,$1.02439
06-02-2015,$1.02441
09-02-2015,$1.02446
10-02-2015,$1.02448
11-02-2015,$1.0245
12-02-2015,$1.02452
13-02-2015,$1.02453
16-02-2015,$1.02458
17-02-2015,$1.0246
18-02-2015,$1.02462
23-02-2015,$1.02469
24-02-2015,$1.0247
25-02-2015,$1.02471
26-02-2015,$1.02472
27-02-2015,$1.02473
02-03-2015,$1.02475
03-03-2015,$1.02476
04-03-2015,$1.02478
05-03-2015,$1.02479
06-03-2015,$1.0248
09-03-2015,$1.02481
10-03-2015,$1.02482
11-03-2015,$1.02482
12-03-2015,$1.02482
13-03-2015,$1.02483
16-03-2015,$1.02484
17-03-2015,$1.02484
18-03-2015,$1.02485
19-03-2015,$1.02485
20-03-2015,$1.02486
23-03-2015,$1.02489
24-03-2015,$1.0249
25-03-2015,$1.02491
26-03-2015,$1.02491
27-03-2015,$1.02492
30-03-2015,$1.02494
31-03-2015,$1.02495
01-04-2015,$1.02496
02-04-2015,$1.02497
06-04-2015,$1.02503
07-04-2015,$1.02504
08-04-2015,$1.02506
09-04-2015,$1.02507
10-04-2015,$1.02509
13-04-2015,$1.02515
14-04-2015,$1.02516
15-04-2015,$1.02518
16-04-2015,$1.02519
17-04-2015,$1.02521
20-04-2015,$1.02526
21-04-2015,$1.02528
22-04-2015,$1.0253
23-04-2015,$1.0253
24-04-2015,$1.02531
27-04-2015,$1.02532
28-04-2015,$1.02534
29-04-2015,$1.02535
30-04-2015,$1.02535
04-05-2015,$1.02542
05-05-2015,$1.02543
06-05-2015,$1.02544
07-05-2015,$1.02546
08-05-2015,$1.02548
11-05-2015,$1.02551
12-05-2015,$1.02552
13-05-2015,$1.02553
14-05-2015,$1.02555
15-05-2015,$1.02557
18-05-2015,$1.02563
19-05-2015,$1.02564
20-05-2015,$1.02565
21-05-2015,$1.02567
22-05-2015,$1.02569
25-05-2015,$1.02574
26-05-2015,$1.02575
27-05-2015,$1.02577
28-05-2015,$1.02579
29-05-2015,$1.02581
02-06-2015,$1.02588
03-06-2015,$1.0259
04-06-2015,$1.02592
05-06-2015,$1.02593
08-06-2015,$1.02599
09-06-2015,$1.02601
10-06-2015,$1.02603
11-06-2015,$1.02605
12-06-2015,$1.02607
15-06-2015,$1.02612
16-06-2015,$1.02614
17-06-2015,$1.02616
18-06-2015,$1.02618
19-06-2015,$1.0262
22-06-2015,$1.02626
23-06-2015,$1.02628
24-06-2015,$1.02631
25-06-2015,$1.02633
26-06-2015,$1.02635
29-06-2015,$1.0264
30-06-2015,$1.02642
01-07-2015,$1.02643
02-07-2015,$1.02645
03-07-2015,$1.02647
06-07-2015,$1.02653
07-07-2015,$1.02655
08-07-2015,$1.02657
09-07-2015,$1.02659
10-07-2015,$1.02661
13-07-2015,$1.02667
14-07-2015,$1.02669
15-07-2015,$1.02671
16-07-2015,$1.02672
20-07-2015,$1.0268
21-07-2015,$1.02682
22-07-2015,$1.02684
23-07-2015,$1.02686
24-07-2015,$1.02688
27-07-2015,$1.0269
28-07-2015,$1.0269
29-07-2015,$1.02692
30-07-2015,$1.02694
31-07-2015,$1.02694
03-08-2015,$1.02699
04-08-2015,$1.02701
05-08-2015,$1.02703
06-08-2015,$1.02705
11-08-2015,$1.02713
12-08-2015,$1.02715
13-08-2015,$1.02717
14-08-2015,$1.02719
17-08-2015,$1.02725
18-08-2015,$1.02727
19-08-2015,$1.02729
20-08-2015,$1.02731
21-08-2015,$1.02733
24-08-2015,$1.02739
25-08-2015,$1.02741
26-08-2015,$1.02743
27-08-2015,$1.02745
28-08-2015,$1.02746
31-08-2015,$1.02752
01-09-2015,$1.02754
02-09-2015,$1.02757
03-09-2015,$1.02759
04-09-2015,$1.02761
07-09-2015,$1.02768
08-09-2015,$1.02771
09-09-2015,$1.02773
10-09-2015,$1.02776
14-09-2015,$1.02786
15-09-2015,$1.02789
16-09-2015,$1.02792
17-09-2015,$1.02794
18-09-2015,$1.02797
21-09-2015,$1.02804
22-09-2015,$1.02807
23-09-2015,$1.0281
25-09-2015,$1.02815
28-09-2015,$1.02823
29-09-2015,$1.02825
30-09-2015,$1.02828
01-10-2015,$1.0283
02-10-2015,$1.02833
05-10-2015,$1.02842
06-10-2015,$1.02844
07-10-2015,$1.02847
08-10-2015,$1.0285
09-10-2015,$1.02852
12-10-2015,$1.02861
13-10-2015,$1.02864
14-10-2015,$1.02866
15-10-2015,$1.02869
16-10-2015,$1.02872
19-10-2015,$1.02881
20-10-2015,$1.02884
21-10-2015,$1.02887
22-10-2015,$1.0289
23-10-2015,$1.02892
26-10-2015,$1.02899
27-10-2015,$1.029
28-10-2015,$1.02902
29-10-2015,$1.02904
30-10-2015,$1.02906
02-11-2015,$1.02912
03-11-2015,$1.02913
04-11-2015,$1.02915
05-11-2015,$1.02918
06-11-2015,$1.0292
09-11-2015,$1.02927
11-11-2015,$1.02932
12-11-2015,$1.02934
13-11-2015,$1.02937
16-11-2015,$1.02945
17-11-2015,$1.02947
18-11-2015,$1.02949
19-11-2015,$1.02952
20-11-2015,$1.02954
23-11-2015,$1.02962
24-11-2015,$1.02964
25-11-2015,$1.02966
26-11-2015,$1.02969
27-11-2015,$1.02972
30-11-2015,$1.02976
01-12-2015,$1.02979
02-12-2015,$1.02982
03-12-2015,$1.02984
04-12-2015,$1.02987
07-12-2015,$1.02995
08-12-2015,$1.02997
09-12-2015,$1.03
10-12-2015,$1.03003
11-12-2015,$1.03006
14-12-2015,$1.03014
15-12-2015,$1.03017
16-12-2015,$1.0302
17-12-2015,$1.03024
18-12-2015,$1.03028
21-12-2015,$1.03038
22-12-2015,$1.03041
23-12-2015,$1.03045
24-12-2015,$1.03048
28-12-2015,$1.03061
29-12-2015,$1.03064
30-12-2015,$1.03067
31-12-2015,$1.0307
04-01-2016,$1.03083
05-01-2016,$1.03087
06-01-2016,$1.0309
07-01-2016,$1.03093
08-01-2016,$1.03096
11-01-2016,$1.03106
12-01-2016,$1.03109
13-01-2016,$1.03112
14-01-2016,$1.03115
15-01-2016,$1.03118
18-01-2016,$1.03128
19-01-2016,$1.03131
20-01-2016,$1.03135
21-01-2016,$1.03138
22-01-2016,$1.03141
25-01-2016,$1.0315
26-01-2016,$1.03152
27-01-2016,$1.03155
28-01-2016,$1.03158
29-01-2016,$1.03162
01-02-2016,$1.03173
02-02-2016,$1.03177
03-02-2016,$1.0318
04-02-2016,$1.03184
05-02-2016,$1.03187
10-02-2016,$1.03204
11-02-2016,$1.03208
12-02-2016,$1.03211
15-02-2016,$1.03221
16-02-2016,$1.03225
17-02-2016,$1.03228
18-02-2016,$1.03232
19-02-2016,$1.03235
22-02-2016,$1.03245
23-02-2016,$1.03249
24-02-2016,$1.03252
25-02-2016,$1.03255
26-02-2016,$1.03258
29-02-2016,$1.03267
01-03-2016,$1.0327
02-03-2016,$1.03274
03-03-2016,$1.03277
04-03-2016,$1.0328
07-03-2016,$1.03289
08-03-2016,$1.03292
09-03-2016,$1.03296
10-03-2016,$1.03299
11-03-2016,$1.03302
14-03-2016,$1.03312
15-03-2016,$1.03316
16-03-2016,$1.03319
17-03-2016,$1.03322
18-03-2016,$1.03325
21-03-2016,$1.03334
22-03-2016,$1.03338
23-03-2016,$1.03341
24-03-2016,$1.03344
28-03-2016,$1.03356
29-03-2016,$1.03358
30-03-2016,$1.03361
31-03-2016,$1.03364
01-04-2016,$1.03367
04-04-2016,$1.03377
05-04-2016,$1.0338
06-04-2016,$1.03383
07-04-2016,$1.03386
08-04-2016,$1.03389
11-04-2016,$1.03399
12-04-2016,$1.03402
13-04-2016,$1.03404
14-04-2016,$1.03406
15-04-2016,$1.03408
18-04-2016,$1.03416
19-04-2016,$1.03418
20-04-2016,$1.03421
21-04-2016,$1.03424
22-04-2016,$1.03427
25-04-2016,$1.03435
26-04-2016,$1.03438
27-04-2016,$1.03441
28-04-2016,$1.03443
29-04-2016,$1.03446
03-05-2016,$1.03457
04-05-2016,$1.0346
05-05-2016,$1.03463
06-05-2016,$1.03466
09-05-2016,$1.03476
10-05-2016,$1.03479
11-05-2016,$1.03482
12-05-2016,$1.03485
13-05-2016,$1.03488
16-05-2016,$1.03497
17-05-2016,$1.035
18-05-2016,$1.03502
19-05-2016,$1.03505
20-05-2016,$1.03508
23-05-2016,$1.03517
24-05-2016,$1.0352
25-05-2016,$1.03523
26-05-2016,$1.03526
27-05-2016,$1.03529
30-05-2016,$1.03536
31-05-2016,$1.03539
01-06-2016,$1.03542
02-06-2016,$1.03545
03-06-2016,$1.03548
06-06-2016,$1.0356
07-06-2016,$1.0356
08-06-2016,$1.03563
09-06-2016,$1.03565
10-06-2016,$1.03568
13-06-2016,$1.03577
14-06-2016,$1.0358
15-06-2016,$1.03584
16-06-2016,$1.03587
17-06-2016,$1.0359
20-06-2016,$1.03598
21-06-2016,$1.03601
22-06-2016,$1.03604
23-06-2016,$1.03606
24-06-2016,$1.03609
27-06-2016,$1.03618
28-06-2016,$1.0362
29-06-2016,$1.03622
30-06-2016,$1.03625
01-07-2016,$1.03628
04-07-2016,$1.03636
05-07-2016,$1.03639
07-07-2016,$1.03645
08-07-2016,$1.03648
11-07-2016,$1.03656
12-07-2016,$1.03659
13-07-2016,$1.03661
14-07-2016,$1.03664
15-07-2016,$1.03667
18-07-2016,$1.03675
19-07-2016,$1.03678
20-07-2016,$1.03681
21-07-2016,$1.03684
22-07-2016,$1.03686
25-07-2016,$1.03695
26-07-2016,$1.03697
27-07-2016,$1.03699
28-07-2016,$1.03701
29-07-2016,$1.03703
01-08-2016,$1.03709
02-08-2016,$1.03712
03-08-2016,$1.03715
04-08-2016,$1.03717
05-08-2016,$1.0372
08-08-2016,$1.03728
10-08-2016,$1.03733
11-08-2016,$1.03736
12-08-2016,$1.03738
15-08-2016,$1.03747
16-08-2016,$1.03749
17-08-2016,$1.03752
18-08-2016,$1.03755
19-08-2016,$1.03757
22-08-2016,$1.03766
23-08-2016,$1.03768
24-08-2016,$1.03771
25-08-2016,$1.03773
26-08-2016,$1.03776
29-08-2016,$1.03783
30-08-2016,$1.03786
31-08-2016,$1.03788
01-09-2016,$1.0379
02-09-2016,$1.03792
05-09-2016,$1.03799
06-09-2016,$1.03802
07-09-2016,$1.03805
08-09-2016,$1.03807
09-09-2016,$1.03809
13-09-2016,$1.0382
14-09-2016,$1.03823
15-09-2016,$1.03826
16-09-2016,$1.03828
19-09-2016,$1.03837
20-09-2016,$1.03839
21-09-2016,$1.03842
22-09-2016,$1.03845
23-09-2016,$1.03848
26-09-2016,$1.03856
27-09-2016,$1.03859
28-09-2016,$1.0386
29-09-2016,$1.03863
30-09-2016,$1.03866
03-10-2016,$1.03874
04-10-2016,$1.03877
05-10-2016,$1.0388
06-10-2016,$1.03883
07-10-2016,$1.03886
10-10-2016,$1.03893
11-10-2016,$1.03896
12-10-2016,$1.03898
13-10-2016,$1.039
14-10-2016,$1.03903
17-10-2016,$1.0391
18-10-2016,$1.03912
19-10-2016,$1.03915
20-10-2016,$1.03917
21-10-2016,$1.0392
24-10-2016,$1.03927
25-10-2016,$1.0393
26-10-2016,$1.03932
27-10-2016,$1.03934
28-10-2016,$1.03935
31-10-2016,$1.03941
01-11-2016,$1.03942
02-11-2016,$1.03945
03-11-2016,$1.03947
04-11-2016,$1.0395
07-11-2016,$1.03957
08-11-2016,$1.03959
09-11-2016,$1.03961
10-11-2016,$1.03964
11-11-2016,$1.03966
14-11-2016,$1.03974
15-11-2016,$1.03977
16-11-2016,$1.03979
17-11-2016,$1.03982
18-11-2016,$1.03984
21-11-2016,$1.03991
22-11-2016,$1.03993
23-11-2016,$1.03995
24-11-2016,$1.03998
25-11-2016,$1.04
28-11-2016,$1.04007
29-11-2016,$1.04008
30-11-2016,$1.0401
01-12-2016,$1.04012
02-12-2016,$1.04015
05-12-2016,$1.04023
06-12-2016,$1.04026
07-12-2016,$1.04029
08-12-2016,$1.04031
09-12-2016,$1.04034
12-12-2016,$1.04041
13-12-2016,$1.04043
14-12-2016,$1.04046
15-12-2016,$1.04048
16-12-2016,$1.04051
19-12-2016,$1.04058
20-12-2016,$1.0406
21-12-2016,$1.04062
22-12-2016,$1.04064
23-12-2016,$1.04067
27-12-2016,$1.04076
28-12-2016,$1.04077
29-12-2016,$1.04079
30-12-2016,$1.04082
03-01-2017,$1.0409
04-01-2017,$1.04093
05-01-2017,$1.04095
06-01-2017,$1.04097
09-01-2017,$1.04105
10-01-2017,$1.04107
11-01-2017,$1.0411
12-01-2017,$1.04112
13-01-2017,$1.04115
16-01-2017,$1.04122
17-01-2017,$1.04124
18-01-2017,$1.04127
19-01-2017,$1.04129
20-01-2017,$1.04132
23-01-2017,$1.04139
24-01-2017,$1.04142
25-01-2017,$1.04144
26-01-2017,$1.04147
27-01-2017,$1.04149
31-01-2017,$1.04155
01-02-2017,$1.04158
02-02-2017,$1.0416
03-02-2017,$1.04163
06-02-2017,$1.0417
07-02-2017,$1.04173
08-02-2017,$1.04176
09-02-2017,$1.04178
10-02-2017,$1.04181
13-02-2017,$1.04188
14-02-2017,$1.04191
15-02-2017,$1.04193
16-02-2017,$1.04196
17-02-2017,$1.04198
20-02-2017,$1.04206
21-02-2017,$1.04208
22-02-2017,$1.0421
23-02-2017,$1.04213
24-02-2017,$1.04215
27-02-2017,$1.04222
28-02-2017,$1.04224
01-03-2017,$1.04226
02-03-2017,$1.04228
03-03-2017,$1.04231
06-03-2017,$1.04239
07-03-2017,$1.04241
08-03-2017,$1.04244
09-03-2017,$1.04246
10-03-2017,$1.04249
13-03-2017,$1.04256
14-03-2017,$1.04258
15-03-2017,$1.0426
16-03-2017,$1.04263
17-03-2017,$1.04265
20-03-2017,$1.04272
21-03-2017,$1.04274
22-03-2017,$1.04277
23-03-2017,$1.04279
24-03-2017,$1.04282
27-03-2017,$1.04289
28-03-2017,$1.0429
29-03-2017,$1.04293
30-03-2017,$1.04293
31-03-2017,$1.04294
03-04-2017,$1.043
04-04-2017,$1.04303
05-04-2017,$1.04305
06-04-2017,$1.04307
07-04-2017,$1.04309
10-04-2017,$1.04316
11-04-2017,$1.04318
12-04-2017,$1.0432
13-04-2017,$1.04322
17-04-2017,$1.04332
18-04-2017,$1.04334
19-04-2017,$1.04335
20-04-2017,$1.04338
21-04-2017,$1.0434
24-04-2017,$1.04347
25-04-2017,$1.04349
26-04-2017,$1.04351
27-04-2017,$1.04352
28-04-2017,$1.04354
02-05-2017,$1.04362
03-05-2017,$1.04364
04-05-2017,$1.04365
05-05-2017,$1.04367
08-05-2017,$1.04372
09-05-2017,$1.04374
11-05-2017,$1.04376
12-05-2017,$1.04378
15-05-2017,$1.04383
16-05-2017,$1.04385
17-05-2017,$1.04386
18-05-2017,$1.04388
19-05-2017,$1.0439
22-05-2017,$1.04396
23-05-2017,$1.04398
24-05-2017,$1.044
25-05-2017,$1.04402
26-05-2017,$1.04404
29-05-2017,$1.0441
30-05-2017,$1.04412
31-05-2017,$1.04414
01-06-2017,$1.04416
02-06-2017,$1.04418
05-06-2017,$1.04425
06-06-2017,$1.04427
07-06-2017,$1.04429
08-06-2017,$1.04432
09-06-2017,$1.04434
12-06-2017,$1.0444
13-06-2017,$1.04443
14-06-2017,$1.04445
15-06-2017,$1.04448
16-06-2017,$1.0445
19-06-2017,$1.04457
20-06-2017,$1.04459
21-06-2017,$1.04461
22-06-2017,$1.04464
23-06-2017,$1.04466
27-06-2017,$1.04475
28-06-2017,$1.04477
29-06-2017,$1.04479
30-06-2017,$1.04481
03-07-2017,$1.04488
04-07-2017,$1.0449
05-07-2017,$1.04492
06-07-2017,$1.04494
07-07-2017,$1.04497
10-07-2017,$1.04504
11-07-2017,$1.04506
12-07-2017,$1.04514
13-07-2017,$1.04517
14-07-2017,$1.04519
17-07-2017,$1.04524
18-07-2017,$1.04526
19-07-2017,$1.04529
20-07-2017,$1.04531
21-07-2017,$1.04534
24-07-2017,$1.04542
25-07-2017,$1.04545
26-07-2017,$1.04547
27-07-2017,$1.04549
28-07-2017,$1.04551
31-07-2017,$1.04556
01-08-2017,$1.04558
02-08-2017,$1.04559
03-08-2017,$1.04561
04-08-2017,$1.04563
07-08-2017,$1.04569
08-08-2017,$1.04572
10-08-2017,$1.04577
11-08-2017,$1.0458
14-08-2017,$1.04588
15-08-2017,$1.04591
16-08-2017,$1.04593
17-08-2017,$1.04596
18-08-2017,$1.04599
21-08-2017,$1.04607
22-08-2017,$1.0461
23-08-2017,$1.04613
24-08-2017,$1.04615
25-08-2017,$1.04618
28-08-2017,$1.04626
29-08-2017,$1.04628
30-08-2017,$1.04631
31-08-2017,$1.04636
04-09-2017,$1.04647
05-09-2017,$1.0465
