Date,HONG KONG SMALL GROWTH Small Cap
2010-11-04,844.055
2010-11-05,850.943
2010-11-08,859.939
2010-11-09,859.998
2010-11-10,864.788
2010-11-11,864.024
2010-11-12,843.684
2010-11-15,838.841
2010-11-16,834.742
2010-11-17,814.175
2010-11-18,841.97
2010-11-19,847.915
2010-11-22,850.428
2010-11-23,831.637
2010-11-24,837.693
2010-11-25,846.382
2010-11-26,846.652
2010-11-29,843.735
2010-11-30,856.95
2010-12-01,865.533
2010-12-02,876.605
2010-12-03,879.604
2010-12-06,875.87
2010-12-07,884.473
2010-12-08,881.234
2010-12-09,874.658
2010-12-10,864.302
2010-12-13,868.393
2010-12-14,882.283
2010-12-15,874.232
2010-12-16,857.262
2010-12-17,864.331
2010-12-20,847.905
2010-12-21,846.917
2010-12-22,854.082
2010-12-23,861.025
2010-12-24,858.519
2010-12-27,858.303
2010-12-28,847.891
2010-12-29,865.327
2010-12-30,874.098
2010-12-31,877.989
2011-01-03,885.921
2011-01-04,893.328
2011-01-05,900.059
2011-01-06,899.004
2011-01-07,895.857
2011-01-10,895.545
2011-01-11,900.829
2011-01-12,904.375
2011-01-13,906.127
2011-01-14,902.271
2011-01-17,900.45
2011-01-18,906.155
2011-01-19,914.875
2011-01-20,901.989
2011-01-21,890.795
2011-01-24,871.198
2011-01-25,878.849
2011-01-26,873.484
2011-01-27,882.75
2011-01-28,878.081
2011-01-31,871.985
2011-02-01,879.14
2011-02-02,894.576
2011-02-03,894.708
2011-02-04,894.588
2011-02-07,894.433
2011-02-08,892.066
2011-02-09,874.652
2011-02-10,858.138
2011-02-11,846.901
2011-02-14,860.884
2011-02-15,852.714
2011-02-16,852.419
2011-02-17,852.086
2011-02-18,859.315
2011-02-21,853.18
2011-02-22,826.516
2011-02-23,814.768
2011-02-24,786.441
2011-02-25,804.271
2011-02-28,812.927
2011-03-01,825.617
2011-03-02,822.305
2011-03-03,835.602
2011-03-04,849.067
2011-03-07,850.18
2011-03-08,848.704
2011-03-09,854.636
2011-03-10,848.409
2011-03-11,835.383
2011-03-14,832.148
2011-03-15,810.712
2011-03-16,821.315
2011-03-17,794.067
2011-03-18,806.663
2011-03-21,820.308
2011-03-22,829.996
2011-03-23,829.484
2011-03-24,830.031
2011-03-25,831.373
2011-03-28,828.78
2011-03-29,827.712
2011-03-30,840.3
2011-03-31,841.029
2011-04-01,846.211
2011-04-04,857.547
2011-04-05,857.685
2011-04-06,862.358
2011-04-07,864.0
2011-04-08,868.37
2011-04-11,871.424
2011-04-12,859.881
2011-04-13,863.073
2011-04-14,875.102
2011-04-15,883.449
2011-04-18,879.904
2011-04-19,875.282
2011-04-20,891.426
2011-04-21,902.335
2011-04-22,902.335
2011-04-25,901.789
2011-04-26,898.866
2011-04-27,893.348
2011-04-28,885.549
2011-04-29,887.159
2011-05-02,887.382
2011-05-03,885.058
2011-05-04,873.51
2011-05-05,880.425
2011-05-06,882.378
2011-05-09,888.048
2011-05-10,888.191
2011-05-11,895.219
2011-05-12,887.462
2011-05-13,889.48
2011-05-16,885.18
2011-05-17,879.58
2011-05-18,885.455
2011-05-19,884.474
2011-05-20,875.003
2011-05-23,858.745
2011-05-24,856.307
2011-05-25,851.106
2011-05-26,854.162
2011-05-27,862.337
2011-05-30,875.105
2011-05-31,889.574
2011-06-01,898.629
2011-06-02,887.953
2011-06-03,891.032
2011-06-06,890.889
2011-06-07,883.558
2011-06-08,873.967
2011-06-09,862.083
2011-06-10,850.421
2011-06-13,845.239
2011-06-14,843.836
2011-06-15,845.199
2011-06-16,825.323
2011-06-17,816.556
2011-06-20,808.442
2011-06-21,819.459
2011-06-22,827.365
2011-06-23,824.225
2011-06-24,837.767
2011-06-27,835.589
2011-06-28,839.118
2011-06-29,848.108
2011-06-30,860.654
2011-07-01,860.615
2011-07-04,876.384
2011-07-05,878.966
2011-07-06,872.184
2011-07-07,869.081
2011-07-08,868.388
2011-07-11,857.263
2011-07-12,832.269
2011-07-13,848.566
2011-07-14,851.217
2011-07-15,850.211
2011-07-18,847.876
2011-07-19,837.419
2011-07-20,837.097
2011-07-21,842.43
2011-07-22,859.71
2011-07-25,855.826
2011-07-26,863.418
2011-07-27,867.983
2011-07-28,867.192
2011-07-29,860.298
2011-08-01,872.224
2011-08-02,869.37
2011-08-03,856.494
2011-08-04,848.532
2011-08-05,797.727
2011-08-08,785.239
2011-08-09,757.507
2011-08-10,767.076
2011-08-11,759.163
2011-08-12,764.687
2011-08-15,787.955
2011-08-16,796.45
2011-08-17,807.257
2011-08-18,796.177
2011-08-19,762.648
2011-08-22,735.883
2011-08-23,755.836
2011-08-24,740.491
2011-08-25,744.174
2011-08-26,731.249
2011-08-29,755.32
2011-08-30,773.853
2011-08-31,792.881
2011-09-01,790.445
2011-09-02,783.84
2011-09-05,765.26
2011-09-06,755.647
2011-09-07,765.77
2011-09-08,765.658
2011-09-09,760.203
2011-09-12,727.716
2011-09-13,727.436
2011-09-14,714.785
2011-09-15,720.746
2011-09-16,733.127
2011-09-19,710.062
2011-09-20,695.711
2011-09-21,693.922
2011-09-22,650.444
2011-09-23,637.105
2011-09-26,584.904
2011-09-27,623.757
2011-09-28,635.773
2011-09-29,636.091
2011-09-30,621.143
2011-10-03,579.397
2011-10-04,562.149
2011-10-05,562.337
2011-10-06,596.795
2011-10-07,631.69
2011-10-10,624.542
2011-10-11,657.414
2011-10-12,670.744
2011-10-13,700.299
2011-10-14,675.217
2011-10-17,695.458
2011-10-18,660.932
2011-10-19,668.398
2011-10-20,653.039
2011-10-21,659.785
2011-10-24,686.832
2011-10-25,696.263
2011-10-26,697.746
2011-10-27,731.27
2011-10-28,735.179
2011-10-31,724.679
2011-11-01,710.242
2011-11-02,722.0
2011-11-03,716.011
2011-11-04,732.913
2011-11-07,731.12
2011-11-08,729.734
2011-11-09,735.909
2011-11-10,701.522
2011-11-11,701.438
2011-11-14,715.114
2011-11-15,716.241
2011-11-16,711.513
2011-11-17,705.187
2011-11-18,692.413
2011-11-21,683.368
2011-11-22,681.287
2011-11-23,675.394
2011-11-24,669.4
2011-11-25,656.108
2011-11-28,670.691
2011-11-29,686.828
2011-11-30,682.675
2011-12-01,706.688
2011-12-02,701.498
2011-12-05,703.528
2011-12-06,692.645
2011-12-07,698.808
2011-12-08,691.622
2011-12-09,677.265
2011-12-12,673.853
2011-12-13,667.145
2011-12-14,663.64
2011-12-15,655.098
2011-12-16,664.339
2011-12-19,654.037
2011-12-20,649.289
2011-12-21,660.095
2011-12-22,657.621
2011-12-23,667.431
2011-12-26,667.431
2011-12-27,667.435
2011-12-28,661.015
2011-12-29,659.217
2011-12-30,667.714
2012-01-02,667.714
2012-01-03,674.019
2012-01-04,672.092
2012-01-05,669.648
2012-01-06,665.309
2012-01-09,668.333
2012-01-10,676.157
2012-01-11,685.988
2012-01-12,691.603
2012-01-13,694.8
2012-01-16,686.935
2012-01-17,705.685
2012-01-18,704.65
2012-01-19,714.952
2012-01-20,709.105
2012-01-23,709.206
2012-01-24,709.238
2012-01-25,709.041
2012-01-26,718.899
2012-01-27,721.938
2012-01-30,706.419
2012-01-31,703.644
2012-02-01,704.43
2012-02-02,721.267
2012-02-03,722.927
2012-02-06,722.294
2012-02-07,722.192
2012-02-08,741.629
2012-02-09,756.998
2012-02-10,757.366
2012-02-13,755.465
2012-02-14,750.571
2012-02-15,760.968
2012-02-16,760.595
2012-02-17,760.834
2012-02-20,756.416
2012-02-21,754.33
2012-02-22,760.272
2012-02-23,760.25
2012-02-24,765.872
2012-02-27,757.389
2012-02-28,758.107
2012-02-29,764.85
2012-03-01,765.408
2012-03-02,774.6
2012-03-05,769.622
2012-03-06,754.526
2012-03-07,750.48
2012-03-08,759.501
2012-03-09,770.456
2012-03-12,767.279
2012-03-13,770.685
2012-03-14,773.616
2012-03-15,773.371
2012-03-16,775.462
2012-03-19,764.069
2012-03-20,756.361
2012-03-21,747.414
2012-03-22,745.959
2012-03-23,744.384
2012-03-26,745.97
2012-03-27,752.423
2012-03-28,744.473
2012-03-29,735.369
2012-03-30,734.572
2012-04-02,736.668
2012-04-03,744.243
2012-04-04,744.172
2012-04-05,746.93
2012-04-06,746.93
2012-04-09,746.824
2012-04-10,739.405
2012-04-11,732.208
2012-04-12,739.082
2012-04-13,751.568
2012-04-16,747.278
2012-04-17,740.567
2012-04-18,751.147
2012-04-19,752.863
2012-04-20,752.152
2012-04-23,742.276
2012-04-24,740.451
2012-04-25,741.813
2012-04-26,746.147
2012-04-27,740.274
2012-04-30,742.408
2012-05-01,742.389
2012-05-02,753.785
2012-05-03,748.776
2012-05-04,743.633
2012-05-07,724.056
2012-05-08,728.892
2012-05-09,717.546
2012-05-10,715.555
2012-05-11,709.262
2012-05-14,702.532
2012-05-15,700.377
2012-05-16,675.131
2012-05-17,676.114
2012-05-18,669.828
2012-05-21,675.473
2012-05-22,690.199
2012-05-23,685.64
2012-05-24,687.27
2012-05-25,685.909
2012-05-28,683.827
2012-05-29,696.603
2012-05-30,690.35
2012-05-31,679.638
2012-06-01,669.101
2012-06-04,647.325
2012-06-05,655.412
2012-06-06,658.991
2012-06-07,662.826
2012-06-08,658.259
2012-06-11,669.689
2012-06-12,667.858
2012-06-13,663.875
2012-06-14,649.834
2012-06-15,654.943
2012-06-18,662.69
2012-06-19,665.763
2012-06-20,673.089
2012-06-21,663.227
2012-06-22,659.047
2012-06-25,654.865
2012-06-26,652.31
2012-06-27,658.633
2012-06-28,651.678
2012-06-29,656.007
2012-07-02,655.936
2012-07-03,666.619
2012-07-04,669.673
2012-07-05,677.27
2012-07-06,682.604
2012-07-09,674.241
2012-07-10,672.909
2012-07-11,674.448
2012-07-12,667.556
2012-07-13,666.655
2012-07-16,663.678
2012-07-17,664.203
2012-07-18,661.117
2012-07-19,664.52
2012-07-20,661.638
2012-07-23,650.499
2012-07-24,651.023
2012-07-25,648.082
2012-07-26,654.105
2012-07-27,660.645
2012-07-30,666.327
2012-07-31,667.793
2012-08-01,667.61
2012-08-02,661.716
2012-08-03,659.032
2012-08-06,670.606
2012-08-07,677.145
2012-08-08,673.804
2012-08-09,682.183
2012-08-10,677.944
2012-08-13,674.151
2012-08-14,675.695
2012-08-15,674.342
2012-08-16,678.905
2012-08-17,682.163
2012-08-20,686.673
2012-08-21,693.792
2012-08-22,691.667
2012-08-23,698.631
2012-08-24,695.48
2012-08-27,700.8
2012-08-28,698.452
2012-08-29,699.457
2012-08-30,693.568
2012-08-31,688.624
2012-09-03,698.856
2012-09-04,695.398
2012-09-05,684.999
2012-09-06,688.661
2012-09-07,702.152
2012-09-10,712.963
2012-09-11,713.335
2012-09-12,716.096
2012-09-13,715.749
2012-09-14,740.579
2012-09-17,742.081
2012-09-18,737.345
2012-09-19,741.179
2012-09-20,734.174
2012-09-21,738.189
2012-09-24,741.351
2012-09-25,745.211
2012-09-26,731.302
2012-09-27,729.792
2012-09-28,737.905
2012-10-01,737.819
2012-10-02,737.743
2012-10-03,726.189
2012-10-04,732.509
2012-10-05,735.844
2012-10-08,732.422
2012-10-09,733.211
2012-10-10,729.465
2012-10-11,726.854
2012-10-12,729.492
2012-10-15,726.485
2012-10-16,727.766
2012-10-17,733.781
2012-10-18,742.293
2012-10-19,738.949
2012-10-22,744.958
2012-10-23,744.958
2012-10-24,747.31
2012-10-25,742.818
2012-10-26,732.963
2012-10-29,733.991
2012-10-30,735.94
2012-10-31,743.04
2012-11-01,752.83
2012-11-02,767.607
2012-11-05,765.206
2012-11-06,768.688
2012-11-07,775.428
2012-11-08,764.525
2012-11-09,762.323
2012-11-12,761.732
2012-11-13,747.047
2012-11-14,760.052
2012-11-15,763.386
2012-11-16,758.682
2012-11-19,767.315
2012-11-20,769.425
2012-11-21,773.404
2012-11-22,778.444
2012-11-23,785.0
2012-11-26,781.923
2012-11-27,780.675
2012-11-28,777.305
2012-11-29,787.798
2012-11-30,788.532
2012-12-03,787.604
2012-12-04,782.35
2012-12-05,790.489
2012-12-06,797.463
2012-12-07,792.099
2012-12-10,789.991
2012-12-11,789.73
2012-12-12,804.334
2012-12-13,796.74
2012-12-14,793.439
2012-12-17,783.094
2012-12-18,784.751
2012-12-19,796.371
2012-12-20,789.699
2012-12-21,791.678
2012-12-24,791.339
2012-12-25,791.339
2012-12-26,791.354
2012-12-27,789.806
2012-12-28,792.995
2012-12-31,793.313
2013-01-01,793.313
2013-01-02,810.375
2013-01-03,827.47
2013-01-04,831.998
2013-01-07,844.634
2013-01-08,834.244
2013-01-09,842.34
2013-01-10,847.249
2013-01-11,839.108
2013-01-14,840.392
2013-01-15,840.178
2013-01-16,845.488
2013-01-17,849.437
2013-01-18,856.451
2013-01-21,857.685
2013-01-22,853.505
2013-01-23,854.275
2013-01-24,843.191
2013-01-25,838.747
2013-01-28,843.674
2013-01-29,842.583
2013-01-30,853.048
2013-01-31,845.683
2013-02-01,854.101
2013-02-04,860.802
2013-02-05,851.592
2013-02-06,854.159
2013-02-07,844.65
2013-02-08,849.274
2013-02-11,849.192
2013-02-12,849.247
2013-02-13,849.176
2013-02-14,862.2
2013-02-15,869.514
2013-02-18,862.616
2013-02-19,858.693
2013-02-20,870.264
2013-02-21,852.927
2013-02-22,853.082
2013-02-25,854.105
2013-02-26,837.559
2013-02-27,846.082
2013-02-28,861.269
2013-03-01,861.514
2013-03-04,854.533
2013-03-05,867.019
2013-03-06,874.434
2013-03-07,866.504
2013-03-08,871.521
2013-03-11,869.019
2013-03-12,862.815
2013-03-13,851.879
2013-03-14,861.076
2013-03-15,860.817
2013-03-18,842.397
2013-03-19,840.442
2013-03-20,854.98
2013-03-21,866.458
2013-03-22,869.225
2013-03-25,871.031
2013-03-26,878.829
2013-03-27,895.304
2013-03-28,890.408
2013-03-29,890.408
2013-04-01,890.293
2013-04-02,879.988
2013-04-03,878.741
2013-04-04,878.599
2013-04-05,854.037
2013-04-08,850.098
2013-04-09,867.722
2013-04-10,877.855
2013-04-11,881.668
2013-04-12,882.521
2013-04-15,868.883
2013-04-16,863.215
2013-04-17,861.94
2013-04-18,847.821
2013-04-19,846.205
2013-04-22,856.978
2013-04-23,857.598
2013-04-24,873.408
2013-04-25,873.236
2013-04-26,879.181
2013-04-29,874.046
2013-04-30,878.848
2013-05-01,878.922
2013-05-02,875.613
2013-05-03,890.22
2013-05-06,906.771
2013-05-07,909.806
2013-05-08,913.605
2013-05-09,915.252
2013-05-10,918.429
2013-05-13,917.517
2013-05-14,924.907
2013-05-15,929.836
2013-05-16,929.238
2013-05-17,929.352
2013-05-20,932.7
2013-05-21,927.448
2013-05-22,923.203
2013-05-23,907.046
2013-05-24,922.716
2013-05-27,929.572
2013-05-28,941.835
2013-05-29,938.239
2013-05-30,933.345
2013-05-31,948.344
2013-06-03,943.639
2013-06-04,944.769
2013-06-05,929.971
2013-06-06,913.399
2013-06-07,918.028
2013-06-10,920.37
2013-06-11,899.732
2013-06-12,899.663
2013-06-13,877.636
2013-06-14,890.303
2013-06-17,904.785
2013-06-18,917.534
2013-06-19,913.318
2013-06-20,884.797
2013-06-21,868.317
2013-06-24,835.025
2013-06-25,836.266
2013-06-26,856.128
2013-06-27,858.823
2013-06-28,867.558
2013-07-01,867.665
2013-07-02,877.92
2013-07-03,857.321
2013-07-04,857.044
2013-07-05,863.125
2013-07-08,861.905
2013-07-09,862.583
2013-07-10,865.126
2013-07-11,885.805
2013-07-12,893.677
2013-07-15,897.175
2013-07-16,901.13
2013-07-17,899.248
2013-07-18,889.421
2013-07-19,888.503
2013-07-22,899.721
2013-07-23,906.245
2013-07-24,910.204
2013-07-25,906.313
2013-07-26,897.298
2013-07-29,896.045
2013-07-30,899.427
2013-07-31,900.204
2013-08-01,908.676
2013-08-02,921.342
2013-08-05,933.443
2013-08-06,925.509
2013-08-07,921.924
2013-08-08,923.422
2013-08-09,932.609
2013-08-12,936.41
2013-08-13,941.644
2013-08-14,941.656
2013-08-15,936.829
2013-08-16,933.448
2013-08-19,939.78
2013-08-20,926.339
2013-08-21,926.788
2013-08-22,926.491
2013-08-23,939.285
2013-08-26,938.132
2013-08-27,939.465
2013-08-28,931.433
2013-08-29,944.844
2013-08-30,950.379
2013-09-02,950.25
2013-09-03,964.105
2013-09-04,950.151
2013-09-05,960.184
2013-09-06,960.673
2013-09-09,968.245
2013-09-10,966.422
2013-09-11,965.165
2013-09-12,966.892
2013-09-13,964.569
2013-09-16,980.409
2013-09-17,1006.088
2013-09-18,1001.712
2013-09-19,1019.032
2013-09-20,1019.118
2013-09-23,1019.022
2013-09-24,1013.252
2013-09-25,1015.335
2013-09-26,1017.152
2013-09-27,1015.517
2013-09-30,1013.063
2013-10-01,1013.252
2013-10-02,1018.192
2013-10-03,1022.883
2013-10-04,1026.107
2013-10-07,1024.788
2013-10-08,1039.428
2013-10-09,1032.833
2013-10-10,1030.654
2013-10-11,1033.178
2013-10-14,1033.144
2013-10-15,1050.766
2013-10-16,1039.831
2013-10-17,1043.254
2013-10-18,1052.81
2013-10-21,1055.256
2013-10-22,1046.544
2013-10-23,1047.23
2013-10-24,1049.277
2013-10-25,1045.542
2013-10-28,1039.257
2013-10-29,1031.931
2013-10-30,1049.491
2013-10-31,1055.416
2013-11-01,1050.258
2013-11-04,1052.054
2013-11-05,1048.464
2013-11-06,1056.186
2013-11-07,1050.319
2013-11-08,1041.483
2013-11-11,1060.059
2013-11-12,1056.373
2013-11-13,1055.847
2013-11-14,1069.179
2013-11-15,1080.798
2013-11-18,1093.223
2013-11-19,1087.603
2013-11-20,1096.498
2013-11-21,1092.049
2013-11-22,1094.004
2013-11-25,1107.893
2013-11-26,1106.333
2013-11-27,1112.007
2013-11-28,1112.913
2013-11-29,1115.91
2013-12-02,1117.844
2013-12-03,1122.223
2013-12-04,1119.849
2013-12-05,1132.469
2013-12-06,1113.774
2013-12-09,1116.218
2013-12-10,1120.946
2013-12-11,1117.625
2013-12-12,1118.43
2013-12-13,1121.034
2013-12-16,1120.108
2013-12-17,1119.72
2013-12-18,1120.857
2013-12-19,1117.023
2013-12-20,1105.989
2013-12-23,1115.831
2013-12-24,1136.313
2013-12-25,1136.313
2013-12-26,1136.211
2013-12-27,1141.375
2013-12-30,1141.469
2013-12-31,1154.943
2014-01-01,1154.943
2014-01-02,1155.821
2014-01-03,1147.868
2014-01-06,1140.227
2014-01-07,1150.959
2014-01-08,1161.137
2014-01-09,1165.135
2014-01-10,1148.42
2014-01-13,1142.182
2014-01-14,1143.381
2014-01-15,1149.214
2014-01-16,1145.488
2014-01-17,1159.005
2014-01-20,1151.931
2014-01-21,1148.855
2014-01-22,1142.468
2014-01-23,1131.235
2014-01-24,1106.569
2014-01-27,1079.615
2014-01-28,1095.126
2014-01-29,1107.443
2014-01-30,1105.201
2014-01-31,1105.229
2014-02-03,1105.293
2014-02-04,1078.421
2014-02-05,1068.861
2014-02-06,1088.355
2014-02-07,1093.129
2014-02-10,1105.923
2014-02-11,1110.574
2014-02-12,1114.984
2014-02-13,1106.479
2014-02-14,1110.782
2014-02-17,1109.72
2014-02-18,1114.643
2014-02-19,1111.702
2014-02-20,1105.064
2014-02-21,1108.265
2014-02-24,1099.487
2014-02-25,1105.026
2014-02-26,1111.844
2014-02-27,1131.44
2014-02-28,1134.969
2014-03-03,1129.197
2014-03-04,1132.813
2014-03-05,1141.945
2014-03-06,1148.032
2014-03-07,1157.99
2014-03-10,1143.213
2014-03-11,1147.746
2014-03-12,1130.921
2014-03-13,1131.981
2014-03-14,1109.715
2014-03-17,1109.32
2014-03-18,1116.034
2014-03-19,1120.043
2014-03-20,1117.101
2014-03-21,1114.563
2014-03-24,1117.279
2014-03-25,1097.74
2014-03-26,1085.158
2014-03-27,1071.357
2014-03-28,1087.297
2014-03-31,1096.095
2014-04-01,1119.466
2014-04-02,1123.154
2014-04-03,1134.543
2014-04-04,1127.095
2014-04-07,1114.01
2014-04-08,1107.097
2014-04-09,1115.285
2014-04-10,1133.613
2014-04-11,1115.928
2014-04-14,1096.335
2014-04-15,1089.197
2014-04-16,1087.259
2014-04-17,1105.878
2014-04-18,1105.878
2014-04-21,1105.935
2014-04-22,1109.628
2014-04-23,1115.581
2014-04-24,1118.36
2014-04-25,1111.298
2014-04-28,1094.291
2014-04-29,1084.954
2014-04-30,1083.282
2014-05-01,1083.254
2014-05-02,1087.631
2014-05-05,1079.603
2014-05-06,1079.631
2014-05-07,1059.223
2014-05-08,1027.068
2014-05-09,1029.983
2014-05-12,1040.949
2014-05-13,1050.079
2014-05-14,1050.697
2014-05-15,1057.291
2014-05-16,1047.872
2014-05-19,1036.503
2014-05-20,1043.904
2014-05-21,1041.842
2014-05-22,1055.678
2014-05-23,1059.97
2014-05-26,1064.491
2014-05-27,1063.718
2014-05-28,1064.24
2014-05-29,1059.376
2014-05-30,1070.716
2014-06-02,1070.591
2014-06-03,1072.448
2014-06-04,1068.682
2014-06-05,1073.094
2014-06-06,1076.699
2014-06-09,1073.07
2014-06-10,1068.149
2014-06-11,1075.787
2014-06-12,1074.351
2014-06-13,1077.836
2014-06-16,1073.464
2014-06-17,1058.513
2014-06-18,1060.668
2014-06-19,1057.807
2014-06-20,1058.493
2014-06-23,1044.781
2014-06-24,1050.648
2014-06-25,1049.893
2014-06-26,1065.675
2014-06-27,1067.531
2014-06-30,1075.032
2014-07-01,1075.074
2014-07-02,1087.966
2014-07-03,1100.976
2014-07-04,1108.998
2014-07-07,1104.338
2014-07-08,1099.614
2014-07-09,1085.69
2014-07-10,1088.704
2014-07-11,1085.506
2014-07-14,1081.961
2014-07-15,1092.745
2014-07-16,1094.475
2014-07-17,1092.42
2014-07-18,1082.739
2014-07-21,1085.265
2014-07-22,1089.365
2014-07-23,1093.019
2014-07-24,1096.36
2014-07-25,1097.895
2014-07-28,1098.597
2014-07-29,1100.513
2014-07-30,1094.096
2014-07-31,1096.718
2014-08-01,1087.993
2014-08-04,1086.487
2014-08-05,1088.363
2014-08-06,1088.082
2014-08-07,1077.413
2014-08-08,1074.297
2014-08-11,1082.172
2014-08-12,1088.486
2014-08-13,1093.929
2014-08-14,1096.822
2014-08-15,1103.601
2014-08-18,1097.58
2014-08-19,1099.803
2014-08-20,1101.356
2014-08-21,1099.913
2014-08-22,1095.552
2014-08-25,1091.34
2014-08-26,1095.916
2014-08-27,1088.929
2014-08-28,1079.651
2014-08-29,1080.224
2014-09-01,1074.578
2014-09-02,1079.025
2014-09-03,1087.615
2014-09-04,1091.001
2014-09-05,1088.212
2014-09-08,1089.602
2014-09-09,1089.588
2014-09-10,1083.79
2014-09-11,1093.21
2014-09-12,1089.861
2014-09-15,1082.952
2014-09-16,1070.103
2014-09-17,1077.041
2014-09-18,1077.458
2014-09-19,1088.681
2014-09-22,1081.168
2014-09-23,1089.312
2014-09-24,1092.088
2014-09-25,1063.357
2014-09-26,1047.954
2014-09-29,1012.932
2014-09-30,1003.765
2014-10-01,1003.746
2014-10-02,1004.14
2014-10-03,1004.985
2014-10-06,1035.049
2014-10-07,1037.322
2014-10-08,1026.277
2014-10-09,1033.896
2014-10-10,1019.711
2014-10-13,1011.635
2014-10-14,1012.033
2014-10-15,1006.689
2014-10-16,1001.252
2014-10-17,1004.37
2014-10-20,1007.153
2014-10-21,1003.167
2014-10-22,1012.799
2014-10-23,1010.839
2014-10-24,1009.701
2014-10-27,1000.055
2014-10-28,1005.61
2014-10-29,1018.031
2014-10-30,1014.847
2014-10-31,1022.265
2014-11-03,1019.907
2014-11-04,1019.212
2014-11-05,1010.394
2014-11-06,1006.447
2014-11-07,1000.726
2014-11-10,1003.591
2014-11-11,1011.271
2014-11-12,1020.327
2014-11-13,1021.176
2014-11-14,1020.464
2014-11-17,1015.882
2014-11-18,1003.527
2014-11-19,998.111
2014-11-20,995.89
2014-11-21,1007.392
2014-11-24,1018.028
2014-11-25,1013.826
2014-11-26,1011.577
2014-11-27,1009.672
2014-11-28,1011.625
2014-12-01,993.127
2014-12-02,994.859
2014-12-03,985.882
2014-12-04,986.154
2014-12-05,979.21
2014-12-08,972.866
2014-12-09,952.545
2014-12-10,961.897
2014-12-11,951.56
2014-12-12,959.98
2014-12-15,957.431
2014-12-16,951.66
2014-12-17,932.364
2014-12-18,933.866
2014-12-19,933.776
2014-12-22,928.344
2014-12-23,924.968
2014-12-24,930.542
2014-12-25,930.542
2014-12-26,930.608
2014-12-29,934.31
2014-12-30,936.284
2014-12-31,947.783
2015-01-01,947.783
2015-01-02,950.198
2015-01-05,948.099
2015-01-06,942.686
2015-01-07,943.284
2015-01-08,946.859
2015-01-09,954.935
2015-01-12,945.635
2015-01-13,947.279
2015-01-14,942.654
2015-01-15,944.089
2015-01-16,933.219
2015-01-19,911.736
2015-01-20,916.769
2015-01-21,920.979
2015-01-22,920.532
2015-01-23,926.114
2015-01-26,931.834
2015-01-27,943.33
2015-01-28,943.737
2015-01-29,940.366
2015-01-30,941.671
2015-02-02,938.768
2015-02-03,937.14
2015-02-04,936.95
2015-02-05,936.579
2015-02-06,939.294
2015-02-09,936.253
2015-02-10,937.018
2015-02-11,937.342
2015-02-12,934.629
2015-02-13,942.051
2015-02-16,945.942
2015-02-17,947.74
2015-02-18,955.574
2015-02-19,955.722
2015-02-20,955.525
2015-02-23,956.926
2015-02-24,953.626
2015-02-25,951.298
2015-02-26,945.144
2015-02-27,939.497
2015-03-02,938.201
2015-03-03,942.483
2015-03-04,933.997
2015-03-05,931.256
2015-03-06,934.155
2015-03-09,925.006
2015-03-10,917.167
2015-03-11,913.602
2015-03-12,921.455
2015-03-13,916.171
2015-03-16,912.383
2015-03-17,910.419
2015-03-18,919.612
2015-03-19,923.629
2015-03-20,930.838
2015-03-23,929.014
2015-03-24,932.04
2015-03-25,935.872
2015-03-26,935.975
2015-03-27,939.417
2015-03-30,945.586
2015-03-31,945.172
2015-04-01,961.792
2015-04-02,977.454
2015-04-03,977.454
2015-04-06,977.479
2015-04-07,977.599
2015-04-08,1020.983
2015-04-09,1039.114
2015-04-10,1049.511
2015-04-13,1078.816
2015-04-14,1064.453
2015-04-15,1051.557
2015-04-16,1070.686
2015-04-17,1058.501
2015-04-20,1024.936
2015-04-21,1047.874
2015-04-22,1061.814
2015-04-23,1066.693
2015-04-24,1076.471
2015-04-27,1094.47
2015-04-28,1089.299
2015-04-29,1090.972
2015-04-30,1090.61
2015-05-01,1090.652
2015-05-04,1103.611
2015-05-05,1081.292
2015-05-06,1069.003
2015-05-07,1044.727
2015-05-08,1072.534
2015-05-11,1079.181
2015-05-12,1072.806
2015-05-13,1069.521
2015-05-14,1074.399
2015-05-15,1085.324
2015-05-18,1092.892
2015-05-19,1105.582
2015-05-20,1106.811
2015-05-21,1119.763
2015-05-22,1135.928
2015-05-25,1135.928
2015-05-26,1138.51
2015-05-27,1137.784
2015-05-28,1125.373
2015-05-29,1130.421
2015-06-01,1139.099
2015-06-02,1141.615
2015-06-03,1128.835
2015-06-04,1132.396
2015-06-05,1119.289
2015-06-08,1109.666
2015-06-09,1059.48
2015-06-10,1037.262
2015-06-11,1057.387
2015-06-12,1075.226
2015-06-15,1058.323
2015-06-16,1047.919
2015-06-17,1057.663
2015-06-18,1059.946
2015-06-19,1059.141
2015-06-22,1052.595
2015-06-23,1060.855
2015-06-24,1067.43
2015-06-25,1058.124
2015-06-26,1040.852
2015-06-29,999.324
2015-06-30,1013.761
2015-07-01,1013.787
2015-07-02,1000.175
2015-07-03,951.886
2015-07-06,870.689
2015-07-07,832.486
2015-07-08,759.8
2015-07-09,865.038
2015-07-10,905.139
2015-07-13,940.956
2015-07-14,937.585
2015-07-15,918.322
2015-07-16,923.761
2015-07-17,933.175
2015-07-20,924.777
2015-07-21,929.326
2015-07-22,916.636
2015-07-23,926.779
2015-07-24,913.355
2015-07-27,864.713
2015-07-28,866.838
2015-07-29,875.641
2015-07-30,875.994
