Date,GERMANY LARGE VALUE Large Cap
2009-02-27,372.769
2009-03-31,416.439
2009-04-30,500.59
2009-05-29,545.351
2009-06-30,526.505
2009-07-31,589.691
2009-08-31,640.849
2009-09-30,672.714
2009-10-30,643.2
2009-11-30,676.11
2009-12-31,683.931
2010-01-29,624.493
2010-02-26,615.064
2010-03-31,675.323
2010-04-30,650.586
2010-05-31,579.204
2010-06-30,571.964
2010-07-30,632.806
2010-08-31,595.415
2010-09-30,657.968
2010-10-29,714.828
2010-11-30,672.088
2010-12-31,720.754
2011-01-31,763.766
2011-02-28,785.235
2011-03-31,776.403
2011-04-29,868.443
2011-05-31,800.379
2011-06-30,815.4
2011-07-29,772.581
2011-08-31,609.272
2011-09-30,544.045
2011-10-31,627.69
2011-11-30,598.266
2011-12-30,560.283
2012-01-31,615.291
2012-02-29,668.664
2012-03-30,672.942
2012-04-30,642.524
2012-05-31,553.214
2012-06-29,591.836
2012-07-31,595.436
2012-08-31,637.478
2012-09-28,671.272
2012-10-31,681.203
2012-11-30,678.61
2012-12-31,711.331
2013-01-31,748.085
2013-02-28,707.918
2013-03-29,689.399
2013-04-30,723.736
2013-05-31,759.637
2013-06-28,712.582
2013-07-31,765.005
2013-08-30,744.935
2013-09-30,827.796
2013-10-31,880.246
2013-11-29,905.293
2013-12-31,926.513
2014-01-31,889.216
2014-02-28,948.753
2014-03-31,937.729
2014-04-30,948.695
2014-05-30,962.055
2014-06-30,959.719
2014-07-31,893.156
2014-08-29,881.344
2014-09-30,837.545
2014-10-31,811.158
2014-11-28,865.032
2014-12-31,821.272
2015-01-30,826.821
2015-02-27,883.041
2015-03-31,887.539
2015-04-30,880.206
2015-05-29,838.594
2015-06-30,809.504
2015-07-31,826.876
2015-08-31,757.14
2015-09-30,681.829
2015-10-30,763.465
2015-11-30,766.361
2015-12-31,742.536
2016-01-29,653.584
2016-02-29,637.59
2016-03-31,705.592
2016-04-29,727.546
2016-05-31,721.617
2016-06-30,652.084
2016-07-29,694.8
2016-08-31,724.882
2016-09-30,721.351
2016-10-31,733.619
2016-11-30,718.308
2016-12-30,779.443
2017-01-31,800.223
2017-02-28,801.57
2017-03-31,833.389
2017-04-28,849.846
2017-05-31,865.882
2017-06-30,857.061
2017-07-31,872.538
2017-08-31,871.167
2017-09-29,934.139
2017-10-31,956.215
2017-11-30,971.289
2017-12-29,966.346
2018-01-31,1034.206
2018-02-28,943.331
2018-03-30,922.699
2018-04-30,943.581
2018-05-31,878.601
2018-06-29,842.596
2018-07-31,893.716
2018-08-31,831.736
2018-09-28,831.147
2018-10-31,781.172
2018-11-30,772.037
2018-12-31,731.85
2019-01-31,781.384
2019-02-28,804.431
2019-03-29,767.806
2019-04-30,823.315
2019-05-31,748.859
2019-06-28,811.221
2019-07-31,783.542
2019-08-30,767.698
2019-09-30,788.524
2019-10-31,851.652
2019-11-29,846.596
2019-12-31,860.814
2020-01-31,816.491
2020-02-28,736.583
2020-03-31,591.682
2020-04-30,656.903
2020-05-29,709.373
2020-06-30,772.273
2020-07-31,790.367
2020-08-31,845.11
2020-09-30,816.273
2020-10-30,743.413
2020-11-30,897.647
2020-12-31,938.176
2021-01-29,921.902
2021-02-26,956.344
2021-03-31,1039.041
2021-04-30,1053.175
2021-05-31,1089.796
2021-06-30,1055.011
2021-07-30,1045.327
2021-08-31,1046.267
2021-09-30,1002.12
2021-10-29,1011.274
2021-11-30,932.438
2021-12-31,1000.079
2022-01-31,998.113
2022-02-28,928.165
2022-03-31,902.612
2022-04-29,835.445
2022-05-31,869.806
2022-06-30,740.001
2022-07-29,751.122
2022-08-31,707.796
2022-09-30,648.759
2022-10-31,724.216
2022-11-30,824.966
2022-12-30,818.168
2023-01-31,919.954
2023-02-28,904.83
2023-03-31,930.422
2023-04-28,971.217
2023-05-31,923.829
2023-06-30,971.912
2023-07-31,1001.535
2023-08-31,945.954
2023-09-29,896.305
2023-10-31,849.628
2023-11-30,937.927
2023-12-29,1005.417
2024-01-31,975.427
2024-02-29,1005.034
2024-03-29,1040.806
2024-04-30,1005.226
2024-05-31,1043.333
2024-06-28,1005.888
2024-07-31,1014.812
2024-08-30,1066.504
2024-09-30,1102.519
2024-10-31,1037.189
2024-11-29,1012.902
2024-12-31,992.199
2025-01-31,1073.729
2025-02-28,1133.935
2025-03-31,1167.477
2025-04-30,1234.645
2025-05-30,1277.203
2025-06-30,1305.181
2025-07-31,1313.2
2025-08-29,1369.837
