Date,GERMANY LARGE VALUE Large Cap
2001-05-23,490.7
2001-05-24,493.666
2001-05-25,487.966
2001-05-28,489.179
2001-05-29,477.866
2001-05-30,475.419
2001-05-31,474.813
2001-06-01,477.678
2001-06-04,479.948
2001-06-05,481.7
2001-06-06,474.828
2001-06-07,477.18
2001-06-08,475.011
2001-06-11,471.554
2001-06-12,471.771
2001-06-13,478.583
2001-06-14,477.976
2001-06-15,472.343
2001-06-18,468.521
2001-06-19,468.674
2001-06-20,466.399
2001-06-21,470.872
2001-06-22,472.552
2001-06-25,474.401
2001-06-26,471.856
2001-06-27,470.614
2001-06-28,478.499
2001-06-29,488.579
2001-07-02,493.943
2001-07-03,489.508
2001-07-04,487.629
2001-07-05,484.314
2001-07-06,479.751
2001-07-09,485.368
2001-07-10,486.069
2001-07-11,490.427
2001-07-12,490.165
2001-07-13,494.237
2001-07-16,490.816
2001-07-17,489.694
2001-07-18,492.469
2001-07-19,495.582
2001-07-20,497.698
2001-07-23,493.88
2001-07-24,487.871
2001-07-25,481.527
2001-07-26,485.497
2001-07-27,490.378
2001-07-30,495.715
2001-07-31,499.167
2001-08-01,495.398
2001-08-02,488.791
2001-08-03,487.456
2001-08-06,486.691
2001-08-07,482.771
2001-08-08,462.837
2001-08-09,460.799
2001-08-10,456.653
2001-08-13,457.665
2001-08-14,463.785
2001-08-15,461.744
2001-08-16,454.247
2001-08-17,443.712
2001-08-20,443.775
2001-08-21,442.993
2001-08-22,444.991
2001-08-23,444.215
2001-08-24,455.339
2001-08-27,454.487
2001-08-28,446.934
2001-08-29,448.143
2001-08-30,436.343
2001-08-31,438.139
2001-09-03,431.594
2001-09-04,432.624
2001-09-05,421.786
2001-09-06,415.484
2001-09-07,408.695
2001-09-10,401.286
2001-09-11,376.422
2001-09-12,380.317
2001-09-13,385.7
2001-09-14,367.46
2001-09-17,380.804
2001-09-18,377.483
2001-09-19,370.338
2001-09-20,349.56
2001-09-21,341.21
2001-09-24,363.447
2001-09-25,362.835
2001-09-26,371.982
2001-09-27,377.297
2001-09-28,382.512
2001-10-01,380.535
2001-10-02,384.423
2001-10-03,395.651
2001-10-04,401.78
2001-10-05,402.146
2001-10-08,405.13
2001-10-09,401.661
2001-10-10,410.549
2001-10-11,407.756
2001-10-12,405.203
2001-10-15,399.354
2001-10-16,408.02
2001-10-17,407.203
2001-10-18,400.655
2001-10-19,392.107
2001-10-22,396.202
2001-10-23,402.855
2001-10-24,413.224
2001-10-25,404.748
2001-10-26,409.338
2001-10-29,402.701
2001-10-30,396.442
2001-10-31,392.227
2001-11-01,399.333
2001-11-02,392.278
2001-11-05,399.099
2001-11-06,393.406
2001-11-07,407.798
2001-11-08,415.966
2001-11-09,412.171
2001-11-12,406.559
2001-11-13,410.38
2001-11-14,413.436
2001-11-15,415.663
2001-11-16,425.935
2001-11-19,434.316
2001-11-20,428.478
2001-11-21,425.405
2001-11-22,428.132
2001-11-23,430.636
2001-11-26,427.313
2001-11-27,421.174
2001-11-28,412.617
2001-11-29,413.562
2001-11-30,422.322
2001-12-03,419.497
2001-12-04,419.576
2001-12-05,434.233
2001-12-06,437.045
2001-12-07,429.574
2001-12-10,423.739
2001-12-11,424.757
2001-12-12,421.711
2001-12-13,416.233
2001-12-14,414.821
2001-12-17,427.297
2001-12-18,423.687
2001-12-19,417.101
2001-12-20,413.29
2001-12-21,414.956
2001-12-24,410.816
2001-12-25,410.816
2001-12-26,411.167
2001-12-27,423.868
2001-12-28,424.782
2001-12-31,428.925
2002-01-01,428.925
2002-01-02,435.475
2002-01-03,440.956
2002-01-04,444.947
2002-01-07,436.157
2002-01-08,437.778
2002-01-09,434.768
2002-01-10,432.234
2002-01-11,428.794
2002-01-14,419.318
2002-01-15,417.283
2002-01-16,409.687
2002-01-17,420.917
2002-01-18,421.602
2002-01-21,419.007
2002-01-22,417.079
2002-01-23,425.433
2002-01-24,421.928
2002-01-25,415.264
2002-01-28,412.819
2002-01-29,405.993
2002-01-30,404.588
2002-01-31,409.035
2002-02-01,407.717
2002-02-04,402.331
2002-02-05,400.541
2002-02-06,390.291
2002-02-07,390.02
2002-02-08,387.833
2002-02-11,397.632
2002-02-12,392.01
2002-02-13,393.341
2002-02-14,392.358
2002-02-15,384.764
2002-02-18,385.292
2002-02-19,378.994
2002-02-20,380.798
2002-02-21,388.375
2002-02-22,384.798
2002-02-25,390.594
2002-02-26,392.785
2002-02-27,395.16
2002-02-28,401.442
2002-03-01,406.763
2002-03-04,419.781
2002-03-05,415.432
2002-03-06,423.042
2002-03-07,425.858
2002-03-08,429.95
2002-03-11,427.242
2002-03-12,421.373
2002-03-13,422.573
2002-03-14,427.287
2002-03-15,435.937
2002-03-18,435.404
2002-03-19,438.101
2002-03-20,434.561
2002-03-21,432.363
2002-03-22,434.597
2002-03-25,429.927
2002-03-26,434.59
2002-03-27,428.495
2002-03-28,431.962
2002-03-29,431.962
2002-04-01,435.503
2002-04-02,431.16
2002-04-03,431.402
2002-04-04,429.807
2002-04-05,428.131
2002-04-08,420.004
2002-04-09,418.582
2002-04-10,427.658
2002-04-11,422.468
2002-04-12,425.21
2002-04-15,429.382
2002-04-16,440.062
2002-04-17,440.01
2002-04-18,438.698
2002-04-19,439.314
2002-04-22,435.373
2002-04-23,433.758
2002-04-24,431.36
2002-04-25,423.45
2002-04-26,418.545
2002-04-29,421.901
2002-04-30,424.549
2002-05-01,426.952
2002-05-02,421.044
2002-05-03,418.398
2002-05-06,419.156
2002-05-07,416.287
2002-05-08,426.166
2002-05-09,421.96
2002-05-10,415.475
2002-05-13,422.551
2002-05-14,423.495
2002-05-15,428.744
2002-05-16,428.772
2002-05-17,433.535
2002-05-20,431.059
2002-05-21,429.846
2002-05-22,431.547
2002-05-23,426.162
2002-05-24,426.475
2002-05-27,431.348
2002-05-28,432.903
2002-05-29,434.197
2002-05-30,424.833
2002-05-31,428.89
2002-06-03,425.695
2002-06-04,416.337
2002-06-05,414.6
2002-06-06,423.375
2002-06-07,419.207
2002-06-10,416.22
2002-06-11,417.359
2002-06-12,417.07
2002-06-13,412.152
2002-06-14,397.187
2002-06-17,410.081
2002-06-18,411.965
2002-06-19,406.339
2002-06-20,403.199
2002-06-21,404.653
2002-06-24,402.379
2002-06-25,405.753
2002-06-26,409.775
2002-06-27,419.066
2002-06-28,429.402
2002-07-01,426.731
2002-07-02,414.106
2002-07-03,405.295
2002-07-04,414.179
2002-07-05,424.746
2002-07-08,425.154
2002-07-09,419.965
2002-07-10,403.05
2002-07-11,398.486
2002-07-12,397.345
2002-07-15,387.298
2002-07-16,392.196
2002-07-17,397.659
2002-07-18,402.431
2002-07-19,383.536
2002-07-22,362.753
2002-07-23,344.101
2002-07-24,353.738
2002-07-25,342.922
2002-07-26,344.892
2002-07-29,368.578
2002-07-30,378.02
2002-07-31,360.354
2002-08-01,351.618
2002-08-02,350.157
2002-08-05,333.261
2002-08-06,347.265
2002-08-07,341.201
2002-08-08,359.695
2002-08-09,371.805
2002-08-12,363.498
2002-08-13,367.125
2002-08-14,361.435
2002-08-15,368.537
2002-08-16,370.414
2002-08-19,381.842
2002-08-20,371.408
2002-08-21,378.467
2002-08-22,378.205
2002-08-23,373.249
2002-08-26,369.281
2002-08-27,378.656
2002-08-28,362.143
2002-08-29,362.223
2002-08-30,369.074
2002-09-02,361.766
2002-09-03,344.217
2002-09-04,350.292
2002-09-05,344.836
2002-09-06,353.33
2002-09-09,346.681
2002-09-10,353.056
2002-09-11,359.791
2002-09-12,345.14
2002-09-13,343.382
2002-09-16,340.649
2002-09-17,339.236
2002-09-18,324.304
2002-09-19,318.54
2002-09-20,321.606
2002-09-23,305.344
2002-09-24,295.169
2002-09-25,304.758
2002-09-26,318.297
2002-09-27,309.343
2002-09-30,299.248
2002-10-01,311.406
2002-10-02,317.239
2002-10-03,307.219
2002-10-04,297.565
2002-10-07,295.62
2002-10-08,285.901
2002-10-09,280.848
2002-10-10,288.755
2002-10-11,306.361
2002-10-14,297.332
2002-10-15,313.355
2002-10-16,310.112
2002-10-17,319.276
2002-10-18,318.995
2002-10-21,331.13
2002-10-22,319.309
2002-10-23,305.028
2002-10-24,308.103
2002-10-25,307.003
2002-10-28,317.362
2002-10-29,300.926
2002-10-30,304.936
2002-10-31,308.836
2002-11-01,311.974
2002-11-04,325.861
2002-11-05,325.905
2002-11-06,321.078
2002-11-07,311.572
2002-11-08,308.414
2002-11-11,309.994
2002-11-12,315.939
2002-11-13,311.422
2002-11-14,317.978
2002-11-15,318.052
2002-11-18,322.346
2002-11-19,321.599
2002-11-20,316.706
2002-11-21,323.455
2002-11-22,323.593
2002-11-25,317.729
2002-11-26,309.935
2002-11-27,325.353
2002-11-28,328.507
2002-11-29,324.983
2002-12-02,327.445
2002-12-03,319.431
2002-12-04,326.657
2002-12-05,317.729
2002-12-06,319.533
2002-12-09,306.251
2002-12-10,318.391
2002-12-11,321.441
2002-12-12,316.334
2002-12-13,312.323
2002-12-16,323.522
2002-12-17,318.952
2002-12-18,304.357
2002-12-19,298.567
2002-12-20,306.581
2002-12-23,304.491
2002-12-24,305.751
2002-12-25,305.751
2002-12-26,306.522
2002-12-27,291.596
2002-12-30,299.04
2002-12-31,300.213
2003-01-01,300.213
2003-01-02,319.699
2003-01-03,318.825
2003-01-06,327.878
2003-01-07,320.811
2003-01-08,308.569
2003-01-09,314.284
2003-01-10,315.387
2003-01-13,317.057
2003-01-14,320.724
2003-01-15,315.69
2003-01-16,318.573
2003-01-17,309.302
2003-01-20,307.822
2003-01-21,303.429
2003-01-22,295.369
2003-01-23,295.972
2003-01-24,288.757
2003-01-27,281.909
2003-01-28,287.278
2003-01-29,291.963
2003-01-30,288.817
2003-01-31,296.279
2003-02-03,297.852
2003-02-04,287.624
2003-02-05,295.535
2003-02-06,285.097
2003-02-07,275.55
2003-02-10,277.838
2003-02-11,280.729
2003-02-12,273.062
2003-02-13,272.637
2003-02-14,286.876
2003-02-17,286.881
2003-02-18,288.093
2003-02-19,278.104
2003-02-20,277.605
2003-02-21,285.894
2003-02-24,275.569
2003-02-25,266.569
2003-02-26,261.894
2003-02-27,269.725
2003-02-28,274.286
2003-03-03,275.82
2003-03-04,273.631
2003-03-05,273.821
2003-03-06,266.367
2003-03-07,266.749
2003-03-10,256.88
2003-03-11,253.067
2003-03-12,237.211
2003-03-13,249.009
2003-03-14,248.382
2003-03-17,254.201
2003-03-18,268.058
2003-03-19,270.146
2003-03-20,268.009
2003-03-21,278.723
2003-03-24,265.964
2003-03-25,275.708
2003-03-26,269.295
2003-03-27,269.787
2003-03-28,264.817
2003-03-31,257.782
2003-04-01,259.356
2003-04-02,272.409
2003-04-03,270.417
2003-04-04,280.337
2003-04-07,294.417
2003-04-08,290.568
2003-04-09,287.686
2003-04-10,286.831
2003-04-11,289.668
2003-04-14,294.152
2003-04-15,297.727
2003-04-16,295.111
2003-04-17,305.265
2003-04-18,305.265
2003-04-21,303.949
2003-04-22,315.38
2003-04-23,317.498
2003-04-24,310.568
2003-04-25,304.144
2003-04-28,316.539
2003-04-29,310.787
2003-04-30,318.755
2003-05-01,321.683
2003-05-02,324.433
2003-05-05,327.718
2003-05-06,334.743
2003-05-07,331.452
2003-05-08,321.23
2003-05-09,329.734
2003-05-12,329.306
2003-05-13,323.729
2003-05-14,327.876
2003-05-15,334.985
2003-05-16,337.763
2003-05-19,326.67
2003-05-20,324.145
2003-05-21,324.509
2003-05-22,328.191
2003-05-23,325.015
2003-05-26,326.859
2003-05-27,331.848
2003-05-28,332.843
2003-05-29,333.848
2003-05-30,340.822
2003-06-02,346.613
2003-06-03,341.537
2003-06-04,345.161
2003-06-05,344.517
2003-06-06,349.233
2003-06-09,346.694
2003-06-10,349.955
2003-06-11,358.722
2003-06-12,364.261
2003-06-13,361.367
2003-06-16,372.631
2003-06-17,375.191
2003-06-18,374.165
2003-06-19,367.145
2003-06-20,364.643
2003-06-23,356.49
2003-06-24,358.284
2003-06-25,357.838
2003-06-26,360.172
2003-06-27,358.499
2003-06-30,359.762
2003-07-01,355.328
2003-07-02,361.095
2003-07-03,362.213
2003-07-04,360.799
2003-07-07,365.761
2003-07-08,367.016
2003-07-09,363.94
2003-07-10,359.232
2003-07-11,364.801
2003-07-14,371.408
2003-07-15,366.407
2003-07-16,364.574
2003-07-17,359.935
2003-07-18,363.907
2003-07-21,358.632
2003-07-22,362.198
2003-07-23,363.502
2003-07-24,373.571
2003-07-25,373.223
2003-07-28,376.447
2003-07-29,377.576
2003-07-30,375.964
2003-07-31,380.782
2003-08-01,375.953
2003-08-04,374.946
2003-08-05,378.568
2003-08-06,372.584
2003-08-07,368.695
2003-08-08,366.081
2003-08-11,366.973
2003-08-12,370.271
2003-08-13,370.506
2003-08-14,377.429
2003-08-15,378.357
2003-08-18,381.633
2003-08-19,378.155
2003-08-20,380.375
2003-08-21,381.875
2003-08-22,376.244
2003-08-25,373.269
2003-08-26,368.353
2003-08-27,372.487
2003-08-28,371.484
2003-08-29,372.078
2003-09-01,381.101
2003-09-02,377.543
2003-09-03,381.905
2003-09-04,385.471
2003-09-05,382.583
2003-09-08,386.83
2003-09-09,383.216
2003-09-10,378.624
2003-09-11,381.187
2003-09-12,378.209
2003-09-15,378.963
2003-09-16,379.48
2003-09-17,380.169
2003-09-18,385.11
2003-09-19,385.765
2003-09-22,376.358
2003-09-23,369.306
2003-09-24,356.169
2003-09-25,361.03
2003-09-26,359.619
2003-09-29,362.117
2003-09-30,358.128
2003-10-01,368.731
2003-10-02,358.95
2003-10-03,372.43
2003-10-06,372.098
2003-10-07,368.727
2003-10-08,370.346
2003-10-09,380.207
2003-10-10,380.113
2003-10-13,383.184
2003-10-14,384.219
2003-10-15,386.451
2003-10-16,389.581
2003-10-17,381.138
2003-10-20,387.5
2003-10-21,388.063
2003-10-22,382.247
2003-10-23,384.392
2003-10-24,380.247
2003-10-27,385.199
2003-10-28,389.833
2003-10-29,391.488
2003-10-30,395.303
2003-10-31,394.845
2003-11-03,398.82
2003-11-04,401.502
2003-11-05,399.23
2003-11-06,398.046
2003-11-07,406.984
2003-11-10,405.18
2003-11-11,404.351
2003-11-12,410.201
2003-11-13,413.458
2003-11-14,418.01
2003-11-17,405.703
2003-11-18,409.096
2003-11-19,409.543
2003-11-20,408.051
2003-11-21,409.011
2003-11-24,413.753
2003-11-25,410.898
2003-11-26,413.048
2003-11-27,415.832
2003-11-28,417.977
2003-12-01,424.933
2003-12-02,427.691
2003-12-03,436.505
2003-12-04,436.127
2003-12-05,435.999
2003-12-08,434.349
2003-12-09,437.569
2003-12-10,436.32
2003-12-11,437.889
2003-12-12,443.767
2003-12-15,446.938
2003-12-16,448.857
2003-12-17,449.886
2003-12-18,453.962
2003-12-19,456.799
2003-12-22,457.614
2003-12-23,460.341
2003-12-24,461.638
2003-12-25,461.638
2003-12-26,461.453
2003-12-29,468.419
2003-12-30,470.65
2003-12-31,473.767
2004-01-01,473.767
2004-01-02,477.336
2004-01-05,480.961
2004-01-06,481.131
2004-01-07,473.778
2004-01-08,476.075
2004-01-09,478.347
2004-01-12,474.98
2004-01-13,476.466
2004-01-14,480.721
2004-01-15,479.552
2004-01-16,478.643
2004-01-19,480.299
2004-01-20,482.848
2004-01-21,489.729
2004-01-22,492.087
2004-01-23,492.878
2004-01-26,483.678
2004-01-27,485.82
2004-01-28,488.359
2004-01-29,473.263
2004-01-30,471.244
2004-02-02,474.13
2004-02-03,475.048
2004-02-04,471.377
2004-02-05,472.556
2004-02-06,479.469
2004-02-09,483.355
2004-02-10,484.322
2004-02-11,484.055
2004-02-12,489.537
2004-02-13,479.936
2004-02-16,480.73
2004-02-17,484.901
2004-02-18,484.865
2004-02-19,483.815
2004-02-20,471.671
2004-02-23,472.437
2004-02-24,467.735
2004-02-25,462.854
2004-02-26,461.621
2004-02-27,465.15
2004-03-01,469.381
2004-03-02,469.537
2004-03-03,458.569
2004-03-04,467.063
2004-03-05,475.753
2004-03-08,476.911
2004-03-09,472.141
2004-03-10,461.819
2004-03-11,446.336
2004-03-12,444.228
2004-03-15,432.821
2004-03-16,438.97
2004-03-17,442.559
2004-03-18,440.171
2004-03-19,437.25
2004-03-22,428.65
2004-03-23,426.319
2004-03-24,422.147
2004-03-25,430.523
2004-03-26,429.856
2004-03-29,437.305
2004-03-30,437.671
2004-03-31,438.076
2004-04-01,449.128
2004-04-02,451.72
2004-04-05,451.019
2004-04-06,449.797
2004-04-07,451.769
2004-04-08,450.289
2004-04-09,450.289
2004-04-12,449.024
2004-04-13,450.13
2004-04-14,444.625
2004-04-15,446.353
2004-04-16,454.095
2004-04-19,452.126
2004-04-20,451.964
2004-04-21,447.649
2004-04-22,452.126
2004-04-23,457.058
2004-04-26,460.111
2004-04-27,463.205
2004-04-28,452.686
2004-04-29,450.597
2004-04-30,449.615
2004-05-03,450.908
2004-05-04,452.871
2004-05-05,458.679
2004-05-06,444.772
2004-05-07,436.795
2004-05-10,421.846
2004-05-11,427.454
2004-05-12,423.076
2004-05-13,427.175
2004-05-14,426.074
2004-05-17,425.481
2004-05-18,427.839
2004-05-19,439.388
2004-05-20,430.845
2004-05-21,433.762
2004-05-24,436.035
2004-05-25,437.175
2004-05-26,441.903
2004-05-27,453.836
2004-05-28,449.535
2004-05-31,451.789
2004-06-01,445.354
2004-06-02,449.829
2004-06-03,452.663
2004-06-04,458.177
2004-06-07,467.401
2004-06-08,464.853
2004-06-09,456.272
2004-06-10,459.094
2004-06-11,455.749
2004-06-14,450.31
2004-06-15,455.109
2004-06-16,454.892
2004-06-17,453.587
2004-06-18,458.854
2004-06-21,456.27
2004-06-22,450.247
2004-06-23,451.685
2004-06-24,462.317
2004-06-25,460.803
2004-06-28,469.636
2004-06-29,466.075
2004-06-30,466.135
2004-07-01,463.343
2004-07-02,464.778
2004-07-05,462.74
2004-07-06,457.756
2004-07-07,460.564
2004-07-08,464.592
2004-07-09,462.596
2004-07-12,459.376
2004-07-13,457.687
2004-07-14,458.803
2004-07-15,451.602
2004-07-16,453.936
2004-07-19,449.866
2004-07-20,450.959
2004-07-21,449.836
2004-07-22,442.951
2004-07-23,436.181
2004-07-26,432.579
2004-07-27,436.593
2004-07-28,434.624
2004-07-29,443.849
2004-07-30,442.883
2004-08-02,439.053
2004-08-03,441.226
2004-08-04,434.959
2004-08-05,435.371
2004-08-06,431.181
2004-08-09,426.918
2004-08-10,431.3
2004-08-11,422.513
2004-08-12,422.45
2004-08-13,424.373
2004-08-16,429.402
2004-08-17,429.764
2004-08-18,430.032
2004-08-19,431.887
2004-08-20,430.209
2004-08-23,432.045
2004-08-24,428.874
2004-08-25,430.609
2004-08-26,434.669
2004-08-27,435.101
2004-08-30,433.852
2004-08-31,432.334
2004-09-01,437.333
2004-09-02,438.361
2004-09-03,439.401
2004-09-06,442.02
2004-09-07,441.54
2004-09-08,442.139
2004-09-09,439.166
2004-09-10,446.469
2004-09-13,452.356
2004-09-14,454.51
2004-09-15,449.201
2004-09-16,451.182
2004-09-17,454.628
2004-09-20,452.363
2004-09-21,457.487
2004-09-22,449.904
2004-09-23,447.417
2004-09-24,446.702
2004-09-27,443.543
2004-09-28,445.4
2004-09-29,450.625
2004-09-30,451.196
2004-10-01,461.681
2004-10-04,460.924
2004-10-05,465.965
2004-10-06,467.247
2004-10-07,466.375
2004-10-08,468.767
2004-10-11,468.45
2004-10-12,459.1
2004-10-13,459.064
2004-10-14,459.455
2004-10-15,459.381
2004-10-18,459.163
2004-10-19,464.875
2004-10-20,462.17
2004-10-21,464.21
2004-10-22,465.462
2004-10-25,460.772
2004-10-26,463.005
2004-10-27,471.422
2004-10-28,474.906
2004-10-29,474.234
2004-11-01,482.539
2004-11-02,483.968
2004-11-03,487.557
2004-11-04,491.232
2004-11-05,495.075
2004-11-08,498.309
2004-11-09,496.228
2004-11-10,498.689
2004-11-11,501.099
2004-11-12,504.059
2004-11-15,502.5
2004-11-16,502.029
2004-11-17,511.659
2004-11-18,509.77
2004-11-19,507.465
2004-11-22,505.692
2004-11-23,506.515
2004-11-24,511.162
2004-11-25,518.508
2004-11-26,518.489
2004-11-29,518.208
2004-11-30,515.529
2004-12-01,523.957
2004-12-02,525.917
2004-12-03,529.508
2004-12-06,530.311
2004-12-07,532.684
2004-12-08,526.096
2004-12-09,519.129
2004-12-10,521.779
2004-12-13,531.126
2004-12-14,532.443
2004-12-15,535.303
2004-12-16,532.928
2004-12-17,523.894
2004-12-20,534.674
2004-12-21,533.424
2004-12-22,538.448
2004-12-23,544.434
2004-12-24,545.846
2004-12-27,546.563
2004-12-28,548.849
2004-12-29,546.479
2004-12-30,549.221
2004-12-31,547.71
2005-01-03,546.419
2005-01-04,540.085
2005-01-05,534.397
2005-01-06,536.313
2005-01-07,533.365
2005-01-10,535.049
2005-01-11,531.652
2005-01-12,531.114
2005-01-13,526.758
2005-01-14,526.65
2005-01-17,528.348
2005-01-18,526.786
2005-01-19,525.689
2005-01-20,518.906
2005-01-21,519.556
2005-01-24,519.464
2005-01-25,519.917
2005-01-26,520.393
2005-01-27,519.753
2005-01-28,517.137
2005-01-31,524.722
2005-02-01,527.86
2005-02-02,531.19
2005-02-03,526.217
2005-02-04,532.455
2005-02-07,531.085
2005-02-08,529.355
2005-02-09,527.936
2005-02-10,531.733
2005-02-11,537.403
2005-02-14,540.902
2005-02-15,543.734
2005-02-16,539.316
2005-02-17,543.4
2005-02-18,541.805
2005-02-21,540.296
2005-02-22,542.797
2005-02-23,539.571
2005-02-24,540.239
2005-02-25,545.081
2005-02-28,548.689
2005-03-01,549.131
2005-03-02,547.045
2005-03-03,545.829
2005-03-04,557.774
2005-03-07,556.774
2005-03-08,558.279
2005-03-09,555.727
2005-03-10,553.603
2005-03-11,559.674
2005-03-14,556.273
2005-03-15,556.711
2005-03-16,549.998
2005-03-17,547.295
2005-03-18,544.771
2005-03-21,537.814
2005-03-22,541.621
2005-03-23,532.802
2005-03-24,533.831
2005-03-25,533.831
2005-03-28,530.085
2005-03-29,533.806
2005-03-30,535.169
2005-03-31,536.153
2005-04-01,537.886
2005-04-04,527.656
2005-04-05,531.078
2005-04-06,533.967
2005-04-07,537.229
2005-04-08,535.128
2005-04-11,538.932
2005-04-12,531.813
2005-04-13,536.651
2005-04-14,532.062
2005-04-15,524.711
2005-04-18,513.179
2005-04-19,514.852
2005-04-20,511.59
2005-04-21,514.226
2005-04-22,517.142
2005-04-25,516.442
2005-04-26,515.115
2005-04-27,510.099
2005-04-28,508.351
2005-04-29,509.407
2005-05-02,510.887
2005-05-03,515.162
2005-05-04,521.409
2005-05-05,524.835
2005-05-06,522.418
2005-05-09,518.534
2005-05-10,514.323
2005-05-11,510.771
2005-05-12,510.126
2005-05-13,507.661
2005-05-16,504.91
2005-05-17,505.172
2005-05-18,514.553
2005-05-19,519.553
2005-05-20,515.84
2005-05-23,521.821
2005-05-24,520.11
2005-05-25,518.95
2005-05-26,522.47
2005-05-27,524.571
2005-05-30,526.826
2005-05-31,519.423
2005-06-01,523.284
2005-06-02,524.898
2005-06-03,521.006
2005-06-06,519.673
2005-06-07,527.119
2005-06-08,528.35
2005-06-09,523.079
2005-06-10,522.99
2005-06-13,520.759
2005-06-14,520.736
2005-06-15,518.951
2005-06-16,521.352
2005-06-17,530.277
2005-06-20,524.136
2005-06-21,526.334
2005-06-22,526.262
2005-06-23,524.102
2005-06-24,519.617
2005-06-27,517.685
2005-06-28,517.258
2005-06-29,520.035
2005-06-30,521.799
2005-07-01,519.552
2005-07-04,518.13
2005-07-05,516.677
2005-07-06,519.518
2005-07-07,510.817
2005-07-08,518.26
2005-07-11,531.391
2005-07-12,535.655
2005-07-13,534.147
2005-07-14,536.833
2005-07-15,536.429
2005-07-18,537.852
2005-07-19,540.849
2005-07-20,543.706
2005-07-21,554.213
2005-07-22,554.478
2005-07-25,554.255
2005-07-26,553.014
2005-07-27,556.38
2005-07-28,563.03
2005-07-29,565.451
2005-08-01,569.033
2005-08-02,573.824
2005-08-03,575.992
2005-08-04,572.262
2005-08-05,565.547
2005-08-08,568.985
2005-08-09,577.674
2005-08-10,589.988
2005-08-11,587.859
2005-08-12,585.658
2005-08-15,580.746
2005-08-16,574.688
2005-08-17,571.789
2005-08-18,562.745
2005-08-19,570.98
2005-08-22,577.561
2005-08-23,572.616
2005-08-24,575.086
2005-08-25,568.809
2005-08-26,562.255
2005-08-29,562.249
2005-08-30,556.046
2005-08-31,565.472
2005-09-01,573.802
2005-09-02,576.434
2005-09-05,584.379
2005-09-06,589.957
2005-09-07,590.638
2005-09-08,589.365
2005-09-09,591.272
2005-09-12,581.19
2005-09-13,570.565
2005-09-14,573.707
2005-09-15,569.187
2005-09-16,578.977
2005-09-19,568.808
2005-09-20,575.091
2005-09-21,567.502
2005-09-22,561.169
2005-09-23,562.042
2005-09-26,573.288
2005-09-27,568.643
2005-09-28,579.897
2005-09-29,575.661
2005-09-30,580.182
2005-10-03,577.481
2005-10-04,585.648
2005-10-05,577.746
2005-10-06,580.74
2005-10-07,578.43
2005-10-10,576.177
2005-10-11,575.018
2005-10-12,571.347
2005-10-13,563.755
2005-10-14,573.733
2005-10-17,572.158
2005-10-18,563.259
2005-10-19,554.284
2005-10-20,555.267
2005-10-21,554.6
2005-10-24,560.226
2005-10-25,563.052
2005-10-26,566.152
2005-10-27,558.653
2005-10-28,558.502
2005-10-31,564.878
2005-11-01,563.701
2005-11-02,571.918
2005-11-03,574.305
2005-11-04,561.912
2005-11-07,564.637
2005-11-08,561.582
2005-11-09,559.843
