Date,FRANCE SMALL CAP Small Cap
2005-11-10,138.686
2005-11-11,138.943
2005-11-14,138.966
2005-11-15,138.457
2005-11-16,137.715
2005-11-17,138.971
2005-11-18,139.275
2005-11-21,139.461
2005-11-22,138.496
2005-11-23,139.991
2005-11-24,139.123
2005-11-25,139.622
2005-11-28,141.408
2005-11-29,141.654
2005-11-30,143.198
2005-12-01,142.926
2005-12-02,143.399
2005-12-05,144.29
2005-12-06,145.101
2005-12-07,144.969
2005-12-08,146.781
2005-12-09,147.991
2005-12-12,149.314
2005-12-13,149.622
2005-12-14,149.79
2005-12-15,149.098
2005-12-16,150.305
2005-12-19,150.187
2005-12-20,148.805
2005-12-21,147.895
2005-12-22,148.294
2005-12-23,148.952
2005-12-26,148.952
2005-12-27,149.072
2005-12-28,149.46
2005-12-29,149.354
2005-12-30,149.057
2006-01-02,150.02
2006-01-03,154.331
2006-01-04,157.491
2006-01-05,158.429
2006-01-06,160.243
2006-01-09,159.608
2006-01-10,159.29
2006-01-11,161.098
2006-01-12,161.16
2006-01-13,160.73
2006-01-16,161.869
2006-01-17,161.056
2006-01-18,161.374
2006-01-19,163.358
2006-01-20,163.055
2006-01-23,165.477
2006-01-24,165.991
2006-01-25,166.828
2006-01-26,167.789
2006-01-27,168.823
2006-01-30,168.712
2006-01-31,169.628
2006-02-01,171.231
2006-02-02,171.275
2006-02-03,169.748
2006-02-06,171.002
2006-02-07,170.414
2006-02-08,167.938
2006-02-09,169.448
2006-02-10,168.336
2006-02-13,168.63
2006-02-14,167.557
2006-02-15,169.537
2006-02-16,169.562
2006-02-17,170.927
2006-02-20,171.987
2006-02-21,171.106
2006-02-22,171.418
2006-02-23,171.67
2006-02-24,172.351
2006-02-27,173.502
2006-02-28,172.188
2006-03-01,174.832
2006-03-02,176.143
2006-03-03,176.531
2006-03-06,178.139
2006-03-07,174.008
2006-03-08,172.139
2006-03-09,173.72
2006-03-10,174.497
2006-03-13,176.235
2006-03-14,177.981
2006-03-15,179.612
2006-03-16,182.809
2006-03-17,183.869
2006-03-20,184.211
2006-03-21,182.454
2006-03-22,183.537
2006-03-23,182.569
2006-03-24,182.751
2006-03-27,181.76
2006-03-28,183.048
2006-03-29,182.895
2006-03-30,186.02
2006-03-31,186.188
2006-04-03,188.057
2006-04-04,189.273
2006-04-05,189.181
2006-04-06,189.584
2006-04-07,187.343
2006-04-10,186.946
2006-04-11,185.366
2006-04-12,183.089
2006-04-13,183.078
2006-04-14,183.078
2006-04-17,185.986
2006-04-18,186.368
2006-04-19,189.262
2006-04-20,189.955
2006-04-21,192.606
2006-04-24,194.3
2006-04-25,196.024
2006-04-26,196.362
2006-04-27,194.869
2006-04-28,194.223
2006-05-01,194.562
2006-05-02,195.807
2006-05-03,195.409
2006-05-04,199.394
2006-05-05,201.84
2006-05-08,201.785
2006-05-09,203.253
2006-05-10,205.07
2006-05-11,207.918
2006-05-12,204.059
2006-05-15,198.268
2006-05-16,197.499
2006-05-17,191.727
2006-05-18,187.605
2006-05-19,187.161
2006-05-22,179.312
2006-05-23,186.449
2006-05-24,181.491
2006-05-25,184.366
2006-05-26,187.814
2006-05-29,190.525
2006-05-30,187.267
2006-05-31,186.943
2006-06-01,187.025
2006-06-02,190.231
2006-06-05,190.589
2006-06-06,183.596
2006-06-07,181.263
2006-06-08,173.838
2006-06-09,175.331
2006-06-12,171.935
2006-06-13,164.948
2006-06-14,165.27
2006-06-15,170.81
2006-06-16,171.055
2006-06-19,171.26
2006-06-20,170.764
2006-06-21,171.598
2006-06-22,172.512
2006-06-23,172.249
2006-06-26,173.918
2006-06-27,174.279
2006-06-28,172.932
2006-06-29,174.38
2006-06-30,180.26
2006-07-03,181.809
2006-07-04,181.43
2006-07-05,178.665
2006-07-06,178.695
2006-07-07,178.209
2006-07-10,176.696
2006-07-11,174.662
2006-07-12,174.453
2006-07-13,170.858
2006-07-14,168.411
2006-07-17,163.419
2006-07-18,160.818
2006-07-19,164.423
2006-07-20,167.005
2006-07-21,166.172
2006-07-24,167.073
2006-07-25,168.249
2006-07-26,168.453
2006-07-27,172.767
2006-07-28,173.283
2006-07-31,174.471
2006-08-01,172.877
2006-08-02,174.599
2006-08-03,171.933
2006-08-04,174.398
2006-08-07,172.618
2006-08-08,171.596
2006-08-09,172.746
2006-08-10,169.764
2006-08-11,169.466
2006-08-14,170.974
2006-08-15,173.172
2006-08-16,175.179
2006-08-17,177.096
2006-08-18,176.887
2006-08-21,178.334
2006-08-22,177.271
2006-08-23,176.205
2006-08-24,176.189
2006-08-25,176.657
2006-08-28,178.148
2006-08-29,178.075
2006-08-30,179.757
2006-08-31,178.843
2006-09-01,180.165
2006-09-04,182.364
2006-09-05,180.382
2006-09-06,179.025
2006-09-07,176.478
2006-09-08,175.9
2006-09-11,174.827
2006-09-12,175.472
2006-09-13,174.216
2006-09-14,175.51
2006-09-15,174.573
2006-09-18,175.032
2006-09-19,175.511
2006-09-20,176.037
2006-09-21,176.651
2006-09-22,176.369
2006-09-25,174.641
2006-09-26,175.212
2006-09-27,176.665
2006-09-28,177.149
2006-09-29,177.649
2006-10-02,178.352
2006-10-03,177.337
2006-10-04,177.876
2006-10-05,178.547
2006-10-06,176.315
2006-10-09,177.173
2006-10-10,177.213
2006-10-11,177.23
2006-10-12,178.184
2006-10-13,177.962
2006-10-16,180.119
2006-10-17,178.948
2006-10-18,179.568
2006-10-19,180.868
2006-10-20,181.885
2006-10-23,182.16
2006-10-24,181.134
2006-10-25,182.822
2006-10-26,184.361
2006-10-27,185.511
2006-10-30,184.903
2006-10-31,185.843
2006-11-01,187.321
2006-11-02,186.47
2006-11-03,185.857
2006-11-06,187.221
2006-11-07,189.822
2006-11-08,189.356
2006-11-09,190.746
2006-11-10,191.9
2006-11-13,192.225
2006-11-14,192.84
2006-11-15,193.86
2006-11-16,193.855
2006-11-17,193.36
2006-11-20,192.982
2006-11-21,193.975
2006-11-22,195.328
2006-11-23,195.545
2006-11-24,196.771
2006-11-27,194.842
2006-11-28,194.0
2006-11-29,197.379
2006-11-30,199.597
2006-12-01,200.168
2006-12-04,199.596
2006-12-05,199.751
2006-12-06,199.571
2006-12-07,199.97
2006-12-08,199.753
2006-12-11,200.652
2006-12-12,200.986
2006-12-13,201.704
2006-12-14,201.372
2006-12-15,201.026
2006-12-18,200.575
2006-12-19,200.993
2006-12-20,202.369
2006-12-21,203.79
2006-12-22,203.669
2006-12-25,203.669
2006-12-26,203.351
2006-12-27,204.567
2006-12-28,205.517
2006-12-29,207.421
2007-01-01,207.421
2007-01-02,210.305
2007-01-03,209.853
2007-01-04,206.745
2007-01-05,204.335
2007-01-08,204.348
2007-01-09,205.566
2007-01-10,203.816
2007-01-11,203.935
2007-01-12,205.19
2007-01-15,206.497
2007-01-16,205.031
2007-01-17,204.938
2007-01-18,204.542
2007-01-19,205.558
2007-01-22,206.05
2007-01-23,206.189
2007-01-24,207.926
2007-01-25,207.929
2007-01-26,206.564
2007-01-29,208.668
2007-01-30,208.518
2007-01-31,210.463
2007-02-01,213.106
2007-02-02,213.351
2007-02-05,213.609
2007-02-06,215.446
2007-02-07,217.836
2007-02-08,216.962
2007-02-09,217.141
2007-02-12,215.619
2007-02-13,217.474
2007-02-14,221.6
2007-02-15,221.381
2007-02-16,220.27
2007-02-19,221.376
2007-02-20,221.432
2007-02-21,220.443
2007-02-22,220.136
2007-02-23,220.663
2007-02-26,220.471
2007-02-27,215.137
2007-02-28,212.31
2007-03-01,209.025
2007-03-02,209.845
2007-03-05,204.488
2007-03-06,207.791
2007-03-07,209.707
2007-03-08,213.084
2007-03-09,211.764
2007-03-12,212.63
2007-03-13,212.149
2007-03-14,208.312
2007-03-15,210.08
2007-03-16,211.136
2007-03-19,214.232
2007-03-20,214.456
2007-03-21,216.799
2007-03-22,220.241
2007-03-23,219.644
2007-03-26,220.018
2007-03-27,220.433
2007-03-28,220.511
2007-03-29,221.69
2007-03-30,222.124
2007-04-02,223.178
2007-04-03,224.778
2007-04-04,225.467
2007-04-05,227.169
2007-04-06,227.169
2007-04-09,225.986
2007-04-10,227.562
2007-04-11,227.659
2007-04-12,227.563
2007-04-13,229.437
2007-04-16,231.553
2007-04-17,231.897
2007-04-18,232.23
2007-04-19,231.502
2007-04-20,232.329
2007-04-23,231.969
2007-04-24,230.956
2007-04-25,234.775
2007-04-26,234.213
2007-04-27,235.338
2007-04-30,236.385
2007-05-01,235.502
2007-05-02,235.599
2007-05-03,234.708
2007-05-04,236.529
2007-05-07,237.559
2007-05-08,235.075
2007-05-09,235.898
2007-05-10,235.937
2007-05-11,235.756
2007-05-14,236.058
2007-05-15,237.586
2007-05-16,237.496
2007-05-17,236.595
2007-05-18,237.766
2007-05-21,237.46
2007-05-22,238.488
2007-05-23,239.642
2007-05-24,237.503
2007-05-25,238.545
2007-05-28,239.368
2007-05-29,244.732
2007-05-30,249.504
2007-05-31,249.226
2007-06-01,250.865
2007-06-04,253.435
2007-06-05,252.719
2007-06-06,248.024
2007-06-07,242.43
2007-06-08,239.918
2007-06-11,241.418
2007-06-12,238.515
2007-06-13,240.967
2007-06-14,241.778
2007-06-15,244.848
2007-06-18,244.374
2007-06-19,244.593
2007-06-20,245.844
2007-06-21,242.834
2007-06-22,242.918
2007-06-25,241.6
2007-06-26,242.446
2007-06-27,241.936
2007-06-28,245.164
2007-06-29,246.382
2007-07-02,247.655
2007-07-03,246.382
2007-07-04,246.454
2007-07-05,244.047
2007-07-06,244.86
2007-07-09,246.277
2007-07-10,247.53
2007-07-11,248.249
2007-07-12,252.725
2007-07-13,253.724
2007-07-16,253.77
2007-07-17,253.74
2007-07-18,253.039
2007-07-19,256.305
2007-07-20,254.892
2007-07-23,255.296
2007-07-24,254.778
2007-07-25,249.454
2007-07-26,244.224
2007-07-27,240.467
2007-07-30,241.546
2007-07-31,245.622
2007-08-01,242.109
2007-08-02,243.514
2007-08-03,242.657
2007-08-06,239.309
2007-08-07,238.257
2007-08-08,241.857
2007-08-09,237.935
2007-08-10,231.595
2007-08-13,232.967
2007-08-14,231.003
2007-08-15,227.677
2007-08-16,218.922
2007-08-17,222.743
2007-08-20,224.999
2007-08-21,225.279
2007-08-22,228.744
2007-08-23,231.643
2007-08-24,233.572
2007-08-27,235.946
2007-08-28,232.627
2007-08-29,233.396
2007-08-30,234.308
2007-08-31,237.324
2007-09-03,237.048
2007-09-04,238.637
2007-09-05,237.024
2007-09-06,238.161
2007-09-07,234.646
2007-09-10,231.388
2007-09-11,235.977
2007-09-12,236.4
2007-09-13,237.663
2007-09-14,235.95
2007-09-17,232.716
2007-09-18,235.152
2007-09-19,239.866
2007-09-20,240.593
2007-09-21,242.191
2007-09-24,242.015
2007-09-25,242.066
2007-09-26,242.02
2007-09-27,241.512
2007-09-28,241.06
2007-10-01,241.624
2007-10-02,243.695
2007-10-03,242.679
2007-10-04,244.478
2007-10-05,245.859
2007-10-08,247.342
2007-10-09,247.697
2007-10-10,249.025
2007-10-11,251.649
2007-10-12,249.744
2007-10-15,252.314
2007-10-16,249.474
2007-10-17,252.625
2007-10-18,251.382
2007-10-19,250.854
2007-10-22,244.5
2007-10-23,248.859
2007-10-24,247.709
2007-10-25,251.008
2007-10-26,253.402
2007-10-29,254.947
2007-10-30,252.653
2007-10-31,257.546
2007-11-01,255.46
2007-11-02,257.511
2007-11-05,253.426
2007-11-06,257.427
2007-11-07,258.36
2007-11-08,255.793
2007-11-09,250.164
2007-11-12,246.769
2007-11-13,245.728
2007-11-14,251.027
2007-11-15,247.206
2007-11-16,243.724
2007-11-19,235.739
2007-11-20,238.548
2007-11-21,232.776
2007-11-22,233.164
2007-11-23,236.249
2007-11-26,236.983
2007-11-27,235.499
2007-11-28,237.637
2007-11-29,239.986
2007-11-30,242.054
2007-12-03,240.9
2007-12-04,239.187
2007-12-05,240.227
2007-12-06,238.849
2007-12-07,241.247
2007-12-10,243.729
2007-12-11,243.455
2007-12-12,243.066
2007-12-13,237.177
2007-12-14,234.848
2007-12-17,227.726
2007-12-18,226.905
2007-12-19,225.013
2007-12-20,224.524
2007-12-21,226.782
2007-12-24,228.504
2007-12-25,228.504
2007-12-26,230.075
2007-12-27,232.276
2007-12-28,235.822
2007-12-31,236.322
2008-01-01,236.322
2008-01-02,236.173
2008-01-03,233.612
2008-01-04,228.334
2008-01-07,220.348
2008-01-08,220.516
2008-01-09,212.633
2008-01-10,209.628
2008-01-11,208.271
2008-01-14,211.294
2008-01-15,205.51
2008-01-16,197.333
2008-01-17,196.215
2008-01-18,191.322
2008-01-21,176.547
2008-01-22,182.757
2008-01-23,178.648
2008-01-24,189.565
2008-01-25,193.88
2008-01-28,193.071
2008-01-29,198.287
2008-01-30,197.368
2008-01-31,197.491
2008-02-01,201.84
2008-02-04,204.272
2008-02-05,195.344
2008-02-06,195.436
2008-02-07,190.104
2008-02-08,190.557
2008-02-11,187.582
2008-02-12,194.852
2008-02-13,196.422
2008-02-14,198.055
2008-02-15,196.614
2008-02-18,198.839
2008-02-19,201.809
2008-02-20,199.362
2008-02-21,203.754
2008-02-22,203.299
2008-02-25,206.962
2008-02-26,210.887
2008-02-27,213.471
2008-02-28,210.002
2008-02-29,206.58
2008-03-03,203.886
2008-03-04,202.048
2008-03-05,206.009
2008-03-06,205.162
2008-03-07,202.128
2008-03-10,199.68
2008-03-11,200.717
2008-03-12,206.669
2008-03-13,204.56
2008-03-14,205.458
2008-03-17,200.317
2008-03-18,203.51
2008-03-19,197.868
2008-03-20,194.542
2008-03-21,194.542
2008-03-24,194.265
2008-03-25,203.659
2008-03-26,206.07
2008-03-27,210.199
2008-03-28,209.731
2008-03-31,213.416
2008-04-01,215.333
2008-04-02,216.487
2008-04-03,216.27
2008-04-04,219.07
2008-04-07,222.215
2008-04-08,220.055
2008-04-09,220.341
2008-04-10,219.566
2008-04-11,218.47
2008-04-14,216.097
2008-04-15,217.34
2008-04-16,221.738
2008-04-17,221.141
2008-04-18,221.822
2008-04-21,223.479
2008-04-22,224.085
2008-04-23,224.008
2008-04-24,221.365
2008-04-25,223.543
2008-04-28,225.433
2008-04-29,224.207
2008-04-30,224.764
2008-05-01,223.053
2008-05-02,223.942
2008-05-05,225.331
2008-05-06,224.471
2008-05-07,224.628
2008-05-08,225.866
2008-05-09,224.566
2008-05-12,227.363
2008-05-13,228.239
2008-05-14,229.385
2008-05-15,230.158
2008-05-16,232.828
2008-05-19,236.246
2008-05-20,234.318
2008-05-21,235.42
2008-05-22,232.634
2008-05-23,231.229
2008-05-26,230.923
2008-05-27,228.387
2008-05-28,228.556
2008-05-29,227.631
2008-05-30,228.682
2008-06-02,227.359
2008-06-03,227.791
2008-06-04,227.288
2008-06-05,230.363
2008-06-06,230.378
2008-06-09,226.646
2008-06-10,220.95
2008-06-11,218.511
2008-06-12,216.559
2008-06-13,216.64
2008-06-16,218.763
2008-06-17,221.481
2008-06-18,216.933
2008-06-19,214.018
2008-06-20,213.686
2008-06-23,209.1
2008-06-24,207.649
2008-06-25,211.063
2008-06-26,208.862
2008-06-27,206.92
2008-06-30,206.737
2008-07-01,203.697
2008-07-02,202.361
2008-07-03,200.947
2008-07-04,199.083
2008-07-07,200.708
2008-07-08,198.118
2008-07-09,201.938
2008-07-10,199.177
2008-07-11,195.494
2008-07-14,196.177
2008-07-15,192.796
2008-07-16,194.329
2008-07-17,201.525
2008-07-18,203.28
2008-07-21,207.264
2008-07-22,204.998
2008-07-23,206.812
2008-07-24,203.66
2008-07-25,203.389
2008-07-28,202.495
2008-07-29,198.948
2008-07-30,202.626
2008-07-31,202.035
2008-08-01,200.575
2008-08-04,200.062
2008-08-05,202.68
2008-08-06,205.293
2008-08-07,203.229
2008-08-08,199.842
2008-08-11,201.245
2008-08-12,201.021
2008-08-13,196.705
2008-08-14,197.655
2008-08-15,196.546
2008-08-18,195.343
2008-08-19,191.244
2008-08-20,191.378
2008-08-21,193.385
2008-08-22,195.807
2008-08-25,194.814
2008-08-26,194.241
2008-08-27,195.466
2008-08-28,198.303
2008-08-29,199.933
2008-09-01,197.42
2008-09-02,199.065
2008-09-03,195.961
2008-09-04,190.74
2008-09-05,184.956
2008-09-08,187.544
2008-09-09,184.066
2008-09-10,180.391
2008-09-11,176.211
2008-09-12,181.113
2008-09-15,178.111
2008-09-16,175.377
2008-09-17,172.701
2008-09-18,170.589
2008-09-19,177.66
2008-09-22,180.383
2008-09-23,178.678
2008-09-24,176.671
2008-09-25,176.96
2008-09-26,172.127
2008-09-29,161.411
2008-09-30,158.874
2008-10-01,156.845
2008-10-02,151.46
2008-10-03,149.91
2008-10-06,135.615
2008-10-07,132.775
2008-10-08,126.512
2008-10-09,127.284
2008-10-10,119.207
2008-10-13,130.388
2008-10-14,136.391
2008-10-15,127.97
2008-10-16,120.042
2008-10-17,121.383
2008-10-20,121.749
2008-10-21,121.67
2008-10-22,115.35
2008-10-23,112.65
2008-10-24,106.139
2008-10-27,98.269
2008-10-28,99.441
2008-10-29,107.324
2008-10-30,110.651
2008-10-31,112.069
2008-11-03,115.735
2008-11-04,123.146
2008-11-05,122.266
2008-11-06,113.559
2008-11-07,113.907
2008-11-10,116.738
2008-11-11,111.762
2008-11-12,107.719
2008-11-13,107.861
2008-11-14,108.929
2008-11-17,106.879
2008-11-18,105.79
2008-11-19,102.105
2008-11-20,96.632
2008-11-21,95.084
2008-11-24,102.165
2008-11-25,103.697
2008-11-26,103.133
2008-11-27,105.653
2008-11-28,103.754
2008-12-01,99.627
2008-12-02,101.774
2008-12-03,101.392
2008-12-04,101.826
2008-12-05,98.582
2008-12-08,103.664
2008-12-09,103.963
2008-12-10,105.39
2008-12-11,107.032
2008-12-12,105.32
2008-12-15,107.861
2008-12-16,108.44
2008-12-17,110.55
2008-12-18,111.418
2008-12-19,106.243
2008-12-22,104.306
2008-12-23,104.241
2008-12-24,105.072
2008-12-25,105.072
2008-12-26,105.579
2008-12-29,107.779
2008-12-30,109.051
2008-12-31,107.751
2009-01-01,107.751
2009-01-02,112.054
2009-01-05,112.15
2009-01-06,111.832
2009-01-07,113.496
2009-01-08,113.21
2009-01-09,112.257
2009-01-12,110.004
2009-01-13,106.639
2009-01-14,102.933
2009-01-15,101.491
2009-01-16,103.583
2009-01-19,101.841
2009-01-20,97.813
2009-01-21,97.878
2009-01-22,98.125
2009-01-23,94.691
2009-01-26,99.296
2009-01-27,100.791
2009-01-28,103.979
2009-01-29,101.759
2009-01-30,99.929
2009-02-02,97.82
2009-02-03,100.412
2009-02-04,101.781
2009-02-05,101.881
2009-02-06,104.171
2009-02-09,107.601
2009-02-10,105.286
2009-02-11,103.731
2009-02-12,100.743
2009-02-13,102.384
2009-02-16,101.244
2009-02-17,97.121
2009-02-18,96.359
2009-02-19,98.214
2009-02-20,94.603
2009-02-23,93.66
2009-02-24,92.338
2009-02-25,93.007
2009-02-26,93.717
2009-02-27,93.454
2009-03-02,88.984
2009-03-03,87.87
2009-03-04,91.406
2009-03-05,88.993
2009-03-06,88.078
2009-03-09,86.838
2009-03-10,90.581
2009-03-11,91.282
2009-03-12,92.676
2009-03-13,93.396
2009-03-16,95.793
2009-03-17,95.623
2009-03-18,96.735
2009-03-19,102.131
2009-03-20,102.159
2009-03-23,103.578
2009-03-24,103.769
2009-03-25,104.684
2009-03-26,105.937
2009-03-27,102.679
2009-03-30,98.974
2009-03-31,102.176
2009-04-01,104.242
2009-04-02,109.754
2009-04-03,110.523
2009-04-06,111.114
2009-04-07,108.456
2009-04-08,108.674
2009-04-09,111.237
2009-04-10,111.237
2009-04-13,112.18
2009-04-14,113.555
2009-04-15,114.297
2009-04-16,115.559
2009-04-17,116.211
2009-04-20,111.493
2009-04-21,111.881
2009-04-22,114.189
2009-04-23,115.265
2009-04-24,118.787
2009-04-27,117.738
2009-04-28,115.573
2009-04-29,118.665
2009-04-30,119.704
2009-05-01,119.722
2009-05-04,123.206
2009-05-05,124.571
2009-05-06,124.982
2009-05-07,126.216
2009-05-08,127.431
2009-05-11,125.755
2009-05-12,126.161
2009-05-13,122.202
2009-05-14,122.125
2009-05-15,124.557
2009-05-18,124.531
2009-05-19,127.178
2009-05-20,130.439
2009-05-21,128.074
2009-05-22,129.587
2009-05-25,129.912
2009-05-26,129.766
2009-05-27,130.587
2009-05-28,129.589
2009-05-29,131.355
2009-06-01,133.968
2009-06-02,136.883
2009-06-03,135.533
2009-06-04,135.292
2009-06-05,134.037
2009-06-08,131.218
2009-06-09,132.5
2009-06-10,133.955
2009-06-11,135.305
2009-06-12,134.302
2009-06-15,130.009
2009-06-16,129.656
2009-06-17,126.378
2009-06-18,126.612
2009-06-19,127.792
2009-06-22,123.468
2009-06-23,124.297
2009-06-24,127.788
2009-06-25,127.08
2009-06-26,129.36
2009-06-29,130.623
2009-06-30,129.891
2009-07-01,133.163
2009-07-02,130.636
2009-07-03,129.587
2009-07-06,127.131
2009-07-07,127.677
2009-07-08,124.22
2009-07-09,125.525
2009-07-10,124.238
2009-07-13,125.859
2009-07-14,127.43
2009-07-15,131.519
2009-07-16,132.17
2009-07-17,133.388
2009-07-20,135.401
2009-07-21,136.414
2009-07-22,136.391
2009-07-23,138.281
2009-07-24,137.829
2009-07-27,138.866
2009-07-28,136.744
2009-07-29,136.639
2009-07-30,139.666
2009-07-31,142.922
2009-08-03,147.738
2009-08-04,148.39
2009-08-05,148.719
2009-08-06,149.937
2009-08-07,148.556
2009-08-10,149.347
2009-08-11,147.191
2009-08-12,148.932
2009-08-13,151.452
2009-08-14,151.228
2009-08-17,145.613
2009-08-18,147.087
2009-08-19,147.835
2009-08-20,150.099
2009-08-21,152.808
2009-08-24,155.905
2009-08-25,157.964
2009-08-26,156.278
2009-08-27,155.176
2009-08-28,158.663
2009-08-31,156.356
2009-09-01,153.522
2009-09-02,150.817
2009-09-03,152.96
2009-09-04,155.183
2009-09-07,159.529
2009-09-08,163.251
2009-09-09,165.809
2009-09-10,166.536
2009-09-11,167.877
2009-09-14,167.782
2009-09-15,169.969
2009-09-16,173.933
2009-09-17,175.532
2009-09-18,175.516
2009-09-21,173.78
2009-09-22,176.605
2009-09-23,176.647
2009-09-24,173.336
2009-09-25,172.987
2009-09-28,175.099
2009-09-29,174.863
2009-09-30,177.34
2009-10-01,174.421
2009-10-02,170.367
2009-10-05,172.071
2009-10-06,178.162
2009-10-07,178.767
2009-10-08,183.09
2009-10-09,183.233
2009-10-12,186.511
2009-10-13,185.243
2009-10-14,189.645
2009-10-15,190.289
2009-10-16,188.045
2009-10-19,190.551
2009-10-20,189.172
2009-10-21,188.211
2009-10-22,184.247
2009-10-23,184.521
2009-10-26,178.531
2009-10-27,174.685
2009-10-28,168.025
2009-10-29,174.127
2009-10-30,169.428
2009-11-02,170.909
2009-11-03,167.196
2009-11-04,174.04
2009-11-05,175.501
2009-11-06,176.039
2009-11-09,179.97
2009-11-10,176.719
2009-11-11,177.528
2009-11-12,176.33
2009-11-13,175.605
2009-11-16,180.12
2009-11-17,177.124
2009-11-18,178.334
2009-11-19,174.33
2009-11-20,172.897
2009-11-23,175.823
2009-11-24,174.97
2009-11-25,176.016
2009-11-26,169.553
2009-11-27,171.42
2009-11-30,169.201
2009-12-01,173.283
2009-12-02,174.247
2009-12-03,174.355
2009-12-04,172.781
2009-12-07,172.406
2009-12-08,169.603
2009-12-09,167.956
2009-12-10,167.696
2009-12-11,167.708
2009-12-14,169.347
2009-12-15,168.723
2009-12-16,170.943
2009-12-17,167.756
2009-12-18,166.002
2009-12-21,168.024
2009-12-22,167.589
2009-12-23,169.137
2009-12-24,169.09
2009-12-25,169.09
2009-12-28,169.698
2009-12-29,171.026
2009-12-30,170.036
2009-12-31,170.909
2010-01-01,170.909
2010-01-04,175.845
2010-01-05,177.594
2010-01-06,178.612
2010-01-07,178.541
2010-01-08,179.526
2010-01-11,182.685
2010-01-12,179.934
2010-01-13,179.587
2010-01-14,180.559
2010-01-15,178.527
2010-01-18,179.347
2010-01-19,178.338
2010-01-20,175.173
2010-01-21,172.725
2010-01-22,172.028
2010-01-25,172.191
2010-01-26,171.446
2010-01-27,170.17
2010-01-28,169.004
2010-01-29,169.581
2010-02-01,171.204
2010-02-02,174.079
2010-02-03,173.335
2010-02-04,167.458
2010-02-05,161.567
2010-02-08,160.223
2010-02-09,160.9
2010-02-10,161.188
2010-02-11,159.62
2010-02-12,157.529
2010-02-15,156.079
2010-02-16,158.979
2010-02-17,162.132
2010-02-18,162.563
2010-02-19,161.365
2010-02-22,162.147
2010-02-23,160.997
2010-02-24,161.15
2010-02-25,158.632
2010-02-26,162.029
2010-03-01,162.297
2010-03-02,165.054
2010-03-03,168.056
2010-03-04,166.864
2010-03-05,169.061
2010-03-08,169.781
2010-03-09,168.642
2010-03-10,171.815
2010-03-11,171.597
2010-03-12,172.441
2010-03-15,170.573
2010-03-16,174.044
2010-03-17,175.615
2010-03-18,173.77
2010-03-19,172.818
2010-03-22,173.419
2010-03-23,175.18
2010-03-24,173.602
2010-03-25,174.919
2010-03-26,176.457
2010-03-29,177.903
2010-03-30,175.735
2010-03-31,176.914
2010-04-01,180.361
2010-04-02,180.361
2010-04-05,179.948
2010-04-06,180.827
2010-04-07,179.748
2010-04-08,178.53
2010-04-09,181.704
2010-04-12,184.061
2010-04-13,182.76
2010-04-14,184.972
2010-04-15,185.76
2010-04-16,183.311
2010-04-19,180.638
2010-04-20,183.535
2010-04-21,182.788
2010-04-22,179.879
2010-04-23,183.126
2010-04-26,184.3
2010-04-27,181.345
2010-04-28,175.35
2010-04-29,179.749
2010-04-30,180.259
2010-05-03,179.663
2010-05-04,171.438
2010-05-05,165.563
2010-05-06,162.617
2010-05-07,154.69
2010-05-10,167.683
2010-05-11,164.244
2010-05-12,167.943
2010-05-13,166.4
2010-05-14,159.264
2010-05-17,155.69
2010-05-18,158.589
2010-05-19,153.308
2010-05-20,149.582
2010-05-21,152.187
2010-05-24,149.474
2010-05-25,142.027
2010-05-26,145.141
2010-05-27,150.755
2010-05-28,151.647
2010-05-31,151.596
2010-06-01,150.875
2010-06-02,148.958
2010-06-03,152.653
2010-06-04,148.088
2010-06-07,144.539
2010-06-08,143.085
2010-06-09,146.677
2010-06-10,150.229
2010-06-11,150.938
2010-06-14,156.095
2010-06-15,157.573
2010-06-16,157.666
2010-06-17,158.612
2010-06-18,159.283
2010-06-21,160.337
2010-06-22,157.783
2010-06-23,155.728
2010-06-24,153.503
2010-06-25,152.061
2010-06-28,154.408
2010-06-29,147.817
2010-06-30,149.066
2010-07-01,148.24
2010-07-02,150.525
2010-07-05,149.983
2010-07-06,154.983
2010-07-07,155.627
2010-07-08,157.996
2010-07-09,157.497
2010-07-12,158.42
2010-07-13,162.193
2010-07-14,163.44
2010-07-15,164.133
2010-07-16,162.455
2010-07-19,161.564
2010-07-20,159.232
2010-07-21,160.556
2010-07-22,164.269
2010-07-23,163.534
2010-07-26,166.297
2010-07-27,167.786
2010-07-28,167.323
2010-07-29,168.217
2010-07-30,166.666
2010-08-02,171.697
2010-08-03,172.938
2010-08-04,171.445
2010-08-05,172.102
2010-08-06,172.63
2010-08-09,173.563
2010-08-10,169.824
2010-08-11,162.879
2010-08-12,160.7
2010-08-13,159.653
2010-08-16,161.268
2010-08-17,164.737
2010-08-18,164.731
2010-08-19,163.563
2010-08-20,158.652
2010-08-23,159.302
2010-08-24,156.651
2010-08-25,154.683
2010-08-26,157.012
2010-08-27,157.632
2010-08-30,158.054
2010-08-31,157.994
2010-09-01,162.647
2010-09-02,163.9
2010-09-03,165.365
2010-09-06,166.423
2010-09-07,163.09
2010-09-08,164.577
2010-09-09,166.33
2010-09-10,167.079
2010-09-13,170.834
2010-09-14,172.523
2010-09-15,172.456
2010-09-16,173.748
2010-09-17,173.015
2010-09-20,175.708
2010-09-21,177.933
2010-09-22,180.242
