Date,SWITZERLAND IMI IMI (Large+Mid+Small Cap)
2002-02-26,404.161
2002-02-27,407.952
2002-02-28,410.825
2002-03-01,410.666
2002-03-04,417.729
2002-03-05,416.439
2002-03-06,419.621
2002-03-07,426.292
2002-03-08,429.801
2002-03-11,428.145
2002-03-12,424.591
2002-03-13,428.345
2002-03-14,436.127
2002-03-15,437.793
2002-03-18,439.661
2002-03-19,440.051
2002-03-20,440.156
2002-03-21,438.792
2002-03-22,439.485
2002-03-25,437.981
2002-03-26,438.78
2002-03-27,437.442
2002-03-28,438.344
2002-03-29,438.344
2002-04-01,443.419
2002-04-02,445.075
2002-04-03,446.55
2002-04-04,445.914
2002-04-05,442.951
2002-04-08,436.788
2002-04-09,440.011
2002-04-10,442.879
2002-04-11,440.847
2002-04-12,438.32
2002-04-15,439.787
2002-04-16,444.353
2002-04-17,448.556
2002-04-18,450.809
2002-04-19,449.634
2002-04-22,449.605
2002-04-23,449.195
2002-04-24,451.162
2002-04-25,449.533
2002-04-26,446.092
2002-04-29,449.63
2002-04-30,449.736
2002-05-01,454.091
2002-05-02,452.297
2002-05-03,459.349
2002-05-06,458.375
2002-05-07,450.303
2002-05-08,456.638
2002-05-09,457.038
2002-05-10,456.102
2002-05-13,456.787
2002-05-14,454.902
2002-05-15,461.298
2002-05-16,464.024
2002-05-17,468.066
2002-05-20,466.586
2002-05-21,466.414
2002-05-22,468.378
2002-05-23,463.352
2002-05-24,463.812
2002-05-27,464.278
2002-05-28,466.572
2002-05-29,467.106
2002-05-30,467.044
2002-05-31,467.803
2002-06-03,466.593
2002-06-04,459.983
2002-06-05,455.41
2002-06-06,455.616
2002-06-07,449.248
2002-06-10,449.494
2002-06-11,451.499
2002-06-12,439.819
2002-06-13,433.637
2002-06-14,430.108
2002-06-17,439.517
2002-06-18,435.926
2002-06-19,433.701
2002-06-20,425.325
2002-06-21,427.89
2002-06-24,418.287
2002-06-25,428.297
2002-06-26,425.671
2002-06-27,428.354
2002-06-28,449.151
2002-07-01,449.028
2002-07-02,440.554
2002-07-03,428.129
2002-07-04,436.808
2002-07-05,446.464
2002-07-08,450.19
2002-07-09,449.857
2002-07-10,433.582
2002-07-11,418.617
2002-07-12,424.469
2002-07-15,413.366
2002-07-16,405.947
2002-07-17,410.973
2002-07-18,409.434
2002-07-19,390.719
2002-07-22,368.864
2002-07-23,358.055
2002-07-24,358.398
2002-07-25,381.789
2002-07-26,385.782
2002-07-29,397.465
2002-07-30,397.906
2002-07-31,394.809
2002-08-01,389.625
2002-08-02,385.801
2002-08-05,372.272
2002-08-06,381.909
2002-08-07,379.016
2002-08-08,390.929
2002-08-09,397.61
2002-08-12,393.575
2002-08-13,398.723
2002-08-14,400.542
2002-08-15,408.128
2002-08-16,407.463
2002-08-19,413.641
2002-08-20,401.79
2002-08-21,411.692
2002-08-22,409.967
2002-08-23,408.435
2002-08-26,404.098
2002-08-27,412.474
2002-08-28,396.224
2002-08-29,388.097
2002-08-30,392.98
2002-09-02,384.739
2002-09-03,377.701
2002-09-04,380.225
2002-09-05,380.113
2002-09-06,388.512
2002-09-09,382.289
2002-09-10,384.9
2002-09-11,391.486
2002-09-12,380.658
2002-09-13,373.233
2002-09-16,369.72
2002-09-17,364.211
2002-09-18,361.58
2002-09-19,357.757
2002-09-20,358.73
2002-09-23,346.203
2002-09-24,345.147
2002-09-25,350.036
2002-09-26,366.557
2002-09-27,366.963
2002-09-30,365.718
2002-10-01,358.846
2002-10-02,367.644
2002-10-03,364.711
2002-10-04,354.556
2002-10-07,346.589
2002-10-08,339.301
2002-10-09,337.798
2002-10-10,344.001
2002-10-11,360.914
2002-10-14,358.718
2002-10-15,375.301
2002-10-16,370.373
2002-10-17,371.331
2002-10-18,369.325
2002-10-21,366.516
2002-10-22,365.751
2002-10-23,358.139
2002-10-24,366.344
2002-10-25,370.911
2002-10-28,370.353
2002-10-29,360.723
2002-10-30,369.742
2002-10-31,377.497
2002-11-01,375.589
2002-11-04,384.519
2002-11-05,387.765
2002-11-06,384.612
2002-11-07,380.722
2002-11-08,378.267
2002-11-11,373.564
2002-11-12,378.349
2002-11-13,375.604
2002-11-14,381.768
2002-11-15,388.956
2002-11-18,389.336
2002-11-19,388.21
2002-11-20,387.043
2002-11-21,392.885
2002-11-22,393.227
2002-11-25,389.529
2002-11-26,385.853
2002-11-27,390.498
2002-11-28,390.274
2002-11-29,387.663
2002-12-02,390.181
2002-12-03,381.707
2002-12-04,382.799
2002-12-05,378.791
2002-12-06,380.279
2002-12-09,374.788
2002-12-10,378.691
2002-12-11,378.348
2002-12-12,378.22
2002-12-13,378.634
2002-12-16,384.292
2002-12-17,386.311
2002-12-18,379.569
2002-12-19,378.181
2002-12-20,378.379
2002-12-23,376.632
2002-12-24,379.264
2002-12-25,379.264
2002-12-26,379.871
2002-12-27,370.205
2002-12-30,376.006
2002-12-31,378.696
2003-01-01,378.696
2003-01-02,373.7
2003-01-03,394.943
2003-01-06,398.453
2003-01-07,394.49
2003-01-08,391.504
2003-01-09,393.25
2003-01-10,394.556
2003-01-13,397.994
2003-01-14,404.76
2003-01-15,396.602
2003-01-16,393.885
2003-01-17,391.854
2003-01-20,386.16
2003-01-21,384.174
2003-01-22,374.752
2003-01-23,376.338
2003-01-24,373.474
2003-01-27,360.2
2003-01-28,359.361
2003-01-29,362.356
2003-01-30,364.483
2003-01-31,365.128
2003-02-03,369.11
2003-02-04,364.614
2003-02-05,365.803
2003-02-06,356.029
2003-02-07,352.813
2003-02-10,346.239
2003-02-11,351.796
2003-02-12,344.39
2003-02-13,347.493
2003-02-14,354.685
2003-02-17,360.442
2003-02-18,354.865
2003-02-19,348.032
2003-02-20,351.21
2003-02-21,352.353
2003-02-24,347.244
2003-02-25,341.402
2003-02-26,339.228
2003-02-27,339.473
2003-02-28,346.119
2003-03-03,351.99
2003-03-04,342.774
2003-03-05,338.442
2003-03-06,336.608
2003-03-07,332.852
2003-03-10,321.74
2003-03-11,320.459
2003-03-12,315.686
2003-03-13,321.148
2003-03-14,335.076
2003-03-17,341.61
2003-03-18,342.027
2003-03-19,348.384
2003-03-20,351.296
2003-03-21,360.914
2003-03-24,347.856
2003-03-25,351.768
2003-03-26,349.356
2003-03-27,345.971
2003-03-28,348.747
2003-03-31,344.566
2003-04-01,347.732
2003-04-02,353.406
2003-04-03,355.883
2003-04-04,359.584
2003-04-07,365.444
2003-04-08,364.919
2003-04-09,367.878
2003-04-10,362.907
2003-04-11,365.544
2003-04-14,370.442
2003-04-15,377.8
2003-04-16,376.425
2003-04-17,377.262
2003-04-18,377.262
2003-04-21,373.584
2003-04-22,379.175
2003-04-23,382.618
2003-04-24,380.665
2003-04-25,377.595
2003-04-28,382.639
2003-04-29,379.395
2003-04-30,385.259
2003-05-01,389.786
2003-05-02,386.331
2003-05-05,392.539
2003-05-06,399.956
2003-05-07,401.192
2003-05-08,395.546
2003-05-09,395.865
2003-05-12,393.71
2003-05-13,397.377
2003-05-14,398.434
2003-05-15,399.349
2003-05-16,404.705
2003-05-19,399.615
2003-05-20,400.803
2003-05-21,397.715
2003-05-22,406.363
2003-05-23,408.607
2003-05-26,406.674
2003-05-27,410.397
2003-05-28,413.819
2003-05-29,416.302
2003-05-30,410.062
2003-06-02,420.579
2003-06-03,414.45
2003-06-04,416.08
2003-06-05,417.069
2003-06-06,416.573
2003-06-09,420.769
2003-06-10,418.315
2003-06-11,426.839
2003-06-12,427.763
2003-06-13,422.442
2003-06-16,433.931
2003-06-17,436.779
2003-06-18,434.068
2003-06-19,426.624
2003-06-20,427.517
2003-06-23,418.044
2003-06-24,417.818
2003-06-25,418.815
2003-06-26,414.392
2003-06-27,412.514
2003-06-30,409.487
2003-07-01,405.034
2003-07-02,409.66
2003-07-03,413.684
2003-07-04,412.734
2003-07-07,415.061
2003-07-08,411.955
2003-07-09,410.861
2003-07-10,409.823
2003-07-11,412.077
2003-07-14,417.24
2003-07-15,413.833
2003-07-16,413.036
2003-07-17,410.878
2003-07-18,412.568
2003-07-21,414.007
2003-07-22,412.961
2003-07-23,418.497
2003-07-24,424.576
2003-07-25,425.206
2003-07-28,427.494
2003-07-29,427.531
2003-07-30,426.243
2003-07-31,425.452
2003-08-01,425.568
2003-08-04,425.674
2003-08-05,430.405
2003-08-06,426.91
2003-08-07,425.883
2003-08-08,424.7
2003-08-11,423.776
2003-08-12,425.506
2003-08-13,424.17
2003-08-14,426.519
2003-08-15,431.836
2003-08-18,428.56
2003-08-19,427.69
2003-08-20,428.125
2003-08-21,427.002
2003-08-22,426.067
2003-08-25,422.248
2003-08-26,421.689
2003-08-27,423.371
2003-08-28,425.114
2003-08-29,422.777
2003-09-01,429.858
2003-09-02,424.004
2003-09-03,431.155
2003-09-04,432.959
2003-09-05,439.378
2003-09-08,443.906
2003-09-09,442.028
2003-09-10,441.77
2003-09-11,442.331
2003-09-12,444.596
2003-09-15,446.674
2003-09-16,445.716
2003-09-17,450.544
2003-09-18,451.499
2003-09-19,453.856
2003-09-22,448.643
2003-09-23,445.127
2003-09-24,445.933
2003-09-25,444.127
2003-09-26,441.156
2003-09-29,442.114
2003-09-30,442.582
2003-10-01,445.875
2003-10-02,446.733
2003-10-03,452.627
2003-10-06,450.675
2003-10-07,452.028
2003-10-08,454.926
2003-10-09,458.149
2003-10-10,459.924
2003-10-13,460.453
2003-10-14,460.628
2003-10-15,458.659
2003-10-16,461.63
2003-10-17,456.461
2003-10-20,459.573
2003-10-21,459.321
2003-10-22,456.779
2003-10-23,453.691
2003-10-24,455.628
2003-10-27,456.12
2003-10-28,453.996
2003-10-29,454.279
2003-10-30,458.422
2003-10-31,454.337
2003-11-03,455.469
2003-11-04,449.723
2003-11-05,444.105
2003-11-06,444.652
2003-11-07,451.191
2003-11-10,446.708
2003-11-11,450.382
2003-11-12,455.067
2003-11-13,461.109
2003-11-14,469.131
2003-11-17,464.401
2003-11-18,466.703
2003-11-19,464.04
2003-11-20,465.045
2003-11-21,467.055
2003-11-24,466.901
2003-11-25,468.269
2003-11-26,474.181
2003-11-27,475.056
2003-11-28,478.294
2003-12-01,481.306
2003-12-02,486.295
2003-12-03,490.722
2003-12-04,487.85
2003-12-05,487.593
2003-12-08,491.909
2003-12-09,493.601
2003-12-10,491.249
2003-12-11,490.999
2003-12-12,495.785
2003-12-15,498.592
2003-12-16,496.892
2003-12-17,496.449
2003-12-18,501.351
2003-12-19,499.743
2003-12-22,499.829
2003-12-23,501.304
2003-12-24,504.597
2003-12-25,504.597
2003-12-26,503.629
2003-12-29,506.349
2003-12-30,512.279
2003-12-31,515.613
2004-01-01,515.613
2004-01-02,514.532
2004-01-05,525.579
2004-01-06,528.773
2004-01-07,525.251
2004-01-08,529.087
2004-01-09,531.232
2004-01-12,524.152
2004-01-13,528.92
2004-01-14,530.925
2004-01-15,526.981
2004-01-16,522.971
2004-01-19,522.202
2004-01-20,527.651
2004-01-21,532.253
2004-01-22,538.918
2004-01-23,542.58
2004-01-26,536.471
2004-01-27,541.132
2004-01-28,541.338
2004-01-29,531.517
2004-01-30,530.195
2004-02-02,534.75
2004-02-03,535.651
2004-02-04,536.677
2004-02-05,539.16
2004-02-06,549.13
2004-02-09,552.278
2004-02-10,554.02
2004-02-11,552.273
2004-02-12,554.847
2004-02-13,552.458
2004-02-16,554.213
2004-02-17,557.218
2004-02-18,553.614
2004-02-19,550.669
2004-02-20,544.318
2004-02-23,545.78
2004-02-24,544.873
2004-02-25,539.59
2004-02-26,533.334
2004-02-27,534.396
2004-03-01,538.454
2004-03-02,535.269
2004-03-03,528.874
2004-03-04,536.779
2004-03-05,543.688
2004-03-08,538.9
2004-03-09,539.457
2004-03-10,534.079
2004-03-11,522.361
2004-03-12,519.625
2004-03-15,515.207
2004-03-16,520.757
2004-03-17,519.118
2004-03-18,522.149
2004-03-19,521.354
2004-03-22,510.757
2004-03-23,512.144
2004-03-24,507.904
2004-03-25,514.108
2004-03-26,510.045
2004-03-29,514.624
2004-03-30,514.994
2004-03-31,519.969
2004-04-01,530.724
2004-04-02,524.963
2004-04-05,521.398
2004-04-06,520.764
2004-04-07,529.449
2004-04-08,530.45
2004-04-09,530.45
2004-04-12,529.727
2004-04-13,522.333
2004-04-14,520.538
2004-04-15,522.15
2004-04-16,527.32
2004-04-19,529.407
2004-04-20,525.65
2004-04-21,521.37
2004-04-22,520.41
2004-04-23,521.184
2004-04-26,528.159
2004-04-27,532.423
2004-04-28,524.884
2004-04-29,529.111
2004-04-30,527.58
2004-05-03,530.309
2004-05-04,538.046
2004-05-05,545.441
2004-05-06,537.666
2004-05-07,530.68
2004-05-10,513.781
2004-05-11,518.718
2004-05-12,517.274
2004-05-13,520.17
2004-05-14,518.439
2004-05-17,518.505
2004-05-18,520.274
2004-05-19,529.994
2004-05-20,524.852
2004-05-21,523.691
2004-05-24,523.904
2004-05-25,527.616
2004-05-26,528.637
2004-05-27,541.419
2004-05-28,532.714
2004-05-31,532.714
2004-06-01,530.444
2004-06-02,538.019
2004-06-03,539.471
2004-06-04,542.313
2004-06-07,550.48
2004-06-08,549.023
2004-06-09,541.641
2004-06-10,541.226
2004-06-11,536.731
2004-06-14,533.88
2004-06-15,536.102
2004-06-16,535.258
2004-06-17,540.207
2004-06-18,544.65
2004-06-21,544.435
2004-06-22,538.207
2004-06-23,536.799
2004-06-24,543.528
2004-06-25,540.193
2004-06-28,544.077
2004-06-29,535.886
2004-06-30,533.86
2004-07-01,534.52
2004-07-02,541.791
2004-07-05,537.774
2004-07-06,534.384
2004-07-07,537.246
2004-07-08,542.526
2004-07-09,538.603
2004-07-12,538.093
2004-07-13,532.226
2004-07-14,536.931
2004-07-15,528.119
2004-07-16,530.78
2004-07-19,526.078
2004-07-20,527.609
2004-07-21,525.749
2004-07-22,521.66
2004-07-23,515.13
2004-07-26,512.174
2004-07-27,512.245
2004-07-28,512.495
2004-07-29,516.684
2004-07-30,513.9
2004-08-02,513.869
2004-08-03,518.774
2004-08-04,513.24
2004-08-05,512.365
2004-08-06,511.501
2004-08-09,506.387
2004-08-10,510.766
2004-08-11,503.739
2004-08-12,504.681
2004-08-13,507.887
2004-08-16,510.883
2004-08-17,511.476
2004-08-18,505.302
2004-08-19,511.049
2004-08-20,507.639
2004-08-23,506.903
2004-08-24,503.276
2004-08-25,501.892
2004-08-26,506.455
2004-08-27,506.549
2004-08-30,506.02
2004-08-31,507.776
2004-09-01,513.763
2004-09-02,512.362
2004-09-03,513.058
2004-09-06,517.084
2004-09-07,518.511
2004-09-08,519.233
2004-09-09,517.253
2004-09-10,523.707
2004-09-13,524.642
2004-09-14,522.901
2004-09-15,516.976
2004-09-16,515.506
2004-09-17,517.526
2004-09-20,516.571
2004-09-21,526.933
2004-09-22,523.026
2004-09-23,519.52
2004-09-24,516.296
2004-09-27,513.627
2004-09-28,518.299
2004-09-29,521.228
2004-09-30,520.441
2004-10-01,525.42
2004-10-04,524.873
2004-10-05,526.227
2004-10-06,525.975
2004-10-07,520.363
2004-10-08,523.979
2004-10-11,520.27
2004-10-12,513.309
2004-10-13,515.466
2004-10-14,516.039
2004-10-15,517.403
2004-10-18,519.07
2004-10-19,523.916
2004-10-20,523.9
2004-10-21,526.607
2004-10-22,526.454
2004-10-25,526.65
2004-10-26,528.298
2004-10-27,532.653
2004-10-28,536.527
2004-10-29,530.988
2004-11-01,536.094
2004-11-02,539.909
2004-11-03,550.302
2004-11-04,555.808
2004-11-05,563.182
2004-11-08,563.514
2004-11-09,559.615
2004-11-10,564.263
2004-11-11,569.28
2004-11-12,573.377
2004-11-15,571.363
2004-11-16,571.28
2004-11-17,578.555
2004-11-18,576.337
2004-11-19,574.637
2004-11-22,568.675
2004-11-23,567.709
2004-11-24,569.356
2004-11-25,578.172
2004-11-26,577.979
2004-11-29,575.838
2004-11-30,569.893
2004-12-01,573.128
2004-12-02,574.712
2004-12-03,579.215
2004-12-06,576.936
2004-12-07,580.533
2004-12-08,571.791
2004-12-09,571.813
2004-12-10,571.62
2004-12-13,579.166
2004-12-14,581.299
2004-12-15,587.828
2004-12-16,580.804
2004-12-17,574.58
2004-12-20,586.386
2004-12-21,581.843
2004-12-22,587.044
2004-12-23,592.488
2004-12-24,593.344
2004-12-27,595.977
2004-12-28,595.505
2004-12-29,596.231
2004-12-30,597.733
2004-12-31,595.762
2005-01-03,597.804
2005-01-04,589.02
2005-01-05,583.62
2005-01-06,581.123
2005-01-07,574.921
2005-01-10,577.782
2005-01-11,577.945
2005-01-12,580.434
2005-01-13,577.901
2005-01-14,577.133
2005-01-17,581.045
2005-01-18,576.793
2005-01-19,579.699
2005-01-20,573.253
2005-01-21,574.48
2005-01-24,578.484
2005-01-25,575.005
2005-01-26,580.93
2005-01-27,580.505
2005-01-28,576.373
2005-01-31,579.4
2005-02-01,578.913
2005-02-02,580.09
2005-02-03,576.934
2005-02-04,579.279
2005-02-07,576.325
2005-02-08,574.927
2005-02-09,575.302
2005-02-10,581.135
2005-02-11,585.241
2005-02-14,589.377
2005-02-15,591.519
2005-02-16,588.618
2005-02-17,593.553
2005-02-18,596.552
2005-02-21,599.471
2005-02-22,607.149
2005-02-23,600.959
2005-02-24,601.964
2005-02-25,606.251
2005-02-28,611.864
2005-03-01,612.054
2005-03-02,610.496
2005-03-03,608.982
2005-03-04,617.526
2005-03-07,613.087
2005-03-08,618.886
2005-03-09,616.188
2005-03-10,618.268
2005-03-11,622.927
2005-03-14,616.863
2005-03-15,619.046
2005-03-16,620.147
2005-03-17,616.056
2005-03-18,607.056
2005-03-21,602.961
2005-03-22,603.878
2005-03-23,595.074
2005-03-24,593.927
2005-03-25,593.927
2005-03-28,590.406
2005-03-29,593.485
2005-03-30,595.84
2005-03-31,597.176
2005-04-01,596.232
2005-04-04,584.974
2005-04-05,590.818
2005-04-06,596.582
2005-04-07,601.472
2005-04-08,599.281
2005-04-11,604.212
2005-04-12,597.684
2005-04-13,600.673
2005-04-14,596.058
2005-04-15,601.719
2005-04-18,598.387
2005-04-19,605.167
2005-04-20,603.976
2005-04-21,604.704
2005-04-22,606.353
2005-04-25,600.624
2005-04-26,601.542
2005-04-27,594.715
2005-04-28,593.994
2005-04-29,596.756
2005-05-02,596.863
2005-05-03,599.591
2005-05-04,609.471
2005-05-05,606.185
2005-05-06,606.054
2005-05-09,603.27
2005-05-10,597.977
2005-05-11,595.914
2005-05-12,594.149
2005-05-13,590.62
2005-05-16,589.558
2005-05-17,590.943
2005-05-18,595.663
2005-05-19,596.38
2005-05-20,591.562
2005-05-23,595.394
2005-05-24,599.866
2005-05-25,602.295
2005-05-26,602.364
2005-05-27,604.898
2005-05-30,602.767
2005-05-31,596.68
2005-06-01,601.502
2005-06-02,603.845
2005-06-03,601.954
2005-06-06,601.355
2005-06-07,606.008
2005-06-08,607.523
2005-06-09,601.976
2005-06-10,597.179
2005-06-13,595.066
2005-06-14,595.422
2005-06-15,597.142
2005-06-16,595.739
2005-06-17,601.818
2005-06-20,594.812
2005-06-21,600.94
2005-06-22,600.319
2005-06-23,596.022
2005-06-24,592.908
2005-06-27,592.829
2005-06-28,589.758
2005-06-29,593.609
2005-06-30,593.034
2005-07-01,588.613
2005-07-04,586.548
2005-07-05,585.996
2005-07-06,589.135
2005-07-07,586.825
2005-07-08,589.906
2005-07-11,600.664
2005-07-12,604.288
2005-07-13,604.07
2005-07-14,609.199
2005-07-15,606.859
2005-07-18,607.802
2005-07-19,604.179
2005-07-20,608.402
2005-07-21,612.812
2005-07-22,612.294
2005-07-25,610.845
2005-07-26,610.938
2005-07-27,615.105
2005-07-28,622.794
2005-07-29,625.224
2005-08-01,630.373
2005-08-02,636.673
2005-08-03,641.055
2005-08-04,639.806
2005-08-05,636.073
2005-08-08,641.063
2005-08-09,641.118
2005-08-10,648.04
2005-08-11,651.069
2005-08-12,648.802
2005-08-15,644.655
2005-08-16,642.432
2005-08-17,642.255
2005-08-18,632.231
2005-08-19,634.075
2005-08-22,636.545
2005-08-23,629.017
2005-08-24,629.514
2005-08-25,628.818
2005-08-26,628.422
2005-08-29,626.246
2005-08-30,621.257
2005-08-31,632.35
2005-09-01,646.227
2005-09-02,649.695
2005-09-05,647.816
2005-09-06,653.033
2005-09-07,658.466
2005-09-08,656.463
2005-09-09,659.076
2005-09-12,653.907
2005-09-13,649.05
2005-09-14,655.151
2005-09-15,650.819
2005-09-16,654.355
2005-09-19,650.35
2005-09-20,653.665
2005-09-21,650.573
2005-09-22,643.318
2005-09-23,642.336
2005-09-26,646.048
2005-09-27,644.137
2005-09-28,649.336
2005-09-29,645.307
2005-09-30,653.335
2005-10-03,655.614
2005-10-04,660.299
2005-10-05,660.927
2005-10-06,663.552
2005-10-07,661.574
2005-10-10,658.443
2005-10-11,658.132
2005-10-12,655.786
2005-10-13,644.2
2005-10-14,651.622
2005-10-17,649.363
2005-10-18,648.392
2005-10-19,640.352
2005-10-20,647.518
2005-10-21,647.712
2005-10-24,652.176
2005-10-25,660.502
2005-10-26,661.051
2005-10-27,659.73
2005-10-28,654.211
2005-10-31,661.532
2005-11-01,667.481
2005-11-02,675.884
2005-11-03,681.172
2005-11-04,669.321
2005-11-07,672.761
