Date,SWITZERLAND IMI IMI (Large+Mid+Small Cap)
2004-10-29,541.437
2004-11-30,581.107
2004-12-31,607.485
2005-01-31,590.801
2005-02-28,623.889
2005-03-31,607.811
2005-04-29,605.416
2005-05-31,604.559
2005-06-30,600.797
2005-07-29,633.403
2005-08-31,640.614
2005-09-30,661.767
2005-10-31,670.07
2005-11-30,691.797
2005-12-30,707.709
2006-01-31,752.016
2006-02-28,743.67
2006-03-31,762.626
2006-04-28,810.708
2006-05-31,785.425
2006-06-30,783.266
2006-07-31,807.91
2006-08-31,830.665
2006-09-29,843.851
2006-10-31,867.122
2006-11-30,895.786
2006-12-29,914.391
2007-01-31,934.458
2007-02-28,918.563
2007-03-30,944.117
2007-04-30,1009.824
2007-05-31,1000.0
2007-06-29,977.131
2007-07-31,961.758
2007-08-31,953.183
2007-09-28,990.225
2007-10-31,1012.633
2007-11-30,1009.058
2007-12-31,972.409
2008-01-31,913.137
2008-02-29,937.909
2008-03-31,950.911
2008-04-30,951.795
2008-05-30,950.826
2008-06-30,899.307
2008-07-31,890.561
2008-08-29,864.881
2008-09-30,777.287
2008-10-31,675.543
2008-11-28,614.151
2008-12-31,668.764
2009-01-30,587.425
2009-02-27,522.951
2009-03-31,564.688
2009-04-30,608.728
2009-05-29,668.029
2009-06-30,661.133
2009-07-31,733.308
2009-08-31,782.749
2009-09-30,813.353
2009-10-30,814.902
2009-11-30,828.156
2009-12-31,840.996
2010-01-29,815.419
2010-02-26,829.078
2010-03-31,879.296
2010-04-30,836.7
2010-05-31,745.038
2010-06-30,777.511
2010-07-30,816.028
2010-08-31,835.449
2010-09-30,883.671
2010-10-29,905.113
2010-11-30,874.168
2010-12-31,956.763
2011-01-31,952.925
2011-02-28,985.037
2011-03-31,971.973
2011-04-29,1063.098
2011-05-31,1083.903
2011-06-30,1035.652
2011-07-29,1031.511
2011-08-31,960.072
2011-09-30,847.062
2011-10-31,919.721
2011-11-30,866.2
2011-12-30,878.51
2012-01-31,903.955
2012-02-29,951.383
2012-03-30,970.091
2012-04-30,959.47
2012-05-31,857.746
2012-06-29,909.809
2012-07-31,927.496
2012-08-31,948.516
2012-09-28,978.459
2012-10-31,1003.123
2012-11-30,1040.887
2012-12-31,1055.754
2013-01-31,1145.145
2013-02-28,1154.505
2013-03-29,1170.473
2013-04-30,1220.512
2013-05-31,1191.012
2013-06-28,1167.696
2013-07-31,1215.1
2013-08-30,1201.471
2013-09-30,1282.966
2013-10-31,1317.708
2013-11-29,1327.027
2013-12-31,1343.391
2014-01-31,1318.573
2014-02-28,1408.975
2014-03-31,1407.975
2014-04-30,1428.799
2014-05-30,1443.291
2014-06-30,1436.21
2014-07-31,1379.137
2014-08-29,1408.135
2014-09-30,1367.597
2014-10-31,1357.574
2014-11-28,1402.929
2014-12-31,1339.471
2015-01-30,1347.775
2015-02-27,1412.493
2015-03-31,1407.11
2015-04-30,1465.062
2015-05-29,1482.858
2015-06-30,1422.464
2015-07-31,1483.387
2015-08-31,1384.735
2015-09-30,1323.255
2015-10-30,1382.514
2015-11-30,1340.314
2015-12-31,1355.224
2016-01-29,1253.932
2016-02-29,1232.984
2016-03-31,1289.557
2016-04-29,1322.093
2016-05-31,1321.205
2016-06-30,1312.395
2016-07-29,1348.363
2016-08-31,1340.137
2016-09-30,1352.485
2016-10-31,1280.753
2016-11-30,1250.133
2016-12-30,1302.034
2017-01-31,1356.284
2017-02-28,1378.917
2017-03-31,1415.605
2017-04-28,1468.841
2017-05-31,1549.105
2017-06-30,1547.163
2017-07-31,1562.754
2017-08-31,1548.825
2017-09-29,1579.431
2017-10-31,1557.358
2017-11-30,1591.247
2017-12-29,1615.405
2018-01-31,1688.548
2018-02-28,1585.851
2018-03-30,1548.972
2018-04-30,1541.327
2018-05-31,1497.433
2018-06-29,1507.096
2018-07-31,1596.778
2018-08-31,1609.647
2018-09-28,1602.784
2018-10-31,1531.208
2018-11-30,1527.882
2018-12-31,1443.684
2019-01-31,1535.566
2019-02-28,1595.879
2019-03-29,1629.2
2019-04-30,1658.635
2019-05-31,1649.87
2019-06-28,1766.222
2019-07-31,1752.085
2019-08-30,1754.946
2019-09-30,1768.396
2019-10-31,1802.027
2019-11-29,1826.807
2019-12-31,1909.418
2020-01-31,1922.324
2020-02-28,1770.083
2020-03-31,1677.289
2020-04-30,1761.435
2020-05-29,1817.845
2020-06-30,1872.744
2020-07-31,1949.66
2020-08-31,2007.462
2020-09-30,1977.605
2020-10-30,1869.71
2020-11-30,2048.494
2020-12-31,2149.69
2021-01-29,2113.657
2021-02-26,2067.369
2021-03-31,2114.056
2021-04-30,2198.865
2021-05-31,2307.896
2021-06-30,2350.242
2021-07-30,2435.036
2021-08-31,2466.762
2021-09-30,2284.814
2021-10-29,2423.678
2021-11-30,2381.869
2021-12-31,2562.734
2022-01-31,2362.665
2022-02-28,2345.314
2022-03-31,2386.341
2022-04-29,2262.948
2022-05-31,2188.138
2022-06-30,2030.81
2022-07-29,2132.459
2022-08-31,2016.512
2022-09-30,1878.994
2022-10-31,1938.093
2022-11-30,2094.58
2022-12-30,2084.907
2023-01-31,2216.087
2023-02-28,2144.39
2023-03-31,2229.052
2023-04-28,2361.794
2023-05-31,2253.761
2023-06-30,2314.39
2023-07-31,2398.007
2023-08-31,2312.75
2023-09-29,2185.88
2023-10-31,2082.836
2023-11-30,2281.092
2023-12-29,2412.88
2024-01-31,2400.241
2024-02-29,2350.685
2024-03-29,2381.256
2024-04-30,2269.88
2024-05-31,2449.981
2024-06-28,2448.293
2024-07-31,2568.792
2024-08-30,2689.198
2024-09-30,2661.573
2024-10-31,2510.236
2024-11-29,2457.577
2024-12-31,2358.006
2025-01-31,2547.953
2025-02-28,2628.055
2025-03-31,2614.495
2025-04-30,2747.898
2025-05-30,2806.666
2025-06-30,2840.339
2025-07-31,2781.679
2025-08-29,2893.869
2025-09-30,2877.407
2025-10-31,2890.881
2025-11-28,3004.491
2025-12-31,3142.786
2026-01-30,3232.775
