Date,GERMANY Standard (Large+Mid Cap)
2003-04-02,1297.12
2003-04-03,1282.402
2003-04-04,1319.082
2003-04-07,1384.227
2003-04-08,1371.256
2003-04-09,1357.713
2003-04-10,1354.501
2003-04-11,1363.533
2003-04-14,1387.733
2003-04-15,1414.963
2003-04-16,1420.152
2003-04-17,1461.864
2003-04-18,1461.864
2003-04-21,1455.563
2003-04-22,1499.254
2003-04-23,1504.917
2003-04-24,1475.452
2003-04-25,1448.37
2003-04-28,1502.551
2003-04-29,1485.165
2003-04-30,1521.247
2003-05-01,1535.219
2003-05-02,1551.187
2003-05-05,1573.018
2003-05-06,1610.961
2003-05-07,1581.186
2003-05-08,1532.283
2003-05-09,1572.434
2003-05-12,1570.451
2003-05-13,1551.974
2003-05-14,1556.983
2003-05-15,1585.701
2003-05-16,1595.983
2003-05-19,1543.515
2003-05-20,1533.635
2003-05-21,1532.641
2003-05-22,1551.588
2003-05-23,1542.124
2003-05-26,1554.945
2003-05-27,1578.976
2003-05-28,1586.39
2003-05-29,1590.652
2003-05-30,1620.051
2003-06-02,1657.878
2003-06-03,1636.053
2003-06-04,1659.377
2003-06-05,1661.936
2003-06-06,1686.859
2003-06-09,1678.586
2003-06-10,1692.141
2003-06-11,1722.753
2003-06-12,1741.595
2003-06-13,1723.513
2003-06-16,1782.212
2003-06-17,1787.432
2003-06-18,1777.172
2003-06-19,1746.816
2003-06-20,1732.95
2003-06-23,1691.445
2003-06-24,1704.333
2003-06-25,1701.961
2003-06-26,1705.95
2003-06-27,1694.926
2003-06-30,1702.389
2003-07-01,1680.238
2003-07-02,1717.025
2003-07-03,1719.052
2003-07-04,1710.774
2003-07-07,1737.49
2003-07-08,1736.539
2003-07-09,1729.679
2003-07-10,1705.791
2003-07-11,1729.001
2003-07-14,1760.076
2003-07-15,1747.459
2003-07-16,1745.434
2003-07-17,1711.967
2003-07-18,1735.005
2003-07-21,1711.934
2003-07-22,1732.522
2003-07-23,1738.286
2003-07-24,1782.333
2003-07-25,1781.671
2003-07-28,1804.828
2003-07-29,1811.924
2003-07-30,1794.286
2003-07-31,1803.201
2003-08-01,1778.595
2003-08-04,1775.473
2003-08-05,1793.685
2003-08-06,1766.081
2003-08-07,1749.229
2003-08-08,1737.974
2003-08-11,1741.255
2003-08-12,1757.964
2003-08-13,1769.622
2003-08-14,1792.307
2003-08-15,1788.458
2003-08-18,1804.257
2003-08-19,1790.919
2003-08-20,1795.76
2003-08-21,1802.707
2003-08-22,1779.101
2003-08-25,1761.695
2003-08-26,1737.371
2003-08-27,1754.279
2003-08-28,1763.442
2003-08-29,1773.162
2003-09-01,1814.988
2003-09-02,1794.591
2003-09-03,1827.372
2003-09-04,1848.972
2003-09-05,1842.436
2003-09-08,1871.322
2003-09-09,1859.943
2003-09-10,1834.678
2003-09-11,1846.493
2003-09-12,1836.022
2003-09-15,1840.214
2003-09-16,1846.844
2003-09-17,1852.575
2003-09-18,1881.786
2003-09-19,1879.882
2003-09-22,1837.331
2003-09-23,1814.97
2003-09-24,1761.286
2003-09-25,1778.846
2003-09-26,1768.906
2003-09-29,1778.488
2003-09-30,1760.189
2003-10-01,1807.894
2003-10-02,1777.165
2003-10-03,1841.6
2003-10-06,1841.181
2003-10-07,1831.044
2003-10-08,1861.021
2003-10-09,1895.195
2003-10-10,1900.746
2003-10-13,1917.475
2003-10-14,1920.397
2003-10-15,1928.875
2003-10-16,1942.297
2003-10-17,1900.684
2003-10-20,1928.389
2003-10-21,1943.31
2003-10-22,1911.477
2003-10-23,1913.567
2003-10-24,1895.572
2003-10-27,1922.748
2003-10-28,1944.349
2003-10-29,1960.029
2003-10-30,1972.001
2003-10-31,1969.757
2003-11-03,1989.542
2003-11-04,1993.025
2003-11-05,1978.315
2003-11-06,1974.583
2003-11-07,2005.786
2003-11-10,1993.501
2003-11-11,1986.731
2003-11-12,2015.311
2003-11-13,2038.043
2003-11-14,2065.674
2003-11-17,2003.437
2003-11-18,2017.235
2003-11-19,2013.479
2003-11-20,2004.698
2003-11-21,2009.481
2003-11-24,2033.173
2003-11-25,2035.036
2003-11-26,2046.234
2003-11-27,2058.485
2003-11-28,2074.505
2003-12-01,2110.745
2003-12-02,2128.132
2003-12-03,2169.584
2003-12-04,2160.359
2003-12-05,2156.108
2003-12-08,2150.277
2003-12-09,2170.63
2003-12-10,2162.442
2003-12-11,2165.71
2003-12-12,2188.13
2003-12-15,2201.773
2003-12-16,2202.377
2003-12-17,2202.252
2003-12-18,2213.175
2003-12-19,2223.585
2003-12-22,2224.173
2003-12-23,2240.004
2003-12-24,2246.317
2003-12-25,2246.317
2003-12-26,2245.415
2003-12-29,2280.432
2003-12-30,2295.576
2003-12-31,2310.782
2004-01-01,2310.782
2004-01-02,2338.088
2004-01-05,2364.542
2004-01-06,2380.076
2004-01-07,2352.676
2004-01-08,2382.508
2004-01-09,2388.356
2004-01-12,2369.175
2004-01-13,2366.085
2004-01-14,2380.031
2004-01-15,2370.945
2004-01-16,2357.598
2004-01-19,2371.328
2004-01-20,2389.076
2004-01-21,2417.831
2004-01-22,2437.023
2004-01-23,2437.634
2004-01-26,2401.791
2004-01-27,2414.561
2004-01-28,2419.104
2004-01-29,2346.507
2004-01-30,2336.046
2004-02-02,2346.803
2004-02-03,2361.553
2004-02-04,2338.276
2004-02-05,2346.636
2004-02-06,2384.245
2004-02-09,2409.183
2004-02-10,2419.52
2004-02-11,2422.226
2004-02-12,2451.208
2004-02-13,2408.563
2004-02-16,2415.234
2004-02-17,2438.116
2004-02-18,2437.257
2004-02-19,2434.481
2004-02-20,2375.544
2004-02-23,2370.798
2004-02-24,2347.402
2004-02-25,2325.702
2004-02-26,2308.228
2004-02-27,2316.658
2004-03-01,2342.02
2004-03-02,2340.581
2004-03-03,2292.231
2004-03-04,2336.517
2004-03-05,2379.33
2004-03-08,2378.559
2004-03-09,2355.042
2004-03-10,2295.717
2004-03-11,2221.831
2004-03-12,2217.387
2004-03-15,2165.313
2004-03-16,2191.826
2004-03-17,2206.966
2004-03-18,2201.691
2004-03-19,2191.822
2004-03-22,2146.337
2004-03-23,2134.27
2004-03-24,2118.052
2004-03-25,2160.693
2004-03-26,2152.667
2004-03-29,2195.128
2004-03-30,2195.503
2004-03-31,2207.157
2004-04-01,2259.488
2004-04-02,2265.484
2004-04-05,2262.123
2004-04-06,2257.058
2004-04-07,2267.82
2004-04-08,2260.113
2004-04-09,2260.113
2004-04-12,2253.765
2004-04-13,2254.832
2004-04-14,2225.85
2004-04-15,2222.609
2004-04-16,2256.111
2004-04-19,2251.334
2004-04-20,2250.536
2004-04-21,2223.062
2004-04-22,2238.265
2004-04-23,2254.573
2004-04-26,2272.435
2004-04-27,2285.187
2004-04-28,2236.411
2004-04-29,2222.41
2004-04-30,2217.207
2004-05-03,2223.707
2004-05-04,2241.039
2004-05-05,2265.994
2004-05-06,2194.49
2004-05-07,2153.537
2004-05-10,2081.78
2004-05-11,2109.373
2004-05-12,2086.853
2004-05-13,2103.204
2004-05-14,2093.958
2004-05-17,2090.703
2004-05-18,2104.744
2004-05-19,2163.29
2004-05-20,2125.876
2004-05-21,2138.94
2004-05-24,2149.428
2004-05-25,2152.493
2004-05-26,2172.169
2004-05-27,2228.582
2004-05-28,2214.798
2004-05-31,2225.144
2004-06-01,2194.512
2004-06-02,2217.225
2004-06-03,2228.328
2004-06-04,2253.239
2004-06-07,2296.963
2004-06-08,2289.542
2004-06-09,2244.035
2004-06-10,2257.407
2004-06-11,2237.63
2004-06-14,2216.225
2004-06-15,2235.826
2004-06-16,2232.657
2004-06-17,2228.502
2004-06-18,2253.587
2004-06-21,2242.351
2004-06-22,2209.4
2004-06-23,2217.905
2004-06-24,2266.482
2004-06-25,2262.804
2004-06-28,2303.331
2004-06-29,2289.384
2004-06-30,2289.827
2004-07-01,2277.866
2004-07-02,2284.338
2004-07-05,2277.309
2004-07-06,2249.289
2004-07-07,2257.804
2004-07-08,2266.197
2004-07-09,2258.058
2004-07-12,2242.463
2004-07-13,2232.143
2004-07-14,2241.423
2004-07-15,2209.157
2004-07-16,2222.502
2004-07-19,2199.518
2004-07-20,2206.867
2004-07-21,2202.042
2004-07-22,2167.489
2004-07-23,2137.697
2004-07-26,2119.249
2004-07-27,2138.017
2004-07-28,2129.409
2004-07-29,2179.495
2004-07-30,2177.432
2004-08-02,2159.515
2004-08-03,2170.528
2004-08-04,2139.699
2004-08-05,2143.299
2004-08-06,2123.394
2004-08-09,2100.936
2004-08-10,2128.245
2004-08-11,2086.512
2004-08-12,2078.962
2004-08-13,2093.792
2004-08-16,2121.091
2004-08-17,2123.482
2004-08-18,2128.737
2004-08-19,2138.001
2004-08-20,2126.27
2004-08-23,2137.613
2004-08-24,2122.237
2004-08-25,2128.474
2004-08-26,2151.105
2004-08-27,2151.567
2004-08-30,2146.165
2004-08-31,2136.587
2004-09-01,2156.609
2004-09-02,2161.394
2004-09-03,2161.322
2004-09-06,2176.954
2004-09-07,2179.295
2004-09-08,2184.71
2004-09-09,2174.615
2004-09-10,2218.1
2004-09-13,2246.978
2004-09-14,2249.724
2004-09-15,2221.909
2004-09-16,2233.288
2004-09-17,2251.659
2004-09-20,2242.997
2004-09-21,2271.524
2004-09-22,2243.203
2004-09-23,2233.445
2004-09-24,2231.198
2004-09-27,2215.374
2004-09-28,2222.817
2004-09-29,2243.979
2004-09-30,2249.388
2004-10-01,2301.051
2004-10-04,2298.911
2004-10-05,2315.472
2004-10-06,2316.529
2004-10-07,2308.549
2004-10-08,2317.528
2004-10-11,2311.948
2004-10-12,2265.156
2004-10-13,2268.179
2004-10-14,2271.161
2004-10-15,2277.504
2004-10-18,2279.1
2004-10-19,2306.623
2004-10-20,2294.168
2004-10-21,2306.312
2004-10-22,2311.39
2004-10-25,2289.812
2004-10-26,2294.556
2004-10-27,2332.912
2004-10-28,2342.853
2004-10-29,2340.767
2004-11-01,2375.069
2004-11-02,2381.512
2004-11-03,2402.373
2004-11-04,2419.349
2004-11-05,2438.468
2004-11-08,2448.553
2004-11-09,2438.724
2004-11-10,2454.343
2004-11-11,2473.597
2004-11-12,2486.297
2004-11-15,2483.319
2004-11-16,2479.873
2004-11-17,2528.427
2004-11-18,2518.822
2004-11-19,2507.476
2004-11-22,2496.609
2004-11-23,2498.735
2004-11-24,2520.16
2004-11-25,2555.874
2004-11-26,2556.394
2004-11-29,2558.183
2004-11-30,2547.242
2004-12-01,2586.383
2004-12-02,2597.932
2004-12-03,2614.596
2004-12-06,2615.355
2004-12-07,2627.109
2004-12-08,2588.856
2004-12-09,2556.101
2004-12-10,2562.425
2004-12-13,2603.879
2004-12-14,2607.692
2004-12-15,2624.768
2004-12-16,2610.146
2004-12-17,2575.185
2004-12-20,2623.024
2004-12-21,2616.916
2004-12-22,2636.195
2004-12-23,2665.326
2004-12-24,2672.235
2004-12-27,2678.791
2004-12-28,2690.575
2004-12-29,2677.405
2004-12-30,2691.798
2004-12-31,2684.392
2005-01-03,2681.248
2005-01-04,2647.728
2005-01-05,2624.754
2005-01-06,2629.462
2005-01-07,2614.557
2005-01-10,2618.76
2005-01-11,2599.19
2005-01-12,2595.338
2005-01-13,2582.218
2005-01-14,2573.267
2005-01-17,2579.506
2005-01-18,2572.258
2005-01-19,2571.999
2005-01-20,2540.726
2005-01-21,2546.661
2005-01-24,2548.148
2005-01-25,2550.881
2005-01-26,2563.41
2005-01-27,2556.935
2005-01-28,2541.843
2005-01-31,2579.495
2005-02-01,2587.614
2005-02-02,2604.644
2005-02-03,2579.542
2005-02-04,2611.268
2005-02-07,2604.04
2005-02-08,2594.258
2005-02-09,2586.879
2005-02-10,2598.507
2005-02-11,2622.245
2005-02-14,2639.975
2005-02-15,2648.015
2005-02-16,2633.597
2005-02-17,2651.041
2005-02-18,2646.369
2005-02-21,2644.036
2005-02-22,2657.213
2005-02-23,2642.851
2005-02-24,2641.123
2005-02-25,2665.403
2005-02-28,2684.177
2005-03-01,2685.486
2005-03-02,2676.307
2005-03-03,2666.234
2005-03-04,2719.607
2005-03-07,2710.36
2005-03-08,2722.694
2005-03-09,2713.809
2005-03-10,2699.048
2005-03-11,2721.783
2005-03-14,2706.825
2005-03-15,2707.849
2005-03-16,2684.962
2005-03-17,2678.49
2005-03-18,2667.133
2005-03-21,2627.709
2005-03-22,2645.596
2005-03-23,2604.731
2005-03-24,2612.459
2005-03-25,2612.459
2005-03-28,2594.124
2005-03-29,2605.78
2005-03-30,2614.169
2005-03-31,2623.417
2005-04-01,2632.224
2005-04-04,2585.343
2005-04-05,2600.66
2005-04-06,2613.967
2005-04-07,2628.547
2005-04-08,2626.064
2005-04-11,2645.107
2005-04-12,2615.552
2005-04-13,2637.726
2005-04-14,2617.046
2005-04-15,2587.76
2005-04-18,2539.008
2005-04-19,2546.273
2005-04-20,2539.958
2005-04-21,2556.215
2005-04-22,2568.691
2005-04-25,2562.812
2005-04-26,2548.928
2005-04-27,2520.174
2005-04-28,2502.306
2005-04-29,2502.589
2005-05-02,2511.917
2005-05-03,2533.494
2005-05-04,2559.184
2005-05-05,2576.177
2005-05-06,2564.087
2005-05-09,2551.392
2005-05-10,2540.727
2005-05-11,2525.255
2005-05-12,2516.779
2005-05-13,2507.866
2005-05-16,2495.5
2005-05-17,2490.3
2005-05-18,2533.431
2005-05-19,2549.894
2005-05-20,2535.886
2005-05-23,2567.89
2005-05-24,2561.761
2005-05-25,2560.347
2005-05-26,2572.662
2005-05-27,2581.777
2005-05-30,2587.437
2005-05-31,2550.888
2005-06-01,2569.486
2005-06-02,2575.197
2005-06-03,2562.648
2005-06-06,2555.958
2005-06-07,2590.526
2005-06-08,2598.71
2005-06-09,2573.217
2005-06-10,2572.227
2005-06-13,2564.659
2005-06-14,2562.78
