Date,GERMANY Standard (Large+Mid Cap)
1982-11-30,217.475
1982-12-31,242.713
1983-01-31,233.831
1983-02-28,253.726
1983-03-31,286.708
1983-04-29,301.007
1983-05-31,277.489
1983-06-30,291.216
1983-07-29,287.064
1983-08-31,264.006
1983-09-30,278.221
1983-10-31,300.788
1983-11-30,299.038
1983-12-30,301.261
1984-01-31,301.531
1984-02-29,312.376
1984-03-30,313.513
1984-04-30,302.162
1984-05-31,288.024
1984-06-29,290.045
1984-07-31,260.812
1984-08-31,276.572
1984-09-28,281.019
1984-10-31,288.52
1984-11-30,285.627
1984-12-31,285.89
1985-01-31,297.807
1985-02-28,288.352
1985-03-29,316.508
1985-04-30,330.082
1985-05-31,363.912
1985-06-28,395.498
1985-07-31,408.726
1985-08-30,447.099
1985-09-30,497.672
1985-10-31,574.248
1985-11-29,581.991
1985-12-31,675.998
1986-01-31,702.088
1986-02-28,740.647
1986-03-31,766.133
1986-04-30,870.292
1986-05-30,733.263
1986-06-30,763.122
1986-07-31,757.579
1986-08-29,892.533
1986-09-30,839.857
1986-10-31,835.893
1986-11-28,913.87
1986-12-31,918.709
1987-01-30,853.498
1987-02-27,810.153
1987-03-31,849.518
1987-04-30,853.768
1987-05-29,826.354
1987-06-30,880.865
1987-07-31,916.361
1987-08-31,953.465
1987-09-30,914.412
1987-10-30,753.796
1987-11-30,681.337
1987-12-31,695.166
1988-01-29,611.092
1988-02-29,708.809
1988-03-31,708.552
1988-04-29,697.208
1988-05-31,689.463
1988-06-30,691.245
1988-07-29,697.679
1988-08-31,693.017
1988-09-30,744.677
1988-10-31,823.617
1988-11-30,818.857
1988-12-30,843.834
1989-01-31,803.894
1989-02-28,805.212
1989-03-31,790.434
1989-04-28,830.261
1989-05-31,801.293
1989-06-30,863.368
1989-07-31,951.596
1989-08-31,939.971
1989-09-29,981.43
1989-10-31,935.71
1989-11-30,1032.13
1989-12-29,1240.949
1990-01-31,1278.323
1990-02-28,1252.737
1990-03-30,1373.827
1990-04-30,1279.732
1990-05-31,1295.348
1990-06-29,1351.47
1990-07-31,1450.073
1990-08-31,1234.985
1990-09-28,1017.233
1990-10-31,1149.151
1990-11-30,1172.59
1990-12-31,1130.768
1991-01-31,1161.824
1991-02-28,1243.756
1991-03-29,1077.497
1991-04-30,1115.346
1991-05-31,1187.799
1991-06-28,1077.379
1991-07-31,1113.836
1991-08-30,1128.481
1991-09-30,1153.52
1991-10-31,1127.401
1991-11-29,1145.831
1991-12-31,1230.087
1992-01-31,1238.938
1992-02-28,1270.276
1992-03-31,1242.957
1992-04-30,1237.781
1992-05-29,1316.744
1992-06-30,1340.286
1992-07-31,1267.499
1992-08-31,1267.231
1992-09-30,1218.586
1992-10-30,1134.431
1992-11-30,1127.823
1992-12-31,1110.271
1993-01-29,1147.108
1993-02-26,1206.745
1993-03-31,1241.354
1993-04-30,1224.743
1993-05-31,1221.928
1993-06-30,1182.005
1993-07-30,1221.581
1993-08-31,1358.192
1993-09-30,1381.491
1993-10-29,1464.168
1993-11-30,1429.958
1993-12-31,1513.484
1994-01-31,1469.747
1994-02-28,1442.674
1994-03-31,1493.159
1994-04-29,1583.168
1994-05-31,1492.223
1994-06-30,1497.143
1994-07-29,1571.368
1994-08-31,1629.612
1994-09-30,1533.462
1994-10-31,1619.585
1994-11-30,1535.039
1994-12-30,1590.864
1995-01-31,1561.298
1995-02-28,1694.27
1995-03-31,1656.127
1995-04-28,1727.01
1995-05-31,1742.111
1995-06-30,1792.108
1995-07-31,1898.964
1995-08-31,1797.031
1995-09-29,1822.527
1995-10-31,1801.055
1995-11-30,1805.357
1995-12-29,1861.355
1996-01-31,1942.424
1996-02-29,1960.424
1996-03-29,1953.712
1996-04-30,1883.169
1996-05-31,1910.831
1996-06-28,1950.475
1996-07-31,1956.73
1996-08-30,2002.543
1996-09-30,2016.292
1996-10-31,2035.435
1996-11-29,2116.84
1996-12-31,2124.17
1997-01-31,2115.712
1997-02-28,2203.82
1997-03-31,2366.458
1997-04-30,2281.958
1997-05-30,2379.287
1997-06-30,2484.787
1997-07-31,2728.259
1997-08-29,2458.778
1997-09-30,2648.581
1997-10-31,2464.031
1997-11-28,2549.955
1997-12-31,2656.228
1998-01-30,2736.999
1998-02-27,2912.116
1998-03-31,3108.863
1998-04-30,3224.75
1998-05-29,3484.611
1998-06-30,3631.596
1998-07-31,3719.183
1998-08-31,3109.223
1998-09-30,3069.687
1998-10-30,3198.992
1998-11-30,3365.556
1998-12-31,3450.013
1999-01-29,3508.098
1999-02-26,3219.623
1999-03-31,3133.53
1999-04-30,3338.129
1999-05-31,3136.296
1999-06-30,3311.709
1999-07-30,3259.876
1999-08-31,3317.514
1999-09-30,3274.002
1999-10-29,3452.416
1999-11-30,3549.409
1999-12-31,4158.332
2000-01-31,4014.758
2000-02-29,4435.271
2000-03-31,4365.176
2000-04-28,3988.455
2000-05-31,3865.609
2000-06-30,3855.597
2000-07-31,3842.299
2000-08-31,3666.807
2000-09-29,3476.383
2000-10-31,3502.764
2000-11-30,3246.557
2000-12-29,3523.562
2001-01-31,3655.034
2001-02-28,3359.451
2001-03-30,3008.148
2001-04-30,3219.865
2001-05-31,3021.649
2001-06-29,3005.458
2001-07-31,3019.375
2001-08-31,2804.191
2001-09-28,2348.639
2001-10-31,2451.925
2001-11-30,2667.151
2001-12-31,2748.614
2002-01-31,2624.34
2002-02-28,2589.72
2002-03-29,2797.28
2002-04-30,2716.873
2002-05-31,2693.572
2002-06-28,2614.951
2002-07-31,2183.234
2002-08-30,2192.703
2002-09-30,1658.749
2002-10-31,1890.656
2002-11-29,1997.784
2002-12-31,1844.45
2003-01-31,1800.706
2003-02-28,1676.095
2003-03-31,1612.966
2003-04-30,1995.12
2003-05-30,2128.993
2003-06-30,2239.22
2003-07-31,2371.823
2003-08-29,2332.349
2003-09-30,2315.285
2003-10-31,2590.942
2003-11-28,2728.723
2003-12-31,3039.512
2004-01-30,3074.307
2004-02-27,3048.792
2004-03-31,2904.779
2004-04-30,2924.403
2004-05-31,2937.654
2004-06-30,3024.615
2004-07-30,2876.191
2004-08-31,2822.238
2004-09-30,2971.238
2004-10-29,3091.942
2004-11-30,3364.677
2004-12-31,3545.84
2005-01-31,3409.2
2005-02-28,3547.553
2005-03-31,3467.326
2005-04-29,3318.309
2005-05-31,3387.376
2005-06-30,3419.118
2005-07-29,3657.74
2005-08-31,3669.28
2005-09-30,3752.063
2005-10-31,3636.167
2005-11-30,3764.037
2005-12-30,3918.835
2006-01-31,4251.879
2006-02-28,4273.568
2006-03-31,4461.975
2006-04-28,4685.854
2006-05-31,4513.233
2006-06-30,4470.388
2006-07-31,4454.986
2006-08-31,4617.312
2006-09-29,4686.863
2006-10-31,4921.635
2006-11-30,5147.836
2006-12-29,5360.599
2007-01-31,5438.544
2007-02-28,5487.972
2007-03-30,5728.564
2007-04-30,6282.585
2007-05-31,6563.358
2007-06-29,6687.013
2007-07-31,6443.444
2007-08-31,6454.121
2007-09-28,6933.856
2007-10-31,7256.571
2007-11-30,7166.424
2007-12-31,7286.757
2008-01-31,6282.203
2008-02-29,6364.894
2008-03-31,6434.797
2008-04-30,6733.628
2008-05-30,6863.342
2008-06-30,6318.873
2008-07-31,6252.646
2008-08-29,5870.701
2008-09-30,5019.716
2008-10-31,3866.747
2008-11-28,3520.638
2008-12-31,3971.479
2009-01-30,3307.327
2009-02-27,2892.697
2009-03-31,3199.347
2009-04-30,3748.858
2009-05-29,4133.452
2009-06-30,3991.629
2009-07-31,4461.801
2009-08-31,4647.856
2009-09-30,4919.16
2009-10-30,4723.373
2009-11-30,4966.103
2009-12-31,5026.2
2010-01-29,4592.467
2010-02-26,4490.3
2010-03-31,4896.504
2010-04-30,4811.345
2010-05-31,4310.233
2010-06-30,4301.581
2010-07-30,4710.04
2010-08-31,4430.814
2010-09-30,5018.006
2010-10-29,5409.814
2010-11-30,5134.99
2010-12-31,5494.48
2011-01-31,5735.089
2011-02-28,5935.453
2011-03-31,5910.61
2011-04-29,6581.84
2011-05-31,6200.079
2011-06-30,6323.503
2011-07-29,6077.49
2011-08-31,4948.345
2011-09-30,4363.471
2011-10-31,5066.173
2011-11-30,4853.421
2011-12-30,4535.545
2012-01-31,5020.185
2012-02-29,5441.888
2012-03-30,5490.458
2012-04-30,5336.046
2012-05-31,4622.301
2012-06-29,4846.039
2012-07-31,4968.237
2012-08-31,5226.642
2012-09-28,5521.383
2012-10-31,5613.171
2012-11-30,5759.65
2012-12-31,5991.387
2013-01-31,6318.302
2013-02-28,6070.682
2013-03-29,6007.33
2013-04-30,6262.441
2013-05-31,6477.054
2013-06-28,6212.16
2013-07-31,6616.05
2013-08-30,6444.488
2013-09-30,7003.022
2013-10-31,7403.06
2013-11-29,7717.892
2013-12-31,7932.854
2014-01-31,7546.498
2014-02-28,8052.315
2014-03-31,7911.951
2014-04-30,7992.44
2014-05-30,8142.406
2014-06-30,8090.115
2014-07-31,7569.166
2014-08-29,7501.41
2014-09-30,7186.816
2014-10-31,7041.36
2014-11-28,7489.688
2014-12-31,7158.714
2015-01-30,7290.431
2015-02-27,7733.638
2015-03-31,7757.259
2015-04-30,7748.067
2015-05-29,7560.541
2015-06-30,7363.981
2015-07-31,7561.907
2015-08-31,6994.333
2015-09-30,6562.031
2015-10-30,7258.976
2015-11-30,7259.722
2015-12-31,7067.516
2016-01-29,6441.736
2016-02-29,6276.571
2016-03-31,6896.595
2016-04-29,6983.331
2016-05-31,6945.14
2016-06-30,6553.067
2016-07-29,7040.394
2016-08-31,7181.519
2016-09-30,7209.747
2016-10-31,7100.479
2016-11-30,6837.868
2016-12-30,7314.576
2017-01-31,7542.93
2017-02-28,7596.975
2017-03-31,7938.006
2017-04-28,8179.811
2017-05-31,8575.772
2017-06-30,8487.699
2017-07-31,8642.565
2017-08-31,8663.563
2017-09-29,9144.789
2017-10-31,9284.839
2017-11-30,9396.097
2017-12-29,9398.764
2018-01-31,9955.979
2018-02-28,9242.25
2018-03-30,9068.209
2018-04-30,9263.103
2018-05-31,8974.962
2018-06-29,8763.201
2018-07-31,9140.177
2018-08-31,8863.739
2018-09-28,8713.287
2018-10-31,7977.568
2018-11-30,7815.072
2018-12-31,7364.898
2019-01-31,7858.78
2019-02-28,7995.759
2019-03-29,7880.215
2019-04-30,8428.706
2019-05-31,7915.295
2019-06-28,8497.324
2019-07-31,8201.342
2019-08-30,7959.305
2019-09-30,8154.584
2019-10-31,8636.994
2019-11-29,8793.11
2019-12-31,8961.409
2020-01-31,8686.431
2020-02-28,7889.482
2020-03-31,6546.222
2020-04-30,7188.772
2020-05-29,7829.428
2020-06-30,8323.826
2020-07-31,8744.272
2020-08-31,9307.618
2020-09-30,9023.639
2020-10-30,8100.14
2020-11-30,9490.01
2020-12-31,10063.174
2021-01-29,9878.725
2021-02-26,10083.647
2021-03-31,10496.104
2021-04-30,10871.068
2021-05-31,11231.973
2021-06-30,11037.368
2021-07-30,11050.796
2021-08-31,11198.253
2021-09-30,10570.853
2021-10-29,10798.67
2021-11-30,10094.124
2021-12-31,10657.284
2022-01-31,10263.798
2022-02-28,9562.334
2022-03-31,9291.031
2022-04-29,8537.619
2022-05-31,8856.49
2022-06-30,7663.396
2022-07-29,7843.871
2022-08-31,7344.132
2022-09-30,6699.046
2022-10-31,7325.268
2022-11-30,8348.49
2022-12-30,8352.992
2023-01-31,9389.353
2023-02-28,9219.487
2023-03-31,9588.018
2023-04-28,9923.949
2023-05-31,9423.403
2023-06-30,9925.993
2023-07-31,10230.639
2023-08-31,9735.714
2023-09-29,9160.828
2023-10-31,8753.314
2023-11-30,9918.591
2023-12-29,10355.393
2024-01-31,10256.415
2024-02-29,10686.076
2024-03-29,11095.711
2024-04-30,10696.747
2024-05-31,11207.788
2024-06-28,11012.032
2024-07-31,11223.469
2024-08-30,11755.359
2024-09-30,12193.339
2024-10-31,11642.387
2024-11-29,11615.316
2024-12-31,11497.706
2025-01-31,12572.941
2025-02-28,13076.189
2025-03-31,13295.244
2025-04-30,14297.79
2025-05-30,15184.086
2025-06-30,15539.494
2025-07-31,15257.705
2025-08-29,15445.482
2025-09-30,15365.337
