Date,USA GROWTH Standard (Large+Mid Cap)
2001-11-30,2609.923
2001-12-03,2595.945
2001-12-04,2612.943
2001-12-05,2650.68
2001-12-06,2640.682
2001-12-07,2627.515
2001-12-10,2594.793
2001-12-11,2579.666
2001-12-12,2580.873
2001-12-13,2555.796
2001-12-14,2572.623
2001-12-17,2604.742
2001-12-18,2624.715
2001-12-19,2645.784
2001-12-20,2631.97
2001-12-21,2647.305
2001-12-24,2640.302
2001-12-25,2640.302
2001-12-26,2646.832
2001-12-27,2654.846
2001-12-28,2652.436
2001-12-31,2618.11
2002-01-01,2618.11
2002-01-02,2628.236
2002-01-03,2636.515
2002-01-04,2639.167
2002-01-07,2613.944
2002-01-08,2614.104
2002-01-09,2601.149
2002-01-10,2614.326
2002-01-11,2599.514
2002-01-14,2591.986
2002-01-15,2608.839
2002-01-16,2577.792
2002-01-17,2606.658
2002-01-18,2575.633
2002-01-21,2575.633
2002-01-22,2570.94
2002-01-23,2577.822
2002-01-24,2572.905
2002-01-25,2572.184
2002-01-28,2568.011
2002-01-29,2505.149
2002-01-30,2535.673
2002-01-31,2573.076
2002-02-01,2560.557
2002-02-04,2506.107
2002-02-05,2512.946
2002-02-06,2504.761
2002-02-07,2492.187
2002-02-08,2520.397
2002-02-11,2545.9
2002-02-12,2545.606
2002-02-13,2573.261
2002-02-14,2570.161
2002-02-15,2544.104
2002-02-18,2544.104
2002-02-19,2503.32
2002-02-20,2545.743
2002-02-21,2507.766
2002-02-22,2530.508
2002-02-25,2564.271
2002-02-26,2562.192
2002-02-27,2565.365
2002-02-28,2559.009
2002-03-01,2613.63
2002-03-04,2637.959
2002-03-05,2607.168
2002-03-06,2637.471
2002-03-07,2621.044
2002-03-08,2631.424
2002-03-11,2637.431
2002-03-12,2638.971
2002-03-13,2624.189
2002-03-14,2620.086
2002-03-15,2646.227
2002-03-18,2638.692
2002-03-19,2650.368
2002-03-20,2603.493
2002-03-21,2605.666
2002-03-22,2602.175
2002-03-25,2565.891
2002-03-26,2578.746
2002-03-27,2583.412
2002-03-28,2585.163
2002-03-29,2585.163
2002-04-01,2579.068
2002-04-02,2552.899
2002-04-03,2531.795
2002-04-04,2530.32
2002-04-05,2516.233
2002-04-08,2516.261
2002-04-09,2500.372
2002-04-10,2534.47
2002-04-11,2467.058
2002-04-12,2490.589
2002-04-15,2463.051
2002-04-16,2508.796
2002-04-17,2487.401
2002-04-18,2495.855
2002-04-19,2495.459
2002-04-22,2459.585
2002-04-23,2438.156
2002-04-24,2424.886
2002-04-25,2425.412
2002-04-26,2389.083
2002-04-29,2367.104
2002-04-30,2384.223
2002-05-01,2413.759
2002-05-02,2404.609
2002-05-03,2372.61
2002-05-06,2330.466
2002-05-07,2313.259
2002-05-08,2401.274
2002-05-09,2359.568
2002-05-10,2323.84
2002-05-13,2365.227
2002-05-14,2413.133
2002-05-15,2393.172
2002-05-16,2416.014
2002-05-17,2447.596
2002-05-20,2411.451
2002-05-21,2381.241
2002-05-22,2396.307
2002-05-23,2421.943
2002-05-24,2387.665
2002-05-27,2387.665
2002-05-28,2364.702
2002-05-29,2354.669
2002-05-30,2353.872
2002-05-31,2352.946
2002-06-03,2293.171
2002-06-04,2299.311
2002-06-05,2329.441
2002-06-06,2280.27
2002-06-07,2266.343
2002-06-10,2279.452
2002-06-11,2236.526
2002-06-12,2258.683
2002-06-13,2235.277
2002-06-14,2233.248
2002-06-17,2289.323
2002-06-18,2288.208
2002-06-19,2251.438
2002-06-20,2219.473
2002-06-21,2164.502
2002-06-24,2180.784
2002-06-25,2136.158
2002-06-26,2158.189
2002-06-27,2195.915
2002-06-28,2163.306
2002-07-01,2113.43
2002-07-02,2070.436
2002-07-03,2091.277
2002-07-04,2091.277
2002-07-05,2173.598
2002-07-08,2140.907
2002-07-09,2077.863
2002-07-10,2007.084
2002-07-11,2027.125
2002-07-12,2022.247
2002-07-15,2020.043
2002-07-16,1986.832
2002-07-17,2013.374
2002-07-18,1950.51
2002-07-19,1877.562
2002-07-22,1834.794
2002-07-23,1810.924
2002-07-24,1918.605
2002-07-25,1909.442
2002-07-26,1944.839
2002-07-29,2045.973
2002-07-30,2054.68
2002-07-31,2074.662
2002-08-01,2011.142
2002-08-02,1973.345
2002-08-05,1912.3
2002-08-06,1965.906
2002-08-07,2014.597
2002-08-08,2076.576
2002-08-09,2078.154
2002-08-12,2069.281
2002-08-13,2022.197
2002-08-14,2110.674
2002-08-15,2129.793
2002-08-16,2127.191
2002-08-19,2176.082
2002-08-20,2148.661
2002-08-21,2173.903
2002-08-22,2205.256
2002-08-23,2156.176
2002-08-26,2165.678
2002-08-27,2124.971
2002-08-28,2093.339
2002-08-29,2090.114
2002-08-30,2084.799
2002-09-02,2084.799
2002-09-03,2003.206
2002-09-04,2039.467
2002-09-05,2006.411
2002-09-06,2036.926
2002-09-09,2059.482
2002-09-10,2078.599
2002-09-11,2074.213
2002-09-12,2023.38
2002-09-13,2033.801
2002-09-16,2043.083
2002-09-17,2004.21
2002-09-18,1996.017
2002-09-19,1935.534
2002-09-20,1935.132
2002-09-23,1906.138
2002-09-24,1883.965
2002-09-25,1934.277
2002-09-26,1957.937
2002-09-27,1887.084
2002-09-30,1858.528
2002-10-01,1935.213
2002-10-02,1902.714
2002-10-03,1884.191
2002-10-04,1844.506
2002-10-07,1819.798
2002-10-08,1863.506
2002-10-09,1824.94
2002-10-10,1870.513
2002-10-11,1937.683
2002-10-14,1965.678
2002-10-15,2046.046
2002-10-16,1996.823
2002-10-17,2037.659
2002-10-18,2056.952
2002-10-21,2081.639
2002-10-22,2049.311
2002-10-23,2061.815
2002-10-24,2020.541
2002-10-25,2063.032
2002-10-28,2041.087
2002-10-29,2029.17
2002-10-30,2042.264
2002-10-31,2035.011
2002-11-01,2063.422
2002-11-04,2077.085
2002-11-05,2090.907
2002-11-06,2111.095
2002-11-07,2076.078
2002-11-08,2053.047
2002-11-11,2012.603
2002-11-12,2022.223
2002-11-13,2027.175
2002-11-14,2075.907
2002-11-15,2077.79
2002-11-18,2056.381
2002-11-19,2045.976
2002-11-20,2085.692
2002-11-21,2121.739
2002-11-22,2110.723
2002-11-25,2112.757
2002-11-26,2074.945
2002-11-27,2126.9
2002-11-28,2126.9
2002-11-29,2116.393
2002-12-02,2112.919
2002-12-03,2093.186
2002-12-04,2097.59
2002-12-05,2072.871
2002-12-06,2085.684
2002-12-09,2050.521
2002-12-10,2074.73
2002-12-11,2076.156
2002-12-12,2061.713
2002-12-13,2034.541
2002-12-16,2072.302
2002-12-17,2050.385
2002-12-18,2029.571
2002-12-19,2015.409
2002-12-20,2036.576
2002-12-23,2043.39
2002-12-24,2037.91
2002-12-25,2037.91
2002-12-26,2024.763
2002-12-27,1998.814
2002-12-30,2010.75
2002-12-31,2007.984
2003-01-01,2007.984
2003-01-02,2069.726
2003-01-03,2066.455
2003-01-06,2094.767
2003-01-07,2086.309
2003-01-08,2059.872
2003-01-09,2099.799
2003-01-10,2096.884
2003-01-13,2095.268
2003-01-14,2101.849
2003-01-15,2072.119
2003-01-16,2066.163
2003-01-17,2037.246
2003-01-20,2037.246
2003-01-21,2012.37
2003-01-22,1994.604
2003-01-23,2012.561
2003-01-24,1958.744
2003-01-27,1929.539
2003-01-28,1954.473
2003-01-29,1963.333
2003-01-30,1922.758
2003-01-31,1950.938
2003-02-03,1960.073
2003-02-04,1933.947
2003-02-05,1926.15
2003-02-06,1921.062
2003-02-07,1904.679
2003-02-10,1919.294
2003-02-11,1903.119
2003-02-12,1885.601
2003-02-13,1876.347
2003-02-14,1915.338
2003-02-17,1915.338
2003-02-18,1952.722
2003-02-19,1942.99
2003-02-20,1924.962
2003-02-21,1952.946
2003-02-24,1916.603
2003-02-25,1933.879
2003-02-26,1911.598
2003-02-27,1932.896
2003-02-28,1939.981
2003-03-03,1922.44
2003-03-04,1894.451
2003-03-05,1912.927
2003-03-06,1901.602
2003-03-07,1922.541
2003-03-10,1876.491
2003-03-11,1866.748
2003-03-12,1883.138
2003-03-13,1943.325
2003-03-14,1944.444
2003-03-17,2013.388
2003-03-18,2018.842
2003-03-19,2039.763
2003-03-20,2040.273
2003-03-21,2088.941
2003-03-24,2018.353
2003-03-25,2043.971
2003-03-26,2029.256
2003-03-27,2028.34
2003-03-28,2016.174
2003-03-31,1985.462
2003-04-01,2001.852
2003-04-02,2052.547
2003-04-03,2049.43
2003-04-04,2051.824
2003-04-07,2050.658
2003-04-08,2053.868
2003-04-09,2021.05
2003-04-10,2031.582
2003-04-11,2023.939
2003-04-14,2061.669
2003-04-15,2071.479
2003-04-16,2039.104
2003-04-17,2070.816
2003-04-18,2070.816
2003-04-21,2064.176
2003-04-22,2104.101
2003-04-23,2111.358
2003-04-24,2102.222
2003-04-25,2074.087
2003-04-28,2106.974
2003-04-29,2116.07
2003-04-30,2107.696
2003-05-01,2107.035
2003-05-02,2134.962
2003-05-05,2126.658
2003-05-06,2142.578
2003-05-07,2133.553
2003-05-08,2117.64
2003-05-09,2148.822
2003-05-12,2171.321
2003-05-13,2162.637
2003-05-14,2155.089
2003-05-15,2168.98
2003-05-16,2152.655
2003-05-19,2101.466
2003-05-20,2096.148
2003-05-21,2100.001
2003-05-22,2119.398
2003-05-23,2114.547
2003-05-26,2114.547
2003-05-27,2151.353
2003-05-28,2154.367
2003-05-29,2146.079
2003-05-30,2173.809
2003-06-02,2168.127
2003-06-03,2182.251
2003-06-04,2216.525
2003-06-05,2225.341
2003-06-06,2214.039
2003-06-09,2190.856
2003-06-10,2211.688
2003-06-11,2237.082
2003-06-12,2238.198
2003-06-13,2214.17
2003-06-16,2269.853
2003-06-17,2278.462
2003-06-18,2280.604
2003-06-19,2249.183
2003-06-20,2245.439
2003-06-23,2210.632
2003-06-24,2209.706
2003-06-25,2194.873
2003-06-26,2225.652
2003-06-27,2204.582
2003-06-30,2198.415
2003-07-01,2217.974
2003-07-02,2249.701
2003-07-03,2230.265
2003-07-04,2230.265
2003-07-07,2281.613
2003-07-08,2295.307
2003-07-09,2282.364
2003-07-10,2252.6
2003-07-11,2275.679
2003-07-14,2290.688
2003-07-15,2291.181
2003-07-16,2281.554
2003-07-17,2246.673
2003-07-18,2264.062
2003-07-21,2229.919
2003-07-22,2246.584
2003-07-23,2255.23
2003-07-24,2232.888
2003-07-25,2271.682
2003-07-28,2265.05
2003-07-29,2249.79
2003-07-30,2247.215
2003-07-31,2253.618
2003-08-01,2229.964
2003-08-04,2235.661
2003-08-05,2192.153
2003-08-06,2187.384
2003-08-07,2207.578
2003-08-08,2210.275
2003-08-11,2220.211
2003-08-12,2241.743
2003-08-13,2226.629
2003-08-14,2236.103
2003-08-15,2239.845
2003-08-18,2265.965
2003-08-19,2272.793
2003-08-20,2267.746
2003-08-21,2272.198
2003-08-22,2256.867
2003-08-25,2260.918
2003-08-26,2269.111
2003-08-27,2272.682
2003-08-28,2285.993
2003-08-29,2297.474
2003-09-01,2297.474
2003-09-02,2327.823
2003-09-03,2335.802
2003-09-04,2345.5
2003-09-05,2330.484
2003-09-08,2359.616
2003-09-09,2339.494
2003-09-10,2307.288
2003-09-11,2324.375
2003-09-12,2329.572
2003-09-15,2320.487
2003-09-16,2359.382
2003-09-17,2349.408
2003-09-18,2376.5
2003-09-19,2366.174
2003-09-22,2333.082
2003-09-23,2354.943
2003-09-24,2300.956
2003-09-25,2285.597
2003-09-26,2270.355
2003-09-29,2297.394
2003-09-30,2265.397
2003-10-01,2318.155
2003-10-02,2322.956
2003-10-03,2351.648
2003-10-06,2358.075
2003-10-07,2371.215
2003-10-08,2358.609
2003-10-09,2371.567
2003-10-10,2373.072
2003-10-13,2389.789
2003-10-14,2398.293
2003-10-15,2391.629
2003-10-16,2402.523
2003-10-17,2373.933
2003-10-20,2391.257
2003-10-21,2404.859
2003-10-22,2361.041
2003-10-23,2363.088
2003-10-24,2348.08
2003-10-27,2355.312
2003-10-28,2402.643
2003-10-29,2399.979
2003-10-30,2395.465
2003-10-31,2404.927
2003-11-03,2426.375
2003-11-04,2408.964
2003-11-05,2408.882
2003-11-06,2426.584
2003-11-07,2412.334
2003-11-10,2393.857
2003-11-11,2392.723
2003-11-12,2428.35
2003-11-13,2430.802
2003-11-14,2412.287
2003-11-17,2394.114
2003-11-18,2370.698
2003-11-19,2391.778
2003-11-20,2367.16
2003-11-21,2368.537
2003-11-24,2416.792
2003-11-25,2410.307
2003-11-26,2419.345
2003-11-27,2419.345
2003-11-28,2420.203
2003-12-01,2447.206
2003-12-02,2431.342
2003-12-03,2421.5
2003-12-04,2435.08
2003-12-05,2410.591
2003-12-08,2424.025
2003-12-09,2392.384
2003-12-10,2390.025
2003-12-11,2420.035
2003-12-12,2425.398
2003-12-15,2406.959
2003-12-16,2418.959
2003-12-17,2419.625
2003-12-18,2453.298
2003-12-19,2446.955
2003-12-22,2452.184
2003-12-23,2461.95
2003-12-24,2459.012
2003-12-25,2459.012
2003-12-26,2463.374
2003-12-29,2496.327
2003-12-30,2494.599
2003-12-31,2497.953
2004-01-01,2497.953
2004-01-02,2489.142
2004-01-05,2522.126
2004-01-06,2530.188
2004-01-07,2541.417
2004-01-08,2552.55
2004-01-09,2532.809
2004-01-12,2548.78
2004-01-13,2533.427
2004-01-14,2552.667
2004-01-15,2554.889
2004-01-16,2575.06
2004-01-19,2575.06
2004-01-20,2569.917
2004-01-21,2583.347
2004-01-22,2573.443
2004-01-23,2573.092
2004-01-26,2607.455
2004-01-27,2575.058
2004-01-28,2538.353
2004-01-29,2554.897
2004-01-30,2550.688
2004-02-02,2561.304
2004-02-03,2568.983
2004-02-04,2543.756
2004-02-05,2544.055
2004-02-06,2584.729
2004-02-09,2575.806
2004-02-10,2590.506
2004-02-11,2610.064
2004-02-12,2595.735
2004-02-13,2578.472
2004-02-16,2578.472
2004-02-17,2605.331
2004-02-18,2595.06
2004-02-19,2576.697
2004-02-20,2573.74
2004-02-23,2555.123
2004-02-24,2556.638
2004-02-25,2567.635
2004-02-26,2572.267
2004-02-27,2566.397
2004-03-01,2590.611
2004-03-02,2570.66
2004-03-03,2573.636
2004-03-04,2586.352
2004-03-05,2582.32
2004-03-08,2555.143
2004-03-09,2542.007
2004-03-10,2510.319
2004-03-11,2477.292
2004-03-12,2509.774
2004-03-15,2469.835
2004-03-16,2482.906
2004-03-17,2509.611
2004-03-18,2502.482
2004-03-19,2471.831
2004-03-22,2444.125
2004-03-23,2439.143
2004-03-24,2440.478
2004-03-25,2488.923
2004-03-26,2481.187
2004-03-29,2516.855
2004-03-30,2524.394
2004-03-31,2520.036
2004-04-01,2535.099
2004-04-02,2570.446
2004-04-05,2591.38
2004-04-06,2578.834
2004-04-07,2562.328
2004-04-08,2559.473
2004-04-09,2559.473
2004-04-12,2574.91
2004-04-13,2545.4
2004-04-14,2549.575
2004-04-15,2550.643
2004-04-16,2553.436
2004-04-19,2564.611
2004-04-20,2518.792
2004-04-21,2535.905
2004-04-22,2569.43
2004-04-23,2581.429
2004-04-26,2565.428
2004-04-27,2568.661
2004-04-28,2531.314
2004-04-29,2511.497
2004-04-30,2490.363
2004-05-03,2511.9
2004-05-04,2513.828
2004-05-05,2520.086
2004-05-06,2504.434
2004-05-07,2484.042
2004-05-10,2466.746
2004-05-11,2489.733
2004-05-12,2487.165
2004-05-13,2485.282
2004-05-14,2474.153
2004-05-17,2448.273
2004-05-18,2465.422
2004-05-19,2458.755
2004-05-20,2460.523
2004-05-21,2469.009
2004-05-24,2472.119
2004-05-25,2513.866
2004-05-26,2520.06
2004-05-27,2537.81
2004-05-28,2537.078
2004-05-31,2537.078
2004-06-01,2538.322
2004-06-02,2544.562
2004-06-03,2523.293
2004-06-04,2537.216
2004-06-07,2580.263
2004-06-08,2587.504
2004-06-09,2558.662
2004-06-10,2567.449
2004-06-11,2567.449
2004-06-14,2543.605
2004-06-15,2560.203
2004-06-16,2560.719
2004-06-17,2549.753
2004-06-18,2552.875
2004-06-21,2537.597
2004-06-22,2550.409
2004-06-23,2572.023
2004-06-24,2562.095
2004-06-25,2551.789
2004-06-28,2546.311
2004-06-29,2555.609
2004-06-30,2566.073
2004-07-01,2534.784
2004-07-02,2522.755
2004-07-05,2522.755
2004-07-06,2492.44
2004-07-07,2499.266
2004-07-08,2476.213
2004-07-09,2484.513
2004-07-12,2481.524
2004-07-13,2484.775
2004-07-14,2470.695
2004-07-15,2460.477
2004-07-16,2440.201
2004-07-19,2432.795
2004-07-20,2457.809
2004-07-21,2418.928
2004-07-22,2432.271
2004-07-23,2396.85
2004-07-26,2388.688
2004-07-27,2414.247
2004-07-28,2407.05
2004-07-29,2419.67
2004-07-30,2425.287
2004-08-02,2436.729
2004-08-03,2414.585
2004-08-04,2411.836
2004-08-05,2370.254
2004-08-06,2328.748
2004-08-09,2328.759
2004-08-10,2362.582
2004-08-11,2348.065
2004-08-12,2319.821
2004-08-13,2324.578
2004-08-16,2353.323
2004-08-17,2364.541
2004-08-18,2398.626
2004-08-19,2387.597
2004-08-20,2401.478
2004-08-23,2398.937
2004-08-24,2397.307
2004-08-25,2419.227
2004-08-26,2417.777
2004-08-27,2426.317
2004-08-30,2401.457
2004-08-31,2409.153
2004-09-01,2418.149
2004-09-02,2446.695
2004-09-03,2427.627
2004-09-06,2427.627
2004-09-07,2440.06
2004-09-08,2432.359
2004-09-09,2440.415
2004-09-10,2458.564
2004-09-13,2468.078
2004-09-14,2476.516
2004-09-15,2455.532
2004-09-16,2456.207
2004-09-17,2465.716
2004-09-20,2455.96
2004-09-21,2468.08
2004-09-22,2431.452
2004-09-23,2427.727
2004-09-24,2426.389
2004-09-27,2409.088
2004-09-28,2420.285
2004-09-29,2437.455
2004-09-30,2441.172
2004-10-01,2481.864
2004-10-04,2491.313
2004-10-05,2489.206
2004-10-06,2503.625
2004-10-07,2472.685
2004-10-08,2446.239
2004-10-11,2453.113
2004-10-12,2445.331
2004-10-13,2434.617
2004-10-14,2408.835
2004-10-15,2414.623
2004-10-18,2437.94
2004-10-19,2418.55
2004-10-20,2425.738
2004-10-21,2434.32
2004-10-22,2400.011
2004-10-25,2395.127
2004-10-26,2429.12
2004-10-27,2471.536
2004-10-28,2477.093
2004-10-29,2479.849
2004-11-01,2478.799
2004-11-02,2483.411
2004-11-03,2511.938
2004-11-04,2543.636
2004-11-05,2559.95
2004-11-08,2555.677
2004-11-09,2554.297
2004-11-10,2546.167
2004-11-11,2570.518
2004-11-12,2595.776
2004-11-15,2605.077
2004-11-16,2584.345
2004-11-17,2601.393
2004-11-18,2605.275
2004-11-19,2571.228
2004-11-22,2585.284
2004-11-23,2580.713
2004-11-24,2593.329
2004-11-25,2593.329
2004-11-26,2592.33
2004-11-29,2587.026
2004-11-30,2570.972
2004-12-01,2614.213
2004-12-02,2618.235
2004-12-03,2621.938
2004-12-06,2619.232
2004-12-07,2587.884
2004-12-08,2605.068
2004-12-09,2621.088
2004-12-10,2612.546
2004-12-13,2628.046
2004-12-14,2644.262
2004-12-15,2647.6
2004-12-16,2644.137
2004-12-17,2618.275
2004-12-20,2610.651
2004-12-21,2636.295
2004-12-22,2647.118
2004-12-23,2648.937
2004-12-24,2648.937
2004-12-27,2640.804
2004-12-28,2663.313
2004-12-29,2665.734
2004-12-30,2666.458
2004-12-31,2661.996
2005-01-03,2639.053
2005-01-04,2605.437
2005-01-05,2596.464
2005-01-06,2601.664
2005-01-07,2604.592
2005-01-10,2616.48
2005-01-11,2601.318
2005-01-12,2615.283
2005-01-13,2587.744
2005-01-14,2603.565
2005-01-17,2603.565
2005-01-18,2623.974
2005-01-19,2598.347
2005-01-20,2576.65
2005-01-21,2557.683
2005-01-24,2540.029
2005-01-25,2554.967
2005-01-26,2570.626
2005-01-27,2571.652
2005-01-28,2565.533
2005-01-31,2582.156
2005-02-01,2592.179
2005-02-02,2601.395
2005-02-03,2587.869
2005-02-04,2617.012
2005-02-07,2613.223
2005-02-08,2616.308
2005-02-09,2587.084
2005-02-10,2597.544
2005-02-11,2620.311
2005-02-14,2621.101
2005-02-15,2632.269
2005-02-16,2630.497
2005-02-17,2609.347
2005-02-18,2613.64
2005-02-21,2613.64
2005-02-22,2578.333
2005-02-23,2586.48
2005-02-24,2608.455
2005-02-25,2629.416
2005-02-28,2609.737
2005-03-01,2627.919
2005-03-02,2627.197
2005-03-03,2626.96
2005-03-04,2647.476
2005-03-07,2661.719
2005-03-08,2645.355
2005-03-09,2626.501
2005-03-10,2629.87
2005-03-11,2604.094
2005-03-14,2617.299
2005-03-15,2596.608
2005-03-16,2575.719
2005-03-17,2577.535
2005-03-18,2571.875
2005-03-21,2563.999
2005-03-22,2545.981
2005-03-23,2553.436
2005-03-24,2553.598
2005-03-25,2553.598
2005-03-28,2560.874
2005-03-29,2542.158
2005-03-30,2576.593
2005-03-31,2567.069
2005-04-01,2545.255
2005-04-04,2556.555
2005-04-05,2574.084
2005-04-06,2573.633
2005-04-07,2593.103
2005-04-08,2570.766
2005-04-11,2566.982
2005-04-12,2581.483
2005-04-13,2552.644
2005-04-14,2528.244
2005-04-15,2489.193
2005-04-18,2490.974
2005-04-19,2503.424
2005-04-20,2473.556
2005-04-21,2526.318
2005-04-22,2501.335
2005-04-25,2521.244
2005-04-26,2501.191
2005-04-27,2511.73
2005-04-28,2486.63
2005-04-29,2511.983
2005-05-02,2524.618
2005-05-03,2525.441
2005-05-04,2555.223
2005-05-05,2551.8
2005-05-06,2553.397
2005-05-09,2568.246
2005-05-10,2544.401
2005-05-11,2556.416
2005-05-12,2540.558
2005-05-13,2541.28
2005-05-16,2566.613
2005-05-17,2581.569
2005-05-18,2607.644
2005-05-19,2620.764
2005-05-20,2617.905
2005-05-23,2628.216
2005-05-24,2631.939
2005-05-25,2621.893
2005-05-26,2641.39
2005-05-27,2642.322
2005-05-30,2642.322
2005-05-31,2625.439
2005-06-01,2649.361
2005-06-02,2659.951
2005-06-03,2638.507
2005-06-06,2642.398
2005-06-07,2640.38
2005-06-08,2632.595
2005-06-09,2650.821
2005-06-10,2637.589
2005-06-13,2645.364
2005-06-14,2650.754
