Date,PORTUGAL SMID CAP SMID (Small+Mid Cap)
2001-05-30,309.042
2001-05-31,303.789
2001-06-01,304.644
2001-06-04,304.389
2001-06-05,303.434
2001-06-06,302.23
2001-06-07,301.642
2001-06-08,299.212
2001-06-11,291.236
2001-06-12,289.791
2001-06-13,294.866
2001-06-14,297.394
2001-06-15,293.584
2001-06-18,286.884
2001-06-19,282.891
2001-06-20,276.263
2001-06-21,276.556
2001-06-22,279.875
2001-06-25,282.196
2001-06-26,279.802
2001-06-27,276.633
2001-06-28,275.274
2001-06-29,274.773
2001-07-02,272.968
2001-07-03,275.081
2001-07-04,273.64
2001-07-05,269.884
2001-07-06,267.137
2001-07-09,266.371
2001-07-10,269.728
2001-07-11,268.833
2001-07-12,266.837
2001-07-13,266.536
2001-07-16,266.633
2001-07-17,262.92
2001-07-18,268.197
2001-07-19,269.172
2001-07-20,267.407
2001-07-23,265.708
2001-07-24,268.572
2001-07-25,267.842
2001-07-26,269.136
2001-07-27,271.434
2001-07-30,271.225
2001-07-31,271.476
2001-08-01,271.353
2001-08-02,268.518
2001-08-03,265.568
2001-08-06,263.268
2001-08-07,261.051
2001-08-08,259.369
2001-08-09,261.413
2001-08-10,263.744
2001-08-13,266.899
2001-08-14,268.052
2001-08-15,272.144
2001-08-16,269.2
2001-08-17,267.235
2001-08-20,265.313
2001-08-21,266.992
2001-08-22,268.197
2001-08-23,264.402
2001-08-24,265.064
2001-08-27,264.531
2001-08-28,262.207
2001-08-29,262.41
2001-08-30,261.751
2001-08-31,260.169
2001-09-03,257.002
2001-09-04,251.03
2001-09-05,249.92
2001-09-06,249.626
2001-09-07,247.976
2001-09-10,243.143
2001-09-11,236.056
2001-09-12,230.987
2001-09-13,231.757
2001-09-14,227.87
2001-09-17,224.979
2001-09-18,230.169
2001-09-19,234.473
2001-09-20,229.52
2001-09-21,227.742
2001-09-24,231.095
2001-09-25,236.041
2001-09-26,239.204
2001-09-27,239.051
2001-09-28,235.848
2001-10-01,237.335
2001-10-02,239.175
2001-10-03,239.225
2001-10-04,240.119
2001-10-05,241.578
2001-10-08,241.357
2001-10-09,243.823
2001-10-10,245.883
2001-10-11,244.538
2001-10-12,246.789
2001-10-15,246.508
2001-10-16,250.615
2001-10-17,252.14
2001-10-18,253.687
2001-10-19,254.33
2001-10-22,258.371
2001-10-23,259.86
2001-10-24,260.281
2001-10-25,257.592
2001-10-26,257.281
2001-10-29,259.028
2001-10-30,257.892
2001-10-31,260.298
2001-11-01,261.96
2001-11-02,261.759
2001-11-05,265.081
2001-11-06,267.981
2001-11-07,271.714
2001-11-08,268.085
2001-11-09,266.021
2001-11-12,266.707
2001-11-13,266.469
2001-11-14,266.945
2001-11-15,264.713
2001-11-16,264.496
2001-11-19,266.536
2001-11-20,266.731
2001-11-21,262.975
2001-11-22,264.228
2001-11-23,263.214
2001-11-26,265.287
2001-11-27,266.278
2001-11-28,263.082
2001-11-29,263.195
2001-11-30,264.13
2001-12-03,260.754
2001-12-04,263.073
2001-12-05,265.887
2001-12-06,266.912
2001-12-07,267.595
2001-12-10,265.359
2001-12-11,267.555
2001-12-12,268.955
2001-12-13,269.681
2001-12-14,271.516
2001-12-17,271.722
2001-12-18,270.426
2001-12-19,267.703
2001-12-20,266.934
2001-12-21,264.011
2001-12-24,261.377
2001-12-25,261.377
2001-12-26,261.6
2001-12-27,267.136
2001-12-28,266.955
2001-12-31,269.559
2002-01-01,269.559
2002-01-02,272.669
2002-01-03,275.746
2002-01-04,274.422
2002-01-07,273.059
2002-01-08,272.668
2002-01-09,270.397
2002-01-10,270.887
2002-01-11,269.942
2002-01-14,268.882
2002-01-15,271.847
2002-01-16,271.279
2002-01-17,272.076
2002-01-18,272.27
2002-01-21,272.18
2002-01-22,272.26
2002-01-23,272.19
2002-01-24,270.223
2002-01-25,264.236
2002-01-28,264.387
2002-01-29,262.723
2002-01-30,262.152
2002-01-31,263.647
2002-02-01,266.548
2002-02-04,266.185
2002-02-05,266.365
2002-02-06,266.837
2002-02-07,265.191
2002-02-08,266.741
2002-02-11,269.267
2002-02-12,268.884
2002-02-13,266.727
2002-02-14,265.293
2002-02-15,265.337
2002-02-18,264.641
2002-02-19,264.058
2002-02-20,263.666
2002-02-21,262.851
2002-02-22,261.859
2002-02-25,260.086
2002-02-26,260.043
2002-02-27,258.862
2002-02-28,261.961
2002-03-01,262.611
2002-03-04,266.968
2002-03-05,267.703
2002-03-06,271.166
2002-03-07,273.51
2002-03-08,273.948
2002-03-11,273.922
2002-03-12,271.525
2002-03-13,273.993
2002-03-14,276.506
2002-03-15,277.513
2002-03-18,277.947
2002-03-19,279.226
2002-03-20,278.969
2002-03-21,277.455
2002-03-22,278.249
2002-03-25,276.727
2002-03-26,275.659
2002-03-27,276.364
2002-03-28,276.399
2002-03-29,276.399
2002-04-01,278.665
2002-04-02,277.573
2002-04-03,275.793
2002-04-04,276.4
2002-04-05,276.55
2002-04-08,275.062
2002-04-09,277.154
2002-04-10,278.106
2002-04-11,279.394
2002-04-12,277.277
2002-04-15,277.718
2002-04-16,279.374
2002-04-17,280.925
2002-04-18,282.29
2002-04-19,281.252
2002-04-22,282.293
2002-04-23,283.259
2002-04-24,283.437
2002-04-25,285.534
2002-04-26,286.153
2002-04-29,286.017
2002-04-30,286.109
2002-05-01,287.728
2002-05-02,280.99
2002-05-03,281.447
2002-05-06,280.547
2002-05-07,276.694
2002-05-08,280.562
2002-05-09,282.602
2002-05-10,284.573
2002-05-13,283.141
2002-05-14,282.909
2002-05-15,282.031
2002-05-16,281.512
2002-05-17,285.215
2002-05-20,285.208
2002-05-21,283.144
2002-05-22,289.115
2002-05-23,288.612
2002-05-24,291.146
2002-05-27,292.043
2002-05-28,296.878
2002-05-29,297.447
2002-05-30,299.241
2002-05-31,291.268
2002-06-03,293.95
2002-06-04,291.709
2002-06-05,291.466
2002-06-06,288.844
2002-06-07,286.274
2002-06-10,286.016
2002-06-11,286.39
2002-06-12,284.485
2002-06-13,280.479
2002-06-14,275.605
2002-06-17,279.065
2002-06-18,281.503
2002-06-19,283.738
2002-06-20,286.142
2002-06-21,286.048
2002-06-24,284.759
2002-06-25,286.038
2002-06-26,286.31
2002-06-27,286.53
2002-06-28,288.21
2002-07-01,285.356
2002-07-02,279.317
2002-07-03,271.551
2002-07-04,272.849
2002-07-05,276.584
2002-07-08,281.475
2002-07-09,282.824
2002-07-10,281.416
2002-07-11,278.69
2002-07-12,278.591
2002-07-15,278.458
2002-07-16,279.325
2002-07-17,280.278
2002-07-18,278.159
2002-07-19,271.16
2002-07-22,263.059
2002-07-23,256.255
2002-07-24,249.789
2002-07-25,256.339
2002-07-26,254.059
2002-07-29,256.578
2002-07-30,255.403
2002-07-31,254.926
2002-08-01,254.626
2002-08-02,250.789
2002-08-05,245.07
2002-08-06,239.668
2002-08-07,235.703
2002-08-08,240.745
2002-08-09,246.954
2002-08-12,247.302
2002-08-13,246.392
2002-08-14,246.99
2002-08-15,245.151
2002-08-16,244.355
2002-08-19,244.521
2002-08-20,244.326
2002-08-21,247.399
2002-08-22,253.096
2002-08-23,252.97
2002-08-26,251.208
2002-08-27,256.219
2002-08-28,253.147
2002-08-29,253.627
2002-08-30,253.918
2002-09-02,248.49
2002-09-03,250.86
2002-09-04,247.557
2002-09-05,246.069
2002-09-06,246.137
2002-09-09,244.682
2002-09-10,244.449
2002-09-11,245.381
2002-09-12,244.083
2002-09-13,241.402
2002-09-16,236.64
2002-09-17,229.96
2002-09-18,222.475
2002-09-19,221.661
2002-09-20,225.622
2002-09-23,217.79
2002-09-24,211.176
2002-09-25,215.366
2002-09-26,217.664
2002-09-27,211.035
2002-09-30,204.598
2002-10-01,205.124
2002-10-02,210.062
2002-10-03,210.274
2002-10-04,210.612
2002-10-07,209.393
2002-10-08,211.075
2002-10-09,212.937
2002-10-10,211.081
2002-10-11,218.886
2002-10-14,214.185
2002-10-15,218.013
2002-10-16,217.302
2002-10-17,216.31
2002-10-18,213.649
2002-10-21,212.447
2002-10-22,212.699
2002-10-23,205.126
2002-10-24,209.352
2002-10-25,215.795
2002-10-28,222.045
2002-10-29,216.33
2002-10-30,220.894
2002-10-31,226.321
2002-11-01,227.727
2002-11-04,233.223
2002-11-05,232.938
2002-11-06,232.582
2002-11-07,235.272
2002-11-08,237.218
2002-11-11,236.839
2002-11-12,236.013
2002-11-13,234.897
2002-11-14,238.725
2002-11-15,244.558
2002-11-18,248.512
2002-11-19,250.888
2002-11-20,249.624
2002-11-21,250.664
2002-11-22,251.571
2002-11-25,254.048
2002-11-26,249.753
2002-11-27,252.582
2002-11-28,256.78
2002-11-29,257.839
2002-12-02,258.324
2002-12-03,256.872
2002-12-04,261.03
2002-12-05,261.643
2002-12-06,262.661
2002-12-09,255.008
2002-12-10,254.456
2002-12-11,251.199
2002-12-12,250.441
2002-12-13,250.588
2002-12-16,250.265
2002-12-17,253.973
2002-12-18,256.744
2002-12-19,254.087
2002-12-20,253.207
2002-12-23,250.856
2002-12-24,251.894
2002-12-25,251.894
2002-12-26,252.529
2002-12-27,251.665
2002-12-30,252.515
2002-12-31,255.907
2003-01-01,255.907
2003-01-02,258.966
2003-01-03,259.84
2003-01-06,258.11
2003-01-07,262.96
2003-01-08,262.386
2003-01-09,265.731
2003-01-10,268.502
2003-01-13,271.904
2003-01-14,274.025
2003-01-15,271.642
2003-01-16,272.58
2003-01-17,271.648
2003-01-20,269.395
2003-01-21,263.767
2003-01-22,265.292
2003-01-23,268.273
2003-01-24,268.923
2003-01-27,264.67
2003-01-28,261.073
2003-01-29,255.94
2003-01-30,253.423
2003-01-31,253.933
2003-02-03,256.773
2003-02-04,256.17
2003-02-05,256.522
2003-02-06,257.233
2003-02-07,255.337
2003-02-10,252.529
2003-02-11,253.177
2003-02-12,251.232
2003-02-13,251.934
2003-02-14,254.104
2003-02-17,254.834
2003-02-18,254.04
2003-02-19,249.834
2003-02-20,249.84
2003-02-21,245.624
2003-02-24,240.375
2003-02-25,230.391
2003-02-26,232.776
2003-02-27,232.482
2003-02-28,234.618
2003-03-03,234.431
2003-03-04,236.777
2003-03-05,238.711
2003-03-06,239.592
2003-03-07,241.972
2003-03-10,245.406
2003-03-11,249.379
2003-03-12,248.157
2003-03-13,246.297
2003-03-14,243.017
2003-03-17,239.084
2003-03-18,241.752
2003-03-19,239.931
2003-03-20,239.151
2003-03-21,241.558
2003-03-24,240.827
2003-03-25,242.972
2003-03-26,245.569
2003-03-27,245.638
2003-03-28,244.811
2003-03-31,243.554
2003-04-01,246.571
2003-04-02,246.791
2003-04-03,246.768
2003-04-04,251.002
2003-04-07,255.988
2003-04-08,254.206
2003-04-09,254.048
2003-04-10,253.513
2003-04-11,250.186
2003-04-14,245.866
2003-04-15,252.438
2003-04-16,251.652
2003-04-17,251.572
2003-04-18,251.572
2003-04-21,250.488
2003-04-22,251.154
2003-04-23,253.264
2003-04-24,253.142
2003-04-25,253.855
2003-04-28,253.872
2003-04-29,254.125
2003-04-30,258.564
2003-05-01,260.939
2003-05-02,261.609
2003-05-05,265.159
2003-05-06,270.813
2003-05-07,272.043
2003-05-08,273.932
2003-05-09,272.217
2003-05-12,274.492
2003-05-13,272.695
2003-05-14,274.652
2003-05-15,272.808
2003-05-16,273.614
2003-05-19,276.553
2003-05-20,278.113
2003-05-21,277.371
2003-05-22,277.331
2003-05-23,279.511
2003-05-26,281.581
2003-05-27,282.367
2003-05-28,284.061
2003-05-29,284.564
2003-05-30,284.74
2003-06-02,288.433
2003-06-03,288.515
2003-06-04,291.401
2003-06-05,299.165
2003-06-06,296.068
2003-06-09,295.904
2003-06-10,294.012
2003-06-11,296.225
2003-06-12,292.415
2003-06-13,293.918
2003-06-16,299.328
2003-06-17,297.764
2003-06-18,290.686
2003-06-19,287.715
2003-06-20,290.548
2003-06-23,290.755
2003-06-24,285.759
2003-06-25,287.847
2003-06-26,285.973
2003-06-27,285.083
2003-06-30,285.175
2003-07-01,286.538
2003-07-02,288.372
2003-07-03,288.064
2003-07-04,285.433
2003-07-07,286.492
2003-07-08,285.644
2003-07-09,282.193
2003-07-10,282.899
2003-07-11,285.558
2003-07-14,287.193
2003-07-15,284.625
2003-07-16,282.427
2003-07-17,283.414
2003-07-18,280.515
2003-07-21,280.792
2003-07-22,280.102
2003-07-23,280.523
2003-07-24,284.146
2003-07-25,285.457
2003-07-28,282.732
2003-07-29,282.181
2003-07-30,279.11
2003-07-31,275.444
2003-08-01,273.771
2003-08-04,275.248
2003-08-05,277.229
2003-08-06,275.945
2003-08-07,277.972
2003-08-08,275.399
2003-08-11,276.289
2003-08-12,279.374
2003-08-13,279.778
2003-08-14,280.131
2003-08-15,281.339
2003-08-18,282.954
2003-08-19,281.862
2003-08-20,282.242
2003-08-21,282.052
2003-08-22,280.706
2003-08-25,280.883
2003-08-26,281.937
2003-08-27,282.813
2003-08-28,282.436
2003-08-29,283.139
2003-09-01,285.352
2003-09-02,281.996
2003-09-03,280.078
2003-09-04,279.96
2003-09-05,281.939
2003-09-08,282.416
2003-09-09,285.19
2003-09-10,284.975
2003-09-11,286.972
2003-09-12,289.872
2003-09-15,291.147
2003-09-16,287.676
2003-09-17,294.773
2003-09-18,296.199
2003-09-19,299.577
2003-09-22,301.16
2003-09-23,304.856
2003-09-24,304.87
2003-09-25,302.724
2003-09-26,299.982
2003-09-29,306.284
2003-09-30,309.143
2003-10-01,315.067
2003-10-02,315.698
2003-10-03,316.819
2003-10-06,316.229
2003-10-07,319.128
2003-10-08,320.889
2003-10-09,320.576
2003-10-10,323.812
2003-10-13,322.61
2003-10-14,323.659
2003-10-15,321.462
2003-10-16,320.949
2003-10-17,321.008
2003-10-20,318.516
2003-10-21,319.808
2003-10-22,319.361
2003-10-23,317.887
2003-10-24,319.902
2003-10-27,316.148
2003-10-28,315.943
2003-10-29,316.78
2003-10-30,317.844
2003-10-31,317.898
2003-11-03,314.391
2003-11-04,317.944
2003-11-05,317.659
2003-11-06,314.703
2003-11-07,319.993
2003-11-10,323.024
2003-11-11,323.813
2003-11-12,330.454
2003-11-13,334.164
2003-11-14,337.234
2003-11-17,332.115
2003-11-18,333.917
2003-11-19,338.392
2003-11-20,336.733
2003-11-21,336.968
2003-11-24,334.536
2003-11-25,335.475
2003-11-26,340.221
2003-11-27,341.933
2003-11-28,347.298
2003-12-01,346.972
2003-12-02,351.583
2003-12-03,351.193
2003-12-04,350.044
2003-12-05,351.596
2003-12-08,355.119
2003-12-09,355.96
2003-12-10,356.248
2003-12-11,352.097
2003-12-12,356.352
2003-12-15,358.571
2003-12-16,361.848
2003-12-17,362.079
2003-12-18,363.006
2003-12-19,363.02
2003-12-22,364.817
2003-12-23,366.318
2003-12-24,368.227
2003-12-25,368.227
2003-12-26,368.079
2003-12-29,368.702
2003-12-30,371.491
2003-12-31,373.803
2004-01-01,373.803
2004-01-02,380.291
2004-01-05,385.753
2004-01-06,381.026
2004-01-07,378.314
2004-01-08,381.083
2004-01-09,383.837
2004-01-12,383.379
2004-01-13,381.639
2004-01-14,380.709
2004-01-15,380.085
2004-01-16,373.838
2004-01-19,374.462
2004-01-20,376.173
2004-01-21,381.969
2004-01-22,384.926
2004-01-23,385.659
2004-01-26,383.372
2004-01-27,385.972
2004-01-28,385.088
2004-01-29,374.763
2004-01-30,382.611
2004-02-02,382.337
2004-02-03,386.247
2004-02-04,385.2
2004-02-05,386.889
2004-02-06,397.485
2004-02-09,397.738
2004-02-10,403.31
2004-02-11,409.302
2004-02-12,409.252
2004-02-13,410.55
2004-02-16,412.332
2004-02-17,417.011
2004-02-18,423.307
2004-02-19,419.06
2004-02-20,415.223
2004-02-23,420.346
2004-02-24,425.84
2004-02-25,422.9
2004-02-26,415.187
2004-02-27,417.487
2004-03-01,421.186
2004-03-02,422.128
2004-03-03,420.007
2004-03-04,421.757
2004-03-05,431.107
2004-03-08,437.789
2004-03-09,434.194
2004-03-10,422.298
2004-03-11,410.639
2004-03-12,411.124
2004-03-15,402.585
2004-03-16,405.937
2004-03-17,409.431
2004-03-18,410.605
2004-03-19,408.731
2004-03-22,404.712
2004-03-23,400.569
2004-03-24,395.317
2004-03-25,400.278
2004-03-26,399.876
2004-03-29,399.983
2004-03-30,400.125
2004-03-31,406.899
2004-04-01,413.088
2004-04-02,411.09
2004-04-05,405.383
2004-04-06,404.1
2004-04-07,414.234
2004-04-08,412.246
2004-04-09,412.246
2004-04-12,411.088
2004-04-13,409.117
2004-04-14,406.665
2004-04-15,403.388
2004-04-16,411.193
2004-04-19,413.352
2004-04-20,409.174
2004-04-21,400.649
2004-04-22,399.769
2004-04-23,398.71
2004-04-26,396.711
2004-04-27,398.695
2004-04-28,397.044
2004-04-29,402.278
2004-04-30,402.686
2004-05-03,403.252
2004-05-04,409.729
2004-05-05,414.011
2004-05-06,408.285
2004-05-07,401.654
2004-05-10,393.098
2004-05-11,393.212
2004-05-12,394.526
2004-05-13,393.722
2004-05-14,392.371
2004-05-17,387.653
2004-05-18,389.052
2004-05-19,395.766
2004-05-20,391.512
2004-05-21,394.07
2004-05-24,392.199
2004-05-25,393.533
2004-05-26,392.877
2004-05-27,402.539
2004-05-28,398.504
2004-05-31,399.211
2004-06-01,399.265
2004-06-02,400.51
2004-06-03,400.938
2004-06-04,402.535
2004-06-07,409.199
2004-06-08,405.267
2004-06-09,398.585
2004-06-10,399.1
2004-06-11,396.68
2004-06-14,396.811
2004-06-15,399.452
2004-06-16,399.211
2004-06-17,401.035
2004-06-18,402.343
2004-06-21,401.708
2004-06-22,402.79
2004-06-23,403.063
2004-06-24,404.703
2004-06-25,402.822
2004-06-28,409.097
2004-06-29,406.167
2004-06-30,407.772
2004-07-01,405.64
2004-07-02,410.087
2004-07-05,404.553
2004-07-06,402.353
2004-07-07,403.34
2004-07-08,406.567
2004-07-09,409.322
2004-07-12,413.728
2004-07-13,413.496
2004-07-14,416.441
2004-07-15,414.613
2004-07-16,418.091
2004-07-19,410.997
2004-07-20,410.998
2004-07-21,407.503
2004-07-22,407.114
2004-07-23,401.216
2004-07-26,399.476
2004-07-27,398.818
2004-07-28,400.449
2004-07-29,399.683
2004-07-30,389.538
2004-08-02,394.713
2004-08-03,390.639
2004-08-04,388.724
2004-08-05,389.569
2004-08-06,393.056
2004-08-09,394.558
2004-08-10,398.382
2004-08-11,392.129
2004-08-12,393.323
2004-08-13,397.103
2004-08-16,398.384
2004-08-17,396.565
2004-08-18,397.145
2004-08-19,398.427
2004-08-20,400.374
2004-08-23,395.454
2004-08-24,393.929
2004-08-25,392.282
2004-08-26,393.241
2004-08-27,390.312
2004-08-30,392.509
2004-08-31,396.115
2004-09-01,396.641
2004-09-02,396.859
2004-09-03,394.466
2004-09-06,395.519
2004-09-07,398.118
2004-09-08,403.432
2004-09-09,405.356
2004-09-10,411.276
2004-09-13,412.35
2004-09-14,413.31
2004-09-15,406.744
2004-09-16,406.396
2004-09-17,408.183
2004-09-20,408.866
2004-09-21,411.976
2004-09-22,411.539
2004-09-23,411.764
2004-09-24,410.489
2004-09-27,411.017
2004-09-28,410.332
2004-09-29,413.922
2004-09-30,417.941
2004-10-01,417.119
2004-10-04,416.298
2004-10-05,419.625
2004-10-06,419.812
2004-10-07,414.393
2004-10-08,419.355
2004-10-11,416.618
2004-10-12,414.779
2004-10-13,414.129
2004-10-14,418.962
2004-10-15,420.042
2004-10-18,421.837
2004-10-19,422.388
2004-10-20,426.371
2004-10-21,427.772
2004-10-22,430.402
2004-10-25,430.813
2004-10-26,427.48
2004-10-27,431.233
2004-10-28,434.109
2004-10-29,433.534
2004-11-01,437.695
2004-11-02,438.005
2004-11-03,441.461
2004-11-04,444.021
2004-11-05,442.508
2004-11-08,445.238
2004-11-09,445.604
2004-11-10,451.927
2004-11-11,450.752
2004-11-12,452.609
2004-11-15,447.67
2004-11-16,444.349
2004-11-17,454.225
2004-11-18,450.155
2004-11-19,452.529
2004-11-22,453.938
2004-11-23,455.226
2004-11-24,457.937
2004-11-25,461.646
2004-11-26,463.232
2004-11-29,461.158
2004-11-30,458.8
2004-12-01,457.858
2004-12-02,454.025
2004-12-03,456.563
2004-12-06,457.233
2004-12-07,457.868
2004-12-08,454.123
2004-12-09,453.057
2004-12-10,452.036
2004-12-13,458.653
2004-12-14,461.023
2004-12-15,468.558
2004-12-16,463.646
2004-12-17,459.007
2004-12-20,468.084
2004-12-21,466.305
2004-12-22,466.655
2004-12-23,470.266
2004-12-24,470.305
2004-12-27,473.669
2004-12-28,473.001
2004-12-29,473.457
2004-12-30,474.38
2004-12-31,473.865
2005-01-03,469.871
2005-01-04,467.449
2005-01-05,468.064
2005-01-06,468.41
2005-01-07,468.35
2005-01-10,466.149
2005-01-11,467.127
2005-01-12,471.318
2005-01-13,470.302
2005-01-14,463.355
2005-01-17,468.568
2005-01-18,465.763
2005-01-19,469.796
2005-01-20,466.428
2005-01-21,470.671
2005-01-24,471.173
2005-01-25,468.329
2005-01-26,476.8
2005-01-27,473.178
2005-01-28,477.707
2005-01-31,482.362
2005-02-01,484.305
2005-02-02,482.362
2005-02-03,480.315
2005-02-04,480.238
2005-02-07,475.629
2005-02-08,474.746
2005-02-09,474.692
2005-02-10,478.84
2005-02-11,479.572
2005-02-14,482.506
2005-02-15,484.61
2005-02-16,485.062
2005-02-17,486.625
2005-02-18,484.805
2005-02-21,477.317
2005-02-22,480.593
2005-02-23,476.905
2005-02-24,478.164
2005-02-25,479.651
2005-02-28,483.527
2005-03-01,481.875
2005-03-02,476.174
2005-03-03,477.974
2005-03-04,483.119
2005-03-07,483.531
2005-03-08,488.786
2005-03-09,488.266
2005-03-10,488.26
2005-03-11,491.037
2005-03-14,485.101
2005-03-15,481.509
2005-03-16,484.307
2005-03-17,479.408
2005-03-18,476.559
2005-03-21,472.482
2005-03-22,473.041
2005-03-23,467.581
2005-03-24,468.228
2005-03-25,468.228
2005-03-28,464.942
2005-03-29,466.493
2005-03-30,464.717
2005-03-31,465.918
2005-04-01,465.032
2005-04-04,459.242
2005-04-05,464.397
2005-04-06,461.752
2005-04-07,467.183
2005-04-08,465.465
2005-04-11,469.639
2005-04-12,466.827
2005-04-13,471.364
2005-04-14,467.37
2005-04-15,468.303
2005-04-18,467.068
2005-04-19,468.785
2005-04-20,473.792
2005-04-21,474.854
2005-04-22,475.226
2005-04-25,472.764
2005-04-26,469.697
2005-04-27,465.183
2005-04-28,463.54
2005-04-29,463.749
2005-05-02,461.581
2005-05-03,465.163
2005-05-04,469.554
2005-05-05,469.943
2005-05-06,464.231
2005-05-09,460.625
2005-05-10,463.029
2005-05-11,460.494
2005-05-12,459.762
2005-05-13,456.766
2005-05-16,456.369
2005-05-17,457.712
2005-05-18,459.347
2005-05-19,459.789
2005-05-20,460.275
2005-05-23,462.224
2005-05-24,462.037
2005-05-25,458.856
2005-05-26,456.726
2005-05-27,455.666
2005-05-30,452.051
2005-05-31,443.603
2005-06-01,445.194
2005-06-02,443.149
2005-06-03,443.577
2005-06-06,442.514
2005-06-07,440.511
2005-06-08,438.513
2005-06-09,436.094
2005-06-10,436.294
2005-06-13,435.137
2005-06-14,433.871
2005-06-15,436.74
2005-06-16,434.301
2005-06-17,442.136
2005-06-20,438.964
2005-06-21,439.893
2005-06-22,439.172
2005-06-23,438.927
2005-06-24,440.099
2005-06-27,439.452
2005-06-28,435.323
2005-06-29,437.024
2005-06-30,440.552
2005-07-01,437.17
2005-07-04,434.291
2005-07-05,433.746
2005-07-06,433.237
2005-07-07,430.659
2005-07-08,430.828
2005-07-11,436.696
2005-07-12,440.386
2005-07-13,435.749
2005-07-14,435.692
2005-07-15,432.94
2005-07-18,435.965
2005-07-19,434.806
2005-07-20,434.225
2005-07-21,438.561
2005-07-22,437.823
2005-07-25,437.534
2005-07-26,438.621
2005-07-27,441.314
2005-07-28,444.679
2005-07-29,447.765
2005-08-01,449.387
2005-08-02,451.977
2005-08-03,459.65
2005-08-04,462.061
2005-08-05,461.992
2005-08-08,462.552
2005-08-09,460.654
2005-08-10,463.727
2005-08-11,465.973
2005-08-12,466.419
2005-08-15,464.92
2005-08-16,462.385
2005-08-17,461.747
2005-08-18,456.044
2005-08-19,458.794
2005-08-22,463.928
2005-08-23,464.018
2005-08-24,465.102
2005-08-25,465.292
2005-08-26,465.736
2005-08-29,463.396
2005-08-30,463.655
2005-08-31,471.247
2005-09-01,479.106
2005-09-02,481.076
2005-09-05,485.246
2005-09-06,484.864
2005-09-07,484.395
2005-09-08,481.281
2005-09-09,482.386
2005-09-12,475.87
2005-09-13,475.639
2005-09-14,479.229
2005-09-15,475.98
2005-09-16,477.594
2005-09-19,473.98
2005-09-20,477.56
2005-09-21,479.124
2005-09-22,474.199
2005-09-23,473.695
2005-09-26,477.26
2005-09-27,479.117
2005-09-28,478.145
2005-09-29,479.553
2005-09-30,483.285
2005-10-03,479.23
2005-10-04,479.814
2005-10-05,485.329
2005-10-06,490.633
2005-10-07,485.923
2005-10-10,483.438
2005-10-11,481.472
2005-10-12,481.358
2005-10-13,472.404
2005-10-14,478.84
2005-10-17,476.349
2005-10-18,471.813
2005-10-19,468.254
2005-10-20,467.61
2005-10-21,467.711
2005-10-24,471.038
2005-10-25,476.449
2005-10-26,471.425
2005-10-27,465.837
2005-10-28,463.576
2005-10-31,462.497
2005-11-01,465.068
2005-11-02,467.481
2005-11-03,464.888
2005-11-04,458.403
2005-11-07,459.141
2005-11-08,458.472
