Date,GERMANY SMID GROWTH SMID (Small+Mid Cap)
2001-06-20,333.886
2001-06-21,335.785
2001-06-22,337.202
2001-06-25,334.389
2001-06-26,329.232
2001-06-27,327.956
2001-06-28,327.719
2001-06-29,331.582
2001-07-02,329.789
2001-07-03,327.245
2001-07-04,324.165
2001-07-05,315.376
2001-07-06,310.127
2001-07-09,310.831
2001-07-10,313.998
2001-07-11,310.715
2001-07-12,311.746
2001-07-13,313.417
2001-07-16,312.417
2001-07-17,306.521
2001-07-18,308.11
2001-07-19,310.12
2001-07-20,307.553
2001-07-23,304.595
2001-07-24,302.815
2001-07-25,304.838
2001-07-26,306.067
2001-07-27,310.136
2001-07-30,312.077
2001-07-31,313.777
2001-08-01,317.328
2001-08-02,320.159
2001-08-03,319.4
2001-08-06,313.324
2001-08-07,312.421
2001-08-08,311.076
2001-08-09,310.331
2001-08-10,313.689
2001-08-13,315.667
2001-08-14,316.961
2001-08-15,317.41
2001-08-16,311.132
2001-08-17,309.768
2001-08-20,305.592
2001-08-21,306.291
2001-08-22,310.294
2001-08-23,310.01
2001-08-24,313.471
2001-08-27,313.269
2001-08-28,312.069
2001-08-29,310.486
2001-08-30,305.954
2001-08-31,306.713
2001-09-03,301.724
2001-09-04,298.367
2001-09-05,292.398
2001-09-06,287.36
2001-09-07,284.967
2001-09-10,277.177
2001-09-11,266.273
2001-09-12,266.288
2001-09-13,266.204
2001-09-14,261.818
2001-09-17,261.178
2001-09-18,258.335
2001-09-19,258.76
2001-09-20,246.646
2001-09-21,239.681
2001-09-24,247.336
2001-09-25,252.634
2001-09-26,254.651
2001-09-27,257.793
2001-09-28,262.74
2001-10-01,261.088
2001-10-02,260.581
2001-10-03,263.208
2001-10-04,268.415
2001-10-05,269.119
2001-10-08,267.692
2001-10-09,268.989
2001-10-10,270.959
2001-10-11,276.651
2001-10-12,276.992
2001-10-15,277.36
2001-10-16,282.64
2001-10-17,284.236
2001-10-18,282.453
2001-10-19,280.007
2001-10-22,281.221
2001-10-23,285.06
2001-10-24,287.848
2001-10-25,287.427
2001-10-26,291.426
2001-10-29,291.541
2001-10-30,287.037
2001-10-31,286.617
2001-11-01,289.731
2001-11-02,289.083
2001-11-05,291.861
2001-11-06,292.851
2001-11-07,296.971
2001-11-08,297.393
2001-11-09,296.834
2001-11-12,295.551
2001-11-13,298.42
2001-11-14,301.199
2001-11-15,302.825
2001-11-16,306.825
2001-11-19,308.464
2001-11-20,306.342
2001-11-21,304.539
2001-11-22,307.409
2001-11-23,306.844
2001-11-26,309.053
2001-11-27,308.719
2001-11-28,303.285
2001-11-29,301.903
2001-11-30,305.46
2001-12-03,302.38
2001-12-04,304.396
2001-12-05,308.141
2001-12-06,309.454
2001-12-07,304.474
2001-12-10,302.578
2001-12-11,303.095
2001-12-12,303.587
2001-12-13,300.097
2001-12-14,298.585
2001-12-17,303.037
2001-12-18,302.975
2001-12-19,300.874
2001-12-20,298.743
2001-12-21,296.242
2001-12-24,293.29
2001-12-25,293.29
2001-12-26,293.54
2001-12-27,298.841
2001-12-28,299.358
2001-12-31,302.38
2002-01-01,302.38
2002-01-02,306.196
2002-01-03,310.873
2002-01-04,310.742
2002-01-07,310.026
2002-01-08,308.001
2002-01-09,308.296
2002-01-10,308.121
2002-01-11,306.304
2002-01-14,303.437
2002-01-15,302.596
2002-01-16,296.944
2002-01-17,300.639
2002-01-18,301.395
2002-01-21,301.084
2002-01-22,300.991
2002-01-23,303.075
2002-01-24,302.598
2002-01-25,298.375
2002-01-28,297.126
2002-01-29,295.7
2002-01-30,295.922
2002-01-31,296.407
2002-02-01,296.186
2002-02-04,298.075
2002-02-05,296.557
2002-02-06,293.784
2002-02-07,289.761
2002-02-08,289.507
2002-02-11,295.675
2002-02-12,293.755
2002-02-13,293.206
2002-02-14,292.943
2002-02-15,293.38
2002-02-18,290.274
2002-02-19,287.255
2002-02-20,285.764
2002-02-21,288.37
2002-02-22,289.196
2002-02-25,289.968
2002-02-26,290.621
2002-02-27,291.199
2002-02-28,292.338
2002-03-01,294.421
2002-03-04,298.987
2002-03-05,296.194
2002-03-06,299.478
2002-03-07,303.172
2002-03-08,303.249
2002-03-11,303.17
2002-03-12,299.611
2002-03-13,298.547
2002-03-14,301.631
2002-03-15,302.676
2002-03-18,304.657
2002-03-19,305.454
2002-03-20,305.123
2002-03-21,303.656
2002-03-22,303.592
2002-03-25,301.87
2002-03-26,301.995
2002-03-27,300.759
2002-03-28,303.446
2002-03-29,303.446
2002-04-01,305.933
2002-04-02,304.449
2002-04-03,301.638
2002-04-04,301.769
2002-04-05,303.426
2002-04-08,298.929
2002-04-09,301.351
2002-04-10,303.255
2002-04-11,302.643
2002-04-12,300.503
2002-04-15,301.68
2002-04-16,305.288
2002-04-17,306.364
2002-04-18,305.58
2002-04-19,304.236
2002-04-22,301.71
2002-04-23,302.281
2002-04-24,302.478
2002-04-25,301.785
2002-04-26,299.5
2002-04-29,299.419
2002-04-30,299.677
2002-05-01,301.414
2002-05-02,300.224
2002-05-03,301.217
2002-05-06,302.215
2002-05-07,299.171
2002-05-08,301.36
2002-05-09,299.91
2002-05-10,299.708
2002-05-13,300.68
2002-05-14,300.627
2002-05-15,304.191
2002-05-16,301.782
2002-05-17,303.208
2002-05-20,303.91
2002-05-21,302.56
2002-05-22,303.036
2002-05-23,299.576
2002-05-24,300.061
2002-05-27,300.51
2002-05-28,303.14
2002-05-29,303.245
2002-05-30,302.491
2002-05-31,302.987
2002-06-03,301.488
2002-06-04,298.234
2002-06-05,296.486
2002-06-06,297.675
2002-06-07,294.651
2002-06-10,293.954
2002-06-11,293.668
2002-06-12,288.253
2002-06-13,284.351
2002-06-14,278.534
2002-06-17,284.91
2002-06-18,284.713
2002-06-19,281.73
2002-06-20,280.015
2002-06-21,280.707
2002-06-24,277.127
2002-06-25,277.366
2002-06-26,276.829
2002-06-27,280.845
2002-06-28,289.875
2002-07-01,286.143
2002-07-02,280.843
2002-07-03,272.122
2002-07-04,272.395
2002-07-05,279.639
2002-07-08,283.326
2002-07-09,281.575
2002-07-10,273.589
2002-07-11,264.857
2002-07-12,265.521
2002-07-15,262.443
2002-07-16,263.564
2002-07-17,267.787
2002-07-18,269.14
2002-07-19,264.641
2002-07-22,254.305
2002-07-23,243.039
2002-07-24,243.335
2002-07-25,244.012
2002-07-26,243.997
2002-07-29,250.79
2002-07-30,252.055
2002-07-31,245.306
2002-08-01,243.659
2002-08-02,239.029
2002-08-05,230.331
2002-08-06,228.615
2002-08-07,234.052
2002-08-08,239.559
2002-08-09,242.935
2002-08-12,241.346
2002-08-13,238.335
2002-08-14,236.618
2002-08-15,238.493
2002-08-16,239.798
2002-08-19,242.029
2002-08-20,240.171
2002-08-21,246.021
2002-08-22,247.016
2002-08-23,245.919
2002-08-26,244.237
2002-08-27,246.76
2002-08-28,241.691
2002-08-29,239.366
2002-08-30,238.751
2002-09-02,236.763
2002-09-03,232.935
2002-09-04,231.076
2002-09-05,225.58
2002-09-06,228.953
2002-09-09,225.619
2002-09-10,225.606
2002-09-11,227.158
2002-09-12,224.584
2002-09-13,222.263
2002-09-16,217.078
2002-09-17,215.249
2002-09-18,211.661
2002-09-19,209.412
2002-09-20,211.122
2002-09-23,207.93
2002-09-24,202.131
2002-09-25,203.859
2002-09-26,208.547
2002-09-27,208.24
2002-09-30,202.768
2002-10-01,201.584
2002-10-02,203.68
2002-10-03,201.623
2002-10-04,199.022
2002-10-07,196.217
2002-10-08,195.029
2002-10-09,195.711
2002-10-10,199.2
2002-10-11,209.881
2002-10-14,212.069
2002-10-15,223.984
2002-10-16,221.937
2002-10-17,226.244
2002-10-18,226.326
2002-10-21,229.024
2002-10-22,230.226
2002-10-23,223.501
2002-10-24,228.164
2002-10-25,229.301
2002-10-28,234.477
2002-10-29,229.375
2002-10-30,232.99
2002-10-31,237.46
2002-11-01,236.594
2002-11-04,243.138
2002-11-05,246.109
2002-11-06,244.5
2002-11-07,241.877
2002-11-08,240.867
2002-11-11,239.251
2002-11-12,240.891
2002-11-13,239.861
2002-11-14,240.181
2002-11-15,240.639
2002-11-18,240.309
2002-11-19,240.395
2002-11-20,237.241
2002-11-21,239.158
2002-11-22,239.731
2002-11-25,239.196
2002-11-26,237.412
2002-11-27,239.029
2002-11-28,240.948
2002-11-29,241.433
2002-12-02,240.339
2002-12-03,238.949
2002-12-04,240.484
2002-12-05,240.25
2002-12-06,239.382
2002-12-09,231.745
2002-12-10,234.59
2002-12-11,239.902
2002-12-12,238.758
2002-12-13,236.735
2002-12-16,237.871
2002-12-17,239.203
2002-12-18,235.875
2002-12-19,230.572
2002-12-20,235.566
2002-12-23,233.121
2002-12-24,234.086
2002-12-25,234.086
2002-12-26,234.676
2002-12-27,231.797
2002-12-30,233.914
2002-12-31,234.831
2003-01-01,234.831
2003-01-02,238.02
2003-01-03,237.169
2003-01-06,237.682
2003-01-07,234.334
2003-01-08,228.263
2003-01-09,230.426
2003-01-10,234.558
2003-01-13,236.376
2003-01-14,239.166
2003-01-15,236.795
2003-01-16,238.793
2003-01-17,236.739
2003-01-20,237.722
2003-01-21,235.967
2003-01-22,234.167
2003-01-23,234.799
2003-01-24,233.734
2003-01-27,229.802
2003-01-28,228.987
2003-01-29,231.765
2003-01-30,230.296
2003-01-31,232.547
2003-02-03,233.495
2003-02-04,231.591
2003-02-05,232.145
2003-02-06,230.576
2003-02-07,226.91
2003-02-10,226.278
2003-02-11,226.149
2003-02-12,223.212
2003-02-13,222.5
2003-02-14,225.52
2003-02-17,224.848
2003-02-18,224.941
2003-02-19,222.571
2003-02-20,223.516
2003-02-21,224.926
2003-02-24,221.077
2003-02-25,217.904
2003-02-26,215.845
2003-02-27,217.685
2003-02-28,220.325
2003-03-03,221.715
2003-03-04,220.215
2003-03-05,219.251
2003-03-06,219.729
2003-03-07,220.548
2003-03-10,215.001
2003-03-11,215.475
2003-03-12,212.17
2003-03-13,215.272
2003-03-14,217.304
2003-03-17,219.325
2003-03-18,221.223
2003-03-19,222.484
2003-03-20,224.563
2003-03-21,227.303
2003-03-24,222.945
2003-03-25,227.819
2003-03-26,227.451
2003-03-27,228.786
2003-03-28,226.809
2003-03-31,227.462
2003-04-01,230.148
2003-04-02,233.582
2003-04-03,234.044
2003-04-04,236.348
2003-04-07,242.359
2003-04-08,243.989
2003-04-09,243.323
2003-04-10,244.279
2003-04-11,244.048
2003-04-14,243.817
2003-04-15,245.362
2003-04-16,248.08
2003-04-17,249.576
2003-04-18,249.576
2003-04-21,248.501
2003-04-22,253.6
2003-04-23,258.202
2003-04-24,258.314
2003-04-25,257.227
2003-04-28,258.55
2003-04-29,258.305
2003-04-30,261.066
2003-05-01,263.464
2003-05-02,264.887
2003-05-05,270.847
2003-05-06,276.532
2003-05-07,273.467
2003-05-08,269.895
2003-05-09,273.918
2003-05-12,277.291
2003-05-13,277.456
2003-05-14,276.021
2003-05-15,278.658
2003-05-16,281.938
2003-05-19,279.608
2003-05-20,278.134
2003-05-21,278.012
2003-05-22,283.311
2003-05-23,286.772
2003-05-26,288.007
2003-05-27,290.922
2003-05-28,290.236
2003-05-29,291.315
2003-05-30,293.369
2003-06-02,295.49
2003-06-03,292.738
2003-06-04,295.483
2003-06-05,300.783
2003-06-06,303.01
2003-06-09,301.403
2003-06-10,304.927
2003-06-11,311.449
2003-06-12,315.26
2003-06-13,310.72
2003-06-16,319.646
2003-06-17,316.966
2003-06-18,314.08
2003-06-19,310.776
2003-06-20,308.694
2003-06-23,300.646
2003-06-24,300.565
2003-06-25,302.461
2003-06-26,302.51
2003-06-27,300.149
2003-06-30,304.535
2003-07-01,302.089
2003-07-02,306.762
2003-07-03,306.565
2003-07-04,306.964
2003-07-07,309.437
2003-07-08,309.217
2003-07-09,307.52
2003-07-10,304.446
2003-07-11,307.245
2003-07-14,312.719
2003-07-15,312.02
2003-07-16,313.08
2003-07-17,308.657
2003-07-18,313.727
2003-07-21,313.192
2003-07-22,313.661
2003-07-23,315.316
2003-07-24,322.825
2003-07-25,323.282
2003-07-28,323.64
2003-07-29,323.687
2003-07-30,318.94
2003-07-31,318.454
2003-08-01,317.735
2003-08-04,318.805
2003-08-05,320.521
2003-08-06,315.261
2003-08-07,310.791
2003-08-08,309.05
2003-08-11,309.553
2003-08-12,313.639
2003-08-13,318.217
2003-08-14,319.61
2003-08-15,318.537
2003-08-18,318.94
2003-08-19,315.464
2003-08-20,315.62
2003-08-21,317.996
2003-08-22,317.197
2003-08-25,316.261
2003-08-26,311.26
2003-08-27,315.276
2003-08-28,316.559
2003-08-29,321.264
2003-09-01,326.09
2003-09-02,321.339
2003-09-03,324.667
2003-09-04,327.991
2003-09-05,331.956
2003-09-08,338.169
2003-09-09,338.807
2003-09-10,334.316
2003-09-11,334.314
2003-09-12,335.722
2003-09-15,337.553
2003-09-16,336.555
2003-09-17,338.666
2003-09-18,342.14
2003-09-19,345.585
2003-09-22,339.893
2003-09-23,339.855
2003-09-24,336.59
2003-09-25,334.225
2003-09-26,329.501
2003-09-29,332.802
2003-09-30,330.074
2003-10-01,336.397
2003-10-02,337.315
2003-10-03,343.551
2003-10-06,345.001
2003-10-07,343.99
2003-10-08,348.944
2003-10-09,352.904
2003-10-10,356.409
2003-10-13,358.515
2003-10-14,356.101
2003-10-15,360.345
2003-10-16,362.325
2003-10-17,355.442
2003-10-20,358.549
2003-10-21,362.227
2003-10-22,358.741
2003-10-23,357.117
2003-10-24,356.894
2003-10-27,360.397
2003-10-28,362.239
2003-10-29,364.996
2003-10-30,367.28
2003-10-31,367.661
2003-11-03,369.663
2003-11-04,367.757
2003-11-05,360.156
2003-11-06,359.063
2003-11-07,360.151
2003-11-10,355.567
2003-11-11,351.571
2003-11-12,357.378
2003-11-13,361.368
2003-11-14,364.08
2003-11-17,356.588
2003-11-18,362.674
2003-11-19,361.659
2003-11-20,359.784
2003-11-21,359.818
2003-11-24,361.736
2003-11-25,365.543
2003-11-26,365.883
2003-11-27,366.613
2003-11-28,370.279
2003-12-01,373.8
2003-12-02,377.392
2003-12-03,379.801
2003-12-04,374.425
2003-12-05,373.853
2003-12-08,373.209
2003-12-09,372.926
2003-12-10,371.598
2003-12-11,369.901
2003-12-12,375.671
2003-12-15,378.459
2003-12-16,373.8
2003-12-17,375.521
2003-12-18,378.87
2003-12-19,377.317
2003-12-22,377.269
2003-12-23,379.384
2003-12-24,380.453
2003-12-25,380.453
2003-12-26,380.3
2003-12-29,385.507
2003-12-30,387.327
2003-12-31,389.893
2004-01-01,389.893
2004-01-02,398.05
2004-01-05,402.976
2004-01-06,405.526
2004-01-07,405.162
2004-01-08,410.673
2004-01-09,413.991
2004-01-12,407.636
2004-01-13,407.38
2004-01-14,406.13
2004-01-15,404.814
2004-01-16,406.253
2004-01-19,411.293
2004-01-20,414.924
2004-01-21,417.461
2004-01-22,421.074
2004-01-23,419.531
2004-01-26,414.861
2004-01-27,418.512
2004-01-28,419.685
2004-01-29,407.055
2004-01-30,410.32
2004-02-02,414.502
2004-02-03,418.807
2004-02-04,414.196
2004-02-05,415.829
2004-02-06,424.431
2004-02-09,427.414
2004-02-10,429.507
2004-02-11,428.514
2004-02-12,434.004
2004-02-13,432.187
2004-02-16,434.737
2004-02-17,438.342
2004-02-18,436.438
2004-02-19,433.669
2004-02-20,424.867
2004-02-23,423.591
2004-02-24,421.739
2004-02-25,419.515
2004-02-26,412.983
2004-02-27,417.029
2004-03-01,422.679
2004-03-02,421.557
2004-03-03,412.156
2004-03-04,418.552
2004-03-05,430.678
2004-03-08,429.701
2004-03-09,427.371
2004-03-10,415.3
2004-03-11,403.535
2004-03-12,404.605
2004-03-15,398.088
2004-03-16,399.278
2004-03-17,402.149
2004-03-18,404.558
2004-03-19,403.063
2004-03-22,393.758
2004-03-23,390.98
2004-03-24,388.886
2004-03-25,396.111
2004-03-26,394.351
2004-03-29,404.216
2004-03-30,404.98
2004-03-31,411.705
2004-04-01,420.936
2004-04-02,417.695
2004-04-05,418.517
2004-04-06,417.403
2004-04-07,421.703
2004-04-08,419.847
2004-04-09,419.847
2004-04-12,418.668
2004-04-13,415.931
2004-04-14,411.859
2004-04-15,410.085
2004-04-16,412.273
2004-04-19,414.138
2004-04-20,415.377
2004-04-21,408.378
2004-04-22,411.33
2004-04-23,413.172
2004-04-26,414.676
2004-04-27,415.19
2004-04-28,404.788
2004-04-29,403.267
2004-04-30,405.417
2004-05-03,406.754
2004-05-04,411.891
2004-05-05,412.662
2004-05-06,400.561
2004-05-07,394.603
2004-05-10,378.267
2004-05-11,382.574
2004-05-12,382.225
2004-05-13,384.217
2004-05-14,381.87
2004-05-17,377.249
2004-05-18,383.562
2004-05-19,394.648
2004-05-20,386.929
2004-05-21,391.832
2004-05-24,393.681
2004-05-25,395.741
2004-05-26,399.356
2004-05-27,409.81
2004-05-28,408.867
2004-05-31,409.835
2004-06-01,405.692
2004-06-02,407.838
2004-06-03,408.989
2004-06-04,413.078
2004-06-07,418.984
2004-06-08,417.669
2004-06-09,409.419
2004-06-10,410.182
2004-06-11,406.186
2004-06-14,404.163
2004-06-15,405.669
2004-06-16,405.497
2004-06-17,405.358
2004-06-18,408.056
2004-06-21,407.919
2004-06-22,404.672
2004-06-23,405.217
2004-06-24,411.002
2004-06-25,409.69
2004-06-28,414.862
2004-06-29,412.555
2004-06-30,413.345
2004-07-01,411.318
2004-07-02,413.812
2004-07-05,412.412
2004-07-06,407.508
2004-07-07,408.61
2004-07-08,407.751
2004-07-09,405.851
2004-07-12,401.81
2004-07-13,398.963
2004-07-14,400.137
2004-07-15,394.911
2004-07-16,398.45
2004-07-19,394.61
2004-07-20,396.788
2004-07-21,396.494
2004-07-22,391.069
2004-07-23,385.501
2004-07-26,383.462
2004-07-27,383.288
2004-07-28,382.77
2004-07-29,387.145
2004-07-30,385.009
2004-08-02,383.632
2004-08-03,384.6
2004-08-04,377.169
2004-08-05,379.687
2004-08-06,376.471
2004-08-09,370.891
2004-08-10,378.989
2004-08-11,372.977
2004-08-12,370.968
2004-08-13,374.983
2004-08-16,381.08
2004-08-17,382.407
2004-08-18,383.132
2004-08-19,384.978
2004-08-20,381.462
2004-08-23,380.646
2004-08-24,377.673
2004-08-25,377.69
2004-08-26,381.051
2004-08-27,380.226
2004-08-30,379.482
2004-08-31,379.395
2004-09-01,382.906
2004-09-02,381.379
2004-09-03,378.488
2004-09-06,382.362
2004-09-07,385.07
2004-09-08,385.308
2004-09-09,385.545
2004-09-10,393.097
2004-09-13,397.869
2004-09-14,399.097
2004-09-15,393.419
2004-09-16,396.634
2004-09-17,400.105
2004-09-20,398.983
2004-09-21,405.222
2004-09-22,403.513
2004-09-23,401.148
2004-09-24,401.081
2004-09-27,396.871
2004-09-28,397.664
2004-09-29,400.479
2004-09-30,402.328
2004-10-01,407.812
2004-10-04,409.935
2004-10-05,411.493
2004-10-06,409.976
2004-10-07,407.31
2004-10-08,409.376
2004-10-11,408.439
2004-10-12,401.614
2004-10-13,401.663
2004-10-14,401.802
2004-10-15,405.512
2004-10-18,404.148
2004-10-19,406.543
2004-10-20,406.541
2004-10-21,407.13
2004-10-22,407.687
2004-10-25,404.308
2004-10-26,405.752
2004-10-27,411.487
2004-10-28,410.366
2004-10-29,408.598
2004-11-01,413.279
2004-11-02,414.653
2004-11-03,417.512
2004-11-04,418.831
2004-11-05,422.302
2004-11-08,424.338
2004-11-09,422.553
2004-11-10,426.122
2004-11-11,427.425
2004-11-12,426.861
2004-11-15,427.581
2004-11-16,426.595
2004-11-17,433.104
2004-11-18,434.693
2004-11-19,435.576
2004-11-22,431.701
2004-11-23,432.018
2004-11-24,434.678
2004-11-25,438.726
2004-11-26,439.848
2004-11-29,442.472
2004-11-30,441.761
2004-12-01,445.812
2004-12-02,448.156
2004-12-03,452.087
2004-12-06,451.226
2004-12-07,451.724
2004-12-08,445.602
2004-12-09,439.865
2004-12-10,438.723
2004-12-13,443.603
2004-12-14,444.807
2004-12-15,449.521
2004-12-16,445.967
2004-12-17,443.334
2004-12-20,449.29
2004-12-21,449.161
2004-12-22,451.182
2004-12-23,456.442
2004-12-24,457.625
2004-12-27,459.484
2004-12-28,459.711
2004-12-29,456.543
2004-12-30,460.962
2004-12-31,459.694
2005-01-03,461.48
2005-01-04,457.315
2005-01-05,453.929
2005-01-06,452.052
2005-01-07,448.369
2005-01-10,450.296
2005-01-11,449.59
2005-01-12,450.475
2005-01-13,447.57
2005-01-14,445.059
2005-01-17,448.345
2005-01-18,448.15
2005-01-19,449.779
2005-01-20,443.35
2005-01-21,445.731
2005-01-24,446.541
2005-01-25,446.954
2005-01-26,452.561
2005-01-27,449.774
2005-01-28,446.987
2005-01-31,453.917
2005-02-01,455.246
2005-02-02,458.5
2005-02-03,454.956
2005-02-04,459.857
2005-02-07,458.211
2005-02-08,457.053
2005-02-09,456.197
2005-02-10,455.989
2005-02-11,460.744
2005-02-14,464.106
2005-02-15,461.962
2005-02-16,462.255
2005-02-17,468.09
2005-02-18,469.971
2005-02-21,472.409
2005-02-22,475.349
2005-02-23,472.769
2005-02-24,474.779
2005-02-25,479.756
2005-02-28,483.745
2005-03-01,484.1
2005-03-02,483.488
2005-03-03,481.654
2005-03-04,488.739
2005-03-07,486.648
2005-03-08,489.238
2005-03-09,492.437
2005-03-10,491.545
2005-03-11,494.355
2005-03-14,491.085
2005-03-15,488.963
2005-03-16,488.589
2005-03-17,485.999
2005-03-18,484.965
2005-03-21,481.174
2005-03-22,482.562
2005-03-23,474.202
2005-03-24,474.712
2005-03-25,474.712
2005-03-28,471.381
2005-03-29,470.264
2005-03-30,472.142
2005-03-31,477.93
2005-04-01,483.667
2005-04-04,475.957
2005-04-05,478.283
2005-04-06,481.672
2005-04-07,484.235
2005-04-08,486.154
2005-04-11,489.445
2005-04-12,485.017
2005-04-13,487.061
2005-04-14,483.393
2005-04-15,479.02
2005-04-18,471.179
2005-04-19,473.361
2005-04-20,475.586
2005-04-21,475.217
2005-04-22,476.054
2005-04-25,474.285
2005-04-26,468.83
2005-04-27,463.106
2005-04-28,457.865
2005-04-29,456.644
2005-05-02,461.238
2005-05-03,465.382
2005-05-04,465.341
2005-05-05,469.579
2005-05-06,466.23
2005-05-09,467.0
2005-05-10,469.252
2005-05-11,467.84
2005-05-12,466.095
2005-05-13,463.217
2005-05-16,461.459
2005-05-17,458.828
2005-05-18,465.885
2005-05-19,468.305
2005-05-20,466.176
2005-05-23,469.784
2005-05-24,468.613
2005-05-25,469.6
2005-05-26,469.995
2005-05-27,471.755
2005-05-30,471.128
2005-05-31,465.537
2005-06-01,467.822
2005-06-02,469.558
2005-06-03,470.396
2005-06-06,468.402
2005-06-07,471.48
2005-06-08,474.739
2005-06-09,470.479
2005-06-10,472.054
2005-06-13,470.902
2005-06-14,470.947
2005-06-15,471.129
2005-06-16,474.258
2005-06-17,482.519
2005-06-20,478.242
2005-06-21,480.458
2005-06-22,481.997
2005-06-23,478.645
2005-06-24,476.156
2005-06-27,473.623
2005-06-28,474.765
2005-06-29,477.056
2005-06-30,476.621
2005-07-01,472.46
2005-07-04,471.466
2005-07-05,471.145
2005-07-06,475.041
2005-07-07,470.691
2005-07-08,478.097
2005-07-11,488.703
2005-07-12,493.137
2005-07-13,492.435
2005-07-14,495.142
2005-07-15,493.972
2005-07-18,495.198
2005-07-19,496.705
2005-07-20,498.437
2005-07-21,504.613
2005-07-22,503.658
2005-07-25,500.457
2005-07-26,498.074
2005-07-27,499.504
2005-07-28,506.535
2005-07-29,510.029
2005-08-01,514.066
2005-08-02,516.896
2005-08-03,525.576
2005-08-04,526.419
2005-08-05,519.002
2005-08-08,521.837
2005-08-09,523.953
2005-08-10,531.272
2005-08-11,531.445
2005-08-12,528.474
2005-08-15,524.148
2005-08-16,521.951
2005-08-17,519.607
2005-08-18,513.978
2005-08-19,517.747
2005-08-22,524.142
2005-08-23,519.097
2005-08-24,521.243
2005-08-25,520.936
2005-08-26,518.427
2005-08-29,516.55
2005-08-30,512.147
2005-08-31,520.634
2005-09-01,532.078
2005-09-02,534.216
2005-09-05,536.136
2005-09-06,539.272
2005-09-07,541.439
2005-09-08,541.998
2005-09-09,545.661
2005-09-12,539.872
2005-09-13,532.392
2005-09-14,532.371
2005-09-15,527.891
2005-09-16,530.963
2005-09-19,525.251
2005-09-20,530.541
2005-09-21,526.664
2005-09-22,521.598
2005-09-23,521.233
2005-09-26,524.791
2005-09-27,522.809
2005-09-28,526.798
2005-09-29,527.347
2005-09-30,531.27
2005-10-03,526.607
2005-10-04,533.195
2005-10-05,530.469
2005-10-06,528.871
2005-10-07,528.229
2005-10-10,528.19
2005-10-11,526.69
2005-10-12,523.013
2005-10-13,509.802
2005-10-14,515.525
2005-10-17,515.077
2005-10-18,509.667
2005-10-19,498.567
2005-10-20,499.774
2005-10-21,495.787
2005-10-24,500.391
2005-10-25,502.325
2005-10-26,505.045
2005-10-27,497.481
2005-10-28,495.225
2005-10-31,503.427
2005-11-01,506.918
2005-11-02,513.707
2005-11-03,518.415
2005-11-04,508.626
2005-11-07,510.384
2005-11-08,509.913
