Date,DENMARK MID CAP Mid Cap
2001-10-31,140.783
2001-11-30,148.369
2001-12-31,139.737
2002-01-31,130.532
2002-02-28,139.085
2002-03-29,143.638
2002-04-30,139.233
2002-05-31,148.821
2002-06-28,159.674
2002-07-31,141.324
2002-08-30,148.839
2002-09-30,114.766
2002-10-31,118.147
2002-11-29,131.435
2002-12-31,137.139
2003-01-31,135.415
2003-02-28,126.498
2003-03-31,132.187
2003-04-30,151.688
2003-05-30,167.836
2003-06-30,176.306
2003-07-31,167.692
2003-08-29,180.916
2003-09-30,185.946
2003-10-31,193.885
2003-11-28,192.215
2003-12-31,206.07
2004-01-30,225.251
2004-02-27,231.086
2004-03-31,217.885
2004-04-30,206.89
2004-05-31,202.89
2004-06-30,200.12
2004-07-30,198.048
2004-08-31,206.277
2004-09-30,209.901
2004-10-29,217.25
2004-11-30,238.36
2004-12-31,248.727
2005-01-31,246.879
2005-02-28,269.284
2005-03-31,287.785
2005-04-29,290.067
2005-05-31,292.748
2005-06-30,283.7
2005-07-29,297.803
2005-08-31,350.13
2005-09-30,356.929
2005-10-31,369.983
2005-11-30,396.022
2005-12-30,394.882
2006-01-31,419.675
2006-02-28,405.85
2006-03-31,417.265
2006-04-28,466.075
2006-05-31,484.769
2006-06-30,503.051
2006-07-31,501.499
2006-08-31,516.629
2006-09-29,520.426
2006-10-31,547.519
2006-11-30,658.479
2006-12-29,694.91
2007-01-31,714.619
2007-02-28,733.923
2007-03-30,825.632
2007-04-30,945.959
2007-05-31,1000.0
2007-06-29,952.723
2007-07-31,1004.371
2007-08-31,995.859
2007-09-28,1061.569
2007-10-31,1107.06
2007-11-30,1087.903
2007-12-31,1116.236
2008-01-31,948.393
2008-02-29,1031.279
2008-03-31,1092.462
2008-04-30,1112.427
2008-05-30,1243.437
2008-06-30,1105.45
2008-07-31,1077.704
2008-08-29,989.578
2008-09-30,831.241
2008-10-31,639.195
2008-11-28,589.799
2008-12-31,620.726
2009-01-30,583.075
2009-02-27,521.143
2009-03-31,520.091
2009-04-30,599.124
2009-05-29,658.541
2009-06-30,644.176
2009-07-31,712.237
2009-08-31,725.648
2009-09-30,815.814
2009-10-30,774.457
2009-11-30,821.315
2009-12-31,823.467
2010-01-29,830.002
2010-02-26,802.298
2010-03-31,852.835
2010-04-30,861.967
2010-05-31,770.12
2010-06-30,763.882
2010-07-30,873.116
2010-08-31,810.347
2010-09-30,924.35
2010-10-29,931.615
2010-11-30,912.912
2010-12-31,990.94
2011-01-31,1024.286
2011-02-28,1044.185
2011-03-31,1145.803
2011-04-29,1133.834
2011-05-31,1047.37
2011-06-30,979.417
2011-07-29,954.649
2011-08-31,868.529
2011-09-30,788.167
2011-10-31,827.364
2011-11-30,828.009
2011-12-30,780.854
2012-01-31,777.109
2012-02-29,828.231
2012-03-30,822.684
2012-04-30,801.361
2012-05-31,732.686
2012-06-29,750.621
2012-07-31,761.48
2012-08-31,800.085
2012-09-28,826.028
2012-10-31,824.401
2012-11-30,842.274
2012-12-31,885.409
2013-01-31,956.393
2013-02-28,958.13
2013-03-29,974.737
2013-04-30,1003.574
2013-05-31,999.053
2013-06-28,983.995
2013-07-31,1051.477
2013-08-30,1037.147
2013-09-30,1098.611
2013-10-31,1165.228
2013-11-29,1165.694
2013-12-31,1243.577
2014-01-31,1264.355
2014-02-28,1345.467
2014-03-31,1305.283
2014-04-30,1362.839
2014-05-30,1394.477
2014-06-30,1415.364
2014-07-31,1337.158
2014-08-29,1285.119
2014-09-30,1234.23
2014-10-31,1254.554
2014-11-28,1286.506
2014-12-31,1240.782
2015-01-30,1247.538
2015-02-27,1377.724
2015-03-31,1342.822
2015-04-30,1438.932
2015-05-29,1466.947
2015-06-30,1458.723
2015-07-31,1557.494
2015-08-31,1482.593
2015-09-30,1453.271
2015-10-30,1536.214
2015-11-30,1592.007
2015-12-31,1647.023
2016-01-29,1562.839
2016-02-29,1580.138
2016-03-31,1701.237
2016-04-29,1719.251
2016-05-31,1828.881
2016-06-30,1743.577
2016-07-29,1771.205
2016-08-31,1794.129
2016-09-30,1809.306
2016-10-31,1752.718
2016-11-30,1600.463
2016-12-30,1618.533
2017-01-31,1740.101
2017-02-28,1748.707
2017-03-31,1799.419
2017-04-28,1892.821
2017-05-31,1958.342
2017-06-30,1963.229
2017-07-31,2116.045
2017-08-31,2135.409
2017-09-29,2114.253
2017-10-31,2122.704
2017-11-30,1997.414
2017-12-29,2036.544
2018-01-31,2037.853
2018-02-28,2087.076
2018-03-30,2122.547
2018-04-30,2098.87
2018-05-31,2000.794
2018-06-29,1961.005
2018-07-31,2090.043
2018-08-31,2095.659
2018-09-28,2053.808
2018-10-31,1877.285
2018-11-30,1858.689
2018-12-31,1764.627
2019-01-31,1856.276
2019-02-28,1995.046
2019-03-29,1985.192
2019-04-30,2061.279
2019-05-31,1999.608
2019-06-28,2055.568
2019-07-31,2009.977
2019-08-30,1979.041
2019-09-30,1942.187
2019-10-31,2026.446
2019-11-29,2161.587
2019-12-31,2234.54
2020-01-31,2244.957
2020-02-28,2088.755
2020-03-31,1856.589
2020-04-30,2082.787
2020-05-29,2386.294
2020-06-30,2472.966
2020-07-31,2779.437
2020-08-31,2972.584
2020-09-30,2979.894
2020-10-30,2920.858
2020-11-30,3326.085
2020-12-31,3508.392
2021-01-29,3440.063
2021-02-26,3386.605
2021-03-31,3433.208
2021-04-30,3714.492
2021-05-31,3781.708
2021-06-30,3814.365
2021-07-30,3937.184
2021-08-31,3861.863
2021-09-30,3560.194
2021-10-29,3646.229
2021-11-30,3402.398
2021-12-31,3576.059
2022-01-31,3228.624
2022-02-28,3054.36
2022-03-31,3148.428
2022-04-29,3000.093
2022-05-31,2812.376
2022-06-30,2639.199
2022-07-29,2758.136
2022-08-31,2572.086
2022-09-30,2236.858
2022-10-31,2576.235
2022-11-30,2919.307
2022-12-30,3008.465
2023-01-31,3160.544
2023-02-28,3231.508
2023-03-31,3234.4
2023-04-28,3365.19
2023-05-31,3127.808
2023-06-30,3322.767
2023-07-31,3450.008
2023-08-31,3249.267
2023-09-29,3199.057
2023-10-31,3358.213
2023-11-30,3848.664
2023-12-29,3984.83
2024-01-31,3972.711
2024-02-29,4354.593
2024-03-29,4452.617
2024-04-30,4310.616
2024-05-31,4588.914
2024-06-28,4431.762
2024-07-31,4587.312
2024-08-30,4814.123
2024-09-30,4678.349
2024-10-31,4458.154
2024-11-29,4376.764
2024-12-31,4455.267
2025-01-31,4645.573
2025-02-28,4738.443
2025-03-31,4570.591
2025-04-30,4746.846
2025-05-30,5189.418
2025-06-30,5207.708
