Date,DENMARK MID CAP Mid Cap
2006-12-29,695.651
2007-01-31,715.381
2007-02-28,734.705
2007-03-30,825.632
2007-04-30,945.959
2007-05-31,1000.0
2007-06-29,952.723
2007-07-31,1004.371
2007-08-31,995.497
2007-09-28,1061.183
2007-10-31,1106.658
2007-11-30,1087.508
2007-12-31,1115.583
2008-01-31,947.838
2008-02-29,1030.478
2008-03-31,1091.132
2008-04-30,1110.021
2008-05-30,1240.687
2008-06-30,1103.006
2008-07-31,1075.321
2008-08-29,986.683
2008-09-30,828.809
2008-10-31,637.325
2008-11-28,588.073
2008-12-31,618.624
2009-01-30,581.101
2009-02-27,519.379
2009-03-31,517.858
2009-04-30,596.221
2009-05-29,655.35
2009-06-30,641.055
2009-07-31,708.786
2009-08-31,722.132
2009-09-30,811.862
2009-10-30,770.705
2009-11-30,817.336
2009-12-31,819.049
2010-01-29,825.549
2010-02-26,797.995
2010-03-31,847.464
2010-04-30,855.148
2010-05-31,764.027
2010-06-30,757.839
2010-07-30,866.208
2010-08-31,803.936
2010-09-30,917.037
2010-10-29,924.244
2010-11-30,905.69
2010-12-31,982.612
2011-01-31,1015.678
2011-02-28,1035.41
2011-03-31,1135.193
2011-04-29,1122.536
2011-05-31,1036.934
2011-06-30,969.658
2011-07-29,945.136
2011-08-31,858.402
2011-09-30,778.977
2011-10-31,817.718
2011-11-30,818.355
2011-12-30,771.215
2012-01-31,767.517
2012-02-29,818.008
2012-03-30,809.782
2012-04-30,788.54
2012-05-31,720.963
2012-06-29,738.612
2012-07-31,749.297
2012-08-31,785.467
2012-09-28,810.936
2012-10-31,809.338
2012-11-30,826.885
2012-12-31,868.469
2013-01-31,938.096
2013-02-28,939.8
2013-03-29,952.521
2013-04-30,979.656
2013-05-31,974.695
2013-06-28,960.004
2013-07-31,1025.84
2013-08-30,1010.091
2013-09-30,1069.951
2013-10-31,1134.83
2013-11-29,1135.284
2013-12-31,1209.735
2014-01-31,1229.947
2014-02-28,1307.892
2014-03-31,1265.352
2014-04-30,1319.977
2014-05-30,1349.855
2014-06-30,1370.074
2014-07-31,1294.371
2014-08-29,1242.655
2014-09-30,1193.447
2014-10-31,1213.1
2014-11-28,1243.997
2014-12-31,1199.783
2015-01-30,1206.316
2015-02-27,1331.44
2015-03-31,1294.091
2015-04-30,1386.111
2015-05-29,1413.097
2015-06-30,1405.175
2015-07-31,1500.02
2015-08-31,1427.096
2015-09-30,1398.872
2015-10-30,1478.71
2015-11-30,1532.414
2015-12-31,1585.371
2016-01-29,1504.339
2016-02-29,1520.243
2016-03-31,1633.5
2016-04-29,1649.838
2016-05-31,1755.042
2016-06-30,1673.182
2016-07-29,1699.441
2016-08-31,1721.436
2016-09-30,1735.998
2016-10-31,1681.702
2016-11-30,1534.651
2016-12-30,1551.978
2017-01-31,1668.547
2017-02-28,1676.064
2017-03-31,1721.188
2017-04-28,1808.507
2017-05-31,1870.25
2017-06-30,1874.918
2017-07-31,2020.203
2017-08-31,2037.801
2017-09-29,2017.612
2017-10-31,2025.52
2017-11-30,1904.534
2017-12-29,1941.844
2018-01-31,1943.092
2018-02-28,1990.026
2018-03-30,2020.614
2018-04-30,1994.776
2018-05-31,1901.563
2018-06-29,1863.194
2018-07-31,1985.6
2018-08-31,1989.963
2018-09-28,1950.223
2018-10-31,1782.417
2018-11-30,1764.166
2018-12-31,1674.887
2019-01-31,1761.689
2019-02-28,1892.362
2019-03-29,1880.94
2019-04-30,1950.254
2019-05-31,1891.905
2019-06-28,1944.85
2019-07-31,1900.931
2019-08-30,1870.882
2019-09-30,1836.041
2019-10-31,1915.504
2019-11-29,2042.595
2019-12-31,2111.531
2020-01-31,2121.018
2020-02-28,1972.473
2020-03-31,1751.607
2020-04-30,1963.575
2020-05-29,2249.711
2020-06-30,2331.422
2020-07-31,2620.351
2020-08-31,2802.443
2020-09-30,2809.335
2020-10-30,2753.677
2020-11-30,3135.036
2020-12-31,3306.802
2021-01-29,3242.033
2021-02-26,3191.652
2021-03-31,3231.716
2021-04-30,3495.647
2021-05-31,3557.203
2021-06-30,3587.921
2021-07-30,3702.927
2021-08-31,3631.417
2021-09-30,3347.749
2021-10-29,3428.128
2021-11-30,3197.418
2021-12-31,3360.551
2022-01-31,3033.553
2022-02-28,2869.818
2022-03-31,2952.398
2022-04-29,2812.265
2022-05-31,2636.301
2022-06-30,2473.966
2022-07-29,2584.735
2022-08-31,2410.382
2022-09-30,2096.23
2022-10-31,2413.543
2022-11-30,2734.018
2022-12-30,2817.517
2023-01-31,2958.685
2023-02-28,3025.117
2023-03-31,3021.238
2023-04-28,3141.963
2023-05-31,2920.328
2023-06-30,3102.355
2023-07-31,3208.812
2023-08-31,3022.105
2023-09-29,2975.405
2023-10-31,3118.29
2023-11-30,3573.701
2023-12-29,3700.139
2024-01-31,3687.457
2024-02-29,4041.919
2024-03-29,4111.272
2024-04-30,3976.675
2024-05-31,4233.414
2024-06-28,4088.436
2024-07-31,4212.343
2024-08-30,4420.614
2024-09-30,4295.938
2024-10-31,4091.845
2024-11-29,4017.143
2024-12-31,4076.773
2025-01-31,4249.047
2025-02-28,4333.99
2025-03-31,4156.789
2025-04-30,4313.464
2025-05-30,4715.63
2025-06-30,4732.251
2025-07-31,4796.657
2025-08-29,4744.656
2025-09-30,4829.842
2025-10-31,4901.09
2025-11-28,5218.115
