Date,DENMARK MID CAP Mid Cap
2001-08-13,173.614
2001-08-14,176.671
2001-08-15,179.126
2001-08-16,178.645
2001-08-17,178.559
2001-08-20,176.301
2001-08-21,173.372
2001-08-22,173.105
2001-08-23,171.989
2001-08-24,174.165
2001-08-27,173.166
2001-08-28,172.504
2001-08-29,170.991
2001-08-30,166.247
2001-08-31,162.327
2001-09-03,161.214
2001-09-04,158.152
2001-09-05,155.191
2001-09-06,152.531
2001-09-07,155.785
2001-09-10,151.583
2001-09-11,147.634
2001-09-12,149.464
2001-09-13,152.608
2001-09-14,153.115
2001-09-17,143.383
2001-09-18,139.609
2001-09-19,141.544
2001-09-20,135.742
2001-09-21,127.518
2001-09-24,130.402
2001-09-25,133.983
2001-09-26,137.396
2001-09-27,137.705
2001-09-28,141.314
2001-10-01,138.053
2001-10-02,140.738
2001-10-03,141.312
2001-10-04,144.434
2001-10-05,145.085
2001-10-08,144.428
2001-10-09,149.244
2001-10-10,149.326
2001-10-11,151.217
2001-10-12,149.626
2001-10-15,150.318
2001-10-16,149.492
2001-10-17,151.044
2001-10-18,147.754
2001-10-19,149.446
2001-10-22,150.005
2001-10-23,149.859
2001-10-24,148.272
2001-10-25,145.835
2001-10-26,147.213
2001-10-29,148.14
2001-10-30,144.976
2001-10-31,145.316
2001-11-01,145.882
2001-11-02,144.124
2001-11-05,145.347
2001-11-06,144.811
2001-11-07,145.431
2001-11-08,148.853
2001-11-09,149.391
2001-11-12,148.834
2001-11-13,149.626
2001-11-14,149.346
2001-11-15,149.912
2001-11-16,150.034
2001-11-19,151.321
2001-11-20,150.648
2001-11-21,151.426
2001-11-22,151.615
2001-11-23,151.478
2001-11-26,153.301
2001-11-27,155.793
2001-11-28,153.618
2001-11-29,153.398
2001-11-30,153.145
2001-12-03,147.638
2001-12-04,146.804
2001-12-05,150.332
2001-12-06,147.91
2001-12-07,146.47
2001-12-10,145.916
2001-12-11,144.51
2001-12-12,142.917
2001-12-13,141.996
2001-12-14,140.689
2001-12-17,139.384
2001-12-18,140.654
2001-12-19,141.444
2001-12-20,141.943
2001-12-21,138.477
2001-12-24,137.131
2001-12-25,137.131
2001-12-26,137.246
2001-12-27,140.885
2001-12-28,142.837
2001-12-31,144.235
2002-01-01,144.235
2002-01-02,146.857
2002-01-03,147.761
2002-01-04,144.988
2002-01-07,142.707
2002-01-08,141.261
2002-01-09,141.432
2002-01-10,142.657
2002-01-11,144.567
2002-01-14,142.399
2002-01-15,142.162
2002-01-16,139.196
2002-01-17,138.648
2002-01-18,139.528
2002-01-21,140.04
2002-01-22,140.921
2002-01-23,141.231
2002-01-24,141.535
2002-01-25,138.664
2002-01-28,137.286
2002-01-29,136.234
2002-01-30,133.599
2002-01-31,134.734
2002-02-01,136.221
2002-02-04,136.741
2002-02-05,135.654
2002-02-06,134.647
2002-02-07,135.492
2002-02-08,135.925
2002-02-11,139.377
2002-02-12,138.912
2002-02-13,137.904
2002-02-14,137.968
2002-02-15,139.213
2002-02-18,137.026
2002-02-19,136.104
2002-02-20,137.994
2002-02-21,140.879
2002-02-22,142.702
2002-02-25,142.115
2002-02-26,142.885
2002-02-27,144.093
2002-02-28,143.563
2002-03-01,142.827
2002-03-04,142.6
2002-03-05,140.495
2002-03-06,141.429
2002-03-07,141.643
2002-03-08,144.738
2002-03-11,145.556
2002-03-12,143.714
2002-03-13,144.819
2002-03-14,146.467
2002-03-15,145.844
2002-03-18,147.788
2002-03-19,150.403
2002-03-20,149.478
2002-03-21,148.929
2002-03-22,147.863
2002-03-25,147.705
2002-03-26,148.194
2002-03-27,148.243
2002-03-28,148.171
2002-03-29,148.171
2002-04-01,149.391
2002-04-02,149.502
2002-04-03,148.207
2002-04-04,146.312
2002-04-05,146.426
2002-04-08,144.913
2002-04-09,145.191
2002-04-10,143.265
2002-04-11,144.369
2002-04-12,144.569
2002-04-15,143.775
2002-04-16,143.005
2002-04-17,143.112
2002-04-18,142.474
2002-04-19,143.912
2002-04-22,143.381
2002-04-23,142.111
2002-04-24,141.488
2002-04-25,140.99
2002-04-26,140.99
2002-04-29,142.077
2002-04-30,143.538
2002-05-01,144.539
2002-05-02,146.463
2002-05-03,147.19
2002-05-06,147.795
2002-05-07,150.105
2002-05-08,151.779
2002-05-09,151.746
2002-05-10,150.522
2002-05-13,149.735
2002-05-14,147.765
2002-05-15,147.158
2002-05-16,147.114
2002-05-17,150.325
2002-05-20,150.375
2002-05-21,149.858
2002-05-22,149.387
2002-05-23,151.121
2002-05-24,150.657
2002-05-27,149.979
2002-05-28,148.341
2002-05-29,148.007
2002-05-30,151.034
2002-05-31,153.422
2002-06-03,155.478
2002-06-04,156.143
2002-06-05,155.163
2002-06-06,161.589
2002-06-07,159.022
2002-06-10,160.069
2002-06-11,159.8
2002-06-12,159.02
2002-06-13,159.792
2002-06-14,156.767
2002-06-17,159.406
2002-06-18,161.867
2002-06-19,157.339
2002-06-20,156.954
2002-06-21,154.486
2002-06-24,151.646
2002-06-25,153.114
2002-06-26,154.901
2002-06-27,160.696
2002-06-28,164.612
2002-07-01,165.125
2002-07-02,162.382
2002-07-03,157.546
2002-07-04,156.967
2002-07-05,160.043
2002-07-08,162.661
2002-07-09,160.374
2002-07-10,158.016
2002-07-11,155.704
2002-07-12,158.413
2002-07-15,160.539
2002-07-16,158.944
2002-07-17,163.015
2002-07-18,166.288
2002-07-19,164.967
2002-07-22,160.865
2002-07-23,155.565
2002-07-24,145.856
2002-07-25,147.627
2002-07-26,142.971
2002-07-29,147.48
2002-07-30,149.225
2002-07-31,145.694
2002-08-01,147.15
2002-08-02,145.636
2002-08-05,143.906
2002-08-06,139.626
2002-08-07,140.257
2002-08-08,140.38
2002-08-09,140.892
2002-08-12,142.62
2002-08-13,145.05
2002-08-14,142.31
2002-08-15,142.958
2002-08-16,141.312
2002-08-19,142.988
2002-08-20,144.465
2002-08-21,150.193
2002-08-22,153.927
2002-08-23,150.356
2002-08-26,149.325
2002-08-27,148.398
2002-08-28,154.03
2002-08-29,156.432
2002-08-30,153.442
2002-09-02,153.228
2002-09-03,151.184
2002-09-04,147.463
2002-09-05,144.944
2002-09-06,146.887
2002-09-09,143.454
2002-09-10,143.59
2002-09-11,145.529
2002-09-12,144.152
2002-09-13,143.244
2002-09-16,139.634
2002-09-17,139.561
2002-09-18,132.048
2002-09-19,130.523
2002-09-20,130.725
2002-09-23,127.514
2002-09-24,122.411
2002-09-25,120.759
2002-09-26,120.232
2002-09-27,122.271
2002-09-30,118.315
2002-10-01,114.426
2002-10-02,115.983
2002-10-03,112.371
2002-10-04,114.601
2002-10-07,114.149
2002-10-08,114.556
2002-10-09,112.17
2002-10-10,110.378
2002-10-11,117.806
2002-10-14,119.021
2002-10-15,127.583
2002-10-16,124.795
2002-10-17,126.318
2002-10-18,125.297
2002-10-21,123.095
2002-10-22,125.322
2002-10-23,118.658
2002-10-24,118.381
2002-10-25,119.118
2002-10-28,123.739
2002-10-29,118.576
2002-10-30,120.984
2002-10-31,121.801
2002-11-01,121.803
2002-11-04,129.31
2002-11-05,130.615
2002-11-06,130.843
2002-11-07,128.357
2002-11-08,129.776
2002-11-11,129.851
2002-11-12,131.15
2002-11-13,128.597
2002-11-14,131.163
2002-11-15,130.66
2002-11-18,134.656
2002-11-19,134.498
2002-11-20,135.446
2002-11-21,136.768
2002-11-22,137.506
2002-11-25,137.212
2002-11-26,134.839
2002-11-27,133.945
2002-11-28,134.385
2002-11-29,135.499
2002-12-02,133.224
2002-12-03,130.35
2002-12-04,129.713
2002-12-05,129.544
2002-12-06,128.535
2002-12-09,128.071
2002-12-10,129.658
2002-12-11,129.787
2002-12-12,132.338
2002-12-13,132.112
2002-12-16,134.6
2002-12-17,144.163
2002-12-18,139.763
2002-12-19,139.791
2002-12-20,139.474
2002-12-23,139.496
2002-12-24,140.081
2002-12-25,140.081
2002-12-26,140.428
2002-12-27,140.355
2002-12-30,140.857
2002-12-31,141.379
2003-01-01,141.379
2003-01-02,143.983
2003-01-03,145.985
2003-01-06,148.304
2003-01-07,143.989
2003-01-08,143.186
2003-01-09,145.588
2003-01-10,147.718
2003-01-13,148.681
2003-01-14,148.759
2003-01-15,145.297
2003-01-16,146.832
2003-01-17,146.874
2003-01-20,147.514
2003-01-21,148.862
2003-01-22,149.269
2003-01-23,149.115
2003-01-24,149.609
2003-01-27,145.062
2003-01-28,142.838
2003-01-29,142.067
2003-01-30,142.757
2003-01-31,139.602
2003-02-03,140.128
2003-02-04,137.302
2003-02-05,138.331
2003-02-06,138.771
2003-02-07,136.24
2003-02-10,133.592
2003-02-11,133.715
2003-02-12,132.989
2003-02-13,134.519
2003-02-14,136.763
2003-02-17,137.774
2003-02-18,137.22
2003-02-19,136.122
2003-02-20,133.011
2003-02-21,131.616
2003-02-24,134.551
2003-02-25,131.539
2003-02-26,128.769
2003-02-27,131.022
2003-02-28,130.409
2003-03-03,131.386
2003-03-04,128.772
2003-03-05,128.245
2003-03-06,125.052
2003-03-07,125.499
2003-03-10,121.781
2003-03-11,121.969
2003-03-12,120.074
2003-03-13,119.44
2003-03-14,124.73
2003-03-17,127.105
2003-03-18,129.009
2003-03-19,129.341
2003-03-20,130.158
2003-03-21,132.679
2003-03-24,132.325
2003-03-25,134.533
2003-03-26,135.192
2003-03-27,134.022
2003-03-28,136.937
2003-03-31,136.274
2003-04-01,137.783
2003-04-02,140.49
2003-04-03,141.275
2003-04-04,141.381
2003-04-07,144.38
2003-04-08,141.923
2003-04-09,142.147
2003-04-10,142.935
2003-04-11,144.583
2003-04-14,147.135
2003-04-15,149.12
2003-04-16,149.276
2003-04-17,149.993
2003-04-18,149.993
2003-04-21,149.352
2003-04-22,150.618
2003-04-23,153.445
2003-04-24,153.08
2003-04-25,150.69
2003-04-28,152.494
2003-04-29,153.463
2003-04-30,155.246
2003-05-01,156.369
2003-05-02,157.922
2003-05-05,160.608
2003-05-06,156.745
2003-05-07,156.581
2003-05-08,160.23
2003-05-09,160.819
2003-05-12,162.637
2003-05-13,163.098
2003-05-14,164.384
2003-05-15,168.809
2003-05-16,169.915
2003-05-19,170.91
2003-05-20,174.788
2003-05-21,174.865
2003-05-22,173.598
2003-05-23,173.493
2003-05-26,173.121
2003-05-27,170.784
2003-05-28,171.42
2003-05-29,172.69
2003-05-30,171.774
2003-06-02,176.53
2003-06-03,175.383
2003-06-04,174.45
2003-06-05,176.987
2003-06-06,178.324
2003-06-09,179.285
2003-06-10,180.491
2003-06-11,185.583
2003-06-12,185.558
2003-06-13,184.697
2003-06-16,185.061
2003-06-17,187.315
2003-06-18,184.424
2003-06-19,182.601
2003-06-20,182.851
2003-06-23,180.627
2003-06-24,178.914
2003-06-25,181.452
2003-06-26,180.065
2003-06-27,181.065
2003-06-30,180.442
2003-07-01,182.095
2003-07-02,182.131
2003-07-03,182.402
2003-07-04,181.206
2003-07-07,180.986
2003-07-08,181.397
2003-07-09,179.491
2003-07-10,177.542
2003-07-11,177.09
2003-07-14,178.003
2003-07-15,176.696
2003-07-16,175.451
2003-07-17,174.122
2003-07-18,174.008
2003-07-21,174.469
2003-07-22,173.225
2003-07-23,176.323
2003-07-24,179.599
2003-07-25,176.359
2003-07-28,176.058
2003-07-29,175.417
2003-07-30,174.239
2003-07-31,171.626
2003-08-01,171.978
2003-08-04,172.262
2003-08-05,176.466
2003-08-06,175.252
2003-08-07,175.572
2003-08-08,175.599
2003-08-11,174.2
2003-08-12,175.712
2003-08-13,177.33
2003-08-14,178.427
2003-08-15,181.1
2003-08-18,178.357
2003-08-19,178.801
2003-08-20,182.223
2003-08-21,183.816
2003-08-22,183.491
2003-08-25,182.68
2003-08-26,182.892
2003-08-27,182.462
2003-08-28,183.813
2003-08-29,185.16
2003-09-01,186.428
2003-09-02,188.68
2003-09-03,192.399
2003-09-04,195.187
2003-09-05,196.629
2003-09-08,197.534
2003-09-09,197.611
2003-09-10,194.104
2003-09-11,196.291
2003-09-12,200.037
2003-09-15,201.245
2003-09-16,199.299
2003-09-17,198.856
2003-09-18,199.377
2003-09-19,200.366
2003-09-22,199.805
2003-09-23,196.071
2003-09-24,194.859
2003-09-25,192.015
2003-09-26,192.252
2003-09-29,191.174
2003-09-30,190.308
2003-10-01,194.594
2003-10-02,200.342
2003-10-03,198.741
2003-10-06,198.043
2003-10-07,199.078
2003-10-08,199.808
2003-10-09,199.339
2003-10-10,197.964
2003-10-13,196.51
2003-10-14,198.287
2003-10-15,202.146
2003-10-16,204.947
2003-10-17,200.252
2003-10-20,200.328
2003-10-21,202.016
2003-10-22,200.212
2003-10-23,199.402
2003-10-24,202.155
2003-10-27,202.686
2003-10-28,201.255
2003-10-29,200.297
2003-10-30,202.275
2003-10-31,198.434
2003-11-03,201.096
2003-11-04,205.237
2003-11-05,196.984
2003-11-06,195.396
2003-11-07,196.309
2003-11-10,196.945
2003-11-11,196.747
2003-11-12,199.768
2003-11-13,201.705
2003-11-14,201.093
2003-11-17,197.056
2003-11-18,199.226
2003-11-19,198.694
2003-11-20,196.228
2003-11-21,196.851
2003-11-24,195.685
2003-11-25,194.099
2003-11-26,194.721
2003-11-27,196.508
2003-11-28,196.724
2003-12-01,201.115
2003-12-02,202.385
2003-12-03,202.437
2003-12-04,202.405
2003-12-05,205.168
2003-12-08,203.443
2003-12-09,205.82
2003-12-10,204.299
2003-12-11,203.305
2003-12-12,202.734
2003-12-15,202.888
2003-12-16,203.724
2003-12-17,205.375
2003-12-18,204.891
2003-12-19,204.359
2003-12-22,204.792
2003-12-23,206.291
2003-12-24,206.852
2003-12-25,206.852
2003-12-26,206.781
2003-12-29,209.356
2003-12-30,209.565
2003-12-31,210.905
2004-01-01,210.905
2004-01-02,213.985
2004-01-05,219.997
2004-01-06,225.648
2004-01-07,225.71
2004-01-08,226.396
2004-01-09,230.634
2004-01-12,230.202
2004-01-13,231.973
2004-01-14,230.937
2004-01-15,234.579
2004-01-16,233.212
2004-01-19,230.077
2004-01-20,232.564
2004-01-21,232.551
2004-01-22,237.867
2004-01-23,239.57
2004-01-26,237.181
2004-01-27,244.746
2004-01-28,241.054
2004-01-29,232.803
2004-01-30,230.536
2004-02-02,233.43
2004-02-03,235.203
2004-02-04,234.509
2004-02-05,237.791
2004-02-06,244.513
2004-02-09,244.705
2004-02-10,241.8
2004-02-11,243.117
2004-02-12,244.71
2004-02-13,238.482
2004-02-16,239.158
2004-02-17,239.757
2004-02-18,239.937
2004-02-19,236.005
2004-02-20,233.5
2004-02-23,234.839
2004-02-24,235.999
2004-02-25,234.997
2004-02-26,236.61
2004-02-27,236.507
2004-03-01,240.067
2004-03-02,236.473
2004-03-03,230.342
2004-03-04,232.092
2004-03-05,236.693
2004-03-08,234.095
2004-03-09,233.873
2004-03-10,227.658
2004-03-11,226.232
2004-03-12,223.909
2004-03-15,225.445
2004-03-16,227.783
2004-03-17,226.071
2004-03-18,227.999
2004-03-19,225.301
2004-03-22,221.074
2004-03-23,221.167
2004-03-24,218.945
2004-03-25,219.758
2004-03-26,222.81
2004-03-29,225.223
2004-03-30,220.226
2004-03-31,220.799
2004-04-01,220.536
2004-04-02,224.118
2004-04-05,219.811
2004-04-06,216.87
2004-04-07,218.115
2004-04-08,216.967
2004-04-09,216.967
2004-04-12,216.343
2004-04-13,216.339
2004-04-14,214.94
2004-04-15,214.032
2004-04-16,214.799
2004-04-19,214.126
2004-04-20,216.843
2004-04-21,214.888
2004-04-22,215.28
2004-04-23,213.498
2004-04-26,212.523
2004-04-27,213.831
2004-04-28,209.578
2004-04-29,207.679
2004-04-30,209.411
2004-05-03,209.509
2004-05-04,214.562
2004-05-05,212.608
2004-05-06,206.505
2004-05-07,203.636
2004-05-10,197.589
2004-05-11,198.832
2004-05-12,200.683
2004-05-13,202.318
2004-05-14,199.995
2004-05-17,200.06
2004-05-18,200.294
2004-05-19,206.654
2004-05-20,204.826
2004-05-21,206.274
2004-05-24,203.432
2004-05-25,204.049
2004-05-26,204.111
2004-05-27,205.991
2004-05-28,205.362
2004-05-31,205.362
2004-06-01,204.206
2004-06-02,205.559
2004-06-03,207.364
2004-06-04,207.884
2004-06-07,209.979
2004-06-08,209.825
2004-06-09,195.044
2004-06-10,199.835
2004-06-11,199.38
2004-06-14,199.258
2004-06-15,199.374
2004-06-16,198.338
2004-06-17,197.976
2004-06-18,199.727
2004-06-21,198.854
2004-06-22,196.575
2004-06-23,196.512
2004-06-24,199.065
2004-06-25,199.56
2004-06-28,202.432
2004-06-29,201.317
2004-06-30,202.558
2004-07-01,204.328
2004-07-02,209.208
2004-07-05,208.201
2004-07-06,206.787
2004-07-07,208.384
2004-07-08,211.214
2004-07-09,209.634
2004-07-12,208.118
2004-07-13,207.985
2004-07-14,211.456
2004-07-15,209.96
2004-07-16,210.975
2004-07-19,209.291
2004-07-20,208.481
2004-07-21,206.447
2004-07-22,205.333
2004-07-23,202.254
2004-07-26,200.805
2004-07-27,199.855
2004-07-28,198.029
2004-07-29,200.333
2004-07-30,200.46
2004-08-02,201.061
2004-08-03,203.084
2004-08-04,200.344
2004-08-05,204.718
2004-08-06,208.24
2004-08-09,206.033
2004-08-10,208.814
2004-08-11,204.464
2004-08-12,202.671
2004-08-13,203.745
2004-08-16,203.752
2004-08-17,206.297
2004-08-18,207.148
2004-08-19,209.919
2004-08-20,208.579
2004-08-23,209.013
2004-08-24,206.464
2004-08-25,206.849
2004-08-26,207.666
2004-08-27,206.618
2004-08-30,208.473
2004-08-31,208.79
2004-09-01,209.745
2004-09-02,210.678
2004-09-03,210.46
2004-09-06,213.99
2004-09-07,212.828
2004-09-08,215.192
2004-09-09,214.488
2004-09-10,216.696
2004-09-13,214.035
2004-09-14,209.603
2004-09-15,206.311
2004-09-16,204.626
2004-09-17,205.868
2004-09-20,205.831
2004-09-21,208.038
2004-09-22,205.756
2004-09-23,207.785
2004-09-24,206.066
2004-09-27,207.297
2004-09-28,209.186
2004-09-29,208.401
2004-09-30,212.458
2004-10-01,214.209
2004-10-04,213.066
2004-10-05,215.576
2004-10-06,216.032
2004-10-07,212.885
2004-10-08,214.582
2004-10-11,212.959
2004-10-12,210.461
2004-10-13,211.388
2004-10-14,214.42
2004-10-15,215.332
2004-10-18,213.669
2004-10-19,216.166
2004-10-20,216.177
2004-10-21,219.575
2004-10-22,218.728
2004-10-25,219.468
2004-10-26,219.916
2004-10-27,219.376
2004-10-28,219.195
2004-10-29,219.897
2004-11-01,220.322
2004-11-02,221.846
2004-11-03,220.577
2004-11-04,223.079
2004-11-05,225.454
2004-11-08,225.292
2004-11-09,226.2
2004-11-10,227.898
2004-11-11,231.579
2004-11-12,233.623
2004-11-15,233.471
2004-11-16,233.477
2004-11-17,234.669
2004-11-18,232.253
2004-11-19,233.495
2004-11-22,229.708
2004-11-23,232.809
2004-11-24,236.599
2004-11-25,238.711
2004-11-26,238.931
2004-11-29,240.356
2004-11-30,241.264
2004-12-01,242.347
2004-12-02,241.494
2004-12-03,242.786
2004-12-06,242.714
2004-12-07,244.5
2004-12-08,241.045
2004-12-09,237.682
2004-12-10,237.158
2004-12-13,241.855
2004-12-14,244.965
2004-12-15,246.749
2004-12-16,245.656
2004-12-17,243.067
2004-12-20,247.905
2004-12-21,247.708
2004-12-22,250.479
2004-12-23,251.991
2004-12-24,252.587
2004-12-27,255.219
2004-12-28,251.113
2004-12-29,251.28
2004-12-30,252.429
2004-12-31,251.757
2005-01-03,256.245
2005-01-04,251.442
2005-01-05,250.288
2005-01-06,250.049
2005-01-07,248.532
2005-01-10,250.74
2005-01-11,250.282
2005-01-12,251.896
2005-01-13,250.867
2005-01-14,248.515
2005-01-17,249.407
2005-01-18,251.052
2005-01-19,251.155
2005-01-20,247.702
2005-01-21,248.936
2005-01-24,249.309
2005-01-25,252.303
2005-01-26,253.57
2005-01-27,249.429
2005-01-28,249.256
2005-01-31,249.887
2005-02-01,256.0
2005-02-02,258.321
2005-02-03,254.405
2005-02-04,258.226
2005-02-07,260.302
2005-02-08,260.442
2005-02-09,258.924
2005-02-10,262.347
2005-02-11,267.595
2005-02-14,267.933
2005-02-15,266.677
2005-02-16,262.422
2005-02-17,268.148
2005-02-18,266.981
2005-02-21,265.566
2005-02-22,267.656
2005-02-23,271.348
2005-02-24,269.221
2005-02-25,268.238
2005-02-28,272.565
2005-03-01,273.292
2005-03-02,274.146
2005-03-03,273.599
2005-03-04,272.671
2005-03-07,271.343
2005-03-08,273.747
2005-03-09,271.21
2005-03-10,268.599
2005-03-11,269.817
2005-03-14,272.926
2005-03-15,275.017
2005-03-16,275.702
2005-03-17,278.191
2005-03-18,274.803
2005-03-21,267.671
2005-03-22,269.099
2005-03-23,263.365
2005-03-24,262.423
2005-03-25,262.423
2005-03-28,260.583
2005-03-29,282.582
2005-03-30,282.661
2005-03-31,288.371
2005-04-01,287.772
2005-04-04,283.679
2005-04-05,288.106
2005-04-06,288.077
2005-04-07,290.684
2005-04-08,290.02
2005-04-11,292.936
2005-04-12,292.881
2005-04-13,289.974
2005-04-14,289.816
2005-04-15,288.435
2005-04-18,298.88
2005-04-19,305.148
2005-04-20,299.12
2005-04-21,300.036
2005-04-22,299.39
2005-04-25,299.791
2005-04-26,296.452
2005-04-27,291.143
2005-04-28,288.871
2005-04-29,290.376
2005-05-02,290.083
2005-05-03,296.79
2005-05-04,291.981
2005-05-05,291.61
2005-05-06,293.537
2005-05-09,290.992
2005-05-10,292.132
2005-05-11,290.242
2005-05-12,288.35
2005-05-13,289.668
2005-05-16,289.096
2005-05-17,289.202
2005-05-18,287.393
2005-05-19,286.168
2005-05-20,289.82
2005-05-23,290.229
2005-05-24,288.874
2005-05-25,291.943
2005-05-26,289.156
2005-05-27,293.941
2005-05-30,294.19
2005-05-31,293.06
2005-06-01,285.086
2005-06-02,283.271
2005-06-03,282.965
2005-06-06,282.487
2005-06-07,282.151
2005-06-08,283.021
2005-06-09,279.449
2005-06-10,281.993
2005-06-13,281.955
2005-06-14,283.545
2005-06-15,283.293
2005-06-16,284.738
2005-06-17,293.906
2005-06-20,287.629
2005-06-21,287.542
2005-06-22,283.155
2005-06-23,281.794
2005-06-24,283.668
2005-06-27,281.104
2005-06-28,280.227
2005-06-29,279.475
2005-06-30,284.003
2005-07-01,280.651
2005-07-04,280.373
2005-07-05,284.074
2005-07-06,278.662
2005-07-07,277.08
2005-07-08,277.182
2005-07-11,281.862
2005-07-12,287.597
2005-07-13,283.344
2005-07-14,285.264
2005-07-15,284.873
2005-07-18,281.971
2005-07-19,284.094
2005-07-20,281.408
2005-07-21,282.761
2005-07-22,283.278
2005-07-25,286.968
2005-07-26,285.405
2005-07-27,290.586
2005-07-28,297.056
2005-07-29,298.12
2005-08-01,298.539
2005-08-02,301.241
2005-08-03,299.502
2005-08-04,298.595
2005-08-05,293.428
2005-08-08,296.306
2005-08-09,298.012
2005-08-10,296.14
2005-08-11,299.191
2005-08-12,297.871
2005-08-15,298.481
2005-08-16,300.831
2005-08-17,345.732
2005-08-18,335.689
2005-08-19,339.758
2005-08-22,335.659
2005-08-23,341.837
2005-08-24,338.312
2005-08-25,335.486
2005-08-26,338.304
2005-08-29,338.718
2005-08-30,344.205
2005-08-31,350.503
2005-09-01,344.256
2005-09-02,347.685
2005-09-05,344.575
2005-09-06,344.177
2005-09-07,339.899
2005-09-08,342.826
2005-09-09,337.815
2005-09-12,332.237
2005-09-13,333.101
2005-09-14,335.46
2005-09-15,355.878
2005-09-16,366.647
2005-09-19,359.683
2005-09-20,363.062
2005-09-21,367.916
2005-09-22,364.864
2005-09-23,358.799
2005-09-26,357.666
2005-09-27,355.798
2005-09-28,353.234
2005-09-29,354.909
2005-09-30,357.309
2005-10-03,348.2
2005-10-04,349.0
2005-10-05,361.176
2005-10-06,376.348
2005-10-07,373.049
2005-10-10,369.257
2005-10-11,364.021
2005-10-12,361.268
2005-10-13,351.513
2005-10-14,355.039
2005-10-17,355.946
2005-10-18,354.539
2005-10-19,350.37
2005-10-20,353.483
2005-10-21,349.23
2005-10-24,360.495
2005-10-25,364.651
2005-10-26,369.866
2005-10-27,367.55
2005-10-28,368.855
2005-10-31,370.377
2005-11-01,375.557
2005-11-02,373.561
2005-11-03,379.151
2005-11-04,374.153
2005-11-07,368.847
2005-11-08,369.32
2005-11-09,369.681
2005-11-10,370.202
