Date,SWEDEN IMI IMI (Large+Mid+Small Cap)
2003-08-07,297.421
2003-08-08,296.84
2003-08-11,295.318
2003-08-12,300.244
2003-08-13,304.834
2003-08-14,305.513
2003-08-15,303.309
2003-08-18,305.018
2003-08-19,306.707
2003-08-20,309.289
2003-08-21,309.759
2003-08-22,305.401
2003-08-25,302.201
2003-08-26,296.952
2003-08-27,300.717
2003-08-28,302.176
2003-08-29,304.844
2003-09-01,310.983
2003-09-02,309.401
2003-09-03,315.847
2003-09-04,317.647
2003-09-05,322.089
2003-09-08,324.43
2003-09-09,323.336
2003-09-10,319.317
2003-09-11,321.679
2003-09-12,325.246
2003-09-15,324.3
2003-09-16,325.85
2003-09-17,328.331
2003-09-18,329.474
2003-09-19,327.736
2003-09-22,323.997
2003-09-23,325.519
2003-09-24,324.614
2003-09-25,322.744
2003-09-26,322.413
2003-09-29,321.936
2003-09-30,317.205
2003-10-01,320.699
2003-10-02,321.999
2003-10-03,330.426
2003-10-06,334.046
2003-10-07,336.91
2003-10-08,339.359
2003-10-09,340.437
2003-10-10,339.213
2003-10-13,341.422
2003-10-14,346.138
2003-10-15,347.938
2003-10-16,344.783
2003-10-17,342.833
2003-10-20,342.213
2003-10-21,341.152
2003-10-22,336.917
2003-10-23,338.441
2003-10-24,341.573
2003-10-27,344.666
2003-10-28,346.327
2003-10-29,348.658
2003-10-30,348.271
2003-10-31,343.845
2003-11-03,342.266
2003-11-04,343.409
2003-11-05,339.132
2003-11-06,341.414
2003-11-07,347.943
2003-11-10,346.326
2003-11-11,343.455
2003-11-12,350.009
2003-11-13,356.048
2003-11-14,361.379
2003-11-17,354.036
2003-11-18,355.633
2003-11-19,352.215
2003-11-20,349.921
2003-11-21,350.777
2003-11-24,351.873
2003-11-25,352.325
2003-11-26,352.721
2003-11-27,356.328
2003-11-28,356.442
2003-12-01,360.842
2003-12-02,365.644
2003-12-03,368.511
2003-12-04,370.057
2003-12-05,371.088
2003-12-08,370.736
2003-12-09,370.584
2003-12-10,368.999
2003-12-11,365.626
2003-12-12,370.866
2003-12-15,372.716
2003-12-16,367.998
2003-12-17,365.184
2003-12-18,366.987
2003-12-19,367.717
2003-12-22,369.946
2003-12-23,375.366
2003-12-24,375.7
2003-12-25,375.7
2003-12-26,375.261
2003-12-29,383.488
2003-12-30,384.274
2003-12-31,386.626
2004-01-01,386.626
2004-01-02,391.447
2004-01-05,393.114
2004-01-06,393.323
2004-01-07,388.294
2004-01-08,395.717
2004-01-09,402.309
2004-01-12,402.399
2004-01-13,403.028
2004-01-14,400.736
2004-01-15,400.224
2004-01-16,398.464
2004-01-19,400.91
2004-01-20,402.966
2004-01-21,404.125
2004-01-22,410.966
2004-01-23,409.549
2004-01-26,406.05
2004-01-27,408.413
2004-01-28,406.092
2004-01-29,393.47
2004-01-30,399.327
2004-02-02,398.625
2004-02-03,402.195
2004-02-04,399.865
2004-02-05,404.87
2004-02-06,423.422
2004-02-09,425.621
2004-02-10,429.809
2004-02-11,430.535
2004-02-12,431.966
2004-02-13,428.024
2004-02-16,429.845
2004-02-17,433.146
2004-02-18,435.619
2004-02-19,433.651
2004-02-20,426.105
2004-02-23,427.384
2004-02-24,422.603
2004-02-25,418.904
2004-02-26,418.037
2004-02-27,418.19
2004-03-01,422.342
2004-03-02,421.873
2004-03-03,420.661
2004-03-04,421.341
2004-03-05,432.012
2004-03-08,431.697
2004-03-09,425.99
2004-03-10,417.616
2004-03-11,404.193
2004-03-12,402.777
2004-03-15,400.572
2004-03-16,405.274
2004-03-17,406.534
2004-03-18,403.959
2004-03-19,404.489
2004-03-22,395.271
2004-03-23,397.645
2004-03-24,390.956
2004-03-25,397.36
2004-03-26,396.2
2004-03-29,405.121
2004-03-30,404.693
2004-03-31,410.074
2004-04-01,424.231
2004-04-02,421.715
2004-04-05,423.376
2004-04-06,422.947
2004-04-07,430.173
2004-04-08,429.427
2004-04-09,429.427
2004-04-12,427.241
2004-04-13,422.664
2004-04-14,417.746
2004-04-15,415.56
2004-04-16,420.397
2004-04-19,422.004
2004-04-20,425.57
2004-04-21,419.703
2004-04-22,427.089
2004-04-23,421.846
2004-04-26,421.191
2004-04-27,421.839
2004-04-28,412.563
2004-04-29,412.741
2004-04-30,409.145
2004-05-03,411.342
2004-05-04,414.945
2004-05-05,423.618
2004-05-06,411.084
2004-05-07,405.136
2004-05-10,384.345
2004-05-11,389.809
2004-05-12,386.235
2004-05-13,394.625
2004-05-14,392.119
2004-05-17,389.919
2004-05-18,392.969
2004-05-19,405.522
2004-05-20,402.526
2004-05-21,404.103
2004-05-24,403.493
2004-05-25,402.938
2004-05-26,406.723
2004-05-27,416.845
2004-05-28,415.608
2004-05-31,415.608
2004-06-01,411.929
2004-06-02,415.374
2004-06-03,415.525
2004-06-04,421.5
2004-06-07,429.855
2004-06-08,429.03
2004-06-09,418.853
2004-06-10,416.724
2004-06-11,414.462
2004-06-14,411.223
2004-06-15,413.726
2004-06-16,413.646
2004-06-17,413.316
2004-06-18,414.811
2004-06-21,413.914
2004-06-22,410.906
2004-06-23,417.997
2004-06-24,427.298
2004-06-25,426.242
2004-06-28,430.149
2004-06-29,427.846
2004-06-30,427.537
2004-07-01,427.683
2004-07-02,429.555
2004-07-05,425.927
2004-07-06,421.83
2004-07-07,425.846
2004-07-08,426.296
2004-07-09,422.348
2004-07-12,416.784
2004-07-13,418.162
2004-07-14,424.089
2004-07-15,416.825
2004-07-16,421.198
2004-07-19,416.157
2004-07-20,414.557
2004-07-21,421.008
2004-07-22,412.371
2004-07-23,405.826
2004-07-26,403.283
2004-07-27,406.401
2004-07-28,403.942
2004-07-29,409.092
2004-07-30,408.88
2004-08-02,407.231
2004-08-03,409.063
2004-08-04,405.977
2004-08-05,409.038
2004-08-06,406.852
2004-08-09,402.105
2004-08-10,408.678
2004-08-11,397.816
2004-08-12,395.547
2004-08-13,397.594
2004-08-16,401.184
2004-08-17,403.5
2004-08-18,406.246
2004-08-19,409.774
2004-08-20,408.309
2004-08-23,413.568
2004-08-24,410.361
2004-08-25,412.586
2004-08-26,416.582
2004-08-27,415.519
2004-08-30,415.5
2004-08-31,415.922
2004-09-01,421.867
2004-09-02,421.852
2004-09-03,418.971
2004-09-06,419.315
2004-09-07,418.896
2004-09-08,420.362
2004-09-09,419.533
2004-09-10,427.881
2004-09-13,434.974
2004-09-14,434.996
2004-09-15,429.338
2004-09-16,429.506
2004-09-17,432.141
2004-09-20,432.321
2004-09-21,437.729
2004-09-22,437.901
2004-09-23,439.223
2004-09-24,436.923
2004-09-27,435.228
2004-09-28,436.195
2004-09-29,447.324
2004-09-30,448.918
2004-10-01,456.454
2004-10-04,455.817
2004-10-05,458.566
2004-10-06,456.99
2004-10-07,456.684
2004-10-08,459.221
2004-10-11,458.589
2004-10-12,451.244
2004-10-13,454.488
2004-10-14,454.185
2004-10-15,455.18
2004-10-18,456.502
2004-10-19,462.596
2004-10-20,460.128
2004-10-21,456.992
2004-10-22,452.426
2004-10-25,448.08
2004-10-26,452.732
2004-10-27,458.23
2004-10-28,458.192
2004-10-29,456.413
2004-11-01,463.256
2004-11-02,468.141
2004-11-03,473.73
2004-11-04,473.217
2004-11-05,476.534
2004-11-08,479.643
2004-11-09,477.08
2004-11-10,482.328
2004-11-11,486.815
2004-11-12,495.897
2004-11-15,497.417
2004-11-16,496.326
2004-11-17,503.009
2004-11-18,501.81
2004-11-19,502.661
2004-11-22,498.55
2004-11-23,502.106
2004-11-24,507.101
2004-11-25,513.849
2004-11-26,514.753
2004-11-29,518.165
2004-11-30,514.891
2004-12-01,519.967
2004-12-02,518.74
2004-12-03,521.7
2004-12-06,522.286
2004-12-07,526.369
2004-12-08,511.545
2004-12-09,505.024
2004-12-10,506.896
2004-12-13,513.243
2004-12-14,511.973
2004-12-15,515.418
2004-12-16,511.74
2004-12-17,505.396
2004-12-20,516.617
2004-12-21,515.918
2004-12-22,518.518
2004-12-23,521.438
2004-12-24,524.541
2004-12-27,527.789
2004-12-28,527.442
2004-12-29,528.153
2004-12-30,528.21
2004-12-31,525.722
2005-01-03,526.472
2005-01-04,521.017
2005-01-05,515.887
2005-01-06,510.156
2005-01-07,507.742
2005-01-10,516.068
2005-01-11,514.335
2005-01-12,507.812
2005-01-13,507.568
2005-01-14,507.059
2005-01-17,510.918
2005-01-18,508.165
2005-01-19,509.401
2005-01-20,500.145
2005-01-21,500.915
2005-01-24,496.697
2005-01-25,498.134
2005-01-26,502.86
2005-01-27,502.909
2005-01-28,496.38
2005-01-31,501.522
2005-02-01,506.843
2005-02-02,510.436
2005-02-03,504.716
2005-02-04,507.837
2005-02-07,509.982
2005-02-08,505.812
2005-02-09,512.474
2005-02-10,504.741
2005-02-11,510.485
2005-02-14,515.401
2005-02-15,519.815
2005-02-16,516.21
2005-02-17,519.292
2005-02-18,514.305
2005-02-21,515.295
2005-02-22,521.359
2005-02-23,520.465
2005-02-24,524.22
2005-02-25,530.351
2005-02-28,535.753
2005-03-01,533.513
2005-03-02,532.531
2005-03-03,534.746
2005-03-04,545.594
2005-03-07,541.408
2005-03-08,544.094
2005-03-09,544.086
2005-03-10,538.631
2005-03-11,544.374
2005-03-14,540.829
2005-03-15,541.516
2005-03-16,537.573
2005-03-17,535.619
2005-03-18,529.695
2005-03-21,522.388
2005-03-22,527.75
2005-03-23,521.886
2005-03-24,521.994
2005-03-25,521.994
2005-03-28,518.403
2005-03-29,517.789
2005-03-30,517.748
2005-03-31,518.55
2005-04-01,522.037
2005-04-04,514.124
2005-04-05,519.775
2005-04-06,524.612
2005-04-07,527.143
2005-04-08,526.214
2005-04-11,533.423
2005-04-12,528.408
2005-04-13,532.418
2005-04-14,529.149
2005-04-15,524.41
2005-04-18,518.638
2005-04-19,521.078
2005-04-20,523.532
2005-04-21,526.83
2005-04-22,534.695
2005-04-25,531.37
2005-04-26,526.746
2005-04-27,513.466
2005-04-28,505.021
2005-04-29,503.748
2005-05-02,504.808
2005-05-03,506.997
2005-05-04,510.603
2005-05-05,510.354
2005-05-06,513.231
2005-05-09,513.642
2005-05-10,511.499
2005-05-11,506.841
2005-05-12,508.688
2005-05-13,509.738
2005-05-16,507.854
2005-05-17,510.891
2005-05-18,516.131
2005-05-19,517.469
2005-05-20,515.61
2005-05-23,517.849
2005-05-24,518.756
2005-05-25,518.416
2005-05-26,519.327
2005-05-27,520.867
2005-05-30,520.681
2005-05-31,516.769
2005-06-01,514.454
2005-06-02,512.605
2005-06-03,511.068
2005-06-06,511.476
2005-06-07,515.357
2005-06-08,517.316
2005-06-09,509.767
2005-06-10,508.88
2005-06-13,503.026
2005-06-14,508.667
2005-06-15,509.147
2005-06-16,511.862
2005-06-17,521.74
2005-06-20,517.888
2005-06-21,521.382
2005-06-22,519.424
2005-06-23,517.76
2005-06-24,518.237
2005-06-27,510.21
2005-06-28,508.86
2005-06-29,509.73
2005-06-30,511.363
2005-07-01,508.463
2005-07-04,508.602
2005-07-05,511.324
2005-07-06,514.485
2005-07-07,506.239
2005-07-08,511.552
2005-07-11,524.221
2005-07-12,531.854
2005-07-13,534.346
2005-07-14,534.0
2005-07-15,530.325
2005-07-18,531.911
2005-07-19,529.765
2005-07-20,525.093
2005-07-21,535.154
2005-07-22,535.573
2005-07-25,533.467
2005-07-26,530.495
2005-07-27,535.791
2005-07-28,540.231
2005-07-29,541.432
2005-08-01,544.845
2005-08-02,552.124
2005-08-03,555.58
2005-08-04,557.692
2005-08-05,554.142
2005-08-08,556.042
2005-08-09,556.429
2005-08-10,565.591
2005-08-11,567.695
2005-08-12,565.311
2005-08-15,563.007
2005-08-16,559.132
2005-08-17,554.93
2005-08-18,548.905
2005-08-19,548.466
2005-08-22,553.167
2005-08-23,548.259
2005-08-24,544.435
2005-08-25,539.307
2005-08-26,538.976
2005-08-29,539.201
2005-08-30,534.09
2005-08-31,545.614
2005-09-01,555.779
2005-09-02,562.489
2005-09-05,562.133
2005-09-06,563.089
2005-09-07,563.872
2005-09-08,559.044
2005-09-09,565.95
2005-09-12,561.981
2005-09-13,558.567
2005-09-14,561.934
2005-09-15,555.989
2005-09-16,557.489
2005-09-19,555.546
2005-09-20,557.56
2005-09-21,554.575
2005-09-22,552.383
2005-09-23,548.334
2005-09-26,554.203
2005-09-27,553.236
2005-09-28,559.104
2005-09-29,562.55
2005-09-30,569.0
2005-10-03,567.289
2005-10-04,567.476
2005-10-05,564.078
2005-10-06,564.431
2005-10-07,561.641
2005-10-10,560.557
2005-10-11,559.468
2005-10-12,554.495
2005-10-13,539.979
2005-10-14,544.621
2005-10-17,540.229
2005-10-18,534.831
2005-10-19,527.414
2005-10-20,527.686
2005-10-21,524.039
2005-10-24,526.138
2005-10-25,539.122
2005-10-26,539.465
2005-10-27,536.031
2005-10-28,532.814
2005-10-31,539.048
2005-11-01,538.551
2005-11-02,541.672
2005-11-03,546.832
2005-11-04,538.654
2005-11-07,538.571
2005-11-08,539.068
