Date,SWEDEN IMI IMI (Large+Mid+Small Cap)
2001-05-24,340.937
2001-05-25,338.36
2001-05-28,338.969
2001-05-29,335.397
2001-05-30,329.104
2001-05-31,322.147
2001-06-01,317.605
2001-06-04,315.951
2001-06-05,322.715
2001-06-06,319.87
2001-06-07,314.678
2001-06-08,310.142
2001-06-11,302.466
2001-06-12,299.097
2001-06-13,304.677
2001-06-14,300.581
2001-06-15,308.252
2001-06-18,306.041
2001-06-19,302.177
2001-06-20,292.076
2001-06-21,294.904
2001-06-22,295.521
2001-06-25,299.409
2001-06-26,294.954
2001-06-27,297.936
2001-06-28,302.475
2001-06-29,305.211
2001-07-02,308.626
2001-07-03,307.807
2001-07-04,301.706
2001-07-05,292.412
2001-07-06,283.149
2001-07-09,281.37
2001-07-10,285.649
2001-07-11,283.4
2001-07-12,288.52
2001-07-13,291.185
2001-07-16,295.876
2001-07-17,287.343
2001-07-18,288.564
2001-07-19,293.131
2001-07-20,290.293
2001-07-23,288.05
2001-07-24,287.358
2001-07-25,284.973
2001-07-26,287.028
2001-07-27,294.174
2001-07-30,300.769
2001-07-31,305.06
2001-08-01,305.897
2001-08-02,309.898
2001-08-03,309.453
2001-08-06,307.349
2001-08-07,308.805
2001-08-08,305.64
2001-08-09,301.127
2001-08-10,299.099
2001-08-13,302.044
2001-08-14,307.059
2001-08-15,309.163
2001-08-16,303.539
2001-08-17,297.928
2001-08-20,288.774
2001-08-21,292.584
2001-08-22,298.125
2001-08-23,300.551
2001-08-24,307.04
2001-08-27,307.134
2001-08-28,302.198
2001-08-29,298.816
2001-08-30,290.503
2001-08-31,288.107
2001-09-03,281.982
2001-09-04,273.516
2001-09-05,270.266
2001-09-06,268.551
2001-09-07,263.659
2001-09-10,261.392
2001-09-11,243.006
2001-09-12,252.173
2001-09-13,252.293
2001-09-14,251.502
2001-09-17,252.698
2001-09-18,245.213
2001-09-19,245.004
2001-09-20,231.609
2001-09-21,221.932
2001-09-24,233.265
2001-09-25,242.297
2001-09-26,238.962
2001-09-27,238.269
2001-09-28,244.682
2001-10-01,241.981
2001-10-02,243.374
2001-10-03,241.985
2001-10-04,253.678
2001-10-05,256.148
2001-10-08,257.316
2001-10-09,257.318
2001-10-10,258.742
2001-10-11,269.586
2001-10-12,270.994
2001-10-15,267.127
2001-10-16,269.067
2001-10-17,280.543
2001-10-18,271.501
2001-10-19,263.178
2001-10-22,260.209
2001-10-23,268.368
2001-10-24,271.399
2001-10-25,267.379
2001-10-26,275.096
2001-10-29,271.491
2001-10-30,261.227
2001-10-31,262.517
2001-11-01,264.041
2001-11-02,265.021
2001-11-05,271.59
2001-11-06,275.338
2001-11-07,279.503
2001-11-08,284.262
2001-11-09,279.391
2001-11-12,275.693
2001-11-13,284.399
2001-11-14,287.709
2001-11-15,291.729
2001-11-16,296.045
2001-11-19,296.385
2001-11-20,290.09
2001-11-21,287.578
2001-11-22,296.374
2001-11-23,296.634
2001-11-26,301.342
2001-11-27,298.814
2001-11-28,295.421
2001-11-29,293.639
2001-11-30,296.518
2001-12-03,294.152
2001-12-04,301.634
2001-12-05,316.509
2001-12-06,316.785
2001-12-07,316.112
2001-12-10,310.352
2001-12-11,310.541
2001-12-12,307.895
2001-12-13,302.232
2001-12-14,296.595
2001-12-17,302.776
2001-12-18,302.678
2001-12-19,296.179
2001-12-20,289.843
2001-12-21,292.87
2001-12-24,288.999
2001-12-25,288.999
2001-12-26,288.017
2001-12-27,297.59
2001-12-28,303.695
2001-12-31,306.162
2002-01-01,306.162
2002-01-02,308.939
2002-01-03,320.724
2002-01-04,320.649
2002-01-07,319.458
2002-01-08,309.947
2002-01-09,309.662
2002-01-10,308.263
2002-01-11,311.884
2002-01-14,299.962
2002-01-15,296.599
2002-01-16,287.9
2002-01-17,290.258
2002-01-18,290.502
2002-01-21,287.736
2002-01-22,287.676
2002-01-23,288.993
2002-01-24,290.755
2002-01-25,283.076
2002-01-28,279.598
2002-01-29,275.888
2002-01-30,272.201
2002-01-31,281.354
2002-02-01,280.98
2002-02-04,280.766
2002-02-05,279.148
2002-02-06,277.808
2002-02-07,278.579
2002-02-08,277.924
2002-02-11,283.863
2002-02-12,282.82
2002-02-13,281.908
2002-02-14,281.059
2002-02-15,278.649
2002-02-18,274.581
2002-02-19,272.699
2002-02-20,271.358
2002-02-21,277.116
2002-02-22,276.108
2002-02-25,278.959
2002-02-26,280.404
2002-02-27,286.08
2002-02-28,286.601
2002-03-01,288.761
2002-03-04,303.442
2002-03-05,303.156
2002-03-06,303.275
2002-03-07,309.431
2002-03-08,309.947
2002-03-11,306.732
2002-03-12,300.195
2002-03-13,299.907
2002-03-14,299.303
2002-03-15,300.061
2002-03-18,301.222
2002-03-19,300.084
2002-03-20,299.281
2002-03-21,299.682
2002-03-22,305.727
2002-03-25,301.681
2002-03-26,298.806
2002-03-27,297.028
2002-03-28,298.377
2002-03-29,298.377
2002-04-01,301.322
2002-04-02,299.556
2002-04-03,295.318
2002-04-04,294.413
2002-04-05,296.246
2002-04-08,289.642
2002-04-09,289.059
2002-04-10,289.828
2002-04-11,287.016
2002-04-12,287.973
2002-04-15,289.719
2002-04-16,295.643
2002-04-17,299.874
2002-04-18,294.812
2002-04-19,291.793
2002-04-22,276.578
2002-04-23,275.763
2002-04-24,268.678
2002-04-25,269.767
2002-04-26,276.631
2002-04-29,274.628
2002-04-30,276.101
2002-05-01,277.723
2002-05-02,276.381
2002-05-03,273.256
2002-05-06,272.729
2002-05-07,270.89
2002-05-08,277.935
2002-05-09,277.457
2002-05-10,273.914
2002-05-13,274.928
2002-05-14,278.085
2002-05-15,280.941
2002-05-16,279.13
2002-05-17,284.84
2002-05-20,285.653
2002-05-21,282.533
2002-05-22,280.263
2002-05-23,279.791
2002-05-24,280.446
2002-05-27,279.074
2002-05-28,280.131
2002-05-29,276.931
2002-05-30,274.138
2002-05-31,273.393
2002-06-03,274.474
2002-06-04,270.488
2002-06-05,270.549
2002-06-06,269.697
2002-06-07,263.181
2002-06-10,264.763
2002-06-11,263.613
2002-06-12,258.821
2002-06-13,259.712
2002-06-14,255.68
2002-06-17,259.253
2002-06-18,262.21
2002-06-19,259.541
2002-06-20,251.307
2002-06-21,252.86
2002-06-24,248.066
2002-06-25,255.107
2002-06-26,256.051
2002-06-27,260.073
2002-06-28,266.623
2002-07-01,267.602
2002-07-02,263.864
2002-07-03,254.23
2002-07-04,256.325
2002-07-05,262.766
2002-07-08,265.185
2002-07-09,263.453
2002-07-10,255.257
2002-07-11,244.873
2002-07-12,244.866
2002-07-15,243.612
2002-07-16,242.343
2002-07-17,249.735
2002-07-18,249.017
2002-07-19,240.599
2002-07-22,225.199
2002-07-23,214.117
2002-07-24,203.616
2002-07-25,215.793
2002-07-26,205.649
2002-07-29,221.116
2002-07-30,226.334
2002-07-31,227.431
2002-08-01,222.914
2002-08-02,216.224
2002-08-05,207.854
2002-08-06,208.998
2002-08-07,212.425
2002-08-08,216.117
2002-08-09,215.72
2002-08-12,218.511
2002-08-13,220.1
2002-08-14,218.118
2002-08-15,220.894
2002-08-16,219.206
2002-08-19,221.856
2002-08-20,223.475
2002-08-21,232.6
2002-08-22,240.161
2002-08-23,232.336
2002-08-26,229.834
2002-08-27,232.137
2002-08-28,229.691
2002-08-29,227.588
2002-08-30,226.1
2002-09-02,224.73
2002-09-03,217.748
2002-09-04,216.231
2002-09-05,214.905
2002-09-06,219.762
2002-09-09,217.036
2002-09-10,217.741
2002-09-11,224.93
2002-09-12,218.929
2002-09-13,216.55
2002-09-16,216.681
2002-09-17,214.246
2002-09-18,208.291
2002-09-19,206.939
2002-09-20,205.598
2002-09-23,197.532
2002-09-24,194.693
2002-09-25,195.307
2002-09-26,201.514
2002-09-27,199.516
2002-09-30,189.447
2002-10-01,191.473
2002-10-02,194.826
2002-10-03,191.191
2002-10-04,187.558
2002-10-07,179.235
2002-10-08,175.283
2002-10-09,175.117
2002-10-10,180.559
2002-10-11,193.324
2002-10-14,191.151
2002-10-15,204.984
2002-10-16,201.145
2002-10-17,201.566
2002-10-18,205.202
2002-10-21,208.87
2002-10-22,205.83
2002-10-23,199.905
2002-10-24,205.819
2002-10-25,205.793
2002-10-28,212.603
2002-10-29,205.482
2002-10-30,212.804
2002-10-31,218.398
2002-11-01,216.732
2002-11-04,225.215
2002-11-05,231.267
2002-11-06,227.204
2002-11-07,223.628
2002-11-08,224.729
2002-11-11,223.472
2002-11-12,230.82
2002-11-13,232.797
2002-11-14,237.374
2002-11-15,235.215
2002-11-18,240.665
2002-11-19,236.191
2002-11-20,236.596
2002-11-21,246.892
2002-11-22,249.487
2002-11-25,244.976
2002-11-26,239.481
2002-11-27,247.711
2002-11-28,251.485
2002-11-29,249.446
2002-12-02,247.632
2002-12-03,242.237
2002-12-04,241.535
2002-12-05,240.655
2002-12-06,241.763
2002-12-09,238.202
2002-12-10,237.99
2002-12-11,238.334
2002-12-12,234.941
2002-12-13,236.291
2002-12-16,236.426
2002-12-17,232.426
2002-12-18,226.846
2002-12-19,226.93
2002-12-20,228.256
2002-12-23,226.266
2002-12-24,227.408
2002-12-25,227.408
2002-12-26,227.851
2002-12-27,222.891
2002-12-30,224.412
2002-12-31,225.625
2003-01-01,225.625
2003-01-02,233.519
2003-01-03,237.245
2003-01-06,238.571
2003-01-07,239.795
2003-01-08,232.171
2003-01-09,234.71
2003-01-10,237.578
2003-01-13,239.637
2003-01-14,243.596
2003-01-15,241.521
2003-01-16,240.945
2003-01-17,236.928
2003-01-20,240.388
2003-01-21,236.837
2003-01-22,232.851
2003-01-23,233.2
2003-01-24,233.486
2003-01-27,225.565
2003-01-28,221.808
2003-01-29,220.85
2003-01-30,224.065
2003-01-31,221.242
2003-02-03,223.222
2003-02-04,217.488
2003-02-05,221.586
2003-02-06,221.867
2003-02-07,219.275
2003-02-10,213.092
2003-02-11,217.884
2003-02-12,220.044
2003-02-13,223.027
2003-02-14,224.706
2003-02-17,229.672
2003-02-18,229.961
2003-02-19,229.978
2003-02-20,227.171
2003-02-21,225.716
2003-02-24,223.321
2003-02-25,217.972
2003-02-26,217.893
2003-02-27,218.526
2003-02-28,220.303
2003-03-03,221.434
2003-03-04,219.556
2003-03-05,219.485
2003-03-06,218.019
2003-03-07,216.304
2003-03-10,213.509
2003-03-11,209.557
2003-03-12,205.98
2003-03-13,211.315
2003-03-14,217.159
2003-03-17,223.392
2003-03-18,222.105
2003-03-19,223.938
2003-03-20,225.98
2003-03-21,228.488
2003-03-24,223.971
2003-03-25,223.835
2003-03-26,222.881
2003-03-27,220.461
2003-03-28,220.599
2003-03-31,215.361
2003-04-01,216.435
2003-04-02,222.182
2003-04-03,222.74
2003-04-04,223.226
2003-04-07,230.753
2003-04-08,229.057
2003-04-09,229.116
2003-04-10,228.495
2003-04-11,228.551
2003-04-14,229.199
2003-04-15,233.509
2003-04-16,235.165
2003-04-17,236.85
2003-04-18,236.85
2003-04-21,236.126
2003-04-22,239.365
2003-04-23,242.506
2003-04-24,244.512
2003-04-25,242.665
2003-04-28,248.623
2003-04-29,256.411
2003-04-30,259.557
2003-05-01,262.122
2003-05-02,261.303
2003-05-05,265.086
2003-05-06,268.142
2003-05-07,263.391
2003-05-08,258.883
2003-05-09,262.525
2003-05-12,264.725
2003-05-13,267.847
2003-05-14,264.974
2003-05-15,264.375
2003-05-16,265.665
2003-05-19,262.492
2003-05-20,259.393
2003-05-21,257.963
2003-05-22,259.844
2003-05-23,262.661
2003-05-26,261.984
2003-05-27,265.368
2003-05-28,269.62
2003-05-29,270.898
2003-05-30,272.171
2003-06-02,273.174
2003-06-03,269.849
2003-06-04,271.838
2003-06-05,276.103
2003-06-06,277.534
2003-06-09,278.498
2003-06-10,276.505
2003-06-11,282.434
2003-06-12,286.071
2003-06-13,281.921
2003-06-16,286.288
2003-06-17,289.778
2003-06-18,287.551
2003-06-19,284.556
2003-06-20,282.838
2003-06-23,276.509
2003-06-24,271.054
2003-06-25,273.502
2003-06-26,271.083
2003-06-27,274.795
2003-06-30,274.603
2003-07-01,272.117
2003-07-02,274.641
2003-07-03,279.022
2003-07-04,278.376
2003-07-07,280.835
2003-07-08,282.101
2003-07-09,280.927
2003-07-10,278.09
2003-07-11,277.849
2003-07-14,282.789
2003-07-15,283.302
2003-07-16,280.204
2003-07-17,275.561
2003-07-18,280.132
2003-07-21,282.503
2003-07-22,281.563
2003-07-23,284.663
2003-07-24,290.027
2003-07-25,290.225
2003-07-28,294.943
2003-07-29,293.04
2003-07-30,291.826
2003-07-31,289.689
2003-08-01,289.545
2003-08-04,291.953
2003-08-05,294.027
2003-08-06,288.754
2003-08-07,287.892
2003-08-08,287.331
2003-08-11,285.857
2003-08-12,290.626
2003-08-13,295.069
2003-08-14,295.726
2003-08-15,293.592
2003-08-18,295.247
2003-08-19,296.881
2003-08-20,299.381
2003-08-21,299.835
2003-08-22,295.617
2003-08-25,292.52
2003-08-26,287.438
2003-08-27,291.084
2003-08-28,292.496
2003-08-29,295.078
2003-09-01,301.02
2003-09-02,299.489
2003-09-03,305.728
2003-09-04,307.471
2003-09-05,311.771
2003-09-08,314.037
2003-09-09,312.977
2003-09-10,309.087
2003-09-11,311.373
2003-09-12,314.826
2003-09-15,313.913
2003-09-16,315.414
2003-09-17,317.816
2003-09-18,318.922
2003-09-19,317.24
2003-09-22,313.62
2003-09-23,315.093
2003-09-24,314.217
2003-09-25,312.408
2003-09-26,312.088
2003-09-29,311.626
2003-09-30,307.046
2003-10-01,310.428
2003-10-02,311.686
2003-10-03,319.844
2003-10-06,323.348
2003-10-07,326.12
2003-10-08,328.49
2003-10-09,329.534
2003-10-10,328.349
2003-10-13,330.488
2003-10-14,335.053
2003-10-15,336.795
2003-10-16,333.74
2003-10-17,331.853
2003-10-20,331.253
2003-10-21,330.226
2003-10-22,326.126
2003-10-23,327.602
2003-10-24,330.633
2003-10-27,333.628
2003-10-28,335.236
2003-10-29,337.492
2003-10-30,337.117
2003-10-31,332.832
2003-11-03,331.304
2003-11-04,332.411
2003-11-05,328.27
2003-11-06,330.48
2003-11-07,336.8
2003-11-10,335.234
2003-11-11,332.455
2003-11-12,338.799
2003-11-13,344.645
2003-11-14,349.806
2003-11-17,342.697
2003-11-18,344.243
2003-11-19,340.935
2003-11-20,338.714
2003-11-21,339.543
2003-11-24,340.603
2003-11-25,341.041
2003-11-26,341.424
2003-11-27,344.916
2003-11-28,345.026
2003-12-01,349.285
2003-12-02,353.934
2003-12-03,356.709
2003-12-04,358.205
2003-12-05,359.203
2003-12-08,358.862
2003-12-09,358.715
2003-12-10,357.181
2003-12-11,353.917
2003-12-12,358.989
2003-12-15,360.779
2003-12-16,356.212
2003-12-17,353.488
2003-12-18,355.233
2003-12-19,355.94
2003-12-22,358.098
2003-12-23,363.344
2003-12-24,363.668
2003-12-25,363.668
2003-12-26,363.243
2003-12-29,371.206
2003-12-30,371.967
2003-12-31,374.244
2004-01-01,374.244
2004-01-02,378.91
2004-01-05,380.524
2004-01-06,380.726
2004-01-07,375.858
2004-01-08,383.044
2004-01-09,389.424
2004-01-12,389.512
2004-01-13,390.121
2004-01-14,387.901
2004-01-15,387.407
2004-01-16,385.713
2004-01-19,388.081
2004-01-20,390.072
2004-01-21,391.194
2004-01-22,397.816
2004-01-23,396.444
2004-01-26,393.057
2004-01-27,395.344
2004-01-28,393.097
2004-01-29,380.88
2004-01-30,386.549
2004-02-02,385.87
2004-02-03,389.325
2004-02-04,387.07
2004-02-05,391.915
2004-02-06,409.873
2004-02-09,412.001
2004-02-10,416.056
2004-02-11,416.758
2004-02-12,418.144
2004-02-13,414.328
2004-02-16,416.09
2004-02-17,419.286
2004-02-18,421.68
2004-02-19,419.775
2004-02-20,412.47
2004-02-23,413.708
2004-02-24,409.08
2004-02-25,405.5
2004-02-26,404.66
2004-02-27,404.809
2004-03-01,408.828
2004-03-02,408.373
2004-03-03,407.2
2004-03-04,407.859
2004-03-05,418.198
2004-03-08,417.893
2004-03-09,412.369
2004-03-10,404.262
2004-03-11,391.269
2004-03-12,389.898
2004-03-15,387.764
2004-03-16,392.315
2004-03-17,393.535
2004-03-18,391.042
2004-03-19,391.573
2004-03-22,382.649
2004-03-23,385.142
2004-03-24,378.739
2004-03-25,384.943
2004-03-26,383.845
2004-03-29,392.43
2004-03-30,392.058
2004-03-31,397.417
2004-04-01,411.591
2004-04-02,409.344
2004-04-05,410.962
2004-04-06,410.558
2004-04-07,417.617
2004-04-08,416.904
2004-04-09,416.904
2004-04-12,414.782
2004-04-13,410.338
2004-04-14,405.585
2004-04-15,403.466
2004-04-16,408.189
2004-04-19,409.75
2004-04-20,413.212
2004-04-21,407.591
2004-04-22,414.964
2004-04-23,410.053
2004-04-26,409.415
2004-04-27,410.088
2004-04-28,401.448
2004-04-29,401.757
2004-04-30,398.471
2004-05-03,400.611
2004-05-04,404.131
2004-05-05,412.58
2004-05-06,400.411
2004-05-07,394.826
2004-05-10,374.564
2004-05-11,379.889
2004-05-12,376.409
2004-05-13,384.609
2004-05-14,382.196
2004-05-17,380.051
2004-05-18,383.024
2004-05-19,395.259
2004-05-20,392.338
2004-05-21,393.876
2004-05-24,393.281
2004-05-25,392.74
2004-05-26,396.43
2004-05-27,406.498
2004-05-28,405.291
2004-05-31,405.291
2004-06-01,401.703
2004-06-02,405.063
2004-06-03,405.211
2004-06-04,411.037
2004-06-07,419.185
2004-06-08,418.381
2004-06-09,408.456
2004-06-10,406.38
2004-06-11,404.174
2004-06-14,401.015
2004-06-15,403.456
2004-06-16,403.378
2004-06-17,403.056
2004-06-18,404.515
2004-06-21,403.64
2004-06-22,400.706
2004-06-23,407.621
2004-06-24,416.691
2004-06-25,415.661
2004-06-28,419.472
2004-06-29,417.226
2004-06-30,416.924
2004-07-01,417.066
2004-07-02,418.892
2004-07-05,415.354
2004-07-06,411.359
2004-07-07,415.275
2004-07-08,415.714
2004-07-09,411.864
2004-07-12,406.438
2004-07-13,407.782
2004-07-14,413.562
2004-07-15,406.479
2004-07-16,410.743
2004-07-19,405.827
2004-07-20,404.266
2004-07-21,410.557
2004-07-22,402.135
2004-07-23,395.752
2004-07-26,393.272
2004-07-27,396.312
2004-07-28,393.915
2004-07-29,398.937
2004-07-30,398.731
2004-08-02,397.122
2004-08-03,398.909
2004-08-04,395.9
2004-08-05,398.885
2004-08-06,396.753
2004-08-09,392.124
2004-08-10,398.533
2004-08-11,387.941
2004-08-12,385.728
2004-08-13,387.725
2004-08-16,391.225
2004-08-17,393.484
2004-08-18,396.162
2004-08-19,399.602
2004-08-20,398.173
2004-08-23,403.302
2004-08-24,400.175
2004-08-25,402.344
2004-08-26,406.241
2004-08-27,405.205
2004-08-30,405.186
2004-08-31,405.597
2004-09-01,411.394
2004-09-02,411.381
2004-09-03,408.571
2004-09-06,408.906
2004-09-07,408.498
2004-09-08,409.927
2004-09-09,409.119
2004-09-10,417.259
2004-09-13,424.181
2004-09-14,424.202
2004-09-15,418.684
2004-09-16,418.848
2004-09-17,421.418
2004-09-20,421.594
2004-09-21,426.867
2004-09-22,427.035
2004-09-23,428.324
2004-09-24,426.081
2004-09-27,424.429
2004-09-28,425.372
2004-09-29,436.224
2004-09-30,437.779
2004-10-01,445.128
2004-10-04,444.506
2004-10-05,447.187
2004-10-06,445.651
2004-10-07,445.352
2004-10-08,447.826
2004-10-11,447.21
2004-10-12,440.047
2004-10-13,443.211
2004-10-14,442.915
2004-10-15,443.885
2004-10-18,445.175
2004-10-19,451.117
2004-10-20,448.711
2004-10-21,445.653
2004-10-22,441.2
2004-10-25,436.961
2004-10-26,441.498
2004-10-27,446.86
2004-10-28,446.823
2004-10-29,445.088
2004-11-01,451.761
2004-11-02,456.524
2004-11-03,461.975
2004-11-04,461.475
2004-11-05,464.709
2004-11-08,467.742
2004-11-09,465.242
2004-11-10,470.36
2004-11-11,474.735
2004-11-12,483.592
2004-11-15,485.074
2004-11-16,484.011
2004-11-17,490.528
2004-11-18,489.358
2004-11-19,490.188
2004-11-22,486.179
2004-11-23,489.647
2004-11-24,494.518
2004-11-25,501.099
2004-11-26,501.981
2004-11-29,505.308
2004-11-30,502.114
2004-12-01,507.065
2004-12-02,505.868
2004-12-03,508.755
2004-12-06,509.327
2004-12-07,513.308
2004-12-08,498.868
2004-12-09,492.509
2004-12-10,494.334
2004-12-13,500.524
2004-12-14,499.285
2004-12-15,502.645
2004-12-16,499.058
2004-12-17,492.872
2004-12-20,503.814
2004-12-21,503.133
2004-12-22,505.668
2004-12-23,508.515
2004-12-24,511.542
2004-12-27,514.71
2004-12-28,514.371
2004-12-29,515.064
2004-12-30,515.12
2004-12-31,512.693
2005-01-03,513.425
2005-01-04,508.105
2005-01-05,503.102
2005-01-06,497.514
2005-01-07,495.16
2005-01-10,503.279
2005-01-11,501.589
2005-01-12,495.227
2005-01-13,494.989
2005-01-14,494.493
2005-01-17,498.257
2005-01-18,495.571
2005-01-19,496.777
2005-01-20,487.75
2005-01-21,488.501
2005-01-24,484.388
2005-01-25,485.789
2005-01-26,490.398
2005-01-27,490.446
2005-01-28,484.079
2005-01-31,489.093
2005-02-01,494.282
2005-02-02,497.787
2005-02-03,492.209
2005-02-04,495.251
2005-02-07,497.343
2005-02-08,493.277
2005-02-09,499.774
2005-02-10,492.232
2005-02-11,497.834
2005-02-14,502.628
2005-02-15,506.933
2005-02-16,503.417
2005-02-17,506.423
2005-02-18,501.56
2005-02-21,502.525
2005-02-22,508.439
2005-02-23,507.567
2005-02-24,511.229
2005-02-25,517.208
2005-02-28,522.476
2005-03-01,520.291
2005-03-02,519.334
2005-03-03,521.494
2005-03-04,532.073
2005-03-07,527.991
2005-03-08,530.61
2005-03-09,530.602
2005-03-10,525.283
2005-03-11,530.912
2005-03-14,527.454
2005-03-15,528.125
2005-03-16,524.279
2005-03-17,522.373
2005-03-18,516.626
2005-03-21,509.499
2005-03-22,514.739
2005-03-23,509.019
2005-03-24,509.157
2005-03-25,509.157
2005-03-28,505.655
2005-03-29,505.055
2005-03-30,505.015
2005-03-31,505.798
2005-04-01,509.204
2005-04-04,501.486
2005-04-05,507.019
2005-04-06,511.977
2005-04-07,514.803
2005-04-08,514.127
2005-04-11,521.626
2005-04-12,516.821
2005-04-13,521.105
2005-04-14,518.081
2005-04-15,513.471
2005-04-18,507.819
2005-04-19,510.208
2005-04-20,512.742
2005-04-21,516.141
2005-04-22,524.058
2005-04-25,520.853
2005-04-26,516.321
2005-04-27,504.139
2005-04-28,496.159
2005-04-29,494.937
2005-05-02,496.098
2005-05-03,498.25
2005-05-04,502.028
2005-05-05,501.784
2005-05-06,504.612
2005-05-09,505.016
2005-05-10,502.961
2005-05-11,498.381
2005-05-12,500.264
2005-05-13,501.312
2005-05-16,499.459
2005-05-17,502.446
2005-05-18,507.6
2005-05-19,508.915
2005-05-20,507.105
2005-05-23,509.306
2005-05-24,510.198
2005-05-25,509.864
2005-05-26,510.761
2005-05-27,512.275
2005-05-30,512.093
2005-05-31,508.246
2005-06-01,505.969
2005-06-02,504.151
2005-06-03,502.639
2005-06-06,503.041
2005-06-07,506.857
2005-06-08,508.784
2005-06-09,501.359
2005-06-10,500.487
2005-06-13,494.729
2005-06-14,500.278
2005-06-15,500.749
2005-06-16,503.42
2005-06-17,513.135
2005-06-20,509.346
2005-06-21,512.783
2005-06-22,510.857
2005-06-23,509.221
2005-06-24,509.69
2005-06-27,501.795
2005-06-28,500.467
2005-06-29,501.323
2005-06-30,502.929
2005-07-01,500.077
2005-07-04,500.214
2005-07-05,502.891
2005-07-06,506.0
2005-07-07,497.89
2005-07-08,503.115
2005-07-11,515.575
2005-07-12,523.082
2005-07-13,525.533
2005-07-14,525.193
2005-07-15,521.579
2005-07-18,523.138
2005-07-19,521.028
2005-07-20,516.433
2005-07-21,526.327
2005-07-22,526.74
2005-07-25,524.669
2005-07-26,521.746
2005-07-27,526.954
2005-07-28,531.321
2005-07-29,532.502
2005-08-01,535.859
2005-08-02,543.018
2005-08-03,546.417
2005-08-04,548.494
2005-08-05,545.003
2005-08-08,546.871
2005-08-09,547.252
2005-08-10,556.263
2005-08-11,558.332
2005-08-12,555.987
2005-08-15,553.722
2005-08-16,549.911
2005-08-17,545.778
2005-08-18,539.852
2005-08-19,539.42
2005-08-22,544.044
2005-08-23,539.217
2005-08-24,535.456
2005-08-25,530.412
2005-08-26,530.086
2005-08-29,530.308
2005-08-30,525.281
2005-08-31,536.615
2005-09-01,546.612
2005-09-02,553.211
2005-09-05,552.862
2005-09-06,553.802
2005-09-07,554.572
2005-09-08,549.824
2005-09-09,556.616
2005-09-12,552.718
2005-09-13,549.361
2005-09-14,552.672
2005-09-15,546.825
2005-09-16,548.3
2005-09-19,546.389
2005-09-20,548.371
2005-09-21,545.434
2005-09-22,543.294
2005-09-23,539.311
2005-09-26,545.083
2005-09-27,544.132
2005-09-28,549.904
2005-09-29,553.294
2005-09-30,559.637
2005-10-03,557.954
2005-10-04,558.139
2005-10-05,554.797
2005-10-06,555.144
2005-10-07,552.4
2005-10-10,551.333
2005-10-11,550.262
2005-10-12,545.371
2005-10-13,531.094
2005-10-14,535.66
2005-10-17,531.34
2005-10-18,526.03
2005-10-19,518.735
2005-10-20,519.003
2005-10-21,515.416
2005-10-24,517.48
2005-10-25,530.251
2005-10-26,530.589
2005-10-27,527.211
2005-10-28,524.047
2005-10-31,530.178
2005-11-01,529.689
2005-11-02,532.759
2005-11-03,537.834
2005-11-04,529.79
2005-11-07,529.709
2005-11-08,530.197
