Date,PORTUGAL IMI GROWTH IMI (Large+Mid+Small Cap)
2001-05-16,416.139
2001-05-17,413.719
2001-05-18,410.472
2001-05-21,397.516
2001-05-22,383.373
2001-05-23,377.085
2001-05-24,376.454
2001-05-25,384.01
2001-05-28,389.36
2001-05-29,380.935
2001-05-30,377.304
2001-05-31,366.932
2001-06-01,369.016
2001-06-04,368.779
2001-06-05,367.181
2001-06-06,365.694
2001-06-07,364.852
2001-06-08,359.606
2001-06-11,351.569
2001-06-12,350.615
2001-06-13,356.885
2001-06-14,359.944
2001-06-15,352.92
2001-06-18,343.535
2001-06-19,338.047
2001-06-20,331.82
2001-06-21,334.172
2001-06-22,335.319
2001-06-25,340.301
2001-06-26,333.524
2001-06-27,327.146
2001-06-28,325.495
2001-06-29,324.964
2001-07-02,322.302
2001-07-03,325.086
2001-07-04,323.07
2001-07-05,319.327
2001-07-06,315.261
2001-07-09,315.681
2001-07-10,318.482
2001-07-11,318.543
2001-07-12,317.635
2001-07-13,318.673
2001-07-16,317.463
2001-07-17,312.55
2001-07-18,317.662
2001-07-19,318.35
2001-07-20,316.402
2001-07-23,316.01
2001-07-24,319.213
2001-07-25,316.946
2001-07-26,318.274
2001-07-27,321.211
2001-07-30,320.677
2001-07-31,322.345
2001-08-01,322.247
2001-08-02,314.62
2001-08-03,308.899
2001-08-06,303.768
2001-08-07,300.6
2001-08-08,298.956
2001-08-09,301.425
2001-08-10,306.727
2001-08-13,312.719
2001-08-14,313.912
2001-08-15,318.705
2001-08-16,314.354
2001-08-17,311.411
2001-08-20,308.713
2001-08-21,310.906
2001-08-22,313.271
2001-08-23,308.606
2001-08-24,310.383
2001-08-27,311.024
2001-08-28,308.032
2001-08-29,307.435
2001-08-30,306.269
2001-08-31,304.083
2001-09-03,299.12
2001-09-04,291.695
2001-09-05,291.665
2001-09-06,289.675
2001-09-07,286.203
2001-09-10,279.159
2001-09-11,273.119
2001-09-12,267.163
2001-09-13,268.406
2001-09-14,263.026
2001-09-17,258.696
2001-09-18,262.962
2001-09-19,267.894
2001-09-20,263.378
2001-09-21,261.266
2001-09-24,267.705
2001-09-25,276.981
2001-09-26,277.706
2001-09-27,275.463
2001-09-28,269.913
2001-10-01,273.234
2001-10-02,274.749
2001-10-03,275.428
2001-10-04,277.082
2001-10-05,278.766
2001-10-08,281.312
2001-10-09,283.949
2001-10-10,286.243
2001-10-11,283.185
2001-10-12,283.968
2001-10-15,282.419
2001-10-16,285.217
2001-10-17,285.957
2001-10-18,287.09
2001-10-19,286.577
2001-10-22,292.723
2001-10-23,295.101
2001-10-24,295.67
2001-10-25,292.263
2001-10-26,293.188
2001-10-29,295.304
2001-10-30,294.012
2001-10-31,296.155
2001-11-01,298.045
2001-11-02,296.732
2001-11-05,300.143
2001-11-06,303.93
2001-11-07,310.427
2001-11-08,306.742
2001-11-09,303.882
2001-11-12,304.046
2001-11-13,304.479
2001-11-14,306.676
2001-11-15,302.963
2001-11-16,301.842
2001-11-19,303.889
2001-11-20,304.029
2001-11-21,297.851
2001-11-22,298.466
2001-11-23,298.891
2001-11-26,304.659
2001-11-27,306.801
2001-11-28,302.284
2001-11-29,299.491
2001-11-30,300.789
2001-12-03,293.909
2001-12-04,297.974
2001-12-05,302.466
2001-12-06,307.187
2001-12-07,305.981
2001-12-10,302.108
2001-12-11,306.047
2001-12-12,309.206
2001-12-13,306.962
2001-12-14,306.33
2001-12-17,304.077
2001-12-18,303.103
2001-12-19,300.019
2001-12-20,298.777
2001-12-21,297.118
2001-12-24,294.153
2001-12-25,294.153
2001-12-26,294.404
2001-12-27,300.69
2001-12-28,300.744
2001-12-31,303.677
2002-01-01,303.677
2002-01-02,308.149
2002-01-03,314.425
2002-01-04,314.177
2002-01-07,309.261
2002-01-08,304.896
2002-01-09,300.2
2002-01-10,298.97
2002-01-11,298.073
2002-01-14,296.714
2002-01-15,296.698
2002-01-16,294.416
2002-01-17,299.26
2002-01-18,301.179
2002-01-21,299.524
2002-01-22,299.128
2002-01-23,294.059
2002-01-24,291.37
2002-01-25,287.164
2002-01-28,291.833
2002-01-29,287.054
2002-01-30,282.49
2002-01-31,281.037
2002-02-01,281.971
2002-02-04,279.578
2002-02-05,278.467
2002-02-06,281.471
2002-02-07,277.012
2002-02-08,276.754
2002-02-11,278.121
2002-02-12,277.725
2002-02-13,272.329
2002-02-14,272.779
2002-02-15,270.574
2002-02-18,269.744
2002-02-19,263.209
2002-02-20,260.958
2002-02-21,258.758
2002-02-22,261.435
2002-02-25,258.634
2002-02-26,264.659
2002-02-27,268.455
2002-02-28,272.398
2002-03-01,273.762
2002-03-04,279.973
2002-03-05,281.914
2002-03-06,283.371
2002-03-07,289.039
2002-03-08,291.803
2002-03-11,293.358
2002-03-12,290.108
2002-03-13,288.424
2002-03-14,291.145
2002-03-15,293.394
2002-03-18,294.044
2002-03-19,294.932
2002-03-20,289.329
2002-03-21,284.799
2002-03-22,288.372
2002-03-25,284.015
2002-03-26,282.988
2002-03-27,282.688
2002-03-28,282.951
2002-03-29,282.951
2002-04-01,285.27
2002-04-02,281.066
2002-04-03,278.533
2002-04-04,279.739
2002-04-05,278.276
2002-04-08,276.32
2002-04-09,281.465
2002-04-10,281.74
2002-04-11,281.475
2002-04-12,279.533
2002-04-15,280.802
2002-04-16,284.945
2002-04-17,288.811
2002-04-18,289.772
2002-04-19,292.037
2002-04-22,290.903
2002-04-23,289.957
2002-04-24,288.353
2002-04-25,290.487
2002-04-26,286.637
2002-04-29,288.615
2002-04-30,285.066
2002-05-01,286.68
2002-05-02,272.815
2002-05-03,277.52
2002-05-06,275.908
2002-05-07,271.735
2002-05-08,278.266
2002-05-09,276.264
2002-05-10,273.424
2002-05-13,271.626
2002-05-14,270.835
2002-05-15,273.798
2002-05-16,276.674
2002-05-17,280.446
2002-05-20,280.16
2002-05-21,280.638
2002-05-22,283.465
2002-05-23,282.33
2002-05-24,283.863
2002-05-27,281.806
2002-05-28,286.902
2002-05-29,288.297
2002-05-30,290.022
2002-05-31,285.43
2002-06-03,288.328
2002-06-04,284.48
2002-06-05,283.536
2002-06-06,279.227
2002-06-07,273.082
2002-06-10,272.837
2002-06-11,274.047
2002-06-12,270.241
2002-06-13,265.534
2002-06-14,260.813
2002-06-17,266.353
2002-06-18,269.717
2002-06-19,274.356
2002-06-20,276.07
2002-06-21,277.294
2002-06-24,280.211
2002-06-25,280.832
2002-06-26,279.935
2002-06-27,283.318
2002-06-28,285.986
2002-07-01,279.332
2002-07-02,273.198
2002-07-03,263.179
2002-07-04,266.095
2002-07-05,272.471
2002-07-08,277.655
2002-07-09,280.002
2002-07-10,277.92
2002-07-11,275.004
2002-07-12,274.907
2002-07-15,274.954
2002-07-16,277.132
2002-07-17,279.815
2002-07-18,278.628
2002-07-19,271.699
2002-07-22,267.093
2002-07-23,262.248
2002-07-24,256.516
2002-07-25,262.669
2002-07-26,258.833
2002-07-29,260.737
2002-07-30,257.924
2002-07-31,257.023
2002-08-01,257.667
2002-08-02,253.772
2002-08-05,251.011
2002-08-06,244.334
2002-08-07,238.922
2002-08-08,246.086
2002-08-09,252.808
2002-08-12,252.137
2002-08-13,252.696
2002-08-14,252.692
2002-08-15,250.81
2002-08-16,250.582
2002-08-19,249.345
2002-08-20,250.548
2002-08-21,255.794
2002-08-22,263.63
2002-08-23,264.134
2002-08-26,261.461
2002-08-27,268.315
2002-08-28,266.107
2002-08-29,265.873
2002-08-30,266.371
2002-09-02,259.435
2002-09-03,262.184
2002-09-04,257.868
2002-09-05,258.075
2002-09-06,258.18
2002-09-09,256.769
2002-09-10,257.196
2002-09-11,258.017
2002-09-12,255.918
2002-09-13,251.494
2002-09-16,248.064
2002-09-17,241.635
2002-09-18,233.372
2002-09-19,233.864
2002-09-20,236.189
2002-09-23,230.991
2002-09-24,223.086
2002-09-25,224.911
2002-09-26,227.584
2002-09-27,222.44
2002-09-30,212.065
2002-10-01,212.727
2002-10-02,218.551
2002-10-03,220.044
2002-10-04,222.711
2002-10-07,222.293
2002-10-08,222.008
2002-10-09,226.116
2002-10-10,226.385
2002-10-11,235.066
2002-10-14,230.138
2002-10-15,235.197
2002-10-16,234.091
2002-10-17,233.397
2002-10-18,230.652
2002-10-21,227.807
2002-10-22,230.158
2002-10-23,227.366
2002-10-24,231.121
2002-10-25,233.44
2002-10-28,241.947
2002-10-29,234.488
2002-10-30,242.706
2002-10-31,249.898
2002-11-01,251.45
2002-11-04,254.139
2002-11-05,251.855
2002-11-06,251.701
2002-11-07,254.154
2002-11-08,257.181
2002-11-11,257.948
2002-11-12,256.821
2002-11-13,256.128
2002-11-14,262.169
2002-11-15,265.909
2002-11-18,270.567
2002-11-19,273.694
2002-11-20,270.725
2002-11-21,275.17
2002-11-22,275.797
2002-11-25,273.495
2002-11-26,264.51
2002-11-27,268.394
2002-11-28,274.562
2002-11-29,277.884
2002-12-02,281.38
2002-12-03,280.249
2002-12-04,280.357
2002-12-05,280.79
2002-12-06,283.644
2002-12-09,276.253
2002-12-10,278.777
2002-12-11,276.221
2002-12-12,276.674
2002-12-13,277.05
2002-12-16,277.035
2002-12-17,280.812
2002-12-18,282.053
2002-12-19,277.778
2002-12-20,278.239
2002-12-23,276.853
2002-12-24,277.999
2002-12-25,277.999
2002-12-26,278.7
2002-12-27,280.782
2002-12-30,282.637
2002-12-31,283.982
2003-01-01,283.982
2003-01-02,285.858
2003-01-03,286.674
2003-01-06,286.665
2003-01-07,293.214
2003-01-08,292.511
2003-01-09,296.744
2003-01-10,300.771
2003-01-13,305.05
2003-01-14,309.579
2003-01-15,309.331
2003-01-16,308.359
2003-01-17,308.357
2003-01-20,306.18
2003-01-21,303.497
2003-01-22,305.476
2003-01-23,308.064
2003-01-24,308.863
2003-01-27,306.081
2003-01-28,301.943
2003-01-29,296.418
2003-01-30,292.389
2003-01-31,292.565
2003-02-03,294.789
2003-02-04,295.555
2003-02-05,295.597
2003-02-06,296.64
2003-02-07,295.349
2003-02-10,291.843
2003-02-11,291.965
2003-02-12,290.417
2003-02-13,290.222
2003-02-14,293.095
2003-02-17,292.157
2003-02-18,291.449
2003-02-19,286.598
2003-02-20,287.442
2003-02-21,282.928
2003-02-24,278.102
2003-02-25,271.195
2003-02-26,275.39
2003-02-27,274.452
2003-02-28,281.092
2003-03-03,281.464
2003-03-04,283.367
2003-03-05,286.178
2003-03-06,285.787
2003-03-07,288.234
2003-03-10,288.819
2003-03-11,288.336
2003-03-12,285.51
2003-03-13,283.847
2003-03-14,282.562
2003-03-17,281.745
2003-03-18,284.449
2003-03-19,284.689
2003-03-20,284.289
2003-03-21,285.769
2003-03-24,287.119
2003-03-25,287.923
2003-03-26,289.264
2003-03-27,291.842
2003-03-28,291.53
2003-03-31,290.967
2003-04-01,291.795
2003-04-02,289.78
2003-04-03,293.2
2003-04-04,296.537
2003-04-07,303.1
2003-04-08,301.261
2003-04-09,301.332
2003-04-10,302.019
2003-04-11,297.16
2003-04-14,290.556
2003-04-15,298.251
2003-04-16,297.401
2003-04-17,298.064
2003-04-18,298.064
2003-04-21,296.779
2003-04-22,300.296
2003-04-23,304.173
2003-04-24,303.713
2003-04-25,303.675
2003-04-28,304.996
2003-04-29,304.781
2003-04-30,310.158
2003-05-01,313.007
2003-05-02,311.333
2003-05-05,316.205
2003-05-06,319.198
2003-05-07,322.121
2003-05-08,320.133
2003-05-09,319.334
2003-05-12,320.084
2003-05-13,317.971
2003-05-14,321.585
2003-05-15,320.004
2003-05-16,320.757
2003-05-19,322.993
2003-05-20,324.358
2003-05-21,323.597
2003-05-22,324.066
2003-05-23,326.952
2003-05-26,329.468
2003-05-27,330.634
2003-05-28,331.439
2003-05-29,331.884
2003-05-30,331.14
2003-06-02,329.926
2003-06-03,326.121
2003-06-04,327.526
2003-06-05,337.562
2003-06-06,338.605
2003-06-09,338.836
2003-06-10,337.261
2003-06-11,334.262
2003-06-12,323.982
2003-06-13,328.822
2003-06-16,335.148
2003-06-17,335.987
2003-06-18,327.315
2003-06-19,323.085
2003-06-20,326.364
2003-06-23,324.943
2003-06-24,318.604
2003-06-25,319.106
2003-06-26,317.438
2003-06-27,315.38
2003-06-30,317.325
2003-07-01,320.174
2003-07-02,319.365
2003-07-03,314.387
2003-07-04,312.814
2003-07-07,315.254
2003-07-08,310.213
2003-07-09,309.511
2003-07-10,310.514
2003-07-11,313.672
2003-07-14,315.19
2003-07-15,312.688
2003-07-16,311.597
2003-07-17,314.389
2003-07-18,311.469
2003-07-21,312.565
2003-07-22,310.47
2003-07-23,307.385
2003-07-24,308.598
2003-07-25,311.431
2003-07-28,306.464
2003-07-29,304.474
2003-07-30,301.402
2003-07-31,296.333
2003-08-01,295.119
2003-08-04,297.236
2003-08-05,296.585
2003-08-06,295.348
2003-08-07,295.811
2003-08-08,293.774
2003-08-11,296.381
2003-08-12,302.492
2003-08-13,304.346
2003-08-14,306.583
2003-08-15,308.856
2003-08-18,310.352
2003-08-19,309.657
2003-08-20,309.767
2003-08-21,309.744
2003-08-22,307.59
2003-08-25,306.07
2003-08-26,309.993
2003-08-27,309.881
2003-08-28,309.922
2003-08-29,313.928
2003-09-01,317.012
2003-09-02,312.175
2003-09-03,307.138
2003-09-04,307.285
2003-09-05,308.232
2003-09-08,307.334
2003-09-09,311.126
2003-09-10,311.582
2003-09-11,315.159
2003-09-12,320.156
2003-09-15,323.132
2003-09-16,319.571
2003-09-17,332.658
2003-09-18,331.635
2003-09-19,334.2
2003-09-22,336.049
2003-09-23,337.957
2003-09-24,337.627
2003-09-25,333.932
2003-09-26,330.581
2003-09-29,338.088
2003-09-30,339.322
2003-10-01,351.215
2003-10-02,350.127
2003-10-03,354.977
2003-10-06,353.044
2003-10-07,356.461
2003-10-08,355.977
2003-10-09,356.712
2003-10-10,363.973
2003-10-13,362.451
2003-10-14,363.745
2003-10-15,360.578
2003-10-16,359.92
2003-10-17,360.292
2003-10-20,358.441
2003-10-21,358.443
2003-10-22,356.793
2003-10-23,354.756
2003-10-24,358.449
2003-10-27,354.484
2003-10-28,357.561
2003-10-29,359.444
2003-10-30,361.489
2003-10-31,363.648
2003-11-03,360.075
2003-11-04,363.863
2003-11-05,362.108
2003-11-06,356.835
2003-11-07,364.374
2003-11-10,373.146
2003-11-11,374.655
2003-11-12,384.039
2003-11-13,390.803
2003-11-14,393.802
2003-11-17,385.119
2003-11-18,388.413
2003-11-19,395.399
2003-11-20,391.714
2003-11-21,391.822
2003-11-24,390.856
2003-11-25,393.675
2003-11-26,398.212
2003-11-27,402.495
2003-11-28,407.505
2003-12-01,412.18
2003-12-02,416.271
2003-12-03,416.997
2003-12-04,412.251
2003-12-05,409.986
2003-12-08,410.366
2003-12-09,407.993
2003-12-10,411.179
2003-12-11,412.46
2003-12-12,413.926
2003-12-15,414.583
2003-12-16,415.743
2003-12-17,418.017
2003-12-18,417.694
2003-12-19,415.044
2003-12-22,420.928
2003-12-23,423.65
2003-12-24,425.915
2003-12-25,425.915
2003-12-26,425.744
2003-12-29,430.875
2003-12-30,433.192
2003-12-31,437.79
2004-01-01,437.79
2004-01-02,442.676
2004-01-05,447.98
2004-01-06,452.289
2004-01-07,446.56
2004-01-08,460.003
2004-01-09,467.074
2004-01-12,464.615
2004-01-13,470.93
2004-01-14,470.646
2004-01-15,470.073
2004-01-16,466.752
2004-01-19,472.526
2004-01-20,475.437
2004-01-21,475.376
2004-01-22,475.407
2004-01-23,478.42
2004-01-26,470.861
2004-01-27,479.228
2004-01-28,480.305
2004-01-29,463.15
2004-01-30,457.22
2004-02-02,463.042
2004-02-03,465.131
2004-02-04,464.173
2004-02-05,469.103
2004-02-06,480.041
2004-02-09,478.703
2004-02-10,480.214
2004-02-11,489.385
2004-02-12,498.122
2004-02-13,495.185
2004-02-16,493.426
2004-02-17,503.213
2004-02-18,512.433
2004-02-19,498.358
2004-02-20,488.417
2004-02-23,497.717
2004-02-24,506.917
2004-02-25,504.774
2004-02-26,495.603
2004-02-27,496.51
2004-03-01,499.788
2004-03-02,500.532
2004-03-03,499.415
2004-03-04,502.143
2004-03-05,504.228
2004-03-08,508.775
2004-03-09,508.35
2004-03-10,495.438
2004-03-11,482.859
2004-03-12,478.988
2004-03-15,481.63
2004-03-16,492.276
2004-03-17,494.348
2004-03-18,494.605
2004-03-19,494.682
2004-03-22,486.13
2004-03-23,481.287
2004-03-24,478.935
2004-03-25,479.997
2004-03-26,471.16
2004-03-29,474.936
2004-03-30,471.266
2004-03-31,484.379
2004-04-01,484.717
2004-04-02,477.82
2004-04-05,471.295
2004-04-06,471.625
2004-04-07,481.7
2004-04-08,481.039
2004-04-09,481.039
2004-04-12,479.688
2004-04-13,473.464
2004-04-14,473.641
2004-04-15,477.82
2004-04-16,478.529
2004-04-19,481.791
2004-04-20,480.944
2004-04-21,474.086
2004-04-22,474.629
2004-04-23,476.647
2004-04-26,476.573
2004-04-27,479.323
2004-04-28,480.175
2004-04-29,483.927
2004-04-30,483.744
2004-05-03,487.078
2004-05-04,494.332
2004-05-05,496.397
2004-05-06,493.19
2004-05-07,478.197
2004-05-10,463.403
2004-05-11,460.408
2004-05-12,458.201
2004-05-13,453.809
2004-05-14,448.017
2004-05-17,445.149
2004-05-18,452.944
2004-05-19,462.218
2004-05-20,458.083
2004-05-21,459.056
2004-05-24,455.092
2004-05-25,458.913
2004-05-26,461.774
2004-05-27,473.335
2004-05-28,463.691
2004-05-31,464.874
2004-06-01,460.348
2004-06-02,464.797
2004-06-03,465.035
2004-06-04,467.315
2004-06-07,478.697
2004-06-08,477.815
2004-06-09,469.366
2004-06-10,472.353
2004-06-11,470.494
2004-06-14,469.822
2004-06-15,468.686
2004-06-16,472.375
2004-06-17,471.759
2004-06-18,473.498
2004-06-21,473.244
2004-06-22,473.45
2004-06-23,468.506
2004-06-24,471.045
2004-06-25,471.267
2004-06-28,478.745
2004-06-29,474.568
2004-06-30,477.71
2004-07-01,472.447
2004-07-02,473.23
2004-07-05,468.464
2004-07-06,467.643
2004-07-07,467.132
2004-07-08,476.78
2004-07-09,473.632
2004-07-12,476.996
2004-07-13,476.865
2004-07-14,478.608
2004-07-15,475.78
2004-07-16,476.202
2004-07-19,468.541
2004-07-20,470.529
2004-07-21,466.697
2004-07-22,465.241
2004-07-23,456.715
2004-07-26,451.939
2004-07-27,453.475
2004-07-28,455.629
2004-07-29,457.809
2004-07-30,453.191
2004-08-02,450.777
2004-08-03,446.149
2004-08-04,444.548
2004-08-05,448.956
2004-08-06,451.025
2004-08-09,447.282
2004-08-10,453.854
2004-08-11,446.649
2004-08-12,448.252
2004-08-13,447.669
2004-08-16,450.039
2004-08-17,448.207
2004-08-18,446.286
2004-08-19,449.413
2004-08-20,449.52
2004-08-23,446.357
2004-08-24,444.788
2004-08-25,445.51
2004-08-26,446.764
2004-08-27,447.943
2004-08-30,448.678
2004-08-31,451.544
2004-09-01,452.168
2004-09-02,453.11
2004-09-03,447.949
2004-09-06,452.242
2004-09-07,454.838
2004-09-08,463.279
2004-09-09,462.818
2004-09-10,470.589
2004-09-13,472.781
2004-09-14,476.461
2004-09-15,466.649
2004-09-16,468.385
2004-09-17,467.013
2004-09-20,464.821
2004-09-21,470.753
2004-09-22,467.939
2004-09-23,467.668
2004-09-24,467.889
2004-09-27,470.432
2004-09-28,471.359
2004-09-29,478.477
2004-09-30,479.414
2004-10-01,484.678
2004-10-04,484.856
2004-10-05,487.807
2004-10-06,488.557
2004-10-07,482.897
2004-10-08,489.749
2004-10-11,488.093
2004-10-12,482.821
2004-10-13,487.967
2004-10-14,488.375
2004-10-15,489.439
2004-10-18,487.403
2004-10-19,488.779
2004-10-20,491.578
2004-10-21,492.812
2004-10-22,492.45
2004-10-25,495.745
2004-10-26,494.913
2004-10-27,498.019
2004-10-28,501.245
2004-10-29,499.272
2004-11-01,506.434
2004-11-02,506.917
2004-11-03,510.585
2004-11-04,510.628
2004-11-05,513.197
2004-11-08,516.775
2004-11-09,515.267
2004-11-10,516.967
2004-11-11,515.403
2004-11-12,518.198
2004-11-15,517.431
2004-11-16,514.692
2004-11-17,518.599
2004-11-18,515.411
2004-11-19,521.032
2004-11-22,521.819
2004-11-23,524.294
2004-11-24,528.688
2004-11-25,532.854
2004-11-26,532.494
2004-11-29,532.232
2004-11-30,528.839
2004-12-01,525.174
2004-12-02,525.158
2004-12-03,526.694
2004-12-06,528.567
2004-12-07,530.965
2004-12-08,525.265
2004-12-09,527.246
2004-12-10,531.188
2004-12-13,537.313
2004-12-14,539.048
2004-12-15,541.95
2004-12-16,536.751
2004-12-17,531.581
2004-12-20,539.864
2004-12-21,537.566
2004-12-22,539.87
2004-12-23,545.579
2004-12-24,545.476
2004-12-27,550.013
2004-12-28,549.358
2004-12-29,548.63
2004-12-30,548.976
2004-12-31,551.134
2005-01-03,545.945
2005-01-04,541.959
2005-01-05,540.812
2005-01-06,539.984
2005-01-07,541.165
2005-01-10,538.194
2005-01-11,538.271
2005-01-12,543.871
2005-01-13,542.987
2005-01-14,537.869
2005-01-17,543.987
2005-01-18,542.711
2005-01-19,547.238
2005-01-20,544.931
2005-01-21,551.169
2005-01-24,552.476
2005-01-25,546.765
2005-01-26,554.845
2005-01-27,553.885
2005-01-28,555.932
2005-01-31,563.791
2005-02-01,567.184
2005-02-02,564.611
2005-02-03,561.054
2005-02-04,559.874
2005-02-07,558.882
2005-02-08,558.575
2005-02-09,557.055
2005-02-10,558.542
2005-02-11,560.396
2005-02-14,562.789
2005-02-15,562.079
2005-02-16,561.524
2005-02-17,564.134
2005-02-18,564.934
2005-02-21,557.344
2005-02-22,563.082
2005-02-23,555.889
2005-02-24,556.642
2005-02-25,560.214
2005-02-28,562.985
2005-03-01,563.946
2005-03-02,556.016
2005-03-03,555.214
2005-03-04,561.115
2005-03-07,561.733
2005-03-08,568.253
2005-03-09,568.69
2005-03-10,564.817
2005-03-11,569.228
2005-03-14,563.354
2005-03-15,559.575
2005-03-16,560.909
2005-03-17,556.578
2005-03-18,555.89
2005-03-21,550.176
2005-03-22,549.939
2005-03-23,543.259
2005-03-24,544.402
2005-03-25,544.402
2005-03-28,540.582
2005-03-29,544.428
2005-03-30,542.692
2005-03-31,545.05
2005-04-01,541.586
2005-04-04,534.71
2005-04-05,539.83
2005-04-06,537.467
2005-04-07,541.819
2005-04-08,540.704
2005-04-11,545.969
2005-04-12,544.255
2005-04-13,552.489
2005-04-14,546.983
2005-04-15,545.599
2005-04-18,542.355
2005-04-19,545.511
2005-04-20,552.649
2005-04-21,553.792
2005-04-22,555.725
2005-04-25,549.862
2005-04-26,545.955
2005-04-27,535.248
2005-04-28,531.452
2005-04-29,529.989
2005-05-02,530.75
2005-05-03,537.16
2005-05-04,539.31
2005-05-05,539.382
2005-05-06,534.167
2005-05-09,529.459
2005-05-10,528.722
2005-05-11,528.619
2005-05-12,529.143
2005-05-13,526.72
2005-05-16,526.134
2005-05-17,527.546
2005-05-18,531.555
2005-05-19,532.108
2005-05-20,533.496
2005-05-23,537.323
2005-05-24,537.11
2005-05-25,534.658
2005-05-26,529.424
2005-05-27,526.538
2005-05-30,523.383
2005-05-31,512.979
2005-06-01,513.17
2005-06-02,511.382
2005-06-03,509.684
2005-06-06,507.122
2005-06-07,503.03
2005-06-08,501.313
2005-06-09,498.808
2005-06-10,502.11
2005-06-13,500.059
2005-06-14,497.36
2005-06-15,503.022
2005-06-16,500.454
2005-06-17,509.987
2005-06-20,503.857
2005-06-21,505.601
2005-06-22,506.941
2005-06-23,506.647
2005-06-24,507.549
2005-06-27,508.826
2005-06-28,502.861
2005-06-29,504.048
2005-06-30,508.338
2005-07-01,504.401
2005-07-04,500.915
2005-07-05,499.945
2005-07-06,498.034
2005-07-07,494.553
2005-07-08,493.738
2005-07-11,501.216
2005-07-12,504.232
2005-07-13,497.88
2005-07-14,499.315
2005-07-15,496.585
2005-07-18,500.764
2005-07-19,499.894
2005-07-20,497.764
2005-07-21,501.506
2005-07-22,503.179
2005-07-25,502.556
2005-07-26,498.7
2005-07-27,499.053
2005-07-28,503.655
2005-07-29,506.899
2005-08-01,507.972
2005-08-02,511.57
2005-08-03,517.487
2005-08-04,517.878
2005-08-05,519.225
2005-08-08,519.932
2005-08-09,520.073
2005-08-10,523.174
2005-08-11,525.531
2005-08-12,524.936
2005-08-15,524.137
2005-08-16,520.222
2005-08-17,519.238
2005-08-18,514.507
2005-08-19,516.803
2005-08-22,522.543
2005-08-23,524.49
2005-08-24,524.424
2005-08-25,523.937
2005-08-26,523.046
2005-08-29,520.538
2005-08-30,521.711
2005-08-31,530.804
2005-09-01,541.558
2005-09-02,545.912
2005-09-05,550.826
2005-09-06,547.921
2005-09-07,547.662
2005-09-08,543.797
2005-09-09,545.893
2005-09-12,537.962
2005-09-13,534.016
2005-09-14,540.586
2005-09-15,536.799
2005-09-16,538.79
2005-09-19,534.003
2005-09-20,537.618
2005-09-21,539.668
2005-09-22,533.476
2005-09-23,532.996
2005-09-26,538.802
2005-09-27,539.345
2005-09-28,541.522
2005-09-29,543.358
2005-09-30,549.501
2005-10-03,546.758
2005-10-04,546.574
2005-10-05,555.838
2005-10-06,561.482
2005-10-07,555.41
2005-10-10,550.832
2005-10-11,550.006
2005-10-12,548.685
2005-10-13,538.409
2005-10-14,548.369
2005-10-17,544.138
2005-10-18,537.272
2005-10-19,532.275
2005-10-20,529.744
2005-10-21,527.412
2005-10-24,532.971
2005-10-25,538.047
2005-10-26,533.274
2005-10-27,521.79
2005-10-28,518.001
2005-10-31,516.21
2005-11-01,522.604
2005-11-02,523.477
2005-11-03,520.959
2005-11-04,513.34
2005-11-07,514.893
