Date,DENMARK MID GROWTH Mid Cap
1994-05-31,1000.0
1994-06-30,974.523
1994-07-29,1037.406
1994-08-31,930.606
1994-09-30,929.241
1994-10-31,992.266
1994-11-30,999.459
1994-12-30,1043.428
1995-01-31,1072.808
1995-02-28,1102.498
1995-03-31,1128.746
1995-04-28,1161.463
1995-05-31,1199.943
1995-06-30,1186.807
1995-07-31,1258.485
1995-08-31,1149.758
1995-09-29,1138.581
1995-10-31,1136.616
1995-11-30,1144.12
1995-12-29,1159.336
1996-01-31,1177.748
1996-02-29,1182.731
1996-03-29,1216.008
1996-04-30,1182.606
1996-05-31,1159.484
1996-06-28,1183.491
1996-07-31,1237.876
1996-08-30,1323.051
1996-09-30,1377.902
1996-10-31,1390.091
1996-11-29,1358.128
1996-12-31,1423.562
1997-01-31,1363.327
1997-02-28,1450.85
1997-03-31,1471.148
1997-04-30,1433.687
1997-05-30,1512.031
1997-06-30,1568.149
1997-07-31,1474.642
1997-08-29,1400.295
1997-09-30,1462.469
1997-10-31,1434.78
1997-11-28,1414.047
1997-12-31,1456.134
1998-01-30,1602.224
1998-02-27,1638.79
1998-03-31,1782.815
1998-04-30,1776.437
1998-05-29,1763.046
1998-06-30,1903.734
1998-07-31,2038.244
1998-08-31,1849.815
1998-09-30,1865.156
1998-10-30,1787.135
1998-11-30,1672.923
1998-12-31,1668.854
1999-01-29,1790.202
1999-02-26,1592.55
1999-03-31,1587.526
1999-04-30,1481.77
1999-05-31,1312.594
1999-06-30,1315.046
1999-07-30,1331.309
1999-08-31,1354.439
1999-09-30,1281.49
1999-10-29,1218.924
1999-11-30,1341.972
1999-12-31,1433.321
2000-01-31,1578.019
2000-02-29,1591.933
2000-03-31,1634.842
2000-04-28,1529.448
2000-05-31,1471.617
2000-06-30,1574.235
2000-07-31,1705.231
2000-08-31,1805.303
2000-09-29,1816.806
2000-10-31,1722.449
2000-11-30,1596.037
2000-12-29,1842.97
2001-01-31,1942.625
2001-02-28,1756.913
2001-03-30,1487.805
2001-04-30,1556.882
2001-05-31,1608.319
2001-06-29,1553.528
2001-07-31,1590.38
2001-08-31,1462.712
2001-09-28,1244.334
2001-10-31,1282.127
2001-11-30,1380.564
2001-12-31,1277.678
2002-01-31,1176.022
2002-02-28,1275.585
2002-03-29,1347.168
2002-04-30,1268.384
2002-05-31,1333.688
2002-06-28,1436.755
2002-07-31,1259.815
2002-08-30,1293.065
2002-09-30,958.907
2002-10-31,1014.543
2002-11-29,1054.306
2002-12-31,1150.126
2003-01-31,1097.696
2003-02-28,1038.589
2003-03-31,1079.56
2003-04-30,1245.163
2003-05-30,1325.069
2003-06-30,1383.51
2003-07-31,1300.294
2003-08-29,1446.908
2003-09-30,1507.423
2003-10-31,1566.681
2003-11-28,1453.794
2003-12-31,1544.448
2004-01-30,1611.811
2004-02-27,1749.973
2004-03-31,1605.752
2004-04-30,1584.963
2004-05-31,1516.413
2004-06-30,1568.969
2004-07-30,1547.689
2004-08-31,1549.133
2004-09-30,1604.697
2004-10-29,1641.889
2004-11-30,1765.205
2004-12-31,1872.855
2005-01-31,1901.184
2005-02-28,2095.668
2005-03-31,2712.215
2005-04-29,2698.47
2005-05-31,2587.721
2006-05-31,485.205
2006-06-30,503.503
2006-07-31,501.324
2006-08-31,516.316
2006-09-29,519.19
2006-10-31,546.514
2006-11-30,658.479
2006-12-29,694.91
2007-01-31,714.619
2007-02-28,733.923
2007-03-30,825.632
2007-04-30,945.959
2007-05-31,1000.0
2007-06-29,959.0
2007-07-31,1014.757
2007-08-31,1006.003
2007-09-28,1075.633
2007-10-31,1126.753
2007-11-30,1107.915
2007-12-31,1144.359
2008-01-31,962.3
2008-02-29,1047.87
2008-03-31,1108.278
2008-04-30,1136.178
2008-05-30,1276.646
2008-06-30,1144.695
2008-07-31,1098.912
2008-08-29,996.06
2008-09-30,832.65
2008-10-31,626.31
2008-11-28,560.544
2008-12-31,599.616
2009-01-30,562.58
2009-02-27,500.824
2009-03-31,507.888
2009-04-30,588.151
2009-05-29,645.387
2009-06-30,640.252
2009-07-31,712.586
2009-08-31,728.651
2009-09-30,821.059
2009-10-30,780.01
2009-11-30,838.383
2009-12-31,842.404
2010-01-29,848.022
2010-02-26,821.073
2010-03-31,872.557
2010-04-30,888.361
2010-05-31,795.476
2010-06-30,789.55
2010-07-30,902.364
2010-08-31,838.896
2010-09-30,957.536
2010-10-29,970.746
2010-11-30,954.59
2010-12-31,1036.873
2011-01-31,1064.216
2011-02-28,1088.72
2011-03-31,1192.905
2011-04-29,1173.708
2011-05-31,1082.68
2011-06-30,1012.435
2011-07-29,986.832
2011-08-31,897.809
2011-09-30,814.738
2011-10-31,855.257
2011-11-30,855.924
2011-12-30,807.178
2012-01-31,803.307
2012-02-29,856.153
2012-03-30,850.418
2012-04-30,828.377
2012-05-31,757.386
2012-06-29,765.32
2012-07-31,782.022
2012-08-31,823.289
2012-09-28,841.465
2012-10-31,848.067
2012-11-30,871.071
2012-12-31,917.647
2013-01-31,991.056
2013-02-28,995.495
2013-03-29,1000.789
2013-04-30,1024.803
2013-05-31,1027.201
2013-06-28,999.37
2013-07-31,1065.041
2013-08-30,1057.425
2013-09-30,1125.509
2013-10-31,1191.746
2013-11-29,1193.291
2013-12-31,1268.41
2014-01-31,1307.447
2014-02-28,1393.627
2014-03-31,1351.66
2014-04-30,1421.555
2014-05-30,1450.095
2014-06-30,1457.832
2014-07-31,1366.1
2014-08-29,1331.113
2014-09-30,1289.02
2014-10-31,1310.91
2014-11-28,1333.361
2014-12-31,1290.143
2015-01-30,1302.635
2015-02-27,1448.793
2015-03-31,1423.186
2015-04-30,1539.385
2015-05-29,1585.242
2015-06-30,1574.921
2015-07-31,1694.279
2015-08-31,1632.025
2015-09-30,1628.001
2015-10-30,1735.415
2015-11-30,1801.122
2015-12-31,1874.222
2016-01-29,1790.245
2016-02-29,1814.677
2016-03-31,1945.639
2016-04-29,1965.005
2016-05-31,2101.149
2016-06-30,2004.145
2016-07-29,2026.08
2016-08-31,2045.164
2016-09-30,2055.556
2016-10-31,1995.203
2016-11-30,1819.937
2016-12-30,1840.93
2017-01-31,1986.076
2017-02-28,1995.272
2017-03-31,2058.179
2017-04-28,2165.78
2017-05-31,2229.07
2017-06-30,2234.934
2017-07-31,2413.803
2017-08-31,2439.991
2017-09-29,2415.733
2017-10-31,2422.143
2017-11-30,2261.835
2017-12-29,2307.064
2018-01-31,2298.806
2018-02-28,2330.38
2018-03-30,2371.011
2018-04-30,2342.437
2018-05-31,2231.809
2018-06-29,2184.403
2018-07-31,2329.003
2018-08-31,2335.015
2018-09-28,2285.818
2018-10-31,2083.808
2018-11-30,2060.025
2018-12-31,1952.597
2019-01-31,2055.297
2019-02-28,2209.329
2019-03-29,2197.75
2019-04-30,2277.075
2019-05-31,2205.884
2019-06-28,2272.239
2019-07-31,2214.512
2019-08-30,2169.944
2019-09-30,2132.549
2019-10-31,2212.463
2019-11-29,2381.371
2019-12-31,2460.606
2020-01-31,2471.437
2020-02-28,2319.845
2020-03-31,2070.831
2020-04-30,2325.303
2020-05-29,2666.192
2020-06-30,2750.219
2020-07-31,3063.455
2020-08-31,3307.528
2020-09-30,3359.201
2020-10-30,3283.505
2020-11-30,3698.395
2020-12-31,3922.447
2021-01-29,3812.13
2021-02-26,3696.341
2021-03-31,3752.025
2021-04-30,4132.777
2021-05-31,4232.786
2021-06-30,4292.364
2021-07-30,4458.016
2021-08-31,4376.936
2021-09-30,3991.26
2021-10-29,4089.349
2021-11-30,3765.346
2021-12-31,3964.261
2022-01-31,3417.226
2022-02-28,3269.324
2022-03-31,3365.82
2022-04-29,3199.335
2022-05-31,2922.191
2022-06-30,2775.737
2022-07-29,2930.416
2022-08-31,2706.998
2022-09-30,2320.081
2022-10-31,2632.83
2022-11-30,3016.967
2022-12-30,3036.781
2023-01-31,3065.403
2023-02-28,2941.0
2023-03-31,3127.711
2023-04-28,3321.323
2023-05-31,3088.479
2023-06-30,3113.968
2023-07-31,3256.131
2023-08-31,3058.829
2023-09-29,2949.449
2023-10-31,3188.056
2023-11-30,3694.124
2023-12-29,3843.73
2024-01-31,3816.06
2024-02-29,4305.546
2024-03-29,4340.87
2024-04-30,4148.861
2024-05-31,4342.904
2024-06-28,4056.404
2024-07-31,4127.924
2024-08-30,4485.425
2024-09-30,4225.991
2024-10-31,3956.392
2024-11-29,3903.871
2024-12-31,4130.098
2025-01-31,4331.128
2025-02-28,4055.666
2025-03-31,3737.7
2025-04-30,3858.464
2025-05-30,4227.779
2025-06-30,4118.16
2025-07-31,4267.026
2025-08-29,4284.003
2025-09-30,4347.401
2025-10-31,4373.045
