Date,DENMARK MID GROWTH Mid Cap
2001-01-01,1842.97
2001-01-02,1846.427
2001-01-03,1833.593
2001-01-04,1849.842
2001-01-05,1819.621
2001-01-08,1819.892
2001-01-09,1807.877
2001-01-10,1803.105
2001-01-11,1821.442
2001-01-12,1849.258
2001-01-15,1828.454
2001-01-16,1827.954
2001-01-17,1860.169
2001-01-18,1908.386
2001-01-19,1878.794
2001-01-22,1898.983
2001-01-23,1922.543
2001-01-24,1899.931
2001-01-25,1881.421
2001-01-26,1892.091
2001-01-29,1890.223
2001-01-30,1902.31
2001-01-31,1942.625
2001-02-01,1926.567
2001-02-02,1884.853
2001-02-05,1878.789
2001-02-06,1884.89
2001-02-07,1887.839
2001-02-08,1874.785
2001-02-09,1888.425
2001-02-12,1892.82
2001-02-13,1860.547
2001-02-14,1835.436
2001-02-15,1810.252
2001-02-16,1819.279
2001-02-19,1803.493
2001-02-20,1786.386
2001-02-21,1796.727
2001-02-22,1797.005
2001-02-23,1774.349
2001-02-26,1776.878
2001-02-27,1801.009
2001-02-28,1756.913
2001-03-01,1737.433
2001-03-02,1721.19
2001-03-05,1682.68
2001-03-06,1694.288
2001-03-07,1700.249
2001-03-08,1702.264
2001-03-09,1699.227
2001-03-12,1660.353
2001-03-13,1595.812
2001-03-14,1554.308
2001-03-15,1541.969
2001-03-16,1491.561
2001-03-19,1470.305
2001-03-20,1517.82
2001-03-21,1510.15
2001-03-22,1438.116
2001-03-23,1480.122
2001-03-26,1551.763
2001-03-27,1571.908
2001-03-28,1523.262
2001-03-29,1497.549
2001-03-30,1487.805
2001-04-02,1401.524
2001-04-03,1352.273
2001-04-04,1381.678
2001-04-05,1413.909
2001-04-06,1424.866
2001-04-09,1434.158
2001-04-10,1468.089
2001-04-11,1465.957
2001-04-12,1470.717
2001-04-13,1470.717
2001-04-16,1472.644
2001-04-17,1476.51
2001-04-18,1541.986
2001-04-19,1554.062
2001-04-20,1548.959
2001-04-23,1521.462
2001-04-24,1496.574
2001-04-25,1483.433
2001-04-26,1511.87
2001-04-27,1540.976
2001-04-30,1556.882
2001-05-01,1562.518
2001-05-02,1563.506
2001-05-03,1551.804
2001-05-04,1558.734
2001-05-07,1569.954
2001-05-08,1568.858
2001-05-09,1558.931
2001-05-10,1610.007
2001-05-11,1597.155
2001-05-14,1608.003
2001-05-15,1628.578
2001-05-16,1602.191
2001-05-17,1593.807
2001-05-18,1596.588
2001-05-21,1616.915
2001-05-22,1636.904
2001-05-23,1624.186
2001-05-24,1618.192
2001-05-25,1637.326
2001-05-28,1630.168
2001-05-29,1624.689
2001-05-30,1633.043
2001-05-31,1608.319
2001-06-01,1588.335
2001-06-04,1590.537
2001-06-05,1591.143
2001-06-06,1572.275
2001-06-07,1585.575
2001-06-08,1576.802
2001-06-11,1549.327
2001-06-12,1535.718
2001-06-13,1542.127
2001-06-14,1545.073
2001-06-15,1526.035
2001-06-18,1512.123
2001-06-19,1490.917
2001-06-20,1482.664
2001-06-21,1488.03
2001-06-22,1497.367
2001-06-25,1539.752
2001-06-26,1523.865
2001-06-27,1560.859
2001-06-28,1550.171
2001-06-29,1553.528
2001-07-02,1559.824
2001-07-03,1559.789
2001-07-04,1528.671
2001-07-05,1508.77
2001-07-06,1519.117
2001-07-09,1535.38
2001-07-10,1546.852
2001-07-11,1545.987
2001-07-12,1522.951
2001-07-13,1521.73
2001-07-16,1509.638
2001-07-17,1504.314
2001-07-18,1551.15
2001-07-19,1564.224
2001-07-20,1574.534
2001-07-23,1557.907
2001-07-24,1552.043
2001-07-25,1550.552
2001-07-26,1545.033
2001-07-27,1549.488
2001-07-30,1571.676
